[00:00:00.131 --> 00:00:00.495]  I'm good.
[00:25:42.133 --> 00:25:52.661]  That too, ladies and gentlemen, is part of the larger plan to then have the people see the police as the enemy and not the policy makers that created and set up this political climate.
[00:25:52.681 --> 00:25:55.524]  So we're going to be discussing all of that and more.
[00:25:55.784 --> 00:26:04.651]  Now, if you go to DrudgeReport.com, right up in the left-hand side, right there, corner, Trump set for Alex Jones Radio, developing.
[00:26:05.091 --> 00:26:07.473]  And Donald Trump is scheduled to be on with us.
[00:26:07.493 --> 00:26:14.138]  We're connecting here in about five minutes at Trump Tower in New York City to be joining us live on air.
[00:26:14.519 --> 00:26:18.822]  And DrudgeReport.com in the upper left hand corner has that link.
[00:26:19.663 --> 00:26:30.812]  Now the reason I'm so excited about this interview is that basically one of his top level advisors, political advisors,
[00:26:33.430 --> 00:26:35.835]  Reached out to us and said, would you like to interview Donald Trump?
[00:26:35.855 --> 00:26:38.561]  And I said, yeah, we even tried.
[00:26:38.621 --> 00:26:40.024]  I mean, and they said, sure.
[00:26:40.044 --> 00:26:43.051]  And basically I was filled in on the fact.
[00:26:44.005 --> 00:26:46.427]  That Donald Trump is really aware of what's going on in the world.
[00:26:46.487 --> 00:26:54.133]  He's shown that, exposing ISIS being Western-backed, and Turkey selling the oil, and we should bomb their oil fields in Syria.
[00:26:54.393 --> 00:26:58.036]  He's really been proven right over and over again, and it's because he's got some really good advisors.
[00:26:58.757 --> 00:27:10.086]  And the last month and a half or so, I was kind of let in to just some of the facts of how much research they're really doing, and the fact that they're aware that there is basically a clouded, pivoted plan to take down this country.
[00:27:10.806 --> 00:27:12.207]  As we all know as well.
[00:27:12.727 --> 00:27:20.772]  But the fact is that Donald Trump understands that, and really does want to try to come in and save the country, is very, very exciting.
[00:27:20.812 --> 00:27:35.982]  Because if you don't recognize that there's a plan to bring down this country, and that Hillary Clinton is a criminal, and that Barack Obama is a globalist hellbent on world government, there's no way to beat him because you're not raising your response to the level of the attack you're under.
[00:27:36.362 --> 00:27:37.223]  The threat continuum.
[00:27:38.848 --> 00:27:42.150]  It's not like a cop's out there pulling somebody over for broken taillight.
[00:27:42.510 --> 00:27:47.613]  It's like cops showing up in a hostage situation with a thousand hostages and a hundred terrorists.
[00:27:47.633 --> 00:27:49.374]  I mean, what's the threat continuum there?
[00:27:49.795 --> 00:27:54.037]  You don't respond with one beat cop who doesn't even have a gun.
[00:27:54.157 --> 00:27:57.960]  You've got to respond with heavy political firepower.
[00:27:58.900 --> 00:28:02.745]  To something that serious and this country is being dismantled right now.
[00:28:02.766 --> 00:28:08.333]  So Donald Trump is coming up and we're very excited about that because I've got a lot of really important questions.
[00:28:08.774 --> 00:28:12.539]  Some of which have been asked some of which haven't been asked that I want to go over with him.
[00:28:13.490 --> 00:28:15.611]  At the start of the next segment.
[00:28:15.932 --> 00:28:18.393]  And there's so much other news now to go over.
[00:28:19.013 --> 00:28:21.695]  But this is the day now that the Dan Rather video is out.
[00:28:21.755 --> 00:28:32.902]  All these newspaper articles are out saying that radical Muslims celebrated not just in New Jersey but New York and in the West Bank by Israel and so many other places.
[00:28:33.422 --> 00:28:40.567]  We know radical Islamists celebrated a few weeks ago at two different soccer teams during the minute of silence booing the dead.
[00:28:41.828 --> 00:28:42.188]  Booing
[00:28:43.356 --> 00:28:45.918]  The dead saying Allah Akbar in the minute of silence.
[00:28:45.978 --> 00:28:52.664]  And so the mainstream apologist media wants to cover this up and act like it didn't happen.
[00:28:52.684 --> 00:28:53.625]  I mean, what are they going to say?
[00:28:53.705 --> 00:29:03.713]  If Trump comes out and says it's wrong to say Allah Akbar during a minute of silence for people that are killed at the Paris attacks, 130 something, are they going to say that didn't happen?
[00:29:04.914 --> 00:29:08.938]  Because this is what they do, even when he links to a New York Post article.
[00:29:09.892 --> 00:29:13.059]  From a few days after 9-11, they say, oh, that doesn't matter, you're still wrong.
[00:29:13.400 --> 00:29:13.881]  Well, you know what?
[00:29:13.901 --> 00:29:15.504]  That's why mainstream media is so dead.
[00:29:17.047 --> 00:29:19.292]  That's why they're falling apart, they're collapsing, they're pathetic.
[00:29:19.312 --> 00:29:20.174]  They really are a joke.
[00:29:20.981 --> 00:29:21.741]  And that's not rhetoric.
[00:29:21.781 --> 00:29:24.802]  These people are sickening, lying, discredited jokes.
[00:29:25.722 --> 00:29:26.743]  Nine times out of ten now.
[00:29:26.763 --> 00:29:28.803]  There are still some people in mainstream media that do a pretty good job.
[00:29:28.823 --> 00:29:31.424]  But it looks like that lady at CBS who exposed Fast and Furious.
[00:29:32.084 --> 00:29:35.105]  The White House shipping all those guns to Mexico to blame the Second Amendment.
[00:29:35.765 --> 00:29:37.965]  They ran her out of CBS News when she broke that.
[00:29:38.586 --> 00:29:39.766]  She had to fight to get it out there.
[00:29:40.126 --> 00:29:42.147]  So real journalists get targeted in this country.
[00:29:42.167 --> 00:29:46.148]  It's like the top French meteorologist came out and said global warming being man-made is a fraud.
[00:29:46.328 --> 00:29:47.048]  They fired him!
[00:29:48.086 --> 00:29:51.807]  These people are totalitarians, folks, and they want to shut up our free speech.
[00:29:51.847 --> 00:29:53.568]  They want to shut this country down.
[00:29:54.128 --> 00:29:55.649]  And Donald Trump is standing up against it.
[00:29:58.630 --> 00:29:59.530]  We're on the march.
[00:30:00.030 --> 00:30:01.631]  The empire's on the run.
[00:30:02.551 --> 00:30:05.252]  Alex Jones and the GCN Radio Network.
[00:30:09.229 --> 00:30:20.215]  Three years ago, half of the $16 billion doled out to the Department of Energy loan guarantee program was invested in companies that had gone bankrupt, were laying off workers, or were headed for bankruptcy.
[00:30:20.375 --> 00:30:23.116]  But the Department of Energy didn't learn from its mal-investments.
[00:30:23.617 --> 00:30:27.339]  It then invested $3 billion in a Spanish company, Ebengoa.
[00:30:27.739 --> 00:30:33.122]  Now, three years later, one day before the Paris Climate Summit, Ebengoa declared bankruptcy.
[00:30:33.562 --> 00:30:40.407]  The $3 billion of taxpayer money that will likely be lost in whole or in part is six times bigger than Solyndra.
[00:30:40.748 --> 00:30:47.433]  Green renewable mandates have brought energy poverty to the people of Spain, where electricity is triple what it costs in the U.S.
[00:30:47.813 --> 00:30:49.715]  And electricity will become a luxury in the U.S.
[00:30:49.755 --> 00:30:53.738]  as well, if Obama is allowed to continue his crony climatism.
[00:30:54.158 --> 00:31:01.544]  The Paris Summit seeks to accelerate the economic decline of the West, transferring wealth to developing nations in the form of green infrastructure.
[00:31:01.885 --> 00:31:05.258]  But it's just greenwashing for crony climatism and global governance.
[00:31:05.539 --> 00:31:07.407]  For InfoWars.com, I'm David Knight.
[00:31:09.048 --> 00:31:12.250]  When cells become toxic, they die early and aging sets in.
[00:31:12.550 --> 00:31:20.574]  No one has put together a formula that focuses directly on brain health, nerve growth factors, and optimizing your cellular energy at the same time.
[00:31:20.794 --> 00:31:25.816]  Just one of the key compounds, BioPQQ, is backed by major clinical studies.
[00:31:26.216 --> 00:31:28.518]  You want the best that's out there at the lowest price anywhere?
[00:31:28.738 --> 00:31:30.559]  We now have the synergistic solution.
[00:31:30.859 --> 00:31:35.041]  Secure your DNA force today at InfoWarsLife.com or call toll-free 888-253-3139.
[00:31:39.091 --> 00:31:43.292]  Used since before the days of the Roman Empire to support the body's natural systems.
[00:31:43.452 --> 00:31:47.414]  Introducing the new Infowarslife.com Oil of Oregano Formulation.
[00:31:47.614 --> 00:31:52.375]  We have now procured the most high quality and potent forms of oregano oil on the market.
[00:31:52.555 --> 00:31:57.077]  Extracted directly from the wild herb and sealed in easy to use capsules.
[00:31:57.217 --> 00:32:00.538]  You will no longer need to endure the burning of liquid oregano on the tongue.
[00:32:00.698 --> 00:32:04.019]  Now available in our limited first run at Infowarslife.com.
[00:32:04.159 --> 00:32:05.959]  That's Infowarslife.com or call 888-253-3139.
[00:32:08.780 --> 00:32:22.968]  My fellow patriots, one of the things I'm most proud of is the fact that the InfoWars operation reaches more than 20 million people a week worldwide with the message of liberty and none of it is funded by major global corporations or by taxpayers.
[00:32:23.368 --> 00:32:24.909]  It's funded by free will.
[00:32:25.189 --> 00:32:35.235]  Listeners and viewers like you who decide to visit InfoWarsStore.com and take advantage of some of the most high quality revolutionary products available today and now.
[00:32:35.675 --> 00:32:53.707]  Until December 18th, 2015, we are extending free shipping on top of huge discounts on cutting-edge nutraceuticals, high-quality non-GMO heirloom seeds, top-of-the-line water filtration systems that remove glyphosates, fluoride, more, and the list of specials goes on and on.
[00:32:54.107 --> 00:33:04.454]  Some discounts are as high as 50% at InfoWarsStore.com on top of free shipping through December 18th at InfoWarsStore and InfoWarsLife.com.
[00:33:05.756 --> 00:33:08.083]  InfoWars is the operation that you built.
[00:33:26.627 --> 00:33:32.772]  We now take you live to the Central Texas Command Center in the heart of the resistance.
[00:33:32.952 --> 00:33:34.674]  It's Alex Jones.
[00:33:38.197 --> 00:33:44.662]  Well, we had Matt Drudge about a month ago in studio, only does an interview every three or four years, and I thought that got me excited.
[00:33:45.303 --> 00:33:50.447]  But I'm telling you, Donald Trump is our guest, ladies and gentlemen, for the next 30 minutes or so.
[00:33:51.088 --> 00:33:53.690]  And obviously, he is a maverick.
[00:33:54.150 --> 00:33:54.931]  He's an original.
[00:33:54.971 --> 00:33:55.971]  He tells it like it is.
[00:33:56.431 --> 00:33:57.452]  Doesn't read off a teleprompter.
[00:33:57.552 --> 00:33:59.013]  Neither do I. He's self-made.
[00:33:59.373 --> 00:34:03.896]  This whole media operation that reaches 20 million people a week worldwide, conservatively, self-made.
[00:34:04.156 --> 00:34:05.277]  That's why I'm so excited.
[00:34:05.617 --> 00:34:09.579]  And he joins us from Trump Tower in New York City.
[00:34:09.599 --> 00:34:12.601]  He is the leading 2016 Republican presidential contender.
[00:34:12.921 --> 00:34:15.263]  Donald Trump, again, joins us.
[00:34:15.643 --> 00:34:17.084]  And I've got so many questions.
[00:34:17.124 --> 00:34:19.705]  But first off, Donald, thank you for joining us.
[00:34:20.205 --> 00:34:20.966]  Thank you, Alex.
[00:34:21.286 --> 00:34:21.546]  Great.
[00:34:21.766 --> 00:34:22.487]  Great to be with you.
[00:34:23.632 --> 00:34:34.363]  I've got so many questions, but you are vindicated, this has got to be the 50th time in the last six months, on the radical Muslims celebrating, not just in New Jersey, but New York, Palestine, all over.
[00:34:34.683 --> 00:34:35.404]  What do you have to say?
[00:34:35.424 --> 00:34:41.990]  They're still attacking you, though we've got Dan Rather on video, we've got New York Post, we've got Washington Post, we've got
[00:34:42.871 --> 00:34:43.852]  I mean, what's going on here?
[00:35:02.210 --> 00:35:03.730]  Mr. Trump, I saw it myself.
[00:35:03.830 --> 00:35:04.371]  I was there.
[00:35:04.431 --> 00:35:07.711]  They talked about Patterson, but they said, I saw it myself, Mr. Trump.
[00:35:07.751 --> 00:35:08.331]  I was there.
[00:35:08.872 --> 00:35:13.453]  So many people have called in and on Twitter, at real Donald Trump, they're all tweeting.
[00:35:14.153 --> 00:35:19.794]  So I knew it happened and I held my line and people wanted me to apologize and we can't do that.
