[00:00:00.009 --> 00:00:10.453]  Another world.
[01:31:51.198 --> 01:31:56.164]  Now more than ever it's important to stock up on high quality Silver Bullet from Infowarslife.com.
[01:31:56.445 --> 01:31:59.208]  No survival chest is complete without Silver Bullet.
[01:31:59.508 --> 01:32:03.793]  Secure your Silver Bullet today at Infowarslife.com or by calling toll free 888-253-3139.
[01:32:03.914 --> 01:32:04.314]  Silver Bullet.
[01:32:09.198 --> 01:32:12.242]  The month of February is all about Valentine's Day.
[01:32:12.582 --> 01:32:15.867]  Big heart-shaped boxes filled with delicious candy.
[01:32:16.087 --> 01:32:22.074]  What if we, the patriots, hijacked Valentine's Day and instead made it about human liberty and individual empowerment?
[01:32:22.174 --> 01:32:23.356]  I'm all about human potential.
[01:32:23.556 --> 01:32:25.679]  I'm all about the individual being empowered.
[01:32:25.779 --> 01:32:27.261]  The establishment is the opposite.
[01:32:27.321 --> 01:32:31.866]  That's why they spike our water with fluoride and GMO, estrogen mimickers and the rest of the garbage.
[01:32:32.126 --> 01:32:36.491]  InfoWars is striking back in the month of February with Human Empowerment Month.
[01:32:36.731 --> 01:32:40.776]  How we can come together and win the human race and to celebrate the kickoff of human
[01:32:40.796 --> 01:32:41.196]  We're good.
[01:33:12.509 --> 01:33:16.573]  You're listening to the Alex Jones Show.
[01:33:22.880 --> 01:33:26.904]  Defending the republic from enemies foreign and domestic.
[01:33:27.805 --> 01:33:29.266]  It's Alex Jones.
[01:33:32.278 --> 01:33:35.619]  I've got a bunch of headlines here I want to go over.
[01:33:35.779 --> 01:33:37.440]  The government's war on freedom of the press.
[01:33:37.460 --> 01:33:39.140]  Press freedom has declined in recent years.
[01:33:39.160 --> 01:33:41.061]  An investigative report by Reason Magazine.
[01:33:56.749 --> 01:33:57.069]  The U.S.
[01:33:57.089 --> 01:34:07.199]  plummeted to a dismal 49th place on the Reporters Without Borders Annual Press Freedom Index, marking the country's second lowest ranking since the list was created in 2002.
[01:34:07.860 --> 01:34:09.421]  It's lowest since 2006.
[01:34:09.982 --> 01:34:14.326]  Other countries ranked in the 40s and 50s include Haiti, Mongolia, and Chile.
[01:34:15.767 --> 01:34:16.948]  Now folks, here's the deal.
[01:34:17.289 --> 01:34:19.711]  We've got more reporters than most countries.
[01:34:20.152 --> 01:34:21.233]  We're a media-rich nation.
[01:34:22.557 --> 01:34:36.089]  But statistically, Obama has arrested dozens and dozens of reporters, put them in jail for just reporting on North Korean troop movements that are announced at the State Department.
[01:34:36.109 --> 01:34:38.391]  So you go to a press conference, they say it, then they arrest you.
[01:34:40.312 --> 01:34:43.095]  So that's the kind of stuff, I mean it's a real chilling effect.
[01:34:43.555 --> 01:34:45.277]  Now you dovetail that with
[01:34:47.264 --> 01:35:02.158]  The fact that the establishment media is in so much trouble, it's all this Brian Williams moment for the system where they lose total credibility, so they're trying to come in to censor the alternative, the new media that's becoming bigger and more powerful than they are, in an attempt to create a chilling effect.
[01:35:02.178 --> 01:35:05.400]  The FCC wanted to regulate the internet in the name of protecting it.
[01:35:05.841 --> 01:35:06.822]  The internet kill switch.
[01:35:07.102 --> 01:35:07.602]  On and on and on.
[01:35:08.407 --> 01:35:11.731]  Well, here's the article at Infowars.com by Anthony Gucciardi.
[01:35:12.111 --> 01:35:12.852]  It's official.
[01:35:12.932 --> 01:35:16.056]  McDonald's and Monsanto are both losing money fast.
[01:35:16.376 --> 01:35:16.937]  Close quote.
[01:35:17.257 --> 01:35:25.667]  Public awakens to what's really in their food, including the average person who, over a lifetime, eats a massive amount of, quote, fake food.
[01:35:26.127 --> 01:35:27.829]  And again, I don't have it out for McDonald's.
[01:35:28.650 --> 01:35:33.455]  Except the fact that they've got so many additives and the rest of it, but they're kind of the big dog.
[01:35:33.795 --> 01:35:38.639]  If you can make them change, or they won't change and they fall, you can change the world.
[01:35:39.480 --> 01:35:53.613]  And so I wanted to get Anthony Gucciardi in here to talk about his article and dovetail it with the article earlier in the week you did for PrisonPlanet.com and StoryLink.com, where you went over the government's admission of how many tons of fake food
[01:35:54.494 --> 01:35:57.395]  Kind of like how many pounds of rat feces can be in our food.
[01:35:57.415 --> 01:36:00.296]  I mean, this is in the regulations, but the average person doesn't know about it.
[01:36:00.576 --> 01:36:06.399]  And the system's battling to stop GMO labeling and to not let us know what's really in our food.
[01:36:06.699 --> 01:36:14.482]  And then meanwhile, we'll show our Twitter page, the new National Geographic coming out says it's a conspiracy theory to say GMO could hurt you.
[01:36:15.262 --> 01:36:24.308]  When, in tons of studies, they admit it's killing rats and causing problems, they've had to recall starling, corn, I mean, hundreds of different GMO crops.
[01:36:24.808 --> 01:36:27.970]  But they're acting like, oh, none of that exists, hoping we're ignorant.
[01:36:28.230 --> 01:36:30.232]  Don't they know that doesn't work anymore, Anthony?
[01:36:30.728 --> 01:36:42.693]  Well, how many years have we come on air and talked about all the devastating acts of Monsanto and McDonald's and the plastic foam chemicals in McDonald's Happy Meals that everyone's giving to their children, all the synthetic laxatives, all of it, right?
[01:36:42.953 --> 01:36:49.595]  How many years have we talked about that and warned over and over again that that's going to collapse as the consumers realize they're not going to eat it anymore?
[01:36:49.936 --> 01:36:55.017]  So you can go to somewhere like Whole Foods and get the same stuff that's better and organic for like five dollars.
[01:36:55.438 --> 01:36:56.818]  So the paradigm is collapsing.
[01:36:56.838 --> 01:36:58.579]  I went to McDonald's when I was in that
[01:36:58.939 --> 01:37:02.382]  Chuck Norris movie they're shooting up in North Texas a few weeks ago and I was coming back.
[01:37:02.422 --> 01:37:05.525]  I went in one just to use the bathroom in Waco.
[01:37:05.565 --> 01:37:07.086]  There was nothing in there but illegals.
[01:37:07.767 --> 01:37:09.588]  I guess they're the only ones that haven't gotten the memo.
[01:37:09.608 --> 01:37:09.889]  Sorry.
[01:37:10.309 --> 01:37:17.896]  Well as the economy collapses people realize they can actually still get organic healthier options for like five dollars and no one wants to go to McDonald's anymore.
[01:37:18.316 --> 01:37:24.061]  And it just shows how greedy these corporations are because again we don't have anything against these corporations individually.
[01:37:24.221 --> 01:37:25.162]  Mike Norris, go ahead.
[01:37:25.442 --> 01:37:26.162]  With garbage.
[01:37:26.643 --> 01:37:31.805]  But if they would have gone in the 90s or after Super Size Me came out and realized with their market research, which they knew.
[01:37:31.825 --> 01:37:37.908]  If that had changed course then, it takes a while to turn a big organization around, but they could have done it and maintained market share.
[01:37:38.168 --> 01:37:38.568]  They didn't.
[01:37:38.608 --> 01:37:43.771]  They arrogantly doubled down on propaganda, just like Brian Williams did, lying again, and it didn't work.
[01:37:43.971 --> 01:37:44.791]  And they're still doing it.
[01:37:45.191 --> 01:37:49.173]  They fired their CEO and they're spending millions of dollars on these trendy campaigns.
[01:37:49.193 --> 01:37:51.774]  And he's the one that tried to clean it up and give healthy food, comparative.
[01:37:52.114 --> 01:37:52.554]  Exactly.
[01:37:52.614 --> 01:37:54.675]  He was saying, hey, we actually need to do something different.
[01:37:55.015 --> 01:38:00.177]  They want to, instead of changing the ingredients, and actually having to spend roughly two more cents.
[01:38:00.757 --> 01:38:07.861]  In many cases, according to some of the analysis, two cents per actual meal to change the synthetic fillers to actually non-garbage.
[01:38:08.422 --> 01:38:15.766]  And it's also important to remember that they did try to do stuff in the past like they rejected GMO potatoes, and they actually got a little bit of good publicity.
[01:38:15.866 --> 01:38:17.247]  But then last week they accepted them.
[01:38:17.547 --> 01:38:18.608]  Let's expand on this.
[01:38:20.188 --> 01:38:34.656]  Chains like P. Terry's and In-Out Burger, P. Terry's is much smaller, In-Out is here in L.A., that just give you old-fashioned, big, juicy, drippin' burger that doesn't taste like space food or National Lunch Program prison food, they're all displacing McDonald's.
[01:38:34.716 --> 01:38:36.416]  That's even bigger than the health people.
[01:38:37.117 --> 01:38:39.518]  McDonald's just feeds people space food crap.
[01:38:39.638 --> 01:38:43.720]  People don't want Bill Gates-controlled, he's involved, space food.
[01:38:43.820 --> 01:38:46.762]  I mean, we don't want glow-in-the-dark food that doesn't rot.
[01:38:48.016 --> 01:38:50.418]  You know, I mean, Supersaw, as we showed, it doesn't rot.
[01:38:51.118 --> 01:38:52.879]  Something's, you know... Rots you.
[01:38:53.059 --> 01:38:53.260]  Yeah.
[01:38:53.640 --> 01:38:54.640]  I'm sorry, go ahead, I'm ranting.
[01:38:54.861 --> 01:38:56.282]  I mean, what does this signify, though?
[01:38:56.522 --> 01:38:58.503]  Am I right in saying this is a canary in the coal mine?
[01:38:58.883 --> 01:39:00.144]  Yes, and it's a major victory.
[01:39:00.584 --> 01:39:04.327]  If you think about it, even CNN now, just think, just think five years ago if this were to happen.
[01:39:04.787 --> 01:39:07.669]  CNN Money says, is McDonald's doomed?
[01:39:08.070 --> 01:39:08.230]  Right?
[01:39:08.250 --> 01:39:11.152]  And they talk about how their market share is going down, they're underperforming the market.
[01:39:11.172 --> 01:39:14.935]  Yeah, I mean, it's not us in your article putting out sensational stuff, they're saying this.
[01:39:14.995 --> 01:39:15.215]  Yeah.
[01:39:15.375 --> 01:39:24.583]  Business Insider, McDonald's is losing America, and it shows their actual profits going down, sliding down, just percentages of decline every single month.
[01:39:25.063 --> 01:39:27.304]  For the last 13 months, there's been closures.
[01:39:27.685 --> 01:39:32.868]  So these companies like McDonald's and like Monsanto, what's happening is, we're actually making an effect.
[01:39:33.208 --> 01:39:36.109]  And with all economic turnarounds, it takes time, right?
[01:39:36.129 --> 01:39:37.130]  So it takes a series of years.
[01:39:37.150 --> 01:39:38.991]  Voting with our dollars in the free market.
[01:39:39.071 --> 01:39:39.351]  Exactly.
[01:39:39.371 --> 01:39:43.374]  Which is why they want to end free markets and only have megacorporations, so you don't have choice.
[01:39:43.894 --> 01:39:48.376]  That's right, and people are going out and they're voting with their dollar, or overall the information is spreading.
[01:39:48.396 --> 01:39:54.380]  I mean, just this article right now on InfoWars and everyone carrying it's got, you know, tens of thousands of shares just on Facebook.
[01:39:54.400 --> 01:39:59.562]  People are spreading the word, they're mad, and then that's a fact that's turning other individuals onto it.
[01:39:59.703 --> 01:40:03.385]  We're going to retweet it right now at Real Alex Jones, this article on McDonald's.
[01:40:03.705 --> 01:40:05.266]  I would call it the fall of McDonald's.
[01:40:05.646 --> 01:40:05.966]  It is.
[01:40:06.206 --> 01:40:07.567]  Let's do a follow-up report.
[01:40:08.067 --> 01:40:09.868]  Well, I think we shouldn't include this video in it, in fact.
[01:40:09.988 --> 01:40:11.588]  The fall of Too Big to Fail.
[01:40:12.169 --> 01:40:16.931]  We should do a whole, every week for the next month, a review of big corporations that were too big to fall.
[01:40:17.191 --> 01:40:20.292]  They got propped up, but they fell because people just stopped visiting them.
[01:40:20.686 --> 01:40:23.688]  I don't want to break this right here, but it is Coca-Cola is the next one in line.
[01:40:23.708 --> 01:40:24.968]  Their market share is going down.
[01:40:25.008 --> 01:40:25.849]  They're losing profits.
[01:40:25.889 --> 01:40:27.570]  They're tied to McDonald's and Monsanto.
[01:40:27.970 --> 01:40:31.772]  And Bill Gates also owns 500,000 plus shares of Monsanto as of 2011.
[01:40:32.553 --> 01:40:33.473]  Who knows what he owns now?
[01:40:33.933 --> 01:40:35.234]  So he's invested in all of this.
[01:40:35.694 --> 01:40:44.019]  What I want to know is really, is this actually the forefront of the elite system being completely crumbled and turned down over the years?
[01:40:44.139 --> 01:40:44.720]  People get it.
[01:40:44.780 --> 01:40:46.441]  They have no power but voting with their dollars.
[01:40:46.501 --> 01:40:49.563]  And by the way, shifting gears, that means supporting us.
[01:40:49.603 --> 01:40:57.309]  Spreading the word about the broadcast, that means buying the products, that means getting involved and spreading the word.
[01:40:57.369 --> 01:41:02.993]  So please tell folks about the free podcast, about the free video streams at Infowars.com forward slash show.
[01:41:03.373 --> 01:41:07.216]  We're running a special in the month of February about human empowerment.
[01:41:07.236 --> 01:41:09.198]  It's not just about boxes of candy and roses.
[01:41:09.818 --> 01:41:17.846]  Super Male and Super Female Vitality are concentrated herbs and other extracts known to healthfully supercharge your libido, energy, you name it.
[01:41:17.926 --> 01:41:19.227]  I couldn't operate without this.
[01:41:19.608 --> 01:41:20.408]  It's so amazing.
[01:41:20.889 --> 01:41:23.331]  20% off both Super Male and Super Female Vitality.
[01:41:23.351 --> 01:41:28.877]  You can also get two bottles of our proprietary Deep Earth Crystal Sourced Nascent Iodine.
[01:41:29.497 --> 01:41:44.283]  The good halogen with a free bottle of Ancient Defense Herbal Immunity Booster, a free bottle of that when you buy two bottles of Survival Shield X2 that they're demonizing and attacking because they want you to have the bad halogens like fluoride in your body, not the good halogen.
[01:41:44.323 --> 01:41:49.545]  Back when the federal government cared, they mandated the cruddy iodine, but at least that was there in the salt.
[01:41:49.645 --> 01:41:50.186]  It's out now.
[01:41:50.786 --> 01:41:53.427]  When we got attacked by the press last week, they said, it's already in the salt, Alex.
[01:41:53.747 --> 01:41:54.407]  No, it's not.
[01:41:54.447 --> 01:41:55.188]  It's been out since the 60s.
[01:41:56.889 --> 01:41:58.229]  You can find it with this stuff out there.
[01:41:58.249 --> 01:42:02.431]  You can find some of the sea salts have it, and that's good.
[01:42:02.951 --> 01:42:06.412]  But nothing compared to X2 and the type that we have.
[01:42:06.472 --> 01:42:08.753]  So, Infowarslife.com.
[01:42:09.813 --> 01:42:11.134]  Infowarslife.com.
[01:42:11.674 --> 01:42:12.154]  Try it!
[01:42:13.379 --> 01:42:15.380]  And you've heard the rave reviews from listeners.
[01:42:15.460 --> 01:42:21.724]  I believe you'll become a repeat customer and fund this operation that is in the face of the globalists, no compromise.
[01:42:21.964 --> 01:42:22.944]  We're going to break, Anthony.
[01:42:22.964 --> 01:42:26.346]  I want to come back and take calls into other topics with you as we talk to these callers.
[01:42:26.366 --> 01:42:29.688]  But briefly, why is X2 different than other nascent iodines?
[01:42:30.168 --> 01:42:30.929]  Well, it's pretty simple.
[01:42:31.129 --> 01:42:39.578]  Usually you have potassium iodide or you have some other form of congulated iodine that simply you don't want, in our opinions, based on the research of medical doctors, in your body.
[01:42:40.039 --> 01:42:42.361]  X2 is over 8,000 feet below the earth.
[01:42:42.402 --> 01:42:43.262]  It's pristine.
[01:42:43.343 --> 01:42:44.784]  It's the strongest one out there, 99999.
[01:42:46.146 --> 01:42:48.168]  It doesn't have the other garbage bound of the iodine.
[01:42:48.288 --> 01:42:52.232]  Yep, it's the only 99.999% pure iodine on the market.
[01:42:52.633 --> 01:42:52.853]  Period.
[01:42:52.873 --> 01:42:55.236]  And it's from a crystal source, not extracted from seaweed.
[01:42:55.416 --> 01:42:56.237]  That's exactly right.
[01:42:56.557 --> 01:42:58.960]  So it doesn't turn red on paper, it turns bright blue.
[01:42:59.100 --> 01:42:59.260]  Yep.
[01:42:59.420 --> 01:43:00.802]  Which is what the iodine crystals do.
[01:43:00.822 --> 01:43:01.623]  It's true iodine.
[01:43:01.663 --> 01:43:04.226]  It comes from pure iodine gas crystals injected.
[01:43:05.247 --> 01:43:05.888]  We'll be right back.
[01:43:05.928 --> 01:43:07.510]  Infowarslife.com, stay with us.
[01:43:10.182 --> 01:43:13.703]  The government's Department of Homeland Security is buying up loads of ammo.
[01:43:13.843 --> 01:43:17.804]  At the same time, they're restricting civilians' rights to own and purchase firearms.
[01:43:18.124 --> 01:43:19.584]  Can you put two and two together?
[01:43:19.904 --> 01:43:27.486]  Infidel Body Armor can stop every round, including hollow points and .308 sniper rounds, is reasonably priced, and fully legal.
[01:43:27.766 --> 01:43:28.607]  But for how long?
[01:43:28.907 --> 01:43:35.168]  Go to InfidelBodyArmor.com, spelled I-N-F-I-D-E-L BodyArmor.com.
[01:43:35.548 --> 01:43:38.349]  Infidel Body Armor just won't quit.
[01:43:39.795 --> 01:43:42.997]  When cells become toxic, they die early and aging sets in.
[01:43:43.317 --> 01:43:51.321]  No one has put together a formula that focuses directly on brain health, nerve growth factors, and optimizing your cellular energy at the same time.
[01:43:51.561 --> 01:43:56.584]  Just one of the key compounds, BioPQQ, is backed by major clinical studies.
[01:43:56.964 --> 01:43:59.265]  You want the best that's out there at the lowest price anywhere?
[01:43:59.505 --> 01:44:01.286]  We now have the synergistic solution.
[01:44:01.606 --> 01:44:05.788]  Secure your DNA force today at InfoWarsLife.com or call toll-free 888-253.
[01:44:09.685 --> 01:44:15.941]  What disaster is so powerful it unleashes a chain of mass pandemics, economic meltdowns, and violent...
[01:44:17.350 --> 01:44:25.234]  At the same time, NASA has already set the countdown timer, and right now the 21st century apocalypse is less than 13 months away.
[01:44:25.714 --> 01:44:29.156]  Former CIA Director James Woolsey says two-thirds of U.S.
[01:44:29.196 --> 01:44:30.397]  population could perish.
[01:44:30.837 --> 01:44:33.839]  In a matter of seconds, the world as we know it will cease to exist.
[01:44:34.299 --> 01:44:36.080]  The world's economy will be wiped out.
[01:44:36.560 --> 01:44:37.821]  Mass riots will follow.
[01:44:38.201 --> 01:44:39.882]  Ancient diseases will reemerge.
[01:44:40.362 --> 01:44:43.865]  How will you shield yourself and your loved ones from this upcoming apocalypse?
[01:44:44.446 --> 01:44:54.374]  Go to DarkestDays.info to find out proven methods of protecting yourself, your loved ones, and even your entire community when this worst-case scenario unravels.
[01:44:54.874 --> 01:45:06.203]  That's D-A-R-K-E-S-T-D-A-Y-S dot I-N-F-O DarkestDays.info Go there before this life-saving information becomes unavailable to the large public.
[01:45:06.664 --> 01:45:08.846]  Go to DarkestDays.info now.
[01:45:09.426 --> 01:45:12.488]  The month of February is all about Valentine's Day.
[01:45:12.809 --> 01:45:16.111]  Big heart-shaped boxes filled with delicious candy.
[01:45:16.311 --> 01:45:22.315]  What if we, the patriots, hijacked Valentine's Day and instead made it about human liberty and individual empowerment?
[01:45:22.395 --> 01:45:23.576]  I'm all about human potential.
[01:45:23.776 --> 01:45:25.918]  I'm all about the individual being empowered.
[01:45:25.998 --> 01:45:27.499]  The establishment is the opposite.
[01:45:27.559 --> 01:45:32.100]  That's why they spike our water with fluoride and GMO, estrogen mimickers, and the rest of the garbage.
[01:45:32.361 --> 01:45:36.722]  InfoWars is striking back in the month of February with Human Empowerment Month.
[01:45:36.942 --> 01:45:39.283]  How we can come together and win the human race.
[01:45:39.603 --> 01:45:47.466]  And to celebrate the kickoff of Human Empowerment Month, we're slashing prices on InfoWarsLife.com products like Super Male and Super Female Vitality.
[01:45:47.647 --> 01:45:51.188]  The sale is only running for the month, 20% off, and there's a lot of other
[01:45:51.368 --> 01:45:54.069]  Powerful specials at Infowarslife.com.
[01:45:54.409 --> 01:45:56.129]  Infowarslife.com.
[01:45:56.309 --> 01:45:59.110]  Celebrating human potential in the month of February.
[01:45:59.210 --> 01:46:03.491]  Visit Infowarslife.com to find this special and many others in the month of February.
[01:46:03.732 --> 01:46:06.312]  Again, Infowarslife.com or 888-253-3139.
[01:46:09.453 --> 01:46:15.218]  Used since before the days of the Roman Empire to support the body's natural systems and enhance overall health.
[01:46:15.558 --> 01:46:19.882]  Introducing the new InfoWarsLife.com Oil of Oregano Formulation.
[01:46:20.142 --> 01:46:27.849]  A highly advanced nutraceutical form of this key herb that has been traditionally used by civilizations for thousands of years to promote health.
[01:46:28.089 --> 01:46:33.314]  We have now procured the most high quality and potent forms of oregano oil on the market.
[01:46:33.614 --> 01:46:39.199]  Sourced from top leading manufacturers to ensure a concentrated level of bioactive ingredients.
[01:46:39.560 --> 01:46:44.404]  Extracted directly from the wild herb and sealed in easy to use capsules.
[01:46:44.524 --> 01:46:48.108]  You will no longer need to endure the burning of liquid oregano on the tongue.
[01:46:48.448 --> 01:46:50.009]  You're listening to the Alex Jones Show.
[01:46:50.029 --> 01:46:50.670]  That's right, drop the hammer!
[01:47:28.628 --> 01:47:30.089]  We are on the march.
[01:47:30.469 --> 01:47:32.870]  The Empire is on the run.
[01:47:33.611 --> 01:47:37.353]  Alex Jones and the GCN Radio Network.
[01:47:38.193 --> 01:47:38.654]  That's right.
[01:47:38.674 --> 01:47:42.215]  There's always agents of tyranny, agents of corruption in the world.
[01:47:42.235 --> 01:47:43.336]  There's always agents of good.
[01:47:43.776 --> 01:47:46.578]  But agents of tyranny try to distract and divert the public.
[01:47:46.598 --> 01:47:47.999]  They try to teach you that you have no power.
[01:47:48.019 --> 01:47:49.960]  The truth is you do have incredible power.
[01:47:50.760 --> 01:47:53.862]  You couldn't find non-GMO 10, 15 years ago in stores.
[01:47:54.122 --> 01:47:54.782]  Now it's everywhere.
[01:47:55.223 --> 01:47:59.185]  You couldn't find anybody who the Federal Reserve was private, run for profit and foreign.
[01:47:59.605 --> 01:48:01.266]  Now in major polls, most people know that.
[01:48:01.926 --> 01:48:04.988]  And they're set to try to audit it soon in the Senate.
[01:48:05.888 --> 01:48:07.449]  We're inches away from passing it.
[01:48:08.030 --> 01:48:09.350]  We're making progress.
[01:48:09.450 --> 01:48:11.031]  That's why they want to start new wars.
[01:48:11.411 --> 01:48:12.832]  That's why they want to start a civil war.
[01:48:13.112 --> 01:48:15.854]  That's why they've got to talk about the Oscars being racism.
[01:48:18.206 --> 01:48:19.847]  This is their tool of control.
[01:48:20.367 --> 01:48:21.747]  Anthony Gucciardi's my guest.
[01:48:21.807 --> 01:48:28.890]  I want to go to your calls, but Anthony's going to be back home with me tomorrow and a bunch of guests on the weekday show covering nature's best remedies.
[01:48:30.310 --> 01:48:32.331]  The world of health and healing all around you.
[01:48:32.391 --> 01:48:33.332]  National Geographic.
[01:48:34.392 --> 01:48:36.713]  People have gone to jail for saying what's in this.
[01:48:38.453 --> 01:48:39.454]  But why are they allowed to?
[01:48:39.474 --> 01:48:40.994]  Because they know there's a market out there.
[01:48:42.315 --> 01:48:44.196]  And then they sell the products at the back.
[01:48:44.636 --> 01:48:47.297]  But separately there's a new National Geographic coming out saying
[01:48:48.317 --> 01:48:51.878]  Vaccines are not linked to autism, and the GMO isn't linked to problems.
[01:48:53.398 --> 01:48:57.519]  So, the dinosaur media is kind of talking out of both sides of its mouth.
[01:48:57.559 --> 01:48:58.580]  We'll break it down tomorrow.
[01:48:59.140 --> 01:49:01.240]  Right now, let's go to Elijah in Indiana.
[01:49:01.280 --> 01:49:02.841]  You disagree, we're told.
[01:49:03.301 --> 01:49:04.041]  Thank you for calling.
[01:49:05.781 --> 01:49:06.542]  Yes, hi Alex.
[01:49:06.562 --> 01:49:07.702]  Thanks for taking my call.
[01:49:07.922 --> 01:49:11.423]  I've seen your show a lot, regularly over the last year.
[01:49:11.443 --> 01:49:12.943]  You're doing a great job.
[01:49:13.003 --> 01:49:13.503]  Thank you, brother.
[01:49:13.543 --> 01:49:15.524]  You're one of the reasons why they're going to lose.
[01:49:16.409 --> 01:49:20.690]  And my disagreement isn't a big one, it's almost, I'm sort of playing devil's advocate.
[01:49:20.710 --> 01:49:27.092]  You said what's going on in the Middle East right now is 100% all controlled by, you know, the globalists, the guys really pulling the strings.
[01:49:27.152 --> 01:49:33.294]  Well no, starting it and shepherding it and protecting it, but they were manipulating forces that were already there.
[01:49:33.354 --> 01:49:35.394]  It's like causing a cattle stampede or something.
[01:49:35.655 --> 01:49:40.456]  You're not the cattle, you don't run them, but you, you know, fired the flare gun into them to make them start running.
[01:49:42.000 --> 01:49:46.323]  Right, I would agree, but I think, you know, you know better than one, these globalists, they're control freaks.
[01:49:46.383 --> 01:49:49.366]  They need to control every aspect that they oversee.
[01:49:49.486 --> 01:49:55.531]  And I feel that they see, you know, the jihadists, they see these radical groups as almost a wild card.
[01:49:55.591 --> 01:49:57.092]  Not so much a threat, but just a factor.
[01:49:57.112 --> 01:50:00.354]  Oh, I agree, they want to bomb some of them and get them back in line, absolutely.
[01:50:00.374 --> 01:50:03.317]  It's like a cattle prod to keep the cattle, you know, going in the direction you want.
[01:50:03.337 --> 01:50:05.498]  It's like a sheepdog herding the sheep.
[01:50:07.136 --> 01:50:17.381]  You can pin them as the common enemy, and rally the troops, get the troops back on the side of the machine of the government to get them to attack them, and then over here back in America, you can push that.
[01:50:17.461 --> 01:50:23.064]  Everyone who disagrees with the left and CNN and whatnot, you can call them xenophobic, Islamophobic, or racist.
[01:50:23.444 --> 01:50:28.706]  You can continue the racial and political... Exactly, you can see the dialectic while the globalists are behind it.
[01:50:28.806 --> 01:50:29.367]  Excellent point.
[01:50:29.427 --> 01:50:29.787]  Anything else?
[01:50:31.682 --> 01:50:35.384]  Um, no, not at all, but thank you for letting me talk on your show.
[01:50:35.404 --> 01:50:36.124]  I appreciate it.
[01:50:36.584 --> 01:50:37.245]  Thank you, brother.
[01:50:37.545 --> 01:50:38.765]  Anthony, comment on what he just said?
[01:50:39.105 --> 01:50:39.906]  No, I think that's great.
[01:50:39.926 --> 01:50:41.707]  That's the kind of discussion we need.
[01:50:41.787 --> 01:50:45.668]  Not someone calling in and just bashing you, but actually saying, hey, I disagree with this point.
[01:50:45.688 --> 01:50:47.689]  And you actually, sounds like you agree perfectly with him.
[01:50:48.430 --> 01:50:48.950]  Well, sure.
[01:50:49.030 --> 01:50:50.891]  I mean, stuff's so complex.
[01:50:53.055 --> 01:50:56.837]  It's hard to put these ideas out exactly correctly because it's so complex.
[01:50:57.197 --> 01:51:05.040]  And that's the thing too, that if you're willing to actually explain the ideas, you're putting yourself out to be attacked because there's so much minutia and minute detail.
[01:51:05.060 --> 01:51:05.500]  Exactly.
[01:51:05.540 --> 01:51:10.823]  The media has dumbed the debate down to just Coke, Pepsi, Ford, Chevy.
[01:51:11.503 --> 01:51:12.964]  We're here to get people outside the box.
[01:51:13.344 --> 01:51:15.465]  Not to think like we do, just to think outside the box.
[01:51:15.925 --> 01:51:21.589]  That's why they don't actually argue with your segments, they take snippets of a 30 second discussion that you have and then attack that.
[01:51:22.190 --> 01:51:22.710]  Or images.
[01:51:22.810 --> 01:51:23.251]  Or articles.
[01:51:23.311 --> 01:51:25.252]  They'll just make something up.
[01:51:25.272 --> 01:51:25.633]  Look at this.
[01:51:25.773 --> 01:51:26.593]  We've been saying this forever.
[01:51:27.134 --> 01:51:29.095]  Fresh nuclear leak detected at Fukushima.
[01:51:29.135 --> 01:51:30.276]  Talk about why people should get X2.
[01:51:30.997 --> 01:51:31.937]  Protect their thyroids.
[01:51:32.338 --> 01:51:34.579]  I mean, that's why I got into thyroid research.
[01:51:34.980 --> 01:51:36.461]  All the thyroid problems in this country.
[01:51:36.701 --> 01:51:39.362]  And that's kind of an example, if I may mention something as well.
[01:51:39.402 --> 01:51:41.763]  I mean, Fukushima, it's not something that's in your face.
[01:51:41.783 --> 01:51:46.925]  You don't see green clouds of radiation coming to your house, but every single day it's coming to the West Coast.
[01:51:47.105 --> 01:51:52.787]  All the scientists and experts say it's going to happen for... The FDA and EPA had to raise the level of what they said was safe because of it.
[01:51:52.867 --> 01:51:55.667]  And they shut the counters off in Fukushima and on the west coast.
[01:51:55.707 --> 01:51:56.988]  I mean, it's still happening every day.
[01:51:57.028 --> 01:51:58.208]  The radiation is still hitting us.
[01:51:58.268 --> 01:51:59.708]  It's still melting down.
[01:51:59.728 --> 01:52:01.368]  Yeah, I mean, we're still going to get sick from it.
[01:52:01.408 --> 01:52:04.129]  People are dying of cancer near Fukushima.
[01:52:04.149 --> 01:52:05.109]  6,000% increase in cancer rates.
[01:52:05.129 --> 01:52:06.749]  But we don't see that every day, so no one cares.
[01:52:07.149 --> 01:52:09.110]  They will care if another explosion happens.
[01:52:09.790 --> 01:52:13.350]  Oh, if five people get shot at a mall, they'll say it's to spread the Bill of Rights and Constitution.
[01:52:13.390 --> 01:52:13.951]  Oh, exactly.
[01:52:13.991 --> 01:52:16.471]  But they don't care about the actual radiation because you can't see it.
[01:52:16.491 --> 01:52:17.711]  And that's a whole other issue, too.
[01:52:18.071 --> 01:52:21.852]  That if you can't actually see something and you dare to call it out and speak about it, then you're crazy.
[01:52:22.532 --> 01:52:27.297]  Meanwhile, the top Russian general came out four days ago and said we're at war with the U.S., but that doesn't matter.
[01:52:27.757 --> 01:52:28.578]  No, that's fine as well.
