[00:00:00.009 --> 00:00:02.892]  Infowarslife.com or call 888-253-3139.
[00:26:35.458 --> 00:26:36.579]  We're all the same human being.
[00:26:36.600 --> 00:26:40.664]  We're all the same creature on this planet trying to manifest our destiny, which is 100% true.
[00:26:42.205 --> 00:26:45.526]  And that's why we have a video also today from Senator Tim Scott.
[00:26:46.066 --> 00:26:49.487]  And he had the audacity to say that all lives matter.
[00:26:50.207 --> 00:26:51.167]  Oh my God!
[00:26:51.688 --> 00:26:53.008]  Cue the Hillary laughing pen.
[00:26:53.628 --> 00:26:55.549]  How dare he say that all lives matter.
[00:26:56.249 --> 00:26:57.069]  What a bad person.
[00:26:57.509 --> 00:26:59.330]  Only black lives matter, apparently.
[00:26:59.710 --> 00:27:03.331]  And he said, hey, if that offends you, if all lives matter offends you, that's your problem.
[00:27:03.411 --> 00:27:04.951]  Let's play that video from CNN.
[00:27:07.552 --> 00:27:08.752]  We'll cue it up here in a second.
[00:27:09.272 --> 00:27:11.493]  But the point is, all lives do matter.
[00:27:12.521 --> 00:27:18.987]  And the biggest issue is when they make it a marginalized issue of all black lives matter, and we see what that gets.
[00:27:19.467 --> 00:27:23.230]  Second article here to continue on what Alex was speaking on last segment.
[00:27:23.490 --> 00:27:26.613]  Senator Tim Scott, if all lives matter really offends you, that's your problem.
[00:27:26.633 --> 00:27:27.554]  We're queuing up the video.
[00:27:27.974 --> 00:27:39.424]  On CNN tonight, Scott told Brianna Keillor, if it causes offense to say that all lives matter, black lives, white lives, police officers, if that is somehow offensive to someone, that's their issue, not mine.
[00:27:39.964 --> 00:27:41.185]  I 100% agree.
[00:27:41.205 --> 00:27:43.347]  Because all police lives do matter.
[00:27:43.647 --> 00:27:48.170]  And to marginalize the system with Black Lives Matter is further causing the problem.
[00:27:48.530 --> 00:27:50.852]  But to get away from... We've got the clip?
[00:27:50.892 --> 00:27:51.893]  Let's go ahead and play that clip.
[00:27:52.773 --> 00:27:56.574]  I want to ask you about something you said when I asked you about the Black Lives Matter movement.
[00:27:56.594 --> 00:27:57.755]  You said all lives matter.
[00:27:58.275 --> 00:28:06.497]  And Black Lives Matter, people who associate with Black Lives Matter, they hear that as an oppositional statement to them.
[00:28:06.777 --> 00:28:16.140]  To them, they hear that as saying that there's no acknowledgement that Black Lives Matter, and that is something that is rebuffing their slogan.
[00:28:16.540 --> 00:28:18.141]  When you say that, what are your...
[00:28:19.426 --> 00:28:23.749]  What is your reaction to that if it's something that causes offense to people who are part of the movement?
[00:28:25.831 --> 00:28:41.682]  Well, I will tell you that if it causes offense that I say that all lives matter, black lives, white lives, police officers, jurists, all of us, even politicians, all of our lives matter.
[00:28:41.742 --> 00:28:43.623]  If that is somehow offensive to someone,
[00:28:44.962 --> 00:28:46.863]  That's their issue, not mine, to be honest with you.
[00:28:46.923 --> 00:28:53.766]  At the end of the day, what we have to do in this country, and I think we've seen it over the last couple of years, we've seen a regression in race relations.
[00:28:53.906 --> 00:29:09.031]  One of the ways that we move this country forward is to talk about what we have in common, to find common ground on issues, and to look into the future together, to face our challenges, the hiccups, the potholes, the walls, and make sure that we're working together to either fill them or to remove them.
[00:29:09.252 --> 00:29:09.972]  How dare he!
[00:29:10.672 --> 00:29:13.734]  He's not helping the racial divide by saying only black lives matter?
[00:29:14.174 --> 00:29:15.455]  What a bad person!
[00:29:15.595 --> 00:29:16.816]  Wait a minute, he's black too?
[00:29:17.276 --> 00:29:18.397]  You mean he's actually smart?
[00:29:18.797 --> 00:29:22.500]  And he's saying we should all be together because we're the same exact human being?
[00:29:22.860 --> 00:29:23.480]  Oh my god.
[00:29:23.881 --> 00:29:31.225]  And guess what, we're going to come back with Dr. McCullough, talk about health solutions, ways you can take control of your own health, some of the issues he sees on the forefront.
[00:29:31.786 --> 00:29:37.810]  And also we're going to talk about Democrats in Congress refuse to watch videos exposing Planned Parenthood selling aborted babies.
[00:29:38.630 --> 00:29:40.771]  Well, gee, maybe that's why they're not doing anything about it.
[00:29:40.791 --> 00:29:42.191]  They won't even watch the videos.
[00:29:42.631 --> 00:29:45.612]  Clinton aide refusing to cooperate with FBI probe observer.
[00:29:46.052 --> 00:29:46.573]  Stay tuned.
[00:29:46.973 --> 00:29:47.973]  Dr. McCullough is coming up.
[00:29:48.133 --> 00:29:52.014]  And Alex Jones, later in the show, responds with a powerful message to Louis Farrakhan.
[00:29:58.837 --> 00:29:59.737]  We're on the march.
[00:30:00.237 --> 00:30:01.838]  The empire's on the run.
[00:30:02.778 --> 00:30:05.459]  Alex Jones and the GCN Radio Network.
[00:30:09.619 --> 00:30:13.200]  We're being told that Snowden's window for a plea bargain deal is closing.
[00:30:13.680 --> 00:30:24.824]  Bloomberg reports a national security specialist saying, Many people in government believe the journalists who receive Snowden's material are not capable of protecting it from a competent and committed state-level adversary.
[00:30:25.344 --> 00:30:29.786]  Even if Snowden did not give the material to others, they argue it would have been ripe for the picking.
[00:30:30.206 --> 00:30:32.347]  Well, isn't that true of Hillary's handling of emails?
[00:30:32.747 --> 00:30:38.028]  Didn't her violation of protocol expose above-top secret data to state-level adversaries?
[00:30:38.728 --> 00:30:43.929]  Snowden exposed criminal actions of our government done in the name of national security.
[00:30:44.489 --> 00:30:50.011]  Hillary compromised national security for her own convenience or to cover up her misdeeds.
[00:30:50.971 --> 00:31:00.119]  If national security is more important than the Constitution, if national security is more important than our rights, why isn't Hillary being prosecuted?
[00:31:00.779 --> 00:31:05.743]  Why is Snowden called a traitor and Hillary Clinton is called presidential material?
[00:31:06.784 --> 00:31:08.045]  For InfoWars, I'm David Knight.
[00:31:09.309 --> 00:31:14.312]  Introducing Secret 12, the new InfoWarsLife vitamin B12 formulation.
[00:31:14.452 --> 00:31:20.335]  Secret 12 is a binary of nutrimedical grade bioavailable coenzyme forms of B12.
[00:31:20.575 --> 00:31:25.178]  Methylcobalamin, the same kind used in B12 injections, and adenosylcobalamin.
[00:31:25.358 --> 00:31:28.700]  Secret 12 is simply taken by mouth, right on the tongue, and then swallowed.
[00:31:28.940 --> 00:31:30.521]  No needles, no injections.
[00:31:30.901 --> 00:31:36.043]  Secure your revolutionary Secret 12 formula right now at InfoWarsLife.com or call 888-253-3139.
[00:31:39.285 --> 00:31:43.488]  Use since before the days of the Roman Empire to support the body's natural systems.
[00:31:43.648 --> 00:31:47.631]  Introducing the new Infowarslife.com Oil of Oregano Formulation.
[00:31:47.811 --> 00:31:52.594]  We have now procured the most high quality and potent forms of oregano oil on the market.
[00:31:52.754 --> 00:31:57.297]  Extracted directly from the wild herb and sealed in easy to use capsules.
[00:31:57.437 --> 00:32:00.740]  You will no longer need to endure the burning of liquid oregano on the tongue.
[00:32:00.900 --> 00:32:04.222]  Now available in our limited first run at Infowarslife.com.
[00:32:04.362 --> 00:32:06.183]  That's Infowarslife.com or call 888-253-3139.
[00:32:09.065 --> 00:32:14.670]  Supermail Vitality is InfoWarsLife.com's number one selling product for a good reason.
[00:32:14.991 --> 00:32:15.471]  It works.
[00:32:15.731 --> 00:32:19.835]  Go to InfoWarsLife.com today and read the testimonials for yourself.
[00:32:20.015 --> 00:32:25.460]  There are thousands of them with an average voting score at an unprecedented 4.8.
[00:32:27.262 --> 00:32:39.026]  It is concentrated herbs and natural organic compounds known to energize the body's natural processes that are blocked by estrogen mimickers and other toxic elements in the food chain.
[00:32:39.226 --> 00:32:44.268]  Super Mill Vitality from InfoWarsLife.com has sold out multiple times in the last three months.
[00:32:44.428 --> 00:32:51.772]  To fix that problem, we have now produced the biggest and most concentrated high-quality batch of Super Mel Vitality in the product's history.
[00:32:51.992 --> 00:32:54.573]  Our new ultra-strength formula is even stronger.
[00:32:54.753 --> 00:32:59.075]  Check out the third-party reviews and informational videos at InfoWarsLife.com.
[00:32:59.295 --> 00:33:01.997]  Now it's time to get your body in balance and fight back.
[00:33:02.257 --> 00:33:08.260]  I'm Alex Jones for Super Mel Vitality and InfoWarsLife.com, and I salute you, our supporters!
[00:33:20.021 --> 00:33:22.243]  Waging war on corruption.
[00:33:22.684 --> 00:33:24.045]  It's Alex Jones.
[00:33:29.682 --> 00:33:31.482]  Welcome back to the Alex Jones Show.
[00:33:31.622 --> 00:33:32.683]  I'm Anthony Gucciardi.
[00:33:32.703 --> 00:33:36.023]  Delighted to sit in for Alex Jones here on the program.
[00:33:36.623 --> 00:33:39.484]  And it is your support that makes all this possible.
[00:33:39.884 --> 00:33:43.465]  We're about to talk to Dr. Mercola on some ways to transform your health.
[00:33:43.865 --> 00:33:45.885]  Real solutions at an individual level.
[00:33:45.985 --> 00:33:48.046]  Some of the things he thinks are the most important.
[00:33:48.366 --> 00:33:54.107]  Later in the show, Alex is going to actually release a powerful message to Louis Farrakhan that you do not want to miss.
[00:33:54.287 --> 00:33:55.287]  This will be later on the program.
[00:33:56.027 --> 00:34:03.676]  First and foremost, this segment of the show and really everything at InfoWars.com and the Alex Jones Show is brought to you by your support.
[00:34:04.016 --> 00:34:05.158]  It is brought to you by you.
[00:34:05.398 --> 00:34:10.484]  The world is being changed by your financial support at InfoWarsLife.com.
[00:34:10.924 --> 00:34:13.988]  And I'm super excited to help Alex promote these products because they do work.
[00:34:14.509 --> 00:34:16.891]  And Deep Cleanse is back in limited supply.
[00:34:17.532 --> 00:34:26.580]  It already has hundreds of reviews with an average rating of 4.8 stars and that's just from the first run months ago when it sold out and it's such a small amount of bottles I'm amazed by the amount of reviews.
[00:34:27.340 --> 00:34:34.026]  And Deep Cleanze at Infowarslife.com is really an all-in-one cleansing product designed to help the body clean itself out naturally.
[00:34:34.790 --> 00:34:41.676]  I think it's probably going to be the new flagship product based on the reaction of people and the things they're saying.
[00:34:41.916 --> 00:34:45.639]  I'm going to read a review right now from Infowarslife.com on Deep Cleanse.
[00:34:45.659 --> 00:34:48.601]  It says, this is from Jose from
[00:34:50.100 --> 00:34:50.820]  Martinsburg.
[00:34:51.421 --> 00:34:52.701]  This product is fantastic.
[00:34:52.741 --> 00:34:54.642]  The Shilajit is an amazing ingredient.
[00:34:54.762 --> 00:34:57.763]  I'm glad that InfoWars takes the time to produce great products.
[00:34:58.123 --> 00:35:01.364]  I've recommended all my family and friends to try this remarkable product.
[00:35:01.584 --> 00:35:02.284]  Good job guys.
[00:35:02.324 --> 00:35:03.085]  Keep up the good work.
[00:35:03.145 --> 00:35:06.846]  Well thank you and yes the Shilajit is truly an insane ingredient.
[00:35:06.926 --> 00:35:12.908]  It actually comes from the Himalayan rocks and when they quote unquote breathe or sweat it produces Shilajit.
[00:35:12.948 --> 00:35:17.170]  So it takes a long time for these rocks to kind of create that Shilajit.
[00:35:17.870 --> 00:35:19.191]  Another one from Sean in Ohio.
[00:35:19.211 --> 00:35:20.511]  Well, thank you, Sean in Ohio.
[00:35:20.551 --> 00:35:21.712]  Infowarslife.com, check out the products.
[00:35:21.732 --> 00:35:21.992]  There's a lot.
[00:35:22.012 --> 00:35:22.892]  Deep Cleanze is back in stock.
[00:35:42.501 --> 00:35:46.244]  Now, we're going to go to Dr. Mercola and we're going to talk about the ways we are winning.
[00:35:46.264 --> 00:35:48.025]  We're going to talk about solutions.
