[00:00:00.009 --> 00:00:02.970]  Infowarslife.com or call 888-253-3139.
[01:37:11.637 --> 01:37:13.719]  But let's talk about some of the specifics he has to say.
[01:37:15.154 --> 01:37:16.876]  Enforce the laws on the books, he says.
[01:37:17.297 --> 01:37:20.480]  He talks about how there's violent crime in cities like Baltimore and Chicago.
[01:37:21.897 --> 01:37:26.120]  Ignoring the fact that that crime is there because of the war on drugs.
[01:37:26.160 --> 01:37:28.621]  And of course Donald Trump is talking to the Republican base.
[01:37:29.202 --> 01:37:32.924]  You're not going to hear the Republicans criticize prohibition, unfortunately.
[01:37:33.424 --> 01:37:34.525]  They still haven't got it.
[01:37:34.985 --> 01:37:37.647]  They still didn't learn anything from alcohol prohibition.
[01:37:37.667 --> 01:37:42.530]  And they haven't learned anything from the 44 years of the war on drugs prohibition that we've had.
[01:37:42.570 --> 01:37:47.594]  And they also don't understand that they don't have any legal or constitutional authority to prohibit it.
[01:37:48.399 --> 01:37:54.127]  As I've mentioned before, we have the 18th Amendment and the 21st Amendment stand as a testimony.
[01:37:54.167 --> 01:38:02.157]  Just in case you don't understand what the 9th and 10th Amendment are about, the fact that if the government isn't explicitly given powers, those powers
[01:38:03.038 --> 01:38:03.979]  Remain with the people.
[01:38:04.460 --> 01:38:05.400]  Remain with the states.
[01:38:05.441 --> 01:38:12.207]  In other words, if you don't give a power specifically to the federal government and say, this is yours to regulate, they don't have that power.
[01:38:12.668 --> 01:38:17.153]  And so they had to give themselves the power with an amendment to the Constitution.
[01:38:17.173 --> 01:38:18.994]  That's what the 18th Amendment was about.
[01:38:19.315 --> 01:38:23.159]  It amended the Constitution so that they had the power to prohibit alcohol.
[01:38:23.359 --> 01:38:24.020]  Alcohol alone.
[01:38:24.704 --> 01:38:26.785]  And that was revoked in the 21st Amendment.
[01:38:26.825 --> 01:38:30.367]  Where is the amendment to prohibit any other drug?
[01:38:30.767 --> 01:38:34.069]  Or, not just recreational drugs, medical drugs.
[01:38:34.389 --> 01:38:36.250]  Drugs that you might need to fight cancer.
[01:38:36.851 --> 01:38:44.395]  Why would you allow the FDA or the DEA to deny something that you believe you should have?
[01:38:44.975 --> 01:38:54.728]  See, we have tolerated that, and now what we're staring down the barrel of is removal of our informed consent when it comes to vaccinations, because the principle is the same.
[01:38:54.788 --> 01:39:00.696]  If you don't own your body, they can deny you medical treatment, or they can force you to take medical treatment.
[01:39:01.516 --> 01:39:09.044]  They can also say that this is harmful for you, so we're going to throw you in jail or kill you if you are involved with using this.
[01:39:09.084 --> 01:39:10.525]  So it's really the war on drugs.
[01:39:10.845 --> 01:39:13.488]  It's not the possession of guns that's dangerous.
[01:39:13.528 --> 01:39:18.233]  And I would like to see the Republican Party understand that and promote that.
[01:39:18.413 --> 01:39:20.195]  Once they do, I think they'll get some traction.
[01:39:20.555 --> 01:39:22.037]  But he says we have a dangerous
[01:39:22.657 --> 01:39:23.297]  War on drugs.
[01:39:23.317 --> 01:39:27.819]  We have drug dealers and gang members that are given a slap on the wrist and turn loose on the street so it needs to stop.
[01:39:27.939 --> 01:39:31.041]  So he doesn't acknowledge that prohibition is really the issue.
[01:39:31.381 --> 01:39:37.183]  He goes on then to offer mandatory minimums, which we've seen fail in the war on drugs, for violent crime.
[01:39:37.223 --> 01:39:44.666]  And I understand that if you're going to send somebody to jail for a felon, for a violent crime, that they used a gun.
[01:39:44.786 --> 01:39:47.227]  I don't have a problem with them getting stiff sentences.
[01:39:47.888 --> 01:39:50.569]  But I do have a problem with mandatory minimums, even though
[01:39:51.927 --> 01:39:56.330]  Eric Holder who called it a cookie cutter program even though he did not get rid of mandatory minimums.
[01:39:56.390 --> 01:39:59.372]  We've seen that used against non-violent offenders.
[01:40:00.472 --> 01:40:04.575]  And understand that what's really behind that is an effort to fill up the private prisons.
[01:40:04.735 --> 01:40:06.096]  That's really what's going on there.
[01:40:06.136 --> 01:40:11.099]  I don't think that we're going to solve anything in this country by throwing even more people in prison.
[01:40:11.119 --> 01:40:16.062]  We already have more people incarcerated than any other country including China and Russia.
[01:40:16.883 --> 01:40:19.804]  But then he goes on to talk about fix our broken mental health system.
[01:40:19.945 --> 01:40:20.165]  Again,
[01:40:20.865 --> 01:40:27.089]  We need to be careful because a lot of Republicans have jumped on the bandwagon to say that guns are not to blame, crazy people are.
[01:40:27.629 --> 01:40:28.310]  And I understand.
[01:40:28.450 --> 01:40:31.432]  There's been a lot of shootings by people who are mentally disturbed.
[01:40:32.092 --> 01:40:39.917]  We have tried to point out over and over again that in every one of these cases, if you look at them, they've been prescribed some kind of pharmaceutical.
[01:40:40.057 --> 01:40:42.298]  Serotonin reuptake inhibitors are favorite.
[01:40:42.318 --> 01:40:44.220]  They make people more violent.
[01:40:44.240 --> 01:40:46.001]  They're prescribed for people who are suicidal.
[01:40:46.721 --> 01:40:52.363]  Or violent in some way, and yet it exacerbates that condition, especially when they come off of those drugs.
[01:40:53.023 --> 01:40:55.523]  Yet again, they do not acknowledge that system.
[01:40:55.603 --> 01:41:01.945]  And we have to be careful that if they say that someone is mentally incompetent to own a gun, who makes that determination?
[01:41:02.585 --> 01:41:05.606]  Are we going to have a due process to make that determination?
[01:41:06.426 --> 01:41:09.267]  Is this going to be a federal program to determine that?
[01:41:10.305 --> 01:41:13.187]  Are we going to have a jury to determine that?
[01:41:13.227 --> 01:41:23.734]  If you're going to take away somebody's right to own guns, that ought to be considered the same type of due process that you would have in order to take away their rights to throw them in prison.
[01:41:23.794 --> 01:41:25.175]  I think there ought to be a jury trial.
[01:41:25.295 --> 01:41:28.137]  I don't think it ought to be done on the orders of a doctor.
[01:41:28.237 --> 01:41:35.202]  I don't think it ought to be done with a checklist of different things or the accusation of friends or family or neighbor.
[01:41:35.322 --> 01:41:39.605]  It needs to be, once an accusation is made, then take it to a court.
[01:41:40.225 --> 01:41:44.226]  And adjudicate it, just as you would if they were charged with a crime.
[01:41:44.506 --> 01:41:46.346]  Once you did that, I think that would be reasonable.
[01:41:46.366 --> 01:41:51.488]  But also, acknowledge the fact that a lot of this is caused by SSRIs.
[01:41:51.948 --> 01:41:55.008]  But then he has some good things to say about gun and magazine bans.
[01:41:55.028 --> 01:41:58.709]  He said, the government has no business dictating what types of firearms are good.
[01:41:59.069 --> 01:42:00.730]  Honest people should be allowed to own them.
[01:42:00.790 --> 01:42:05.451]  Again, I'm reading from Donald Trump's recently released issues statement on the Second Amendment.
[01:42:05.911 --> 01:42:11.294]  Then he goes to background checks, and he points out that very few criminals are stupid enough to try and pass a background check.
[01:42:11.314 --> 01:42:14.596]  They get their guns from friends, family members, or by stealing them.
[01:42:14.956 --> 01:42:18.858]  So the overwhelming majority of people who go through background checks are law-abiding gun owners.
[01:42:19.279 --> 01:42:19.939]  Exactly right.
[01:42:20.439 --> 01:42:21.260]  So why not get rid of it?
[01:42:21.900 --> 01:42:30.867]  Why not get rid of the background checks that were put in to appease the wife of one of Ronald Reagan's friends?
[01:42:31.508 --> 01:42:32.328]  Why not get rid of those?
[01:42:32.408 --> 01:42:33.830]  Because they're totally ineffective.
[01:42:34.410 --> 01:42:39.394]  He says we need to fix the system we have and we need to make it work as intended.
[01:42:39.474 --> 01:42:42.116]  What we don't need to do is expand a broken system.
[01:42:42.496 --> 01:42:43.557]  That's Donald Trump's program.
[01:42:43.577 --> 01:42:49.262]  So I don't really understand what he means by fixing a system when nobody is really using it.
[01:42:49.941 --> 01:42:54.088]  But finally, he talks about a national right to carry, and I want to talk about that when we come back.
[01:42:54.128 --> 01:42:54.569]  Stay with us.
[01:42:54.909 --> 01:42:55.531]  We'll be right back.
[01:43:10.205 --> 01:43:12.206]  Hey Daniels, InfoWars.com.
[01:43:12.326 --> 01:43:19.008]  The recent incident involving a Muslim kid who took a realistic-looking suitcase bomb to class is looking more and more like a staged event.
[01:43:19.248 --> 01:43:28.390]  The father of the kid, Mohamed Elassam Mohamed, is a known Islamic activist who has previously engaged in several stunts to call out what he labels anti-Islamic activity.
[01:43:28.691 --> 01:43:33.432]  What better stunt than to send your kid to school with a look-alike bomb to later claim he was racially profiled?
[01:43:33.632 --> 01:43:46.300]  Political commentator Pamela Geller revealed that Mohammed has been looking for publicity and chances to fight against Islamophobia for a long time, and he gained the opportunity this past week, going as far as to claim his son was tortured by law enforcement.
[01:43:46.440 --> 01:43:51.944]  Also, if you look at photos of the so-called suitcase clock the kid brought to school, it looks just like a suitcase bomb.
[01:43:52.104 --> 01:43:56.066]  And doesn't it seem weird to you that Obama was so quick to invite the kid to the White House?
[01:43:56.286 --> 01:44:01.930]  Journalist Steve Watson covers this incident in detail at InfoWars.com and PrisonPlanet.com, so check it out.
[01:44:02.190 --> 01:44:04.836]  And please consider donating to the InfoWurst Money Bomb.
[01:44:04.996 --> 01:44:07.963]  Once again, this is Kit Daniels with InfoWurst.com and PrisonPlanet.tv.
[01:44:09.676 --> 01:44:10.957]  It's now more clear than ever.
[01:44:11.157 --> 01:44:14.760]  The Globalists have launched a planetary destabilization plan.
[01:44:14.980 --> 01:44:18.582]  Here at the InfoWars operation, we hope and pray that this is not the case.
[01:44:18.862 --> 01:44:22.685]  But the signs of things deteriorating around the world are unmistakable.
[01:44:22.885 --> 01:44:29.510]  For many years, I've been working with my Patriot Supply, and we have now developed a private label called InfoWars Select.
[01:44:29.670 --> 01:44:34.413]  Look, it's important to have firearms and water filtration during a collapse, but you've also got to have food.
[01:44:34.653 --> 01:44:38.716]  InfoWars Select is a wide variety of their highest quality packages,
[01:44:39.016 --> 01:44:42.438]  At the lowest price they have ever offered before.
[01:44:42.518 --> 01:44:44.800]  It's an introductory offer for only two weeks.
[01:44:45.020 --> 01:44:56.088]  Visit InfoWarsSelect.com or InfoWarsStore.com and find out why these meals are the highest quality, longest lasting, easiest to transport food solutions you're going to find anywhere.
[01:44:56.228 --> 01:44:58.389]  Visit InfoWarsSelect.com today.
[01:44:58.529 --> 01:45:02.132]  Watch the informational videos and check out the wide selection for yourselves.
[01:45:02.252 --> 01:45:05.494]  That's InfoWarsSelect.com or InfoWarsStore.com.
[01:45:05.754 --> 01:45:07.535]  Or call 888-253-3139.
[01:45:10.678 --> 01:45:17.603]  For all of recorded history, civilizations around the world praised the health benefits of silver.
[01:45:17.863 --> 01:45:27.390]  At InfoWarsLife, our mission is to bring you the highest quality, purest, cleanest, effective colloidal silver on the market today for the lowest price available.
[01:45:27.570 --> 01:45:34.395]  Now, InfoWarsLife.com has taken colloidal silver to the next level using a cutting-edge technique that is free of toxic artificial additives.
[01:45:34.895 --> 01:45:42.377]  Infowarslife.com developed Silver Bullet by closely working with one of the top silver manufacturing labs in the United States.
[01:45:42.738 --> 01:45:46.059]  We set out to bring you the very best at the lowest price.
[01:45:46.419 --> 01:45:51.200]  Find out more about the proprietary development of Silver Bullet at Infowarslife.com.
[01:45:51.380 --> 01:45:55.441]  In these times, it's essential to have high-quality, loyal silver on hand.
[01:45:55.802 --> 01:45:58.622]  No survival chest is complete without Silver Bullet.
[01:45:58.823 --> 01:46:01.843]  Exclusively available at Infowarslife.com.
[01:46:01.944 --> 01:46:03.444]  Secure your Silver Bullet today.
[01:46:03.704 --> 01:46:06.269]  At Infowarslife.com or by calling toll-free 888-253-3139.
[01:46:10.362 --> 01:46:11.563]  Another major health threat.
[01:46:11.603 --> 01:46:16.505]  This one in Toledo, Ohio, where everybody in the entire city has been told not to drink the water.
[01:46:16.585 --> 01:46:19.226]  Ohio's governor declaring a state of emergency.
[01:46:19.266 --> 01:46:26.048]  Did you know that the average person uses about 80 to 100 gallons of water at home every single day?
[01:46:26.309 --> 01:46:29.150]  If there's a water emergency, will you be prepared?
[01:46:29.290 --> 01:46:32.231]  Panicked residents forming long lines throughout the day.
[01:46:32.251 --> 01:46:34.232]  We're here at a supermarket in Toledo.
[01:46:34.272 --> 01:46:37.093]  You can see the shelves empty where water once was.
[01:46:37.193 --> 01:46:42.695]  To stay safe and healthy during a crisis, you must have access to safe, clean water.
[01:46:42.915 --> 01:46:46.397]  Water which will not be available at your local grocery store.
[01:46:46.417 --> 01:46:49.418]  There's a mad dash on right now to stock up on supplies.
[01:46:49.518 --> 01:46:56.621]  The ProPure ProOne G2.0 Water Filtration System is a must-have for every modern, independently-minded household.
[01:46:56.841 --> 01:46:59.882]  Protect your family's safety during an emergency.
[01:47:00.042 --> 01:47:06.325]  Go to infowarsstore.com today to purchase your ProPure ProOne G2.0 Water Filtration System.
[01:47:06.485 --> 01:47:06.965]  Or call 1-888-253-3139.
[01:47:06.985 --> 01:47:08.166]  You're listening to the Alex Jones Show!
[01:47:31.850 --> 01:47:33.672]  This is our land.
[01:47:36.475 --> 01:47:38.117]  These are our people.
[01:47:39.800 --> 01:47:40.520]  The workers.
[01:47:41.727 --> 01:47:46.709]  The answer to 1984 is 1776.
[01:48:11.601 --> 01:48:14.283]  You're listening to the Alex Jones Show.
[01:48:19.948 --> 01:48:21.209]  Welcome back to the Alex Jones Show.
[01:48:21.229 --> 01:48:22.290]  I'm David Knight, your host.
[01:48:22.330 --> 01:48:25.272]  In the last segment we were talking about Donald Trump's newest
[01:48:26.639 --> 01:48:27.319]  Issue statement.
[01:48:27.640 --> 01:48:28.280]  He's had two.
[01:48:28.700 --> 01:48:33.942]  One about immigration, the other one about the Second Amendment and the rights of gun owners.
[01:48:34.162 --> 01:48:39.525]  Both of them are very detailed and there's some good aspects in both of them and some things that I would disagree with.
[01:48:39.585 --> 01:48:43.526]  Not so much things that I would disagree with, but a little bit soft on some of the edges.
[01:48:43.566 --> 01:48:44.867]  He has a very strong statement
[01:48:45.427 --> 01:48:51.310]  With the Second Amendment rights issue statement saying that it is clearly a fundamental right.
[01:48:51.350 --> 01:48:54.012]  It is not something that the government grants to us.
[01:48:54.172 --> 01:48:57.393]  Nevertheless, he talks about how it is about self-defense.
[01:48:57.754 --> 01:48:58.954]  It's about much more than that.
[01:48:58.974 --> 01:49:01.476]  I would like to see a broader understanding of that.
[01:49:01.956 --> 01:49:05.277]  Also, some things we need to be careful about when he brings in mental health.
[01:49:05.318 --> 01:49:13.082]  We've seen many in the conservative movement who typically understand and protect Second Amendment rights.
[01:49:14.232 --> 01:49:20.496]  Trying to push back against gun control by saying we need to get tougher with people on the mental health issue.
[01:49:20.636 --> 01:49:25.279]  Ignoring the contributions of pharmaceutical drugs like SSRIs.
[01:49:25.679 --> 01:49:27.660]  And also ignoring our due process.
[01:49:27.700 --> 01:49:32.944]  We've seen how the VA has tried to take guns away under ridiculous pretenses from veterans.
[01:49:33.944 --> 01:49:43.654]  How they have used the auto deposit of checks, disability checks, to say that you're incompetent and therefore you're going to lose your ability, your right to own guns.
[01:49:43.694 --> 01:49:45.996]  So we need to have a clear legal process.
[01:49:46.016 --> 01:49:47.938]  I would like to see a discussion and mention of that.
[01:49:48.419 --> 01:49:49.440]  Nothing like that in here.
[01:49:49.660 --> 01:49:51.782]  But let's go to the one that we did not discuss yet.
[01:49:51.822 --> 01:49:56.147]  The last aspect of Donald Trump's Second Amendment rights statement.
[01:49:57.233 --> 01:49:58.974]  Talks about a national right to carry.
[01:49:59.014 --> 01:50:03.776]  He says the right of self-defense doesn't stop at the end of your driveway.
[01:50:04.196 --> 01:50:08.138]  That's why I have a concealed carry permit, why tens of millions of Americans do.
[01:50:08.178 --> 01:50:10.019]  That permit should be valid in all 50 states.
[01:50:10.039 --> 01:50:16.542]  And we understand that this has been an entrapment device in states like Chris Christie's New Jersey.
[01:50:17.322 --> 01:50:21.444]  Not recognizing people who have a valid concealed carry license.
[01:50:21.464 --> 01:50:26.647]  There was just recently a case about a man in North Carolina who traveled on construction business.
[01:50:26.687 --> 01:50:29.469]  He had a gun that was stowed away in his car.
[01:50:29.869 --> 01:50:32.991]  He had a concealed carry permit that was valid in North Carolina.
[01:50:33.011 --> 01:50:37.534]  But when they found it in New Jersey, they want to send him to jail for years.
[01:50:37.994 --> 01:50:43.217]  There was another case last year about a fellow who was moving his household.
[01:50:44.117 --> 01:50:46.739]  And his family was concerned about him.
[01:50:46.819 --> 01:50:50.662]  They called the police because they did not see him where they thought he was going to be.
[01:50:50.682 --> 01:50:51.703]  He was running very late.
[01:50:52.183 --> 01:50:53.103]  The police found him.
[01:50:53.324 --> 01:50:54.044]  They pulled him over.
[01:50:54.084 --> 01:50:55.265]  They wanted to look through his trunk.
[01:50:55.805 --> 01:51:00.649]  At the bottom of his trunk, underneath his possessions, his clothes and everything else, they found a firearm.
[01:51:01.550 --> 01:51:05.854]  He had a permit to use that in his state.
[01:51:05.874 --> 01:51:07.115]  He had a concealed carry permit.
[01:51:07.455 --> 01:51:10.618]  It was stowed in his trunk under everything else while he was moving.
[01:51:10.638 --> 01:51:13.540]  Nevertheless, they were trying to put him away for 10 years.
[01:51:13.620 --> 01:51:18.144]  That kind of entrapment is horrific that we see that happens in many of the northeastern states.
[01:51:18.564 --> 01:51:25.790]  And so it's great that Donald Trump is addressing that and the idea that people should not be banned from carrying guns on military bases and recruiting centers.
[01:51:25.810 --> 01:51:29.233]  That's certainly something that the president could do by order.
[01:51:30.296 --> 01:51:32.837]  Nevertheless, we also need to be careful.
[01:51:32.857 --> 01:51:35.999]  He draws the analogy to a driver's license that works in every state.
[01:51:36.679 --> 01:51:37.640]  And I agree.
[01:51:37.700 --> 01:51:39.121]  It ought to be recognized in every state.
[01:51:39.141 --> 01:51:45.804]  They should not be able to send somebody who is a law-abiding citizen, who is qualified in another state, and trap them and send them to jail.
[01:51:46.364 --> 01:51:51.167]  But we need to understand that even with driver's licenses, we now have this Real ID Act.
[01:51:52.281 --> 01:52:00.889]  That is now going to, if your state doesn't comply with what Homeland Security wants to see happen in terms of real ID, you're going to have to have a passport to fly.
[01:52:01.490 --> 01:52:04.793]  This is going to be coming up in just a few months for domestic flights.
[01:52:04.813 --> 01:52:09.317]  You're going to be an American citizen, you're going to have to have a passport to fly from one position to the other.
[01:52:09.597 --> 01:52:15.383]  And they have singled out, starting in 2016, residents of New York, Wisconsin, Louisiana,
[01:52:15.703 --> 01:52:18.644]  Minnesota, New Hampshire, and American Samoa.
[01:52:18.804 --> 01:52:19.264]  There you go.
[01:52:19.304 --> 01:52:19.924]  American Samoa.
[01:52:19.944 --> 01:52:20.964]  We're going to nail those people.
[01:52:21.064 --> 01:52:22.185]  I don't know why that is.
[01:52:22.565 --> 01:52:24.805]  But there's going to be possibly other states.
[01:52:24.885 --> 01:52:26.366]  It's just kind of their arbitrary list.
[01:52:26.386 --> 01:52:29.927]  You didn't go through and do it exactly the way they want to do.
[01:52:29.987 --> 01:52:36.749]  So now Homeland Security is going to require people in those states to have a passport to fly domestically.
[01:52:37.129 --> 01:52:40.109]  Americans will need a passport to travel within their own country.
[01:52:40.530 --> 01:52:41.490]  So we have to be careful.
[01:52:42.270 --> 01:52:57.103]  With a government that operates like this, that we don't allow something like a national right to carry to be a way for the government to set themselves up as the arbiters of who gets a carry permit.
[01:52:57.123 --> 01:52:58.404]  We don't want the federal government
[01:52:59.065 --> 01:53:01.967]  Defining who gets a concealed carry permit.
[01:53:02.007 --> 01:53:04.408]  We don't want them taking over that process either.
[01:53:05.649 --> 01:53:15.614]  Some of these things are very good and I understand the reasons for them but we need to make sure that we have due process before they take away our guns if somebody accuses us of not being mentally competent.
[01:53:15.854 --> 01:53:23.682]  We need to make sure that the federal government is not going to have any role whatsoever in terms of concealed carry, that they're not going to pull this in in the back door.
[01:53:23.722 --> 01:53:24.783]  That's not being paranoid.
[01:53:24.823 --> 01:53:29.488]  We've seen this kind of thing happen over and over again from our government.
[01:53:30.309 --> 01:53:31.771]  Now we're looking at the different candidates today.
[01:53:31.811 --> 01:53:34.574]  We've talked a lot about the ones who are at the top, those who are not.
[01:53:35.612 --> 01:53:38.894]  Professional politicians, those who have not been elected to office before.
[01:53:38.934 --> 01:53:42.456]  Donald Trump, Ben Carson, Carly Fiorina is another one.
[01:53:43.056 --> 01:53:51.781]  And of course, when Fox News reported Trump's policy paper on the Second Amendment, they say, well, this is a radical departure from gun control.
[01:53:51.801 --> 01:53:56.964]  They point out that in the past, he has supported many of the aspects of gun control.
[01:53:57.024 --> 01:53:58.265]  So they're suspicious about him.
[01:53:58.305 --> 01:54:00.967]  But they're not suspicious about Carly Fiorina.
[01:54:01.647 --> 01:54:03.588]  No, Fox News loves her.
[01:54:03.768 --> 01:54:04.909]  She's their darling.
[01:54:04.969 --> 01:54:09.291]  I want to take a look at some of the aspects of Carly Fiorina that we have not talked about.
[01:54:09.311 --> 01:54:13.513]  Of course, we talked about her connections with the CIA.
[01:54:13.553 --> 01:54:18.056]  That's her only real government experience, is working with Michael Hayden of the CIA.
[01:54:19.056 --> 01:54:21.057]  on dragnet surveillance on Americans.
[01:54:21.377 --> 01:54:29.619]  That ought to, you know, I would support a Carly for prison t-shirt just like I would support a Hillary for prison t-shirt based on that basis.
[01:54:29.659 --> 01:54:40.101]  I don't know exactly what she did with him but certainly something we should look into and certainly not anything that qualifies her for the presidency or any kind of government qualification that I would agree with.
[01:54:40.181 --> 01:54:47.103]  Before I get into the Carly Fiorina video that I want you to see what she's had to say about Hillary Clinton, I just want to let you know that
[01:54:48.463 --> 01:54:52.865]  Alex has extended the Money Bomb specials until midnight tonight.
[01:54:53.305 --> 01:54:56.427]  That's free shipping and big discounts on the products that we have there.
[01:54:56.487 --> 01:55:00.588]  We are really humbled and grateful for what you have done in supporting us.
[01:55:01.109 --> 01:55:03.330]  And as a thank you, we want to extend these specials.
[01:55:03.350 --> 01:55:14.874]  We have 30% off Super Male Vitality, 25% off Survival Shield X2, nascent iodine, that's our iodine product, as well as DNA Force, 25% off.
[01:55:17.175 --> 01:55:19.277]  25% off Prostagard, as I mentioned earlier.
[01:55:20.497 --> 01:55:26.961]  20% off Brain Force and Silver Bullet, and 15% off of Deep Cleanse, Secret 12, and Oxy Powder.
[01:55:27.602 --> 01:55:31.484]  So we've extended those specials until midnight tonight, as well as free shipping.
[01:55:31.504 --> 01:55:36.127]  And as I mentioned before, Christmas is only 95 days away.
[01:55:36.167 --> 01:55:42.951]  If you want to get a t-shirt or a belt buckle or something like that as a gift for yourself or others, it's a great time to do it while we have free shipping.
[01:55:44.284 --> 01:55:45.565]  Now, to Carly Fiorina.
[01:55:45.585 --> 01:55:50.631]  We've talked about Ben Carson and his comments about whether or not a Muslim should be president.
[01:55:50.931 --> 01:55:55.236]  We've talked about Donald Trump and the press attacking him because he didn't defend Obama.
[01:55:55.936 --> 01:55:58.959]  And we've talked about Donald Trump's latest policy statement on gun control.
[01:56:00.049 --> 01:56:01.530]  What about Carly Fiorina?
[01:56:02.031 --> 01:56:05.394]  Is she running merely on the fact that she is a woman?
[01:56:05.414 --> 01:56:12.640]  Of course, the things that we're supposed to be excited about with Carly Fiorina is that she's a woman and that she's been a CEO of Hewlett-Packard.
[01:56:12.680 --> 01:56:17.624]  And of course, there are some big issues with her tenure there at Hewlett-Packard.
[01:56:17.644 --> 01:56:20.046]  I've got a short commercial I want to play for you about that.
[01:56:20.086 --> 01:56:24.450]  But listen to what she had to say about Hillary Clinton being a great candidate.
[01:56:26.300 --> 01:56:32.503]  This is why perhaps I have such great admiration and empathy for Hillary Clinton.
[01:56:33.384 --> 01:56:41.208]  I have great admiration for her because I know what it takes in some small measure to do what she has done.
[01:56:42.128 --> 01:56:47.992]  She is obviously incredibly intelligent, focused, tough,
[01:56:48.812 --> 01:56:50.293]  We're good to go.
[01:57:07.017 --> 01:57:19.477]  And I also watched with a lot of empathy as I saw how she was scrutinized, characterized, talked about as a woman.
[01:57:20.734 --> 01:57:23.596]  Wow, I think women have made great progress in science.
[01:57:42.410 --> 01:57:44.812]  Antidote to Hillary Clinton running as a woman.
[01:57:45.252 --> 01:57:49.455]  But you should vote for Carly Fiorina simply because she's a woman.
[01:57:50.015 --> 01:58:01.943]  That's exactly the kind of thing that we saw when she was pushing her daughter's death from a drug overdose of alcohol and prescription drugs and talking about marijuana.
[01:58:01.963 --> 01:58:02.483]  Stay with us.
[01:58:02.763 --> 01:58:03.884]  We'll be back tomorrow.
[01:58:04.104 --> 01:58:04.544]  We're good to go.
