[00:00:01.749 --> 00:00:02.911]  Well, it is surreal.
[00:24:51.735 --> 00:24:54.957]  They weren't inserted into this high-tech media bubble.
[00:24:56.497 --> 00:25:02.200]  And they would never put up with the basic things that are going on all around us today.
[00:25:04.941 --> 00:25:07.883]  And that's why they've tried to arrest the development of so many Westerners.
[00:25:08.343 --> 00:25:11.645]  It's why they've tried to make people cynical and stupid and uninformed.
[00:25:12.025 --> 00:25:18.548]  And then the political managing class, like trained SEALs, just say, wingnut, crazy, tinfoil hat.
[00:25:19.690 --> 00:25:23.793]  Did that work five years ago when we exposed you were using Al-Qaeda in Libya?
[00:25:24.394 --> 00:25:25.895]  Did it work three years ago in Syria?
[00:25:26.315 --> 00:25:27.136]  Did it work in Egypt?
[00:25:27.516 --> 00:25:27.676]  No.
[00:25:28.998 --> 00:25:30.939]  I mean, we report real things.
[00:25:31.319 --> 00:25:35.443]  We have real high-level military intelligence operatives, whistleblowers on.
[00:25:36.504 --> 00:25:38.345]  And others do this as well, thank God.
[00:25:41.988 --> 00:25:44.530]  And we absolutely devastate your operations.
[00:25:45.271 --> 00:25:47.532]  And then you respond by calling us wingnuts again.
[00:25:48.533 --> 00:25:48.833]  Okay.
[00:25:49.969 --> 00:25:51.550]  Oh my gosh, I'm in third grade.
[00:25:52.050 --> 00:25:53.431]  You just called me a booger face.
[00:25:53.992 --> 00:25:54.732]  What am I going to do?
[00:25:54.752 --> 00:25:57.294]  I'm a 42-year-old man.
[00:26:00.736 --> 00:26:02.317]  Committed to defending this republic.
[00:26:03.277 --> 00:26:04.778]  And you are calling me names.
[00:26:06.600 --> 00:26:10.102]  And I illustrate that for everybody just to look at how pathetic our enemies are.
[00:26:10.742 --> 00:26:14.785]  Thank God they're so pathetic, but they do have our tax money and they are on top of us.
[00:26:16.732 --> 00:26:18.773]  They weigh about 400 pounds, but they don't have any muscles.
[00:26:19.493 --> 00:26:22.034]  We can just roll them off of us and they're not going to be able to get back up.
[00:26:22.334 --> 00:26:23.575]  They'll be like a beetle in the sun.
[00:26:25.616 --> 00:26:27.636]  But you gotta decide you want to get them off of you.
[00:26:30.417 --> 00:26:36.620]  Now, it is so unprecedented what's happening at this point.
[00:26:39.167 --> 00:26:47.555]  And Obama's nonchalant stuff, going out there to Hawaii and all the rest of it, acting like he doesn't care and acting like everything's fine, that's Obama hiding out.
[00:26:47.835 --> 00:26:51.399]  He is working 12-14 hours a day while he's out there to destroy this country.
[00:26:52.460 --> 00:26:54.182]  He's making the phone calls to get the guns.
[00:26:55.609 --> 00:26:58.971]  They're coming after everything this next year.
[00:26:59.292 --> 00:27:00.773]  The free speech, the guns.
[00:27:01.953 --> 00:27:09.519]  I've got massive mainstream alternative articles, you name it, about the financial meltdown and derivatives being much bigger than they were in 2008.
[00:27:11.420 --> 00:27:13.842]  Governments are digging in right now.
[00:27:14.922 --> 00:27:18.685]  Much of the world's already in global depression or deep recession.
[00:27:20.166 --> 00:27:22.948]  It's like we're on a roller coaster and the ride's starting and we're going,
[00:27:25.785 --> 00:27:26.886]  And you're kind of to the top, man.
[00:27:26.906 --> 00:27:29.247]  We're like, I don't know quite when this thing lets loose.
[00:27:29.287 --> 00:27:35.309]  Never been on this roller coaster before, but hold on to your hats, people.
[00:27:39.011 --> 00:27:45.194]  And on this roller coaster, if you hunker down and hide out, they win.
[00:27:46.774 --> 00:27:47.695]  On this roller coaster,
[00:27:49.116 --> 00:27:56.520]  Things become very, very fluid politically, and they want to make the changes politically during the organized crises that they're going to ride to victory, they believe.
[00:27:57.341 --> 00:27:59.922]  We've got to hit them and hit them hard in the Info War at every level.
[00:28:00.483 --> 00:28:01.763]  And they're going to be bold, folks.
[00:28:02.384 --> 00:28:06.486]  They're going to have big hack attacks and take down huge parts of the web in the name of taking it over.
[00:28:06.966 --> 00:28:14.530]  They're openly announcing how they're going to bring in the internet taxation, campaign finance law, FCC declared this year, control of the internet.
[00:28:15.431 --> 00:28:16.772]  We told you next year they're coming.
[00:28:17.012 --> 00:28:18.633]  The Supreme Court's got the votes.
[00:28:23.490 --> 00:28:23.990]  They're coming.
[00:28:25.672 --> 00:28:28.094]  I'll quote Lord of the Rings.
[00:28:30.276 --> 00:28:33.819]  When they're in the mines of Moria, drums, drums in the deep.
[00:28:36.241 --> 00:28:37.242]  And the drums are coming.
[00:28:38.543 --> 00:28:43.387]  You can even look out the door as we slam it shut and see the shadows on the wall of the tunnel.
[00:28:44.728 --> 00:28:47.630]  Any second now, rounding that corner, here they come.
[00:28:48.371 --> 00:28:51.554]  Everything you've already seen was just the advance guard.
[00:28:52.668 --> 00:28:55.689]  Scoping a shout, getting ready, infiltrating, preparing.
[00:28:57.329 --> 00:29:01.730]  They're going to turn loose their socialist and communist forces to blow up federal buildings, you name it.
[00:29:02.470 --> 00:29:04.770]  They're going to shoot patriots, throw our bodies at the scenes.
[00:29:05.651 --> 00:29:06.811]  I'm telling you how they operate.
[00:29:07.851 --> 00:29:08.811]  Get ready, they're coming.
[00:29:09.731 --> 00:29:12.092]  They're going to start killing cops in every town.
[00:29:13.112 --> 00:29:14.452]  They're going to try to run a revolution.
[00:29:16.373 --> 00:29:17.493]  It's hardcore, folks.
[00:29:19.474 --> 00:29:22.196]  You are witnessing the Republic in the battle for its life.
[00:29:22.656 --> 00:29:23.257]  It starts now.
[00:29:24.017 --> 00:29:24.938]  It starts now.
[00:29:26.579 --> 00:29:27.500]  We're on the march.
[00:29:27.980 --> 00:29:29.601]  The Empire's on the run.
[00:29:30.502 --> 00:29:33.204]  Alex Jones and the GCN Radio Network.
[00:29:37.352 --> 00:29:42.676]  Want to keep up to date with what's going on in the world without logging into the internet ghettos of Facebook and Twitter?
[00:29:42.956 --> 00:29:47.200]  Then subscribe to the InfoWars Insider, our underground email newsletter.
[00:29:47.460 --> 00:29:51.243]  It's our daily digest of the day's most important stories and so much more.
[00:29:51.623 --> 00:29:55.646]  In it, you'll find exclusive articles that appear nowhere else than InfoWars.com.
[00:29:55.907 --> 00:29:59.970]  Email subscribers will also receive unique video messages from Alex Jones.
[00:30:00.510 --> 00:30:05.012]  Special reports and exclusive secret specials to infowarestore.com.
[00:30:05.232 --> 00:30:10.655]  We also will take a look back on stories and video reports we've covered in the past and how they relate to current news.
[00:30:11.075 --> 00:30:14.336]  An arsenal of knowledge right to your inbox every day.
[00:30:14.577 --> 00:30:23.941]  The great part is your newsletter information cannot be censored or black-holed like we've caught Facebook, Twitter, YouTube or Google doing to important information in the past.
[00:30:24.241 --> 00:30:29.883]  Log on to Infowars.com forward slash newsletter, watch the special message from Alex Jones, and subscribe.
[00:30:30.103 --> 00:30:36.845]  I'm David Knight with Infowars.com, and on behalf of the entire team here at the Central Texas Command Center, we thank you for your support.
[00:30:37.625 --> 00:30:46.868]  Infowarslife and Infowarslife.com is extremely excited to announce our latest release, Winter Sun, a revolutionary type of vitamin D3.
[00:30:47.108 --> 00:30:51.709]  Winter Sun is a premium quality vitamin D3 nutritional supplement.
[00:30:51.809 --> 00:30:53.330]  It is produced by extracting oil.
[00:30:53.530 --> 00:30:56.232]  From healthy, nutrient-dense plants known as lichens.
[00:30:56.592 --> 00:30:59.495]  Every batch is analyzed for purity and D3 content.
[00:30:59.635 --> 00:31:01.737]  It's completely free of toxins and allergens.
[00:31:02.057 --> 00:31:05.500]  Simply put, if you want the best at an extremely low price, this is it.
[00:31:05.620 --> 00:31:09.463]  Winter Sun is the result of our pursuit of the best source of vitamin D3.
[00:31:09.503 --> 00:31:18.150]  The research and development took over two years, but the result, as verified by independent laboratories, is the best vegan vitamin D3 product in the world.
[00:31:18.530 --> 00:31:23.271]  Read the facts at InfoWarsLife.com about Winter Sun, Vitamin D3.
[00:31:23.571 --> 00:31:29.192]  Not only does Vitamin D3 promote a healthy mood, but Vitamin D supports our memory and brain function.
[00:31:29.492 --> 00:31:31.273]  Something the globalists are targeting.
[00:31:31.633 --> 00:31:35.914]  Visit InfoWars.com today or call 888-253-3139.
[00:31:36.014 --> 00:31:40.355]  When cells become toxic, they die early and aging sets in.
[00:31:40.675 --> 00:31:45.756]  No one has put together a formula that focuses directly on brain health, nerve growth factors,
[00:31:48.918 --> 00:31:53.921]  Just one of the key compounds, BioPQQ, is backed by major clinical studies.
[00:31:54.341 --> 00:31:56.623]  You want the best that's out there at the lowest price anywhere?
[00:31:56.863 --> 00:31:58.664]  We now have the synergistic solution.
[00:31:58.964 --> 00:32:03.166]  Secure your DNA force today at InfoWarsLife.com or call toll free 888-253-3139.
[00:32:07.102 --> 00:32:08.042]  BrainForce is here.
[00:32:08.222 --> 00:32:10.323]  Ladies and gentlemen, I've been on this the last few months.
[00:32:10.443 --> 00:32:15.165]  You probably noticed I've been more focused, less brain fog, more energy, and it's because of BrainForce.
[00:32:15.425 --> 00:32:17.065]  There's always hidden additives in your food.
[00:32:17.125 --> 00:32:18.566]  Even organic food has hidden additives.
[00:32:18.706 --> 00:32:21.927]  Staring at the computer all day, working, doing good, you're still damaging your brain.
[00:32:22.187 --> 00:32:24.028]  Ultimately, we've all been dumbed down to some degree.
[00:32:24.188 --> 00:32:25.088]  It doesn't have stimulants.
[00:32:25.108 --> 00:32:26.068]  It doesn't have garbage in it.
[00:32:26.308 --> 00:32:28.169]  It has natural things that do it clean.
[00:32:28.289 --> 00:32:33.871]  You will find BrainForce and other game-changing products at InfoWarsLife.com or call 888-253-3139.
[00:32:57.560 --> 00:32:58.240]  Here they come.
[00:32:59.240 --> 00:33:03.162]  If you are receiving this transmission, you are the resistance.
[00:33:03.262 --> 00:33:04.002]  Watch your six.
[00:33:04.322 --> 00:33:05.402]  Alex Jones.
[00:33:05.422 --> 00:33:06.943]  Get in position.
[00:33:07.063 --> 00:33:08.043]  It's the info war.
[00:33:10.244 --> 00:33:12.244]  Truth trumps fraud.
[00:33:16.885 --> 00:33:19.066]  Somebody's gotta be willing to carry the ball.
[00:33:21.227 --> 00:33:26.028]  If a few good men and women don't, every civilization falls into barbarism.
[00:33:27.790 --> 00:33:32.053]  It falls into a culture of conquest, not a culture of innovation.
[00:33:33.654 --> 00:33:40.119]  It is the culture of innovation and the renaissance and free will that is destined to take us to the stars.
[00:33:41.240 --> 00:33:44.862]  But we have to take that destiny in our hands and in our hearts.
[00:33:47.324 --> 00:33:54.910]  And we have to carry out the important work of defying the control freaks and the tyrants.
[00:33:58.109 --> 00:34:02.491]  I'm Alex Jones, your host, dedicated to defending human liberty.
[00:34:02.511 --> 00:34:12.654]  And I want to thank you all for joining us and trying in this college of ideas to work towards solutions and ideas that can challenge the fairy tale the globalists are trying to sell us.
[00:34:13.654 --> 00:34:16.295]  That humans are ugly and bad and are a failed species.
[00:34:16.735 --> 00:34:19.016]  But the end of humanity is soon upon us.
[00:34:19.656 --> 00:34:24.758]  We should crawl into a hole and just die, giving the world to the globalists to become gods.
[00:34:26.299 --> 00:34:27.319]  There are no gods at all.
[00:34:28.749 --> 00:34:33.951]  Coming up, Senator Paul, appalled by NSA spying on Congress.
[00:34:35.491 --> 00:34:45.154]  Notice, and I don't think Paul's doing this because he's a smart guy, but you notice they expose the NSA spying that is constitutional.
[00:34:46.114 --> 00:34:52.236]  And they don't expose all the other programs where everything that Congress does is tracked by more than 16 agencies.
