[00:00:00.392 --> 00:00:01.220]  Let's show.
[00:27:51.354 --> 00:27:52.275]  So does the Koran.
[00:27:52.955 --> 00:27:56.836]  So people that just quote violent parts of the Koran are taking it out of context.
[00:27:57.076 --> 00:27:58.957]  But it is a book of war and conquest.
[00:28:00.237 --> 00:28:01.498]  So are sections of the Bible.
[00:28:01.838 --> 00:28:07.180]  There is a time for peace, a time for war, a time to laugh, a time to cry, a time to sow, a time to reap.
[00:28:10.043 --> 00:28:10.864]  What part of that is this?
[00:28:10.924 --> 00:28:11.725]  Is it in Proverbs?
[00:28:12.506 --> 00:28:17.311]  Or is it in Psalms that has... Some great rock band made a song about it.
[00:28:18.332 --> 00:28:19.153]  Time of the season.
[00:28:20.415 --> 00:28:21.396]  See if you can find that song.
[00:28:21.416 --> 00:28:22.217]  We'll play it coming in.
[00:28:22.739 --> 00:28:28.604]  What the truth is, Islam is being radicalized by Saudi Arabia, the ones that created a whole empire out of it.
[00:28:29.084 --> 00:28:39.852]  A couple hundred Bedouin bank robbers, basically people that robbed the caravan, got funded by British intelligence in 1901 and went from a couple hundred square miles to what is the Kingdom of Saudi Arabia.
[00:28:40.033 --> 00:28:41.614]  They even took over Turkey for a while!
[00:28:43.743 --> 00:28:54.692]  They now are being funded and allowed to take over by the West as part of their deal because the Saudis buy over $50 billion in weapons alone a year from the United States.
[00:28:55.533 --> 00:28:56.313]  $50 billion.
[00:28:57.394 --> 00:29:02.378]  They invest hundreds of billions a month in different Western companies.
[00:29:03.179 --> 00:29:06.602]  They have invested trillions a year
[00:29:08.510 --> 00:29:19.617]  They are one of the richest countries in the world, and while everybody's obsessed on Israel or the Vatican, which certainly both those countries are involved in intrigue and power plays, and I have major problems with both those power blocks.
[00:29:20.078 --> 00:29:24.921]  But when you look at Saudi Arabia, it's the political correct group you're not supposed to talk about.
[00:29:26.142 --> 00:29:32.446]  They quarterback 9-11, our criminal government stands down, they're our enemy Iraq, it's taken out and blamed.
[00:29:33.399 --> 00:30:00.176]  And Saddam gets up and gives speeches and says that, and they call him a liar and laugh at him and have HBO movies about how evil he is, so all these stupid, geopolitically inept, geopolitically illiterate people can sit around and go, there's the bad man, say goodnight to the bad man, when Saddam Hussein never did jack crap to the United States and was a CIA officer put in control of that country to launch a war against Iran!
[00:30:00.856 --> 00:30:02.457]  The Empire's on the run.
[00:30:03.378 --> 00:30:06.140]  Alex Jones and the GCN Radio Network.
[00:30:10.483 --> 00:30:13.905]  I'm not concerned with your liking or disliking me.
[00:30:14.546 --> 00:30:17.508]  All I ask is that you treat me as a human being.
[00:30:17.988 --> 00:30:18.909]  Jackie Robinson.
[00:30:19.509 --> 00:30:24.253]  When people don't like what you represent, they'll oftentimes attack you personally.
[00:30:25.073 --> 00:30:28.856]  But if you can't endure, you may just pave the way for those who follow you.
[00:30:30.109 --> 00:30:42.719]  Jesus said, I say to you, love your enemies, bless those who curse you, do good to those who hate you, and pray for those who spitefully use you and persecute you.
[00:30:43.540 --> 00:30:48.744]  Had Christ submitted to the authorities of the time, he never would have preached the gospel.
[00:30:49.304 --> 00:30:56.590]  And though he was very vocal in his opposition, he never forgot that he was there to save the same people he often had to rebuke.
[00:30:57.210 --> 00:31:06.879]  Keep up with our latest news and information on InfoWars.com, PrisonPlanet.TV, and the Alex Jones Channel on YouTube.
[00:31:10.052 --> 00:31:12.475]  Infowarslife.com.
[00:31:12.655 --> 00:31:13.696]  Check it out today.
[00:31:14.157 --> 00:31:22.345]  I have set out to bring you the most hardcore cutting-edge supplements and nutraceuticals bar none and that's what you'll find at Infowarslife.com.
[00:31:22.545 --> 00:31:29.633]  We have rejected literally hundreds of products from the Infowarslife line because they are not of the very highest quality.
[00:31:30.293 --> 00:31:32.634]  Or because they're not 100% organic.
[00:31:32.774 --> 00:31:39.255]  Or because they don't pass all of the strictest toxicology tests there are that we have listed at Infowarslife.com.
[00:31:39.375 --> 00:31:50.278]  Whether it's survival shield nascent iodine, or DNA force, super male vitality, super female vitality, lung cleanse, fluoride shields, oxy powder, I believe
[00:31:50.458 --> 00:31:50.999]  We're good.
[00:32:09.855 --> 00:32:14.879]  Introducing Secret 12, the new InfoWarsLife vitamin B12 formulation.
[00:32:14.999 --> 00:32:20.883]  Secret 12 is a binary of nutrimedical grade bioavailable coenzyme forms of B12.
[00:32:21.123 --> 00:32:25.707]  Methylcobalamin, the same kind used in B12 injections, and adenosylcobalamin.
[00:32:25.907 --> 00:32:29.229]  Secret 12 is simply taken by mouth, right on the tongue, and then swallowed.
[00:32:29.490 --> 00:32:31.071]  No needles, no injections.
[00:32:31.451 --> 00:32:36.575]  Secure your revolutionary Secret 12 formula right now at InfoWarsLife.com or call 888-253-3139.
[00:32:39.657 --> 00:32:40.258]  Alex Jones here.
[00:32:40.678 --> 00:32:49.724]  For the last two years, I've been working with top doctors, nutritionists, and chemists to design a nutraceutical formulation that has truly life-changing health benefits.
[00:32:49.964 --> 00:32:53.427]  Introducing the all-new Ancient Defense Herbal Immunity Blend.
[00:32:53.767 --> 00:33:01.773]  Experience the benefits of combining over 14 ancient herbs and extracts with exciting new advances in nutraceutical science.
[00:33:02.113 --> 00:33:04.395]  Visit Infowarslife.com or call 1-888-253-3139.
[00:33:04.415 --> 00:33:05.455]  That's Infowarslife.com.
[00:33:24.831 --> 00:33:28.196]  To everything, turn, turn, turn.
[00:33:28.697 --> 00:33:32.964]  There is a season, turn, turn, turn.
[00:33:33.905 --> 00:33:38.412]  And a time to every purpose under heaven.
[00:33:40.909 --> 00:33:55.750]  A time to be born, a time to die A time to plant, a time to reap A time to kill, a time to heal A time to laugh, a time to...
[00:34:00.410 --> 00:34:06.293]  That's the birds bringing us in with turn.
[00:34:06.413 --> 00:34:07.433]  That's right.
[00:34:17.964 --> 00:34:25.968]  A time to build up, a time to break down, a time to dance, a time to moan.
[00:34:26.588 --> 00:34:33.031]  A time to cast away stones, a time to gather stone.
[00:34:39.042 --> 00:34:41.723]  Monday through Friday, from 11 a.m.
[00:34:42.223 --> 00:34:42.663]  to 2 p.m.
[00:34:42.703 --> 00:34:51.465]  Central, back weeknight, 7 o'clock Central, InfoWars Nightly News, we watch as the world turns, and as the seasons turn, and as our lives go through the seasons.
[00:34:52.865 --> 00:34:54.085]  As above, so below.
[00:35:00.046 --> 00:35:02.227]  The globalists know what they're doing.
[00:35:02.267 --> 00:35:03.767]  They understand the seasons.
[00:35:04.147 --> 00:35:07.408]  They understand the rhythms, the rhymes of history.
[00:35:08.837 --> 00:35:11.318]  And they play us like a Stradivarius violin.
[00:35:13.019 --> 00:35:14.360]  It's time to stop being idiots.
[00:35:15.400 --> 00:35:28.106]  Now, I have given many breakdowns, especially on Monday, of the fact that I want to unify humanity around a basic code of libertarian ideas, of renaissance, of acceptance, of human freedom.
[00:35:29.747 --> 00:35:32.268]  Obviously, I do not want to deport all Muslims.
[00:35:32.948 --> 00:35:34.229]  Obviously, I do not
[00:35:35.109 --> 00:35:42.290]  want to have a clash of civilizations and a war between the West and the East that is meant to bring in the planetary government.
[00:35:43.651 --> 00:35:48.712]  But they're launching the war, they're bringing in the radicals, they're protecting him.
[00:35:50.412 --> 00:36:00.834]  The reported shooter, Mohammed Yosef Abu Abdulaziz, Mohammed Yosef Abdulaziz,
[00:36:04.929 --> 00:36:06.231]  Had gone to Kuwait a bunch of times.
[00:36:06.271 --> 00:36:07.212]  That's where his family's from.
[00:36:07.392 --> 00:36:08.153]  He wasn't born here.
[00:36:09.535 --> 00:36:10.256]  He didn't fit in.
[00:36:12.318 --> 00:36:13.159]  He was good at sports.
[00:36:13.219 --> 00:36:18.265]  He was a nice guy, people said, but he was very stoic and very freaked out here in this culture.
[00:36:19.126 --> 00:36:24.333]  And let me tell you, I get freaked out in a wild culture a little bit as well, but I'm not going to go out and start shooting people.
[00:36:25.669 --> 00:36:27.611]  I didn't support our wars in the Middle East.
[00:36:28.252 --> 00:36:29.373]  I knew they were fraudulent.
[00:36:29.453 --> 00:36:32.516]  I knew they were to take out non-radical regimes and put radicals in.
[00:36:32.537 --> 00:36:35.820]  I knew they wanted to destabilize that area of the world to get the resources.
[00:36:36.601 --> 00:36:37.262]  I knew it was evil.
[00:36:39.292 --> 00:36:45.638]  But I don't blame the Marines or the Army that bought into the propaganda and followed their orders.
[00:36:45.878 --> 00:36:56.549]  Just like if I don't like the militarization of police and some cops doing bad things, I don't support nationwide movements to go shoot cops in their patrol cars or shoot them off the backs of motorcycles.
[00:36:57.189 --> 00:37:02.515]  Plus, I can go to the statistics and see that the truth is police violence isn't actually up.
[00:37:04.417 --> 00:37:06.440]  We are just seeing more of it because of cameras.
[00:37:06.720 --> 00:37:07.981]  And that does not say it's good.
[00:37:08.342 --> 00:37:11.606]  We're not going to reform the police having a war with them.
[00:37:11.846 --> 00:37:15.270]  We're going to reform them by getting involved and supporting the good ones.
[00:37:16.325 --> 00:37:28.211]  Because when you don't support any of them, then the bad ones are the ones that can take control, and that's why George Soros and MTV and all these TV channels make it sexy to attack the police for young people demographics.
[00:37:28.832 --> 00:37:30.833]  For older folks, oh, the cops can do no harm.
[00:37:31.273 --> 00:37:33.334]  So older folks think cops and the government's perfect.
[00:37:33.694 --> 00:37:35.955]  Younger people think they're the devil, need to be overthrown.
[00:37:36.215 --> 00:37:37.336]  Can you see how that works?
[00:37:38.497 --> 00:37:40.558]  Keep older people from reforming the police.
[00:37:42.185 --> 00:38:09.784]  Have them become corrupt so good men and women won't get involved and then have the George Soros groups wind up crowds that are angry using a few tragedies that have happened to start a race war in this country to change the subject off of the economic conquest and degradation we're under and the fact that there's a planetary depression that we've been in for some time that is now intensifying and beginning to come to the United States.
[00:38:10.700 --> 00:38:13.001]  Spain has basically outlawed all basic freedoms.
[00:38:13.281 --> 00:38:16.422]  It wasn't since they were under Franco that they were a fascist tyranny.
[00:38:16.962 --> 00:38:20.383]  Spain is a socialist system with fascist style government.
[00:38:20.943 --> 00:38:25.265]  It's been announced that there's no free speech, criticize the government, you're arrested in any way.
[00:38:26.585 --> 00:38:28.026]  Report on the government, you're arrested.
[00:38:28.866 --> 00:38:30.266]  I mean, it's just over the top.
[00:38:31.667 --> 00:38:33.707]  Italy's putting similar laws in place now.
[00:38:37.469 --> 00:38:38.489]  Europe is collapsing.
[00:38:40.776 --> 00:38:46.378]  You can read the article from Zero Hedge, 1984 comes to Europe, the end of freedom of speech in Spain.
[00:38:46.758 --> 00:38:48.679]  Even jokes about royals are illegal.
