[00:00:00.710 --> 00:00:03.715]  ...already is deeply concerned.
[00:21:22.790 --> 00:21:27.092]  You can tell 90% of what they're doing off the pre-programming, and they've been doing it.
[00:21:27.092 --> 00:21:28.933]  He can't win the nomination.
[00:21:28.933 --> 00:21:30.434]  She's going to win in a landslide.
[00:21:30.434 --> 00:21:32.995]  On and on and on and on and on.
[00:21:32.995 --> 00:21:34.616]  Latinos don't like Trump.
[00:21:34.616 --> 00:21:35.476]  Thinking you're weak-minded?
[00:21:35.476 --> 00:21:36.557]  Well, Latinos don't like Trump.
[00:21:36.557 --> 00:21:37.177]  I'm Latino.
[00:21:37.177 --> 00:21:39.038]  I better vote for Hillary.
[00:21:39.038 --> 00:21:41.720]  It's simple mind games.
[00:21:41.720 --> 00:21:46.622]  But if you're aware of the mind games, it doesn't have any effect on you, other than irritating you.
[00:21:46.622 --> 00:21:51.065]  Remember, the general public, a large portion, maybe half, are still just kind of a la-la land.
[00:21:52.415 --> 00:21:58.179]  They just watch TV and drift around and never really, oh, just kind of let their lower brain function.
[00:21:58.179 --> 00:21:58.919]  I'm hungry.
[00:21:58.919 --> 00:22:00.800]  I want to watch a show.
[00:22:00.800 --> 00:22:03.362]  I want to... Hey!
[00:22:03.362 --> 00:22:04.302]  I'm out of it!
[00:22:04.302 --> 00:22:06.724]  Medically, they're in a trance.
[00:22:06.724 --> 00:22:09.185]  They hear Hillary's going to win.
[00:22:09.185 --> 00:22:11.467]  Hillary's going to win.
[00:22:11.467 --> 00:22:13.188]  Trump's not going to get the nomination.
[00:22:13.188 --> 00:22:14.188]  No.
[00:22:14.188 --> 00:22:14.949]  No.
[00:22:14.949 --> 00:22:18.651]  And we're like, yes, he is, because he's winning all the states.
[00:22:18.651 --> 00:22:19.252]  No, he's not.
[00:22:20.137 --> 00:22:21.898]  Actually, he's winning all these states.
[00:22:21.898 --> 00:22:24.239]  No, he's not.
[00:22:24.239 --> 00:22:29.282]  I've sat there with people that I know well, who are educated, have degrees, and hold down good jobs.
[00:22:29.282 --> 00:22:32.204]  And they just laugh at me and go, no way Donald Trump's the nominee, Alex.
[00:22:32.204 --> 00:22:33.365]  And I go, why?
[00:22:33.365 --> 00:22:35.226]  Well, just everyone knows.
[00:22:35.226 --> 00:22:36.307]  Everyone knows.
[00:22:36.307 --> 00:22:37.867]  Oh, I forgot.
[00:22:37.867 --> 00:22:38.488]  Everyone knows.
[00:22:40.714 --> 00:22:44.536]  And those very same people are just like, Alex, Hillary's going to win.
[00:22:44.536 --> 00:22:56.562]  No, Hillary's going to lose, but you have to be made to think, because everything's still nice, and Obamacare's free, and there's no death panels, and Gribber's on TV saying, thank God you're so stupid.
[00:22:56.562 --> 00:23:06.347]  See, you're in a trance, and they think you're stupid, and they're laughing at you, and just because you're in Fantasy Island.
[00:23:06.347 --> 00:23:09.729]  This isn't a fun Fantasy Island where Ricardo Autobahn comes along.
[00:23:10.612 --> 00:23:12.114]  And the midget goes, they're playing boss!
[00:23:12.114 --> 00:23:13.435]  You know what they're going to do, boss?
[00:23:13.435 --> 00:23:14.496]  No.
[00:23:14.496 --> 00:23:16.358]  This is not a fun fantasy island.
[00:23:16.358 --> 00:23:24.606]  This is a fantasy island with big wars, and total surveillance, and police states, and collapsing economies, because the elite want to grind you down.
[00:23:24.606 --> 00:23:25.447]  They want to destroy you.
[00:23:25.447 --> 00:23:27.789]  In fact, I want to do this right now.
[00:23:27.789 --> 00:23:31.093]  Richard Reeves, a good friend of mine, works with Infowars as a contractor.
[00:23:32.608 --> 00:23:33.469]  We're good to go.
[00:23:33.469 --> 00:23:34.510]  We're good to go.
[00:23:55.071 --> 00:23:56.872]  At like 9 a.m.
[00:23:56.872 --> 00:24:21.458]  and I was thinking about how, and this is the essence of everything, I was thinking about how Trump wants us to be wealthy and productive and successful because he's like the tourist board manager at a little beach town, you know, let's say on the East Coast, that wants prosperity, wants a good economy, wants folks to use the hotels, to use the golf courses, to use, you know, the restaurants, to use what's there.
[00:24:21.458 --> 00:24:22.999]  So when he sees the economy going under,
[00:24:24.059 --> 00:24:25.060]  That affects him.
[00:24:25.060 --> 00:24:31.463]  He has like the feeling of a farmer, that the crops aren't good, and the town's not good, and things aren't doing well.
[00:24:31.463 --> 00:24:35.204]  That's what renaissance economy is, that I harp on all day.
[00:24:35.204 --> 00:24:40.467]  That's what the American system was supposed to be, that we tried for, that made us the greatest country on earth.
[00:24:40.467 --> 00:24:41.908]  Even though we just barely attained 10% of it.
[00:24:44.198 --> 00:24:46.499]  And then there is what you find in all the WikiLeaks.
[00:24:46.499 --> 00:24:47.400]  The nastiness.
[00:24:47.400 --> 00:24:48.160]  The hatefulness.
[00:24:48.160 --> 00:24:49.561]  The how do we screw these people over?
[00:24:49.561 --> 00:24:51.122]  How do we double down on those folks?
[00:24:51.122 --> 00:24:52.182]  Look at these dumb black people.
[00:24:52.182 --> 00:24:52.943]  Look at these dumb white people.
[00:24:52.943 --> 00:24:54.203]  Look at these dumb poor people.
[00:24:54.203 --> 00:24:55.164]  Oh, I sure hate them.
[00:24:55.164 --> 00:24:56.484]  Thank God they're so dumb.
[00:24:56.484 --> 00:24:57.505]  Oh, let's suppress them.
[00:24:57.505 --> 00:24:58.505]  Let's keep them hopeless.
[00:24:58.505 --> 00:24:59.346]  Let's keep them in the dark.
[00:24:59.346 --> 00:25:01.467]  These are words they use.
[00:25:01.467 --> 00:25:03.428]  How many times have I read the WikiLeaks?
[00:25:03.428 --> 00:25:07.130]  We all agree we want to suppress the public and make them as dumb and poor as possible.
[00:25:07.130 --> 00:25:08.871]  The problem is they're not submitting.
[00:25:08.871 --> 00:25:11.172]  We need to move forward with demographic warfare.
[00:25:11.172 --> 00:25:12.152]  That's our recommendation.
[00:25:12.152 --> 00:25:13.053]  That means total race war.
[00:25:14.636 --> 00:25:16.637]  Divide and conquer.
[00:25:16.637 --> 00:25:20.458]  The last vestige of an empire trying to control people.
[00:25:20.458 --> 00:25:26.881]  And you're reading this, and then you're around the actual victims of the mind control who are all about peer pressure.
[00:25:26.881 --> 00:25:29.262]  They don't know, they're scared, they got student loans, what are they doing?
[00:25:29.262 --> 00:25:40.286]  And everybody just says Trump's a racist, so they're going to get involved in it and say it over and over again in a group like little huddled chickens in the hen house, because the weasel told them so, or the fox told them so.
[00:25:40.286 --> 00:25:41.687]  And meanwhile, they see the fox eating
[00:25:42.907 --> 00:25:47.768]  Other chickens, but they just still don't want to admit via Stockholm Syndrome what's happening to them.
[00:25:47.768 --> 00:25:52.109]  And it's very, very, very, very frustrating.
[00:25:52.109 --> 00:25:53.969]  They don't want to believe in themselves.
[00:25:53.969 --> 00:26:03.471]  They don't want to believe that if Trump ended taxes for people making under $40,000 a year, oh my God, the average person making $40,000 a year doesn't even really notice what's taken out of their check.
[00:26:03.471 --> 00:26:07.312]  They're not really filling out their own taxes, but it's like a 30-year check.
[00:26:07.312 --> 00:26:09.312]  Gone!
[00:26:09.312 --> 00:26:11.033]  That money goes right back in the economy.
[00:26:11.033 --> 00:26:11.733]  Things explode.
[00:26:13.083 --> 00:26:22.494]  People get out of debt, the economy moves forward, people go on vacations, they get their hair done, they open more businesses, and then 30% tax cuts for people making $100,000, $200,000 a year?
[00:26:22.494 --> 00:26:29.803]  I mean, do you know, that's like sticking everybody's stocking full of $20,000, $30,000 a year, or more!
[00:26:33.141 --> 00:26:34.942]  See, they just can't believe that.
[00:26:34.942 --> 00:26:42.727]  It's gotta be Hillary, promises you the free healthcare, the free education, and then in her WikiLeaks, these dumbass kids think they're gonna get something free.
[00:26:42.727 --> 00:26:45.328]  That ain't how this works!
[00:26:45.328 --> 00:26:47.170]  I had to rob and steal to get where I am.
[00:26:47.170 --> 00:26:53.153]  I mean, she's in there, everywhere she goes, just stealing everything, just sticking silverware in her dress.
[00:26:53.153 --> 00:26:54.274]  She's got a will!
[00:26:54.274 --> 00:26:55.355]  It's hers!
[00:26:55.355 --> 00:26:56.155]  The country's hers!
[00:26:56.155 --> 00:26:57.736]  It's all hers!
[00:26:57.736 --> 00:27:00.638]  You think Donald Trump comes and stays at your house and steals the vase?
[00:27:02.119 --> 00:27:05.560]  Every diplomatic consulate they go to, they put out memos that come out.
[00:27:05.560 --> 00:27:11.161]  When she goes and visits a foreign emissary or whatever, like, the artwork in these vases, hide them!
[00:27:11.161 --> 00:27:12.382]  They've been here 200 years!
[00:27:12.382 --> 00:27:13.862]  Clinton will steal it!
[00:27:13.862 --> 00:27:22.384]  In France, they have to hide the things where people have been going for hundreds of years, you know, to diplomats, and she'll go and just start going, I want this, I want that, I want this, I want that.
[00:27:22.384 --> 00:27:24.765]  I mean, this is admitted.
[00:27:24.765 --> 00:27:29.346]  FBI investigations and her robbing consulates, our own consulates, other consulates,
[00:27:30.373 --> 00:27:36.538]  She'll have a moving van pull up at a hotel she wants and just say, I'm Hillary Clinton, and they'll take a couch out with her.
[00:27:36.538 --> 00:27:40.502]  She just has warehouses and rotting houses, it's admitted in the news, all over.
[00:27:40.502 --> 00:27:48.769]  Just like 20-something houses, some of them huge mansions just full of crates of crap crammed in there the witch stole.
[00:27:48.769 --> 00:27:56.295]  You couldn't get a more bizarre, evil person starting wars, bragging about it, protecting pedophiles.
[00:27:56.295 --> 00:27:57.997]  We always wonder why she always into protecting pedophiles.
[00:28:01.391 --> 00:28:02.392]  Because it's about her!
[00:28:02.392 --> 00:28:03.052]  I want the innocent!
[00:28:03.052 --> 00:28:04.293]  That's a child!
[00:28:04.293 --> 00:28:04.893]  I do what I want!
[00:28:04.893 --> 00:28:05.974]  That's what Satanism is all about!
[00:28:05.974 --> 00:28:06.374]  Me!
[00:28:06.374 --> 00:28:06.774]  Me!
[00:28:06.774 --> 00:28:07.135]  Me!
[00:28:07.135 --> 00:28:07.475]  Me!
[00:28:07.475 --> 00:28:09.456]  Me!
[00:28:09.456 --> 00:28:20.903]  To Richard Reeves, as I was thinking about this, how they want to make you poor, how they want to control you, as I was thinking about this, I'm driving, and bing!
[00:28:20.903 --> 00:28:26.947]  Text message, and it says, what the wicked think of the poor, in contrast to what people who are representatives
[00:28:29.815 --> 00:28:35.398]  Of the wicked world, a false teaching did not manifest the compassion of God.
[00:28:35.398 --> 00:28:38.499]  This is why the Old Testament says the wicked men oppressed the poor.
[00:28:38.499 --> 00:28:40.660]  Ezekiel 18, 12.
[00:28:40.660 --> 00:28:41.541]  Shell the poor.
[00:28:41.541 --> 00:28:42.621]  Amos 2, 6.
[00:28:42.621 --> 00:28:43.862]  Crush the poor.
[00:28:43.862 --> 00:28:45.543]  Grind their faces of the poor.
[00:28:45.543 --> 00:28:46.824]  Isaiah 3, 15.
[00:28:46.824 --> 00:28:48.704]  Devour the poor.
[00:28:48.704 --> 00:28:50.665]  Persecute the poor.
[00:28:50.665 --> 00:28:51.526]  Defraud the poor.
[00:28:52.543 --> 00:28:59.908]  People who are wicked out of the world use the poor, abuse the poor, step on the poor, and want to eliminate the poor and the needy.
[00:28:59.908 --> 00:29:00.989]  They are just that way.
[00:29:00.989 --> 00:29:04.831]  That was Richard's final comment.
[00:29:04.831 --> 00:29:06.012]  And that's it.
[00:29:06.012 --> 00:29:07.833]  They want you poor.
[00:29:07.833 --> 00:29:09.394]  And it's in the WikiLeaks.
[00:29:09.394 --> 00:29:11.756]  It's in the Cloward and Pebin.
[00:29:11.756 --> 00:29:14.138]  They want, but then you're like a little lottery ticket person.
[00:29:14.138 --> 00:29:18.721]  Oh, please, oh, if I got Bernie, if I got Hillary, please give me something.
[00:29:18.721 --> 00:29:20.262]  Oh, then I go, oh, really?
[00:29:20.262 --> 00:29:21.623]  I can buy you for a dollar.
[00:29:23.985 --> 00:29:25.205]  You're under my thumb.
[00:29:25.205 --> 00:29:26.406]  You're under my control.
[00:29:26.406 --> 00:29:30.367]  Take it!
[00:29:30.367 --> 00:29:32.608]  And then they steal the nomination from Bernie.
[00:29:32.608 --> 00:29:36.349]  They try to steal it from Trump.
[00:29:36.349 --> 00:29:45.853]  It caught the WikiLeaks rigging the polls, running CNN, running ABC, running CBS, running all of them, telling them what questions to ask Trump, giving the questions to Hillary.
[00:29:46.860 --> 00:29:48.001]  Getting caught doing it.
[00:29:48.001 --> 00:29:49.502]  Lying saying they didn't.
[00:29:49.502 --> 00:29:50.482]  More emails come out.
[00:29:50.482 --> 00:29:51.783]  They're forced to admit it.
[00:29:51.783 --> 00:29:52.784]  It's all rigged.
[00:29:52.784 --> 00:29:55.406]  And now you don't think they're going to try to rig it today.
[00:29:55.406 --> 00:29:57.867]  I put a video out this morning about rigging.
[00:29:57.867 --> 00:30:00.689]  I saw a few comments going, oh, you're hedging your bet, loser.
[00:30:00.689 --> 00:30:06.473]  Like, I was only tied to Trump to feel like I was a winner because I'm a winner if he gets in.
[00:30:06.473 --> 00:30:09.354]  No, the real hard work starts if he gets in to keep him honest.
[00:30:09.354 --> 00:30:11.516]  He'll be attacked from every angle.
[00:30:11.516 --> 00:30:13.137]  You want to tie a rocket to my butt?
[00:30:13.137 --> 00:30:13.957]  Put Hillary Clinton in.
[00:30:13.957 --> 00:30:16.199]  But I don't want that because I know she's evil.
[00:30:20.779 --> 00:30:23.921]  We have tripled our audience in the last month.
[00:30:23.921 --> 00:30:26.862]  It was double in the last year of that.
[00:30:26.862 --> 00:30:28.183]  It's exponential.
[00:30:28.183 --> 00:30:33.766]  We're like 160-something now on Comcast and other big rating services in the world.
[00:30:33.766 --> 00:30:39.869]  And InfoWars is one small part, 20-something percent of our overall reach.
[00:30:39.869 --> 00:30:41.810]  We're bigger than anything out there, but drudge!
[00:30:44.423 --> 00:30:46.804]  And they all, the enemy all knows that.
