[00:00:04.375 --> 00:00:05.997]  Here we are.
[00:29:47.722 --> 00:29:51.207]  If you're on the fence about Reset Wars, it's time to get off the fence.
[00:29:51.207 --> 00:29:52.949]  Join Reset Wars today.
[00:29:59.974 --> 00:30:28.249]  With all the craziness going on in the world, with the globalists plotting their next big lockdown, with the next phase of the Great Reset being a staged cyber attack, with the deep state pushing a civil war, not just here, but in Europe, and war with Russia, with the massive inflation and all the other garbage that's taking place, like supply chain breakdowns, you need to get prepared now with high quality storable food that is ready to ship.
[00:30:28.709 --> 00:30:37.251]  And it's been four years since My Patriot Supply at preparewithalex.com has offered their storable food at 25% off.
[00:30:37.251 --> 00:30:38.731]  Four years!
[00:30:38.731 --> 00:30:43.633]  But right now, it's 25% off until February 13th, 2022.
[00:30:43.633 --> 00:30:53.415]  A little over two weeks from the time I'm cutting this to get 25% off at preparewithalex.com on the entire catalog of My Patriot Supply.
[00:30:53.415 --> 00:30:54.175]  Act now.
[00:30:54.175 --> 00:30:55.395]  Get prepared now.
[00:30:55.395 --> 00:30:58.456]  This is absolutely essential for everybody that wants to be self-sufficient.
[00:30:58.576 --> 00:31:04.779]  It's hard to believe January 2022 is almost over.
[00:31:04.779 --> 00:31:08.640]  And that means our big New Year's special is about to end.
[00:31:08.640 --> 00:31:20.625]  The highest quality, whole food based, multi-vitamin and our best-selling vitamin C with zinc and rose hips formula that absolutely turbo charges your immune system.
[00:31:21.005 --> 00:31:21.425]  I think?
[00:31:36.331 --> 00:31:50.277]  You've just got three days to save 40% off on high quality products at InfoWarsTore.com, like our vitamin C, zinc, rose hips formula, that is again amazing for your immune system and so much more.
[00:31:50.277 --> 00:31:57.240]  And of course our whole food multivitamin, meaning it comes from organic sources and is again the highest quality for your body.
[00:31:57.240 --> 00:31:59.621]  It's all available at InfoWarsTore.com right now.
[00:31:59.821 --> 00:32:03.383]  UN-run contact tracers aren't coming, they're here.
[00:32:03.383 --> 00:32:18.091]  All over the world, from Australia to the United States, from Canada to Germany, these tyrants are tracking everything you do, everywhere you go, and then coming to your house and threatening, in some cases actually, taking people away into the night to their facilities.
[00:32:18.091 --> 00:32:26.316]  And they're planning in the next year to expand their shield process, where they come and take, quote, healthy people away and put them in facilities for their safety.
[00:32:26.656 --> 00:32:28.477]  This is nothing less than martial law.
[00:32:28.477 --> 00:32:36.279]  And one big thing you can do to fight back is to get high-quality Faraday cages, many of which are made here in America and are very compliant, meaning U.S.
[00:32:36.279 --> 00:32:39.640]  government military grade, at InfoWarStore.com.
[00:32:39.640 --> 00:32:45.422]  We have the entire line of Silent Pocket ready to ship to you when you visit InfoWarStore.com.
[00:32:45.422 --> 00:32:46.822]  Again, we have big backpacks,
[00:32:47.142 --> 00:32:48.683]  We have special dry bags.
[00:32:48.683 --> 00:32:49.964]  We've got them for cell phones.
[00:32:49.964 --> 00:32:51.625]  We've got them for laptops.
[00:32:51.625 --> 00:32:52.545]  We've got them for iPads.
[00:32:52.545 --> 00:32:55.146]  It's all there at InfoWarsTore.com.
[00:32:55.146 --> 00:33:00.910]  So protect your privacy today and support the InfoWar at InfoWarsTore.com.
[00:33:00.910 --> 00:33:06.813]  Leading a frontal assault on the lies of the New World Order, it's Alex Jones.
[00:33:20.953 --> 00:33:23.814]  I want to take humanity to the next level.
[00:33:23.814 --> 00:33:27.596]  I want our culture to grow up in freedom together.
[00:33:27.596 --> 00:33:28.717]  The love of God.
[00:33:28.717 --> 00:33:31.759]  The love of discovery and creation.
[00:33:31.759 --> 00:33:39.683]  We will have our victory.
[00:33:39.683 --> 00:33:45.666]  We now take you live to the Central Texas Command Center in the heart of the resistance.
[00:33:45.666 --> 00:33:48.127]  You're listening to Alex Jones.
[00:33:50.157 --> 00:33:52.698]  My job is to become obsolete.
[00:33:52.698 --> 00:33:58.801]  What everybody knows about the New World Order and the Bilderberg Group and the Great Reset and the transhumanist cult.
[00:33:58.801 --> 00:34:12.888]  And we've gone from maybe one half of one percent knowing who they were 28 years ago, when I first got on air, to now about 20 percent of the public knows and a large portion of government knows.
[00:34:12.888 --> 00:34:15.730]  Not just the side of government and corporate governance.
[00:34:16.687 --> 00:34:26.153]  That's working with the globalist, but now the other side waking up to what's going on and knowing how to strike at the root and how to resist it.
[00:34:26.153 --> 00:34:32.036]  By showing it's illegitimate, it acts as a private corporate intelligence agency, uses blackmail and control.
[00:34:32.036 --> 00:34:39.320]  Once you know its tools and once you know its goal is the collapse of civilization, you understand that you can't work with it.
[00:34:39.320 --> 00:34:40.601]  You can't make deals with it.
[00:34:40.601 --> 00:34:45.224]  You can't sell out for a while and get rich with it because your children will be destroyed.
[00:34:45.805 --> 00:34:48.186]  And you're not going to have to wait long now because it's here.
[00:34:48.186 --> 00:34:55.289]  A lot of folks will still sell out and say, well, we'll just double cross them later.
[00:34:55.289 --> 00:34:59.590]  Now you know that's not the case.
[00:34:59.590 --> 00:35:02.011]  All right.
[00:35:02.011 --> 00:35:09.474]  Here is a little excerpt of some of what General Flynn talked about this morning when I taped an interview with him right before we went live at 11 a.m.
[00:35:09.474 --> 00:35:09.774]  Central.
[00:35:11.059 --> 00:35:19.128]  And we are going to, again, have this interview posted to Band.Video and InfoWars.com in full by the fourth hour.
[00:35:19.128 --> 00:35:22.972]  And we will premiere it here in the fourth hour as well today.
[00:35:22.972 --> 00:35:29.959]  But it's absolutely the most important interview yet with General Flynn, the former head of Defense Intelligence, former National Security Advisor.
[00:35:31.076 --> 00:35:32.157]  I don't know.
[00:35:50.475 --> 00:36:06.147]  Worst case scenario in this case, as I started to look at this build up in this what I call road to war, is this movement where you start to talk about nuclear weapons and people that are talking about World War Three.
[00:36:06.147 --> 00:36:10.991]  I mean, this is not going to be some, you know, movie, right?
[00:36:10.991 --> 00:36:15.494]  This is real.
[00:36:15.494 --> 00:36:17.576]  And in a World War Three scenario,
[00:36:18.348 --> 00:36:33.574]  World War Three scenario, which people in Washington, D.C., people in the legislative branch, some of these senators, some of these members of Congress, some of these people in the National Security Council, some of these think tankers, they are all like beating the drums, like we should be ready to go.
[00:36:33.574 --> 00:36:34.655]  We should go.
[00:36:34.655 --> 00:36:35.875]  No, no.
[00:36:35.875 --> 00:36:37.136]  Take a deep breath, everybody.
[00:36:37.136 --> 00:36:43.038]  I think that we are going to see, I expect something again, another distraction.
[00:36:43.038 --> 00:36:45.499]  You know, some I really do.
[00:36:45.499 --> 00:36:47.220]  I expect because of what was staged.
[00:36:48.341 --> 00:36:56.206]  On January 6th and what was staged up in Michigan to kidnap, you know, the fake kidnapping of the governor up in Michigan, Whitmer.
[00:36:56.206 --> 00:36:58.027]  I think we're going to see staged events.
[00:36:58.027 --> 00:36:58.547]  I really do.
[00:36:58.547 --> 00:37:00.989]  I mean, I really do think that do not put past.
[00:37:01.661 --> 00:37:20.353]  This administration, with their, you know, their thugs in some cases that they have access to, do not put it past them to stage something and then declare some type of national emergency in order to further shut down aspects of our freedoms.
[00:37:20.353 --> 00:37:21.454]  I mean, I believe that.
[00:37:21.454 --> 00:37:26.217]  So, you know, and I tell that to people and I'm telling it to you and I'm telling it to your audience.
[00:37:26.217 --> 00:37:30.280]  You know, in 30 seconds, it has to do with this beautiful country that my father
[00:37:30.762 --> 00:37:37.867]  It was a World War II and Korea War veteran and my mother, who decided to have nine children, thank God.
[00:37:37.867 --> 00:37:46.572]  They handed my family, my generation, our generation, Alex, a beautiful country on a silver platter and said, you know, go forth and do good.
[00:37:46.572 --> 00:37:47.493]  Be good to others.
[00:37:48.291 --> 00:37:49.932]  InfoWars, tomorrow's news, today.
[00:38:14.742 --> 00:38:16.443]  Very powerful interview.
[00:38:16.443 --> 00:38:19.664]  And when an information war, you want to win it, you share it.
[00:38:19.664 --> 00:38:24.666]  You don't want to win it, then roll over and die, folks, because they're coming for everybody.
[00:38:24.666 --> 00:38:26.706]  They're coming for everybody.
[00:38:26.706 --> 00:38:28.127]  I got a USA Today article here.
[00:38:29.534 --> 00:38:34.940]  That I'll get to later when Roger Stone joins us, but just wait till you see that Roger Stone bottom in the next hour.
[00:38:34.940 --> 00:38:42.327]  Then a big prominent lawyer who's won a lot of lawsuits against these workplace vaccines is going to be popping in in the third hour and a lot of other news.
[00:38:42.327 --> 00:38:47.193]  And then of course, we are going to have the big Flynn interview in full.
[00:38:47.193 --> 00:38:50.316]  It'll just perfectly fit in that one hour.
[00:38:50.316 --> 00:38:51.597]  So that's coming up.
[00:38:51.597 --> 00:38:51.877]  Okay.
[00:38:54.306 --> 00:39:03.293]  Something I need to announce to the listeners that's extremely serious, not just for me, but for all of you, needs to get said here, okay?
[00:39:03.293 --> 00:39:06.236]  Nietzsche said, that which does not kill you only makes you stronger.
[00:39:06.236 --> 00:39:06.776]  And it's true.
[00:39:06.776 --> 00:39:14.062]  We've been boycotted and censored and attacked and lied about for 20 years of my 28 years on air.
[00:39:14.062 --> 00:39:19.207]  And so it forced us to get our own warehouse and our own shipping department and our own products and our own everything because
[00:39:20.413 --> 00:39:26.558]  Our sponsors would get great responses, but then they would call up and threaten to kill their families and they'd say, sorry, people just threatened to kill our family.
[00:39:26.558 --> 00:39:27.379]  They came to our house.
[00:39:27.379 --> 00:39:28.860]  We can't be a sponsor.
[00:39:28.860 --> 00:39:30.742]  And that was happening 10 years ago.
[00:39:30.742 --> 00:39:34.265]  So we had to go out, start our own thing, sell our own stuff.
[00:39:34.265 --> 00:39:41.011]  And I was in a hole, I don't know, two, three years ago of three plus million dollars.
[00:39:41.011 --> 00:39:44.754]  And we got a lot of products in, the listers bought them, we got out of the hole.
[00:39:46.252 --> 00:39:46.472]  I think.
[00:40:01.212 --> 00:40:10.262]  So we can't spend money out 25 weeks and then have an order coming in at 10 that we put in 20 weeks ago and then have to put in the next order and pay for half of it.
[00:40:10.262 --> 00:40:11.323]  We don't have the money for that.
[00:40:11.323 --> 00:40:15.227]  That's the shortfall of the supply chain 25 weeks out.
[00:40:15.227 --> 00:40:21.473]  And I talk to people in business and energy and oil fields and gas and power plants.
