[00:00:00.402 --> 00:00:01.444]  Brother.
[00:26:36.500 --> 00:26:38.460]  I'm going to say that again.
[00:26:38.460 --> 00:26:45.642]  Hundreds of food items at the grocery store have fluoride in them strong enough to kill roaches.
[00:26:45.642 --> 00:26:47.322]  I'm going to say that again.
[00:26:47.322 --> 00:26:52.884]  Hundreds of food items at the store have fluoride strong enough in it to kill roaches.
[00:26:52.884 --> 00:26:53.764]  I'm going to say that again.
[00:26:55.470 --> 00:27:03.494]  Hundreds of food items at the store have fluoride in them strong enough to poison insects to death.
[00:27:03.494 --> 00:27:05.214]  I'm not trying to scare you.
[00:27:05.214 --> 00:27:12.998]  I'm warning you, we're under total attack!
[00:27:12.998 --> 00:27:22.422]  Before I get into that news, and into the economic news, and into the latest Vatican news, and into the TPP news, and the treason there, let me just give you this article.
[00:27:28.834 --> 00:27:31.296]  This is out of the London Telegraph.
[00:27:31.296 --> 00:27:37.341]  How sexually confusing moths could save your clothes from holes?
[00:27:37.341 --> 00:27:47.288]  See, they tell you changing the sexual persuasion of insects, that's how they kill fire ants and many other things, is a good thing.
[00:27:47.288 --> 00:27:48.269]  And they sell the idea.
[00:27:48.269 --> 00:27:49.510]  Let me explain something.
[00:27:49.510 --> 00:27:54.254]  This is what's been deployed against us in the globalist's own words.
[00:27:57.290 --> 00:28:12.405]  And then as it becomes super common for females to feel like males and males to feel like females because of the chemicals that have been publicly deployed against us, they then advertise it as if it's a cultural change and a right and a wondrous thing.
[00:28:13.326 --> 00:28:31.355]  Just like breast cancer going up 2,000 plus, 3,000 plus percent depending on which western country in the last 50 years is made into a big thing of let's give money when we buy things and when we get a drink or when we go for a jog in a marathon or a 10k and give money to find the cure.
[00:28:31.355 --> 00:28:34.796]  No, let's find why it's exploding.
[00:28:34.796 --> 00:28:36.437]  I've said it hundreds of times.
[00:28:36.437 --> 00:28:40.059]  If people were getting shot in record numbers, you'd find out who was shooting them.
[00:28:40.059 --> 00:28:42.160]  You wouldn't try to find a cure for gunshot wounds.
[00:28:46.018 --> 00:28:47.719]  But see, they make it a process.
[00:28:47.719 --> 00:28:49.119]  Everybody's got autism now!
[00:28:49.119 --> 00:28:50.139]  Be part of the community!
[00:28:50.139 --> 00:28:54.401]  But never find out why it's up from 1 in 30,000 to 1 in 56.
[00:28:54.401 --> 00:28:59.882]  In South Korea, 1 in 25.
[00:28:59.882 --> 00:29:02.643]  They're the record-level vacciners.
[00:29:02.643 --> 00:29:04.844]  Soon it'll be 1 in 10, 1 in 5.
[00:29:04.844 --> 00:29:09.385]  They're saying by 2030, 1 in 3 won't be able to talk.
[00:29:09.385 --> 00:29:11.486]  It'll be part of the community!
[00:29:11.486 --> 00:29:12.806]  No one ask why!
[00:29:12.806 --> 00:29:15.567]  You're not against the autistic children, are you?
[00:29:18.254 --> 00:29:21.678]  Even mentioning that someone did it to them is, oh, you're against them.
[00:29:21.678 --> 00:29:25.762]  Oh, oh, hey, they're putting chemicals in the water to make men be attracted to men.
[00:29:25.762 --> 00:29:26.663]  They do it to insects, too.
[00:29:26.663 --> 00:29:27.444]  Here's the document.
[00:29:27.444 --> 00:29:29.026]  Shut up, you're against gay people.
[00:29:29.026 --> 00:29:32.570]  Uh, no, I'm saying it's being purposely done on record.
[00:29:33.371 --> 00:29:35.132]  We're gonna come back and break it down.
[00:29:35.132 --> 00:29:36.913]  It's chemical warfare.
[00:29:36.913 --> 00:29:39.535]  Does that mean that it hasn't always happened throughout history?
[00:29:39.535 --> 00:29:40.516]  Naturally, yes.
[00:29:40.516 --> 00:29:42.177]  The numbers are way up though.
[00:29:42.177 --> 00:29:43.478]  Artificially being done.
[00:29:43.478 --> 00:29:44.879]  We're on the march.
[00:29:44.879 --> 00:29:46.380]  The empire's on the run.
[00:29:46.380 --> 00:29:47.400]  It's the gay bomb.
[00:29:47.400 --> 00:29:49.762]  Alex Jones and the GCN Radio Network.
[00:29:49.762 --> 00:29:50.983]  It's a chemical pheromone.
[00:29:54.349 --> 00:30:01.375]  The Pope has written an encyclical calling for a global political authority with power to save the environment.
[00:30:01.375 --> 00:30:07.060]  A Pope once came after Galileo for pointing out that the sun was the center of our solar system.
[00:30:07.060 --> 00:30:12.265]  Today, those who point out that the sun is the dominant factor in climate are vilified.
[00:30:12.845 --> 00:30:18.288]  The dogma of man-made global warming has been more of a religion than a science for a long time.
[00:30:18.288 --> 00:30:25.391]  James Lovelock, father of the Gaia hypothesis, pointedly said that environmentalism has, quote, become a religion, unquote.
[00:30:25.391 --> 00:30:33.415]  The outgoing head of the UN Intergovernmental Panel on Climate Change said climate change is, quote, my religion and dharma, unquote.
[00:30:33.815 --> 00:30:36.977]  The religion of environmentalism even has its own indulgences.
[00:30:36.977 --> 00:30:41.179]  You can pay for your sins against the environment with carbon credits.
[00:30:41.179 --> 00:30:46.402]  It was the abuse of indulgences by a former Pope that led to the Protestant Reformation.
[00:30:46.402 --> 00:30:51.445]  Today, we need a political and scientific reformation of the Church of Climatology.
[00:30:51.445 --> 00:30:53.326]  For Infowars.com, I'm David Knight.
[00:30:53.786 --> 00:30:54.366]  I want more candy!
[00:30:54.366 --> 00:30:55.507]  I want more baby again!
[00:30:55.507 --> 00:30:57.027]  Mine, mine, mine!
[00:30:57.027 --> 00:31:06.771]  And it's that type of behavior that spurred me to do the research to develop a true nutraceutical formula that was designed to smooth out and help children focus.
[00:31:06.771 --> 00:31:09.471]  All of our children are hit with modern mind control.
[00:31:09.471 --> 00:31:13.033]  Television, music, fast food, GMOs, sugars, you name it.
[00:31:13.033 --> 00:31:19.355]  Young humans have not yet developed their nervous system and are being hammered daily by globulous concoctions.
[00:31:19.355 --> 00:31:22.696]  It's no wonder they can't focus and calm down and then are put on
[00:31:22.936 --> 00:31:23.797]  We're good to go.
[00:31:53.700 --> 00:32:10.356]  Ladies and gentlemen, you haven't really ever heard firearms manufacturers as sponsors on my syndicated radio show, or the nightly news, or the news website, InfoWars.com, because the companies I've been approached by were not the highest quality, and they weren't as affordable as they should be, so I refused.
[00:32:10.356 --> 00:32:13.859]  Probably 30, 40 firearms manufacturers over the years will then
[00:32:14.199 --> 00:32:18.260]  About six months ago, we get contacted by Head Down Firearms.
[00:32:18.260 --> 00:32:19.801]  hdfirearms.com.
[00:32:19.801 --> 00:32:28.223]  Owned and run by a bunch of former Navy SEALs, Special Ops people, they're veterans, they're patriots, they're listeners of the radio show, and they want to support the broadcast.
[00:32:28.223 --> 00:32:32.164]  It's always about security, whether it's for yourself, your wife, your loved ones.
[00:32:32.164 --> 00:32:34.545]  Go to their website, hdfirearms.com.
[00:32:34.545 --> 00:32:38.966]  Buy right off their website, and they'll just send it to the FFL dealer of your choice.
[00:32:38.966 --> 00:32:43.067]  You can pick it up at the gun show, you can pick it up at a local sporting goods store, whatever you do,
[00:32:43.487 --> 00:32:46.668]  Get your Head Down firearm today.
[00:32:46.668 --> 00:32:51.350]  The spirit of 1776 lives at Head Down Firearms.
[00:32:51.350 --> 00:33:03.815]  Hdfirearms.com.
[00:33:03.815 --> 00:33:04.956]  I'm up here in space.
[00:33:06.431 --> 00:33:15.435]  Crashing through the lies and disinformation, it's Alex Jones on the GCN Radio Network.
[00:33:15.435 --> 00:33:16.455]  I'm here in space.
[00:33:16.455 --> 00:33:17.856]  I'm looking out on you.
[00:33:17.856 --> 00:33:18.936]  Looking out on you.
[00:33:18.936 --> 00:33:20.297]  My lasers trace.
[00:33:20.297 --> 00:33:21.877]  My lasers trace.
[00:33:21.877 --> 00:33:22.638]  Everything you do.
[00:33:22.638 --> 00:33:24.178]  Everything you do.
[00:33:24.178 --> 00:33:25.579]  You think you've privatized.
[00:33:25.579 --> 00:33:27.119]  You think you've privatized.
[00:33:27.119 --> 00:33:28.420]  Ain't nothing of the kind.
[00:33:29.974 --> 00:33:31.095]  There is no true escape, I'm watching all the time!
[00:33:31.095 --> 00:33:31.435]  I'm the Lamento!
[00:33:31.435 --> 00:33:31.755]  I'm the Lamento!
[00:33:31.755 --> 00:33:32.215]  I suck at screen!
[00:33:32.215 --> 00:33:32.735]  I am from Pet Show Off!
[00:33:32.735 --> 00:33:33.296]  I am from Pet Show Off!
[00:33:33.296 --> 00:33:34.156]  I keep the country free!
[00:33:34.156 --> 00:33:35.177]  I'm Alexis, the electric spy!
[00:33:35.177 --> 00:33:35.817]  I'm Alexis, the electric spy!
[00:33:35.817 --> 00:33:37.578]  I'm Alexis, the electric spy!
[00:33:37.578 --> 00:33:38.338]  I'm Alexis, the electric spy!
[00:33:38.338 --> 00:33:38.939]  I'm Alexis, the electric spy!
[00:33:38.939 --> 00:33:39.759]  I'm Alexis, the electric spy!
[00:33:39.759 --> 00:33:40.740]  I'm Alexis, the electric spy!
[00:33:40.740 --> 00:33:41.940]  I'm Alexis, the electric spy!
[00:33:41.940 --> 00:33:42.721]  I'm Alexis, the electric spy!
[00:33:42.721 --> 00:33:43.381]  I'm Alexis, the electric spy!
[00:33:43.381 --> 00:33:44.121]  I'm Alexis, the electric spy!
[00:33:44.121 --> 00:33:45.362]  I'm Alexis, the electric spy!
[00:33:45.362 --> 00:33:47.283]  I'm Alexis, the electric spy!
[00:33:47.283 --> 00:33:49.124]  I'm Alexis, the electric spy!
[00:33:49.124 --> 00:33:50.385]  I'm Alexis, the electric spy!
[00:33:50.385 --> 00:33:51.025]  I'm Alexis, the electric spy!
[00:33:51.025 --> 00:33:51.605]  I'm Alexis, the electric spy!
[00:33:51.605 --> 00:33:52.246]  I'm Alexis, the electric spy!
[00:33:52.246 --> 00:33:52.986]  I'm Alexis, the electric spy!
[00:33:52.986 --> 00:33:53.666]  I'm Alexis, the electric spy!
[00:33:53.666 --> 00:33:54.587]  I'm Alexis, the electric spy!
[00:33:58.905 --> 00:34:04.107]  Can't Fill My Stare, an incredible lyrics of Halford.
[00:34:04.107 --> 00:34:26.675]  What a brain.
[00:34:26.675 --> 00:34:28.216]  Now the electric eye.
[00:34:30.069 --> 00:34:32.191]  He's watching everybody.
[00:34:32.191 --> 00:34:33.952]  And now it's becoming sentient.
[00:34:33.952 --> 00:34:35.614]  The beast that talks.
[00:34:35.614 --> 00:34:38.736]  The great machine worshipped worldwide that all can see.
[00:34:38.736 --> 00:34:46.583]  The holograms projected into your living rooms that are about to be rolled out in the next few years.
[00:34:46.583 --> 00:34:52.288]  You know, James Cameron got led into all this stuff about 25 years ago by the Globalist.
[00:34:52.288 --> 00:34:56.071]  And he's got these big quasi-secret laboratories in Los Angeles.
[00:34:57.421 --> 00:35:02.684]  Where they're planning the future of TV and movies where you go in and around you.
[00:35:02.684 --> 00:35:06.846]  It's a 360 movie with holograms.
[00:35:06.846 --> 00:35:11.969]  And they're preparing for the massive rollout of these in the near future.
[00:35:11.969 --> 00:35:15.471]  But Cameron got so freaked out by it.
[00:35:15.471 --> 00:35:21.054]  That he basically abandoned a lot of it and left the United States to New Zealand.
[00:35:21.054 --> 00:35:25.737]  And at the time I talked about that.
[00:35:25.737 --> 00:35:27.138]  And then now of course it's been admitted.
[00:35:31.038 --> 00:35:38.062]  You see, the stuff's so horrible that these billionaires are being told about, that they're really freaking out and having serious conscience problems.
[00:35:38.062 --> 00:35:38.703]  I would too.
[00:35:38.703 --> 00:35:47.688]  I mean, I freak out every day knowing about all this, and just sitting here watching it all unfold.
