[00:00:01.000 --> 00:00:15.000]  Intro
[00:21:36.956 --> 00:21:38.996]  It's already in Singapore.
[00:21:38.996 --> 00:21:41.476]  It's the end of freedom as we know it.
[00:21:41.476 --> 00:21:43.476]  You call your opposition terrorists.
[00:21:43.476 --> 00:21:46.076]  You call them white supremacists that are killing everybody.
[00:21:46.076 --> 00:21:48.876]  And you stage some false flags and blame it on the right wing.
[00:21:48.876 --> 00:21:50.235]  Those are coming.
[00:21:50.235 --> 00:21:53.396]  Whenever you see Hispanics or anybody else kill other people,
[00:21:53.396 --> 00:21:55.036]  they're always a white supremacist.
[00:21:55.036 --> 00:21:59.436]  When a guy from East Asia runs in with a truck,
[00:21:59.436 --> 00:22:01.196]  looks like an accident into a barrier,
[00:22:01.235 --> 00:22:03.996]  they lay out a Nazi flag and say white supremacist attacks.
[00:22:05.476 --> 00:22:07.876]  They're saying basically all crime is white supremacist now,
[00:22:07.876 --> 00:22:12.436]  total lies, while suppressing the real crime statistics.
[00:22:12.436 --> 00:22:15.275]  But this issue of the power grid is so big
[00:22:15.275 --> 00:22:18.516]  because it's really one of the last pieces.
[00:22:18.516 --> 00:22:20.716]  When you see the globalist saying
[00:22:20.716 --> 00:22:23.396]  that a cyber attack is the next big thing,
[00:22:23.396 --> 00:22:24.796]  we've already taken over the medical system,
[00:22:24.796 --> 00:22:26.796]  Klaus Schwab says, using the virus.
[00:22:26.796 --> 00:22:29.076]  It's been a great opportunity for power and control.
[00:22:29.076 --> 00:22:29.916]  He said it.
[00:22:31.235 --> 00:22:32.636]  Bill Gates has said it.
[00:22:34.235 --> 00:22:35.235]  George Soros has said it.
[00:22:35.235 --> 00:22:36.076]  We've got a clip of that.
[00:22:36.076 --> 00:22:37.356]  We'll play next segment.
[00:22:37.356 --> 00:22:40.275]  That it's allowed an authoritarian power grab
[00:22:41.436 --> 00:22:43.876]  through BlackRock and the big corporations
[00:22:43.876 --> 00:22:48.876]  with these systems to take full control of society.
[00:22:49.476 --> 00:22:52.916]  But now they want control, not just with the ESGs.
[00:22:52.916 --> 00:22:55.796]  They want full control of the power grid itself.
[00:22:55.796 --> 00:22:58.076]  And they need to attack it themselves,
[00:22:58.076 --> 00:23:00.596]  not just infrastructure-wise by shutting off pipelines,
[00:23:00.596 --> 00:23:02.116]  shutting off smaller companies,
[00:23:02.116 --> 00:23:03.476]  shutting off competition,
[00:23:03.476 --> 00:23:05.556]  and vertically integrating the system.
[00:23:06.755 --> 00:23:09.716]  But now they need to fully jerk our chain
[00:23:09.716 --> 00:23:11.636]  and turn it on and off again
[00:23:11.636 --> 00:23:14.876]  to make us bow down to whatever their demands are.
[00:23:14.876 --> 00:23:17.636]  And it was Enron in the 80s and 90s
[00:23:17.636 --> 00:23:19.076]  who came up with this plan.
[00:23:19.076 --> 00:23:22.116]  This is a congressional testimony for the carbon taxes,
[00:23:22.116 --> 00:23:24.196]  for the ESGs, for all of it.
[00:23:24.196 --> 00:23:26.476]  And they famously would turn the power off
[00:23:26.476 --> 00:23:28.516]  in different areas of the country,
[00:23:28.516 --> 00:23:29.755]  particularly the West Coast,
[00:23:29.755 --> 00:23:32.275]  and then say, oh, sorry, we've got to charge you triple.
[00:23:32.275 --> 00:23:33.116]  There's no power.
[00:23:33.116 --> 00:23:34.275]  And it was all made up.
[00:23:34.275 --> 00:23:35.796]  So it's, again, training you
[00:23:35.796 --> 00:23:38.316]  that there's artificial scarcity,
[00:23:38.316 --> 00:23:40.916]  training you that you don't always get energy.
[00:23:40.916 --> 00:23:41.755]  I mean, look at South Africa.
[00:23:41.755 --> 00:23:42.956]  They used to have energy 24 hours a day.
[00:23:42.956 --> 00:23:44.836]  Now they have like four hours a day.
[00:23:44.836 --> 00:23:46.156]  That's all done by design.
[00:23:47.275 --> 00:23:49.716]  But the elites in their areas that are essential,
[00:23:49.716 --> 00:23:50.996]  they've always got power.
[00:23:50.996 --> 00:23:53.676]  So we're being brought into the post-industrial world.
[00:23:53.676 --> 00:23:56.076]  And what's going to piss the public off really bad?
[00:23:56.076 --> 00:23:57.796]  They stage some false flags and blame people.
[00:23:58.076 --> 00:23:59.755]  Most people see through it,
[00:23:59.755 --> 00:24:02.876]  especially when it's just so ridiculously done.
[00:24:02.876 --> 00:24:05.036]  Just came out, FBI report, San Bernardino,
[00:24:05.036 --> 00:24:07.116]  what the local news said, all the witnesses said,
[00:24:07.116 --> 00:24:10.755]  three white men in tactical gear shooting the people,
[00:24:10.755 --> 00:24:15.275]  false flag, and it looks like the Muslims
[00:24:15.275 --> 00:24:18.116]  were like involved, but there was other groups.
[00:24:18.116 --> 00:24:20.755]  And we just reported what the local news said at the time,
[00:24:20.755 --> 00:24:21.755]  what witnesses all said,
[00:24:21.755 --> 00:24:25.036]  and now it's the FBI report came out last week
[00:24:25.036 --> 00:24:26.836]  that, okay, there was other people involved
[00:24:26.876 --> 00:24:28.076]  with police weapons.
[00:24:28.076 --> 00:24:31.516]  So there's a lot of stuff going on here.
[00:24:31.516 --> 00:24:33.836]  So I've got a bunch of clips.
[00:24:33.836 --> 00:24:35.316]  They're up on Infowars.com.
[00:24:35.316 --> 00:24:36.196]  I'm not going to play them all here,
[00:24:36.196 --> 00:24:40.356]  but CNN, CBS News, everywhere.
[00:24:40.356 --> 00:24:44.036]  It's the right-wingers, those damn Nazis,
[00:24:44.036 --> 00:24:47.076]  those evil people, they're just causing every problem.
[00:24:47.076 --> 00:24:49.476]  You slip on a banana peel, it's white people.
[00:24:49.476 --> 00:24:52.436]  Now they're going to blow up the power grid.
[00:24:52.436 --> 00:24:54.076]  They're not going to burn down a bunch of cities,
[00:24:54.076 --> 00:24:55.235]  mostly peaceful protests.
[00:24:55.235 --> 00:24:57.396]  They're not going to go around to the knockout game,
[00:24:57.396 --> 00:24:58.235]  and they're not going to go around
[00:24:58.235 --> 00:25:00.836]  and have 45 armed robberies in one day in Chicago.
[00:25:00.836 --> 00:25:03.636]  No, no, no, but just, this isn't reality-based.
[00:25:03.636 --> 00:25:06.156]  This is just, okay, the power grid's getting ready to go down
[00:25:06.156 --> 00:25:07.916]  and we'll have a new system after it goes down
[00:25:07.916 --> 00:25:09.636]  and take full control of your life.
[00:25:10.716 --> 00:25:12.076]  And we all have smart meters in your house
[00:25:12.076 --> 00:25:13.796]  watching you and controlling what you do.
[00:25:13.796 --> 00:25:16.836]  And darn it, those evil Trump supporters,
[00:25:16.836 --> 00:25:19.476]  man, they knocked the power out in the Midwest
[00:25:19.476 --> 00:25:21.316]  for two weeks or two months,
[00:25:21.316 --> 00:25:23.476]  or who knows where they're going to hit.
[00:25:23.516 --> 00:25:27.356]  But they've told you it's following exactly as I said.
[00:25:27.356 --> 00:25:29.275]  Everything is proceeding as I have foreseen it
[00:25:29.275 --> 00:25:31.396]  because it's all pre-programmed.
[00:25:31.396 --> 00:25:35.116]  Again, how do I know when a Chevrolet is coming out
[00:25:35.116 --> 00:25:36.356]  with a new electric car?
[00:25:36.356 --> 00:25:37.755]  Well, they run the stupid ads everywhere.
[00:25:37.755 --> 00:25:38.676]  You can't miss it.
[00:25:39.956 --> 00:25:42.116]  So it's the same programming.
[00:25:42.116 --> 00:25:44.636]  It's like advertising, preparing you.
[00:25:44.636 --> 00:25:46.436]  Oh my gosh, the grid, it's going to happen.
[00:25:46.436 --> 00:25:48.076]  And then when the grid goes down,
[00:25:48.076 --> 00:25:50.755]  they go, how did Klaus Schwab know?
[00:25:50.755 --> 00:25:51.596]  It's like Bill Gates.
[00:25:51.596 --> 00:25:53.116]  Oh, we'll be imminently hit with a new virus
[00:25:53.755 --> 00:25:54.755]  within a year that it happens.
[00:25:54.755 --> 00:25:56.556]  And he's running drills, the exact same thing happening.
[00:25:56.556 --> 00:25:57.716]  I mean, it's all there.
[00:25:57.716 --> 00:26:00.116]  And if they get caught releasing the viruses or whatever,
[00:26:00.116 --> 00:26:02.596]  they just go, oh no, this is just a drill,
[00:26:02.596 --> 00:26:03.676]  not a battle plan.
[00:26:03.676 --> 00:26:04.716]  It was just a drill.
[00:26:04.716 --> 00:26:06.676]  You know, it matches you word for word.
[00:26:07.676 --> 00:26:09.876]  And they do it over and over and over again.
[00:26:11.196 --> 00:26:13.235]  And so they're going to hit us with everything.
[00:26:13.235 --> 00:26:17.596]  And a lot of people have decided just to go along with this
[00:26:17.596 --> 00:26:18.956]  because it's so scary.
[00:26:18.956 --> 00:26:21.036]  Compliance with this will destroy everybody,
[00:26:21.036 --> 00:26:23.356]  our way of life, our independence, our security.
[00:26:23.356 --> 00:26:24.876]  This is insane.
[00:26:24.876 --> 00:26:27.836]  This is a circular firing squad.
[00:26:27.836 --> 00:26:29.956]  And people have to come to grips with the fact
[00:26:29.956 --> 00:26:33.116]  that I don't just magically predict what's going to happen.
[00:26:33.116 --> 00:26:34.076]  I know the enemy.
[00:26:34.076 --> 00:26:36.796]  If you just looked at this, you would know what's going on.
[00:26:36.796 --> 00:26:38.275]  Let's go ahead and play a minute and a half clip
[00:26:38.275 --> 00:26:42.275]  of Klaus Schwab two years ago,
[00:26:42.275 --> 00:26:44.796]  saying the cyber attack is imminent
[00:26:44.796 --> 00:26:48.956]  and will make COVID look like a minor inconvenience
[00:26:48.996 --> 00:26:51.196]  and you bet how horrible it will be
[00:26:51.196 --> 00:26:52.796]  when everything shuts down.
[00:26:52.796 --> 00:26:54.116]  But then in his own literature,
[00:26:54.116 --> 00:26:55.836]  he wants to shut things down and says,
[00:26:55.836 --> 00:26:59.316]  was it for the good to let the little birdies
[00:26:59.316 --> 00:27:01.716]  and bees to be left alone by all of you?
[00:27:01.716 --> 00:27:04.316]  You will eat some bugs, soon you'll have nothing.
[00:27:04.316 --> 00:27:05.755]  Soon you'll own nothing.
[00:27:05.755 --> 00:27:07.156]  Soon you will like it.
[00:27:07.156 --> 00:27:09.116]  Ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah.
[00:27:09.116 --> 00:27:11.036]  Yeah, it's going to do it for you.
[00:27:11.036 --> 00:27:13.076]  So, here it is.
[00:27:13.196 --> 00:27:16.196]  As a young generation, like Prime Minister Trudeau,
[00:27:16.196 --> 00:27:20.196]  half of this cabinet are actually young noble leaders
[00:27:20.196 --> 00:27:21.516]  of the world, correct?
[00:27:21.516 --> 00:27:23.996]  So, if we penetrate the cabinets,
[00:27:23.996 --> 00:27:26.956]  the change is not just happening.
[00:27:26.956 --> 00:27:31.275]  The change can be shaped by us.
[00:27:31.275 --> 00:27:34.356]  We have to prepare for a more angry world.
[00:27:34.356 --> 00:27:37.275]  How to prepare to take the necessary action
[00:27:37.275 --> 00:27:39.316]  to create a fairer world?
[00:27:39.356 --> 00:27:41.676]  I see the need for a great reset.
[00:27:41.676 --> 00:27:44.716]  So, people assume we are just going back
[00:27:44.716 --> 00:27:46.876]  to the good old world which we had
[00:27:46.876 --> 00:27:49.356]  and everything will be normal again.
[00:27:49.356 --> 00:27:52.436]  This is, let's say, fiction.
[00:27:52.436 --> 00:27:53.836]  It will not happen.
[00:27:53.836 --> 00:27:58.036]  There is only one way this pandemic is going to go.
[00:27:58.036 --> 00:28:01.636]  It's going to get worse and worse and worse.
[00:28:01.636 --> 00:28:05.356]  Pain is the only thing that is going to go away.
[00:28:05.356 --> 00:28:09.076]  It's going to get worse and worse and worse.
[00:28:09.076 --> 00:28:14.436]  Pay insufficient attention to the frightening scenario
[00:28:14.436 --> 00:28:16.916]  of a comprehensive cyber attack
[00:28:16.916 --> 00:28:20.036]  which would bring to a complete halt
[00:28:20.036 --> 00:28:23.716]  to the power supply, transportation,
[00:28:23.716 --> 00:28:28.956]  hospital services, our society as a whole.
[00:28:28.956 --> 00:28:34.516]  The COVID-19 crisis would be seen in this respect
[00:28:34.556 --> 00:28:38.156]  as a small disturbance in comparison
[00:28:38.156 --> 00:28:40.956]  to a major cyber attack.
[00:28:47.956 --> 00:28:54.235]  COVID-19 also helped legitimize instruments of control.
[00:28:57.235 --> 00:28:59.836]  COVID-19 also helped implement control.
[00:28:59.836 --> 00:29:01.755]  Ladies and gentlemen, the truth,
[00:29:01.755 --> 00:29:04.356]  the solution is laying right there in front of you,
[00:29:04.356 --> 00:29:06.076]  hidden in plain view.
[00:29:06.076 --> 00:29:09.036]  Please listen to me in the next 60 seconds.
[00:29:09.036 --> 00:29:10.276]  If you go to Wikipedia,
[00:29:10.276 --> 00:29:12.396]  it has links to the UN's own website
[00:29:12.396 --> 00:29:14.196]  where they admit the number one cause
[00:29:14.196 --> 00:29:18.636]  of cognitive disability in the world is iodine deficiency.
[00:29:18.636 --> 00:29:22.716]  The number one preventable cause of intellectual disability
[00:29:22.716 --> 00:29:26.676]  is lack of real, pure iodine in the body
[00:29:26.676 --> 00:29:28.916]  as they bomb us with the bad halogens,
[00:29:28.956 --> 00:29:32.116]  bromine, bromide, chlorine, and so much more.
[00:29:32.116 --> 00:29:34.036]  Upwards of 2 billion people
[00:29:34.036 --> 00:29:37.316]  in a Lancet Medical Journal study in 2007
[00:29:37.316 --> 00:29:39.396]  worldwide have cognitive disabilities
[00:29:39.396 --> 00:29:42.116]  because they don't have high-quality iodine.
