[00:00:08.820 --> 00:00:13.774]  Crashing through the lies and disinformation, it's Alex Jones.
[01:43:56.185 --> 01:43:56.925]  I'm counting on you.
[01:43:57.409 --> 01:44:06.913]  InfoWarsLife and InfoWarsLife.com is extremely excited to announce our latest release, Winter Sun, a revolutionary type of vitamin D3.
[01:44:06.913 --> 01:44:11.595]  Winter Sun is a premium quality vitamin D3 nutritional supplement.
[01:44:11.595 --> 01:44:15.977]  It is produced by extracting oil from healthy nutrient-dense plants known as lichens.
[01:44:16.377 --> 01:44:19.420]  Every batch is analyzed for purity and D3 content.
[01:44:19.420 --> 01:44:21.862]  It's completely free of toxins and allergens.
[01:44:21.862 --> 01:44:25.405]  Simply put, if you want the best at an extremely low price, this is it.
[01:44:25.405 --> 01:44:29.289]  Winter Sun is the result of our pursuit of the best source of vitamin D3.
[01:44:29.289 --> 01:44:38.357]  The research and development took over two years, but the result, as verified by independent laboratories, is the best vegan vitamin D3 product in the world.
[01:44:38.357 --> 01:44:40.299]  Read the facts at InfoWarsLife.com.
[01:44:40.879 --> 01:44:43.362]  About Winter Sun, Vitamin D3.
[01:44:43.362 --> 01:44:49.288]  Not only does Vitamin D3 promote a healthy mood, but Vitamin D supports our memory and brain function.
[01:44:49.288 --> 01:44:51.431]  Something the globalists are targeting.
[01:44:51.431 --> 01:44:54.074]  Visit InfoWars.com today, or call 888-253-3139.
[01:45:00.662 --> 01:45:10.085]  One of the most incredible cups of coffee can be found in the high mountains of southern Mexico, where the Chiapas farmers have spent years perfecting their techniques.
[01:45:10.085 --> 01:45:21.507]  Based on hundreds of years of traditional techniques and perfect conditions, we've sourced only the best to provide you with our immune support and Wake Up America Patriot Blend Coffee.
[01:45:21.507 --> 01:45:27.169]  Ancient Mayan knowledge is paired with the natural fertility of the land to generate the world's finest coffee beans.
[01:45:27.449 --> 01:45:38.915]  Carefully harvested and free of toxic chemicals used in big agricultural productions, Patriot Blend coffees have a smooth, bold flavor with great depth to give you just what you need in the morning.
[01:45:38.915 --> 01:45:47.119]  You can even choose to start your morning healthier with the Immune Support Blend, infused with a powerful blend to support your immune response and stamina.
[01:45:47.119 --> 01:45:49.600]  It's time to take care of your morning routine.
[01:45:49.600 --> 01:45:55.282]  Get a bag of Patriot Blend coffee to support the show while enhancing your morning routine at InfoWarsStore.com.
[01:45:58.362 --> 01:46:04.667]  We're bringing back one of the biggest fan favorite formulas we've ever offered with even better ingredients.
[01:46:04.667 --> 01:46:07.469]  Ultimate Bone Broth.
[01:46:07.469 --> 01:46:14.035]  Info Wars Life is proud to bring you a powerhouse bone broth formula to help push you to your limits.
[01:46:14.035 --> 01:46:20.520]  This incredible formula will help you get the most out of your workout with the power of ultra-high quality bone broth.
[01:46:20.520 --> 01:46:23.142]  One of the most popular health trends on the planet.
[01:46:23.142 --> 01:46:26.265]  Built with more than seven different superfoods and crucial compounds,
[01:46:26.865 --> 01:46:35.528]  Ultimate Bone Broth will help support your healthy muscles, digestion, tendons, and ligaments, while also supporting your body's fight against free radicals.
[01:46:35.528 --> 01:46:47.491]  This incredible chicken bone broth formula contains time-tested ingredients such as turmeric root, chaga mushroom, goji berry powder, bee pollen, and alfalfa herb powder to support your body.
[01:46:47.491 --> 01:46:51.212]  It's time to experience what Ultimate Bone Broth can do for you.
[01:46:51.212 --> 01:46:54.873]  Get a bottle of the all-new version of a fan-favorite product today.
[01:46:55.413 --> 01:47:01.021]  You're listening to the Alex Jones Show!
[01:47:20.080 --> 01:47:32.464]  Live from Austin, Texas, broadcasting worldwide, it's Alex Jones.
[01:47:32.464 --> 01:47:37.206]  Alright, Roger Stone joins us with some big breaking news.
[01:47:37.206 --> 01:47:40.867]  I have a clip I'm going to play here in just a moment of Congressman Deutch.
[01:47:42.006 --> 01:47:51.852]  Out of Florida, and Congressman Deutch, back in July, one of them he banned off the internet, he then lied about me in the hearing and said that I said nobody died at Parkland, the school shooting.
[01:47:52.799 --> 01:47:56.500]  One million dollar reward, if you can find me saying that.
[01:47:56.500 --> 01:47:58.020]  But he doesn't care.
[01:47:58.020 --> 01:47:59.500]  He's defrauding his constituents.
[01:47:59.500 --> 01:48:00.960]  He's a horrible person.
[01:48:00.960 --> 01:48:04.361]  He wants to ban conservatives off the internet, which is now happening en masse.
[01:48:04.361 --> 01:48:10.342]  There's the article, see the full video, Dem Congressman pressures Facebook to ban InfoWars during a live hearing.
[01:48:10.342 --> 01:48:14.043]  Demands to know how many strikes it would take to bring down InfoWars.
[01:48:14.043 --> 01:48:15.743]  Well, don't worry!
[01:48:15.743 --> 01:48:21.104]  Thousands, it was 800 on Thursday, it's thousands now, of conservative and libertarian and pro-Trump sites
[01:48:22.245 --> 01:48:26.487]  On Facebook and Twitter, we're totally banned.
[01:48:26.487 --> 01:48:27.647]  They don't even do strikes now.
[01:48:27.647 --> 01:48:31.969]  They just say, you're political spam.
[01:48:31.969 --> 01:48:34.870]  Your speech out promoting
[01:48:36.141 --> 01:48:39.002]  The accomplishments of Trump and America and Republicans.
[01:48:39.002 --> 01:48:41.043]  The Democrats can call for violence.
[01:48:41.043 --> 01:48:42.764]  They can run around screaming and yelling.
[01:48:42.764 --> 01:48:44.224]  They can go crazy.
[01:48:44.224 --> 01:48:47.226]  They can say, go out and burn down Republican buildings.
[01:48:47.226 --> 01:48:50.587]  But you don't promote the economy at 4.8 percent.
[01:48:50.587 --> 01:48:53.008]  You don't promote Trump delivering on what he said.
[01:48:53.008 --> 01:48:56.530]  No, that spam, the big tech has decided.
[01:48:56.530 --> 01:48:59.551]  We'll get to that in part two of the discussion, but the time we have.
[01:49:00.583 --> 01:49:15.878]  Roger, let's get into Herr Deutsch here, Ted Deutsch, from right there where you live in Florida, and we'll play the clip in a moment, and what the inside baseball is on what he's doing.
[01:49:15.878 --> 01:49:24.567]  Well, Alex, Congressman Ted Deutsch, who, as you know, is a leader in the effort to erase the Second Amendment and take away our firearms,
[01:49:25.686 --> 01:49:35.207]  It has launched a quiet coup attempt to challenge Nancy Pelosi for the speakership in the event the Democrats win the majority.
[01:49:36.191 --> 01:49:56.100]  His subterranean campaign consists of raising hundreds of thousands of dollars from major Democratic donors around the country and then very carefully and strategically funneling that money only to Democratic candidates who will commit to Deutsch for the overthrow of Pelosi.
[01:49:56.716 --> 01:50:16.944]  Don't be shocked if this right now is the first time the speaker has heard of this, but my sources are impeccable because Deutsch has been leaning on major Democratic fundraisers here in the state of Florida to put up the cash for his attempted coup.
[01:50:16.944 --> 01:50:17.384]  And again,
[01:50:18.803 --> 01:50:23.587]  I like the rotten-brained, you know, kind of zombie Pelosi.
[01:50:23.587 --> 01:50:26.369]  She's a horrible America hater and a huge criminal.
[01:50:26.369 --> 01:50:35.035]  But the young, younger, more wicked, I mean, more of a devilishly trained Deutsch, I mean, we don't want him to get the power.
[01:50:35.035 --> 01:50:38.798]  So we want to make sure Pelosi knows all about this and his little coup d'etat.
[01:50:40.239 --> 01:50:45.462]  Well, I think the important thing for people to realize is that Ted Deutch is not for the election of all Democrats.
[01:50:45.462 --> 01:50:51.566]  He's only for the election of House Democratic candidates who will commit to his overthrow attempt.
[01:50:51.566 --> 01:50:58.951]  Not only does this guy have one of the scroungiest beards that I've ever seen, but he is a hardcore opponent of the First Amendment.
[01:50:58.951 --> 01:51:00.772]  He despises free speech.
[01:51:00.772 --> 01:51:05.976]  You can see him trying to shout down Laura Loomer, which, let's face it, that's a hopeless task.
[01:51:05.976 --> 01:51:09.538]  But he is among the worst of the worst in terms of his extremism.
[01:51:10.169 --> 01:51:13.852]  He makes Nancy Pelosi look like Barry Goldwater.
[01:51:13.852 --> 01:51:15.974]  He's so far out on the left wing.
[01:51:15.974 --> 01:51:24.241]  So the socialist wing of the Democratic Party, as personified by Ted Deutch, is making their move.
[01:51:24.241 --> 01:51:35.211]  And I think it's important that Democrats need to know that not only is Deutch not a team player, but he has a full-on takeover of the Democratic leadership on his mind.
[01:51:35.211 --> 01:51:37.573]  Now, whether Deutch would proceed with his plan
[01:51:38.288 --> 01:51:43.216]  And he may just be doing what the porn lawyer is doing, where he's claiming this to collect $100 million.
[01:51:55.185 --> 01:52:10.435]  Well, it's possible, but the two different fundraisers who told me this both told me that it was very much on the down-low, that it was very much hush-hush, and that Deutsch did not want it around Washington or around the country, that this was what he's up to.
[01:52:10.435 --> 01:52:18.600]  He's trying to pick up IOUs from Democratic candidates, but I'm also told that he is arm-twisting up front for commitments.
[01:52:19.080 --> 01:52:22.082]  In the event that there is a leadership fight.
[01:52:22.082 --> 01:52:24.824]  So there are fissures in the Democratic Party.
[01:52:24.824 --> 01:52:30.908]  Personally, I think they are counting their chickens before they are hatched.
[01:52:30.908 --> 01:52:47.678]  On the other hand, Alex, I don't think many have thought through the political implications of the extraordinary devastation of a hurricane in Florida, which has hurt the most conservative part of the state.
[01:52:48.695 --> 01:53:00.920]  The Northern Panhandle, while it still probably has a majority of registered Democrats by registration, is habitually probably the most Republican part of the state.
[01:53:00.920 --> 01:53:04.261]  Sure, could that throw the state to the Democrats?
[01:53:04.261 --> 01:53:08.623]  Most certainly, it is a major problem, and I don't know how you deal with it.
[01:53:08.623 --> 01:53:15.065]  The devastation, the photos that people have sent me, what I've heard from Congressman Matt Gaetz, who represents this district,
[01:53:15.866 --> 01:53:18.268]  This looks like Dresden after World War II.
[01:53:18.268 --> 01:53:20.350]  It is extraordinary.
[01:53:20.350 --> 01:53:25.815]  Even if you could put up temporary polling places, the populace has moved out and moved on.
[01:53:25.815 --> 01:53:27.617]  There's no place for them to sleep.
[01:53:27.617 --> 01:53:29.058]  There's no fresh water.
[01:53:29.058 --> 01:53:30.240]  There's no food.
[01:53:30.240 --> 01:53:31.821]  There's no gasoline.
[01:53:31.821 --> 01:53:36.526]  So the most conservative part of the state needs to be taken out of the equation.
[01:53:36.526 --> 01:53:39.729]  There is no question that this can affect the election for governor.
[01:53:40.269 --> 01:53:42.712]  The election for the U.S.
[01:53:42.712 --> 01:53:49.780]  Senate and, of course, the other statewide offices, Agriculture Commissioner, CFO, Attorney General, and so on.
[01:53:49.780 --> 01:53:52.042]  It is a... But conservatives are tenacious.
[01:53:52.042 --> 01:53:58.749]  I mean, they're going to go find a place to poll, but if they don't get to, this should be a major issue to set up the emergency polling places.
[01:53:58.749 --> 01:53:59.830]  I mean, yeah, exactly.
[01:53:59.830 --> 01:54:02.033]  I mean, if they have to move into other counties, how do they do it?
[01:54:03.103 --> 01:54:14.296]  Well remember this also, in Florida a majority of the voters are cast either in advance through absentee ballots or through extensive early voting.
[01:54:14.296 --> 01:54:19.763]  That's the good news as the Republicans figure out how to salvage this situation.
[01:54:19.763 --> 01:54:23.267]  But it without any question has real implications for our coming election.
[01:54:23.807 --> 01:54:29.776]  The other thing I got to mention, Alex, that I really have to talk about, I went out yesterday for an extraordinarily long run.
[01:54:29.776 --> 01:54:31.679]  I ran further than I normally do.
[01:54:31.679 --> 01:54:35.184]  Last night, my legs, my calves, my thighs were killing me.
[01:54:35.902 --> 01:54:40.463]  I pop three bodies, the tumeric formula available at m4s.com.
[01:54:40.463 --> 01:54:42.844]  This stuff is a miracle supplement.
[01:54:42.844 --> 01:54:45.025]  It really is extraordinary.
[01:54:45.025 --> 01:54:46.025]  95% curcuminoid.
[01:54:46.025 --> 01:54:47.725]  My wife had huge hip pain.
[01:54:47.725 --> 01:54:51.066]  She plays tennis and went away with this when drugs weren't working.
[01:54:51.066 --> 01:54:52.387]  And people better order it right now.
[01:54:52.387 --> 01:54:54.767]  Roger, as you know, they're trying to take our payment processors.
[01:54:54.767 --> 01:54:55.788]  They've taken five.
[01:54:55.788 --> 01:54:57.128]  I got some backups.
[01:54:57.128 --> 01:54:59.108]  Then they hone in on what they think's the last one.
[01:54:59.108 --> 01:55:01.069]  I mean, they are like, I have to sue them.
[01:55:01.069 --> 01:55:02.529]  I mean, I'm not even happy about this.
[01:55:02.529 --> 01:55:04.630]  It is literally like Nazi Germany.
[01:55:05.523 --> 01:55:10.325]  Well, it's illegal, it's antitrust, it's racketeering.
[01:55:10.325 --> 01:55:14.326]  What you need, Alex, is some real junkyard lawyers to go after these people.
[01:55:14.326 --> 01:55:15.927]  What they're doing is illegal.
[01:55:15.927 --> 01:55:19.068]  I think we do have some former U.S.
[01:55:19.068 --> 01:55:20.009]  attorneys, don't we?
[01:55:20.009 --> 01:55:20.629]  We should do that.
[01:55:21.870 --> 01:55:26.373]  Look, these people have picked a fight and they've been off more than they can chew.
[01:55:26.373 --> 01:55:34.960]  And it is time Jared Hole, Oliver Dorsey and these other frauds, they're the ones running a racketeering conspiracy and they should be charged.
[01:55:34.960 --> 01:55:42.206]  Well, the fact that they collude together to deny people from the full marketplace of ideas and commerce and then defame you while they do it.
[01:55:42.206 --> 01:55:44.548]  But see, they're just... I agree with you though.
[01:55:45.609 --> 01:55:55.374]  What are the Democrats going to do if their blue wave turns into nothing, which all the numbers show looks like 70% chance Republicans keep the House and Senate.
[01:55:55.374 --> 01:55:57.115]  What are they going to do if they lose?
[01:55:58.479 --> 01:56:00.020]  Well, I'll make two points.
[01:56:00.020 --> 01:56:03.203]  One, this giant takedown at Facebook is extraordinary.
[01:56:03.203 --> 01:56:07.786]  Liberty won, which rebroadcasts much of the programming of InfoWars.
[01:56:07.786 --> 01:56:11.529]  They've been real champions against the censorship of InfoWars.
[01:56:11.529 --> 01:56:12.310]  Gone.
[01:56:12.310 --> 01:56:13.751]  Absolutely decimated.
[01:56:13.751 --> 01:56:14.972]  Gone.
[01:56:14.972 --> 01:56:19.055]  Many, many other solid, conservative, libertarian and pro-freedom... Yeah, I know.
[01:56:19.055 --> 01:56:19.655]  It's massive.
[01:56:19.655 --> 01:56:20.836]  No one's even getting attention.
[01:56:20.836 --> 01:56:21.737]  That's what makes me upset.
[01:56:22.372 --> 01:56:23.953]  But it's because of the election.
[01:56:23.953 --> 01:56:26.915]  They're doing it now because of the election.
[01:56:26.915 --> 01:56:28.136]  Which is election meddling.
[01:56:28.136 --> 01:56:30.838]  It's silencing American speech.
[01:56:30.838 --> 01:56:39.584]  It's a whole other level of legal action because it violates the Federal Election Commission's guarantees for free access during the elections.
[01:56:39.584 --> 01:56:41.525]  I think they have been off more than they can chew.
[01:56:41.525 --> 01:56:43.566]  It's in-kind donations of the Democrats.
[01:56:43.566 --> 01:56:51.592]  Every time they block hundreds of millions of people from being able to talk online, that is an in-kind donation of Democrats when they let them talk as much as they want.
[01:56:52.503 --> 01:56:53.964]  Real quick, 30 seconds.
[01:56:53.964 --> 01:56:54.525]  Mattis.
[01:56:54.525 --> 01:56:57.728]  Trump saying Mattis is a Democrat may be gone.
[01:56:57.728 --> 01:56:59.830]  Well, Mattis voted for Hillary Clinton.
[01:56:59.830 --> 01:57:03.493]  He was part of a military group for Hillary Clinton.
[01:57:03.493 --> 01:57:10.880]  Jack Posobiec has, I think, authoritatively reported that Mattis has been nursing presidential ambitions of his own.
[01:57:10.880 --> 01:57:14.583]  I think mad dog is not long for the Trump cabinet.
[01:57:14.583 --> 01:57:16.805]  And of course, Nikki Haley's been a big globalist, right?
[01:57:18.058 --> 01:57:35.870]  She has, and we still don't know the real story there, although my sources in South Carolina tell me that it is a possibility that Lindsey Graham may be moving over to become Attorney General, whereupon Republican Governor Henry McMaster, a truly great man, an early Trump supporter, would appoint Haley to the job.
[01:57:35.870 --> 01:57:37.551]  Come on tomorrow, 11 a.m.
[01:57:37.551 --> 01:57:37.991]  Central.
[01:57:37.991 --> 01:57:38.771]  This is huge.
[01:57:38.771 --> 01:57:39.912]  Tomorrow's news today.
[01:57:39.912 --> 01:57:42.314]  Whatever you do, folks, InfoWarsTore.com.
[01:57:42.314 --> 01:57:44.455]  Your financial support is critical.
[01:57:44.455 --> 01:57:45.616]  Take action while you still can.
[01:57:48.109 --> 01:57:52.832]  You deserve a deep restful sleep with Knockout by InfoWars Life.
[01:57:52.832 --> 01:58:03.239]  Our organic formula is made from high-quality natural ingredients such as valerian root extract, L-tryptophan, lemon balm leaf extract, and melatonin.
[01:58:04.139 --> 01:58:08.944]  Knockout packs a powerful punch to get you through the night and achieve proper sleep.
[01:58:08.944 --> 01:58:17.332]  Millions of people around the world experience daytime drowsiness, but with the rapid speed of life, we need to be able to keep up the pace.
[01:58:17.332 --> 01:58:25.079]  Our natural mixture harnesses the power of 10 known ingredients to let your body relax and get the sleep you need.
[01:58:25.079 --> 01:58:27.021]  Wake up refreshed and take on the day.
[01:58:27.501 --> 01:58:35.444]  InfoWarsLife wants to bring you a sleep support formula that goes above and beyond other leading brands at an affordable price.
[01:58:35.444 --> 01:58:39.126]  Get the sleep you deserve and experience the power of knockout.
[01:58:39.126 --> 01:58:43.488]  Head on over to InfoWarsLife.com and say goodbye to fatigue.
[01:58:43.488 --> 01:58:44.909]  That's InfoWarsLife.com
[01:58:48.502 --> 01:58:50.863]  We all know the importance of fish oils.
[01:58:50.863 --> 01:58:57.446]  While we are sure to provide them for ourselves, it's just as important to make sure your kids get their EPA and DHA too.
[01:58:57.446 --> 01:59:05.269]  Honor Roll is a powerful DHA fish oil formula for your child, built from the ground up to support your child's development.
[01:59:05.269 --> 01:59:14.393]  This formula uses wild anchovy fish oil, ultra-purified krill oil, and wild salmon fish oil with vitamins to boost your child's mind and body.
[01:59:14.913 --> 01:59:26.896]  With this fish oil formula, you can support your child's optimal heart, joint, cognitive, and brain health while providing DHA, which has been shown to be essential for your child's brain growth spurts.
[01:59:26.896 --> 01:59:36.159]  Built on powerful ingredients with 580 milligrams of high DHA omega-3s, this formula is highly refined to eliminate nearly all heavy metals.
[01:59:36.719 --> 01:59:41.060]  If you're looking for a formula to help your child grow, look no further.
[01:59:41.060 --> 01:59:51.844]  Try Honor Roll from InfoWarsLife at InfoWarsStore.com.
[01:59:51.844 --> 01:59:54.505]  You're listening to the Alex Jones Show.
