[00:00.000 --> 00:10.000]  When I grow up I want to be a rock star!
[37:07.000 --> 37:25.000]  Murder under hypnosis. The James Holmes story takes a familiar turn. And now we have a doctor whose grandfather, father, brother and brother-in-law all work high level CIA,
[37:25.000 --> 37:37.000]  NDC and the same programs. And some of them work inside Baker Hostetler that wrote up the original Piscate dossier. And none of this is suspicious to anybody.
[37:37.000 --> 37:51.000]  And then you read the report. Kavanaugh accuser Christine Blasey Ford ran mass hypnotic inductions. Did you hear that? Mass hypnotic inductions putting you into a hypnotic spell.
[37:51.000 --> 38:12.000]  That's, that's her words of psychiatric subjects as part of mind control research funded by the foundation link to computational psychomatics, psychosomatics, neuro hijacking, neuro hijacking.
[38:12.000 --> 38:24.000]  Nothing to see here. Nothing going on. Stunning bombshell about the hoax accusations against Brent Kavanaugh. And you hear her say how she remembered it a few years ago.
[38:24.000 --> 38:32.000]  And then told the therapist by name, but it's not in the notes. And then the dog was there at the window and she decided to go public. I mean, maybe she's under mind control. My God.
[38:32.000 --> 38:49.000]  Stunning bombshell about the hoax accusations against Brett Kavanaugh. We've now learned and confirmed that Christine Blasey Ford coauthored a science paper that involves her carrying out quote hypnotic inductions of psychiatric subjects as part of mind control program that
[38:49.000 --> 39:05.000]  cites methods to create artificial situations. Did you hear that? They put people in the trance is so deep that they are under total mind control and believe whatever they're told. Internet sluice are turning up extraordinary collection of evidence that
[39:05.000 --> 39:21.000]  increasingly points to Christine Blasey Ford being involved in mind control programs at Stanford writes Mike Adams, which some claim are run by the CIA. It's DARPA funding it. That's above the CIA. We have confirmed that Stanford University where Ford works runs a CIA
[39:21.000 --> 39:37.000]  undergraduate internship program, which is described in full at the Stanford dot edu recruitment page for the CIA. The Stanford recruitment page for the CIA explains you'll be given opportunity to work with highly skilled professionals and see firsthand the role the CIA plays in
[39:37.000 --> 39:55.000]  supporting us officials who make our country's foreign policy. We can and it goes on from there breaking the self hypnosis and create artificial situations paper that she coauthored Christine Blasey Ford's confirmed to be coauthor of the mind control
[39:55.000 --> 40:11.000]  study. The hypnotic induction system spiegel and spiegel to evaluate their level of hypnotizing and we're asked to and it goes all through it for the Stanford University School of Medicine to participate in it with the hypnotic inductions of the students.
[40:11.000 --> 40:31.000]  The Mental Insight Foundation also funded a study on interception and neuro imaging to control the mind through biological intervention. That means drugs, chemicals, radio waves, you name it and then guess what's right here. Boom.
[40:31.000 --> 40:43.000]  And it just gets crazier and crazier projections of inner voices through sub audible frequencies to plant voices and even emotional moods in the minds of targeted subjects. G wonder who wants that.
[40:43.000 --> 41:05.000]  And it goes on to what's happening in Cuba and China to our forces, you know, being hit with it. But then it gets even crazier. You got to go read this. It gets into the different waves to hit the heart, the amplitude to hit different organs to attack the stomach to attack the brain.
[41:05.000 --> 41:17.000]  And it talks about in this huge paper. Vegas nerve stimulation presentation of information during different phases of visceral rhythms and assessment.
[41:17.000 --> 41:22.000]  And it goes all three different ways like I told you to mind control you.
[41:22.000 --> 41:41.000]  Look at these documents changing the world through using these interactions using these waves using these outside systems combined percent of the body in the world.
[41:41.000 --> 41:52.000]  The outside perception and the inner perception changing the body through interactions with the body.
[41:52.000 --> 42:15.000]  The psychosomatics of the systems are using additional details about the mental insight foundation. They even call it computational psychosomatics. And they talk about using torture techniques, close quote, to force the neurological maps open into the open,
[42:15.000 --> 42:30.000]  saying the degree of tolerance to being enclosed in a small dark chamber for 10 minutes might provide behavioral evidence verifying tolerance in triggers for the mind control program.
[42:30.000 --> 42:38.000]  And that's what it is when they put you in a coffin and they do this during death education in the schools. Folks, I can hardly even read this. It's so stunning.
[42:38.000 --> 42:55.000]  This is just some of the papers. This is some of what we're dealing with. And of course, she is she is literally a mind control doctor in a giant CIA universally standard program for false memories now trying to destroy the Supreme Court nominee.
[42:55.000 --> 42:59.000]  My God, this is beyond two plus two week before.
[42:59.000 --> 43:12.000]  Living in volcano may sound more dramatic than it really is. The real drama can be found here in Leilani Estates. But a lot of us on the big island rely on rainwater and we need to be concerned about ash and acid rain.
[43:12.000 --> 43:32.000]  Volcanic ash may contain heavy metal particles and acid rain could lower the pH of the water to unhealthy levels. To find out, we employed a series of tests for heavy metals, alkalinity and pH. What we learned was that there was in fact unhealthy levels of heavy metals and acidity in the rainwater.
[43:32.000 --> 43:48.000]  Next, we tested the water from our Alexa pure gravity filter and not only were the heavy metal levels within safe measure, but the pH was also restored to optimal levels. As it turns out, the filter on the Alexa pure raises the pH of the water.
[43:48.000 --> 43:59.000]  So what we've learned is that volcanic ash and acid rain can contaminate a rainwater supply. But more importantly, a good water filtration system will purify it.
[43:59.000 --> 44:10.000]  Do you realize that when you spread the links from infowars.com, when you spread the videos, you are changing the world. It's you that has defeated Hillary and the globalist.
[44:10.000 --> 44:19.000]  It is you, the info warriors across the planet that stood against the bullying, that stood against the peer pressure, that stood against the threats that have now changed the world.
[44:19.000 --> 44:34.000]  And that's why you've been on the team, supporting us, praying for us and spreading the word. You are the info ward. And now because of their intensifying censorship, it's more important than ever that everyone go to infowars.com forward slash newsletter and sign up via email.
[44:34.000 --> 44:48.000]  So there's no way the sensors can get between us with critical videos, articles, breaking news, Intel, you name it. And so now I ask you more than ever to share the infowars.com articles, to share the videos, to tell people by the local stations you're listening to.
[44:48.000 --> 44:59.000]  The bare minimum you can do is sign up for the free newsletter at infowars.com forward slash newsletter. We are the Renaissance and we are winning.
[45:18.000 --> 45:30.000]  With known compounds from nature that are absolutely associated with detoxifying the body and it supports the info war. It is a classical 360 when this is the formula that I personally have been taking for over a year.
[45:30.000 --> 45:45.000]  And now we believe we have come as close to perfection when it comes to a detoxifier as you can possibly get. You want yourself, you want your family and you owe it to the future of this country in the world that patriots stay as healthy and as clean and as focused as you can be.
[45:45.000 --> 45:55.000]  Because we need you, the remnant of America, to reignite those brush fires the next level and to be healthy and as focused as you can be. Thanks to your support and your prayers together, we're changing the world.
[45:55.000 --> 46:16.000]  Now it's time to change our bodies with Z Shield and infowarslife.com. We're bringing back one of the biggest fan favorite formulas we've ever offered with even better ingredients. Ultimate bone broth.
[46:16.000 --> 46:29.000]  This incredible formula will help you get the most out of your workout with the power of ultra high quality bone broth, one of the most popular health trends on the planet. Built with more than seven different super foods and crucial compounds.
[46:29.000 --> 46:37.000]  Ultimate bone broth will help support your healthy muscles, digestion, tendons and ligaments while also supporting your body's fight against free radicals.
[46:37.000 --> 46:49.000]  This incredible chicken bone broth formula contains time tested ingredients such as turmeric root, chaga mushroom, goji berry powder, bee pollen and alfalfa herb powder to support your body.
[46:49.000 --> 47:03.000]  It's time to experience what ultimate bone broth can do for you. Get a bottle of the all new version of a fan favorite product today at infowarstore.com.
[47:03.000 --> 47:11.000]  You're listening to the Alex Jones show.
[47:11.000 --> 47:30.000]  Live from Austin, Texas, broadcasting worldwide, it's Alex Jones.
[47:30.000 --> 47:50.000]  So what are the chances that Ms. Ford, her father, grandfather, brother, brother-in-law, all work high level CIA, and then a couple of them work in and around the same law firm, Baker and Hostetler, that helped create the original fake piscate dossier.
[47:50.000 --> 48:08.000]  Because that was first done by Jeb Bush and Marco Rubio. You now know that. And then she's the one that pops up and then changes her story a whole bunch. And then it turns out she's offering at Stanford official mind control classes on how to implant false memories or remove memories.
[48:08.000 --> 48:15.000]  I just spent two segments showing you that. The article with her papers with the documents is on infowars.com.
[48:15.000 --> 48:25.000]  Forget CIA. You got 17 agencies. It's the whole psychiatric system. It's the real cult in my view. And this is just unbelievable.
[48:25.000 --> 48:34.000]  I mean, I thought she had a motive to get up there and do all this because the RU-486 pill, and she thinks that maybe Cabinon would piss in her Cheerios over making all that money.
