[00:00.000 --> 00:10.000]  From the front lines of the information war, it's Alex Jones.
[51:26.000 --> 51:39.000]  Gonzalez's girlfriend was Victoria's mother, Michelle Martins, who had blood guilty to child abuse resulting in the death of her daughter, but told police her boyfriend, cousin, Jessica Kelly, had killed the girl.
[51:39.000 --> 51:49.000]  Police say Martins liked watching Victoria being raped by Gonzalez and Kelly, did nothing to stop the attack, even thought her daughter begged.
[51:49.000 --> 51:57.000]  And then it just goes into, if you read the whole stories on it and the rest of it, they've got the DNA samples, they proved it all, but you know, you get to go free.
[51:57.000 --> 51:59.000]  You get to go free.
[51:59.000 --> 52:05.000]  You get to go free because you're a fellow traveler.
[52:05.000 --> 52:07.000]  You're in the club.
[52:07.000 --> 52:17.000]  You know, we've got the lawyer for the fake whistleblower, Eric Saramella, the mole, just everywhere saying, I like to represent pedophiles and get them national security clearances.
[52:17.000 --> 52:21.000]  And I like to go to theme parks alone and take photos of myself as small children.
[52:21.000 --> 52:25.000]  And I like Jeffrey Epstein and I like little girls.
[52:25.000 --> 52:29.000]  There's not a damn thing you're going to do about it.
[52:29.000 --> 52:31.000]  Think about that.
[52:31.000 --> 52:34.000]  Just rubbing our noses in it.
[52:34.000 --> 52:37.000]  Well, I better not say something to him.
[52:37.000 --> 52:39.000]  He's powerful.
[52:39.000 --> 52:41.000]  These are scary people who don't do anything there.
[52:41.000 --> 52:44.000]  And notice they've taken over the Catholic church and it's just unified.
[52:44.000 --> 52:46.000]  No one can be stopped now.
[52:46.000 --> 52:47.000]  They've taken over the Boy Scouts.
[52:47.000 --> 52:48.000]  It's done.
[52:48.000 --> 52:52.000]  They take it over major states, governments, militaries, everything.
[52:52.000 --> 52:56.000]  Because when you first learn the pedophile devil works first in your midst, well, no one's going to believe it.
[52:56.000 --> 52:57.000]  Well, now they're threatening me.
[52:57.000 --> 52:59.000]  If I just stay quiet, they'll leave me alone.
[52:59.000 --> 53:03.000]  And then they want more, more, more, more, and then they got you.
[53:03.000 --> 53:08.000]  They don't want to protect you anymore because you signed on with them.
[53:08.000 --> 53:15.000]  The truth is you always have the power to turn against Satan unless you've hardened your heart to the Holy Spirit.
[53:15.000 --> 53:20.000]  So if you feel you're an evil person that's done bad, we're all evil to some extent, and you feel bad about it,
[53:20.000 --> 53:24.000]  you feel the Holy Spirit convicting you, have that come into you and cleanse you of that.
[53:24.000 --> 53:29.000]  I mean, people say, why do you tell the stories about how when you were a teenager, you were promiscuous and you paid for abortions?
[53:29.000 --> 53:36.000]  And I'd know about them a few times I paid, got convicted of the Holy Spirit and did never do it again.
[53:36.000 --> 53:38.000]  And I'm not proud of it.
[53:38.000 --> 53:39.000]  I feel terrible about it.
[53:39.000 --> 53:46.000]  And I feel like I have a sense of payment I need to put forward for killing my own children, having a hand in the mirror.
[53:46.000 --> 53:49.000]  I mean, I would walk up Mount Everest.
[53:49.000 --> 53:54.000]  I would jump into fiery cauldron to save my children now, the most precious things in the universe.
[53:54.000 --> 53:55.000]  My heart aches.
[53:55.000 --> 53:56.000]  I love them so much.
[53:56.000 --> 54:00.000]  And there I was young and dumb in the media telling me it wasn't a baby.
[54:00.000 --> 54:02.000]  And, you know, the girl's parents are like, what?
[54:02.000 --> 54:03.000]  You want baby strollers?
[54:03.000 --> 54:04.000]  You're 15.
[54:04.000 --> 54:05.000]  She's 15.
[54:05.000 --> 54:08.000]  You're going to have a baby?
[54:08.000 --> 54:14.000]  First time I'd heard about it, he's like, yeah, let's have that baby.
[54:14.000 --> 54:16.000]  We didn't have those babies, though.
[54:16.000 --> 54:18.000]  We chopped them up.
[54:18.000 --> 54:20.000]  We sucked them out of vacuum cleaners.
[54:20.000 --> 54:23.000]  Yeah, I've killed children.
[54:23.000 --> 54:26.000]  I'm not proud of it. I feel really bad about it.
[54:26.000 --> 54:31.000]  I'm not even proud of the ex-convict tried to kill me, so I beat his brains out.
[54:31.000 --> 54:36.000]  I'm proud of any of that death.
[54:36.000 --> 54:41.000]  But I'm here to tell you, somebody that murdered his own children, not knowingly, but still, I'm a murderer of children.
[54:41.000 --> 54:43.000]  I've killed children.
[54:43.000 --> 54:44.000]  Ooh, big, bad, tough guy.
[54:44.000 --> 54:46.000]  No, I'm a piece of crap.
[54:46.000 --> 54:47.000]  But you know what?
[54:47.000 --> 54:52.000]  I know what I did was wrong.
[54:52.000 --> 54:59.000]  And I can work hard so that other people recognize the gift of life and how precious it is and don't do that same thing.
[54:59.000 --> 55:04.000]  And that's really why we're all here and why these experiences happen.
[55:04.000 --> 55:18.000]  And those little souls of my children, I hope one day to meet, see the Satanist, they revel in the destruction of innocence.
[55:18.000 --> 55:25.000]  And then we cowardly sit here and won't even confront them, won't even get in their face, won't even speak against them.
[55:25.000 --> 55:27.000]  Because we're scared.
[55:27.000 --> 55:30.000]  Scared of what?
[55:30.000 --> 55:34.000]  You better be scared of God.
[55:34.000 --> 55:38.000]  And you better get close to God real fast.
[55:38.000 --> 55:42.000]  Or for eternity, you're going to be cut off from God.
[55:42.000 --> 55:49.000]  You really want to be with these people that willfully want to be cut off from God forever.
[55:49.000 --> 55:51.000]  We're going to go to the next hour.
[55:51.000 --> 55:52.000]  We've got guests.
[55:52.000 --> 55:55.000]  I need to get to all of it.
[55:55.000 --> 55:58.000]  If you don't spread the word about the show, we won't be here.
[55:58.000 --> 56:00.000]  And if you don't buy the products, we won't be here.
[56:00.000 --> 56:02.000]  And these are products you really need.
[56:02.000 --> 56:13.000]  DNA Force is the best, highest quality PQQ and CoQ10 with a bunch of other great ingredients that are known to regrow nerves, to make telomeres last longer.
[56:13.000 --> 56:15.000]  That's fountain of youth stuff.
[56:15.000 --> 56:19.000]  And regrow damaged, you know, make damaged heart tissue working.
[56:19.000 --> 56:22.000]  And that's major studies on CoQ10.
[56:22.000 --> 56:24.000]  This is the real deal, ladies and gentlemen.
[56:24.000 --> 56:26.000]  98% reviews.
[56:26.000 --> 56:29.000]  DNA Force Plus free shipping.
[56:29.000 --> 56:36.000]  Double patriot points. It's going to have to end soon because we're going to sell out of it a lot quicker than I thought because this price is really good.
[56:36.000 --> 56:38.000]  Very expensive to get the PQQ and the CoQ10.
[56:38.000 --> 56:40.000]  And most people mark it up five or seven times.
[56:40.000 --> 56:42.000]  We mark it up about 150%.
[56:42.000 --> 56:44.000]  And we always discount it. Everybody expects that.
[56:44.000 --> 56:46.000]  So right now it's marked up.
[56:46.000 --> 56:48.000]  I don't know, like 40% or something.
[56:48.000 --> 56:57.000]  So infoorstore.com or triple eight, two, five, three, three, one, three, nine, triple eight, two, five, three, three, one, three, nine, triple eight, two, five, three, three, one, three, nine.
[56:57.000 --> 57:05.000]  To call and get your order in and get your fish oil and get your turbo force and get your brain force and get your X2 and your X3 and get the vitamin mineral fusion.
[57:05.000 --> 57:18.000]  Just all the great products and the super silver whitening toothpaste that also re-mineralizes the teeth with above sea coral calcium and so much more.
[57:18.000 --> 57:20.000]  And we've got some reviews coming in.
[57:20.000 --> 57:24.000]  100% reviews on a toothpaste that doesn't compete with super blue that has iodine as well.
[57:24.000 --> 57:26.000]  This is a different type of toothpaste.
[57:26.000 --> 57:30.000]  But quite frankly, it's new. It's more advanced.
[57:30.000 --> 57:32.000]  It's as bad a good as you can get.
[57:32.000 --> 57:34.000]  But different strokes, different folks.
[57:34.000 --> 57:36.000]  The super blue is excellent as well.
[57:36.000 --> 57:37.000]  We have it for children as well.
[57:37.000 --> 57:40.000]  And this doesn't have the iodine.
[57:40.000 --> 57:42.000]  It has the amazing silver.
[57:42.000 --> 57:43.000]  All right.
[57:43.000 --> 57:45.000]  Hour number two straight ahead.
[57:45.000 --> 57:59.000]  There's a famous quote by Marine Corps General in the Korean War when 3 million Chai comms had flooded across the border and surrounded the Marines.
[57:59.000 --> 58:03.000]  More than 50 to 1, some estimates have it.
[58:03.000 --> 58:08.000]  But the point is they were outnumbered and the general was told, General, we're completely surrounded.
