[00:00.000 --> 00:10.000]  Defending the Republic from enemies, foreign and domestic, it's Alex Jones.
[01:50:38.500 --> 01:50:39.580]  That's why we have this show.
[01:50:39.580 --> 01:50:40.580]  It's why we do what we do.
[01:50:40.580 --> 01:50:44.380]  By the way, support the broadcast so I can have more reporters, more researchers, more
[01:50:44.380 --> 01:50:45.380]  writers.
[01:50:45.380 --> 01:50:49.620]  Get the satellite up, links up to the TV show that's about to go syndicated, the studios
[01:50:49.620 --> 01:50:50.620]  were finishing.
[01:50:50.620 --> 01:50:52.020]  We're fully maxed out here.
[01:50:52.020 --> 01:50:58.860]  The best films, the best Patriot information, the best Patriot apparel pro second amendment
[01:50:58.860 --> 01:51:05.860]  info wars store.com, info wars health.com for the beyond any tangerine discounted.
[01:51:05.860 --> 01:51:10.740]  Just just all of it info wars health.com info wars store.com.
[01:51:10.740 --> 01:51:14.220]  Subscribe to the magazine, become a prison planet dot TV subscriber.
[01:51:14.220 --> 01:51:20.820]  If you believe in what we're doing, please stand with us because it is so creepy.
[01:51:20.820 --> 01:51:27.180]  When you see man on the streets nationwide, not just California, not just Austin, Texas,
[01:51:27.180 --> 01:51:32.940]  but all over the country, where if you say for Obama, we're going to kill babies up to
[01:51:32.940 --> 01:51:33.940]  age three.
[01:51:33.940 --> 01:51:37.700]  They all sign people to speak perfect English black, white, Hispanic, doesn't matter.
[01:51:37.700 --> 01:51:38.860]  Asian doesn't matter.
[01:51:38.860 --> 01:51:42.300]  We're going to take all the gun owners mark Dyson's on this and put them in forced labor
[01:51:42.300 --> 01:51:43.540]  camps or take their guns.
[01:51:43.540 --> 01:51:44.540]  Yes, I don't like them.
[01:51:44.540 --> 01:51:45.540]  I want to.
[01:51:45.540 --> 01:51:46.540]  I mean, these are sick free.
[01:51:46.540 --> 01:51:52.500]  They're enemies, weird little, you know, welfare, shuffling blobs or government workers.
[01:51:52.500 --> 01:51:54.300]  They're like, we're going to arrest the gun owners.
[01:51:54.300 --> 01:51:55.540]  Yeah, I want to do it.
[01:51:55.540 --> 01:51:59.860]  I mean, just whoa, man, I mean, uh, this is amazing.
[01:51:59.860 --> 01:52:05.020]  I mean, if I hate your guts, I won't do anything nasty to you behind your back or even in your
[01:52:05.020 --> 01:52:06.020]  face.
[01:52:06.020 --> 01:52:10.540]  I imagine just like, yeah, yeah, let's, let's give guns to al-Qaeda and let's take all the
[01:52:10.540 --> 01:52:11.540]  guns from the citizens.
[01:52:11.540 --> 01:52:17.540]  I mean, it's just, as long as you say, Obama, they will do and talk in an NPR, oh, it's
[01:52:17.540 --> 01:52:18.540]  for Obama.
[01:52:18.540 --> 01:52:19.540]  We're going to take all the guns.
[01:52:19.540 --> 01:52:20.540]  Door to door gun confiscation.
[01:52:20.540 --> 01:52:26.220]  They go, oh, and they start doing this weird little dance like they're a bird hypnotized
[01:52:26.220 --> 01:52:27.220]  by a snake.
[01:52:27.220 --> 01:52:31.140]  They're like, John Bowne, you've done a lot of these men on the streets.
[01:52:31.140 --> 01:52:33.820]  I mean, that's who you got that.
[01:52:33.820 --> 01:52:34.820]  How freaked out.
[01:52:34.820 --> 01:52:35.820]  Were you laughing?
[01:52:35.820 --> 01:52:37.180]  Were you about to cry?
[01:52:37.180 --> 01:52:41.380]  You look, if you watch the video, it looked like you were about to laugh.
[01:52:41.380 --> 01:52:43.740]  What was happening, John Bowne?
[01:52:43.740 --> 01:52:46.340]  You start getting used to it.
[01:52:46.340 --> 01:52:50.940]  This one, I wasn't as shocked as I was in the beginning because the first time I did was
[01:52:50.940 --> 01:52:58.020]  with Mark Dice and it's amazing that out in LA, out in LA and it's amazing how they just
[01:52:58.020 --> 01:52:59.260]  come out of the woodwork.
[01:52:59.260 --> 01:53:03.420]  There was only one person that disagreed with me and it was a World War two veteran.
[01:53:03.420 --> 01:53:08.020]  And that I have that video on my own channel and he, he disagrees with me at the end.
[01:53:08.020 --> 01:53:10.660]  He kicks sand at me and just, you know, make it.
[01:53:10.660 --> 01:53:11.660]  It's incredible.
[01:53:11.660 --> 01:53:12.660]  World War two.
[01:53:12.660 --> 01:53:13.660]  That stands up against tyranny.
[01:53:13.660 --> 01:53:17.740]  Listen, give folks your info or channel, but it needs to be on the main channel.
[01:53:17.740 --> 01:53:22.380]  In fact, if you want to stay late, edit that into the other idiots and make the point that
[01:53:22.380 --> 01:53:26.980]  only one person, I know you said one person out of dozens, you know, said, no, we shouldn't
[01:53:26.980 --> 01:53:30.020]  take the guns and it was a World War two that that is incredible.
[01:53:30.020 --> 01:53:32.060]  That is sensational for Liberty.
[01:53:32.060 --> 01:53:38.660]  The channel is war for your mind, HD and it's a Alex Jones info or channel.
[01:53:38.660 --> 01:53:43.900]  And I am going to go down to dripping springs this week and talk to people that actually
[01:53:43.900 --> 01:53:46.260]  have guns and know the constitution.
[01:53:46.260 --> 01:53:47.260]  I guarantee.
[01:53:47.260 --> 01:53:48.260]  Yeah.
[01:53:48.260 --> 01:53:49.260]  Yeah.
[01:53:49.260 --> 01:53:52.860]  Just 10 miles from these mindless authoritarian jellyfish that think they're liberal, just
[01:53:52.860 --> 01:53:53.860]  show the difference.
[01:53:53.860 --> 01:53:56.500]  I guarantee it'll be night and day, but we'll see if I'm right.
[01:53:56.500 --> 01:53:59.100]  And then we'll air that next Sunday here.
[01:53:59.100 --> 01:54:00.100]  Sounds good.
[01:54:00.100 --> 01:54:01.100]  Well, there you go.
[01:54:01.100 --> 01:54:03.660]  So I mean, I saw you kind of got into it.
[01:54:03.660 --> 01:54:07.660]  Was it fun to join the Borg and just go hand over guns, work for Al-Qaeda?
[01:54:07.660 --> 01:54:12.740]  Well, yeah, you put you, you go into that drone mode, you know, instead of being excited
[01:54:12.740 --> 01:54:16.180]  about Liberty and let's do something you, you're going to, well, you know, you ready
[01:54:16.180 --> 01:54:19.660]  to just sign, sign here and send the guns over.
[01:54:19.660 --> 01:54:23.540]  Well, I want to go out like we already did and say, we're going to kill babies up to
[01:54:23.540 --> 01:54:27.380]  age three for Obama beat their brains out with sludge hammers.
[01:54:27.380 --> 01:54:28.380]  They just start signing.
[01:54:28.380 --> 01:54:29.380]  Yeah.
[01:54:29.380 --> 01:54:32.380]  Once they start signing, this is what Mark Dice told me is that once they start signing,
[01:54:32.380 --> 01:54:33.380]  you've got them.
[01:54:33.380 --> 01:54:34.860]  They won't admit they're wrong.
[01:54:34.860 --> 01:54:36.060]  They won't admit they're wrong.
[01:54:36.060 --> 01:54:37.060]  That's the thing.
[01:54:37.060 --> 01:54:40.980]  Like, like someone who wants to be conned, once they're hooked, will never admit they're
[01:54:40.980 --> 01:54:41.980]  wrong.
[01:54:41.980 --> 01:54:42.980]  It's Stockholm syndrome.
[01:54:42.980 --> 01:54:46.940]  You should go further and say, and then we're going to kill you after we take the guns.
[01:54:46.940 --> 01:54:48.940]  They'll still sign.
[01:54:48.940 --> 01:54:49.940]  Will you die for Obama?
[01:54:49.940 --> 01:54:52.820]  Hey, will you sign here to destroy the United States?
[01:54:52.820 --> 01:54:54.820]  Hi, we're going to put gun owners in woodchippers.
[01:54:54.820 --> 01:54:55.820]  What?
[01:54:55.820 --> 01:54:56.820]  What?
[01:54:56.820 --> 01:54:57.820]  You're not liberal?
[01:54:57.820 --> 01:55:01.020]  I mean, you should try and day.
[01:55:01.020 --> 01:55:05.700]  And Leigh Ann McAdoo had an idea to give away sheep or, you know, stuffed animal sheep
[01:55:05.700 --> 01:55:06.700]  to buy.
[01:55:06.700 --> 01:55:10.780]  And then say, bring your guns in, Leigh will do a gun buy back.
[01:55:10.780 --> 01:55:14.060]  Just say, you know, and have it there and then give them a stuffed or how about actual
[01:55:14.060 --> 01:55:15.060]  lamb chops?
[01:55:15.060 --> 01:55:18.220]  I thought, this is what happens when you turn your guns in historically, you get chopped
[01:55:18.220 --> 01:55:20.020]  up by the wolves like lamb.
[01:55:20.020 --> 01:55:22.620]  Here's your lamb chop.
[01:55:22.620 --> 01:55:23.620]  Where do I sign?
[01:55:23.620 --> 01:55:25.380]  With like some of that, you know, jelly.
[01:55:25.380 --> 01:55:27.180]  All right, bro.
[01:55:27.180 --> 01:55:29.060]  You know, I didn't have time to get to this.
[01:55:29.060 --> 01:55:36.260]  I'm going to do it tomorrow at the start of the 11am central, 12 noon Eastern show Friday.
[01:55:36.260 --> 01:55:44.980]  It was 1pm and I was in the break room getting a glass of Joe and CNN's going, the polar bears
[01:55:44.980 --> 01:55:45.980]  are all dying.
[01:55:45.980 --> 01:55:49.380]  They can't swim.
[01:55:49.380 --> 01:55:51.900]  The Arctic is all melting.
[01:55:51.900 --> 01:55:55.860]  We have the video right now and they go, look at this satellite shot and they show during
[01:55:55.860 --> 01:55:59.620]  the summer when they always have the northern passes been written about for over a thousand
[01:55:59.620 --> 01:56:00.620]  years.
[01:56:00.620 --> 01:56:03.460]  It shrinks in the summer.
[01:56:03.460 --> 01:56:04.620]  It gets smaller in the winter.
[01:56:04.620 --> 01:56:05.620]  It gets bigger.
[01:56:05.620 --> 01:56:07.700]  You know, like, oh, they're going to have ice breakers.
[01:56:07.700 --> 01:56:10.140]  It's the fall to get through the northern passage.
[01:56:10.140 --> 01:56:14.780]  And they actually say on the piece, you know, the same lie that polar bears can't swim.
[01:56:14.780 --> 01:56:16.340]  They're the greatest land animal swimmer.
[01:56:16.340 --> 01:56:19.740]  They go out on the ice flows to hunt seal and their number, I'm going to show all this
[01:56:19.740 --> 01:56:20.740]  tomorrow.
[01:56:20.740 --> 01:56:22.220]  I've printed all the articles.
[01:56:22.220 --> 01:56:25.520]  They're up five full from the last census.
[01:56:25.520 --> 01:56:31.500]  There's never been this many polar bears in northern Russia, northern Europe, Canada,
[01:56:31.500 --> 01:56:35.780]  North Pole, I mean, they are crawling.
[01:56:35.780 --> 01:56:41.020]  And they get on there and say, pay Al Gore carbon tax or the polar bears will all die.
[01:56:41.020 --> 01:56:42.860]  That's how dumb they think you are.
[01:56:42.860 --> 01:56:48.340]  And Obama gets up on TV and says, there's not even an allegation, the NSA spying on
[01:56:48.340 --> 01:56:49.340]  you.
[01:56:49.340 --> 01:56:56.300]  When it's all admitted, when it's all on record, they're persecuting the media whistleblowers,
[01:56:56.300 --> 01:57:03.700]  citizens, pro-life groups, associated press, members of Congress are tapped to spy on them.
[01:57:03.700 --> 01:57:05.420]  And it's all completely illegal.
[01:57:05.420 --> 01:57:08.820]  And he gets up there and it's so arrogant and smiles about it.
[01:57:08.820 --> 01:57:10.740]  These con men get off on lion.
[01:57:10.740 --> 01:57:15.780]  My dad would always tell me, grow up and said, son, there's people would rather steal a dollar
[01:57:15.780 --> 01:57:17.740]  from me than make a million dollars with you.
[01:57:17.740 --> 01:57:19.740]  They love being nasty.
[01:57:19.740 --> 01:57:22.540]  They love being double dealing because it's their nature.
[01:57:22.540 --> 01:57:28.420]  There are no allegations, and I am very confident in knowing the NSA and how they operate that
[01:57:28.420 --> 01:57:31.620]  purposely somebody's out there trying to abuse this program.
[01:57:31.620 --> 01:57:32.620]  There you go.
[01:57:32.620 --> 01:57:34.140]  Great job of the crew.
[01:57:34.140 --> 01:57:37.140]  Thank you listeners for all your support.
[01:57:37.140 --> 01:57:39.260]  Infowars.com is the main website.
[01:57:39.260 --> 01:57:41.180]  I didn't get into George Washington.
[01:57:41.180 --> 01:57:44.060]  The DOD is teaching George Washington is bad.
[01:57:44.060 --> 01:57:46.820]  That document is up on infowars.com right now.
[01:57:46.820 --> 01:57:52.820]  The DOD link will cover it tomorrow.
