[00:00:04.133 --> 00:00:04.353]  Wow!
[00:24:14.416 --> 00:24:14.657]  Central.
[00:24:14.657 --> 00:24:15.297]  We're here live.
[00:24:15.297 --> 00:24:17.981]  You return weeknights 7 o'clock Central.
[00:24:19.595 --> 00:24:32.402]  Okay, so, if you're a radio listener, I know this is kind of torturous as you hear me describing photos and images to a radio audience, but everybody's pretty much already seen this for days online.
[00:24:32.402 --> 00:24:42.307]  We're going to produce another HD video today, a special report, because more huge, huge megapixel photos have been released.
[00:24:42.307 --> 00:24:44.388]  There's also overhead photos just showing
[00:24:45.268 --> 00:24:56.311]  How the crowds were trying to get in even during the swearing-in of the president and couldn't get in because horrible Soros-funded communists were attacking people outside.
[00:24:56.311 --> 00:24:57.692]  It doesn't matter.
[00:24:57.692 --> 00:25:00.813]  What do you do when they attack people?
[00:25:00.813 --> 00:25:01.253]  What do you do?
[00:25:02.697 --> 00:25:05.759]  Well, I'll tell you what you do.
[00:25:05.759 --> 00:25:16.687]  You simply claim, oh, Alex Jones was thrown out of the inauguration for being bad, and then you show video of people shoving and attacking me when I was trying to get through to
[00:25:20.009 --> 00:25:22.171]  And by the way, they lie and say, oh, Jones failed to.
[00:25:22.171 --> 00:25:22.671]  No.
[00:25:22.671 --> 00:25:25.854]  Once we broke through, the police had closed the entrance.
[00:25:25.854 --> 00:25:27.976]  So we went to another entrance and broke through.
[00:25:27.976 --> 00:25:29.137]  The police wouldn't help anybody.
[00:25:29.137 --> 00:25:29.818]  And guess what?
[00:25:29.818 --> 00:25:30.599]  That was closed.
[00:25:30.599 --> 00:25:32.120]  Went to another entrance, broke through.
[00:25:32.120 --> 00:25:32.621]  That was closed.
[00:25:32.621 --> 00:25:35.964]  Everybody watched it live on Facebook Mentions.
[00:25:35.964 --> 00:25:41.509]  People hitting, punching, grabbing you, getting in your face, doing all of this as you try to simply get in.
[00:25:45.279 --> 00:25:47.801]  And this is just footage of me just trying to walk down the street.
[00:25:47.801 --> 00:25:51.344]  This isn't even the footage of me that the crews found.
[00:25:51.344 --> 00:25:54.287]  There's hours of this when I was actually trying to break through.
[00:25:54.287 --> 00:25:57.610]  This is just walking down the street.
[00:25:57.610 --> 00:26:01.013]  And they would block people, men, women, children, just anywhere basically in D.C.
[00:26:01.013 --> 00:26:04.195]  trying to get in to the lines to get in.
[00:26:04.195 --> 00:26:06.677]  But they just say we're out there assaulting them.
[00:26:06.677 --> 00:26:10.881]  Just like they say there was no one there to see Trump.
[00:26:10.881 --> 00:26:11.782]  There was nobody there.
[00:26:14.082 --> 00:26:16.763]  He grabbed the Martin Luther King statue and threw it out the window.
[00:26:16.763 --> 00:26:25.625]  Just the minute he got there, he just ran over and grabbed it and ran off with it and threw it in the garbage can.
[00:26:25.625 --> 00:26:30.446]  You know, I had seats so close to the podium that I couldn't really see Trump.
[00:26:30.446 --> 00:26:32.707]  So I got up and walked back about 60 yards.
[00:26:32.707 --> 00:26:33.567]  I described this a few days ago.
[00:26:33.567 --> 00:26:35.928]  I didn't know they could actually find me in the crowd.
[00:26:35.928 --> 00:26:36.668]  And I got there.
[00:26:38.419 --> 00:26:42.144]  I can get a good view of him standing up behind the production equipment.
[00:26:42.144 --> 00:26:47.110]  But they wouldn't let you stand in areas except behind the production equipment.
[00:26:47.110 --> 00:26:52.256]  So they show brown spots where, oh look, there aren't people.
[00:26:52.256 --> 00:26:55.420]  Well that's because just like at a rock concert, they wouldn't let you stand there.
[00:26:56.516 --> 00:27:01.018]  So see, they used this deception looking, look, there's openings in the crowd, it wasn't even full.
[00:27:01.018 --> 00:27:04.420]  Yeah, because they had security guards every 10 feet and wouldn't let you.
[00:27:04.420 --> 00:27:08.723]  And only because the security guard knew who I was, did they even let me stand there where I could see the President.
[00:27:08.723 --> 00:27:14.926]  Because again, the Capitol wasn't built so you could, you know, sit there with this bigger crowd and be able to watch somebody give a speech.
[00:27:14.926 --> 00:27:18.248]  I mean, if you're 100 yards away, you can barely see the President.
[00:27:18.248 --> 00:27:23.591]  Again, I was like 30 yards and I couldn't see because I was up against the podium where you're just looking up.
[00:27:25.816 --> 00:27:27.557]  This is the deception, folks.
[00:27:27.557 --> 00:27:32.221]  CNN, Associated Press, BBC, they all show the same garbage, all planned.
[00:27:32.221 --> 00:27:33.522]  Oh, look, they put it out that day.
[00:27:33.522 --> 00:27:35.344]  Oh, look, here's Obama, 2008.
[00:27:35.344 --> 00:27:38.586]  Here, let's show that first.
[00:27:38.586 --> 00:27:42.889]  Here's 2008, totally, completely jam-packed.
[00:27:42.889 --> 00:27:45.572]  Overflow, yeah, because they didn't put fences up.
[00:27:45.572 --> 00:27:48.694]  People were just allowed to come in, and they weren't physically attacked.
[00:27:48.694 --> 00:27:49.755]  But now, look at the crowd.
[00:27:49.755 --> 00:27:51.036]  It's all in a box.
[00:27:51.036 --> 00:27:52.177]  It's all in a rectangle.
[00:27:53.496 --> 00:27:54.656]  And it's not as big.
[00:27:54.656 --> 00:27:57.837]  Yeah, because you just opened the gates, it's in the morning.
[00:27:57.837 --> 00:28:09.540]  And again, I keep hammering this, but this is catching them, just like with the fake polls, or just like with all the other lies, or PPGate, or just the hundreds of other lies that we've caught them red-handed in the WikiLeaks.
[00:28:09.540 --> 00:28:14.662]  And then you actually are there, and you're being attacked by communists, and they're screaming at you.
[00:28:15.422 --> 00:28:17.364]  Thousands of women, mainly.
[00:28:17.364 --> 00:28:20.266]  You're an effing white male and then attacking you.
[00:28:20.266 --> 00:28:22.968]  Kissing, screaming, cussing.
[00:28:22.968 --> 00:28:26.090]  We can't even play it because it's just eff, eff, eff, eff, eff, eff, eff.
[00:28:26.090 --> 00:28:33.916]  When you've got 200 people around, you just eff you, hate you, white male, bleh, I'll kill you, bleh, bleh, bleh, bleh.
[00:28:33.916 --> 00:28:35.918]  And meanwhile, it's not just on the street now.
[00:28:36.966 --> 00:28:44.534]  White candidate for DNC chair says her job will be to, quote, shut other white people down.
[00:28:44.534 --> 00:28:51.902]  The essence of racketeering, the essence of race crime, the essence of racially targeting people.
[00:28:51.902 --> 00:28:56.186]  This is 110% KKK talk from the 1920s.
[00:28:56.186 --> 00:28:59.350]  We're going to shut down the black people and not let them have a voice.
[00:29:00.532 --> 00:29:07.876]  And just like the weird Green Party people and Merkel's party and others over in Germany, when they get up and go, it is good we bring in Arabs!
[00:29:07.876 --> 00:29:09.057]  White people are bad!
[00:29:09.057 --> 00:29:10.798]  Women, give themselves to them!
[00:29:10.798 --> 00:29:12.279]  Wear the hijab!
[00:29:12.279 --> 00:29:13.279]  Let them rape you!
[00:29:13.279 --> 00:29:14.660]  I'm not kidding, this is in the news!
[00:29:14.660 --> 00:29:15.761]  It's in the news just yesterday!
[00:29:17.008 --> 00:29:18.109]  The same thing here.
[00:29:18.109 --> 00:29:26.313]  I am white, but you need to elect me on a racially based, not that I'll do the best job for you or represent you, no.
[00:29:26.313 --> 00:29:33.137]  I'm white, but the reason you need to vote for me over the other black lady is I'm gonna really suppress white people, okay?
[00:29:34.506 --> 00:29:34.987]  Okay?
[00:29:34.987 --> 00:29:35.687]  I mean, I promise.
[00:29:35.687 --> 00:29:44.535]  This is 100% certified blue-ribbon panel racism by the people that claim they're fighting racism.
[00:29:44.535 --> 00:29:47.658]  They are just a despicable criminal group.
[00:29:47.658 --> 00:29:50.560]  I mean, there's not words to describe these people.
[00:29:50.560 --> 00:29:51.821]  We're on the march.
[00:29:51.821 --> 00:29:54.363]  The Empire's on the run.
[00:29:54.363 --> 00:29:57.066]  Alex Jones and the GCN Radio Network.
[00:30:01.286 --> 00:30:08.367]  Well, it's no secret that Hillary Clinton is the one that coined the term deplorables, and that we stole it, ran with it, and now owned it.
[00:30:08.367 --> 00:30:13.488]  But let's recap some of the behavior we saw over the past election and at the inauguration.
[00:30:13.488 --> 00:30:26.071]  People protesting Trump were assaulting reporters, burning limos, smashing buildings, throwing stink bombs, disrupting the inauguration and other events that were happening, blocking streets, cursing at reporters.
[00:30:26.511 --> 00:30:39.657]  At the Women's March, you had people on the stage cursing repeatedly, talking about fellatio on air, saying Trump can fellatio himself, threatening to bomb the White House, wearing pussy hats, spitting on people.
[00:30:39.657 --> 00:30:42.678]  How about all the assassination threats we've seen on Twitter?
[00:30:42.678 --> 00:30:45.260]  I'm not seeing any of that from Trump supporters.
[00:30:45.260 --> 00:30:45.920]  So after all,
[00:30:46.300 --> 00:30:47.821]  Who are the real deplorables?
[00:30:47.821 --> 00:30:49.942]  I've said it once and I'll say it again.
[00:30:49.942 --> 00:30:53.944]  When they go low, they go really, really low.
[00:30:53.944 --> 00:30:56.926]  This is Owen Schroer for InfoWars.com.
[00:30:56.926 --> 00:30:58.867]  Real news, fake deplorable.
[00:31:00.691 --> 00:31:01.531]  Hey, everyone!
[00:31:01.531 --> 00:31:03.812]  Pharmacist Ben Fuchs here, host of The Bright Side.
[00:31:03.812 --> 00:31:07.653]  And as many of you know, I'm on a mission to help Americans get and stay healthy.
[00:31:07.653 --> 00:31:09.734]  You've all heard the shocking statistics.
[00:31:09.734 --> 00:31:19.998]  Despite spending trillions of dollars in health care, nearly $10,000 per man, woman, and child in this country, obesity, diabetes, cancer, heart disease, and autoimmune illnesses are rampant.
[00:31:19.998 --> 00:31:25.980]  One out of three or four people is dealing with some kind of health challenge, and everyone knows at least one person with a degenerative disease.
[00:31:26.460 --> 00:31:47.212]  If you're dealing with a health challenge, or if you're healthy and want to maintain your vigor and longevity, and you're looking for a convenient, easy way to incorporate nutritional raw materials into your day-to-day lives to guarantee that your body is getting the fundamental nutrients, the 90 essential vitamins, minerals, fats, and amino acids it needs to do its healing work, you need to check out InfoWarsTeam.com.
[00:31:47.212 --> 00:31:49.193]  Give your body the gift of good nutrition.
[00:31:49.193 --> 00:31:49.573]  Head over to
[00:31:49.793 --> 00:31:51.615]  Infowarsteam.com.
[00:31:51.615 --> 00:31:53.477]  Your body will be very grateful.
[00:31:53.477 --> 00:31:56.520]  On the web at Infowarsteam.com.
[00:31:56.520 --> 00:31:58.282]  That's Infowarsteam.com.
[00:32:00.410 --> 00:32:11.277]  National Defense Labs and Citizen Armor has given InfoWars the exclusive on distributing to the American people the true next generation in body armor.
[00:32:11.277 --> 00:32:19.042]  Basically what we're bringing to the InfoWars team is a new line of dynamic, lightweight body armor.
[00:32:19.042 --> 00:32:24.986]  It is lighter, more flexible, easier to wear, more comfortable, and stronger than anything else on the market.
[00:32:25.066 --> 00:32:31.288]  You said when you talked to people that have been using this actually testing it for years, people that currently have tested it for us, they didn't just say outstanding.
[00:32:31.288 --> 00:32:32.208]  What did they really say about them?
[00:32:32.208 --> 00:32:35.049]  They want to know how do they get it, where do they find it.
[00:32:35.049 --> 00:32:38.790]  A lot of my law enforcement official buddies want to know the same thing.
[00:32:38.790 --> 00:32:40.911]  The backpack body armor is only $200.
[00:32:42.731 --> 00:32:43.552]  I mean, it's unbelievable.
[00:32:43.552 --> 00:32:44.713]  It's a quarter-inch thick.
[00:32:44.713 --> 00:32:45.713]  It's got a 20-year warranty.
[00:32:45.713 --> 00:32:46.374]  It's waterproof.
[00:32:46.374 --> 00:32:46.834]  You can wear it.
[00:32:46.834 --> 00:32:47.555]  It's comfortable.
[00:32:47.555 --> 00:32:49.677]  And we shot everything you can imagine on it.
[00:32:49.677 --> 00:32:51.438]  Again, fund the InfoWars.
[00:32:51.438 --> 00:32:54.160]  Get the game-changing Nanotech Tubes.
[00:32:54.160 --> 00:32:55.301]  It's a win-win.
[00:32:55.301 --> 00:32:55.742]  $200.
[00:32:55.742 --> 00:32:59.204]  Go check out all their different products at InfoWarsTore.com.
[00:32:59.204 --> 00:33:07.151]  It's amazing.
[00:33:07.151 --> 00:33:08.071]  We've now entered Day 5.
[00:33:09.637 --> 00:33:11.319]  Already, globalism is collapsing.
[00:33:11.319 --> 00:33:16.284]  Defending the Republic from enemies, foreign and domestic.
