[00:00:00.391 --> 00:00:01.153]  You've got it!
[01:32:24.116 --> 01:32:27.519]  You could buy three Survival Seed Vaults for less than one of theirs.
[01:32:27.519 --> 01:32:34.144]  The Survival Seed Vault from MyPatriotSupply.com includes detailed planting and seed saving instructions and ships same day.
[01:32:34.144 --> 01:32:36.986]  Plus, all orders over $49 ship free.
[01:32:36.986 --> 01:32:40.869]  MyPatriotSupply.com is American owned by patriots like you.
[01:32:40.869 --> 01:32:42.650]  Passionate about freedom and preparedness.
[01:32:42.850 --> 01:32:46.011]  Call now, 866-229-0927.
[01:32:46.011 --> 01:32:50.113]  That's 866-229-0927.
[01:32:50.113 --> 01:32:54.875]  Or discover more emergency preparedness items when you order at mypatriotsupply.com.
[01:32:54.875 --> 01:32:55.976]  Choose the original.
[01:32:55.976 --> 01:33:01.758]  Choose the Survival Seed Vault at mypatriotsupply.com.
[01:33:01.758 --> 01:33:03.299]  Coast to Coast.
[01:33:03.299 --> 01:33:05.339]  Direct from Austin.
[01:33:05.339 --> 01:33:08.541]  You're listening to the Alex Jones Broadcasting Network.
[01:33:19.110 --> 01:33:20.631]  Okay, we got two segments left.
[01:33:20.631 --> 01:33:27.057]  I'll be back tomorrow with a bigger three-hour show and a bunch of guests and your calls.
[01:33:27.057 --> 01:33:37.126]  You know, the 4th of July, we celebrate that because that's when they signed the Declaration of Independence and took action against tyranny.
[01:33:37.126 --> 01:33:44.833]  And I will read, on July 3rd, we're taking off July 4th, as I know most of you are, to engage in the pastimes of
[01:33:46.294 --> 01:33:53.757]  Cheeseburgers and fireworks out at the lake with the family to enjoy what little of America's left.
[01:33:53.757 --> 01:34:00.279]  But my point is, is that everything in the Declaration of Independence, if you read that, that's what the government's doing again today.
[01:34:01.394 --> 01:34:04.876]  And it's so incredibly criminal.
[01:34:04.876 --> 01:34:15.282]  $2 trillion, $2.4 trillion, if you want to be technical, CBS News Associated Press, was stolen out of the Pentagon in the eight years Bill Clinton was in charge of it.
[01:34:15.282 --> 01:34:17.243]  I have the congressional hearings, all of it.
[01:34:17.243 --> 01:34:18.343]  Just look it up.
[01:34:18.343 --> 01:34:20.084]  Guys, type that in for people watching.
[01:34:20.084 --> 01:34:21.745]  Radio listeners, you type it in.
[01:34:21.745 --> 01:34:26.328]  People who are watching at PrisonPlanet.tv, just type $2.4 trillion missing from the Pentagon.
[01:34:27.168 --> 01:34:29.529]  Well, actually, you have the CBS newscast.
[01:34:29.529 --> 01:34:32.371]  We even have the newscast in there on the computer.
[01:34:32.371 --> 01:34:38.654]  The point is, is that this is big business robbing things.
[01:34:38.654 --> 01:34:45.678]  And of course it's now coming out, like Wayne LaPierre has come out and said, looks like Fast and Furious involves drug dealing by the government.
[01:34:45.678 --> 01:34:47.319]  Of course it does.
[01:34:47.319 --> 01:34:51.602]  And that's how we're going to get America back, is by the NRA getting hardcore.
[01:34:51.602 --> 01:34:55.364]  Because if reality's hardcore, you've got to get hardcore.
[01:34:56.226 --> 01:34:59.270]  The War on Waste, CBS Evening News.
[01:34:59.270 --> 01:35:07.142]  September 10th, Secretary of Defense Donald Rumsfeld declared war, not on foreign terrorists, the adversary close to home, the Pentagon bureaucracy.
[01:35:07.142 --> 01:35:09.405]  And it goes on to talk about $2.3 trillion.
[01:35:09.405 --> 01:35:10.967]  It was $2.4 trillion a few months ago.
[01:35:12.699 --> 01:35:14.761]  So I was going from Reasset 2.4, excuse me.
[01:35:14.761 --> 01:35:17.724]  But again, they say, oh, transactions they can't track.
[01:35:17.724 --> 01:35:21.127]  It turned out almost all that was stolen over eight years.
[01:35:21.127 --> 01:35:23.670]  And by the way, you think it stopped when Bush got in?
[01:35:23.670 --> 01:35:25.612]  It was over $4 trillion when he left.
[01:35:25.612 --> 01:35:28.114]  It's the bureaucracy.
[01:35:28.114 --> 01:35:30.617]  They do whatever they want.
[01:35:30.617 --> 01:35:36.623]  You know how I had Serpico, the famous cop on, the only cop on the force that couldn't be bought, that came out in court?
[01:35:38.510 --> 01:35:41.072]  Everybody was getting envelopes of cash.
[01:35:41.072 --> 01:35:42.633]  Those were just the grazers.
[01:35:42.633 --> 01:35:45.435]  The mediators were killing people and running the drugs themselves.
[01:35:45.435 --> 01:35:46.936]  That's the really corrupt cops.
[01:35:46.936 --> 01:35:49.018]  We don't want to live like that.
[01:35:49.018 --> 01:35:50.759]  And that's all corrupt government is.
[01:35:50.759 --> 01:35:54.642]  A microcosm of a corrupt police force is what a tyranny is.
[01:35:54.642 --> 01:35:56.963]  And Mexico's got one, you don't want to live there.
[01:35:56.963 --> 01:35:59.165]  North Korea's got one, you don't want to live there.
[01:36:00.649 --> 01:36:03.412]  Okay, this is not good for anybody in the final equation.
[01:36:03.412 --> 01:36:07.095]  Oh, it's fun to be corrupt if you're stealing when the country's still prosperous.
[01:36:07.095 --> 01:36:08.156]  We're not prosperous.
[01:36:08.156 --> 01:36:12.680]  We're on our deathbed, politically, financially, spiritually.
[01:36:12.680 --> 01:36:14.782]  And I love this country.
[01:36:14.782 --> 01:36:19.126]  It's a wonderful nation with an incredible history, and I love this nation.
[01:36:19.126 --> 01:36:21.768]  You know, my family came over on both sides on the Mayflower.
[01:36:21.768 --> 01:36:24.891]  It was in the Texas Independence, the whole nine yards.
[01:36:24.891 --> 01:36:26.412]  I'm as Americana as it gets.
[01:36:27.392 --> 01:36:42.744]  And I am so sick of globalist criminals attaching world government and empire and banker dominion to America and putting our flag on it where we're hated worldwide and that Americans have a sick pride in the empire like it's ours.
[01:36:42.744 --> 01:36:45.546]  We pay for it, we don't get the booty.
[01:36:45.546 --> 01:36:50.490]  At least in the British Empire, the Brits got some of the spoils.
[01:36:50.490 --> 01:36:52.031]  You don't get the spoils.
[01:36:52.031 --> 01:36:53.232]  You don't get the spoils.
[01:36:55.376 --> 01:36:56.517]  I mean, sure, they gave U.S.
[01:36:56.517 --> 01:36:57.757]  military envelopes.
[01:36:57.757 --> 01:36:59.538]  Even privates got about 30 grand.
[01:36:59.538 --> 01:37:02.239]  The tens of billions shipped in on those big pallets.
[01:37:02.239 --> 01:37:03.139]  I talked to family.
[01:37:03.139 --> 01:37:04.740]  I talked to other people.
[01:37:04.740 --> 01:37:06.101]  Colonels get millions.
[01:37:06.101 --> 01:37:07.881]  Generals get tens of millions.
[01:37:07.881 --> 01:37:09.262]  To be corrupt, though.
[01:37:09.262 --> 01:37:10.782]  Now they're compromised.
[01:37:10.782 --> 01:37:11.963]  So they'll go along with this.
[01:37:11.963 --> 01:37:15.204]  Folks, this country is so corrupt, it would make your head spin.
[01:37:15.204 --> 01:37:21.247]  I spend all my time researching this, and I can't articulate in words how bad it really is.
[01:37:22.799 --> 01:37:38.086]  And now the corrupt ruling elite plan to go to an authoritarian, oppressive, martial law style system to continue their power in the collapse they precipitated with all their stealing and thieving.
[01:37:38.086 --> 01:37:42.087]  There's no way out of this but to bring these people to justice.
[01:37:44.514 --> 01:37:46.876]  It is the only hope that we have.
[01:37:46.876 --> 01:37:47.796]  Okay, I'm done ranting.
[01:37:47.796 --> 01:37:48.857]  Let's go to your calls.
[01:37:48.857 --> 01:37:51.979]  Jason, Mike, Marsha, Angie, Aaron, Don.
[01:37:51.979 --> 01:37:52.920]  What's the best order?
[01:37:52.920 --> 01:37:55.161]  Who's the oldest caller here?
[01:37:55.161 --> 01:37:57.403]  And I'll go to whoever's first.
[01:37:57.403 --> 01:37:58.363]  Okay, top to bottom.
[01:37:58.363 --> 01:37:58.543]  Good.
[01:37:58.543 --> 01:37:59.964]  As soon as they get mixed up.
[01:37:59.964 --> 01:38:02.766]  Jason in Pennsylvania, you're on the air.
[01:38:02.766 --> 01:38:05.148]  Thank you so much for holding.
[01:38:05.148 --> 01:38:08.009]  Alex Jones, I want to tell you something.
[01:38:08.009 --> 01:38:12.853]  You woke me up in 2008, and I thank the Lord Jesus Christ for you.
[01:38:13.953 --> 01:38:15.413]  Well, I thank you.
[01:38:15.413 --> 01:38:17.914]  Listen, folks, please don't thank me.
[01:38:17.914 --> 01:38:19.034]  We're all in this together.
[01:38:19.034 --> 01:38:21.215]  I'm trying to survive here.
[01:38:21.215 --> 01:38:23.655]  All right, Alex, just let me say this really quick.
[01:38:23.655 --> 01:38:26.036]  I have a message for you.
[01:38:26.036 --> 01:38:28.157]  Alex, I'm a fellow Christian.
[01:38:28.157 --> 01:38:37.459]  We both know that there is only one Infowar, and that is getting the gospel of Jesus Christ to everyone we can.
[01:38:37.459 --> 01:38:38.799]  And guess what, brother?
[01:38:38.799 --> 01:38:40.240]  You're doing that every day.
[01:38:40.240 --> 01:38:40.840]  God bless you.
[01:38:41.343 --> 01:38:43.104]  Well, thank you.
[01:38:43.104 --> 01:38:49.429]  I agree that this has happened because we've all become immoral, myself included.
[01:38:49.429 --> 01:38:58.255]  As George Washington said, only a moral Christian country will be able to protect these liberties.
[01:38:58.255 --> 01:39:07.102]  And just the corruption of being lazy, just the corruption of... I mean, all of us are corrupt in one way or another.
[01:39:07.102 --> 01:39:08.443]  So I'm not on some high horse here.
[01:39:08.443 --> 01:39:10.184]  I mean, to be a human is to be fallen.
[01:39:11.365 --> 01:39:17.487]  But, you're right, people that beat folks over the head with the Bible, that runs people off.
[01:39:17.487 --> 01:39:23.910]  But you look at this Mark of the Beast, this world government, all this stuff coming down on us, it'll make you get religion.
[01:39:23.910 --> 01:39:25.131]  Anything else, Jason?
[01:39:25.131 --> 01:39:26.671]  Yes, Alex.
[01:39:26.671 --> 01:39:36.695]  For you to say that you're corrupt, it makes me laugh.
[01:39:36.695 --> 01:39:38.536]  The majority of this planet
[01:39:50.143 --> 01:39:52.084]  Well, I love all of you out there as well.
[01:39:52.084 --> 01:39:54.165]  Thank you for the call and those kind words.
[01:39:54.165 --> 01:39:56.586]  What I'm saying is, I do have a lot of light.
[01:39:56.586 --> 01:39:59.927]  I do have a lot of discernment, and so I know what I am.
[01:39:59.927 --> 01:40:01.228]  Okay, that's what I'm trying to say.
[01:40:01.228 --> 01:40:07.151]  I mean, they say if you think it in your heart, that's pretty much doing it, and I think
[01:40:08.086 --> 01:40:12.769]  You know, somebody cuts me off in traffic and I think about beating their brains out.
[01:40:12.769 --> 01:40:16.691]  I mean, that is not good, because the thought could be acted on.
[01:40:16.691 --> 01:40:21.494]  I've got to get myself where I don't do that.
[01:40:21.494 --> 01:40:27.597]  But you're right, most people are completely delusional, have been given over to delusion, and have no idea what's going on.
[01:40:27.597 --> 01:40:29.138]  And that's what's so crazy about this.
[01:40:29.138 --> 01:40:31.859]  When you're awake, it's like all around you, you see it everywhere.
[01:40:31.859 --> 01:40:36.102]  And then for people, that's why the propaganda of the New World Order seems so silly and childlike.
[01:40:37.469 --> 01:40:45.292]  I mean, I saw the White House publicly funded and run George Soros group, Media Matters.
[01:40:45.292 --> 01:40:52.095]  I saw like 500 articles a few weeks ago saying there are no drones, there's no plan for drones, and I'm a big liar, and all the rest of it.
[01:40:52.095 --> 01:40:53.956]  And then I ran across Media Matters.
[01:40:53.956 --> 01:40:56.777]  They were the ones that originally put it out.
[01:40:56.777 --> 01:41:00.419]  And they act like a public watchdog group that are nonpartisan when they're run by the White House.
[01:41:00.419 --> 01:41:01.979]  That's come out, I'm just looking up.
[01:41:05.179 --> 01:41:08.181]  And they have weekly meetings with the President and all the rest of it.
[01:41:08.181 --> 01:41:09.582]  And even their own commenters.
[01:41:09.582 --> 01:41:12.685]  In fact, I meant to show... In fact, guys, remind me tomorrow to show their own article.
[01:41:12.685 --> 01:41:14.907]  Of course, they may expunge it by then.
[01:41:14.907 --> 01:41:17.869]  But it's demonizing me and saying I'm a liar and everybody else is a liar.
[01:41:17.869 --> 01:41:20.491]  And Megyn Kelly or whatever her name is, Fox, is an idiot.
[01:41:20.491 --> 01:41:21.712]  You know, they're saying that.
[01:41:21.712 --> 01:41:24.874]  And then almost every one of their commenters is like, hey, this is Big Brother.
[01:41:24.874 --> 01:41:26.356]  You know, we're losing our rights.
[01:41:26.356 --> 01:41:27.316]  We're being spied on.
[01:41:27.316 --> 01:41:28.357]  There are drones.
[01:41:28.357 --> 01:41:29.718]  I saw one in my town.
[01:41:29.718 --> 01:41:31.540]  You know, my governor said they're using them.
[01:41:31.540 --> 01:41:34.142]  They arrested a guy out of his farm the other day.
[01:41:34.502 --> 01:41:35.683]  You know, with one of these.
[01:41:35.683 --> 01:41:36.524]  Wait a minute!
[01:41:36.524 --> 01:41:40.226]  No, no, these drones are real!
[01:41:40.226 --> 01:41:47.172]  So, the mainline liberals, who usually drink the Mao Zedong Kool-Aid, aren't even buying it anymore.
[01:41:47.172 --> 01:41:48.813]  That's what I'm saying here.
[01:41:48.813 --> 01:41:52.936]  I mean, listen, folks, this is bad for all of us.
[01:41:52.936 --> 01:41:55.158]  98% of us, this is going to be bad for.
[01:41:55.158 --> 01:41:55.298]  99.9%.
[01:41:55.298 --> 01:41:57.679]  Let's jam another call.
[01:41:57.679 --> 01:41:59.020]  Mike in Seattle.
[01:41:59.020 --> 01:41:59.381]  Go ahead.
[01:42:00.816 --> 01:42:02.178]  Hi Alex, it's great.
[01:42:02.178 --> 01:42:03.300]  I'm a first time caller.
[01:42:03.300 --> 01:42:05.323]  I've been listening to your show for quite a while.
[01:42:05.323 --> 01:42:07.226]  Well that's good because I shouldn't have gone to you right now.
[01:42:07.226 --> 01:42:08.608]  I'm going to come right back to you after this break.
[01:42:08.608 --> 01:42:09.489]  I apologize.
[01:42:09.489 --> 01:42:11.452]  Final segment straight ahead.
[01:42:11.452 --> 01:42:16.179]  So many years doing radio on the weekday clock, noon to three eastern.
[01:42:18.579 --> 01:42:22.802]  I am, I have got that so in my mind that I forget we have like 10, 11 minute segments here.
[01:42:22.802 --> 01:42:24.843]  And then I'm always going to callers when I shouldn't be.
[01:42:24.843 --> 01:42:27.024]  So we're going to come back to you in the final segment.
[01:42:27.024 --> 01:42:32.127]  Mike, Marsha, Angie, Aaron, and Don, I'll at least get to those calls straight ahead.
[01:42:32.127 --> 01:42:35.129]  And there's a bunch of other news I didn't get to, but I covered a lot of it.
[01:42:35.129 --> 01:42:37.451]  Roberts is making jokes!
[01:42:37.451 --> 01:42:43.614]  Saying he's got to live in Malta, an impregnable fortress, after his vote.
[01:42:43.614 --> 01:42:44.435]  Ha ha ha!
[01:42:45.796 --> 01:42:48.257]  I mean, look, again, appointed by Bush.
[01:42:48.257 --> 01:42:52.520]  What a joke, ladies and gentlemen.
[01:42:52.520 --> 01:42:55.681]  The healthcare bill is the opposite of Constitution.
[01:42:55.681 --> 01:42:57.843]  And the IRS will now shake you down for the money.
[01:42:57.843 --> 01:42:58.503]  Hope you enjoy it.
[01:43:03.012 --> 01:43:11.117]  If you want an American company with American products made by Americans, here is the Cal Ben Soap Company.
[01:43:11.117 --> 01:43:15.200]  Alex and his staff have used these pure soap products for years.
[01:43:15.200 --> 01:43:22.504]  These all-natural soaps are made from the highest quality vegetable and coconut oils that are earth-friendly and safe.
[01:43:22.504 --> 01:43:24.986]  See them on the web at 5starsoap.com.
[01:43:25.526 --> 01:43:30.370]  Or call 800-340-7091 for a free catalog.
[01:43:30.370 --> 01:43:36.315]  Buy the 1 to 2 month sample package and enjoy soaps that are twice as good as what you're using now.
[01:43:36.315 --> 01:43:41.719]  Or save big with a 1 to 2 year supply of soap for all your cleaning needs.
[01:43:41.719 --> 01:43:43.700]  This is an amazing deal.
[01:43:43.700 --> 01:43:48.944]  You can save thousands of dollars and you will love the way real soap makes you feel.
[01:43:48.944 --> 01:43:52.087]  See them on the web at 5starsoap.com or call
[01:43:52.227 --> 01:44:00.570]  800-340-7091 for a free catalog.
[01:44:00.570 --> 01:44:04.932]  For a long time, you've heard me talk about building your own food supply with eFoods Direct.
[01:44:04.932 --> 01:44:08.953]  As a listener, you know why you need to have a supply of the best storable food on the planet.
[01:44:08.953 --> 01:44:12.994]  Every day, we document the attempts to take control of our lives.
[01:44:12.994 --> 01:44:15.195]  But there's one thing we can all control.
[01:44:15.195 --> 01:44:16.716]  Your greatest dependency.
[01:44:16.716 --> 01:44:17.036]  Food.
[01:44:17.456 --> 01:44:24.984]  eFoods Direct products are made with only the best ingredients and none of the trash and contaminants like trans fats, GMOs, or MSG.
[01:44:24.984 --> 01:44:27.506]  This food is nutrient dense and tastes great.
[01:44:27.506 --> 01:44:31.450]  It's simple to make, portable, and has a shelf life of up to 25 years.
[01:44:31.450 --> 01:44:35.014]  Now with eFoods Direct, you'll get the most affordable, best tasting food you can buy.
[01:44:35.334 --> 01:44:37.936]  And the new products and pricing will blow you away.
[01:44:37.936 --> 01:44:42.799]  Compared to other food sources including home-cooked meals, you can cut your food cost in half.
[01:44:42.799 --> 01:44:44.780]  You just can't afford to ignore this.
[01:44:44.780 --> 01:44:50.424]  Call 800-409-5633 or go to efoodsdirect.com forward slash Alex for specials.
[01:44:50.424 --> 01:44:51.965]  Don't let this offer pass you by.
[01:44:51.965 --> 01:44:53.986]  Call 800-409-5633 or efoodsdirect.com forward slash Alex.
[01:44:53.986 --> 01:44:55.247]  More the best for less guaranteed.
[01:45:00.233 --> 01:45:04.776]  This is Alex Jones with five good reasons you should consider buying a solar power generator.
[01:45:04.776 --> 01:45:05.697]  Number one.
[01:45:05.697 --> 01:45:09.119]  New climate legislation could easily double or triple your electric bill.
[01:45:09.119 --> 01:45:09.980]  Number two.
[01:45:09.980 --> 01:45:14.863]  Our new energy czar wants to control how much power your electric company allows you to have.
[01:45:14.863 --> 01:45:15.623]  It's true.
[01:45:15.623 --> 01:45:20.487]  Total government control of electricity in the name of smart grid technology is coming.
[01:45:20.487 --> 01:45:21.307]  Number three.
[01:45:21.307 --> 01:45:24.909]  In some areas of the country, the power grid is dangerously overloaded.
[01:45:24.909 --> 01:45:28.592]  And now, new socialist legislation is only compounding the problem.
[01:45:28.792 --> 01:45:29.592]  Number four.
[01:45:29.592 --> 01:45:32.353]  Dangerous weather is always a threat to local grids.
[01:45:32.353 --> 01:45:36.035]  Every year, thousands of families lose their power from weather-related outages.
[01:45:36.035 --> 01:45:36.835]  Number five.
[01:45:36.835 --> 01:45:40.977]  A solar power generator provides powerful backup, insurance, and peace of mind.
[01:45:40.977 --> 01:45:46.019]  Folks, I really believe in the solar power generators offered by Solutions from Science, one of my oldest sponsors.
[01:45:46.019 --> 01:45:50.200]  You can get more information at www.mysolarbackup.com.
[01:45:50.200 --> 01:45:51.981]  That's mysolarbackup.com.
[01:45:51.981 --> 01:45:56.583]  Remember, the government doesn't own the sun, so go to mysolarbackup.com, or call 1-866-422-9000.
[01:45:56.903 --> 01:45:56.943]  877-327-0365.
[01:46:01.906 --> 01:46:05.867]  Hi folks, this is Alex Jones and I want to tell you about the Silver Lungs Generator.
[01:46:05.867 --> 01:46:14.730]  Now you can produce pure and endless colloidal silver and deliver the solution directly into the bloodstream by breathing the solution through the lungs.
[01:46:14.730 --> 01:46:19.351]  The respiratory system is the first line of defense for airborne pathogens and viruses.
[01:46:19.351 --> 01:46:30.174]  The Silver Lungs Generator infuses the respiratory system with your self-produced nano-silver solutions and also delivers the silver nanoparticles instantly into the bloodstream.
[01:46:30.814 --> 01:46:40.316]  With continued legislation threatening the sale of nanosilver products, you can now produce pure and endless colloidal silver with the Silver Lungs Generator.
[01:46:40.316 --> 01:46:45.738]  Very easy to follow step-by-step instructions are provided, making production fast and simple.
[01:46:45.738 --> 01:46:53.239]  Go to www.silverlungs.com today and learn more about the breakthrough technology of the Silver Lungs Generator.
[01:46:53.239 --> 01:46:55.640]  That's www.silverlungs.com.
[01:47:01.758 --> 01:47:05.362]  Coast to coast, direct from Austin.
[01:47:05.362 --> 01:47:08.946]  You're listening to the Alex Jones Broadcasting Network.
[01:47:08.946 --> 01:47:20.139]  Defending the republic from enemies foreign and domestic, it's Alex Jones.
[01:47:30.868 --> 01:47:34.510]  You know, we always watch the Drugs Report, DrugsReport.com.
[01:47:34.510 --> 01:47:38.853]  The lower right-hand corner is the incredibly important article.
[01:47:38.853 --> 01:47:46.177]  Google shopping censors all gun ammo and accessory results that just went up there, so out of the folks over there.
[01:47:46.177 --> 01:47:52.481]  And I told Paul Watson, I just called him over in England because he was the first to post that article from firearmsblog.com.
[01:47:52.481 --> 01:47:56.163]  And I was like, Paul, this should be in features on our website.
[01:47:56.163 --> 01:47:57.564]  This is a big deal.
[01:47:57.564 --> 01:47:58.425]  And of course, he's great.
[01:47:59.531 --> 01:48:00.772]  I'm the same way.
[01:48:00.772 --> 01:48:10.799]  We're so bombarded with this tyranny that we tend to not even realize how serious things are.
[01:48:10.799 --> 01:48:13.561]  I mean, I know that's an understatement, but we're all being acclimated.
[01:48:13.561 --> 01:48:14.542]  I mean, take this article.
[01:48:14.542 --> 01:48:16.583]  I've got to cover this.
[01:48:16.583 --> 01:48:22.107]  I've got to read this and print the Polestar Project, the UN Climate Research.
[01:48:23.524 --> 01:48:31.787]  Group's findings, because this writer for Prison Planet did a great job, Suzanne Hossel.
[01:48:31.787 --> 01:48:46.472]  Her site, and I'm going to your calls, is Occupy Corporatism, and she links to these UN-funded NGOs and groups that are calling for a world police state, basically, and all these horrible draconian activities
[01:48:48.510 --> 01:48:52.713]  And then the headline is, UN asked how many people could live on the planet Earth.
[01:48:52.713 --> 01:49:06.684]  The real headline, if you actually really, really wanted to... See, we don't want to be tabloid-esque, but reality is so much more sensational, so we always tend to downplay things.
[01:49:06.684 --> 01:49:08.366]  People think, oh, this show's exaggerating.
[01:49:08.366 --> 01:49:08.846]  No, we're not.
[01:49:08.846 --> 01:49:10.708]  It's like that caller from Australia.
[01:49:10.708 --> 01:49:14.651]  He goes, well, I walk up to members of Parliament and tell them I don't want the carbon tax.
[01:49:14.651 --> 01:49:15.752]  90% of us don't want it.
[01:49:16.624 --> 01:49:17.544]  I know he was telling the truth.
[01:49:17.544 --> 01:49:18.525]  I've seen the polls.
[01:49:18.525 --> 01:49:20.125]  I follow what happens over there.
[01:49:20.125 --> 01:49:22.366]  It's the bellwether.
[01:49:22.366 --> 01:49:25.908]  And he goes, no, no, it's just shop owners aren't allowed to say that's why prices went up.
[01:49:25.908 --> 01:49:26.788]  Yeah, exactly.
[01:49:26.788 --> 01:49:29.209]  You get arrested or fined.
[01:49:29.209 --> 01:49:30.750]  And it starts with them.
[01:49:30.750 --> 01:49:32.931]  That's their free speech, too.
[01:49:32.931 --> 01:49:34.151]  They need to put on the bill.
[01:49:34.151 --> 01:49:35.532]  That's why it went up.
[01:49:35.532 --> 01:49:38.633]  People, everything with the globalists is about hiding taxes.
[01:49:38.633 --> 01:49:41.614]  Why most people have have money taken out of their paycheck.
[01:49:41.614 --> 01:49:43.515]  So they don't really ever see the money.
[01:49:44.255 --> 01:49:47.477]  Try being an actual business person who has a bunch of employees.
[01:49:47.477 --> 01:49:49.538]  It's hellish, the taxes, okay?
[01:49:49.538 --> 01:49:51.439]  All these fines and fees.
[01:49:51.439 --> 01:49:54.000]  And Texas has a sales tax, folks.
[01:49:54.000 --> 01:49:56.901]  But Texas also has income tax for businesses.
[01:49:56.901 --> 01:49:58.002]  It's a business tax.
[01:49:58.002 --> 01:49:59.823]  And they've got a hospital tax.
[01:49:59.823 --> 01:50:02.244]  And they've got these sniveling inspectors.
[01:50:02.244 --> 01:50:05.425]  And this is not Texas anymore, let me tell you.
[01:50:05.425 --> 01:50:06.806]  This state is changing.
[01:50:06.806 --> 01:50:09.767]  I love my state, but boy, I tell you, we're going to hell in a handbasket.
[01:50:09.767 --> 01:50:11.568]  Mike in Seattle, thanks for holding.
[01:50:11.568 --> 01:50:12.709]  Now you're on the air.
[01:50:13.962 --> 01:50:16.223]  All right, thanks, Alex.
[01:50:16.223 --> 01:50:18.904]  I've been trying to figure this out for a while.
[01:50:18.904 --> 01:50:32.451]  I heard Carpley on your show the other day, and you said a few things about him being hung up on some kind of feel-good, big government fantasy.
[01:50:32.451 --> 01:50:41.915]  But I'm thinking to myself, the only thing that can possibly put these international bankers out of London under control and get them out of our money supply is
[01:50:44.346 --> 01:50:46.027]  The federal government, the U.S.
[01:50:46.027 --> 01:50:46.728]  federal government.
[01:50:46.728 --> 01:50:52.893]  But the federal government is so full of crooks, we'll just trade out the foreign bankers for them.
[01:50:52.893 --> 01:50:54.674]  I mean, they share power.
[01:50:54.674 --> 01:50:58.777]  They helped build this corrupt system since 1913.
[01:50:58.777 --> 01:51:02.880]  Well, the Federal Reserve needs to go, but it needs to come back under a U.S.
[01:51:02.880 --> 01:51:10.246]  bank, and a similar one that we had under Alexander Hamilton, and similar types of federal
[01:51:12.023 --> 01:51:18.088]  Sure, well people say to me, well wait, you have Ron Paul who supports gold and silver back, and you have Tarpley who wants a U.S.
[01:51:18.088 --> 01:51:18.729]  bank.
[01:51:18.729 --> 01:51:21.852]  That's so everybody can hear all the options and have a debate about it.
[01:51:21.852 --> 01:51:23.353]  Monetary education.
[01:51:23.353 --> 01:51:24.954]  It doesn't mean I endorse either one.
[01:51:24.954 --> 01:51:28.818]  We need to get the public to know how to tie their shoelaces economically first.
[01:51:28.818 --> 01:51:33.782]  I really respect Ron Paul's position on keeping the U.S.
[01:51:33.782 --> 01:51:38.326]  forces out of harm's way and on these ridiculous
[01:51:39.213 --> 01:51:51.213]  Imperial war missions, but when it comes to the money, I think that I remember there was a time in the after the specie resumption act my one of my ancestors was in an or a civil war vet and
[01:51:52.582 --> 01:52:05.486]  Marching out of Chicago and Cox's Army on Washington DC and that was the reason why there was so much dissatisfaction with the economic collapse in the country at that time was due to the Specie Resumption Act.
[01:52:05.486 --> 01:52:13.849]  So when I hear, you know, bringing back the gold as the back of the currency, well what that means is who controls the gold controls the currency.
[01:52:13.849 --> 01:52:16.630]  No, it's a great point and I mean that's why we carry
[01:52:18.090 --> 01:52:22.393]  The film, you know, dealing with gold and silver.
[01:52:22.393 --> 01:52:26.315]  And, oh, what's the name of it?
[01:52:26.315 --> 01:52:30.857]  It's named after, the filmmaker actually named it after something I told him on air years ago.
[01:52:30.857 --> 01:52:33.579]  It's funny, I can't remember the name of it, and I actually named the film.
[01:52:33.579 --> 01:52:34.519]  It's called Something Oz.
[01:52:37.284 --> 01:52:40.886]  It's at InfoWarshop.com and it breaks all that down.
[01:52:40.886 --> 01:52:43.788]  The Secret of Oz, there you go.
[01:52:43.788 --> 01:52:45.689]  I named it and I can't remember it.
[01:52:45.689 --> 01:52:48.790]  Marsha in Texas, you're on the air, go ahead.
[01:52:48.790 --> 01:52:58.175]  Hey Alex, I know everybody's been yammering about healthcare but were you aware the President signed another executive order on Monday?
[01:52:58.175 --> 01:53:01.597]  And it is very, very bizarre.
[01:53:01.597 --> 01:53:04.419]  And there's been no coverage of it and apparently
[01:53:05.650 --> 01:53:08.095]  He declared a national emergency.
[01:53:08.960 --> 01:53:12.201]  Oh, I'm not sure why the networks haven't picked this up.
[01:53:12.201 --> 01:53:13.242]  No, no, I've covered it, ma'am.
[01:53:13.242 --> 01:53:14.282]  I've covered it twice.
[01:53:14.282 --> 01:53:19.144]  But, I mean, there's so much chatter going on, mainly from me, that you may have missed it.
[01:53:19.144 --> 01:53:29.868]  They always announce a new emergency every year since the War Powers Act of 1913 and our precious Roosevelt, who made everybody turn their gold into him, and then he gave it to the foreign banks.
[01:53:29.868 --> 01:53:34.990]  Of course, my great-grandfather up in Dallas, who owned the first Chevy dealership up there, he didn't turn his in.
[01:53:36.070 --> 01:53:39.634]  And so he, but side issue.
[01:53:39.634 --> 01:53:42.237]  It just shows how incredible all this has gotten.
[01:53:42.237 --> 01:53:44.839]  Yes, Obama has a new executive order.
[01:53:44.839 --> 01:53:47.222]  It's at whitehouse.gov.
[01:53:47.222 --> 01:53:49.905]  Russian highly enriched uranium.
[01:53:49.905 --> 01:53:51.867]  We don't think now they think the Russian.
