[00:00.000 --> 00:18.000]  Crashing through the lies and disinformation it's Alex Jones on the GCN radio network
[01:44:05.320 --> 01:44:08.600]  stuff that says there's so many things that are in it. You have the neem in there, you have the
[01:44:08.600 --> 01:44:14.680]  organic clove bud, the organic wormwood. I recommend doing a parasite cleanse at least twice a year.
[01:44:14.680 --> 01:44:18.120]  All right, well, I'm glad we've got some back in because I'm going back on it today. It just came
[01:44:18.120 --> 01:44:22.680]  back in yesterday. Living Defense, infowarsleif.com. And folks, you can't lose full of stuff that's
[01:44:22.680 --> 01:44:28.120]  great for your body, period. And you can support the broadcast, infowarsleif.com. Thank you,
[01:44:28.120 --> 01:44:32.040]  Dr. Group, from the Global Healing Center. Thank you so much for all your work, sir, on this great product.
[01:44:37.560 --> 01:44:40.200]  You're listening to the Alex Jones show.
[01:44:40.200 --> 01:44:57.560]  Spoke on the water. Fire in the sky. Leading up frontal assault on the lies of the New World Order.
[01:44:57.560 --> 01:45:04.920]  It's Alex Jones on the GCN radio network. Roger's got to jump on a cab and get over to a very
[01:45:04.920 --> 01:45:09.720]  important meeting. He's got to go in like five, six minutes. I want to give him the floor as best I
[01:45:09.720 --> 01:45:17.160]  can. Roger, obviously, we know that the polls show Trump's ahead. I think this is going to be a
[01:45:17.160 --> 01:45:22.760]  boring fest that we're going to see with Hillary. A, do you think that some of the Bernie folks will
[01:45:22.760 --> 01:45:26.520]  do the right thing for the voters' rights in this country? Do you think they'll be able to
[01:45:26.520 --> 01:45:31.000]  suppress that? Then let's shift gears into Trump winning. And what they're going to try to do to
[01:45:31.000 --> 01:45:37.480]  steal it? How do we counter that? Let's take them one by one. And one of the great disappointments
[01:45:37.480 --> 01:45:43.320]  here is that Bernie Sanders himself turns out to be a fraud. All this talk about progressive values
[01:45:43.320 --> 01:45:49.960]  and principles turns out to be nothing. He is signed on to the Wall Street candidate. If I were a
[01:45:49.960 --> 01:45:56.120]  Sanders supporter, I would be furious twofold. One, he got cheated out of the nomination. We now
[01:45:56.120 --> 01:46:02.680]  know that definitively based on these WikiLeaks documents. Yeah, that is so bombshell. But the
[01:46:02.680 --> 01:46:08.440]  media is to hurl up on the alleged plagiarism by Melania Trump. And then second... I got
[01:46:08.440 --> 01:46:12.920]  interrupted. How did you know when it first happened in Chicago, you said, unequivocally,
[01:46:12.920 --> 01:46:18.520]  these are Hillary operatives. This is White House run, not just Hillary. Now it's all come out that
[01:46:18.520 --> 01:46:22.680]  it was directed by the Democratic Party and they had people dressed up like Sanders. How did you
[01:46:22.680 --> 01:46:28.680]  know that? I have sources, Alex. Sorry, go ahead. Go ahead. Just go ahead. I do want to tell you
[01:46:28.680 --> 01:46:38.280]  about a huge piece of news here. Malik Obama, Barack Obama's brother, has endorsed Donald Trump.
[01:46:38.280 --> 01:46:43.640]  That's right. Front page of the New York Post today. Blockbuster story. Malik was in New York
[01:46:43.640 --> 01:46:49.720]  last week when I understand this decision was made. Pardon me, let me make sure I have the
[01:46:49.720 --> 01:46:54.600]  right cover here. And he says he absolutely loves Trump because the corruption of Hillary
[01:46:54.600 --> 01:46:57.880]  and Obama not delivering for folks. It's a big deal to have Mr. Obama
[01:46:57.880 --> 01:47:04.200]  or the brother of Obama endorsing him. And ironically, Alex, Bernie Sanders' brother,
[01:47:04.200 --> 01:47:09.640]  who lives in the UK, said that Bill Clinton was a rapist. Oh my goodness, that's what you're not
[01:47:09.640 --> 01:47:14.360]  allowed to say, even though it's entirely true. Even though you're banned on all networks because
[01:47:14.360 --> 01:47:19.160]  of it. Well, what's ironic here, we went through this in our interview with Jonathan Alter. For
[01:47:19.160 --> 01:47:24.840]  some reason, the liberal media, the mainstream media insists that because Hillary and Bill have
[01:47:24.840 --> 01:47:30.120]  denied his sex crimes, his assaults on multiple credible women, that means they're not true. In
[01:47:30.120 --> 01:47:35.080]  other words, Broderick, Juanita Broderick, Kathleen Willie, Paula Jones, all these women,
[01:47:35.720 --> 01:47:41.240]  they should not be believed because she's Hillary. This is nonsense across the board, just total
[01:47:41.240 --> 01:47:46.200]  nonsense. But Bill Clinton's settled cases with women that claimed rape. Yes. And I believe Juanita
[01:47:46.200 --> 01:47:51.560]  Broderick and I can tell you this, there are going to be new women coming forward who have now
[01:47:51.560 --> 01:47:57.720]  surfaced, who have been emboldened by the very brave Juanita Broderick, who have read the stories
[01:47:57.720 --> 01:48:04.840]  about her deal detailing Bill's serial assaults on her or stalking of her. And there are new
[01:48:04.840 --> 01:48:12.120]  credible women who will be coming forward shortly. That's amazing. Now, obviously,
[01:48:12.120 --> 01:48:15.080]  we've talked privately, I don't know if we can talk about this, but what do we do?
[01:48:15.080 --> 01:48:17.960]  They try to steal the election. I mean, obviously, if there's a big enough landslide,
[01:48:17.960 --> 01:48:22.680]  they can't do it. Obviously, Trump's not going to back down. He exposed crooked Hillary earlier.
[01:48:22.680 --> 01:48:26.600]  He exposed the Republicans trying to steal the nomination from him. That's why they failed.
[01:48:26.600 --> 01:48:30.280]  So Trump obviously has the instincts to beat him. How do you see this playing out? Because I mean,
[01:48:30.280 --> 01:48:36.040]  right now, I see Trump winning. I think it's crucial that you begin to prepare the argument
[01:48:36.040 --> 01:48:42.920]  before the election. As I started to say, I've read this terrific study of the Wisconsin elections
[01:48:42.920 --> 01:48:49.240]  in primaries by Richard Charnan, who is a Democratic liberal retired mathematician, brilliant guy,
[01:48:49.240 --> 01:48:55.640]  who concludes indisputably that elections in that state have been stolen through the system.
[01:48:55.640 --> 01:49:01.880]  We're going to see this again, these machines that have no paper trail, these computerized
[01:49:01.880 --> 01:49:08.680]  machines. This is truly, truly problematic. How do we counter it? I mean, I don't put the
[01:49:08.680 --> 01:49:12.760]  car before the horse, but if they steal it for Hillary, we know there's fraud. What do we do?
[01:49:13.320 --> 01:49:19.160]  Precisely why I have to leave this broadcast and go to a meeting. I mean, there will be a game plan.
[01:49:19.160 --> 01:49:24.200]  The good news is that I think we know this is going to happen. It's not like in 1960, when,
[01:49:24.200 --> 01:49:30.280]  when, if you'll read my book on LBJ, the man who killed Kennedy, the case against LBJ. I have a
[01:49:30.280 --> 01:49:38.360]  detailed analysis of both Chicago and Texas. I go through precinct by precinct, where, for example,
[01:49:38.360 --> 01:49:46.360]  in one precinct, there are 385 people registered and the vote was 695 for Kennedy and 13 for Nixon.
[01:49:46.360 --> 01:49:51.720]  Sure. I mean, it's all famously documented. It's all admitted. But Nixon was caught totally by
[01:49:51.720 --> 01:49:57.240]  surprise. He didn't see it coming. We know what they're up to. There are lawyers and computer
[01:49:57.240 --> 01:50:03.720]  experts beginning to develop a strategy. Donald Trump is not going to take this sitting down.
[01:50:03.720 --> 01:50:09.160]  Absolutely. I know he's not counting his voter fraud. No, he's front and center on the radar.
[01:50:09.160 --> 01:50:13.800]  We know that. Very exciting that Trump is conscious and so smart. So in closing here,
[01:50:15.720 --> 01:50:18.840]  I mean, we already defeated the Republican establishment trying to spin it that, oh,
[01:50:18.840 --> 01:50:23.560]  your votes don't count. We're the imperial sovereigns to quote George Will, that bloop
[01:50:23.560 --> 01:50:28.760]  in their face. Trump fought back, unlike Sanders, the popular vote counted. This is a referendum
[01:50:28.760 --> 01:50:33.880]  against tyranny in the establishment. Everybody for Sanders should vote for Trump. And it's very,
[01:50:33.880 --> 01:50:37.720]  very exciting to know that Trump's not going to put up with this. I think we're on the edge of
[01:50:37.720 --> 01:50:42.520]  the biggest event in American history since our founding. That's probably correct. And I also
[01:50:42.520 --> 01:50:48.200]  want to point out that Time Magazine has a terrific piece about the Clinton rapesher.
[01:50:48.760 --> 01:50:56.280]  Of course, they're poo-pooing it, not realizing that they're helping InfoWars.com and the Stone
[01:50:56.280 --> 01:51:02.280]  Zone sell, hopefully, millions of shirts. So if you have the Hillary from prison t-shirt,
[01:51:02.280 --> 01:51:08.440]  you now must get the companion Bill Clinton rapesher. We're showing the Time Magazine showing
[01:51:08.440 --> 01:51:13.080]  you in the rapesher. Now available. That was just a demo at infowarstore.com where the folks
[01:51:13.080 --> 01:51:17.240]  are printing it, putting it out. And then notice the New York Times, though, did a whole spread
[01:51:17.240 --> 01:51:22.120]  on the t-shirts of the RNC, but didn't show any of the real shirts, my friend. I mean, this is
[01:51:22.120 --> 01:51:27.160]  why they're going bankrupt. They did show the shirt that has the cover of the Clinton's War on
[01:51:27.160 --> 01:51:32.520]  Women. So it's the first time the New York Times has acknowledged my book. Other than one article,
[01:51:32.520 --> 01:51:38.680]  it said Donald Trump seems to be using it as a playbook. Thank you very much. Well, obviously,
[01:51:38.680 --> 01:51:41.880]  we normally have you on once a week, but as the quickening happens, we've got to have you on more
[01:51:41.880 --> 01:51:48.040]  and more, Roger. Last question. What do you think your gut? Will the Bernie people, because we
[01:51:48.040 --> 01:51:51.800]  do was telling me he's there on the ground. He says like, there'll be 80 people for Sanders,
[01:51:51.800 --> 01:51:55.640]  one person for Hillary. He thinks there's going to be a rebellion or something. That's why they
[01:51:55.640 --> 01:52:01.880]  got rid of Schultz as a sacrificial lamb. Well, I thought about going out there. I had my Shaga
[01:52:01.880 --> 01:52:07.640]  Vera t-shirt, my beret, my dark glasses. I figured I would stop bathing a couple of days before the
[01:52:07.640 --> 01:52:14.920]  convention, so it would fit in. But I have decided not to go because the mainstream media will make
[01:52:14.920 --> 01:52:21.400]  something out of it. The, the, the Bernie people are angry and they should be. And I hope that
[01:52:21.400 --> 01:52:28.120]  their protests are, are adequate because this is fevery. This is wholesale theft of democracy.
[01:52:28.120 --> 01:52:32.200]  Let's leave it there. All right, sir. Get to your meeting and we'll talk to you in the next
[01:52:32.200 --> 01:52:37.400]  few days, stonezone.com and fullwarstore.com for the new Clinton rape shirt. God bless you.
[01:52:37.400 --> 01:52:41.560]  Thank you, Alex. Folks, they can censor us. They can try to ignore us at mainstream media,
[01:52:41.560 --> 01:52:45.560]  but when you send a video link or an article, when we get more traffic than New York Times many
[01:52:45.560 --> 01:52:51.240]  days, when drudge gets more traffic than New York Times, Facebook combined every day, when you go
[01:52:51.240 --> 01:52:55.080]  out a third of the people, no exaggeration on the street, we're wearing Hillary for prison shirts.
[01:52:55.640 --> 01:53:01.880]  When that's going on, it shakes the system to its core and they can try to censor Bill Clinton's
[01:53:01.880 --> 01:53:06.040]  sexual abuse and all the things he did. He makes Bill Cosby look like a choir boy.
[01:53:06.040 --> 01:53:12.280]  You know, he makes Roger Ells look like an angel. He makes, you know, Jeffrey Dahmer look
[01:53:12.280 --> 01:53:19.160]  like a cupcake. This is how you fight him is you personally wearing T-shirts, you personally
[01:53:19.160 --> 01:53:22.680]  setting up YouTube sites or calling his dog radio or running for officer,
[01:53:23.960 --> 01:53:27.880]  not complying with all this tyranny or all the leftist threats don't show up or will kill you.
[01:53:27.880 --> 01:53:33.400]  I mean, believe me, it went on. We showed up and the left didn't even really show up because
[01:53:33.400 --> 01:53:37.400]  they're not the left. They're a bunch of criminals run by the Democratic Party that's run by Saudi
[01:53:37.400 --> 01:53:41.240]  Arabia in the communist Chinese. Are the Republicans perfect? Absolutely not. They're the horrible
[01:53:41.240 --> 01:53:47.320]  establishment that works for the Democrats. We've just run them over too. But I can tell you folks,
[01:53:48.520 --> 01:53:53.000]  Donald Trump is the real deal. Is he perfect? Absolutely not. Am I perfect? Are you perfect?
[01:53:53.000 --> 01:53:59.320]  No. He's a real deal. So to everybody that early on has been back in Trump, your instincts were
[01:53:59.320 --> 01:54:05.160]  right. Your discernment was right. There's still a lot of cult-like and evangelicals and people.
[01:54:05.160 --> 01:54:08.920]  And I'm a Christian. I love evangelicals. I went to evangelical churches, run up as a kid,
[01:54:08.920 --> 01:54:15.080]  that and Baptist. But man, he's not the Messiah. I know they got you to invoke that, admit you
[01:54:15.080 --> 01:54:20.600]  followed false prophets and glim back and Ted Cruz. I mean, it's just, it's cult-like. They're
[01:54:20.600 --> 01:54:26.440]  telling you both for Hillary. It's evil. It's evil. And a so-called deal's been made if they
[01:54:26.440 --> 01:54:32.360]  sabotaged Trump. That these two, he could even be, the plan, as I was told, is that's going to be his
[01:54:32.360 --> 01:54:37.960]  vice president. Well, you'll never get that from the global issue, idiot. You've been, you've been
[01:54:37.960 --> 01:54:42.920]  absolutely scammed. By the way, I hear in Philadelphia, this show's being broadcast on a pirate station
[01:54:42.920 --> 01:54:48.680]  since Hillary tried to censor our airplanes and billboards, 92.9 and Philly. I just hope folks
[01:54:48.680 --> 01:54:52.120]  don't spread the word about that. It's only on for the duration of that. We're going to have a crew
[01:54:52.120 --> 01:54:57.480]  on covering it all. 28 hour broadcast kicks off this Wednesday, 11 a.m. to the next day when
[01:54:57.480 --> 01:55:02.920]  the show ends at 3 p.m. So 28 hours long. But I'll be back tomorrow at 11 a.m. Central for the
[01:55:02.920 --> 01:55:09.400]  four hour broadcast infowars.com or slash show or affiliates and TV stations across the station,
[01:55:10.200 --> 01:55:14.440]  across the nation. I keep forgetting we're on TV. We're on a bunch of stations. A bunch of radio
[01:55:14.440 --> 01:55:18.440]  stations pick up the nightly news as well. Never saw that coming. Great job with the crew. We'll be
[01:55:18.440 --> 01:55:22.600]  back tomorrow. Lord willing, pray for us and support us.
