[00:00:02.859 --> 00:00:04.521]  Joe Biggs with Infowars.com.
[00:23:14.502 --> 00:23:15.742]  TogetherSave.com.
[00:23:15.742 --> 00:23:23.045]  You can save 20, 30, or even 50% off tablets, smartphones, cars, appliances, textbooks, sports equipment, video games, and much more.
[00:23:23.045 --> 00:23:24.186]  All with free delivery.
[00:23:24.186 --> 00:23:24.926]  Check it out.
[00:23:24.926 --> 00:23:26.067]  TogetherSave.com.
[00:23:26.067 --> 00:23:28.968]  Visit now and start group buying today at TogetherSave.com.
[00:23:30.634 --> 00:23:31.635]  Hey, Boomer!
[00:23:31.635 --> 00:23:35.076]  I learned in school today that 60% of our bodies are made of water.
[00:23:35.076 --> 00:23:36.737]  Good thing we have the Berkey system.
[00:23:36.737 --> 00:23:38.697]  It's the cleanest, best water ever.
[00:23:38.697 --> 00:23:44.539]  Mom says it's because the Berkey filtration system cleans out the bad stuff and leaves only pure, delicious water.
[00:23:44.539 --> 00:23:45.360]  I know, right?
[00:23:45.360 --> 00:23:46.680]  You love it, too!
[00:23:46.680 --> 00:23:48.121]  Yeah, I'm thirsty, too.
[00:23:48.121 --> 00:23:49.141]  Let's go get some!
[00:23:49.141 --> 00:23:50.862]  Get Berkey clean water by calling 877-886-3653.
[00:23:50.862 --> 00:23:51.242]  That's 877-886-3653.
[00:23:51.242 --> 00:23:51.962]  Or visit GoBerkey.com.
[00:24:14.751 --> 00:24:16.493]  Here's some of the headlines.
[00:24:16.493 --> 00:24:17.013]  Paper!
[00:24:17.013 --> 00:24:20.996]  Obama threatened to shoot down Israeli jets.
[00:24:20.996 --> 00:24:26.541]  Netanyahu warns an Iran deal could threaten Israel's existence.
[00:24:26.541 --> 00:24:29.463]  Relations stronger than ever with the U.S.
[00:24:29.463 --> 00:24:32.725]  says that he doesn't mean disrespect to Obama.
[00:24:32.725 --> 00:24:39.651]  List times Israel defied America to act in self-interest.
[00:24:43.041 --> 00:24:53.828]  Election watchdog orders TV and radio stations to impose five-minute delay on Netanyahu addressed Congress tomorrow to stop electioneering.
[00:24:53.828 --> 00:24:57.770]  Kerry cautions Israel not to undercut Iran talks.
[00:24:57.770 --> 00:25:00.552]  Now, let's just stop right here.
[00:25:00.552 --> 00:25:04.794]  I was reading headlines from DrudgeReport.com.
[00:25:04.794 --> 00:25:09.277]  Let's just stop right there and actually break down what's going on here.
[00:25:11.081 --> 00:25:17.667]  If you look at Israel's perspective, they're worried about Iran getting nuclear weapons.
[00:25:17.667 --> 00:25:27.475]  Israel, represented by Netanyahu, who is in political trouble right now, who a lot of people are sick of.
[00:25:27.475 --> 00:25:28.436]  So let's be clear about that.
[00:25:28.436 --> 00:25:38.565]  Netanyahu may speak for Israel at this point as their Prime Minister, but he may be the leader in the Knesset
[00:25:40.336 --> 00:25:45.418]  But he is not the only person that speaks for people in Israel.
[00:25:45.418 --> 00:25:48.880]  Just like Obama is not the only person that speaks for Americans.
[00:25:48.880 --> 00:25:54.242]  And obviously we all know that, but it's important to just pull that into context.
[00:25:54.242 --> 00:25:57.703]  Now let me get into the meat and potatoes here.
[00:25:57.703 --> 00:26:08.348]  From the hardline, Likudnik perspective, Israel at least seven other times has attacked
[00:26:09.201 --> 00:26:16.845]  Countries in the Middle East, whenever it was being threatened or had been attacked, even when the United States was not backing it.
[00:26:16.845 --> 00:26:21.467]  And Israel tried to false flag the USS Liberty to blame it on Egypt.
[00:26:21.467 --> 00:26:26.049]  And that's since come out, and the Israeli pilots have spoken out, they were ordered to blow the ship up, and they failed.
[00:26:26.049 --> 00:26:27.350]  The point is, governments do that.
[00:26:27.350 --> 00:26:38.375]  So, when Benjamin Netanyahu comes out and says that in his AIPAC speech just an hour ago, that is major, major saber-rattling.
[00:26:40.592 --> 00:26:49.443]  And Saudi Arabia is saying that they will back Israel in their major papers.
[00:26:49.443 --> 00:26:53.528]  So they've officially said this in a strike on Iran's nuclear sites.
[00:26:56.670 --> 00:27:01.171]  And then if Iran responds, Saudi Arabia already has nukes, ladies and gentlemen.
[00:27:01.171 --> 00:27:02.311]  That came out a long time ago.
[00:27:02.311 --> 00:27:04.671]  Israel has 800 nukes, at least.
[00:27:04.671 --> 00:27:11.213]  They're talking about nuke strikes, with so-called tactical nukes, on some of these underground bunkers.
[00:27:11.213 --> 00:27:16.173]  And then Russia could get involved, and that's where it leads into a World War III scenario.
[00:27:16.173 --> 00:27:20.154]  And we've got former CIA folks, actually, in the news, talking about that today.
[00:27:20.154 --> 00:27:21.414]  So that's coming up in the next segment.
[00:27:21.414 --> 00:27:24.115]  So, I'm laying out just different pieces
[00:27:25.015 --> 00:27:26.196]  of what I'm looking at.
[00:27:26.196 --> 00:27:31.197]  So we're not just saying, I'm with Israel, or I'm with Iran, or I'm with Obama.
[00:27:31.197 --> 00:27:37.460]  Let's look at the different interests that are out there.
[00:27:37.460 --> 00:27:46.804]  Now, to understand what's happening between Iran and Israel and Saudi Arabia right now, let's pull back.
[00:27:46.804 --> 00:27:49.745]  Israel, shamefully, the United States, shamefully,
[00:27:51.209 --> 00:27:59.631]  Europe and NATO shamefully, Turkey shamefully, Saudi Arabia shamefully, all have been involved in the dirtiest of crime.
[00:27:59.631 --> 00:28:01.172]  That's a fact.
[00:28:01.172 --> 00:28:03.733]  Just a fact.
[00:28:03.733 --> 00:28:07.374]  And you gotta understand this point to understand the entire compendium.
[00:28:07.374 --> 00:28:09.494]  You get this, you get everything.
[00:28:09.494 --> 00:28:12.895]  What's been going on in Syria for four and a half years, just north of Israel?
[00:28:12.895 --> 00:28:16.796]  And Lebanon?
[00:28:16.796 --> 00:28:18.217]  Bordering Iraq?
[00:28:18.217 --> 00:28:19.377]  And Jordan?
[00:28:19.377 --> 00:28:19.777]  And Turkey?
[00:28:21.223 --> 00:28:24.485]  And what they're going to make Kurdistan?
[00:28:24.485 --> 00:28:25.105]  Syria.
[00:28:25.105 --> 00:28:27.366]  You control that, you control the entire region.
[00:28:27.366 --> 00:28:29.087]  It's a key piece.
[00:28:29.087 --> 00:28:37.031]  You take the Russian Mediterranean port, you get the oil and gas pipelines, you install a regime.
[00:28:37.031 --> 00:28:47.897]  There's been a Shiite, Iran, Wahhabi-Sunni proxy war, Saudi Arabia,
[00:28:49.514 --> 00:28:55.378]  In Syria for four and a half years with the United States and Israel.
[00:28:55.378 --> 00:29:04.124]  With Saudi Arabia ganging up on the moderate Shiite Alawite minority that runs that country with the Christian minority.
[00:29:04.124 --> 00:29:09.989]  Committing war crimes and pumping in Al Qaeda out of Saudi Arabia to bring them down.
[00:29:09.989 --> 00:29:12.390]  Committing atrocity upon atrocity.
[00:29:12.390 --> 00:29:14.512]  Israel has been involved in this.
[00:29:16.078 --> 00:29:17.498]  Netanyahu!
[00:29:17.498 --> 00:29:19.599]  And I'm not demonizing Netanyahu!
[00:29:19.599 --> 00:29:21.820]  This is a fact!
[00:29:21.820 --> 00:29:23.300]  He gave a speech six months ago.
[00:29:23.300 --> 00:29:25.521]  It was in a Jerusalem Post headline.
[00:29:25.521 --> 00:29:28.642]  Why we need Al Qaeda in Syria.
[00:29:28.642 --> 00:29:30.662]  And the answer is, the enemy of my enemy is my friend.
[00:29:30.662 --> 00:29:31.102]  No!
[00:29:31.102 --> 00:29:31.482]  No!
[00:29:31.482 --> 00:29:31.763]  No!
[00:29:31.763 --> 00:29:33.723]  You don't use the Ring of Mordor.
[00:29:33.723 --> 00:29:35.824]  It only ends up corrupting you.
[00:29:35.824 --> 00:29:38.444]  So there are some of the pieces.
[00:29:38.444 --> 00:29:43.466]  Now when I come back, I'm going to restate that and then write down exactly what's happening here and why this is so dangerous.
[00:29:45.140 --> 00:29:48.927]  Because there's double and triple crossing going on right now.
[00:29:48.927 --> 00:29:49.488]  We'll be back.
[00:29:49.488 --> 00:29:51.612]  Stay with us.
[00:29:51.612 --> 00:29:53.014]  We're on the march.
[00:29:53.014 --> 00:29:55.539]  The Empire's on the run.
[00:29:55.539 --> 00:29:58.243]  Alex Jones and the GCN Radio Network.
[00:30:02.461 --> 00:30:03.722]  Another major health threat.
[00:30:03.722 --> 00:30:08.704]  This one in Toledo, Ohio, where everybody in the entire city has been told not to drink the water.
[00:30:08.704 --> 00:30:11.385]  Ohio's governor declaring a state of emergency.
[00:30:11.385 --> 00:30:18.408]  Did you know that the average person uses about 80 to 100 gallons of water at home every single day?
[00:30:18.408 --> 00:30:21.389]  If there's a water emergency, will you be prepared?
[00:30:21.389 --> 00:30:24.370]  Panicked residents forming long lines throughout the day.
[00:30:24.370 --> 00:30:26.391]  We're here at a supermarket in Toledo.
[00:30:26.391 --> 00:30:29.212]  You can see the shelves empty where water once was.
[00:30:29.292 --> 00:30:35.014]  To stay safe and healthy during a crisis, you must have access to safe, clean water.
[00:30:35.014 --> 00:30:38.535]  Water which will not be available at your local grocery store.
[00:30:38.535 --> 00:30:41.616]  There's a mad dash on right now to stock up on supplies.
[00:30:41.616 --> 00:30:48.938]  The ProPure Pro1 G2.0 Water Filtration System is a must-have for every modern, independently-minded household.
[00:30:48.938 --> 00:30:52.159]  Protect your family's safety during an emergency.
[00:30:52.159 --> 00:30:58.421]  Go to infowarsstore.com today to purchase your ProPure Pro1 G2.0 Water Filtration System.
[00:30:58.541 --> 00:31:02.283]  Or call 1-888-253-3139.
[00:31:02.283 --> 00:31:18.572]  You can now listen to the Alex Jones Show live on the free TuneIn Radio app, featuring over 100,000 real radio stations, over 4 million podcasts streaming live from every continent, offering unprecedented access to listen to anything, anywhere.
[00:31:18.572 --> 00:31:25.576]  TuneIn lets you listen to over 100,000 real radio stations and more than 4 million podcasts from every continent.
[00:31:25.976 --> 00:31:28.698]  200,000 mobile downloads per day.
[00:31:28.698 --> 00:31:36.143]  Available on iPhone, iPad, Android, Android tablets, Windows 8, Blackberry, Amazon Kindle.
[00:31:36.143 --> 00:31:51.193]  Available in over 200 branded products with millions of devices sold worldwide, including Samsung Smart TV, Roku, Sonos, Sony, Sony PlayStation, Amazon Echo, Panasonic Vieira TV, Logitech Squeezebox,
[00:31:51.613 --> 00:32:02.035]  TuneIn brings streaming radio to cars, including GM, Ford, BMW, Tesla, Mercedes-Benz, Volvo, Nissan, Fiat, and more.
[00:32:02.035 --> 00:32:05.536]  When cells become toxic, they die early and aging sets in.
[00:32:05.536 --> 00:32:13.778]  No one has put together a formula that focuses directly on brain health, nerve growth factors, and optimizing your cellular energy at the same time.
[00:32:13.778 --> 00:32:18.799]  Just one of the key compounds, BioPQQ, is backed by major clinical studies.
[00:32:19.199 --> 00:32:21.723]  You want the best that's out there at the lowest price anywhere?
[00:32:21.723 --> 00:32:23.846]  We now have the synergistic solution.
[00:32:23.846 --> 00:32:28.032]  Secure your DNA force today at InfoWarsLife.com or call toll free 888-253-3139.
[00:32:32.000 --> 00:32:36.603]  The average person's life is filled with unexpected challenges.
[00:32:36.603 --> 00:32:43.048]  Unlock the energy it takes to defeat these daily beasts with super male or super female vitality.
[00:32:43.048 --> 00:32:52.374]  Specifically designed to assist the body in regulating proper hormone balance to create superior vitality in males and females.
[00:32:52.374 --> 00:32:57.218]  Supercharge and conquer your world at InfoWarsLife.com or call 1-888-253-3139.
[00:33:15.531 --> 00:33:20.445]  Defending the Republic from enemies foreign and domestic.
[00:33:20.445 --> 00:33:21.849]  It's Alex Jones!
[00:33:24.471 --> 00:33:33.957]  Let's sit back like globalist sociopaths and psychopaths and not analyze what's happening from a moral position or taking sides.
[00:33:33.957 --> 00:33:41.122]  Let's analyze it from a cold-blooded position and then apply our heart and logic to make them the right decision.
[00:33:41.122 --> 00:33:48.167]  But when you're emotional about breaking down what globalists are up to, you miss most of their real program.
[00:33:48.167 --> 00:33:53.250]  Again, this Netanyahu-Obama situation is staged, has been staged.
[00:33:54.755 --> 00:34:00.097]  But there is a major power split taking place that is extremely dangerous.
[00:34:00.097 --> 00:34:03.798]  And I'm going to break that down in just one moment.
[00:34:03.798 --> 00:34:09.320]  Earlier, if you were listening to the ad, you heard Jakari Jackson cut a promo for the TuneIn app.
[00:34:09.320 --> 00:34:12.681]  And we'll put their website up on screen for folks.
[00:34:17.082 --> 00:34:28.172]  And if you go to tunein.com, you just search Alex Jones or the Alex Jones Show, TuneIn has tens of millions of listeners per day.
[00:34:28.172 --> 00:34:39.663]  It's on basically every device out there, from PlayStations to Kinect systems to Roku, Boxee, thousands and thousands of platforms.
