[00:00:13.612 --> 00:00:15.535]  We're live!
[01:37:59.159 --> 01:38:18.149]  Trudeau's deputy, Chrystia Freeland, whose grandfather literally was directly under Joseph Goebbels' second command in his region and ran the propaganda of the Nazi occupation of Poland and Austria.
[01:38:18.149 --> 01:38:21.330]  He was Ukrainian.
[01:38:21.330 --> 01:38:22.151]  Quite a pedigree.
[01:38:24.616 --> 01:38:31.942]  He ran the newspapers in occupied Austria and Poland.
[01:38:31.942 --> 01:38:33.544]  Wow.
[01:38:33.544 --> 01:38:38.808]  And she's on the board of directors of Klaus Schwab's Debus.
[01:38:38.808 --> 01:38:45.373]  But you don't talk about her.
[01:38:45.373 --> 01:38:48.256]  And it just goes on from there.
[01:38:48.256 --> 01:38:50.738]  Folks on Twitter say, absolutely surreal.
[01:38:52.359 --> 01:38:59.124]  Script written by Alex Jones, Ottawa police say, protesters, we told you to leave.
[01:38:59.124 --> 01:39:02.366]  We gave you time to leave.
[01:39:02.366 --> 01:39:12.012]  We were slow and methodical, yet you were assaultive and aggressive with officers and the horses.
[01:39:12.012 --> 01:39:20.498]  Based on your behavior, we are responding by introducing helmets and batons for our safety.
[01:39:20.498 --> 01:39:22.139]  Think about that Orwellian statement.
[01:39:23.806 --> 01:39:31.653]  We want you to let Pfizer, and he's already bought it out many years in the future, Trudeau has, injections and track you and let us run your body.
[01:39:31.653 --> 01:39:40.341]  And if you don't like that and you peacefully protest, we're going to ride over you with Clydesdale horses and then run our mouths about how great we are.
[01:39:40.341 --> 01:39:49.069]  But the good news is Canada is not giving up from all over the country, from the east, from the north, from the west, and from the south.
[01:39:51.403 --> 01:39:55.044]  The people are flooding in now that they've seen this attack.
[01:39:55.044 --> 01:39:59.546]  And now I'm really concerned because the police are just following orders.
[01:39:59.546 --> 01:40:00.726]  And I'm not defending them.
[01:40:00.726 --> 01:40:05.128]  I'm not saying that they're not bad and shouldn't be held accountable.
[01:40:05.128 --> 01:40:09.309]  Most police refuse to be part of this and to bring in these special units.
[01:40:09.309 --> 01:40:13.051]  But Canadians have to stand up now peacefully.
[01:40:13.051 --> 01:40:14.371]  They can't say no.
[01:40:14.371 --> 01:40:15.391]  They've got to go.
[01:40:15.391 --> 01:40:16.812]  And I salute these men and women.
[01:40:18.117 --> 01:40:26.983]  But we need to be praying for them right now because now they're going to set off the truck bomb, the false flaggers, something along those lines, the mass shooting to blame the truckers, and then set the precedent.
[01:40:26.983 --> 01:40:31.165]  Anybody protesting endless lockdowns worldwide is the enemy.
[01:40:31.165 --> 01:40:35.268]  And Biden's thinking about doing this in the next 262 days.
[01:40:35.268 --> 01:40:36.669]  I hope you're listening to me, folks.
[01:40:36.669 --> 01:40:38.170]  I don't just say this stuff up here.
[01:40:38.170 --> 01:40:40.731]  You think I'm up here doing all this because I like to hear myself talk?
[01:40:40.731 --> 01:40:42.753]  I don't.
[01:40:42.753 --> 01:40:46.395]  My wife complains that I barely talk to her or anybody all day long.
[01:40:46.395 --> 01:40:46.675]  I don't.
[01:40:47.011 --> 01:40:48.712]  Hardly talk when I'm not here.
[01:40:48.712 --> 01:40:53.193]  I'm not telling you all this so I can hear my mouth run.
[01:40:53.193 --> 01:40:58.976]  This is the takedown of the entire civilization and everything we know is here.
[01:40:58.976 --> 01:41:14.262]  And they're going to stage a false flag like bananas are yellow and the sky is blue and roses are red.
[01:41:14.262 --> 01:41:16.683]  Parliament isn't allowed to criticize Klaus Schwab.
[01:41:17.506 --> 01:41:19.587]  On TV, they're shut down.
[01:41:19.587 --> 01:41:22.348]  You think we're in a good spot, folks?
[01:41:22.348 --> 01:41:28.792]  You think they're pulling crap like this because they don't have the keys to turn the power plants off right now and put us in darkness?
[01:41:28.792 --> 01:41:30.332]  They're thinking about... You know my main fear?
[01:41:30.332 --> 01:41:32.694]  They're gonna turn the power off.
[01:41:32.694 --> 01:41:33.954]  Oh, you... Because here's the deal.
[01:41:33.954 --> 01:41:35.015]  Trudeau is weak.
[01:41:35.015 --> 01:41:35.915]  Schwab's weak.
[01:41:35.915 --> 01:41:36.716]  Biden's weak.
[01:41:36.716 --> 01:41:37.616]  They're all bad.
[01:41:37.616 --> 01:41:38.276]  They're evil.
[01:41:38.276 --> 01:41:40.297]  But they've got the technocracy.
[01:41:40.297 --> 01:41:41.398]  And because our engineers
[01:41:44.062 --> 01:41:47.024]  Have let everything be hooked into AI and centralized systems.
[01:41:47.024 --> 01:41:50.426]  It's like the 1970s show and it got remade.
[01:41:50.426 --> 01:41:54.288]  I'm not a big TV guy, but I did watch the first few seasons of Battlestar Galactica.
[01:41:54.288 --> 01:42:04.794]  And only Battlestar Galactica survives because all the other Battlestars are hooked into the AI.
[01:42:04.794 --> 01:42:07.996]  And that's how they can take all the power systems down right now.
[01:42:07.996 --> 01:42:10.037]  You might as well have aliens that are running this right now.
[01:42:12.864 --> 01:42:14.145]  Because that's what they're doing.
[01:42:14.145 --> 01:42:15.145]  They hate us.
[01:42:15.145 --> 01:42:16.386]  They want to get rid of us.
[01:42:16.386 --> 01:42:28.213]  And now, in all their telegraph reports and all my intel from high level, people at the highest levels is, they have their finger on the button to turn the power off for six months.
[01:42:28.213 --> 01:42:30.574]  Within two weeks, all the cities will burn.
[01:42:37.403 --> 01:42:45.645]  That's why I'm telling you folks, if you don't realize that the most psychotic, evil people in the world who are getting off on this, you're like, why would they be ruthless?
[01:42:45.645 --> 01:42:46.665]  Why would they be reckless?
[01:42:46.665 --> 01:42:48.105]  They like that!
[01:42:48.105 --> 01:42:50.626]  They fly around on jumbo jets!
[01:42:50.626 --> 01:42:51.866]  They screw kids!
[01:42:51.866 --> 01:42:53.166]  They're pedophiles!
[01:42:53.166 --> 01:42:55.787]  They get off on doing bad things!
[01:42:55.787 --> 01:42:59.268]  And they're in control now.
[01:42:59.268 --> 01:43:06.049]  And if they can demonize the truckers and set that precedent, they're going to duplicate it here.
[01:43:08.533 --> 01:43:10.854]  And so now's the time for all the bureaucrats.
[01:43:10.854 --> 01:43:20.839]  I don't care if you're a truck driver, or work at a power plant, or work at a school, or work at the police department, or the FBI, or in a university, or at a factory, or you're a farmer.
[01:43:20.839 --> 01:43:24.401]  You better hear me and know this is the enemy war.
[01:43:24.401 --> 01:43:25.462]  I've known this stuff
[01:43:26.062 --> 01:43:28.323]  My whole life, I've just always understood it.
[01:43:28.323 --> 01:43:31.184]  I've always been drawn to it, and I know the enemy's plan.
[01:43:31.184 --> 01:43:38.468]  And I can tell you now, this is what I was born for, and what you were born for, and this is the main assault.
[01:43:38.468 --> 01:43:45.851]  And any day now, it can be the last show you ever see me again.
[01:43:45.851 --> 01:43:47.372]  And then you're on your own.
[01:43:47.372 --> 01:43:52.534]  I'm on my own.
[01:43:52.534 --> 01:43:53.495]  You think they're releasing
[01:43:54.181 --> 01:43:55.602]  The restrictions all over the world?
[01:43:55.602 --> 01:43:55.782]  No.
[01:43:55.782 --> 01:43:59.005]  They're getting ready to clamp them down ten times tighter.
[01:43:59.005 --> 01:44:03.989]  They want you to relax so they can sucker punch you right in the gut.
[01:44:03.989 --> 01:44:06.291]  And I don't want you to relax.
[01:44:06.291 --> 01:44:08.312]  Because they're scared of you videotaping everything.
[01:44:08.312 --> 01:44:09.954]  They're scared of you talking to everybody you know.
[01:44:09.954 --> 01:44:11.315]  They're scared of you watching.
[01:44:11.315 --> 01:44:14.057]  They're scared of you right now saying, the power's going off.
[01:44:14.057 --> 01:44:15.918]  Klaus Schwab did it.
[01:44:15.918 --> 01:44:20.802]  You know, they've got NSA systems that Schwab has access to where they get the daily mention.
[01:44:20.802 --> 01:44:22.224]  It's in V for Vendetta, too.
[01:44:22.224 --> 01:44:22.584]  You know, Meg.
[01:44:24.240 --> 01:44:27.641]  16, 17, 18 years ago, where the trucks are driving around, listening to everybody.
[01:44:27.641 --> 01:44:32.041]  They're like, these got an 80% positive and the dictator's so mad.
[01:44:32.041 --> 01:44:35.242]  They know if you know they did it.
[01:44:35.242 --> 01:44:46.144]  And if you know the UN and David Rockefeller and his system and Bill Gates is behind this, and that when the lights go out, you know what they're planning to do, they won't do it.
[01:44:46.144 --> 01:44:52.425]  But if they think you don't know, and if they think you don't know it's Klaus Schwab, they're gonna do it.
[01:44:53.382 --> 01:44:58.669]  Because Klaus Schwab wants to be the savior when they turn the power back on.
[01:44:58.669 --> 01:45:06.019]  Klaus Schwab's gonna have the social credit score and the universal basic income when the power goes back on.
[01:45:06.019 --> 01:45:10.524]  But if everybody knows his plan, then he can't do it!
[01:45:10.524 --> 01:45:11.546]  Comprende?
[01:45:16.792 --> 01:45:21.295]  If I thought it got your attention, I'd take scissors and I'd just cut a couple fingers off here on TV and let blood spray everywhere.
[01:45:21.295 --> 01:45:25.377]  Because maybe that would get your attention, but I don't think it would get your attention.
[01:45:25.377 --> 01:45:26.438]  I'm serious, folks.
[01:45:26.438 --> 01:45:31.701]  This is like, if I thought it would get you to wake up, I'd cut a couple fingers off right now on TV.
[01:45:31.701 --> 01:45:32.841]  Seriously, I'd do it right now.
[01:45:32.841 --> 01:45:33.722]  Because here's the deal.
[01:45:33.722 --> 01:45:35.663]  I know they're starting a nuclear war.
[01:45:35.663 --> 01:45:37.424]  I know they're getting ready to turn the power off.
[01:45:37.424 --> 01:45:38.985]  I know they're getting ready to blame the Russians.
[01:45:38.985 --> 01:45:40.886]  And it ain't because I love the Russians.
[01:45:40.886 --> 01:45:42.627]  That's the one group they don't fully control.
[01:45:54.451 --> 01:45:59.152]  You know, that's my frustration is there's no way to cover all this properly.
[01:45:59.152 --> 01:46:00.912]  You think I should keep going over all this?
[01:46:00.912 --> 01:46:13.514]  I mean, I think the main message here is anybody that thinks you're going along with evil and thinks you're going to get ahead is a moron.
[01:46:13.514 --> 01:46:15.355]  Maybe I'll go back to Canada in a minute.
[01:46:15.355 --> 01:46:20.435]  God, is it bad?
[01:46:20.435 --> 01:46:22.856]  And then, oh, by the way, I should probably add this.
[01:46:24.161 --> 01:46:27.102]  Marjorie Taylor Greene is going to be in the studio tomorrow.
[01:46:27.102 --> 01:46:29.282]  She's in Houston tonight.
[01:46:29.282 --> 01:46:31.023]  She called me Friday and she wants to come on.
[01:46:31.023 --> 01:46:32.623]  We're really happy to have her.
[01:46:32.623 --> 01:46:34.043]  We're going to go get dinner tomorrow night.
[01:46:34.043 --> 01:46:35.704]  And I love her.
[01:46:35.704 --> 01:46:37.544]  She's a great lady, got a great spirit.
[01:46:37.544 --> 01:46:39.684]  She's the future of people like her.
[01:46:39.684 --> 01:46:42.025]  She'll be on with us if we're even here tomorrow.
[01:46:42.025 --> 01:46:43.585]  And I'm serious, folks.
[01:46:43.585 --> 01:46:50.687]  If you don't think when you go to bed at night you can wake up with nuclear bombs dropping, or if you don't think you can wake up and the power never comes back on,
[01:46:53.720 --> 01:46:56.021]  Unless you got a bunch of diesel?
[01:46:56.021 --> 01:46:57.181]  Or solar panels?
[01:46:57.181 --> 01:47:01.622]  I mean, I'm gonna be real clear here.
[01:47:01.622 --> 01:47:04.783]  I don't tell you stuff to BS you, okay?
[01:47:04.783 --> 01:47:08.804]  If I tell you something, I know it's happening, okay?
[01:47:08.804 --> 01:47:11.945]  I mean, I would be surprised if the power's on in a week.
[01:47:11.945 --> 01:47:14.646]  I mean, by doing this, we may stop them.
[01:47:14.646 --> 01:47:20.248]  But that's how much trouble we're in.
[01:47:20.248 --> 01:47:20.708]  And you know why?
[01:47:25.031 --> 01:47:25.512]  You know why?
[01:47:25.512 --> 01:47:29.315]  Because we're winning.
[01:47:29.315 --> 01:47:31.917]  Humanity's coming back from the dead again.
[01:47:31.917 --> 01:47:34.159]  Humanity's waking up from the dead again.
[01:47:34.159 --> 01:47:36.160]  Humanity's coming together again.
[01:47:36.160 --> 01:47:46.489]  Humanity is seeing through the lies and the system cannot stand it and is going to try to overturn the tables.
[01:47:46.489 --> 01:47:50.692]  And that's why I'm not worried about waking people up anymore.
[01:47:50.692 --> 01:47:54.015]  I'm worried about letting the Bill Gateses and the
[01:47:55.507 --> 01:48:17.704]  Austins and the Millies of the world know that I know you're sacks of garbage, that we're putting power because you'd carry out whatever order you said, but you ought to be smart enough to look into the face of what you're doing and know your underground bunkers, a large percentage of your personnel are listening to me right now.
[01:48:17.704 --> 01:48:19.566]  That ain't a freaking bluff.
[01:48:19.566 --> 01:48:21.547]  They know it.
[01:48:21.547 --> 01:48:22.608]  I don't bluff.
[01:48:22.608 --> 01:48:24.750]  It's not about how powerful I am, it's about how powerful you are.
[01:48:25.174 --> 01:48:29.018]  I'm just a messenger.
[01:48:29.018 --> 01:48:31.220]  We know who you are.
[01:48:31.220 --> 01:48:33.021]  We know what you're doing.
[01:48:33.021 --> 01:48:38.887]  And don't you think that once you vaporize and once people see their families dying,
[01:48:40.051 --> 01:48:42.334]  You didn't get your robots in place in time.
[01:48:42.334 --> 01:48:47.721]  You still got humans you got to deal with and you won't get away with this.
[01:48:47.721 --> 01:48:49.664]  You think you purged the military?
[01:48:49.664 --> 01:48:54.590]  You think you brought in a bunch of woke retards who are going to sit there and carry all this out with you?
[01:48:54.590 --> 01:48:55.992]  You better think again.
[01:48:55.992 --> 01:48:56.333]  You better.
[01:48:57.256 --> 01:49:05.242]  Slap yourself upside your head and you better get the religion right now what you're facing or you don't have any future.
[01:49:05.242 --> 01:49:07.184]  And I'm not the one threatening you.
[01:49:07.184 --> 01:49:12.288]  You're threatening us signed on to this satanic suicide call.
[01:49:12.288 --> 01:49:16.050]  Get the hell off the course you're on now before it's too late.
[01:49:16.050 --> 01:49:19.733]  Because as for me, I'm not scared.
[01:49:19.733 --> 01:49:21.895]  I'm ready for whatever has to happen.
[01:49:21.895 --> 01:49:24.337]  I signed on to this a long time ago.
[01:49:24.337 --> 01:49:25.838]  But I'm telling you something right now.
[01:49:27.714 --> 01:49:37.118]  You candy-ass globalists are all about your own personal power and your own personal largesse and your own personal sensuousness.
[01:49:37.118 --> 01:49:38.719]  You're in love with yourselves?
[01:49:38.719 --> 01:49:42.540]  Well, you can be in love with the skeletons that you're going to be real soon.
[01:49:42.540 --> 01:49:46.422]  By your own freaking hand, you idiots!
[01:49:46.422 --> 01:49:51.764]  But I know talking sense to one of you people doesn't matter.
[01:49:51.764 --> 01:49:53.025]  So I'm talking to your minions.
[01:49:55.467 --> 01:50:07.871]  If your minions are listening right now, and they've got any inkling of humanity left in them, and they've got any soul left, and they've got any connection to God, then they know that they can cry out to God and say, I repent.
[01:50:07.871 --> 01:50:09.412]  I don't know what to do.
[01:50:09.412 --> 01:50:11.293]  Holy Spirit, tell me what to do.
[01:50:11.293 --> 01:50:15.974]  And don't follow what Alex Jones tells you, because I'm not about to tell you what to do, where you're at, and what you do.
[01:50:15.974 --> 01:50:16.915]  I'm not omnipresent.
[01:50:16.915 --> 01:50:17.815]  I'm far from it.
[01:50:17.815 --> 01:50:20.716]  I'm a dumbass.
[01:50:20.716 --> 01:50:22.997]  God will tell you what to do right now, and you can jack in.
[01:50:23.857 --> 01:50:47.275]  This ensures you can plug your iPhone into a computer, you can jack into the Holy Spirit in eternity right now, and God will tell you what to do if you're a police officer, if you're a school teacher, if you are in Cheyenne Mountain, if you are inside the White House, if you're at Fort Bragg right now, if you are in Moscow right now, if you are in Durban, South Africa right now, if you are in Buenos Aires, it doesn't matter where you are,
[01:50:48.200 --> 01:50:51.202]  You can say no to these people right now.
[01:50:51.202 --> 01:50:53.143]  You can say no to nuclear war.
[01:50:53.143 --> 01:50:54.844]  You can say no to Satanism.
[01:50:54.844 --> 01:50:56.425]  You can say no to pedophilia.
[01:50:56.425 --> 01:50:58.326]  You can say no to following legal orders.
[01:50:58.326 --> 01:51:10.154]  You can say no and you can help all of us together transcend this evil.
[01:51:10.154 --> 01:51:11.675]  Let's do this.
[01:51:11.675 --> 01:51:14.717]  Look at this stack.
[01:51:14.717 --> 01:51:15.037]  Right here.
[01:51:17.045 --> 01:51:21.786]  Let's look at these little jewels.
[01:51:21.786 --> 01:51:23.246]  Let's start with this.
[01:51:23.246 --> 01:51:32.188]  See, unlike MSN, when I tell you something, I show it to you.
[01:51:32.188 --> 01:51:43.830]  This is Bill Gates on international television yesterday.
[01:51:48.286 --> 01:51:58.832]  Saying that Omicron, quote, sadly spreads immunity faster than vaccines.
[01:51:58.832 --> 01:52:00.573]  Imagine what he's saying.
[01:52:00.573 --> 01:52:05.076]  The natural world, your body, your immune system, this is terrible.
[01:52:05.076 --> 01:52:12.500]  We're not going to be able to inject 70% now because Omicron, because the natural immunity came to this.
[01:52:12.500 --> 01:52:18.003]  Think about how disconnected from God he is to make a statement where, see, he's got to be God.
[01:52:19.813 --> 01:52:35.042]  We got another clip, let's just play them back to back, where he demonizes people not wearing masks despite the trauma and the oxygen reduction and the brain damage.
[01:52:35.042 --> 01:52:38.384]  He says, it's just like wearing pants!
[01:52:38.384 --> 01:52:45.048]  And he's a damn little demon gremlin up there with a bunch of female tarts trying to pick him up for the night.
[01:52:45.660 --> 01:52:47.702]  We're not supposed to have kids, but he can.
[01:52:47.702 --> 01:53:01.013]  And then you've got a whole room full of mass people watching him, not realizing it's the mark of their veil of death, and that they're in the cult, and they're silenced, and they're gagged, and that he's fetishizing the whole thing.
[01:53:01.013 --> 01:53:01.534]  Here are the clips.
[01:53:02.287 --> 01:53:11.774]  I wanted to kick off, actually, and get a bit of a scene-setter from Mr. Gates, because this is, I know, a topic that you've spoken on again and again.
[01:53:11.774 --> 01:53:16.277]  You were ahead of the curve prior to the beginning of this pandemic.
[01:53:16.277 --> 01:53:17.718]  Where would you assess where we are today?
[01:53:17.718 --> 01:53:19.739]  You know, hit pause, back it up.
[01:53:19.739 --> 01:53:23.902]  Look at that gremlin physiology of him, like, crouching like a demon.
[01:53:23.902 --> 01:53:25.743]  Back it up to the start, please.
[01:53:25.743 --> 01:53:27.445]  Oh, you were ahead of the curve!
[01:53:27.445 --> 01:53:28.445]  You were so smart!
[01:53:28.445 --> 01:53:30.647]  You bought up all the major government agencies!
[01:53:32.442 --> 01:53:37.765]  Including the NIH and the CDC on record, that were literally owned by his consortium.
[01:53:37.765 --> 01:53:38.545]  You didn't know that?
[01:53:38.545 --> 01:53:40.566]  They own part of the patents.
[01:53:40.566 --> 01:53:42.727]  And you're ahead of the curve.
[01:53:42.727 --> 01:53:50.891]  Yeah, you made the weapon, you attacked us with it, and now you're attacking us with the poison gene therapy on record, causing all the heart attacks.
[01:53:50.891 --> 01:53:53.152]  And here's this woman worshipping you.
[01:53:53.152 --> 01:53:54.113]  It's disgusting.
[01:53:54.113 --> 01:53:54.493]  Here it is.
[01:53:55.267 --> 01:54:04.833]  I wanted to kick off actually and get a bit of a scene center from Mr. Gates because this is, I know, a topic that you've spoken on again and again.
[01:54:04.833 --> 01:54:09.876]  You were ahead of the curve prior to the beginning of this pandemic.
[01:54:09.876 --> 01:54:10.997]  You were ahead of the curve.
[01:54:10.997 --> 01:54:19.122]  He's on record spending billions a year paying for these conferences, paying for the media so he can sit up there and these idiots paid to say this can see how wonderful he is.
[01:54:19.122 --> 01:54:23.384]  Just realize behind the curtain what a fricking enemy he is of you and your family.
[01:54:23.384 --> 01:54:24.325]  Put him back on screen!
[01:54:25.097 --> 01:54:30.161]  We are today in beating COVID-19.
[01:54:30.161 --> 01:54:45.233]  Well, the, uh, you know, sadly the virus itself, particularly the, the variant called Omicron, uh, is a type of vaccine that is, it creates both B cell and T cell immunity.
[01:54:45.233 --> 01:54:51.898]  And it's done a better job of getting out to the world population, uh, than we have with vaccines.
[01:54:51.898 --> 01:54:52.239]  If you do,
[01:54:52.919 --> 01:54:53.119]  I think?
[01:55:11.624 --> 01:55:14.726]  You love those Africans so much.
[01:55:14.726 --> 01:55:14.966]  Hit pause.
[01:55:14.966 --> 01:55:15.966]  Folks, back it up just a second.
[01:55:32.737 --> 01:55:37.979]  It's sad that they have a much lower level of getting sick or dying because of Omicron.
[01:55:37.979 --> 01:55:39.340]  He just said that.
[01:55:39.340 --> 01:55:42.481]  Because the vaccine erases your immune system and basically kills you.
[01:55:42.481 --> 01:55:50.904]  So he's saying it's too bad Omicron, God, Mother Nature, got out ahead and Africa has the lowest COVID death rate in the world.
[01:55:50.904 --> 01:55:55.806]  Like, ridiculously low.
[01:55:55.806 --> 01:55:57.687]  So imagine what he's saying.
[01:55:57.687 --> 01:56:01.088]  He's telling you that it's terrible that
[01:56:03.516 --> 01:56:06.799]  Africans got immune naturally and didn't die.
[01:56:06.799 --> 01:56:09.341]  Here it is.
[01:56:09.341 --> 01:56:29.876]  To various variants and so you know what that does is it means the chance of severe disease which is mainly associated with being elderly and having obesity or diabetes those risks are now dramatically reduced because of that infection exposure and
[01:56:30.697 --> 01:56:31.838]  You know, it's sad.
[01:56:31.838 --> 01:56:36.542]  We didn't do a great job on therapeutics, you know, only here two years in.
[01:56:36.542 --> 01:56:39.345]  Do we have a good therapeutic?
[01:56:39.345 --> 01:56:42.487]  Vaccines, it took us two years to be in oversupply.
[01:56:42.487 --> 01:56:46.871]  Today, there are more vaccines than there is demand for vaccines.
[01:56:46.871 --> 01:56:48.713]  Alright, let's stop there again.
[01:56:49.775 --> 01:57:08.487]  They block vitamin C, they block zinc, they block hydroxychloroquine, they block ivermectin, they block everything, and then now they've got a Pfizer pill that eats your kidneys like Rendesivir does as well, and now we've got a therapeutic.
[01:57:08.487 --> 01:57:13.991]  I mean, when you know what's going on, it's like this guy is literally a supervillain pissing in your face.
[01:57:13.991 --> 01:57:14.371]  Continue.
[01:57:19.588 --> 01:57:42.345]  Demand for vaccines and you know that wasn't true and next time we should try and make it instead of two years we should make it more like six months which certainly you know some of the standardized platform approaches including mRNA would allow us to do that so you know it took us a lot longer this time than than it should have.
[01:57:42.345 --> 01:57:46.908]  That's right because we can't have natural immunity they'll learn they have an immune system.
[01:57:47.315 --> 01:57:47.695]  What about masks?
[01:57:47.695 --> 01:57:53.737]  I think there are a lot of people in America who are confused about whether they should be wearing a mask.
[01:57:53.737 --> 01:57:56.958]  And in the United Kingdom, for example, they've scrapped that altogether.
[01:58:16.471 --> 01:58:17.252]  Well, that's interesting.
[01:58:17.252 --> 01:58:19.393]  You know, what is the downside of wearing a mask?
[01:58:19.393 --> 01:58:20.995]  I mean, it's got to be tough.
[01:58:20.995 --> 01:58:23.076]  You know, you have to wear pants.
[01:58:23.076 --> 01:58:24.437]  I mean, this is tough stuff.
[01:58:24.437 --> 01:58:26.779]  These societies are so cruel.
[01:58:26.779 --> 01:58:28.281]  Why do they make you wear pants?
[01:58:28.281 --> 01:58:31.323]  I'm trying to figure it out.
[01:58:31.323 --> 01:58:34.446]  We're very glad you have yours on.
[01:58:34.446 --> 01:58:35.626]  That will be on the web.
[01:58:35.626 --> 01:58:39.209]  For sure, it will be on the web.
[01:58:39.209 --> 01:58:40.651]  So none of them are wearing masks.
[01:58:40.651 --> 01:58:42.752]  The whole damn audience is.
[01:58:42.752 --> 01:58:44.934]  Just so sick how they're inducting everybody into slavery.
[01:58:47.830 --> 01:58:52.433]  You know, I've been live here for about an hour and 50 minutes.
[01:58:52.433 --> 01:58:54.974]  We've been on air for two hours.
[01:58:54.974 --> 01:59:02.659]  And I've covered two stacks and I've begun the latest stack.
[01:59:02.659 --> 01:59:03.479]  So let me just do this.
[01:59:03.479 --> 01:59:07.281]  Let me, in the interest of time here, because everybody, you know, is tuned in and we appreciate you.
[01:59:07.281 --> 01:59:09.083]  Let me just run through the headlines with quick comments.
[01:59:09.083 --> 01:59:09.743]  How's that sound?
[01:59:09.743 --> 01:59:11.564]  Here we go.
[01:59:11.564 --> 01:59:15.626]  So Bill Gates says Omicron sadly spreads immunity faster than vaccines.
[01:59:15.626 --> 01:59:16.487]  Think that's Orwellian?
[01:59:19.195 --> 01:59:20.976]  Well, he's a good person.
[01:59:20.976 --> 01:59:22.237]  You're not.
[01:59:22.237 --> 01:59:27.962]  Bill Gates says it's too late to vaccinate 70% of the world's population, because again, they've already gotten better from Omicron.
[01:59:27.962 --> 01:59:34.327]  But Bill Gates says there's no doubt that misinformation enhance vaccine hesitancy and must be shut down.
[01:59:34.327 --> 01:59:36.308]  Yes, silence people.
[01:59:36.308 --> 01:59:39.591]  And he says the new pandemic's coming.
[01:59:39.591 --> 01:59:45.235]  The answer is an omni-vaccine that basically erases your immune system.
[01:59:45.235 --> 01:59:47.877]  Believe in COVID vaccines, even if it means you die.
[01:59:49.927 --> 01:59:54.170]  Spike, just boosted.
[01:59:54.170 --> 01:59:56.492]  There's a lot of other great memes that are out there right now.
[01:59:56.492 --> 01:59:58.133]  How effective is the vaccine?
[01:59:58.133 --> 01:59:59.934]  100%.
[01:59:59.934 --> 02:00:02.116]  He runs out of the room, 96%.
[02:00:02.116 --> 02:00:04.097]  Jumps out the window, 84%.
[02:00:04.097 --> 02:00:05.038]  Down the road, 42%.
[02:00:05.038 --> 02:00:08.541]  And now we learn, it's AIDS.
[02:00:08.541 --> 02:00:14.985]  And you know, we can joke about that, but man, boy, folks that took the shot aren't going to want to admit they got killed.
[02:00:14.985 --> 02:00:17.947]  They're going to get mad at us when we tell them what we did to them.
[02:00:17.947 --> 02:00:18.628]  That's how it works.
[02:00:19.650 --> 02:00:24.252]  Why are you pimps so good Fauci?
[02:00:24.252 --> 02:00:26.333]  General Flynn exposes it all.
[02:00:26.333 --> 02:00:30.815]  No correlation here at all with the current events in Canada that he's a World Economic Forum menu.
[02:00:30.815 --> 02:00:32.816]  You're not supposed to talk about it.
[02:00:32.816 --> 02:00:34.236]  He's got his little matching socks.
[02:00:34.236 --> 02:00:35.797]  He's so cool.
[02:00:35.797 --> 02:00:36.897]  He's got it all together.
[02:00:36.897 --> 02:00:42.880]  And it just goes on and on and on from there.
[02:00:44.178 --> 02:00:45.258]  Look at this article.
[02:00:45.258 --> 02:00:46.738]  Patrick Howley put this out.
[02:00:46.738 --> 02:00:49.679]  The world should not be governed by these types of women.
[02:00:49.679 --> 02:00:55.340]  Ottawa City Councilor describes weekend protests as if it's her Vietnam.
[02:00:55.340 --> 02:00:58.240]  She says she's afraid to wear her COVID mask.
[02:00:58.240 --> 02:01:04.641]  Masks have become a psychological symbol of leftist protectionism for her.
[02:01:04.641 --> 02:01:11.463]  I'm not going to subject you to the video, but we're all being put into our own little camps here.
[02:01:11.463 --> 02:01:13.403]  Let me show you these headlines that I want you to see.
[02:01:14.730 --> 02:01:24.239]  Federal Appeals Court, United Airlines vaccine mandate coerced employees to violate religious convictions and violated federal, state, and the Nuremberg Code.
[02:01:24.239 --> 02:01:27.222]  Kind of important.
[02:01:27.222 --> 02:01:32.126]  New York State will not require health care workers to get boosted due to potential staffing shortages.
[02:01:32.126 --> 02:01:35.710]  It was collapsing things a little worse than people thought it would.
[02:01:37.248 --> 02:01:38.808]  Everyone is at risk of blood clots.
[02:01:38.808 --> 02:01:51.571]  CDC and Pfizer issue urgent warnings on blood clots, even in the healthiest of athletes, and say it's normal to have thousands of percentage points of people increasing blood clots, heart attacks, and myocarditis.
[02:01:51.571 --> 02:01:57.913]  They just say it's normal, but has nothing to do with the shots.
[02:02:02.554 --> 02:02:16.824]  Just an absolutely amazing admission here, an MSNBC reporter notes that the biggest challenge for Democrat governors ending their mask mandate is that Liberals have made mask wearing such an important part of their identity.
[02:02:16.824 --> 02:02:24.229]  We have videos all over the US and Europe and Canada, people protesting, demanding everyone wear a mask, including children.
[02:02:24.229 --> 02:02:27.431]  Here, let's go ahead and hear this clip right now.
[02:02:28.649 --> 02:02:38.701]  Trend lines have been clear that a growing number of Americans, including a lot of Democrats, are heading towards, if not already at the point of saying, you know what, we just got to get back to normal.
[02:02:38.701 --> 02:02:46.170]  And you see this kind of emerging message from some Democrats basically saying mission accomplished that, you know, the policies of the Biden White House, the Democratic
[02:02:46.730 --> 02:02:47.150]  I think?
