[00:00:10.435 --> 00:00:10.735]  R-Charge.com.
[01:34:05.802 --> 01:34:07.082]  And they're breaking the law.
[01:34:07.082 --> 01:34:08.763]  They're in local police departments.
[01:34:08.763 --> 01:34:11.443]  They're putting regular army in local police departments.
[01:34:11.443 --> 01:34:13.164]  They've got dossiers on citizens.
[01:34:14.667 --> 01:34:20.089]  They're expanding domestic death squads.
[01:34:20.089 --> 01:34:21.749]  And yeah, our country's falling.
[01:34:21.749 --> 01:34:38.155]  Private banks have come in, seized the nation, they have unlimited capital, they make out a fiat, and they've just got to make sure that they've got secret police and thugs everywhere, so when they bankrupt everything and take all your pension funds, and draft your sons and daughters to carry out their wars overseas, that you can't resist them.
[01:34:38.155 --> 01:34:43.537]  And they find lots of weak-minded, control-freak, little petty ideologues to join them and be part of it.
[01:34:44.065 --> 01:34:48.767]  They're hiring illegal aliens, felons, you name it, to join the military and police.
[01:34:48.767 --> 01:34:50.307]  Oh, you didn't know that.
[01:34:50.307 --> 01:34:52.928]  Pure criminals have taken control of the government.
[01:34:52.928 --> 01:34:54.469]  And I don't mean Barack Obama.
[01:34:54.469 --> 01:34:56.570]  That guy's a complete Madison Avenue puppet.
[01:34:56.570 --> 01:34:58.471]  He doesn't run Jack Squat.
[01:34:58.471 --> 01:35:01.792]  You notice they've announced unlimited spying on the American people.
[01:35:01.792 --> 01:35:04.493]  It all continues under Obama.
[01:35:04.493 --> 01:35:08.654]  You notice they're just announcing they're gonna pull you over without a warrant, without even arresting you, and take your DNA.
[01:35:08.654 --> 01:35:12.636]  If you read this carefully, it says, those detained, those pulled over,
[01:35:13.547 --> 01:35:14.748]  This is enslavement.
[01:35:14.748 --> 01:35:18.010]  This is bondage.
[01:35:18.010 --> 01:35:23.172]  Look, the government knows 98% of you don't want the bailouts and don't want open borders and don't want police state.
[01:35:23.172 --> 01:35:24.593]  That's why they're gearing it up.
[01:35:24.593 --> 01:35:25.334]  They're criminal.
[01:35:25.334 --> 01:35:26.454]  They're illegitimate.
[01:35:26.454 --> 01:35:27.995]  They've taken over the country.
[01:35:27.995 --> 01:35:29.296]  They think it's theirs.
[01:35:29.296 --> 01:35:31.057]  And look, you can laugh all you want.
[01:35:31.057 --> 01:35:32.658]  They're going to take everything you got.
[01:35:33.348 --> 01:35:39.332]  They're gonna stage riots in the breakdown of society this year, next year, maybe five years from now, when they think they're ready.
[01:35:39.332 --> 01:35:45.516]  That's why we gotta expose these terrorists now, and expose what they're doing, and we can save this nation.
[01:35:45.516 --> 01:35:47.798]  There's a lot of control freaks out there who don't care.
[01:35:47.798 --> 01:35:51.060]  They just wanna be on the winning team, gutting this country.
[01:35:51.060 --> 01:35:52.481]  You're expendable too, remember that.
[01:35:52.481 --> 01:35:54.263]  You're gutting your own future.
[01:35:54.263 --> 01:35:59.286]  It's time for you to have a serious gut check, and look at whose side you're on.
[01:35:59.286 --> 01:36:01.908]  And stop rationalizing what you're involved in!
[01:36:03.424 --> 01:36:04.585]  Let's go to the phone calls.
[01:36:04.585 --> 01:36:05.986]  Rick in Pennsylvania.
[01:36:05.986 --> 01:36:07.987]  You're on the air.
[01:36:07.987 --> 01:36:08.788]  Hi there, Mr. Jones.
[01:36:08.788 --> 01:36:09.949]  Great to finally speak to you.
[01:36:09.949 --> 01:36:12.130]  Good to talk to you, Bubba.
[01:36:12.130 --> 01:36:13.171]  Alex, can you hear me?
[01:36:13.171 --> 01:36:14.052]  Yes, loud and clear!
[01:36:15.063 --> 01:36:20.046]  Okay, hey, just wanted to share a little story with you about chemtrails.
[01:36:20.046 --> 01:36:29.652]  I'm a history major here at Indiana University of Pennsylvania out in Western PA, and for my sociology class, they required us to bring an environmental article.
[01:36:29.652 --> 01:36:34.956]  So I brought in an article about chemtrails, and I had asked the class if anybody had heard of them.
[01:36:34.956 --> 01:36:36.897]  Of course, no one heard of them.
[01:36:36.897 --> 01:36:42.381]  And so I went on for about a five-minute rant talking about the barium and the aluminum that they're releasing into the stratosphere, etc.
[01:36:43.381 --> 01:36:55.125]  And basically I was confronted with a classroom full of laughter after, you know, the teacher sort of made a few jokes about it, tried to really destroy my argument.
[01:36:55.125 --> 01:36:57.546]  Yeah, they're taught they're winners because they're dumb.
[01:36:57.546 --> 01:37:02.528]  They're taught they're winners because they know nothing but Britney Spears and American Idol.
[01:37:02.528 --> 01:37:07.210]  Meanwhile, it's all over the news they're terraforming and mixing it with jet fuel and spraying us.
[01:37:07.210 --> 01:37:07.610]  Go ahead.
[01:37:08.607 --> 01:37:20.150]  Right, and I just went on, I brought in an article and somehow with my printer I couldn't turn off the second page and at the end of the class I went up to her and said, you know, I'll bring in the rest of that article for you to read because, you know, it's very important information.
[01:37:20.150 --> 01:37:24.931]  And she goes, you know, laughing to herself, she goes, oh, well I'm not going to read that.
[01:37:24.931 --> 01:37:25.732]  I said, excuse me?
[01:37:25.732 --> 01:37:27.692]  She said, oh, I'm not going to read that.
[01:37:27.692 --> 01:37:28.272]  Like, what do you mean?
[01:37:28.272 --> 01:37:30.893]  This is information you had no idea about.
[01:37:30.893 --> 01:37:34.694]  Obviously, you know, people in the class are, you know, they were laughing, but let me stop you.
[01:37:34.694 --> 01:37:36.775]  Because it's about, listen, listen, stop.
[01:37:36.775 --> 01:37:37.775]  This is the mental illness.
[01:37:38.563 --> 01:37:40.304]  This is what slaves are like.
[01:37:40.304 --> 01:37:45.466]  Slaves, after they've been slaves a while, generationally like to be slaves.
[01:37:45.466 --> 01:37:49.828]  She doesn't care, he doesn't care, is it a he or she?
[01:37:49.828 --> 01:37:51.849]  Is it a he or she, sir?
[01:37:51.849 --> 01:37:52.349]  What's that?
[01:37:52.349 --> 01:37:53.350]  Ah, the teacher's a she.
[01:37:53.350 --> 01:37:54.570]  Okay, listen, can you hear me?
[01:37:54.570 --> 01:37:56.211]  Because the callers keep saying they can't hear me.
[01:37:57.324 --> 01:37:58.586]  Nah, it's sorta cut now.
[01:38:16.201 --> 01:38:16.582]  Uh, yeah.
[01:38:16.582 --> 01:38:17.883]  It was from WhiteHouse.gov.
[01:38:17.883 --> 01:38:24.569]  I also brought in the one from, uh... Okay, so you brought out from WhiteHouse.gov their announcement about terraforming the planet to stop global warming.
[01:38:24.569 --> 01:38:25.350]  Total bull.
[01:38:25.350 --> 01:38:27.411]  When the scientists admit it's actually to heat the planet.
[01:38:27.411 --> 01:38:28.372]  God knows why they're doing it.
[01:38:28.372 --> 01:38:29.333]  It's classified.
[01:38:29.333 --> 01:38:32.356]  But the point is, is that she said, I don't care.
[01:38:32.356 --> 01:38:33.797]  I don't want to see it.
[01:38:33.797 --> 01:38:36.420]  I want to feel like I'm right.
[01:38:36.420 --> 01:38:38.382]  See, that's buying into the delusion.
[01:38:38.382 --> 01:38:38.682]  Go ahead.
[01:38:39.457 --> 01:38:39.918]  Right.
[01:38:39.918 --> 01:38:41.661]  You know, just to me, I was really blown away.
[01:38:41.661 --> 01:38:46.771]  I know people think that it's conspiracy theory and all that other stuff, but it was just really unbelievable.
[01:38:46.771 --> 01:38:50.257]  Sir, I get emails where people don't believe the European Union exists.
[01:38:50.257 --> 01:38:52.060]  That's how dumbed down Americans are.
[01:38:52.697 --> 01:38:54.999]  Right, and the fact that she didn't even want to read it.
[01:38:54.999 --> 01:38:59.043]  Didn't even want to devote a second of her time.
[01:38:59.043 --> 01:39:00.825]  That's why I quit college with straight A's.
[01:39:00.825 --> 01:39:02.246]  It was delusional.
[01:39:02.246 --> 01:39:07.911]  I mean, I would write papers against the anti-American, anti-freedom stuff and they'd give me C-minuses.
[01:39:07.911 --> 01:39:09.513]  So I cynically one semester...
[01:39:10.279 --> 01:39:12.360]  Just totally wrote whatever they wanted.
[01:39:12.360 --> 01:39:14.842]  How families were bad, how world government was good.
[01:39:14.842 --> 01:39:17.604]  A pluses.
[01:39:17.604 --> 01:39:19.064]  They're whores.
[01:39:19.064 --> 01:39:20.726]  They're intellectual prostitutes.
[01:39:20.726 --> 01:39:21.846]  It's a fraud.
[01:39:21.846 --> 01:39:25.268]  It's a cult of scum and weaklings.
[01:39:25.268 --> 01:39:26.489]  Look, that's what the New World Order is.
[01:39:26.489 --> 01:39:31.752]  It's a bunch of parasite weaklings working for the elites that want to feed on those of us that are productive.
[01:39:31.752 --> 01:39:37.836]  But they don't know the elites plan to get rid of them as soon as they've used the parasites to bring down those of us that are strong.
[01:39:37.836 --> 01:39:39.117]  The elites openly say this.
[01:39:39.847 --> 01:39:44.992]  And you have this fake global warming science going on, and you know... It's admittedly fake!
[01:39:44.992 --> 01:39:46.213]  The sun's what drives it!
[01:39:46.213 --> 01:39:47.173]  I'm sick of them!
[01:39:47.173 --> 01:39:48.515]  I'm sick of the ignorance!
[01:39:48.515 --> 01:39:53.459]  They get all these idiots to buy into something and they won't admit they're wrong?
[01:39:53.459 --> 01:39:53.859]  Ah!
[01:39:53.859 --> 01:39:55.160]  Mike in San Diego.
[01:39:55.160 --> 01:39:56.021]  Mike, you're on the air.
[01:39:56.021 --> 01:39:56.502]  Go ahead.
[01:39:56.502 --> 01:39:57.903]  Hey, Alex.
[01:39:57.903 --> 01:39:58.663]  Hey.
[01:39:58.663 --> 01:40:00.105]  Hey, I'm liking the energy today, man.
[01:40:00.105 --> 01:40:00.625]  It's good.
[01:40:00.625 --> 01:40:02.347]  I like it.
[01:40:02.347 --> 01:40:02.647]  Go ahead.
[01:40:03.348 --> 01:40:10.713]  Alright, um, I just want to talk about the, um, kind of what the elite believe in as far as how they want to let you know before they do something like this.
[01:40:10.713 --> 01:40:14.255]  They openly have written thousands of white papers and now they're going to kill every last one of us.
[01:40:14.255 --> 01:40:20.559]  Yes, yes, and I just want to say, do you think in their own thick and twisted way they actually enjoy you, Alex Jones, exposing them?
[01:40:20.559 --> 01:40:21.620]  Oh, I've had them tell me that, yeah.
[01:40:22.299 --> 01:40:23.560]  Okay, all right.
[01:40:23.560 --> 01:40:24.340]  They enjoy it.
[01:40:24.340 --> 01:40:26.321]  They go, listen, the slaves don't care.
[01:40:26.321 --> 01:40:28.181]  They want to be slaves.
[01:40:28.181 --> 01:40:30.342]  And you ought to join us.
[01:40:30.342 --> 01:40:31.903]  I mean, that's the attitude.
[01:40:31.903 --> 01:40:33.103]  And people need to start listening.
[01:40:33.103 --> 01:40:34.604]  And the slaves want to be slaves.
[01:40:34.604 --> 01:40:36.465]  They want to give their kids shots full of mercury.
[01:40:36.465 --> 01:40:39.206]  They want to drink sodium fluoride and say it's not bad for them.
[01:40:39.206 --> 01:40:41.547]  They want to have foreign banks bankrupt them.
[01:40:41.547 --> 01:40:46.989]  They want to smile and feel good and think of carbon taxes about the environment to foreign banks.
[01:40:46.989 --> 01:40:49.210]  They love being scammed.
[01:40:49.210 --> 01:40:51.231]  They love being conned.
[01:40:51.231 --> 01:40:51.851]  They love it.
[01:40:52.051 --> 01:40:52.892]  They love it!
[01:40:52.892 --> 01:40:53.993]  They love it!
[01:40:53.993 --> 01:40:54.433]  Go ahead.
[01:40:54.433 --> 01:41:03.222]  Alright, and one more thing, um, after the whole Baxter incident and the bird flu virus... They love how the government's injecting people in Europe dying of massive live bird flu!
[01:41:03.222 --> 01:41:04.924]  They love it being an AP in Reuters!
[01:41:04.924 --> 01:41:12.712]  They love taking their girls in to have HPV shot when the governor says it's mandatory when it isn't, and then the girls die, and then they say, that's good!
[01:41:13.172 --> 01:41:14.973]  I mean, it's just sickening filth!
[01:41:14.973 --> 01:41:17.613]  You're scum slaves who enjoy being conned!
[01:41:17.613 --> 01:41:18.974]  What is wrong with you people?
[01:41:18.974 --> 01:41:19.654]  Go ahead.
[01:41:19.654 --> 01:41:20.494]  We'll get this.
[01:41:20.494 --> 01:41:26.096]  Jim Cramer on CNBC the next day, March 6, 2009, recommended Baxter International stock.
[01:41:26.096 --> 01:41:29.057]  He didn't make any mention about the bird flu virus mishaps.
[01:41:29.057 --> 01:41:31.757]  He said their stock's going to go up under the Obama administration.
[01:41:31.757 --> 01:41:32.618]  Of course it is!
[01:41:32.618 --> 01:41:36.119]  Mixing live bird flu with a regular vaccine!
[01:41:36.119 --> 01:41:36.939]  AP Reuters!
[01:41:37.954 --> 01:41:42.117]  Meanwhile, they give it to people and they die dead in a hammer from some other company over there.
[01:41:42.117 --> 01:41:46.661]  You talk about it and the public giggles and snickers because they're idiots!
[01:41:46.661 --> 01:41:51.064]  I hate to get mad, folks, but I mean, it's like watching somebody rob my neighbor's house 20 times.
[01:41:51.064 --> 01:41:53.686]  And I go tell my neighbor, you know the guy stealing your car again?
[01:41:53.686 --> 01:41:55.647]  He's out there hot-wiring it, go stop him.
[01:41:55.647 --> 01:41:58.049]  And he goes, there's no such thing as thieves!
[01:41:58.049 --> 01:41:59.851]  I'm like, see him out there in the black mask?
[01:41:59.851 --> 01:42:03.994]  And the neighbor just sticks both his fingers in his nose and goes, nooo!
[01:42:03.994 --> 01:42:05.275]  And you're like, come on, man!
[01:42:05.275 --> 01:42:06.896]  Let's get together and beat these people!
[01:42:07.396 --> 01:42:09.439]  I gotta wake you up to defend my family.
[01:42:09.439 --> 01:42:11.501]  I need you people to beat these people!
[01:42:11.501 --> 01:42:12.763]  None of us have any future!
[01:42:12.763 --> 01:42:16.607]  If you don't grow up and realize what's happening, I mean everything I say!
[01:42:16.607 --> 01:42:17.889]  This stuff's real!
[01:42:17.889 --> 01:42:19.411]  You understand how much danger I'm in?
[01:42:19.411 --> 01:42:21.293]  How many hit pieces are being written against me?
[01:42:21.293 --> 01:42:22.535]  How I get followed around?
[01:42:22.535 --> 01:42:24.297]  The death threats I'm getting, you cowards!
[01:42:25.106 --> 01:42:27.487]  You need to stand up or you have no future!
[01:42:27.487 --> 01:42:29.007]  I'm not putting up with this anymore!
[01:42:29.007 --> 01:42:40.211]  They put out government documents, as I told you, saying the veterans are the number one threat to the government, that gun owners are terrorists, that those buying ammo are terrorists, and the articles Kurt Nemo wrote about this that we broke, I didn't even need to point out.
[01:42:40.211 --> 01:42:40.971]  Google this right now.
[01:42:41.718 --> 01:42:43.400]  I'm going to pull up the newscast right now.
[01:42:43.400 --> 01:42:46.623]  Google, man who bought ammo visited by Homeland Security.
[01:42:46.623 --> 01:42:48.605]  You'll get a whole bunch of stuff all over the country.
[01:42:48.605 --> 01:42:50.467]  You buy like a thousand rounds of ammo.
[01:42:50.467 --> 01:43:01.617]  Homeland Security, secret commissar, thug police, the ones you're getting hired to all these CIA ads you hear, show up at your house and want to ask you if you're a terrorist for buying ammunition!
[01:43:01.617 --> 01:43:03.019]  The government's criminal!
[01:43:04.525 --> 01:43:05.565]  Don't you people get it?
[01:43:05.565 --> 01:43:09.067]  They're going to take everything we've got if you keep sucking your thumbs!
[01:43:09.067 --> 01:43:10.207]  This isn't a joke!
[01:43:10.207 --> 01:43:11.768]  And the Republicans aren't going to save you.
[01:43:11.768 --> 01:43:21.771]  They're there posing like they're patriots, now saying they're anti-New World Order because they're playing the part of the opposition right now to soak up all the resistance!
[01:43:21.771 --> 01:43:23.172]  And don't you tell me something's wrong with me.
[01:43:23.172 --> 01:43:27.093]  You get excited about sports, I get excited about stuff that matters!
[01:43:27.093 --> 01:43:28.434]  It's April 19th!
[01:43:28.434 --> 01:43:30.774]  Remember who your forebears are!
[01:43:30.774 --> 01:43:31.995]  Resist the tyranny!
[01:43:33.823 --> 01:43:35.664]  Are you embarrassed by your legs?
[01:43:35.664 --> 01:43:37.645]  Are your legs sore and irritated?
[01:43:37.645 --> 01:43:41.087]  Millions of women suffer from leg pain due to varicose veins.
[01:43:41.087 --> 01:43:46.050]  When varicose veins prevent you from living and enjoying your everyday life, you need Venulux.
[01:43:46.050 --> 01:43:51.573]  Venulux is a dietary tool formulated to restore naturally beautiful legs from the inside out.
[01:43:51.573 --> 01:43:59.357]  As part of your healthy lifestyle, Venulux promotes antioxidant action throughout your body to calm varicose veins and support fit legs for life.
[01:43:59.677 --> 01:44:05.839]  VaniLuxe has helped women all over the world relieve varicose vein pain and restore the confidence to bare their legs.
[01:44:05.839 --> 01:44:10.481]  Now it's your chance to benefit with VaniLuxe free when you call 1-888-4FITLEG today.
[01:44:10.481 --> 01:44:13.803]  That's 1-888-4FITLEG or visit us on the web at 4fitleg.com.
[01:44:13.803 --> 01:44:16.484]  And remember, when you call 1-888-4FITLEG, ask how to get your VaniLuxe free.
[01:44:16.484 --> 01:44:17.384]  That's 1-888-4FITLEG.
[01:44:34.934 --> 01:44:39.437]  If you owe the IRS, you can't make the problem go away without professional help.
[01:44:39.437 --> 01:44:42.820]  But with the help of Dan Pilla, you can get your problem solved.
[01:44:42.820 --> 01:44:47.664]  Hi, I'm Dan Pilla, and I've been solving tax debt problems for 30 years, and I can help you too.
[01:44:47.664 --> 01:44:52.308]  We can stabilize IRS collection action and get your tax debt reduced, sometimes completely eliminated.
[01:44:52.828 --> 01:45:04.651]  And if you received a 1099 from a bank because of mortgage or other debt forgiveness, the vast majority of the time, I can show you how to completely erase it so you pay no taxes on what the IRS will consider to be taxable income.
[01:45:04.651 --> 01:45:07.972]  Call us for a free consultation to discuss the many possibilities.
[01:45:07.972 --> 01:45:08.392]  Call 1-800-34-NO-TAX.
[01:45:08.392 --> 01:45:08.752]  That's 1-800-34-NO-TAX.
[01:45:14.514 --> 01:45:17.638]  Or go to my website at TaxHelpOnline.com.
[01:45:17.638 --> 01:45:22.943]  Dan Pilla has been protecting taxpayers from the IRS for three decades, and he can help you.
[01:45:22.943 --> 01:45:23.924]  Call us today, 800-346-6829.
[01:45:23.924 --> 01:45:24.365]  That's 800-34-NoTax.
[01:45:33.312 --> 01:45:35.814]  Hi, this is Peter Kronschnabel with Midas Resources.
[01:45:35.814 --> 01:45:39.597]  As you know, government spending is at an all-time high and inflation is on the rise.
[01:45:39.597 --> 01:45:42.420]  What are you doing right now to protect yourself financially?
[01:45:42.420 --> 01:45:49.766]  As the economy continues to deteriorate due to corporate greed and government intervention, more people will lose their jobs and, worse, their life savings.
[01:45:49.766 --> 01:45:54.850]  Having your hard-earned money in banks, the stock market, or any other paper asset is a lose-lose deal.
[01:45:54.850 --> 01:45:55.210]  You'll lose
[01:45:55.230 --> 01:45:55.370]  I think?
[01:46:14.781 --> 01:46:15.281]  We're good.
[01:46:32.952 --> 01:46:38.934]  Did you know many vitamin and mineral supplements on the market are made from rocks and ground up shells?
[01:46:38.934 --> 01:46:39.694]  Think about that.
[01:46:39.694 --> 01:46:42.815]  Would you swallow a handful of shells you found at the beach?
[01:46:42.815 --> 01:46:46.035]  Our body wasn't designed to digest rocks and shells.
[01:46:46.035 --> 01:46:55.818]  Hello, my name is Dr. David Friedman, formulator of Chews for Health, a delicious tasting, chewable dietary supplement derived from 16 fruits, vegetables and antioxidants.
[01:46:56.258 --> 01:47:02.105]  Unlike hard-to-digest pills, Choose for Health is a convenient chewable which allows for better digestion.
[01:47:02.105 --> 01:47:03.266]  The choice is yours.
[01:47:03.266 --> 01:47:08.892]  Swallow rocks and shells to supplement your diet or a natural chewable product you can better digest.
[01:47:08.892 --> 01:47:13.958]  Choose for Health, the world's first superfruit, sea vegetable, antioxidant chewable.
[01:47:13.958 --> 01:47:16.421]  Whole food nutrition, not rocks and shells.
[01:47:17.081 --> 01:47:20.543]  1-800-210-1922.
[01:47:20.543 --> 01:47:25.005]  Call now and receive a free copy of my best-selling CD, America's Unbalanced Diet.
[01:47:25.005 --> 01:47:25.245]  1-800-210-1922.
[01:47:25.245 --> 01:47:26.966]  Or go to orderchoose.com.
[01:47:26.966 --> 01:47:28.967]  You're listening to GCN.
[01:47:28.967 --> 01:47:35.090]  Genesis Communication Radio Network.
[01:47:35.090 --> 01:47:38.272]  Folks, I just Googled during the break.
[01:47:47.020 --> 01:47:50.942]  Homeland Security visits man for buying ammo.
[01:47:50.942 --> 01:47:53.044]  Thousands of articles came up with them.
[01:47:53.044 --> 01:47:55.805]  SWAT teaming people that own more than five guns.
[01:47:55.805 --> 01:47:58.527]  Man-held accused of stockpiling ammo.
[01:47:58.527 --> 01:47:59.528]  Which is totally legal.
[01:47:59.528 --> 01:47:59.968]  That's the thing.
[01:47:59.968 --> 01:48:02.369]  This is in Kentucky, this article I'm on right here.
[01:48:02.369 --> 01:48:04.671]  They still just arrest you.
[01:48:04.671 --> 01:48:08.193]  Then this government is just totally crooked.
[01:48:08.193 --> 01:48:10.814]  And then you can find the articles where you bought a thousand rounds of ammo.
[01:48:10.814 --> 01:48:11.975]  Big deal.
[01:48:11.975 --> 01:48:13.316]  See, this government is criminal.
[01:48:14.562 --> 01:48:15.162]  They know.
[01:48:15.162 --> 01:48:16.243]  They're the revolutionaries.
[01:48:16.243 --> 01:48:17.284]  They've hijacked the nation.
[01:48:17.284 --> 01:48:19.045]  Now, listen.
[01:48:19.045 --> 01:48:21.606]  I'm not a John Birch Society member.
[01:48:21.606 --> 01:48:24.488]  And I'd woken up to the New World Order even before I saw their material.
[01:48:24.488 --> 01:48:30.072]  But I tell you, they've done more work early on than anybody else out there on the New World Order.
[01:48:30.072 --> 01:48:32.253]  And it's very well researched and very well documented.
[01:48:32.253 --> 01:48:34.535]  And it's because they were effective that they were demonized.
[01:48:34.535 --> 01:48:37.637]  They were real conservatives against phony wars, against the police state.
[01:48:37.637 --> 01:48:42.700]  They figured out with government documents, even before it was declassified, it's now been declassified, that
[01:48:44.062 --> 01:48:50.946]  Big international banks were financing communism and socialism to consolidate the wealth under their control.
[01:48:50.946 --> 01:48:57.250]  Now, Mr. Welch in the 50s gave this speech you're about to hear, but then in 1974 he gave it again.
[01:48:57.250 --> 01:49:01.793]  It's up on Infowars.com.
[01:49:01.793 --> 01:49:05.995]  And listen to how he breaks down how the elites operate, how they work.
[01:49:05.995 --> 01:49:07.616]  Listen carefully!
[01:49:07.616 --> 01:49:10.678]  This is 1974, the year I was born.
[01:49:10.678 --> 01:49:12.579]  And he said it 20 years before this in a book.
[01:49:13.820 --> 01:49:16.683]  And here he is laying out how the globalists operate.
[01:49:16.683 --> 01:49:21.629]  Listen carefully and ask yourselves, is this what is not... I mean, is this what's happening right now?
[01:49:21.629 --> 01:49:22.790]  Do you want to be slaves?
[01:49:22.790 --> 01:49:24.071]  Do you love your children, folks?
[01:49:24.071 --> 01:49:24.652]  Wake up!
[01:49:24.652 --> 01:49:25.733]  At least investigate.
[01:49:25.733 --> 01:49:26.094]  Here it is.
[01:49:27.452 --> 01:49:44.939]  A part of that plan, of course, is to induce the gradual surrender of American sovereignty, piece by piece and step by step, to various international organizations, of which the United Nations is the outstanding but far from the only example.
[01:49:44.939 --> 01:49:49.401]  Here are the aims for the United States.
[01:49:49.401 --> 01:49:52.582]  One, greatly expanded government spending.
[01:49:53.263 --> 01:50:02.731]  For every conceivable means of getting rid of ever larger sums of American money as wastefully as possible.
[01:50:02.731 --> 01:50:06.514]  Two, higher and then much higher taxes.
[01:50:06.514 --> 01:50:12.999]  Three, an increasingly unbalanced budget despite the higher taxes.
[01:50:12.999 --> 01:50:17.542]  Four, wild inflation of our currency.
[01:50:17.542 --> 01:50:17.923]  Five,
[01:50:18.542 --> 01:50:25.508]  Government controls of prices, wages, and materials supposedly to combat inflation.
[01:50:25.508 --> 01:50:35.216]  Six, greatly increased socialistic controls over every operation of our economy and every activity of our daily lives.
[01:50:35.216 --> 01:50:47.506]  This is to be accompanied naturally and automatically by a correspondingly huge increase in the size of our bureaucracy and in both the cost and reach of our domestic government.
[01:50:47.506 --> 01:50:47.806]  Seven,
[01:50:49.218 --> 01:50:57.062]  Far more centralization of power in Washington and the practical elimination of our state lines.
[01:50:57.062 --> 01:51:08.488]  There is a many-faceted drive at work to have our state lines eventually mean no more within the nation than our county lines do now within the states.
[01:51:08.488 --> 01:51:18.833]  Eight, the steady advance of federal aid to and control over our educational system, leading to complete federalization of our public education.
[01:51:19.873 --> 01:51:27.940]  Nine, a constant hammering into the American consciousness of the horror of modern warfare.
[01:51:27.940 --> 01:51:31.522]  The beauties and the absolute necessity of peace.
[01:51:31.522 --> 01:51:35.486]  Peace always on communist terms, of course.
[01:51:35.486 --> 01:51:49.277]  And ten, the consequent willingness of the American people to allow the steps of appeasement by our government, which amount to a piecemeal surrender of the rest of the free world and of the United States itself.
[01:51:56.101 --> 01:52:11.179]  So brush the insider's dust out of your eyes, my friends, and the communist soap suds out of your brain, and ask yourselves in all honesty, what on earth is wrong with the United States simply minding its own business?
[01:52:24.331 --> 01:52:36.517]  With having its foreign policy function primarily for the safety and benefit of the American people.
[01:52:36.517 --> 01:52:46.641]  Which is exactly what we had done for the first 140 years of our existence as a nation to the incredible advantage of ourselves and everybody else.
[01:52:46.641 --> 01:52:47.462]  Everybody, that is.
[01:52:48.192 --> 01:52:57.780]  Except a numerically small clique of power-lusting conspirators who had somehow inflicted themselves on a gullible world.
[01:52:57.780 --> 01:53:10.271]  While we turn to a very brief summarization of what we hope the John Birch Society will help and even sometimes lead the American people to accomplish during the next 15 years.
[01:53:12.681 --> 01:53:27.473]  One, our first and most important specific undertaking should be to restore the complete independence of the United States.
[01:53:27.473 --> 01:53:33.978]  This includes our resolution to get us out of the United Nations and get the United Nations out of the United States.
[01:53:41.437 --> 01:53:47.745]  Two, we must once again make our money freely redeemable in gold at some realistic price.
[01:53:53.992 --> 01:54:13.626]  And we must take all practicable legislative steps to prevent a recurrence of the enormous thievery and other subversive crimes that have been perpetrated on the American people through a contrived inflation by every president from Franklin Roosevelt through Richard Nixon.
[01:54:13.626 --> 01:54:13.906]  Great!
[01:54:18.807 --> 01:54:18.927]  3.
[01:54:18.927 --> 01:54:33.574]  We should reduce the number of government bureaus, of government civilian employees, and the whole quantity of government by at least 50%.
[01:54:33.574 --> 01:54:44.759]  And we should achieve at least this much reduction in proper fashion through gradually convincing a majority of the American people of the wisdom of such a course. 4.
[01:54:46.954 --> 01:55:03.890]  We should withdraw all American troops from every spot on earth that is not American soil, except when and where such troops may be required, as decided by Congress, to protect American lives and property from criminal vandalism.
[01:55:03.890 --> 01:55:04.491]  Signed,
[01:55:11.277 --> 01:55:19.422]  Five, we should get government out of the areas and functions and activities where government does not belong.
[01:55:19.422 --> 01:55:24.745]  Again, all steps to this end should be taken gradually.
[01:55:24.745 --> 01:55:31.730]  But nevertheless, just as rapidly as enough of the American people can be persuaded to support such progress.
[01:55:32.592 --> 01:55:42.398]  Any such achievement will require a truly massive educational force, but that's exactly what we hope to build during the next 15 years.
[01:55:42.398 --> 01:55:57.988]  We could go ahead for at least a hundred numbered items, but the John Birch Society will undoubtedly be working on more than that many specific projects, which will be laid out in its bulletins before another 180 months will have rolled around.
[01:55:58.817 --> 01:56:05.660]  And all of them will fit into, all of these projects will fit into the general pattern indicated by the... Alright, folks, that's enough of it.
[01:56:05.660 --> 01:56:10.422]  The rest of it's up on Infowars.com and PrisonPlanet.com right now.
[01:56:10.422 --> 01:56:15.405]  You know, my whole point here is that there have been a lot of groups and people fighting this for a long time.
[01:56:15.405 --> 01:56:21.828]  And now they're openly announcing a global bank of the world by the very bankers that engineered the crisis that you'll pay your carbon taxes to.
[01:56:21.828 --> 01:56:27.070]  They're announcing taxes on all your cars, your factories, your businesses, your houses, home inspections.
[01:56:29.591 --> 01:56:36.213]  This is the announcement listing carbon dioxide and four other gases as toxic waste.
[01:56:36.213 --> 01:56:42.715]  Carbon dioxide, sunlight, water, and oxygen are the four components of life in the carbon cycle.
[01:56:42.715 --> 01:56:43.815]  Google the carbon cycle.
[01:56:43.815 --> 01:56:49.597]  They are literally... Well, the New York Times called it a tax on breathing, but said it was a good idea.
[01:56:49.597 --> 01:56:51.758]  So this is a tax on breathing.
[01:56:51.758 --> 01:56:55.639]  Meanwhile, they're engaging in all sorts of bizarre atmospheric weather modifications
[01:56:56.423 --> 01:57:00.124]  Admittedly, on a giant scale, but they say it's classified what they're doing.
