[00:00:04.906 --> 00:00:06.447]  Ladies and gentlemen,
[00:26:56.680 --> 00:26:59.582]  That's not the American way.
[00:26:59.582 --> 00:27:03.064]  They're servants in the community, held to a higher standard.
[00:27:03.064 --> 00:27:05.166]  Not held to a lower standard of how they behave.
[00:27:06.345 --> 00:27:13.030]  And anytime government becomes God, you have tyranny and misery and enslavement.
[00:27:13.030 --> 00:27:16.693]  And that is now what is happening all over the free world.
[00:27:16.693 --> 00:27:18.794]  Classical tyranny is here.
[00:27:18.794 --> 00:27:20.635]  You know, I guess I'm anti-government.
[00:27:20.635 --> 00:27:23.998]  I guess I'm extremist, because I don't like Kim Jong-il and North Korea.
[00:27:25.686 --> 00:27:37.407]  I guess I'm anti-police and military because I don't like the North Korean military and police that have killed millions and millions of their own people and are degenerate parasites stomping on the human face and spirit forever.
[00:27:39.434 --> 00:27:51.277]  Now do you see how ridiculous it looks when people get criticized for criticizing the out-of-control police in this country who've been encouraged by the criminal, illegitimate central government to become thugs?
[00:27:51.277 --> 00:28:03.981]  And all the police training videos I've seen shot by them where they brag and have celebrations and watch news videos of them shooting innocent women in the face with rubber bullets for no reason and they sit around laughing?
[00:28:03.981 --> 00:28:05.421]  It's not funny!
[00:28:05.421 --> 00:28:08.642]  The North Koreans sit around and laugh about what they do to their people!
[00:28:09.727 --> 00:28:14.491]  You have been infected with a spirit of thuggery.
[00:28:14.491 --> 00:28:21.536]  You have had your soul torn out of you and you better hope you catch it before it walks out the door.
[00:28:21.536 --> 00:28:23.358]  I'm your best friend.
[00:28:23.358 --> 00:28:36.008]  If you don't recognize tyranny for what it is, and what the surveillance cameras and the thumb scanners to buy and sell going in everywhere are, and if you don't recognize what the vaccine companies are and what CPS is,
[00:28:37.947 --> 00:28:41.469]  Because look, the threat isn't North Korea, some scumbag with a few nukes.
[00:28:41.469 --> 00:28:49.313]  The threat is how they'll use his scumbaggery to make them look good to launch their police state against us.
[00:28:49.313 --> 00:28:50.634]  And I'm hoping that this...
[00:28:51.766 --> 00:29:07.044]  That they somehow just buy this guy off for a while, but they've been refusing to give him food, refusing to give him oil, so he can then sell it to another country and buy more liquor for himself and more diamonds and rubies and gold crowns and toy sets and the kid's a little, he's like a little kid.
[00:29:07.044 --> 00:29:11.409]  This is a dictator's spoiled brat kid about to pass it on to his kid.
[00:29:12.230 --> 00:29:18.054]  And in the old days, this would go on for hundreds of years and they would wear crowns and would be worshipped.
[00:29:18.054 --> 00:29:20.776]  And then we'd go, oh, don't talk bad about the king.
[00:29:20.776 --> 00:29:23.417]  Oh my gosh, we get to hang out with royalty.
[00:29:23.417 --> 00:29:25.539]  That's why I hate Queen Elizabeth II.
[00:29:25.539 --> 00:29:31.923]  That's all they are, is the great, great, great, great, great, great, great, great, great, great grandkids of Kim Jong-il!
[00:29:31.923 --> 00:29:32.864]  It's the same stuff!
[00:29:33.809 --> 00:29:40.712]  All this royalty and bloodlines and eugenics that they push to rationalize all the horrible things they do.
[00:29:40.712 --> 00:29:43.494]  You are the malfunctioning degenerates!
[00:29:43.494 --> 00:29:51.018]  You're the people that need to be called elite, not the common folk!
[00:29:51.018 --> 00:29:52.418]  We're on the march.
[00:29:52.418 --> 00:29:54.940]  The Empire's on the run.
[00:29:54.940 --> 00:29:57.641]  Alex Jones and the GCN Radio Network.
[00:30:00.740 --> 00:30:09.386]  Many human illnesses can be attributed to the fact that soil in the United States no longer provides plants with the mineral elements which are essential to human nourishment.
[00:30:09.386 --> 00:30:14.249]  Many studies have shown that the majority of Americans are deficient in minerals.
[00:30:14.249 --> 00:30:19.433]  Deficiency in any one of the more important minerals actually results in disease.
[00:30:19.973 --> 00:30:29.302]  Go to RawOrganicVeganSuperfoods.com today and see the wide range of foods available that are designed to help your mind and body work the way they were intended to.
[00:30:29.302 --> 00:30:33.806]  You can also visit the link on PrisonPlanet.com to see some of the amazing products available.
[00:30:33.806 --> 00:30:35.307]  Folks, you've got to try this.
[00:30:35.307 --> 00:30:41.473]  These foods promote nutritional excellence, health and well-being, beauty enhancement, and truly sustainable agriculture.
[00:30:41.798 --> 00:30:47.780]  Many foods today have herbicides, pesticides, fungicides, and insecticides that were not intended for human consumption.
[00:30:47.780 --> 00:30:53.222]  Go to RawOrganicVeganSuperfoods.com today and see some of the amazing products available.
[00:30:53.222 --> 00:30:56.043]  You are what you eat, so eat what your body needs.
[00:30:56.043 --> 00:31:01.284]  Remember to go to RawOrganicVeganSuperfoods.com today.
[00:31:01.284 --> 00:31:06.546]  In the New World Order's war against humanity, Barack Obama is the tip of the spear.
[00:31:07.330 --> 00:31:13.195]  We've got to give them a stake in creating the kind of world order that I think all of us would like to see.
[00:31:13.195 --> 00:31:19.619]  The Obama deception completely destroys the myth that Obama is working for the best interest of the American people.
[00:31:19.619 --> 00:31:21.681]  Well, Obama's already fudging.
[00:31:21.681 --> 00:31:24.143]  He's fudged since day one in this election.
[00:31:24.143 --> 00:31:35.031]  If you have a demagogue with a fanatical mass movement of personality cultists who is imposing the program of a group of extreme bankers and finance oligarchs, that's fascist.
[00:31:37.313 --> 00:31:38.994]  It's not about left or right.
[00:31:38.994 --> 00:31:40.856]  It's about a one world government.
[00:31:40.856 --> 00:31:47.761]  This film documents who Obama works for, the lies he is told, and his real agenda.
[00:31:47.761 --> 00:31:56.028]  Get your copy of The Obama Deception today at InfoWars.com or download it in super high quality at PrisonPlanet.tv.
[00:31:56.028 --> 00:31:57.589]  The Obama Deception.
[00:31:57.589 --> 00:31:58.770]  The people strike back.
[00:32:00.492 --> 00:32:05.896]  Have you ever read the ingredients in your skin creams, personal hygiene products, vitamins, or herbal supplements?
[00:32:05.896 --> 00:32:14.462]  Did you know that most skin creams, body lotions, shampoos, and toothpastes contain chemical additives such as sodium lauryl sulfate, the same type of detergent used in dish soap?
[00:32:14.462 --> 00:32:18.025]  Did you know that many multivitamin supplements are made from synthetic vitamins?
[00:32:18.025 --> 00:32:21.267]  Do your herbal remedies have unwanted additives and fillers?
[00:32:21.267 --> 00:32:23.769]  Have you ever tested your body's pH level?
[00:32:23.769 --> 00:32:26.751]  Make the change to organic health and beauty products.
[00:32:26.751 --> 00:32:29.493]  Visit tubienatural.com and order today!
[00:32:29.873 --> 00:32:30.313]  We're good.
[00:32:50.490 --> 00:32:50.770]  Call 1-888-417-1375.
[00:32:50.770 --> 00:32:52.692]  That's 1-888-417-1375 to order or request your free catalog.
[00:33:22.557 --> 00:33:23.417]  Go Johnny!
[00:33:23.417 --> 00:33:23.577]  Go!
[00:33:23.577 --> 00:33:23.777]  Go!
[00:33:23.777 --> 00:33:23.978]  Go!
[00:33:23.978 --> 00:33:24.118]  Go!
[00:33:24.118 --> 00:33:24.478]  Go!
[00:33:24.478 --> 00:33:26.078]  Johnny be good, baby!
[00:33:53.994 --> 00:33:59.257]  Alright, let's get into the serious news in your phone calls.
[00:33:59.257 --> 00:34:02.499]  Chris, Chris, Cal, Robert, Sean, many others.
[00:34:02.499 --> 00:34:02.559]  1-800-259-9231.
[00:34:24.969 --> 00:34:36.514]  And coming up in a few minutes, I got a call this morning, they've been calling me for days, by the Seethink guys that made that New World Order film that premiered last night.
[00:34:36.514 --> 00:34:41.196]  It's getting an absolutely huge response.
[00:34:41.196 --> 00:34:44.417]  Most downloaded film ever from IFC's On Demand.
[00:34:44.417 --> 00:34:45.618]  Huge ratings for IFC.
[00:34:49.833 --> 00:34:52.434]  And, you know, I have mixed feelings about the film.
[00:34:52.434 --> 00:34:57.895]  But I really can't sit here talking about that film while World War III could be unfolding.
[00:34:57.895 --> 00:35:04.677]  But I'll just say this now, and maybe we'll get Andrew on at the end of the show if he's able to do it.
[00:35:04.677 --> 00:35:10.339]  I understand that Andrew and the guys at C-Think could have made us look a lot worse in this film.
[00:35:10.339 --> 00:35:12.880]  And I understand the media and how it works.
[00:35:15.401 --> 00:35:23.668]  You know, I don't put on an affected stance of being a genius or having all the answers or being, you know, slick.
[00:35:23.668 --> 00:35:36.418]  I just roll my sleeves up and take on the New World Order toe-to-toe and my job is to wake people up and get them to think for themselves, not to necessarily think what I think, but just to wake up that there's a wider world out there and there are elites that don't have your best interest in heart.
[00:35:36.418 --> 00:35:39.040]  And history shows that it's a fact.
[00:35:39.040 --> 00:35:42.223]  But before I finish up with North Korea and then take your calls, I just want to say this.
[00:35:45.236 --> 00:35:48.759]  You know, I said I thought it was the most fair film made to date by mainstream media.
[00:35:48.759 --> 00:35:54.184]  There have been quite a few made about myself and others like us.
[00:35:54.184 --> 00:35:56.967]  And there are a few kooky, weird people in there.
[00:35:56.967 --> 00:36:01.551]  You know, one guy thinks he has a microchip in his brain.
[00:36:01.551 --> 00:36:10.260]  And, you know, for the unwashed masses out there that have never taken on the New World Order and never been followed by Secret Service and never been arrested,
[00:36:11.360 --> 00:36:15.962]  They could watch it and think, oh my God, this guy's at a hotel thinking people are following him, he's crazy.
[00:36:15.962 --> 00:36:19.803]  But only a delusional person would think that, because Bilderberg Group's on record.
[00:36:19.803 --> 00:36:24.885]  But you forget how ignorant the public is.
[00:36:24.885 --> 00:36:29.367]  And, you know, I was talking to Andrew this morning and he said, look, I never even made this point to you, but, um...
[00:36:30.953 --> 00:36:46.155]  There were people we didn't put in this film who savagely attacked you and many other people in the Patriot Movement, and that's our reason for not... And you had disgust for people in the United States and the Patriot Movement, and it was just very painful to see.
[00:36:47.423 --> 00:36:54.867]  And there were also people we didn't put in the film who literally were knocking our door down saying you would put microchips in our brains and things.
[00:36:54.867 --> 00:36:58.449]  If we wanted to make you guys look like kooks, it would have been easy.
[00:36:58.449 --> 00:36:58.990]  And you know what?
[00:36:58.990 --> 00:37:04.353]  I know that's true because we're not the sequestered mainstream controlled corporate media.
[00:37:06.496 --> 00:37:15.621]  Where you've got four big networks and everything is controlled tightly and the CIA and Defense Department admittedly have officers inside of each installation controlling the information.
[00:37:15.621 --> 00:37:16.301]  That's on record.
[00:37:16.301 --> 00:37:17.542]  Congress admits it.
[00:37:17.542 --> 00:37:22.344]  And tens of billions spent a year for fake news and buying reporters.
[00:37:22.344 --> 00:37:33.790]  Slick teleprompters, slick backgrounds, people in suits, arrogant people up there projecting an air of infallibility and of gravity and of authoritativeness.
[00:37:37.301 --> 00:37:44.026]  That's what goes on.
[00:37:44.026 --> 00:37:52.953]  And he said, uh, you know, IFC supported him, didn't tell him what to make or what to do.
[00:37:52.953 --> 00:37:55.635]  And I've had some experience with IFC and I've found that that is the case.
[00:37:55.635 --> 00:37:57.717]  They're one of the few independent outfits out there.
