[00:00.000 --> 00:02.000]  now
[38:50.640 --> 38:59.640]  And I knew this a few months ago and I barely covered it. In Stockholm, Sweden, of course, they're going to go from giving you basically free rides on the trains.
[38:59.640 --> 39:08.640]  If you take a microchip in your hand, they got pretty girls advertising it to, oh, you're going to have to have it.
[39:08.640 --> 39:17.640]  And then you got Time Magazine and CNN and ABC News saying, you will all soon get a chip in your brain, not just in your hand.
[39:17.640 --> 39:41.640]  It's all here. It's all happening. And then I see all these giant lies that get put out and you see people like Maxine Waters calling for aggressive bullying actions against people.
[39:41.640 --> 39:57.640]  They are ratcheting this up. And what's amazing is when you look at little spoiled brats like Maxine Waters, she's like a three year old spoiled brat that never got in trouble.
[39:57.640 --> 40:07.640]  And then she says, you know, we're going to play these clips coming up. She says, and you know, they're getting kicked out of restaurants and let's do more of that.
[40:07.640 --> 40:21.640]  Just like they kick people out of restaurants in Nazi Germany, just like they use bullying and censorship and control and gulags and ghettos where certain groups couldn't engage in commerce or business.
[40:21.640 --> 40:29.640]  It had to be herded into these electronic ghettos of modern times. You are the authoritarians. You are really bad.
[40:29.640 --> 40:41.640]  You are the worst of the worst. And you are committed to it. And you've got a group of spoiled, rotten, loser followers with three or four degrees that can't get them a job.
[40:41.640 --> 40:48.640]  And they're all desperate and scared as leftist followers, not knowing why life didn't turn out good because they followed the program.
[40:48.640 --> 40:59.640]  They're being told you go out and you take over the country and you bully everybody. You get rid of free speech. And we basically, you know, enslave conservatives and make them work for us and you'll have your future.
[40:59.640 --> 41:17.640]  And they are fully then buying on to the next level of authoritarianism, that if they become aggressive and that if they go out and dominate their fellow humans that then, then the big mega corporations are going to deliver them all the goodies.
[41:17.640 --> 41:33.640]  When, if you think about it, all these big mega corporations, their leaders are all leftists and almost none of them pay taxes.
[41:33.640 --> 41:44.640]  And Bill Maher was bitching last Friday in between attacking me and hoping that Mike Sernovich dies. He's such a nice person.
[41:44.640 --> 41:53.640]  He said, how dare you billionaires, you're all leftist, but none of you give any money. I've looked at the federal numbers.
[41:53.640 --> 42:01.640]  Well, that's because they give their money through those platforms being pro-democrat, pro-globalist.
[42:01.640 --> 42:10.640]  That's why they give billions in propaganda every year. And they're not supposed to look political on the surface.
[42:10.640 --> 42:20.640]  That's why they directly don't give the Democrats you buffoon. He brags about how he gave a million dollars of his hundred million.
[42:20.640 --> 42:31.640]  You know, it's just to Barack Obama. Well, why didn't Bezos give a million dollars? Bezos is engaged in a lot bigger lobbying than that.
[42:31.640 --> 42:41.640]  So, again, that's how desperate they've gotten, where he's not even funny anymore. He just goes, I hate Alex Jones. He's a bad person.
[42:41.640 --> 42:46.640]  And I hope Mike Sernovich commits suicide. And you're like, how is this even funny?
[42:46.640 --> 42:54.640]  We don't know what they're saying is, kill these people. The message is kill, kill, kill, kill, kill.
[42:54.640 --> 42:58.640]  That's what they're trying to get other people to do, things can intimidate us.
[42:58.640 --> 43:05.640]  Living in volcano may sound more dramatic than it really is. The real drama can be found here in Leilani Estates.
[43:05.640 --> 43:12.640]  But a lot of us on the Big Island rely on rainwater, and we need to be concerned about ash and acid rain.
[43:12.640 --> 43:19.640]  Volcanic ash may contain heavy metal particles, and acid rain could lower the pH of the water to unhealthy levels.
[43:19.640 --> 43:31.640]  To find out, we employed a series of tests for heavy metals, alkalinity, and pH. What we learned was that there was, in fact, unhealthy levels of heavy metals and acidity in the rainwater.
[43:31.640 --> 43:42.640]  Next, we tested the water from our Alexa pure gravity filter, and not only were the heavy metal levels within safe measure, but the pH was also restored to optimal levels.
[43:42.640 --> 43:53.640]  As it turns out, the filter on the Alexa pure raises the pH of the water. So what we've learned is that volcanic ash and acid rain can contaminate a rainwater supply.
[43:53.640 --> 43:58.640]  But more importantly, a good water filtration system will purify it.
[43:58.640 --> 44:05.640]  You know, if I tried to sit here and tell you about the 60 plus products, we have it in Fuller's life. It'd take hours.
[44:05.640 --> 44:13.640]  Michael ZX Plus now has a lower price. It's stronger. It's the other equation in probiotics. It knocks out the yeast, the mold, the candida.
[44:13.640 --> 44:21.640]  It's back in stock. The real red pill, it's been sold out for months. It's got the preguinone that's the precursor to all the natural hormones in your body.
[44:21.640 --> 44:25.640]  Then it's got all the minerals and the vitamins and amino acids. So you can upload it.
[44:25.640 --> 44:35.640]  And our latest product that goes great with the super blue colloidal silver and iodine 4 to 5 toothpaste is super blue silver immune gargle.
[44:35.640 --> 44:43.640]  That's a spray you do. You can also swallow it. It's a supplement with iodine, super high quality silver, and a lot more.
[44:43.640 --> 44:52.640]  Without you, we couldn't do it. So thank you all for remembering in FullerStore.com and remembering that it's not just you that's already awake, but it's other people that aren't awake.
[44:52.640 --> 44:59.640]  And it's so essential to spread the word. Again, thank you so much for being part of the Second American Revolution.
[44:59.640 --> 45:10.640]  We've taken thousands of years of known research and put it together with our own four years of seeking and testing to find the very best systems that God gave us through Mother Nature to detoxify the body.
[45:10.640 --> 45:15.640]  That's why I'm introducing Z Shield, Toxic Metal and Chemical Defense Support.
[45:15.640 --> 45:23.640]  It's made in the USA. It's filled with known compounds from nature that are absolutely associated with detoxifying the body and it supports the informal war.
[45:23.640 --> 45:29.640]  It is a classical 360 win. This is the formula that I personally have been taking for over a year.
[45:29.640 --> 45:35.640]  And now we believe we have come as close to perfection when it comes to a detoxifier as you can possibly get.
[45:35.640 --> 45:45.640]  You owe it to yourself, you owe it to your family and you owe it to the future of this country in the world that patriots stay as healthy and as clean and as focused as you can be.
[45:45.640 --> 45:52.640]  Because we need you, the remnant of America, to reignite those brush fires the next level and to be healthy and as focused as you can be.
[45:52.640 --> 45:55.640]  Thanks to your support and your prayers together, we're changing the world.
