[00:00:02.040 --> 00:00:02.720]  Is the U.S.
[00:24:01.547 --> 00:24:03.488]  Within 30 days of a request from an individual.
[00:24:28.697 --> 00:24:33.586]  I already see the social justice warriors when they go beat somebody up or threaten somebody or run screaming at you.
[00:24:33.586 --> 00:24:36.371]  They then say, you have no right to do that behind your camera!
[00:24:37.574 --> 00:24:38.554]  Happens to our crew all the time.
[00:24:38.554 --> 00:24:40.635]  Happens to us in Austin and New York.
[00:24:40.635 --> 00:24:41.435]  You name it.
[00:24:41.435 --> 00:24:44.237]  You're like, you're in a public place in my face.
[00:24:44.237 --> 00:24:45.237]  You've come to a rally.
[00:24:45.237 --> 00:24:46.077]  I'm here covering it.
[00:24:46.077 --> 00:24:46.898]  No, I have a right.
[00:24:46.898 --> 00:24:50.399]  They go file almost daily at YouTube and Facebook.
[00:24:50.399 --> 00:24:51.779]  We see the file come in.
[00:24:51.779 --> 00:25:01.763]  We have to respond and say, as you can see, YouTube, we're at a downtown rally of the SJWs and they're in our face threatening violence on us.
[00:25:01.763 --> 00:25:03.864]  But see, that's just that one section
[00:25:05.808 --> 00:25:09.691]  They say, take me off your news site.
[00:25:09.691 --> 00:25:11.352]  You don't.
[00:25:11.352 --> 00:25:13.713]  Well, now you're going to jail.
[00:25:13.713 --> 00:25:24.321]  All search engines and online speakers shall remove content about such individuals and links or indexes to any of the same that is inaccurate, irrelevant, inadequate, or excessive.
[00:25:24.321 --> 00:25:26.002]  Oh, and of course, they define this.
[00:25:26.002 --> 00:25:27.763]  Just you complain, it happens.
[00:25:27.763 --> 00:25:31.685]  And without replacing such removed content with a disclaimer, takedown notice,
[00:25:32.646 --> 00:25:43.233]  Inaccurate, irrelevant, inadequate, or excessive shall mean content, which after a significant lapse in time with its first publication, is no longer material to the current public debate or discourse.
[00:25:43.233 --> 00:25:45.514]  So they want to tell news archives aren't allowed now.
[00:25:45.514 --> 00:25:47.376]  Literally, that's what this says.
[00:25:47.376 --> 00:25:56.161]  You couldn't have a stronger ban on free speech, especially when considered in light of the financial, reputational, and or demonstrable harm that the information is causing.
[00:25:56.161 --> 00:25:57.982]  This is also banning rating sites.
[00:25:58.803 --> 00:25:59.684]  Which they've been trying to do.
[00:25:59.684 --> 00:26:08.470]  So banning you voting in the free market of ideas of what you thought was better food, better clothing, better shelter, better service, better doctors, no.
[00:26:08.470 --> 00:26:12.393]  Is causing the requester's profession, finance, reputation, or others' interest.
[00:26:12.393 --> 00:26:13.314]  And they just claim it.
[00:26:13.314 --> 00:26:15.536]  No judge, no jury.
[00:26:15.536 --> 00:26:17.998]  This was all in the TPP, but see, it got killed.
[00:26:17.998 --> 00:26:20.620]  And see, normally this is international treaties or national laws.
[00:26:20.620 --> 00:26:26.284]  This is happening locally, where the Democrats, wherever they're at, are just banning guns, banning speech, all their normal tyranny.
[00:26:28.086 --> 00:26:43.320]  With the exception of content related to convicted felons, legal matters relating to violence, that's other laws they have in place that the left uses, or a matter that is of significant current public interest, as to whichever the requester's role in regard to the matter is central and substantial.
[00:26:43.320 --> 00:26:50.106]  Failure to comply would make the search engines and speakers liable for at least statutory damages, $250 a day, plus attorney's fees.
[00:26:50.106 --> 00:26:51.788]  And then if you don't do those, there's all this criminal stuff.
[00:26:53.686 --> 00:27:03.532]  The Washington Post, under the bill, newspapers, scholarly works, copies of books on Google and Amazon, it would all be banned.
[00:27:03.532 --> 00:27:04.393]  So there you go, folks.
[00:27:04.393 --> 00:27:09.016]  They have to shut down speech because they're being destroyed.
[00:27:09.016 --> 00:27:09.957]  They're being exposed.
[00:27:09.957 --> 00:27:13.759]  Google to target criticism of Islam and new censorship purge.
[00:27:13.759 --> 00:27:15.080]  I'm going to get to this when we come back.
[00:27:15.080 --> 00:27:16.641]  Get into North Korea.
[00:27:16.641 --> 00:27:17.942]  Get into the latest clips we have.
[00:27:17.942 --> 00:27:20.644]  Ann Moore, Rex Tillerson, Secretary of State.
[00:27:21.817 --> 00:27:31.799]  Talking about military options being on the table, but before I go any further, we fund ourselves 70% or so with direct sales of high quality products.
[00:27:31.799 --> 00:27:44.122]  Whether it's the highest quality gravity fed water filtration systems, we have a wide spectrum of four different great companies, or high quality storable foods made right here in America the last 25 years and are sealed and very high quality.
[00:27:45.663 --> 00:27:57.158]  Or whether it's super male vitality and super female vitality that are concentrated herbs that have five-star reviews by the thousands on third-party sites because it's produced by the top developers and researchers.
[00:27:58.317 --> 00:28:06.522]  In the country with concentrated herbs and healthy compounds known to let your body naturally boost its stamina, energy, libido.
[00:28:06.522 --> 00:28:08.143]  It's so amazing.
[00:28:08.143 --> 00:28:14.087]  And you can't lose because you're supporting the broadcast 30% off and free shipping on Supermail only.
[00:28:14.087 --> 00:28:16.869]  All orders $50 or more get free shipping, though.
[00:28:16.869 --> 00:28:20.071]  But this this is discounted and has free shipping.
[00:28:20.071 --> 00:28:23.634]  And if you sign up for auto ship on things like our high quality non GMO
[00:28:24.936 --> 00:28:28.271]  Organic coffee or the nutraceuticals, the supplements.
[00:28:30.051 --> 00:28:34.414]  It's an additional 10% off when you sign up for AutoShip.
[00:28:34.414 --> 00:28:37.295]  Right now, Super Bowl Vitality is 30% off.
[00:28:37.295 --> 00:28:39.637]  Sign up for AutoShip, an additional 10% off.
[00:28:39.637 --> 00:28:43.539]  Sign up for every 15 days, every 30 days, every 60 days, every 90 days.
[00:28:43.539 --> 00:28:53.285]  That way you get it back in the mail, you support the broadcast, don't have to think about it anymore, and get the high quality supplements that my body certainly craves and has changed my life.
[00:28:53.285 --> 00:28:54.605]  I mean, I've gained about 100 pounds
[00:28:56.027 --> 00:28:59.149]  Not working out over a decade, really worked out hard for years.
[00:28:59.149 --> 00:29:03.131]  I lost about 15, 20, 30 pounds and was super male in the X2, the good halogen.
[00:29:03.131 --> 00:29:06.393]  I lost another 30 or so and gained a lot of muscle.
[00:29:06.393 --> 00:29:18.021]  And I'm still husky, but man, I've got 10% the belly fat I had and I'm a lot healthier and really owe it to these fine compounds that Dr. Group and our other developers have come up with.
[00:29:18.829 --> 00:29:21.211]  So, InfoWarsLive.com or 888-253-3139.
[00:29:21.211 --> 00:29:25.253]  We're getting hit with censorship more and more.
[00:29:25.253 --> 00:29:27.715]  It's important to sign up for our free email newsletter.
[00:29:27.715 --> 00:29:30.237]  We send out exclusive videos, articles every day.
[00:29:30.237 --> 00:29:34.759]  And every day, one of the hundreds of items at InfoWarsStore.com is 50% off.
[00:29:34.759 --> 00:29:37.741]  We send you a promo code for that, for keeping in touch with us.
[00:29:37.741 --> 00:29:39.222]  I really want to thank you all.
[00:29:39.222 --> 00:29:41.264]  InfoWars.com forward slash newsletter.
[00:29:42.628 --> 00:29:50.521]  We'll be back, ladies and gentlemen, on the other side with some of the biggest World War III news ever seen.
[00:29:50.521 --> 00:29:51.923]  We're on the march.
[00:29:51.923 --> 00:29:53.526]  The Empire's on the run.
[00:29:53.526 --> 00:29:57.152]  Alex Jones and the GCN Radio Network.
[00:30:01.599 --> 00:30:04.720]  You've heard of lab-grown beef in a petri dish.
[00:30:04.720 --> 00:30:09.461]  You've heard of chickloids that are kept secure, force-fed, and have their beaks removed.
[00:30:09.461 --> 00:30:12.962]  Well now, get ready for finger-lickin' lab-grown chicken.
[00:30:12.962 --> 00:30:18.864]  That's right, Memphis Meats is one of a cadre of startups racing to create meat that doesn't involve killing animals.
[00:30:19.184 --> 00:30:27.231]  The firm's approach to what it calls clean meat is to culture animal cells in a lab, feed them nutrients until they grow into pieces large enough to cook and eat.
[00:30:27.231 --> 00:30:30.614]  You've probably seen where companies like this have grown beef in petri dishes.
[00:30:30.614 --> 00:30:32.375]  Well, now it's gonna be chicken strips.
[00:30:32.375 --> 00:30:36.879]  And I know the question on everybody's mind is, does the lab-grown chicken taste like chicken?
[00:30:37.179 --> 00:30:44.842]  According to the Wall Street Journal, it was reported spongier than a whole chicken breast, but they nearly nailed the flavor of the traditional variety.
[00:30:44.842 --> 00:30:57.487]  This is all part of the globalist plan to remove you from the natural world and place you into an artificially created, VR-induced world where they control everything you see, smell, taste, think, and touch.
[00:30:57.487 --> 00:31:00.629]  Rob Dew reporting for InfoWars.com and InfoWars Nightly News.
[00:31:01.289 --> 00:31:02.110]  Hey, everyone!
[00:31:02.110 --> 00:31:08.234]  Pharmacist Ben Fuchs here, host of The Bright Side, and as many of you know, I'm on a mission to help Americans get and stay healthy.
[00:31:08.234 --> 00:31:10.315]  You've all heard the shocking statistics.
[00:31:10.315 --> 00:31:20.602]  Despite spending trillions of dollars in health care, nearly $10,000 per man, woman, and child in this country, obesity, diabetes, cancer, heart disease, and autoimmune illnesses are rampant.
[00:31:20.602 --> 00:31:26.566]  One out of three or four people is dealing with some kind of health challenge, and everyone knows at least one person with a degenerative disease.
[00:31:26.986 --> 00:31:27.367]  We're good to go.
[00:31:41.923 --> 00:31:42.403]  I think so.
[00:32:01.121 --> 00:32:04.322]  Do you ever wonder what happened to America?
[00:32:04.322 --> 00:32:05.483]  They lost.
[00:32:05.483 --> 00:32:05.923]  We won.
[00:32:05.923 --> 00:32:08.604]  Wanna see what Trump's up against?
[00:32:08.604 --> 00:32:13.866]  Because of what we did on this day, change has come to America.
[00:32:16.835 --> 00:32:22.542]  The nation has been hijacked by international forces, bent on global governance.
[00:32:22.542 --> 00:32:35.136]  When I was a boy, it was okay to be proud of the flag, heritage, mom and apple pie, God was in school, morality had a future, and beef was for supper.
[00:32:35.136 --> 00:32:37.559]  Revelation, dawn of global government.
[00:32:37.819 --> 00:32:39.000]  We're the solution!
[00:32:39.000 --> 00:32:40.001]  Americans!
[00:32:40.001 --> 00:32:41.522]  Ain't nothing more to it than that.
[00:32:41.522 --> 00:32:46.907]  Starring Alex Jones, Charlie Daniels, and Special Ops General Jerry Boykin.
[00:32:46.907 --> 00:32:48.549]  Theatrical screening's on demand.
[00:32:48.549 --> 00:32:50.491]  DVD's now available.
[00:32:50.491 --> 00:32:53.934]  Wanna shed some tears over the red, white, and blue?
[00:32:53.934 --> 00:32:56.116]  Americans need to see this film.
[00:33:19.162 --> 00:33:24.204]  Rallying patriots worldwide in defense of human liberty.
[00:33:24.204 --> 00:33:27.965]  It's Alex Jones.
[00:33:27.965 --> 00:33:33.427]  Generals gathered in their masses.
[00:33:33.427 --> 00:33:36.988]  Just like witches at black masses.
[00:33:36.988 --> 00:33:38.769]  Evil minds that plot destruction.
[00:33:42.526 --> 00:33:49.555]  Trump was supposed to meet with Merkel an hour ago, never happened, so we're going to have that obviously when that comes up.
[00:33:49.555 --> 00:33:54.401]  Trump's set with a press conference also in the middle of the next hour, so we'll also be going to that.
[00:33:57.691 --> 00:34:24.970]  Let me just recap what I just covered earlier before I get into the situation with North Korea and the fact that the Secretary of State has said that all options are on the table, including a first strike after North Korea threatened a preemptive strike on Tokyo in Japan, the most populous city in Japan, and Seoul, the most populous city in South Korea on the Korean peninsula, bordering the madman, lunatic, spoiled rotten caricature of out-of-touch tyranny.
