[00:00.000 --> 00:12.000]  Live from Austin, Texas, broadcasting worldwide, it's Alex Jones.
[38:55.000 --> 39:05.000]  Now, you even having an identity, so the leftist anti-human priest class normally adopts a kid or takes it from a heterosexual family.
[39:05.000 --> 39:11.000]  I've seen the reports, the news items. It's usually a gay man and a lesbian woman who operate as a family beard.
[39:11.000 --> 39:16.000]  They'll have children they adopt. They then tell them, you're really something else. You're really a girl. You're really a boy.
[39:16.000 --> 39:22.000]  You ready for your sex change? You ready at age five to start taking your hormone replacement?
[39:22.000 --> 39:28.000]  And really all it is is child abuse. Really all it is is mad scientist crap, but that's what's been set up.
[39:28.000 --> 39:32.000]  So then the poor children are in school and they don't even know what to do.
[39:32.000 --> 39:39.000]  They're just being told by authority figures that boys and girls don't exist anymore.
[39:39.000 --> 39:46.000]  And people that are identifying as boys and girls, well, they shouldn't say it because it's hurtful. It's bad, you see.
[39:46.000 --> 39:53.000]  So it's not just except all the new cases where you hear, oh, the men are gay. Three men love each other.
[39:53.000 --> 40:04.000]  BBC News. They want to splice their DNA into a baby. Well, that's not a human.
[40:04.000 --> 40:08.000]  A sperm and an egg combine. There's another set of DNA in the egg.
[40:08.000 --> 40:16.000]  But see, that's how you put replicants on the street. You go and you produce a new humanoid out of the big biotech labs.
[40:16.000 --> 40:21.000]  People used to fight seeds. They used to fight genetically engineered mosquitoes. Forget that.
[40:21.000 --> 40:26.000]  For 40 years they've had humanoids and test tubes that are chimerous, part human, part animal.
[40:26.000 --> 40:30.000]  The media makes jokes about that every time I say it because they don't want to have a debate about it now.
[40:30.000 --> 40:37.000]  They want to mainline the idea first that you can have men who look like they're even taking testosterone on top of it.
[40:37.000 --> 40:45.000]  They look like Arnold Schwarzenegger, beating women in high school wrestling, high school running, high school baseball, high school everything.
[40:45.000 --> 40:50.000]  And you've got men out there running the women over, winning every championship.
[40:50.000 --> 41:06.000]  But the women, you've got these women sitting up there on the block with the man
[41:06.000 --> 41:15.000]  who looks like he's like six foot two, giant legs, big chest, big arms, big shoulders, twice the size of the women.
[41:15.000 --> 41:23.000]  And he's got male genitals hanging down between his legs and he's got high testosterone.
[41:23.000 --> 41:28.000]  And he and others argue in the news articles I was reading this morning, oh, we shouldn't even have to suppress our testosterone.
[41:28.000 --> 41:30.000]  We identify as women.
[41:30.000 --> 41:41.000]  That's like saying I identify as an NFL quarterback so I just show up at the Dallas Cowboys and say get out of the way quarterback.
[41:41.000 --> 41:42.000]  I'm the quarterback now.
[41:42.000 --> 41:46.000]  Or if I showed up and I'm going to do this, I'm going to find a little league field or something.
[41:46.000 --> 41:52.000]  I'm going to show up with cameras and I'm going to say I identify as a nine year old softball player.
[41:52.000 --> 41:57.000]  And I'm going to get up here and I'm going to slam those balls on the field and ram them into children.
[41:57.000 --> 41:58.000]  You name it.
[41:58.000 --> 42:00.000]  And when people say, hey, you're a bully.
[42:00.000 --> 42:01.000]  I'm going to say how dare you.
[42:01.000 --> 42:03.000]  I'm a nine year old boy.
[42:03.000 --> 42:13.000]  They've got stuff in England now where 50 something year old big fat male perverts with wigs go to preschools and actually you're part of preschool with little kids and play with them.
[42:13.000 --> 42:17.000]  And the schools do it is all part of the sickness.
[42:17.000 --> 42:20.000]  And you take the three and four year olds in to see drag queens.
[42:20.000 --> 42:26.000]  And it's actually people dressed up in Power Ranger monster outfits and demon outfits that would scare any child.
[42:26.000 --> 42:30.000]  Scariest clowns I've ever seen like Pennywise dancing around going, you're not a girl.
[42:30.000 --> 42:31.000]  You're not a boy.
[42:31.000 --> 42:32.000]  You're a boo boo.
[42:32.000 --> 42:34.000]  Touch your booty, boo be boo be.
[42:34.000 --> 42:44.000]  And I mean all of this insane sexualization and then they just do all of this to just totally run over everyone to accept all of this.
[42:44.000 --> 42:54.000]  When all it's designed to do is lay the foundation and the path for the real transhumanism that Julian Huxley's talked about.
[42:54.000 --> 42:59.000]  You know, his brother, all of this Huxley, he brought Brave New World in 1932, the actual plan.
[42:59.000 --> 43:06.000]  Whether you're looking to boost the benefits of our fish oil formula or just want an alternative, Info Wars Life has the formula for you.
[43:06.000 --> 43:16.000]  Ultimate Krill Oil is a powerhouse formula that takes advantages of the EPA, DHA and omega-3's found in our high quality ultra pure krill oil concentrate.
[43:16.000 --> 43:26.000]  Containing powerful antioxidants such as azazanthin and omega-3's, ultimate krill oil can help you experience the benefits of fish oil with less required DHA and EPA.
[43:26.000 --> 43:37.000]  This incredible formula can help your body in many ways, including supporting heart health, joint health and cognitive health, aiding and regulating fat metabolism, helping to maintain cognitive function and more.
[43:37.000 --> 43:47.000]  And while other krill oil formulas may chemically modify their formulas, we're giving you the benefits of a simple formula that contains unmodified high quality krill oil concentrate.
[43:47.000 --> 43:53.000]  Paired with our ultimate fish oil or used separately, it's time to see what krill oil can do for you with ultimate krill oil.
[43:53.000 --> 44:09.000]  Now available at InfoWarsStore.com.
[44:23.000 --> 44:45.000]  With its broad spectrum contaminant reduction, you'll only need this one filter for clean and refreshing water all over your home.
[44:45.000 --> 45:00.000]  Head to InfoWarsStore.com and whether it's your first water filtration purchase or you're looking to replace your current rundown systems, it's time to go big and go home with the pro pure whole house filtration system today.
[45:00.000 --> 45:16.000]  We are kept afloat only by your loyal patronage and that's why we need you to go to the site now. If you're not in the market for one of our greatest nutraceuticals, please consider a contribution.
[45:16.000 --> 45:31.000]  If you're not in the market for one of our greatest nutraceuticals, please consider a contribution.
[45:31.000 --> 45:47.000]  Take InfoWars with you wherever you go. Well now you can do just that with the new official InfoWars app and here's the best part. It is absolutely free. At the Apple Store and Google Play, you can join the InfoWars today.
[45:47.000 --> 46:00.000]  Check it out right now at infowars.com forward slash app. It's the InfoWars official app. Take it on the globalist at point blank range and with your help spreading it and with your help downloading it, we are unstoppable.
[46:00.000 --> 46:09.000]  X2, we were selling it for about three years and then they found out how big it was and how much we were buying and they said, oh, we want more money, more money and oh, this and that.
[46:09.000 --> 46:16.000]  And so I've broken my contract and right now we can't get more of this proprietary ingredient that goes in X2.
[46:16.000 --> 46:24.000]  It literally is so pure that if you put in a peaker dish on top of 90 degree hot plate, it gasses like I dream of genie and it's purple gas.
[46:24.000 --> 46:34.000]  I mean, that is so pure, it just goes right into your body when you take it. We're working on trying to get other suppliers right now, but I bought a huge amount of it, ordered it six months ago.
[46:34.000 --> 46:43.000]  So I get the price down and I said, if you don't lower it, I'm done. I'm breaking the contract. Well, I broke the contract last week and so this is potentially the last run.
[46:43.000 --> 46:49.000]  In fact, right now it is the last run of survival shield X2 and we've got a good supply that will be gone a couple months.
[46:49.000 --> 46:56.000]  X2, if you haven't experienced it in 4store.com, if you have experienced it, you know how great it is, I suggest you stock up on it.
[46:56.000 --> 47:22.000]  It's available right now for a limited time at 4store.com right now.
[47:22.000 --> 47:27.000]  You're listening to the Alex Jones show.
[47:27.000 --> 47:32.000]  So you go back 60 years ago, Hitler had given eugenics a bad name.
[47:32.000 --> 47:39.000]  And so the world eugenics society and eugenics quarterly became transhumanism quarterly.
[47:39.000 --> 47:48.000]  And it's like, oh, we're going to empower humanity. Humanity is going to change, but everything they're bringing in is about control and about infertility and has Trojan horses in it.
