[00:00:01.000 --> 00:00:16.000]  Intro Music
[00:24:08.400 --> 00:24:18.760]  Here's a clip, and I got a bunch of these powerful hearings yesterday, of Rand Paul
[00:24:18.760 --> 00:24:27.160]  pointing out that DHS on election, on shots, on everything, told children to spy on their
[00:24:27.160 --> 00:24:28.160]  parents.
[00:24:28.160 --> 00:24:29.160]  Here it is.
[00:24:29.160 --> 00:24:34.800]  In 2021, DHS even put out a video encouraging children to report their own family members
[00:24:34.800 --> 00:24:37.560]  to Facebook for disinformation.
[00:24:37.560 --> 00:24:42.840]  If they challenge the U.S. government narratives on COVID-19, does that not sound like something
[00:24:42.840 --> 00:24:43.840]  out of 1984?
[00:24:43.840 --> 00:24:47.400]  Does that not sound like something out of Stalin's Russia?
[00:24:47.400 --> 00:24:50.680]  That our government's trying to get our kids to report their parents?
[00:24:50.680 --> 00:24:52.480]  I mean, that's crazy.
[00:24:52.480 --> 00:24:57.400]  Can you imagine your agency's putting out a video to tell kids to report their parents
[00:24:57.400 --> 00:25:01.400]  if they say something like, well, maybe children don't need to be vaccinated?
[00:25:01.400 --> 00:25:04.040]  I still say that because it's the truth.
[00:25:04.040 --> 00:25:08.160]  The risks for the vaccine are greater than the disease for COVID for children.
[00:25:08.160 --> 00:25:11.880]  It's different for the elderly and those who are targeted disease, but that's an opinion
[00:25:11.880 --> 00:25:14.800]  based in fact, based on peer review papers.
[00:25:14.800 --> 00:25:19.120]  But that's not the government shouldn't get involved with trying to censor and restrict
[00:25:19.120 --> 00:25:21.240]  my ability to say these things.
[00:25:21.240 --> 00:25:25.520]  In reality, the most significant source of disinformation during the pandemic with the
[00:25:25.520 --> 00:25:29.840]  most influence and greatest impact on people's lives was the U.S. government.
[00:25:29.840 --> 00:25:33.080]  The greatest purveyor of disinformation has been the U.S. government.
[00:25:34.760 --> 00:25:39.000]  And all of that's true, you know, I wish Rand Paul wouldn't go with that statement he's had
[00:25:39.000 --> 00:25:44.560]  now for like two and a half years that, well, the vaccine shouldn't be given to children
[00:25:44.560 --> 00:25:47.360]  because the risk of it outweigh the benefits.
[00:25:47.360 --> 00:25:49.960]  All the studies show no benefits.
[00:25:49.960 --> 00:25:52.720]  And the same thing for old people, it erases your immune system.
[00:25:52.720 --> 00:25:55.480]  It causes all sorts of autoimmune problems.
[00:25:55.480 --> 00:25:58.280]  It doesn't protect you.
[00:25:58.280 --> 00:26:01.840]  But he goes back to that statement of.
[00:26:01.840 --> 00:26:03.080]  Maybe it helps the old people.
[00:26:03.080 --> 00:26:07.280]  No, it doesn't, Senator Paul, but that's not why I was getting into this.
[00:26:07.280 --> 00:26:08.920]  There's an 11 minute video.
[00:26:08.920 --> 00:26:14.080]  I'm going to post to the front page of Infowars.com from Tom Fenton's Twitter.
[00:26:14.080 --> 00:26:19.200]  Biden agency hiding records on censorship program targeting Americans as exposed by
[00:26:19.200 --> 00:26:22.960]  Elon Musk's Twitter files, there's an unholy conspiracy in the Biden administration to
[00:26:22.960 --> 00:26:25.280]  censor Americans in collusion with big tech.
[00:26:25.280 --> 00:26:29.280]  He goes on to say, we cannot wait.
[00:26:29.480 --> 00:26:34.880]  Until the next election to reverse this, they're going to steal the next election.
[00:26:34.880 --> 00:26:35.880]  He's dead on.
[00:26:35.880 --> 00:26:36.880]  He's sued.
[00:26:36.880 --> 00:26:37.880]  He's got the documents.
[00:26:37.880 --> 00:26:43.560]  And now he's suing along with the attorney generals of Missouri and Louisiana, Mississippi,
[00:26:43.560 --> 00:26:48.600]  to get the documents because we have the documents, many of them from the Twitter site.
[00:26:48.600 --> 00:26:50.680]  But we know that the feds were calling the shots.
[00:26:50.680 --> 00:26:51.920]  A lot of that's come out.
[00:26:51.920 --> 00:26:56.760]  So this is illegal to have government with the Democratic Party colluding to manipulate
[00:26:56.760 --> 00:26:59.000]  elections, medical knowledge, all of it.
[00:26:59.000 --> 00:27:01.240]  I mean, this is this is everything they're doing.
[00:27:01.240 --> 00:27:05.160]  And they they want the children just like Hitler, one of the children of the communists
[00:27:05.160 --> 00:27:09.560]  with the children, because they're young and don't know they can be conned easier.
[00:27:09.560 --> 00:27:14.320]  That's why they're organizing the children in these malice spy brigades, both online
[00:27:14.320 --> 00:27:16.920]  the real world to go after the adults.
[00:27:16.920 --> 00:27:18.560]  This is the enemy battle plan.
[00:27:18.560 --> 00:27:19.800]  This is defunding the police.
[00:27:19.800 --> 00:27:21.240]  This is dissolving the border.
[00:27:21.240 --> 00:27:22.560]  This is the takedown of the country.
[00:27:22.560 --> 00:27:27.200]  We're going to break, come back to some of Tom Fenton and more of Senator Paul.
[00:27:27.200 --> 00:27:29.480]  And then just so much more.
[00:27:29.480 --> 00:27:34.080]  I meant to get to the shish that covered it some, but I've got to spend some time on this.
[00:27:34.080 --> 00:27:35.080]  Documents are out.
[00:27:35.080 --> 00:27:36.080]  It's confirmed.
[00:27:36.080 --> 00:27:41.400]  Pigs and cows are being given the MRNA shots since 2018.
[00:27:41.400 --> 00:27:45.760]  Oh, before the whole covid hysteria.
[00:27:45.760 --> 00:27:48.800]  That's what Bill Gates is mini me.
[00:27:48.800 --> 00:27:55.040]  Now, she said in 2018 on C-SPAN in that hearing, we played so many times or that roundtable
[00:27:55.040 --> 00:27:59.320]  discussion with a bunch of the federal regulators of the agencies up there.
[00:27:59.320 --> 00:28:04.360]  They said we need to have a virus out of China to blow up the system and just have MRNA come
[00:28:04.360 --> 00:28:08.520]  in where there's no more research or studies.
[00:28:08.520 --> 00:28:10.160]  We just test on the public.
[00:28:10.160 --> 00:28:11.720]  And what did Netanyahu say three months ago?
[00:28:11.720 --> 00:28:12.720]  I can play the clip again.
[00:28:12.720 --> 00:28:15.160]  He said, Israel's one giant guinea pig.
[00:28:15.160 --> 00:28:17.120]  We're so proud of the Israeli people.
[00:28:17.120 --> 00:28:20.480]  Now drug companies from around the world can come here and we're going to mandate shots
[00:28:20.480 --> 00:28:25.320]  and with our medical ID, track them and see if it works or what it does to them or what
[00:28:25.320 --> 00:28:26.640]  the side effects are.
[00:28:26.640 --> 00:28:32.000]  See, they've moved from denying all this to just publicly gaslighting you and saying you'll
[00:28:32.000 --> 00:28:33.960]  own nothing and like it.
[00:28:33.960 --> 00:28:34.960]  You'll eat bugs.
[00:28:34.960 --> 00:28:35.960]  You'll drink sewage water.
[00:28:35.960 --> 00:28:37.960]  Well, of course, we're going to give you experimental shots.
[00:28:37.960 --> 00:28:41.840]  Well, of course, we're Satan worshipers.
[00:28:41.840 --> 00:28:45.680]  I mean, if Hitler was giving Jews four shots, it'd be big, right?
[00:28:45.680 --> 00:28:47.040]  But it's Benjamin Netanyahu.
[00:28:47.040 --> 00:28:48.640]  So it's liberal.
[00:28:48.640 --> 00:28:49.640]  Wow.
[00:28:49.800 --> 00:28:50.800]  That is sick.
[00:28:50.800 --> 00:28:51.800]  We'll be right back.
[00:28:51.800 --> 00:28:52.800]  Stay with us.
[00:28:59.800 --> 00:29:04.640]  They decided to not perp walking, not put him in handcuffs, not do a mugshot because
[00:29:04.640 --> 00:29:06.120]  they knew that that would help Trump.
[00:29:06.120 --> 00:29:08.440]  Didn't they know this would backfire?
[00:29:08.440 --> 00:29:09.940]  We were waiting for the mugshot.
[00:29:09.940 --> 00:29:11.160]  We learned today they wouldn't have it.
[00:29:11.160 --> 00:29:12.360]  So we've made our own.
[00:29:12.360 --> 00:29:17.480]  And it says political prisoner with an image of President Trump.
[00:29:17.480 --> 00:29:19.960]  The shirt is being printed now in Texas.
[00:29:19.960 --> 00:29:22.520]  It'll be shipping out to you in one week.
[00:29:22.520 --> 00:29:28.720]  Political prisoner with Trump on the front there in a mugshot jail background.
[00:29:28.720 --> 00:29:29.720]  It's a fundraiser shirt.
[00:29:29.720 --> 00:29:33.840]  It says Infowars.com on the back of the shirt.
[00:29:33.840 --> 00:29:35.160]  We also have Alex Jones for president.
[00:29:35.160 --> 00:29:36.520]  No, I'm not running for president.
[00:29:36.520 --> 00:29:39.080]  It's a really nice navy blue, high quality shirt.
[00:29:39.080 --> 00:29:40.080]  Red, white and blue.
[00:29:40.080 --> 00:29:41.080]  Alex Jones for president.
[00:29:41.080 --> 00:29:42.080]  24.
[00:29:42.080 --> 00:29:44.320]  It's a fun conversational piece and a limited edition shirt.
[00:29:44.320 --> 00:29:46.120]  Great way to fund the operation.
[00:29:46.120 --> 00:29:54.160]  So get your Alex Jones for president and Trump mugshot shirts at Infowarsstore.com
[00:29:54.160 --> 00:29:58.680]  or by calling toll free triple eight two five three three one three nine.
[00:29:58.680 --> 00:30:03.800]  I talk a lot about the great successes Infowars has had.
[00:30:03.800 --> 00:30:09.000]  I don't think anybody can deny it and it is because of listeners and viewers supporting
[00:30:09.000 --> 00:30:10.000]  us.
[00:30:10.000 --> 00:30:13.520]  When we talk about the crew at Infowars, people behind the scenes, the researchers,
[00:30:13.520 --> 00:30:20.160]  the writers, they really have been the MVPs in this fight and we look at Harrison Smith
[00:30:20.160 --> 00:30:25.960]  and Owen Schroer and the hard work they engage in every day, five, six, seven days a week.
[00:30:25.960 --> 00:30:26.960]  It's really just incredible.
[00:30:26.960 --> 00:30:32.160]  So for myself, the whole Infowars crew, I thank you for your past support and I want to encourage
[00:30:32.160 --> 00:30:36.720]  you now to realize that Infowars cannot stay on air if you do not support us.
[00:30:36.720 --> 00:30:39.840]  I know you spread the word, I know you pray for us and that's wonderful.
[00:30:39.840 --> 00:30:40.840]  Keep doing it.
[00:30:41.280 --> 00:30:46.080]  Most viewers and listeners never go to Infowarsstore.com and you never buy great products that enrich
[00:30:46.080 --> 00:30:48.840]  and empower your life all at the same time keeping us on air.
[00:30:48.840 --> 00:30:53.560]  I know that less than 1% of our listeners actually go buy products at Infowarsstore.com.
[00:30:53.560 --> 00:30:57.680]  If just 1% more of you took action and went to Infowarsstore.com, our funding problems
[00:30:57.680 --> 00:30:58.680]  will be over.
[00:30:58.680 --> 00:30:59.680]  Please take action now.
[00:30:59.680 --> 00:31:06.720]  Hydrofluorosilicic acid is the third most deadly acid on earth and they've got our children
[00:31:06.720 --> 00:31:07.960]  drinking that.
[00:31:07.960 --> 00:31:13.720]  This is a psychotic death cult, period, case closed, out to get you and your family.
[00:31:13.720 --> 00:31:18.720]  We sell the Alexa Pure Breeze made by the MyPatriotSupply Ready Hour group.
[00:31:18.720 --> 00:31:22.000]  It's been around about 15 years, became the biggest company in the last six.
[00:31:22.000 --> 00:31:26.360]  They went out, hired engineers, reverse engineered the fancy best water filter system out there
[00:31:26.360 --> 00:31:31.560]  that sells for twice the price and they made it as good in all the studies.
[00:31:31.560 --> 00:31:35.240]  It reduces things to non-detectable levels, thousands of chemicals, but you can go pay
[00:31:35.240 --> 00:31:36.240]  two or three times.
[00:31:36.240 --> 00:31:39.080]  There's four or five other filters out there that are just as good.
[00:31:39.080 --> 00:31:43.360]  We sell the very best, highest grade water filtration system for half the price of the
[00:31:43.360 --> 00:31:44.360]  leading competitor.
[00:31:44.360 --> 00:31:49.720]  And the media says we're bad and a cult for telling you you should filter your water.
[00:31:49.720 --> 00:31:51.480]  You should also filter your shower water.
[00:31:51.480 --> 00:31:54.520]  That's another way you absorb this crap, but I'm done talking about that.
