[00:00.000 --> 00:10.000]  Defending the Republic from enemies, foreign and domestic, it's Alex Jones.
[01:41:33.000 --> 01:41:35.000]  We quote Star Wars everywhere around here.
[01:41:35.000 --> 01:41:37.120]  Nothing memorable in that movie was just,
[01:41:37.120 --> 01:41:38.440]  there was nothing memorable in there.
[01:41:38.440 --> 01:41:40.320]  Two We Were Home is like the...
[01:41:40.320 --> 01:41:42.200]  But see, that's what the Globals do.
[01:41:42.200 --> 01:41:43.440]  They kill culture.
[01:41:43.440 --> 01:41:44.280]  They took it.
[01:41:44.280 --> 01:41:45.720]  They want to get rid of humans.
[01:41:45.720 --> 01:41:46.960]  The Globals say we're trash.
[01:41:46.960 --> 01:41:48.400]  So everything has to be ugly.
[01:41:48.400 --> 01:41:51.280]  They admit in literature and art, that's their plan.
[01:41:51.280 --> 01:41:53.320]  And because it's now written by a corporate board,
[01:41:53.320 --> 01:41:54.720]  you're going to get corporate messages.
[01:41:54.720 --> 01:41:55.560]  Yeah.
[01:41:55.560 --> 01:41:56.640]  Because the corporation is taking over.
[01:41:56.640 --> 01:41:58.680]  George Lucas wasn't really a corporation.
[01:41:58.680 --> 01:42:01.920]  He was a successful entrepreneur who took his idea.
[01:42:01.920 --> 01:42:05.120]  That's very interesting because this whole movie
[01:42:05.120 --> 01:42:07.680]  was basically a remake of the first Star Wars.
[01:42:07.680 --> 01:42:10.040]  I mean, you had the, the female lead character
[01:42:10.040 --> 01:42:12.400]  was just like Luke, the black guy was like Leia.
[01:42:12.400 --> 01:42:14.680]  You had Han Solo was like Obi-Wan Kenobi.
[01:42:14.680 --> 01:42:16.720]  You had the Death Star literally, the Planet Destroyer.
[01:42:16.720 --> 01:42:17.680]  It was just a point, yeah.
[01:42:17.680 --> 01:42:19.280]  So it's like, this is George Lucas
[01:42:19.280 --> 01:42:21.000]  was an individual making movie.
[01:42:21.000 --> 01:42:23.320]  This movie was the same movie we made by corporation.
[01:42:23.320 --> 01:42:24.240]  By corporation, yeah.
[01:42:24.240 --> 01:42:25.440]  That's why it was so bad.
[01:42:25.440 --> 01:42:29.000]  This is like individualism versus collectivism.
[01:42:29.000 --> 01:42:30.080]  You ought to write that article.
[01:42:30.080 --> 01:42:30.920]  That's actually true.
[01:42:30.920 --> 01:42:32.120]  Yes, exactly.
[01:42:32.120 --> 01:42:34.120]  Episode four was individualism.
[01:42:34.120 --> 01:42:35.120]  It's classic.
[01:42:35.120 --> 01:42:36.360]  It's great.
[01:42:36.360 --> 01:42:38.920]  And then now this is literally corporate goo.
[01:42:38.920 --> 01:42:41.880]  They just eat all the ideas and then crap them out
[01:42:41.880 --> 01:42:43.800]  and then tell us how great it is.
[01:42:43.800 --> 01:42:46.440]  I mean, it's just the actors, it looks like a,
[01:42:46.440 --> 01:42:48.800]  like a made for TV movie or something.
[01:42:48.800 --> 01:42:49.640]  It's so cruddy.
[01:42:49.640 --> 01:42:50.480]  This is fantastic.
[01:42:50.480 --> 01:42:51.320]  Gentlemen stay there.
[01:42:51.320 --> 01:42:52.160]  We're going to rush through calls.
[01:42:52.160 --> 01:42:53.000]  We come back.
[01:42:53.000 --> 01:42:56.320]  John Christopher, Charles Daniels.
[01:42:56.320 --> 01:42:57.160]  Stay with us.
[01:42:57.160 --> 01:42:58.000]  We got a kid Daniels.
[01:42:58.000 --> 01:43:00.440]  When cells become toxic, they die early and aging sets in.
[01:43:00.440 --> 01:43:02.520]  No one has put together a formula
[01:43:02.520 --> 01:43:05.720]  that focuses directly on brain health, nerve growth factors
[01:43:05.720 --> 01:43:08.760]  and optimizing your cellular energy at the same time.
[01:43:08.760 --> 01:43:11.920]  Just one of the key compounds, BioPQQ,
[01:43:11.920 --> 01:43:14.200]  is backed by major clinical studies.
[01:43:14.200 --> 01:43:15.400]  You want the best that's out there
[01:43:15.400 --> 01:43:16.680]  at the lowest price anywhere?
[01:43:16.680 --> 01:43:18.760]  We now have the synergistic solution.
[01:43:18.760 --> 01:43:22.200]  Secure your DNA force today at infowarslife.com
[01:43:22.200 --> 01:43:25.640]  to call toll-free 888-253-3139.
[01:43:26.920 --> 01:43:29.520]  Used since before the days of the Roman Empire
[01:43:29.520 --> 01:43:31.360]  to support the body's natural systems,
[01:43:31.360 --> 01:43:34.000]  introducing the new infowarslife.com.
[01:43:34.000 --> 01:43:35.560]  Oil of oregano formulation.
[01:43:35.560 --> 01:43:37.680]  We have now procured the most high quality
[01:43:37.680 --> 01:43:40.440]  and potent forms of oregano oil on the market,
[01:43:40.440 --> 01:43:43.000]  extracted directly from the wild herb
[01:43:43.000 --> 01:43:45.200]  and sealed in easy to use capsules.
[01:43:45.200 --> 01:43:47.200]  You will no longer need to endure the burning
[01:43:47.200 --> 01:43:48.640]  of liquid oregano on the tongue.
[01:43:48.640 --> 01:43:50.680]  Now available in our limited first run
[01:43:50.680 --> 01:43:53.480]  at infowarslife.com, that's infowarslife.com
[01:43:53.480 --> 01:43:56.600]  or call 888-253-3139.
[01:43:56.600 --> 01:43:59.360]  Over the years, there've been a lot of powerful advancements
[01:43:59.360 --> 01:44:01.680]  in the field of science and nutraceuticals.
[01:44:01.680 --> 01:44:04.800]  Young Jevity integrates years of scientific research
[01:44:04.800 --> 01:44:06.800]  into creating fantastic products
[01:44:06.800 --> 01:44:08.560]  like Beyond Tangy Tangerine,
[01:44:08.560 --> 01:44:10.560]  plant derived minerals and much more.
[01:44:10.560 --> 01:44:13.080]  Young Jevity also offers you an ingenious way
[01:44:13.080 --> 01:44:14.480]  to augment your income.
[01:44:14.480 --> 01:44:16.480]  And the best part, you'll be helping your friends
[01:44:16.480 --> 01:44:18.160]  and family along the way.
[01:44:18.160 --> 01:44:21.560]  Visit infowarsteam.com today, become a member.
[01:44:21.560 --> 01:44:23.520]  It discounts on the amazing products
[01:44:23.520 --> 01:44:25.840]  and free shipping when you sign up for auto-ship
[01:44:25.840 --> 01:44:27.400]  and you're able to promote the products
[01:44:27.400 --> 01:44:29.520]  to friends and family and neighbors in your community
[01:44:29.520 --> 01:44:32.520]  and make money while helping people at the same time.
[01:44:32.520 --> 01:44:33.520]  Another win-win.
[01:44:33.520 --> 01:44:35.600]  That's why I'm a member of the Young Jevity team
[01:44:35.600 --> 01:44:38.440]  at infowarsteam.com and you can be too.
[01:44:38.440 --> 01:44:41.960]  It's simple, just go to infowarsteam.com today,
[01:44:41.960 --> 01:44:44.080]  complete a short sign up and you're part of the team.
[01:44:44.080 --> 01:44:47.280]  That's infowarsteam.com or infowarshealth.com.
[01:44:47.280 --> 01:44:49.040]  So many people call into my radio show
[01:44:49.040 --> 01:44:51.160]  and tell me how Young Jevity and the products
[01:44:51.160 --> 01:44:53.600]  at infowarsteam.com have changed their lives.
[01:44:53.600 --> 01:44:55.240]  Check it out for yourself today.
[01:44:57.600 --> 01:45:01.280]  Soon Christmas would have come and gone and with it, 2015.
[01:45:01.280 --> 01:45:04.320]  Now is the time to give the gift of amazing health
[01:45:04.320 --> 01:45:06.200]  this Christmas and New Year season.
[01:45:06.200 --> 01:45:08.840]  Many of you have experienced or you've heard about
[01:45:08.840 --> 01:45:11.800]  the amazing benefits from the exclusive formulations
[01:45:11.800 --> 01:45:14.080]  available at infowarslife.com.
[01:45:14.080 --> 01:45:16.840]  Now is your chance to share them with those you love
[01:45:16.840 --> 01:45:18.640]  and take advantage of free shipping
[01:45:18.640 --> 01:45:20.480]  and unprecedented specials.
[01:45:20.480 --> 01:45:23.120]  You will find the InfoWars Life Essentials Pack
[01:45:23.120 --> 01:45:26.480]  with X2 Super Mail and Silver Bullet Colloidal Silver
[01:45:26.480 --> 01:45:29.560]  for 33% off on top of free shipping.
[01:45:29.560 --> 01:45:32.320]  You'll also find other specials like the Deep Cleanse Pack
[01:45:32.320 --> 01:45:35.080]  with Deep Cleanse Oxy-Potter and Living Defense
[01:45:35.080 --> 01:45:37.680]  for 28% off and again free shipping.
[01:45:37.680 --> 01:45:40.000]  Visit infowarslife.com today.
[01:45:40.000 --> 01:45:41.800]  Read the five star reviews.
[01:45:41.800 --> 01:45:43.600]  See the informational videos.
[01:45:43.600 --> 01:45:46.520]  Add your friends and family members addresses on checkout
[01:45:46.520 --> 01:45:49.080]  and we'll ship their gifts free directly to them.
[01:45:49.080 --> 01:45:50.760]  We're talking about game changing gifts
[01:45:50.760 --> 01:45:52.480]  and they're all available with free shipping
[01:45:52.480 --> 01:45:54.960]  and massive discounts this Christmas season.
[01:45:54.960 --> 01:45:57.560]  InfoWarsLife.com.
[01:45:57.560 --> 01:46:01.280]  InfoWarsLife and InfoWarsLife.com is extremely excited
[01:46:01.280 --> 01:46:04.280]  to announce our latest release, Winner's Sun,
[01:46:04.280 --> 01:46:07.080]  a revolutionary type of vitamin D3.
[01:46:07.080 --> 01:46:10.680]  Winner's Sun is a premium quality vitamin D3
[01:46:10.680 --> 01:46:11.760]  nutritional supplement.
[01:46:11.760 --> 01:46:13.480]  It is produced by extracting oil
[01:46:13.480 --> 01:46:16.480]  from healthy nutrient dense plants known as lycans.
[01:46:16.480 --> 01:46:19.560]  Every batch is analyzed for purity and D3 content.
[01:46:19.560 --> 01:46:21.960]  It's completely free of toxins and allergens.
[01:46:21.960 --> 01:46:23.680]  Simply put, if you want the best
[01:46:23.680 --> 01:46:25.560]  at an extremely low price, this is it.
[01:46:25.560 --> 01:46:27.920]  Winner's Sun is the result of our pursuit
[01:46:27.920 --> 01:46:29.920]  of the best source of vitamin D3.
[01:46:29.920 --> 01:46:32.280]  The research and development took over two years,
[01:46:32.280 --> 01:46:35.160]  but the result as verified by independent laboratories
[01:46:35.160 --> 01:46:38.400]  is the best vegan vitamin D3 product in the world.
[01:46:38.400 --> 01:46:41.000]  Read the facts at infowarslife.com
[01:46:41.000 --> 01:46:43.520]  about Winner's Sun vitamin D3.
[01:46:43.520 --> 01:46:46.480]  Not only does vitamin D3 promote a healthy mood,
[01:46:46.480 --> 01:46:49.360]  but vitamin D supports our memory and brain function.
[01:46:49.360 --> 01:46:51.560]  Something the globalists are targeting.
[01:46:51.560 --> 01:46:56.560]  Visit infowars.com today or call 888-253-3139.
[01:47:01.600 --> 01:47:04.680]  You're listening to the Alex Jones show.
[01:47:04.680 --> 01:47:07.080]  All right, I gotta go to these callers.
[01:47:07.080 --> 01:47:09.960]  It really is rude whenever I give a number
[01:47:09.960 --> 01:47:11.960]  and I'm gonna go to the calls.
[01:47:11.960 --> 01:47:13.960]  You are listening to the Alex Jones show.
[01:47:13.960 --> 01:47:17.960]  On Corruption, Alex Jones.
[01:47:17.960 --> 01:47:19.960]  I knew a liner was coming, but I just can't help myself.
[01:47:19.960 --> 01:47:20.960]  I want to go to Julio quickly.
[01:47:20.960 --> 01:47:22.960]  I want to go to John Christopher, Charles Daniels,
[01:47:22.960 --> 01:47:23.960]  and others.
[01:47:23.960 --> 01:47:24.960]  We'll have to talk more about this,
[01:47:24.960 --> 01:47:26.960]  but I think we can effectively say
[01:47:26.960 --> 01:47:28.960]  that we have a lot of time to talk about it.
[01:47:28.960 --> 01:47:30.960]  We have a lot of time to talk about it.
[01:47:30.960 --> 01:47:32.960]  We have a lot of time to talk about it.
[01:47:32.960 --> 01:47:34.960]  But I think we can effectively say
[01:47:34.960 --> 01:47:36.960]  Disney has killed Star Wars.
[01:47:36.960 --> 01:47:38.960]  And I just want to say congratulations.
[01:47:38.960 --> 01:47:40.960]  They killed it with a lightsaber.
[01:47:40.960 --> 01:47:42.960]  Just like Han Solo.
[01:47:42.960 --> 01:47:44.960]  Not even with a lightsaber. They can't even use that.
[01:47:44.960 --> 01:47:46.960]  A politically-clorect, multi-colored lightsaber.
[01:47:46.960 --> 01:47:47.960]  Exactly.
[01:47:47.960 --> 01:47:50.960]  I see you've constructed a new lightsaber.
[01:47:50.960 --> 01:47:52.960]  Indeed, you are powerful.
[01:47:52.960 --> 01:47:54.960]  That's the only thing they didn't really have, though,
[01:47:54.960 --> 01:47:56.960]  is nobody got gender reassignment surgery during Star Wars.
[01:47:56.960 --> 01:47:57.960]  That's probably the only plus.
[01:47:57.960 --> 01:48:00.960]  Well, they use lightsabers and have a taxpayer paid for.
[01:48:00.960 --> 01:48:03.960]  The Empire will now give you a sex change.
[01:48:03.960 --> 01:48:05.960]  And I think this movie of Star Wars,
[01:48:05.960 --> 01:48:07.960]  I've never seen so many people get hit with a lightsaber
[01:48:07.960 --> 01:48:08.960]  and not die.
[01:48:08.960 --> 01:48:10.960]  At least three people get hit with a lightsaber and don't die.
[01:48:10.960 --> 01:48:13.960]  And then, of course, Han Solo does get eviscerated.
[01:48:13.960 --> 01:48:16.960]  Well, I mean, since Empire Strikes Back,
[01:48:16.960 --> 01:48:19.960]  Harrison Ford won in Han Solo.
[01:48:19.960 --> 01:48:21.960]  He actually said thank you as he was dying.
[01:48:21.960 --> 01:48:23.960]  He was like, thank you. Thank you for killing me.
[01:48:23.960 --> 01:48:25.960]  I don't have to come back at any more of these movies.
[01:48:25.960 --> 01:48:26.960]  I'm done.
[01:48:26.960 --> 01:48:28.960]  Oh, my gosh. Okay.
[01:48:28.960 --> 01:48:30.960]  This will be a day long remembered.
[01:48:30.960 --> 01:48:32.960]  Let's go ahead and take some phone calls.
[01:48:32.960 --> 01:48:36.960]  Julio in Wyoming, come on down.
[01:48:36.960 --> 01:48:39.960]  Well, Merry Christmas to you all.
[01:48:39.960 --> 01:48:41.960]  You know, I've seen some interesting things
[01:48:41.960 --> 01:48:43.960]  in my young reporting career.
[01:48:43.960 --> 01:48:45.960]  I've seen the TSA at the train station,
[01:48:45.960 --> 01:48:47.960]  but never in a million years did I think I would see
[01:48:47.960 --> 01:48:50.960]  the TSA searching reporters back.
[01:48:50.960 --> 01:48:52.960]  Well, yeah, that's why you open the borders up
[01:48:52.960 --> 01:48:54.960]  to bring in the radical Jihadis.
[01:48:54.960 --> 01:48:55.960]  So you can have a clash of civilizations
[01:48:55.960 --> 01:48:59.960]  and all over the country have TSA now at the movie theaters.
[01:48:59.960 --> 01:49:02.960]  It's just such a big event.
[01:49:02.960 --> 01:49:03.960]  Well, absolutely.
[01:49:03.960 --> 01:49:05.960]  It was for all the reporters' safety.
[01:49:05.960 --> 01:49:08.960]  So it was quite interesting to see Tuesday evening.
[01:49:08.960 --> 01:49:11.960]  And with the rhetoric spewing from, say, a Santorum,
[01:49:11.960 --> 01:49:14.960]  Pataki, Christie, and the rest of those students,
[01:49:14.960 --> 01:49:16.960]  TSA is going to be needed at more events.
[01:49:16.960 --> 01:49:17.960]  That was quite interesting.
[01:49:17.960 --> 01:49:19.960]  But Trump's bad because he says we shouldn't let
[01:49:19.960 --> 01:49:22.960]  Muslims in period until we at least screen them.
[01:49:22.960 --> 01:49:24.960]  And then they just say, oh, he just wants
[01:49:24.960 --> 01:49:26.960]  the Muslims ban period.
[01:49:26.960 --> 01:49:27.960]  I appreciate your call.
[01:49:27.960 --> 01:49:28.960]  We got to move quicker.
[01:49:28.960 --> 01:49:30.960]  Again, it could have been said more tactfully.
[01:49:30.960 --> 01:49:32.960]  But the point is the outrageousness is bringing
[01:49:32.960 --> 01:49:34.960]  people in unscreened and then saying,
[01:49:34.960 --> 01:49:36.960]  we're going to randomly search you on the side
[01:49:36.960 --> 01:49:38.960]  of the highway to make sure you're not ISIS.
[01:49:38.960 --> 01:49:40.960]  Yeah, that's ridiculous.
[01:49:40.960 --> 01:49:41.960]  And that's all done.
[01:49:41.960 --> 01:49:43.960]  I mean, you just got to look at who's funding ISIS,
[01:49:43.960 --> 01:49:44.960]  who started off ISIS.
[01:49:44.960 --> 01:49:46.960]  We're the reason that ISIS is in existence.
[01:49:46.960 --> 01:49:48.960]  No, no, Hillary said it's Donald Trump's fault.
[01:49:48.960 --> 01:49:49.960]  Yeah, exactly.
[01:49:49.960 --> 01:49:52.960]  Even though she literally is like the mommy of it.
[01:49:52.960 --> 01:49:54.960]  She's the architect of it, definitely.
[01:49:54.960 --> 01:49:58.960]  Let's go ahead and talk to Charles Daniels in Georgia.
[01:49:58.960 --> 01:50:00.960]  You're on the air with Kit Daniels.
[01:50:00.960 --> 01:50:01.960]  Go ahead.
[01:50:01.960 --> 01:50:03.960]  Good to be back on your show again.
[01:50:03.960 --> 01:50:06.960]  And we appreciate everything that you've done
[01:50:06.960 --> 01:50:08.960]  for us before in our other films and stuff.
[01:50:08.960 --> 01:50:11.960]  But I was, we're very concerned here in Georgia
[01:50:11.960 --> 01:50:14.960]  about the next 9-11.
[01:50:14.960 --> 01:50:16.960]  You've done reports about it.
[01:50:16.960 --> 01:50:19.960]  Talked about the flood of Muslims coming in.
[01:50:19.960 --> 01:50:22.960]  And I'm not racist against Muslims or anything.
[01:50:22.960 --> 01:50:23.960]  It's just that it concerns me.
[01:50:23.960 --> 01:50:25.960]  It's just that a large portion of Islam says
[01:50:25.960 --> 01:50:27.960]  murder everybody that isn't a Muslim.
[01:50:27.960 --> 01:50:28.960]  So we kind of have a problem with that.
[01:50:28.960 --> 01:50:32.960]  You have a problem having your head chopped off?
[01:50:32.960 --> 01:50:34.960]  Well, it's just that it's disturbing to me
[01:50:34.960 --> 01:50:36.960]  that Christians are getting their heads chopped off
[01:50:36.960 --> 01:50:38.960]  in Middle Eastern countries.
[01:50:38.960 --> 01:50:40.960]  And the only thing that liberals can talk about
[01:50:40.960 --> 01:50:43.960]  is transsexuals.
[01:50:43.960 --> 01:50:46.960]  Well, that is the big story
[01:50:46.960 --> 01:50:48.960]  that almost no Christians are being led in,
[01:50:48.960 --> 01:50:50.960]  although they are the real persecuted group.
[01:50:50.960 --> 01:50:53.960]  And then they're only letting Sunnis in.
[01:50:53.960 --> 01:50:54.960]  They're not even letting Shiites in
[01:50:54.960 --> 01:50:56.960]  that are getting attacked as well.
[01:50:56.960 --> 01:50:58.960]  I mean, this is crazy.
[01:50:58.960 --> 01:51:00.960]  The president knows he's bringing in Jihadis
[01:51:00.960 --> 01:51:02.960]  that will attack, and then they're going to set up
[01:51:02.960 --> 01:51:03.960]  checkpoints at the mall.
[01:51:03.960 --> 01:51:06.960]  Not the border, but at the mall, for us.
[01:51:06.960 --> 01:51:07.960]  Good points for anything else.
[01:51:07.960 --> 01:51:09.960]  What else do you want to say, Charles?
[01:51:09.960 --> 01:51:12.960]  Yes, the Second Amendment is so important, folks.
[01:51:12.960 --> 01:51:14.960]  I'm going to read you one quick quote
[01:51:14.960 --> 01:51:16.960]  and let Mr. Alex Jones know,
[01:51:16.960 --> 01:51:18.960]  he's a busy man.
[01:51:18.960 --> 01:51:20.960]  But let me read it to tell my Jefferson quote right quick.
[01:51:20.960 --> 01:51:21.960]  He said, quote,
[01:51:21.960 --> 01:51:25.960]  the constitutions of most our states
[01:51:25.960 --> 01:51:29.960]  assert that all power is inherited in the people,
[01:51:29.960 --> 01:51:32.960]  that it is their right and duty to be,
[01:51:32.960 --> 01:51:36.960]  to be at all times armed.
[01:51:36.960 --> 01:51:37.960]  That's what he said.
[01:51:37.960 --> 01:51:40.960]  He was talking to John Cartwright in 1824
[01:51:40.960 --> 01:51:43.960]  when he wrote this letter.
[01:51:43.960 --> 01:51:45.960]  Absolutely, because in a free society,
[01:51:45.960 --> 01:51:46.960]  the people are armed.
[01:51:46.960 --> 01:51:48.960]  In an unfree society, they're always disarmed.
[01:51:48.960 --> 01:51:49.960]  God bless you, Kit Daniels.
[01:51:49.960 --> 01:51:51.960]  Yeah, I wanted to add that the Bill of Rights
[01:51:51.960 --> 01:51:53.960]  when they were all written, like James Monroe,
[01:51:53.960 --> 01:51:55.960]  he wrote them because he knew that
[01:51:55.960 --> 01:51:57.960]  they weren't going to argue with them.
[01:51:57.960 --> 01:52:01.960]  These are the 10 rights we all universally agree with.
[01:52:01.960 --> 01:52:02.960]  And it's common sense.
[01:52:02.960 --> 01:52:03.960]  You don't want property rights.
[01:52:03.960 --> 01:52:05.960]  The right to not be searched without a warrant
[01:52:05.960 --> 01:52:06.960]  or the right to defend yourself.
[01:52:06.960 --> 01:52:08.960]  And you've got the Democrats running around
[01:52:08.960 --> 01:52:10.960]  saying, turn your guns into your racist
[01:52:10.960 --> 01:52:12.960]  when it's the Klan that got the first anti-gun laws
[01:52:12.960 --> 01:52:13.960]  passed in the South.
[01:52:13.960 --> 01:52:14.960]  Just a fact.
[01:52:14.960 --> 01:52:16.960]  Every one of the cities is democratically controlled.
[01:52:16.960 --> 01:52:18.960]  You see higher gun deaths because
[01:52:18.960 --> 01:52:20.960]  people aren't allowed to carry guns.
[01:52:20.960 --> 01:52:21.960]  Well said.
[01:52:21.960 --> 01:52:22.960]  Well said.
[01:52:22.960 --> 01:52:24.960]  Is John Christopher there from Missouri?
[01:52:24.960 --> 01:52:25.960]  He says he's a teenager.
[01:52:25.960 --> 01:52:26.960]  He has his own radio show.
[01:52:26.960 --> 01:52:27.960]  Go ahead.
[01:52:27.960 --> 01:52:28.960]  You're on the air.
[01:52:28.960 --> 01:52:29.960]  Hey, Alex.
[01:52:29.960 --> 01:52:30.960]  How you doing today?
[01:52:30.960 --> 01:52:31.960]  Good, brother.
[01:52:31.960 --> 01:52:32.960]  Very good.
[01:52:32.960 --> 01:52:34.960]  I just want to say thank you to all of you guys
[01:52:34.960 --> 01:52:35.960]  over at InfoWars.
[01:52:35.960 --> 01:52:36.960]  I'm 18 years old.
[01:52:36.960 --> 01:52:37.960]  I'm a senior in high school.
[01:52:37.960 --> 01:52:38.960]  I have my own radio show.
[01:52:38.960 --> 01:52:39.960]  I do a lot of what you do.
[01:52:39.960 --> 01:52:41.960]  And I just can imagine it's very hard
[01:52:41.960 --> 01:52:43.960]  to get kids to want to listen.
[01:52:43.960 --> 01:52:45.960]  So I didn't know if you could give me any advice.
[01:52:45.960 --> 01:52:47.960]  I'm planning on actually applying for InfoWars
[01:52:47.960 --> 01:52:49.960]  once I graduate this year.
[01:52:49.960 --> 01:52:50.960]  Sure.
[01:52:50.960 --> 01:52:52.960]  And I'll tell you, are you doing a podcast?
[01:52:52.960 --> 01:52:54.960]  Are you doing one on terrestrial radio?
[01:52:54.960 --> 01:52:55.960]  What are you doing?
[01:52:55.960 --> 01:52:57.960]  It's a live internet broadcast.
[01:52:57.960 --> 01:52:58.960]  Yeah.
[01:52:58.960 --> 01:53:00.960]  I wouldn't try to get young people to listen.
[01:53:00.960 --> 01:53:02.960]  Once you just cover something, then they will listen.
[01:53:02.960 --> 01:53:05.960]  We have a very wide audience, and I appreciate your call.
[01:53:05.960 --> 01:53:09.960]  I would basically, you have to target message boards,
[01:53:09.960 --> 01:53:11.960]  big sites, write articles that are
[01:53:11.960 --> 01:53:13.960]  in the industry of young people to then pull them
[01:53:13.960 --> 01:53:14.960]  to your radio show.
[01:53:14.960 --> 01:53:15.960]  Everything's multi-medium.
[01:53:15.960 --> 01:53:17.960]  You've got to find out what children
[01:53:17.960 --> 01:53:19.960]  or teenagers are interested in right now.
[01:53:19.960 --> 01:53:21.960]  I mean, what I do typically for InfoWars.
[01:53:21.960 --> 01:53:23.960]  Take a story and hook it into Liberty.
[01:53:23.960 --> 01:53:24.960]  Yeah.
[01:53:24.960 --> 01:53:26.960]  I was reviewing a Star Wars, not because
[01:53:26.960 --> 01:53:28.960]  I'm a huge Star Wars fan, but because I could
[01:53:28.960 --> 01:53:30.960]  tie it into what's going on politically
[01:53:30.960 --> 01:53:31.960]  in the United States today.
[01:53:31.960 --> 01:53:32.960]  We hijack it.
[01:53:32.960 --> 01:53:33.960]  Yeah, hijack memes.
[01:53:33.960 --> 01:53:34.960]  That's the biggest thing.
[01:53:34.960 --> 01:53:35.960]  You see something that comes out immediately,
[01:53:35.960 --> 01:53:37.960]  figure out a way to jump on it,
[01:53:37.960 --> 01:53:39.960]  but put your spin on it that is going to change the future.
[01:53:39.960 --> 01:53:42.960]  Or create your own trends and memes as well.
[01:53:42.960 --> 01:53:44.960]  Let me cover this story, because we're talking about
[01:53:44.960 --> 01:53:45.960]  Star Wars.
[01:53:45.960 --> 01:53:48.960]  I got Mad Thursday and Friday talking about it.
[01:53:48.960 --> 01:53:50.960]  Everybody gets so excited and so serious.
[01:53:50.960 --> 01:53:51.960]  It's like, okay, it's entertainment.
[01:53:51.960 --> 01:53:52.960]  Great.
[01:53:52.960 --> 01:53:53.960]  Fine.
[01:53:53.960 --> 01:53:55.960]  Get excited, but folks, we're living on a planet
[01:53:55.960 --> 01:53:57.960]  with real geoengineering going on.
[01:53:57.960 --> 01:53:58.960]  They're messing with our food and our water,
[01:53:58.960 --> 01:54:00.960]  admitting they're changing us biologically.
[01:54:00.960 --> 01:54:02.960]  We're in a real movie, okay?
[01:54:02.960 --> 01:54:04.960]  And look at this article out of the Smithsonian.
[01:54:04.960 --> 01:54:06.960]  The federal government put this out.
[01:54:06.960 --> 01:54:09.960]  They explained contrails may be creating accidental geoengineering.
[01:54:09.960 --> 01:54:11.960]  The exhaust is darkening the earth.
[01:54:11.960 --> 01:54:12.960]  Well, they're not.
[01:54:12.960 --> 01:54:13.960]  It's happening.
[01:54:13.960 --> 01:54:16.960]  And we never said the ice crystals were new.
[01:54:16.960 --> 01:54:18.960]  We said they're adding stuff to the jet fuel.
[01:54:18.960 --> 01:54:19.960]  We have the documents, the patents,
[01:54:19.960 --> 01:54:22.960]  that they are manipulating the earth's atmosphere.
[01:54:22.960 --> 01:54:25.960]  So the public should be told about the secret program
[01:54:25.960 --> 01:54:29.960]  that is causing the soil to die and the trees to die.
[01:54:29.960 --> 01:54:31.960]  Oh, Alex, they're just testing still.
[01:54:31.960 --> 01:54:32.960]  This is just a testing phase.
[01:54:32.960 --> 01:54:33.960]  This is not a real problem.
[01:54:33.960 --> 01:54:35.960]  What about Obi-Wan Kenobi?
[01:54:35.960 --> 01:54:37.960]  What about Jar Jar Binks?
[01:54:37.960 --> 01:54:38.960]  That's what's important.
[01:54:38.960 --> 01:54:40.960]  It's funny, first they call you conspiracy theorists
[01:54:40.960 --> 01:54:41.960]  and then second they say,
[01:54:41.960 --> 01:54:42.960]  oh, we're really doing it.
[01:54:42.960 --> 01:54:43.960]  It's just accidental.
[01:54:43.960 --> 01:54:44.960]  But I mean, they quietly...
[01:54:44.960 --> 01:54:46.960]  But before that, we're just testing.
[01:54:46.960 --> 01:54:48.960]  We're just going to do little tests here and there
[01:54:48.960 --> 01:54:49.960]  to see how you look at the...
[01:54:49.960 --> 01:54:51.960]  I mean, I've talked personally to the farmers and ranchers.
[01:54:51.960 --> 01:54:53.960]  They're saying, yeah, we're testing for aluminum of soil.
[01:54:53.960 --> 01:54:54.960]  It's there.
[01:54:54.960 --> 01:54:58.960]  Hey, guys, Google, like an image is just contrails from space.
[01:54:58.960 --> 01:55:00.960]  Just so half the country, you can't see it.
[01:55:00.960 --> 01:55:02.960]  The earth's 37% darker.
[01:55:02.960 --> 01:55:04.960]  The trees and plants aren't growing as fast.
[01:55:04.960 --> 01:55:05.960]  There's some secret program.
[01:55:05.960 --> 01:55:07.960]  And then we talked to scientists.
[01:55:07.960 --> 01:55:10.960]  This would warm the planet, not cool it.
[01:55:10.960 --> 01:55:11.960]  Because in the documents that come out,
[01:55:11.960 --> 01:55:13.960]  they say it's just to protect the earth.
[01:55:13.960 --> 01:55:14.960]  Oh, yeah.
[01:55:14.960 --> 01:55:15.960]  They got a false flag of...
[01:55:15.960 --> 01:55:16.960]  I mean, something's going on here.
[01:55:16.960 --> 01:55:18.960]  They want a Nobel Prize for it in 92.
[01:55:18.960 --> 01:55:20.960]  I mean, we know they're lying about global warming.
[01:55:20.960 --> 01:55:21.960]  So what can they do?
[01:55:21.960 --> 01:55:22.960]  They can create their own global warming with kids.
[01:55:22.960 --> 01:55:23.960]  Look at that.
[01:55:23.960 --> 01:55:26.960]  That's out of the space station.
[01:55:26.960 --> 01:55:27.960]  Totally normal.
