[00:00:13.618 --> 00:00:16.899]  Texas, broadcasting worldwide.
[01:34:37.775 --> 01:34:41.257]  It's so over the top that I get why people just can't believe it.
[01:34:41.257 --> 01:34:43.838]  This ESG is a social credit score.
[01:34:43.838 --> 01:34:46.220]  If you don't play ball, they're not going to bail you out.
[01:34:46.220 --> 01:34:51.343]  So of course, they want to push this electric so they could turn your bike off whenever they want.
[01:34:51.343 --> 01:34:59.107]  So if there's another situation where there's a medical reason why everybody needs to stay home, they could just turn everything off.
[01:34:59.107 --> 01:35:00.628]  That's why they want the electric.
[01:35:00.628 --> 01:35:04.811]  Could you imagine living in a world where they just turn your bike off, turn your car off,
[01:35:07.498 --> 01:35:08.439]  And it's happening now.
[01:35:08.439 --> 01:35:10.181]  Electric bikes people rent.
[01:35:10.181 --> 01:35:13.485]  When the rental's over, it just locks the gears up.
[01:35:13.485 --> 01:35:14.767]  Incredibly dangerous.
[01:35:14.767 --> 01:35:15.848]  That is the whole system.
[01:35:15.848 --> 01:35:26.361]  Alright, The Great Awakening, Part 3 of the Pandemic Series, Mickey Willis, Knocked Out of the Park, all basically inspired by the great lady we've got here with us today.
[01:35:27.082 --> 01:35:42.730]  Dr. Judy Mikovits, and of course Mikeovits, and of course your website is TheRealDrJudy.com, TheRealDrJudy.com, and of course Kent Hetkin-Lively is also working with me on my last book and on the latest book, also called The Great Awakening, Defeating the Globalists and Launching the Next Great Renaissance.
[01:35:42.730 --> 01:35:46.533]  But today, it's all about Mickey Willis' film.
[01:35:46.533 --> 01:35:49.274]  Dr. Judy, you got cut off by the break.
[01:35:49.274 --> 01:35:50.735]  You were making some really key points, and listen.
[01:35:51.892 --> 01:35:53.032]  Like Jerry Maguire movie.
[01:35:53.032 --> 01:36:02.674]  Talk to me like I'm in the fifth grade, because you're really smart, you move quick, and I know all this stuff, and I can barely follow it, and then I realize you're saying some really crazy important stuff.
[01:36:02.674 --> 01:36:12.796]  Slow down and explain what you're saying about Dr. Malone and all these people, which they admit this now, being inspired by your research, because they're scientists too, but they weren't in the middle of it.
[01:36:12.796 --> 01:36:16.577]  You've helped decompartmentalize people and helped them have epiphanies, basically.
[01:36:17.108 --> 01:36:23.391]  Well, exactly, and that's because, in fact, Kent Heckin-Lively said nobody would understand it.
[01:36:23.391 --> 01:36:30.955]  He's a sixth grade science teacher, so he was able to show the perspective of how doctors and students are supposed to be taught.
[01:36:33.656 --> 01:36:41.298]  For at least the last decade, medical students, college students, they haven't been taught biology.
[01:36:41.298 --> 01:36:49.181]  They haven't been taught the biology according to God, according to nature, the base pairs that make up your DNA, A, C, T, and G.
[01:36:49.901 --> 01:36:52.463]  Now, A and G are purines.
[01:36:52.463 --> 01:36:54.084]  Caffeine is a purine.
[01:36:54.084 --> 01:36:56.526]  Oh, that's something, a chemical in nature.
[01:36:56.526 --> 01:36:59.408]  Well, they increase heart rates and things like that.
[01:36:59.408 --> 01:37:04.191]  Well, ivermectin is a purinergic modulator.
[01:37:04.191 --> 01:37:12.737]  Oh, that means it's in nature an antiparasitic because of how it changes the sensors to poison
[01:37:13.297 --> 01:37:14.018]  On the cell.
[01:37:14.018 --> 01:37:21.402]  And cancer is a parasite of your own body, and so that's why all the science now shows, like you said years ago on the show, it literally blocks cancer.
[01:37:21.402 --> 01:37:26.726]  Yeah, because oxygen kills cancer because it turns on the immune system.
[01:37:26.726 --> 01:37:35.031]  And the viruses of your own God-given viruses say that's the type of poison, that's the parasite that has me turning on.
[01:37:35.031 --> 01:37:36.472]  That's what's robbing oxygen.
[01:37:36.472 --> 01:37:39.334]  ATP, energy, goes outside the cell.
[01:37:39.814 --> 01:37:55.120]  And our book on the case against masks was banned by Amazon because we dared to say that what's going to happen when you're wearing a mask is you're going to get less oxygen and you're going to get more carbon dioxide.
[01:37:55.120 --> 01:38:00.322]  And you're going to cause cancer and it's called hypoxia inducible factor 1 alpha.
[01:38:00.322 --> 01:38:01.423]  So when I say that...
[01:38:01.963 --> 01:38:03.945]  Robert Malone says, of course.
[01:38:03.945 --> 01:38:12.290]  And then when you start talking about microRNAs and long-chain non-coding RNAs, our own God-given immune defenses that turn on antimicrobials.
[01:38:12.290 --> 01:38:12.811]  Just explain.
[01:38:12.811 --> 01:38:16.573]  The entire protocol they gave us was designed to grow cancer and turn off immune systems.
[01:38:16.573 --> 01:38:17.074]  Correct.
[01:38:17.074 --> 01:38:19.996]  But God gave us the knowledge and that was my research.
[01:38:20.496 --> 01:38:22.396]  About to turn back on.
[01:38:22.396 --> 01:38:28.258]  And what is happening now that doctors are seeing all over the country and all over the world?
[01:38:28.258 --> 01:38:30.298]  They're seeing turbo cancers.
[01:38:30.298 --> 01:38:36.159]  They're seeing these people whose cancer... That's the main pathologist society in Germany.
[01:38:36.159 --> 01:38:37.760]  First, a year and a half ago, said we're seeing an increase.
[01:38:37.760 --> 01:38:43.781]  They published a new paper, I'm sure you saw it, saying there's no doubt these shots make cancer come back in cancer patients.
[01:38:43.781 --> 01:38:44.061]  Okay.
[01:38:44.061 --> 01:38:44.341]  Yeah.
[01:38:44.341 --> 01:38:46.361]  Can I just say, turbo.
[01:38:46.361 --> 01:38:48.562]  Blow on a fire, what does it do?
[01:38:48.562 --> 01:38:49.342]  It goes turbo.
[01:38:49.642 --> 01:38:50.143]  Turbo.
[01:38:50.143 --> 01:38:50.663]  That's turbo.
[01:38:50.663 --> 01:38:52.465]  You took a mask away from him.
[01:38:52.465 --> 01:38:52.866]  Yeah.
[01:38:52.866 --> 01:38:54.668]  You starved oxygen.
[01:38:54.668 --> 01:38:56.230]  You know, you starved oxygen.
[01:38:56.230 --> 01:39:01.536]  Hold on, so when she uses terms, or Kent does, they're not just using terms.
[01:39:01.536 --> 01:39:08.324]  That's turbo is when they inject oxygen into the gasoline to make it explode higher and better, okay?
[01:39:08.324 --> 01:39:09.965]  You got turbo and you got superchargers.
[01:39:09.965 --> 01:39:10.406]  Turbochargers.
[01:39:10.926 --> 01:39:13.127]  So this is literally turbocharging cancer.
[01:39:13.127 --> 01:39:14.248]  Start over and explain how it works.
[01:39:14.248 --> 01:39:17.329]  So doctors use that term because you rob oxygen.
[01:39:17.329 --> 01:39:22.151]  So the mask wasn't just inconvenient, it turned on viruses.
[01:39:22.151 --> 01:39:26.173]  Because you were trying to send immune cells to the fire.
[01:39:26.173 --> 01:39:30.515]  You were being hypoxia, is lack of oxygen.
[01:39:30.515 --> 01:39:35.737]  There are God-given factors that when hypoxia goes on, you get cancer.
[01:39:35.737 --> 01:39:37.858]  So this is the opposite of turbo, it's blocking the oxygen.
[01:39:38.018 --> 01:39:38.638]  Correct.
[01:39:38.638 --> 01:39:39.699]  And it's a cancer.
[01:39:39.699 --> 01:39:40.940]  It's a drug target.
[01:39:40.940 --> 01:39:42.401]  And we know those drug targets.
[01:39:42.401 --> 01:39:43.401]  That's what we did.
[01:39:43.401 --> 01:39:45.042]  That's what Robert Malone did.
[01:39:45.042 --> 01:39:53.507]  Oh, and then we patent a drug because you can't patent God and just making sure you don't put a mask on and take oxygen away and induce the expression.
[01:39:54.408 --> 01:39:59.831]  Our entire medical system is not designed for people's health.
[01:39:59.831 --> 01:40:07.115]  Our entire medical system is designed to create drugs to return money to the shareholders.
[01:40:07.115 --> 01:40:13.619]  That is something that every person in this world needs to stand up and understand.
[01:40:13.619 --> 01:40:15.260]  And that's the money incentive at one level.
[01:40:15.260 --> 01:40:17.902]  I agree, like at the 50th floor, that's it.
[01:40:17.902 --> 01:40:22.285]  But up at the 60th floor or the top of this building, whatever number you want to give it, is the depopulation agenda.
[01:40:22.665 --> 01:40:26.206]  They know how to incentivize it through money, but I mean, here's Bill Gates giving speeches at TED Talk.
[01:40:26.206 --> 01:40:28.546]  We've got to reduce the population by 90%.
[01:40:28.546 --> 01:40:30.006]  He means it.
[01:40:30.006 --> 01:40:32.407]  But it was always the Darwin.
[01:40:32.407 --> 01:40:33.767]  That was Darwin's thesis.
[01:40:33.767 --> 01:40:38.228]  We think it's natural immunity by natural immunity.
[01:40:38.228 --> 01:40:46.569]  Or, the subtitle, like our books, the subtitle is Preservation of Favored Races in the Struggle for Life.
[01:40:46.569 --> 01:40:49.930]  Well, there's no struggle for life in God's world in the Bible.
[01:40:50.410 --> 01:40:51.890]  There's no struggle for life.
[01:40:51.890 --> 01:40:53.051]  That's racist.
[01:40:53.051 --> 01:40:53.911]  That's genocide.
[01:40:53.911 --> 01:40:56.851]  For those who don't know, Hitler got everything from Darwin and Galton.
[01:40:56.851 --> 01:41:06.714]  And then the liberals worship this because when I call them Nazis, the left makes jokes and says Nazis didn't exist until the 1930s or whatever.
[01:41:06.714 --> 01:41:08.034]  The National Socialist Workers Party.
[01:41:08.034 --> 01:41:16.256]  No, the eugenics that was developed in the UK that went worldwide was cited by Kaiser Wilhelm Institute and the Nuremberg Trials.
[01:41:16.256 --> 01:41:17.576]  So this is proto-Nazi.
[01:41:17.836 --> 01:41:20.177]  Yeah, and also the Cold Springs Harbor.
[01:41:20.177 --> 01:41:29.560]  The Cold Springs Harbor from 1910 to 1945 was the center of the eugenics movement in the United States.
[01:41:29.560 --> 01:41:31.341]  That's in the New York Times.
[01:41:31.341 --> 01:41:35.683]  That's something that people are going to find out in the Great Awakening book.
[01:41:35.683 --> 01:41:44.806]  Because, hey, you know, most of the times I'm quoting mainline sources because what I've learned about the mainstream media is that they will tell the truth.
[01:41:45.186 --> 01:41:51.349]  But you have to wait a couple years, sometimes 50 years for him to tell the truth, but you can get it from the mainstream sources.
[01:41:51.349 --> 01:42:04.555]  So for all of those people who have criticized you for your sources and everything, all I can say is 80-90% of the sources in our book are going to be from mainline sources that nobody can doubt.
[01:42:05.114 --> 01:42:05.575]  That's right.
[01:42:05.575 --> 01:42:08.197]  Once the fight's already over, they'll tell the truth later.
[01:42:08.197 --> 01:42:09.419]  Yeah.
[01:42:09.419 --> 01:42:10.340]  So let's get to this.
[01:42:10.340 --> 01:42:13.503]  And I don't want to subject the listeners and viewers to this, but we've got to do it.
[01:42:13.503 --> 01:42:15.785]  I normally know everything that's going on, basically.
[01:42:15.785 --> 01:42:17.788]  But I was sitting there watching the movie last night.
[01:42:19.315 --> 01:42:46.505]  And I didn't know that the great Dale Bigtree, who I just admire, what a great researcher and journalist, I didn't know that he had Neil deGrasse Tyson in studio three or four months ago, and that Tyson did the scientism cult of, I am science, do what I say, that's the opposite of the scientific method and Newtonian physics and the rest of it, and literally says, do not question me, I represent the consensus, I don't want to hear what anybody else's study or any individual says, unless we decide, the corporate
[01:42:47.285 --> 01:42:51.046]  Consensus, the corporate board, we don't look at that.
[01:42:51.046 --> 01:43:04.489]  Meanwhile, everything the corporate consensus told you, the censorship, the surveillance, the mask are great, you know, vitamin C is bad, ivermectin is bad, you know, this shot will 100%, then they go, the shot actually doesn't help you at all.
[01:43:04.489 --> 01:43:08.970]  Everything they said was a lie, that was their consensus, and they've wrecked any
[01:43:10.017 --> 01:43:23.340]  Cashier they have with the public anymore, but I want to play this incredible clip and and dr. Judy Mike if it's anytime you want to stop it say stop the tape And then we'll back it up five seconds and play it again So so you're gonna be in charge right now.
[01:43:23.340 --> 01:43:34.143]  You're gonna be hosting as I'll say stop it over and over again But I want to it'll take us so just or write notes and do it after whatever you want to do but let's start with Niels deGrasse Tyson who does this tactic everywhere and
[01:43:34.583 --> 01:43:37.588]  I mean, he's just, everything he says is a fraud, folks.
[01:43:37.588 --> 01:43:38.390]  It's incredible.
[01:43:38.390 --> 01:43:41.755]  So let's start rolling this, because this is the mouthpiece of these people.
[01:43:41.755 --> 01:43:43.278]  He's following a script right here.
[01:43:43.278 --> 01:43:43.598]  Here it is.
[01:43:44.804 --> 01:43:47.365]  There's a list of top-ranking medical professionals.
[01:43:47.365 --> 01:43:47.885]  Let's take a look.
[01:43:47.885 --> 01:43:49.105]  I'm talking about, excuse me, medical professionals.
[01:43:49.105 --> 01:43:49.826]  Dr. Peter McCullough.
[01:43:49.826 --> 01:43:50.206]  No, no, no.
[01:43:50.206 --> 01:43:51.066]  I want to go through what happened here.
[01:43:51.066 --> 01:43:52.226]  Who represent our consensus.
[01:43:52.226 --> 01:43:53.807]  This is the problem with the consensus.
[01:43:53.807 --> 01:43:54.987]  I need the consensus.
[01:43:54.987 --> 01:43:56.348]  Okay, I just want... Medical professional.
[01:43:56.348 --> 01:44:03.110]  I want you to... Because the medical profession is so huge, I can find you an astrophysicist who is sure we've been visited by aliens.
[01:44:03.110 --> 01:44:04.431]  The problem was... That's not the consensus.
[01:44:04.431 --> 01:44:07.512]  The problem was the scientific method died here, and this is the point I want to make.
[01:44:07.512 --> 01:44:07.872]  It died...
[01:44:08.712 --> 01:44:10.312]  I don't care if titles don't matter here!
[01:44:10.312 --> 01:44:10.933]  They don't matter!
[01:44:10.933 --> 01:44:12.193]  What matters is the consensus!
[01:44:28.877 --> 01:44:29.557]  I have.
[01:44:29.557 --> 01:44:31.477]  So you don't have to have the conversation with me.
[01:44:31.477 --> 01:44:35.898]  But I want, I want science... Hit pause, I gotta start here.
[01:44:35.898 --> 01:44:37.298]  Back it up 10 seconds.
[01:44:37.298 --> 01:44:40.819]  Don't have a conversation with me because I don't want to debate you.
[01:44:40.819 --> 01:44:42.519]  That's the opposite of science.
[01:44:42.519 --> 01:44:43.239]  Right.
[01:44:43.239 --> 01:44:48.340]  And that's what we were stopped from doing, is having a conversation because our work was censored.
[01:44:48.340 --> 01:44:50.421]  Tony Fauci didn't publish it.
[01:44:50.421 --> 01:44:53.781]  The consensus is your peer review.
[01:44:53.781 --> 01:44:57.482]  If you discover something of nature, you have no peers.
[01:44:57.882 --> 01:45:02.566]  I've been told over and over again, you didn't use the right method to isolate the virus.
[01:45:02.566 --> 01:45:06.449]  I said to isolate the virus, I developed the method and the detection test.
[01:45:06.449 --> 01:45:09.491]  The history of science, the history of progress, has been responsible, has been brought to us...
[01:45:16.897 --> 01:45:19.578]  By those who fought the consensus.
[01:45:19.578 --> 01:45:31.583]  I am astonished that Neil deGrasse Tyson doesn't know that Nobel Prizes are awarded to scientists who fought the consensus, who created new understandings.
[01:45:31.583 --> 01:45:39.826]  Does Neil deGrasse Tyson need to go back into my middle school science class and I'll tell him how science works?
[01:45:39.826 --> 01:45:42.227]  Our next book should be The History of Real Science.
[01:45:43.087 --> 01:45:45.871]  Something like, just show how it's all about bugging the system.
[01:45:45.871 --> 01:45:49.335]  So expanding on that, here's an analogy.
[01:45:49.335 --> 01:45:55.684]  Let's say I am a graduate in physics and I also took astronomy.
[01:45:56.520 --> 01:46:13.413]  And then I'm at the beach with my wife, hypothetically, I'm not these things, and a meteorite comes and breaks up in the atmosphere and a big chunk of it hits in the sand dunes and I go dig it out and I look at it and I go, this is really weird, it's like blue and green, it doesn't look like anything I ever saw.
[01:46:13.413 --> 01:46:18.097]  I take it in to get it looked at with a spectrometer, they say we've never seen this element.
[01:46:18.837 --> 01:46:26.246]  Now, would the scientific system say, because it's never been seen before, and there's no consensus this exists, this doesn't exist?
[01:46:26.246 --> 01:46:31.233]  Or would they then have experts look at it, declare a new compound, or a new...
[01:46:32.299 --> 01:46:34.641]  Here's a great story from science for you Alex.
[01:46:34.641 --> 01:46:38.644]  So the consensus of science in the 17th century was that there were no such thing as meteors.
[01:46:49.111 --> 01:46:57.620]  And then there was this incredible meteor shower in France, and France was littered with meteors, so they said, oh, I guess there are meteors.
[01:46:57.620 --> 01:46:59.562]  So, what happened?
[01:46:59.562 --> 01:47:03.627]  Did meteors suddenly come into existence with that meteor shower in 1789?
[01:47:03.627 --> 01:47:03.687]  No!
[01:47:05.709 --> 01:47:08.152]  But the consensus was wrong.
[01:47:08.152 --> 01:47:18.044]  The consensus was, back to meteors, until the Shoemaker-Levy comet hit the gas giant, was that we get hit every 50 million years by a giant comet or asteroid.
[01:47:18.044 --> 01:47:21.748]  Now they know, from satellites, there's giant impact points everywhere.
[01:47:21.748 --> 01:47:23.070]  We get hit every couple hundred years.
[01:47:23.590 --> 01:47:26.052]  Yeah, yeah.
[01:47:26.052 --> 01:47:42.467]  People are talking about what caused the Younger Dryas period 11,000 years ago when the mammoths and the saber-toothed tires disappeared, and why there's the scab lands in Washington, which show that probably meteors hit the ice.
[01:47:42.467 --> 01:47:45.349]  Every 10, 20,000 years a big one hits, but big ones are hitting all the time.
[01:47:45.349 --> 01:47:45.490]  Yeah.
[01:47:46.536 --> 01:47:46.836]  Incredible.
[01:47:46.836 --> 01:47:53.521]  Well, you know, it's important that, you know, science is based on technology, data, and measurements.
[01:47:53.521 --> 01:47:59.786]  Science isn't a belief system, you know, and it is, it's a cult, until you can measure it and prove it.
[01:47:59.786 --> 01:48:15.918]  So our technologies, we didn't know there was an endocannabinoid, endogenous, God-given cannabis system, a dimmer switch on inflammation, that is the plants, an entire family of them, with hemp, and they make rope, and fibrosis, oronitis, stop those processes.
[01:48:16.158 --> 01:48:18.420]  We didn't know about that until 94.
[01:48:18.420 --> 01:48:27.466]  But we knew that hemp and cannabis in elixirs as in the 1930s were wonderful.
[01:48:27.466 --> 01:48:30.989]  I see the videos on the study.
[01:48:30.989 --> 01:48:33.231]  Takes full spectrum of CBD and all of a sudden his hands aren't shaking.
[01:48:33.231 --> 01:48:33.731]  Correct.
[01:48:33.731 --> 01:48:34.352]  I mean it's incredible.
[01:48:34.352 --> 01:48:37.314]  Let's go ahead and roll more of Niels deGrasse Tyson.
[01:48:37.314 --> 01:48:38.335]  We've got to get the rest of this.
[01:48:38.335 --> 01:48:39.816]  It's hard to listen to.
[01:48:39.816 --> 01:48:42.177]  This is a guy saying, I can't debate you, please be quiet.
[01:48:42.177 --> 01:48:42.438]  Here it is.
[01:48:43.706 --> 01:48:45.627]  So you don't have to have the conversation with me.
[01:48:45.627 --> 01:48:48.610]  But I want, I want science.
[01:48:48.610 --> 01:48:50.131]  And so here's what we have.
[01:48:50.131 --> 01:48:58.377]  We have Peter, we have Peter McCullough, world-renowned heart doctor, saying, I am seeing a rise in myocarditis because of this vaccine.
[01:48:58.377 --> 01:49:02.480]  We have the leading ICU, second most published science, Paul Merrick.
[01:49:02.480 --> 01:49:04.482]  I'm just, I, hear me out here, hear me out.
[01:49:04.482 --> 01:49:05.682]  I know you, all right.
[01:49:05.682 --> 01:49:06.723]  These have all been on my show.
[01:49:06.723 --> 01:49:07.624]  Dr. Robert Malone.
[01:49:08.004 --> 01:49:10.885]  Part of the inventing factor behind the mRNA vaccine.
[01:49:10.885 --> 01:49:12.226]  All these people have been censored.
[01:49:12.226 --> 01:49:13.026]  They were shut down.
[01:49:13.026 --> 01:49:15.487]  They were kept from talking to the people in Washington.
[01:49:15.487 --> 01:49:18.708]  Johnny was putting out the data.
[01:49:18.708 --> 01:49:19.528]  I'll show you.
[01:49:19.528 --> 01:49:26.711]  Dr. Jay Bhattacharya, Dr. Sinetra Gupta, Dr. Martin Koldorf, Oxford University, Harvard School of Medicine, Stanford School of Medicine.
[01:49:26.711 --> 01:49:32.433]  They put together the Great Barrington Declaration, which was an approach towards this to say, let's do protect that... 936,000.
[01:49:32.433 --> 01:49:33.413]  That's not a consensus.
[01:49:35.714 --> 01:49:40.776]  ...needs to be protected and figure out a way the rest of us can establish a herd immunity around them.
[01:49:40.776 --> 01:49:45.898]  And the NIH, who's supposed to be objective on this, we now have internal email, because this is what I do.
[01:49:45.898 --> 01:49:47.739]  I actually put in FOIA requests.
[01:49:47.739 --> 01:49:51.401]  We know that this is what Francis Collins said about those people before even talking to them.
[01:49:51.401 --> 01:49:56.563]  There needs to be a quick and devastating published takedown of the premise being brought by these scientists.
[01:49:57.063 --> 01:49:58.464]  That was the approach to science.
[01:49:58.464 --> 01:50:00.164]  No other science can be allowed in here.
[01:50:00.164 --> 01:50:04.646]  You started this out by saying every challenge should come in.
[01:50:04.646 --> 01:50:07.247]  Every way to say that we don't agree with the hypothesis.
[01:50:07.247 --> 01:50:10.548]  Maybe these people say you don't need the vaccine, there's a way through this.
[01:50:10.548 --> 01:50:13.169]  Or we should be tactical with the vaccine.
[01:50:13.169 --> 01:50:15.490]  All of these people were kept out of the conversation.
[01:50:15.490 --> 01:50:20.911]  All I can comment on there... And you were wanting me to sign on to a social contract where the scientific method isn't being used.
[01:50:22.592 --> 01:50:31.458]  That list of highly pedigreed medical professionals that you are citing, I'm not interested in medical pedigree.
[01:50:31.458 --> 01:50:35.501]  I'm interested in medical consensus, in scientific consensus.
[01:50:35.501 --> 01:50:45.748]  The moment someone says, well, I'm of this highfalutin school or this, that's like, okay, that means they're going to say something that goes against the consensus and they want to use that.
[01:50:45.748 --> 01:50:46.888]  Oh, we don't want that!
[01:50:46.888 --> 01:50:48.009]  Follow what it is they say.
[01:50:48.009 --> 01:50:48.850]  That's insane!
[01:50:48.850 --> 01:50:52.272]  I'm just saying you need someone who represents a medical
[01:50:52.472 --> 01:50:55.335]  Well, the consensus is two men can have a baby, doctor.
[01:50:55.335 --> 01:50:56.076]  Right.
[01:50:56.076 --> 01:51:01.561]  And X and Y aren't, you know, major universities teach now there are no chromosomes.
[01:51:01.561 --> 01:51:02.042]  Major U.S.
[01:51:02.042 --> 01:51:03.383]  universities know X, Y. Right.
[01:51:03.383 --> 01:51:05.906]  But see, we have the data.
[01:51:05.906 --> 01:51:06.887]  Hit pause real quick.
[01:51:06.887 --> 01:51:07.707]  Back in 20 seconds.
[01:51:07.707 --> 01:51:08.268]  Go ahead.
[01:51:08.268 --> 01:51:09.790]  So, you see, we have the data.
[01:51:10.370 --> 01:51:11.810]  And we knew it all along.
[01:51:11.810 --> 01:51:13.991]  Plus, I know you're a woman, I'm a man.
[01:51:13.991 --> 01:51:30.556]  But more important, in the book Ending Plague, first time ever, Frank Ricetti and Luc Montagnier ever spoke about what really happened with gain-of-function, HIV, you know, and because they were outcasts.
[01:51:30.556 --> 01:51:38.799]  Luc Montagnier won the Nobel Prize in 2008, and what it was used for then was to silence him, because he was telling the truth.
[01:51:38.919 --> 01:51:45.601]  You know, and Alex, to your point, 98% of drunk college freshmen can identify as female.
[01:51:45.601 --> 01:51:47.602]  Exactly.
[01:51:47.602 --> 01:51:48.322]  Exactly.
[01:51:48.322 --> 01:51:55.385]  But they tell us, I've got articles here, major universities today are saying, no, anybody can be a woman.
[01:51:57.408 --> 01:51:59.189]  Ladies and gentlemen, I'm a woman.
[01:51:59.189 --> 01:52:01.711]  I'm not.
[01:52:01.711 --> 01:52:13.200]  It's easy because it's all about X. The X chromosome and the Y is the problem and we know we can help the problem that these men can't think with both brains at the same time with your nitric boost.
[01:52:13.200 --> 01:52:14.781]  And I'm a 6'4 NBA player.
[01:52:14.781 --> 01:52:18.383]  Nitric oxide works to make one of the... You did a plug for nitro boosts.
[01:52:18.383 --> 01:52:19.304]  You love the ingredients.
[01:52:19.304 --> 01:52:20.685]  It sold a lot of it.
[01:52:20.685 --> 01:52:23.267]  What does something like nitric boost product do for your blood?
[01:52:24.458 --> 01:52:26.702]  It allows it to flow regularly.
[01:52:26.702 --> 01:52:32.771]  It allows this guy to use both brains that he has that Y chromosome problem.
[01:52:32.771 --> 01:52:37.378]  It doesn't exist if you want to use that certain target bathing suit.
[01:52:39.941 --> 01:52:41.062]  We're getting off here.
[01:52:41.062 --> 01:52:49.368]  But the point is, again, he's saying consensus, highfalutin school Harvard that takes these outliers.
[01:52:49.368 --> 01:52:53.951]  No, Harvard is creating the consensus.
[01:52:53.951 --> 01:52:55.712]  That's where all the corruption came from.
[01:52:55.712 --> 01:52:57.714]  Ian Lipkin, John Coffey.
[01:52:57.714 --> 01:53:03.818]  We should talk about Harvard in a whole interview sometime, but it seems like, people say who runs the world, it seems like Harvard Mafia runs it.
[01:53:03.818 --> 01:53:05.739]  Columbia, but that's what we show.
[01:53:05.739 --> 01:53:07.560]  Harvard, Columbia, Yale, who's the top?
[01:53:08.581 --> 01:53:18.284]  Columbia, Yale, to all the places, Tony Fauci, Georgetown, GW, where he's going and giving consensus speech, because that's a cult.
[01:53:18.284 --> 01:53:31.527]  When you see how the cult is run in presidential takedown, what I uncovered is that every year the NIH gives out $30 billion in grants to scientists.
[01:53:31.527 --> 01:53:34.448]  That was directed... And Eisenhower warned about the control of consensus.
[01:53:34.448 --> 01:53:36.789]  His military industrial complex warned of that.
[01:53:37.189 --> 01:53:42.132]  And that money, they decided who to send it to.
[01:53:42.132 --> 01:53:46.033]  Basically, Francis Collins and Tony Fauci were in charge of it.
[01:53:46.033 --> 01:53:54.698]  For a comparison, the 2020 election to elect the President of the United States was $5.6 billion spent.
[01:53:54.698 --> 01:54:04.602]  So every year, this medical mafia is basically spending six times the amount of money by the consensus of the scientists.
[01:54:04.602 --> 01:54:05.863]  So how does this
[01:54:06.343 --> 01:54:09.727]  House of Cards, how does this medical mafia work?
[01:54:09.727 --> 01:54:12.630]  It works because they're stealing our money.
[01:54:12.630 --> 01:54:15.714]  But the good news is they've doubled down and now they're failing.
[01:54:15.714 --> 01:54:18.918]  So despite everything they've done, they can't put Humphrey Dumpy back together again.
[01:54:18.918 --> 01:54:22.282]  Let's play the last few minutes of Tyson because Dale Bigtree really gets his face.
[01:54:24.085 --> 01:54:32.953]  That list of highly pedigreed medical professionals that you are citing, I'm not interested in medical pedigree.
[01:54:32.953 --> 01:54:35.376]  I'm interested in medical consensus.
[01:54:35.376 --> 01:54:36.997]  In scientific consensus.
[01:54:36.997 --> 01:54:49.489]  The moment someone says, well I'm of this highfalutin school or this, that's like, okay that means they're going to say something that goes against the consensus and they want to use that to help other people follow what it is they say.
[01:54:50.309 --> 01:54:57.216]  I'm just saying you need someone who represents a medical consensus here to have that conversation with.
[01:54:57.216 --> 01:55:01.500]  We had a medical consensus around a product that we knew nothing about.
[01:55:01.500 --> 01:55:05.024]  And a medical consensus around a virus that told us they knew nothing about.
[01:55:05.424 --> 01:55:07.946]  They kept telling us we know very little about it.
[01:55:07.946 --> 01:55:18.953]  So why was there a medical consensus that was keeping out renowned scientists from the conversation, when they were telling us on television, we don't know a lot about this virus, we're trying to figure it out.
[01:55:18.953 --> 01:55:26.738]  Scientists that were on the ground, that were dealing with patients, were being censored, were being shut down, their YouTube channels were being shut down, their LinkedIn's were being shut down.
[01:55:26.738 --> 01:55:30.040]  Because the individual scientist does not matter.
[01:55:30.040 --> 01:55:33.423]  We started this conversation on that very fact.
[01:55:35.504 --> 01:55:36.045]  It does.
[01:55:36.045 --> 01:55:37.647]  Yes, of course it does.
[01:55:37.647 --> 01:55:40.491]  And the scientific method, producing a consensus.
[01:55:40.491 --> 01:55:43.955]  And whatever is that consensus... Alright, then I'll tell you this.
[01:55:43.955 --> 01:55:53.808]  When I can look, when I can look now in the rearview mirror and said it while it was happening, that there is a... And by the way, all the scientists I just showed proved to be right.
[01:55:54.088 --> 01:56:04.656]  They told you that this virus, that the vaccine would not end this, and would actually cause an epidemic, because you've now made people that cannot clear this virus and kill it, they're all asymptomatic carriers.
[01:56:04.656 --> 01:56:06.137]  That's all this vaccine keeps doing.
[01:56:06.137 --> 01:56:07.798]  So now we're stuck with this virus.
[01:56:07.798 --> 01:56:13.983]  We didn't follow the same path we always have with every other illness, like former coronaviruses and most of the time flus.
[01:56:13.983 --> 01:56:15.364]  Well, the death rates are low.
[01:56:15.364 --> 01:56:17.525]  The hospitalization rate is low.
[01:56:17.525 --> 01:56:20.127]  I mean, things are... For now.
[01:56:20.127 --> 01:56:20.668]  For now.
[01:56:20.668 --> 01:56:22.069]  But as you and I both know...
[01:56:22.449 --> 01:56:22.569]  Yes.
[01:56:44.379 --> 01:56:45.059]  Let me...
[01:57:03.472 --> 01:57:04.894]  I sent them that clip, the full clip.
[01:57:04.894 --> 01:57:06.475]  He says, I need you to back up science.
[01:57:06.475 --> 01:57:07.456]  I need you to stop this.
[01:57:07.456 --> 01:57:08.096]  I need you.
