[00:00:00.149 --> 00:00:01.549]  EANS.
[00:27:24.169 --> 00:27:32.974]  The kingmaker of Rush Limbaugh is behind her and been strategizing with her, also in monthly meetings.
[00:27:32.974 --> 00:27:41.259]  And over the weekend, the Times of London, a News Corp company, a Fox company, a Murdoch-owned company,
[00:27:42.339 --> 00:27:50.001]  As well as the New York Daily News and other papers he owned, endorsed this witch and talked about how wonderful she is.
[00:27:50.001 --> 00:28:01.863]  So, to the mainstream dumbbell Republicans out there listening, when I say a stupid Republican or a stupid Liberal, I mean people who are still mainline, who still believe the Dog and Pony Show.
[00:28:01.863 --> 00:28:04.023]  That's who I'm talking about there.
[00:28:04.023 --> 00:28:06.424]  I mean, do you like being taken?
[00:28:07.068 --> 00:28:08.349]  Do you like being conned?
[00:28:08.349 --> 00:28:10.130]  Do you like being taken for a ride?
[00:28:10.130 --> 00:28:11.591]  Do you like being played?
[00:28:11.591 --> 00:28:14.933]  Do you like game being run on you?
[00:28:14.933 --> 00:28:17.694]  Because, me personally, I don't like being conned.
[00:28:17.694 --> 00:28:19.075]  I don't like being stupid.
[00:28:19.075 --> 00:28:20.696]  I don't like being ill-informed.
[00:28:20.696 --> 00:28:22.037]  I don't like being misinformed.
[00:28:22.037 --> 00:28:23.057]  I don't like being ignorant.
[00:28:23.057 --> 00:28:24.658]  I like knowing what's going on.
[00:28:24.658 --> 00:28:26.139]  I think that's important in life.
[00:28:26.139 --> 00:28:27.780]  We're only here one time.
[00:28:27.780 --> 00:28:29.381]  You might as well know how the world really works.
[00:28:30.131 --> 00:28:45.273]  And so, understand, with Limbaugh and Neil Bortz and Sean Hannity and the Clintons, and just all of these people, Biden and Newt Gingrich and Hillary and all of them,
[00:28:47.290 --> 00:28:50.071]  Lieberman, they're all part of the same crew.
[00:28:50.071 --> 00:28:58.193]  They're the elite, posing as if there's a fissure in the power structure, acting like you have a choice, giving you a false choice.
[00:28:58.193 --> 00:28:59.753]  And I know most of us understand this.
[00:28:59.753 --> 00:29:00.273]  Most of us don't.
[00:29:00.273 --> 00:29:03.614]  As many of you know it better than I. We have to educate the general public.
[00:29:03.614 --> 00:29:06.414]  The general public now distrusts government.
[00:29:06.414 --> 00:29:06.735]  It was 84%.
[00:29:06.735 --> 00:29:07.135]  New poll out.
[00:29:09.796 --> 00:29:11.317]  87% detest the government.
[00:29:11.317 --> 00:29:15.841]  In fact, there's three new polls that all came out 87.
[00:29:15.841 --> 00:29:18.363]  87% want an impeachment of Bush, MSNBC.
[00:29:18.363 --> 00:29:23.588]  There's two other polls, 87% disagree with Congress.
[00:29:23.588 --> 00:29:28.352]  So for the first time in history, in the U.S., finally the general public hates both parties.
[00:29:28.352 --> 00:29:30.714]  So I keep griping, saying the public doesn't get it.
[00:29:30.714 --> 00:29:32.595]  The public actually does get it!
[00:29:32.595 --> 00:29:35.838]  But what they don't fully understand yet is that still they think they're alone.
[00:29:36.952 --> 00:29:44.673]  That's the only, that's the last domino to fall here, okay, before this house of cards comes down.
[00:29:44.673 --> 00:30:00.316]  We're the majority, we're mainstream, and the mainstream media still has the fancy teleprompters and the fancy suits and the good-looking faces who literally are scored and queued for their believability.
[00:30:00.316 --> 00:30:03.717]  They sit up there making us feel like we're still a minority.
[00:30:04.378 --> 00:30:09.620]  That's the only illusion they've got left.
[00:30:09.620 --> 00:30:18.064]  That's all they've got left, and that is crumbling, so we must, we must dissolve that fraud, and then we can start taking this country back.
[00:30:18.064 --> 00:30:25.807]  All right, I'll get more into Hillary more in the latest developments in Iraq, and your calls on the other side.
[00:30:25.807 --> 00:30:29.729]  We're on the march, the empire's on the run.
[00:30:29.729 --> 00:30:32.410]  Alex Jones and the GCN Radio Network.
[00:30:37.173 --> 00:30:39.895]  Hey folks, Alex Jones here with an important question.
[00:30:39.895 --> 00:30:42.336]  When was the last time you used pure soap?
[00:30:42.336 --> 00:30:52.762]  I mean the hard to find kind that's all natural and not full of corrosive toxins and chemicals and detergents that just dry out your skin and have been connected to very serious health problems?
[00:30:52.762 --> 00:30:55.043]  Let me tell you something about the Cal Bend Pure Soap Company.
[00:30:55.243 --> 00:30:59.547]  There's a 100% unconditional guarantee on all their wonderful products.
[00:30:59.547 --> 00:31:05.593]  They're all natural, they're triple concentrated, they're factory direct, factory owned, and operated since 1947.
[00:31:05.593 --> 00:31:10.377]  Earth friendly, pure soaps for bathing, laundry, and kitchen.
[00:31:10.377 --> 00:31:13.680]  Try Pure Soap once and I'll guarantee you'll never use anything else.
[00:31:14.000 --> 00:31:19.183]  Now, for the first time, Calvin Pure Soap is available factory direct to you and your family.
[00:31:19.183 --> 00:31:23.045]  Save up to 85% off supermarket and retail store prices.
[00:31:23.045 --> 00:31:25.586]  Call today for a Calvin Soap catalog at 1-800-340-7091.
[00:31:25.586 --> 00:31:27.087]  That's 1-800-340-7091 or on the web at CalvinPureSoap.com.
[00:31:36.198 --> 00:31:38.019]  Shelly, you look ex... Oh, wait!
[00:31:38.019 --> 00:31:39.140]  Why did you turn that down?
[00:31:39.140 --> 00:31:42.221]  I get so tired of that girl's squeaky voice.
[00:31:42.221 --> 00:31:46.883]  I'm sure the bed fan works, but that squeaky voice... Well, what's the bed fan?
[00:31:46.883 --> 00:31:49.585]  It's a fan that helps hot sleepers stay cool at night.
[00:31:49.585 --> 00:31:50.885]  I could use something like that.
[00:31:50.885 --> 00:31:53.346]  This menopause thing is really getting to me at night.
[00:31:53.346 --> 00:31:56.308]  And you know how I am about doing that hormone therapy thing.
[00:31:56.308 --> 00:31:58.209]  Besides, you're a hot sleeper yourself.
[00:31:58.209 --> 00:32:00.850]  You're always throwing the covers off in the middle of the night.
[00:32:00.850 --> 00:32:01.851]  I guess you're right.
[00:32:01.851 --> 00:32:02.711]  Why don't we try it?
[00:32:02.711 --> 00:32:04.672]  Just think how nice it'll be to sleep through the night.
[00:32:05.092 --> 00:32:09.495]  Yeah, and just think how nice it'll be this summer and all the money we can save on air conditioning.
[00:32:09.495 --> 00:32:11.556]  I know where we can get some more information.
[00:32:11.556 --> 00:32:16.159]  Sleep Disorder Centers across the country recommend that you must stay cool to get a good night's sleep.
[00:32:16.159 --> 00:32:19.681]  The BedFan will keep you cool and give you the restful sleep you deserve.
[00:32:19.681 --> 00:32:23.203]  With our 30-day 100% guarantee, you risk nothing.
[00:32:23.203 --> 00:32:24.303]  Are you a hot sleeper?
[00:32:24.303 --> 00:32:25.764]  Is your partner a hot sleeper?
[00:32:25.764 --> 00:32:27.305]  The BedFan is the answer.
[00:32:27.305 --> 00:32:30.947]  Visit us today at www.bedfan.com.
[00:32:30.947 --> 00:32:33.609]  That's www.bedfan.com.
[00:32:36.710 --> 00:32:39.192]  Attention, attention everyone!
[00:32:39.192 --> 00:32:41.713]  A brand new invention just released.
[00:32:41.713 --> 00:32:43.474]  It's called Wrist Ease.
[00:32:43.474 --> 00:32:46.416]  The new patented, portable, ergonomic wrist support.
[00:32:47.094 --> 00:32:54.457]  Wristease comforts your wrists from the sometimes painful tasks of typing, writing, using a mouse or adding machine.
[00:32:54.457 --> 00:33:07.761]  Unlike most conventional wrist pads that are either attached to a mouse pad or lay flat in front of your keyboard, Wristease is totally portable and ideal for laptop users and technicians who are constantly on the go.
[00:33:07.761 --> 00:33:12.223]  Wristease is perfect for children doing homework or playing video games.
[00:33:12.223 --> 00:33:16.084]  Wristease provides the proper comfort and support for all ages and
[00:33:16.204 --> 00:33:22.666]  And, Wristease provides comfort for victims of carpal tunnel syndrome and other repetitive injuries.
[00:33:22.666 --> 00:33:26.067]  You can order Wristease now at Wristease.com.
[00:33:26.067 --> 00:33:27.728]  That's Wristease.
[00:33:27.728 --> 00:33:32.829]  W-R-I-S-T-E-A-S-E Wristease.com.
[00:33:32.829 --> 00:33:34.690]  Once again, Wristease.com.
[00:33:51.084 --> 00:34:12.077]  Alright, we'll get more into Barack Obama, Hillary Clinton, Newt Gingrich, Bill Richardson, this whole crew, the big national distraction, the media giving a constant coverage, all to give you the illusion that these people are actually going to be the president, that if they were the president they would actually run something, that the buck stops with them.
[00:34:12.077 --> 00:34:16.600]  Continuing that fraud, we'll be discussing that and what's happening over in Iraq, some big new developments there.
[00:34:17.412 --> 00:34:21.476]  Then we'll talk to Nathaniel and many others that are patiently holding right now.
[00:34:21.476 --> 00:34:24.720]  But first off, this started up last week.
[00:34:24.720 --> 00:34:26.101]  I've just learned about it today.
[00:34:26.101 --> 00:34:29.024]  It's Ed Brown in New Hampshire.
[00:34:29.024 --> 00:34:33.769]  And more and more people just had this attitude.
[00:34:33.769 --> 00:34:35.591]  And I'm not even claiming that I have this courage.
[00:34:36.573 --> 00:34:43.976]  I mean, I've counted the costs and decided it's better just to fight in the Info War and move forward, but more people doing things like this would certainly bring them to a standstill.
[00:34:43.976 --> 00:34:46.217]  This is what Alexander Sholtson Itza said.
[00:34:46.217 --> 00:34:56.582]  He said, what would happen in Russia when Stalin was coming for people every night, grabbing different people, different families, taking them away to be executed or sent to slave camps, if people would have fought back?
[00:34:56.582 --> 00:35:01.564]  Pretty soon, the secret agents wouldn't come out anymore to engage in their criminal behavior.
[00:35:02.421 --> 00:35:04.822]  Well, Ed Brown's done the same thing.
[00:35:04.822 --> 00:35:06.483]  He's drawn his line in the sand.
[00:35:06.483 --> 00:35:13.946]  There are over 150 million gun owners, and of 1% stand up, that's 1,500,000 guerrilla force.
[00:35:13.946 --> 00:35:17.548]  Absolutely invincible, even with all the high-tech toys and baubles.
[00:35:17.548 --> 00:35:20.309]  Most of the troops I talk to know the Federal Reserve's private.
[00:35:20.309 --> 00:35:21.689]  The IRS is a scam.
[00:35:21.689 --> 00:35:22.990]  They know it's all New World Order.
[00:35:23.610 --> 00:35:39.881]  We ship videos every day into the different camps, Halliburton Camps, Bechtel Camps, Blackwater Camps, Military Camps, Army Camps, Mercenary Camps, Marine Camps, in Iraq.
[00:35:39.881 --> 00:35:41.462]  Did you know that?
[00:35:41.462 --> 00:35:44.024]  Hell, the UN orders my videos.
[00:35:44.024 --> 00:35:50.328]  My point is that this is a straw man we're fighting.
[00:35:50.328 --> 00:35:51.789]  It's got more bark than bite.
[00:35:52.831 --> 00:36:01.240]  And, if more people do what Ed Brown's doing, and they go in and kill Ed Brown, and his wife, it'll be a new Waco, and more people will get mad and wake up.
[00:36:01.240 --> 00:36:03.703]  You know how many people woke up after Waco?
[00:36:03.703 --> 00:36:11.491]  I was aware of the New World Order, but vaguely, and I really woke up with Waco, and then really with Oklahoma City, and then went public.
[00:36:11.491 --> 00:36:12.292]  Now, 12 years ago.
[00:36:14.378 --> 00:36:15.258]  Think about this.
[00:36:15.258 --> 00:36:19.980]  How many people will wake up if there are 5, 6, 7, 8, 9, 10 Ed Browns?
[00:36:19.980 --> 00:36:26.003]  That's why they've got to shut down the web, because then you wouldn't nationally, internationally know about stories like this.
[00:36:26.003 --> 00:36:27.043]  Let's play this piece.
[00:36:27.043 --> 00:36:28.124]  Here it is.
[00:36:28.124 --> 00:36:33.486]  A New Hampshire man holed up in this house in anticipation of a tax stand-up.
[00:36:33.486 --> 00:36:37.668]  He and his wife have refused to pay any income tax for more than a decade.
[00:36:37.688 --> 00:36:42.291]  And now they claim that supporters from across the country are on their way to New Hampshire.
[00:36:42.291 --> 00:36:45.174]  The standoff is happening in the town of Plainfield, New Hampshire.
[00:36:45.174 --> 00:36:47.976]  That's where we find Fox 25's Sharmin Sikheti tonight.
[00:36:47.976 --> 00:36:50.198]  Sharmin, what's the latest?
[00:36:50.198 --> 00:37:01.146]  Well, just a few hours ago, Ed and Elaine Brown were convicted of owing three quarters of a million dollars in back federal taxes for not paying their taxes for about ten years.
[00:37:01.146 --> 00:37:06.470]  Now, Ed Brown is refusing to leave his home here in Plainfield, and he is preparing for an armed standoff.
[00:37:07.569 --> 00:37:09.730]  They're just trying to steal the money.
