[00:00.000 --> 00:15.000]  Another world, another time, in the age of wonder.
[40:22.000 --> 40:34.000]  But please, another way you can stand with us in this fight, as we are planning to do a lot of things out there in the streets of America to hopefully trigger you to take more action, is fund us.
[40:34.000 --> 40:56.000]  Do your Christmas shopping at infowarstore.com. All the big corporations from Amazon to Dix to Walmart to Target's the worst are literally targeting our children with transgenderism, with pedophilia, with open borders, with anti-gun, with anti-Americanism.
[40:56.000 --> 41:05.000]  All orders that come in by the 20th will be shipped to you before Christmas. Only takes a few days to get out to people in the U.S. We're very, very quick.
[41:05.000 --> 41:14.000]  Our warehouse is right here in Austin, Texas. We employ Americans. We print our t-shirts right here in America. We are American and we're invested. We believe in you and we've got products.
[41:14.000 --> 41:29.000]  Our fluoride-free super blue toothpaste with the Coil Silver iodine and tea tree oil. It's amazing. The Mal-Luga, it mocks up fungus, not as bacteria. That's back at stock 50% off. We have the super silver tooth whitening toothpaste that's amazing, that also re-mineralizes the teeth.
[41:29.000 --> 41:48.000]  It's in stock right now and we have the 12 days of Christmas specials that are running right now at infowarstore.com. Double-patria points. Free shipping continues through Christmas. We have a Christmas mega-pack at cost $29.95.
[41:48.000 --> 42:03.000]  You can also get the 8-pack power stack at cost. It's amazing. 13 pills each day. Changed my life. Changed so many people's lives. Great gift. Ultimate female force at cost with a bottle of super-female vitality.
[42:03.000 --> 42:13.000]  Boy, you talk about stamina, libido, energy. Women love it. Silver bullet, Coil Silver, $9.95. Same stuff sold at Whole Foods for $24.95. We private label it.
[42:13.000 --> 42:22.000]  The real red pill, a real red pill plus. You can find out what's in that, folks. The plus just has some of the natural energy, but it's the preclinone and other things that really give you the energy.
[42:22.000 --> 42:31.000]  65% off, that's at cost with a free bottle of bio-true selenium, mustard seed. You take those together. My God. It's unbelievable.
[42:31.000 --> 42:44.000]  M4warstore.com. We have the Christmas mega-pack special, $99.95. Two bottles of knockout, two bottles of Rain Force Plus, one box of turbo-force, one bottle of ultimate krill oil, and a bottle of survival shield X3 at cost $99.95.
[42:44.000 --> 42:54.000]  Funding us into next year, getting rid of all the inventory. M4warstore.com. We're fighting. We're taking action. And when you provision us, it's like buying war bonds. It's so critical.
[42:54.000 --> 42:59.000]  Just as important as word of mouth and prayer is the financial support. M4warstore.com.
[42:59.000 --> 43:07.000]  The 12 days of Christmas Super Sale has come to InfoWars with free shipping store-wide and double-patriot points.
[43:07.000 --> 43:15.000]  Don't shop with Amazon or other big tech companies that hate your guts. Take the InfoWars Christmas Challenge and support the fight for freedom.
[43:15.000 --> 43:20.000]  Finish your Christmas shopping with one click and support the InfoWars.
[43:20.000 --> 43:33.000]  For the 12 days of Christmas, we're adding a new special every day, plus free shipping, double-patriot points, and extra stickers in every package to be good little elves and spread the InfoWars triggering libtards.
[43:33.000 --> 43:39.000]  Check in every day to find the new deals. We're also coming out of the gates with specials we've never had before.
[43:39.000 --> 43:54.000]  Christmas Mega Pack is at cost at $99.95. Get two bottles of Knockout, two bottles of Brain Force Plus, one box of Turbo Force, one bottle of Ultimate Crill Oil, and one bottle of Survival Shield X3 at cost.
[43:54.000 --> 44:00.000]  Again, find this amazing special and over 100 others at M4warstore.com and support the InfoWarm.
[44:00.000 --> 44:10.000]  I don't have to tell you that America is in a war for its actual survival, and we're a war against a group that's trying to conquer our very spirit, our very essence.
[44:10.000 --> 44:18.000]  That's trying to break our will, trying to destroy our families, trying to literally poison us physically and psychically at a spiritual level.
[44:18.000 --> 44:29.000]  Well InfoWars is fighting back, but it takes money to stand against the globalist onslaught and to be able to put the reporters on the ground and build the infrastructure to tell the truth in the face of their lies.
[44:29.000 --> 44:35.000]  That's why we're running Giant Cyber Week Specials, the biggest of the year, the biggest of our history.
[44:35.000 --> 44:41.000]  Don't do your shopping with the big globalist box stores that hate your guts and are financing gun control and all the rest of it.
[44:41.000 --> 44:53.000]  Don't do your shopping with the New World Order, Amazon. Do it with InfoWars store. Get high quality supplements, get high quality air filtration, water filtration, Patriot Apparel, and so much more in every order.
[44:53.000 --> 45:00.000]  It's a whole bunch of free InfoWars bumper stickers to spread the word. Take action, folks.
[45:00.000 --> 45:12.000]  Sometimes the right thing to do is the easy thing to do. It's the healthy thing to do. It's the thing that makes all of our lives better, and that's taking care of our individual health.
[45:12.000 --> 45:30.000]  And it's never been easier to do the right thing this Christmas season than to go to InfoWarsStore.com and get the highest quality supplements that are life changing in what they will do for you and your family's body, your outlook on life, your focus, your health, your stamina, your libido.
[45:30.000 --> 45:39.000]  But then, of course, it also funds the InfoWars that is so incredibly critical. Where else can you spend your hard-earned money knowing that's a true 360 win?
[45:39.000 --> 45:48.000]  Ladies and gentlemen, don't spend your money with the big box stores and the big globalist online merchants who literally are working against you and your family's future.
[45:48.000 --> 46:00.000]  Spend your money on high quality products and have huge savings, and don't fight the big crowds and the traffic at InfoWarsStore.com. That's InfoWarsStore.com. Please make the right decision.
[46:00.000 --> 46:11.000]  My phone has been ringing off the hook. Dozens and dozens of people have called me. I've gotten all these text messages. The office phone's ringing off the hook. Emails are flooding in.
[46:11.000 --> 46:19.000]  They're saying, can you believe it? 300 Trump ads that were going to run tens of millions of times were pulled by Google.
