[00:00.000 --> 00:15.000]  Jesse Peters is right.
[1:52:06.560 --> 1:52:11.760]  happening all together i think um it's it should tell you something i think it's in hypha israel
[1:52:11.760 --> 1:52:18.320]  that the uh wherever technion is i think it's hypha but they've they've gotten the wi-fi out of their
[1:52:18.320 --> 1:52:23.680]  schools why did they do that because they realized just what you were showing on that that graph
[1:52:23.680 --> 1:52:31.120]  that children's body mass makes them more susceptible to damage from wi-fi and so they
[1:52:31.120 --> 1:52:35.440]  hardwired their schools i read that and i went home and told my husband we had a hardwire house
[1:52:36.480 --> 1:52:40.480]  you know i had my house totally hardwired and and then you know you catch family members
[1:52:40.480 --> 1:52:46.080]  hiding wireless transmitters doing it absolutely i mean we have the answer it's called wiring things
[1:52:46.080 --> 1:52:50.880]  like in a gun a gun has a tube you fire at one place you don't have it where it explodes in all
[1:52:50.880 --> 1:52:58.080]  directions we need directed energy not directed energy at us right and i hope my husband is an
[1:52:58.080 --> 1:53:04.000]  it guys listening to this because i had the same issue family members hide these and i went around
[1:53:04.000 --> 1:53:09.600]  unfortunately the 5g you cannot test with meters at this point but you can test the lesser uh
[1:53:09.600 --> 1:53:15.280]  cellular frequencies and it turned out that you know when you go around i i i kept saying there's
[1:53:15.280 --> 1:53:20.000]  there's gotta be something under my chair where my office is because this and i found it was a
[1:53:20.000 --> 1:53:23.760]  router that we had stacked oh listen when i was when my ex-wife was divorcing me i had to live
[1:53:23.760 --> 1:53:28.880]  in a condo for a while it was this big high rise and i'm not a person that's paranoid i'm not a
[1:53:28.880 --> 1:53:34.000]  person that like has trouble sleeping and i couldn't sleep in this room so when i slept in another
[1:53:34.000 --> 1:53:38.080]  room i could i've always slept good and i finally realized it was a giant wireless router in the
[1:53:38.080 --> 1:53:42.720]  closet right behind the bed turned that sucker off had him hardwire it slept great for the two
[1:53:42.720 --> 1:53:46.960]  years i lived there but i mean if something's messed up my sleep up i know something's going on
[1:53:46.960 --> 1:53:50.560]  and it's because it's flicking on and off and it's sending a charge through my brain and yeah
[1:53:50.560 --> 1:53:54.720]  it's a lot weaker than a microwave or whatever but the point is doesn't matter my brain picks up a new
[1:53:54.720 --> 1:54:01.360]  wave coming through and that's what's happening yeah and i i've been treating people um this last
[1:54:01.360 --> 1:54:07.200]  year with ivermectin the various different things for presumed covid that we don't completely have
[1:54:07.200 --> 1:54:13.360]  our heads wrapped around what it is but it kind of died out in the summer and we could and but
[1:54:13.360 --> 1:54:19.360]  before the even the cold weather hit it came back and suddenly i was getting calls and i finally
[1:54:19.360 --> 1:54:25.440]  asked somebody i said because this person did have pink here and i said if you think there's 5g
[1:54:25.440 --> 1:54:30.000]  that's gone around by your your area because i'm getting a lot of calls in that area and that's
[1:54:30.000 --> 1:54:34.480]  exactly that had happened and it had actually we had been sick in the office the same thing in
[1:54:34.480 --> 1:54:38.640]  wuhan i'm starting to rub it i mean wuhan all the main places it broke out was where the 5g was
[1:54:38.640 --> 1:54:46.400]  institute and in that hospital where dr lee died it had been completely wife in 5g wi-fi yeah that
[1:54:46.400 --> 1:54:53.040]  and and lombardi i understand and also new york city now they're not the only cities but um apparently
[1:54:53.040 --> 1:54:58.800]  it's a it's a pretty good match i'm just the problem with 5g too that people need to understand is
[1:54:58.800 --> 1:55:04.880]  um it's not like 2g and 3g it's 4g it makes it sound like there's just a continuum now we just
[1:55:04.880 --> 1:55:10.640]  know it's a totally new technology super small high powered wavelengths and it's intermittent
[1:55:10.640 --> 1:55:16.720]  like you said it's not we live in a little cloud of 2g or 3g or 4g that was okay to a certain degree
[1:55:17.280 --> 1:55:22.080]  it it was somewhat harmful but we we were able to adapt to it but when you have something like this
[1:55:22.080 --> 1:55:28.800]  that comes in bursts all the time is hard for the body to adapt exactly all right well dr
[1:55:28.800 --> 1:55:33.200]  merritt incredible job will you promise i know it lots going on but the next few months let's do
[1:55:33.200 --> 1:55:37.280]  a commercial free hour interview can send a whole list of things we'll get into them all dr lee
[1:55:37.280 --> 1:55:40.800]  merritt and is the best place for people to find the great work you're doing at the medical rebel
[1:55:40.800 --> 1:55:47.200]  dot com absolutely and i've got i've got a how to what you should do right now to protect yourself
[1:55:47.200 --> 1:55:52.880]  and your family all right 30 seconds on this though are you optimistic about the future oh
[1:55:52.880 --> 1:56:00.400]  absolutely you know besides the fact that we're humans we we have a connection to god um and and
[1:56:00.400 --> 1:56:04.160]  we're also americans americans don't give up we're not going to give over our land we're not going
[1:56:04.160 --> 1:56:08.720]  to give over our freedoms i don't see that happening absolutely this is a real war we
[1:56:08.720 --> 1:56:12.560]  realize it's a war we win we don't we die dr merritt thank you so much have a great christmas
[1:56:12.560 --> 1:56:18.800]  thank you you too all right folks amazing interview amazing lady i have got so much to cover next
[1:56:18.800 --> 1:56:24.560]  hour on the january 6th committee on inflation on elon musk on china and this key article out of
[1:56:24.560 --> 1:56:29.200]  zero hedge that is so smart now it ties into the bill deberg group that runs debos that is running
[1:56:29.200 --> 1:56:35.040]  this whole thing that's coming up but separately you know a lot of people are signing up for reset
[1:56:35.040 --> 1:56:39.040]  wars and we're getting a lot of great feedback from the thousands of people that have signed up
[1:56:39.040 --> 1:56:44.560]  for the course and it's a great course and it's game-changing stuff and it funds us launching
[1:56:44.560 --> 1:56:50.640]  whole new operations whole new system so soon on the air i'm going to lay out people that
[1:56:50.640 --> 1:56:54.320]  going at the course what else is going to be added to the site but it's going to be
[1:56:54.320 --> 1:57:01.520]  independent shows special guests master classes uh you know so much at reset wars dot com and you've
[1:57:01.520 --> 1:57:11.760]  got till tomorrow night 11 59 p.m to get 25 off on the course at reset wars dot com and
[1:57:14.080 --> 1:57:20.160]  again folks if people would have listened to me 25 years ago we would have stopped it you are
[1:57:20.160 --> 1:57:25.840]  listening but i'm telling you this is so game-changing and people will just understand this is real
[1:57:25.840 --> 1:57:30.400]  this is how they control us this is if people actually embrace this research this and use it
[1:57:30.400 --> 1:57:34.400]  it we will defeat them quickly i got a feeling though such going to get a lot worse where people
[1:57:34.400 --> 1:57:40.480]  finally dig this up and use it but one way or another uh this uh will will will be a game changer
[1:57:40.480 --> 1:57:45.200]  reset wars dot com it also keeps us on the air want to thank you for your support go to reset wars
[1:57:45.200 --> 1:57:55.520]  and sign up right now rarely in life you come upon something that is an absolute 360 win and this is
[1:57:55.520 --> 1:58:02.720]  a 360 win situation for everybody that loves liberty that loves health uh that loves being
[1:58:02.720 --> 1:58:09.440]  informed and loves being free ladies and gentlemen when you buy amazing high quality supplements
[1:58:09.440 --> 1:58:14.880]  at info wars store dot com where you get books or films or water filtration or air filtration
[1:58:14.880 --> 1:58:20.480]  all of that makes you healthier all of that makes you wiser and your purchase keeps info wars on
[1:58:20.480 --> 1:58:26.320]  the air at a time when it's so critical and the world is finally waking up helps supercharge
[1:58:26.320 --> 1:58:32.640]  the great awakening even more into the year 2022 please make the resolution to get vitamin mineral
[1:58:32.640 --> 1:58:38.400]  fusion dna force plus ultimate bone broth our great vitamin d3 product winner son and others
[1:58:38.400 --> 1:58:44.320]  at up to 60 percent off at info wars store dot com it is a 360 win the only way to fail is if you
[1:58:44.320 --> 1:58:50.000]  don't take action please visit info wars store dot com now the average person on the face of this
[1:58:50.000 --> 1:58:55.920]  incredible planet is still unaware that there's a war between free individuals and nation states on
[1:58:55.920 --> 1:59:02.240]  one side and the globalist on the other who are literally trying to create a post human world from
[1:59:02.240 --> 1:59:07.120]  the united states to brazil and of course triggered by the bricks in the uk nations were pulling out
[1:59:07.120 --> 1:59:12.480]  of the private corporate fastest world government that's why they launched their great reset and
[1:59:12.480 --> 1:59:19.120]  their program after collapsing us of build back better this is nothing more than a top down
[1:59:19.760 --> 1:59:24.880]  vertical consolidation of the world economy because they couldn't take our guns because we
[1:59:24.880 --> 1:59:30.080]  wouldn't bow because the left which is the ideology of this world government system couldn't win
[1:59:30.960 --> 1:59:37.120]  they released a biological weapon on us now we know two years ago we learned about it about 20
[1:59:37.120 --> 1:59:42.560]  months ago it's that simple they can't meet us because of our free speech and our guns so the global
[1:59:42.560 --> 1:59:47.760]  corporate combine released gov 19 and you know the rest of history expose this paradigm and we win
[1:59:47.760 --> 2:00:05.680]  leading a frontal assault on the lies of the new world order it's alex jones
