[00:00.000 --> 00:28.000]  Info wars. Tomorrow's news. Today.
[35:18.000 --> 35:21.000]  So ban your beef.
[35:21.000 --> 35:23.000]  I mean, I've got it all right here.
[35:23.000 --> 35:26.000]  And so remember, these are the people when you see propaganda in Hollywood
[35:26.000 --> 35:31.000]  or propaganda on the news or propaganda in your children's books or magazines.
[35:31.000 --> 35:33.000]  This is the people running it.
[35:33.000 --> 35:34.000]  They're up to sing.
[35:34.000 --> 35:35.000]  We've got to intensify propaganda.
[35:35.000 --> 35:37.000]  We've got to shut down all our opposition.
[35:37.000 --> 35:38.000]  We've got to control everybody.
[35:38.000 --> 35:44.000]  Senator Manchin says an open press is a problem in America.
[35:44.000 --> 35:46.000]  He's now walking back to remark after backlash,
[35:46.000 --> 35:50.000]  but he said the problem is we've got too much of a free press and too many platforms.
[35:50.000 --> 35:51.000]  That's a quote.
[35:51.000 --> 35:53.000]  Want to hear it again?
[35:53.000 --> 35:55.000]  That's a villain.
[35:55.000 --> 35:58.000]  Chilling like a villain.
[35:58.000 --> 36:02.000]  That's bad people.
[36:02.000 --> 36:03.000]  So let me do this.
[36:03.000 --> 36:04.000]  There's too many of these clips.
[36:04.000 --> 36:09.000]  Let's just start going through them and I'll comment on these clips after I hit them.
[36:09.000 --> 36:10.000]  But what is the name of my book?
[36:10.000 --> 36:11.000]  It just came out six months ago.
[36:11.000 --> 36:14.000]  It was number one for a time in the world.
[36:14.000 --> 36:18.000]  The Great Reset and the War for the World.
[36:18.000 --> 36:23.000]  And in the book we explained if we just identify these people and show how they operate
[36:23.000 --> 36:27.000]  and show their really private corporations that want to knock out all their competition
[36:27.000 --> 36:32.000]  with a green straight jacket of control that has nothing to do with helping the environment.
[36:32.000 --> 36:34.000]  They're transhumanist.
[36:34.000 --> 36:36.000]  It's came over for them.
[36:36.000 --> 36:38.000]  And now you see what's starting to happen.
[36:38.000 --> 36:40.000]  Opposition is exploding.
[36:40.000 --> 36:43.000]  They admit on all their panels basically everybody hates them.
[36:43.000 --> 36:45.000]  The world's turned against them and they're getting their asses kicked.
[36:45.000 --> 36:46.000]  And they don't know what to do.
[36:46.000 --> 36:52.000]  So they call in intelligence agency heads, military heads, NATO's head.
[36:52.000 --> 36:54.000]  And they say, don't worry.
[36:54.000 --> 36:55.000]  We'll deal with these people.
[36:55.000 --> 36:57.000]  Yeah, that's how it works.
[36:57.000 --> 37:01.000]  And now you're going to physically come after us, aren't you?
[37:01.000 --> 37:02.000]  I know that's how it works.
[37:02.000 --> 37:05.000]  And then now we draw you out.
[37:05.000 --> 37:07.000]  Just like Christ did.
[37:07.000 --> 37:10.000]  I'm not good like Christ, but I'm trying to be Christ-like.
[37:10.000 --> 37:16.000]  You draw you out and you strike us down and we become more powerful than you can possibly imagine.
[37:16.000 --> 37:21.000]  And we're an example to all the young ones watching when we get cut down.
[37:21.000 --> 37:23.000]  Go ahead, right here.
[37:23.000 --> 37:25.000]  Come on.
[37:25.000 --> 37:28.000]  And I'm not like some suicide bomber that wants to be crushed,
[37:28.000 --> 37:32.000]  but I've made the decision that I'm happy about it if it does happen.
[37:32.000 --> 37:36.000]  Because I have forced them into a decision they know will hurt them,
[37:36.000 --> 37:37.000]  but they can't help it.
[37:37.000 --> 37:39.000]  They want the power now.
[37:39.000 --> 37:49.000]  So they strike me down with a fake indictment or they kill me or whatever it is they pull.
[37:49.000 --> 37:50.000]  You know it's not true.
[37:50.000 --> 37:52.000]  I'll never commit suicide.
[37:52.000 --> 37:54.000]  I'll never be violent to my family.
[37:54.000 --> 37:59.000]  I'll never, because you see these murder suicides they do where they go and they kill the wife,
[37:59.000 --> 38:01.000]  they kill the kids and they kill the dad and say the dad did it.
[38:01.000 --> 38:03.000]  That's their favorite thing to their political enemies,
[38:03.000 --> 38:06.000]  but we've got some mitigating things to stop them from pulling that off against me.
[38:06.000 --> 38:10.000]  But just know this, we're in the big leagues.
[38:10.000 --> 38:12.000]  The viewers and listeners are in the big league.
[38:12.000 --> 38:14.000]  This is a real war, folks.
[38:14.000 --> 38:17.000]  It's in the game and the public's finally going, whoa, this is real.
[38:17.000 --> 38:22.000]  Not just our long-time audience that are the shock troops that knew before other people,
[38:22.000 --> 38:25.000]  but now the general public's getting it very, very quickly.
[38:25.000 --> 38:28.000]  There's still a big dumb-down mass of people that don't know what time it is
[38:28.000 --> 38:30.000]  and can't find their ass with both hands.
[38:30.000 --> 38:33.000]  But it never takes a majority to defeat tyranny.
[38:33.000 --> 38:37.000]  Only a small, focused, determined minority.
[38:37.000 --> 38:40.000]  And if you compare other revolutions that have been peacefully carried out,
[38:40.000 --> 38:47.000]  we have bigger numbers, you can do it peacefully, in a velvet cultural revolution.
[38:47.000 --> 38:51.000]  We have some of the biggest numbers any revolutions ever had.
[38:51.000 --> 38:57.000]  And we have an elite that is extremely hated and disgusting and eating its own,
[38:57.000 --> 39:01.000]  and it's all folding in on itself right now.
[39:01.000 --> 39:04.000]  It's all folding in. The snake is eating its tail right now.
[39:04.000 --> 39:10.000]  So we've really reached a very powerful moment in history.
[39:10.000 --> 39:15.000]  And I'm going to get to all those clips and more ahead of our special guests joining us.
[39:15.000 --> 39:17.000]  But I wanted to spend a whole time on this.
[39:17.000 --> 39:22.000]  I saw this news item and it made me think of this.
[39:22.000 --> 39:27.000]  I'm looking for my nitric oxide bottle I had over here,
[39:27.000 --> 39:30.000]  but we can just show it to you on the camera over there.
[39:30.000 --> 39:32.000]  Look at this headline on the New York Post.
[39:32.000 --> 39:40.000]  Men who use Viagra are 25% less likely to suffer early death in a USC major study
[39:40.000 --> 39:43.000]  with over 70,000 adult men.
[39:43.000 --> 39:48.000]  And they found that what is in the Viagra, to make a long story short,
[39:48.000 --> 39:53.000]  creates more nitric oxide and other things that allows oxygen to be carried
[39:53.000 --> 40:00.000]  better through the blood and helps open up pathways into the cells of key nutrients that the heart and cardiovascular system needs.
[40:00.000 --> 40:01.000]  Big report on that front.
[40:01.000 --> 40:05.000]  Now, the reason I raised that is what did Dr. Judy Mikovits say on the show yesterday.
[40:05.000 --> 40:10.000]  She said, I really love your nitric oxide product.
[40:10.000 --> 40:17.000]  She said, I've looked at its really good strong dose of all those key compounds
[40:17.000 --> 40:20.000]  that your heart really, really needs, your cardiovascular system,
[40:20.000 --> 40:23.000]  especially with all the crazy stuff in the environment,
[40:23.000 --> 40:26.000]  and what's going on with these spike proteins and things,
[40:26.000 --> 40:29.000]  not just from the vaccine, but from the virus itself.
[40:29.000 --> 40:35.000]  So one of the biggest things they tell you to do is drink a lot of water, exercise.
[40:35.000 --> 40:38.000]  Now they're saying actually fatty diets are better for your heart,
[40:38.000 --> 40:40.000]  but not trans fat, not cooked fats, not artificial fats.
[40:40.000 --> 40:41.000]  They're terrible.
[40:41.000 --> 40:44.000]  And this is one of the big things you can do.
[40:44.000 --> 40:46.000]  Vitamin D3 is so important for the heart.
[40:46.000 --> 40:48.000]  Zinc is important for the heart.
[40:48.000 --> 40:51.000]  Obviously, magnesium is critical to the heart.
[40:51.000 --> 40:56.000]  We have a very nice double magnesium product that has both types of magnesium,
[40:56.000 --> 40:57.000]  both the good types.
[40:57.000 --> 40:59.000]  Both brands only have one or the other.
[40:59.000 --> 41:00.000]  We have both.
[41:00.000 --> 41:01.000]  That's back in stock.
[41:01.000 --> 41:04.000]  A limited supply of our great, fizzy magnesium.
[41:04.000 --> 41:07.000]  And we've got so many great products,
