[00:00:11.617 --> 00:00:13.498]  Sorry folks, park's closed.
[01:32:30.226 --> 01:32:42.358]  New phobias on everyone to bring in their planetary regime directed by the WHO with vaccines that actually change your DNA and make you owned by Microsoft.
[01:32:42.358 --> 01:32:44.700]  It's a final frontier.
[01:32:44.700 --> 01:32:47.363]  It's the year 2020.
[01:32:47.363 --> 01:32:49.485]  It's not coming.
[01:32:49.485 --> 01:32:50.526]  It's here.
[01:32:50.526 --> 01:32:52.348]  And submission is blood in the water.
[01:32:59.548 --> 01:33:11.191]  You're listening to the Alex Jones Show.
[01:33:11.191 --> 01:33:16.853]  Don't know much about history.
[01:33:16.853 --> 01:33:20.594]  Don't know much biology.
[01:33:20.594 --> 01:33:24.335]  Don't know much about a science book.
[01:33:24.335 --> 01:33:26.596]  Don't know much about the French I've told.
[01:33:26.596 --> 01:33:27.376]  Oh, you're a Democrat.
[01:33:29.890 --> 01:33:41.767]  Alright, so Tori is a lady that does a show with Millie Weaver who was arrested right as she was releasing an online documentary.
[01:33:41.767 --> 01:33:42.328]  Shadow gay.
[01:33:43.561 --> 01:33:45.922]  Which I think overall is a good film.
[01:33:45.922 --> 01:33:49.024]  As a guest, to postulate something with no evidence is not true.
[01:33:49.024 --> 01:33:54.427]  But overall, Operation Mockingbird and government agencies manipulating media, that's 100% true.
[01:33:54.427 --> 01:33:56.288]  So I like the film overall.
[01:33:56.288 --> 01:33:58.830]  Everybody asks, well, why is Millie Weaver arrested?
[01:33:58.830 --> 01:34:02.032]  I mean, I've got all these famous people calling me, texting me, what's happening, what's going on?
[01:34:02.574 --> 01:34:05.895]  Well, her mother has come out and said three months ago she filed a complaint.
[01:34:05.895 --> 01:34:09.556]  She came to visit during the COVID collapse from California and wanted to live there.
[01:34:09.556 --> 01:34:11.077]  Got in an argument.
[01:34:11.077 --> 01:34:13.317]  Her phone got broken in the argument.
[01:34:13.317 --> 01:34:14.558]  She got thrown out of the house.
[01:34:14.558 --> 01:34:16.038]  She called the police.
[01:34:16.038 --> 01:34:17.839]  Later, she tried to drop the charges.
[01:34:17.839 --> 01:34:21.640]  And three months later, they come and grab her and her husband and his brother.
[01:34:21.640 --> 01:34:23.200]  And now they're in jail.
[01:34:23.200 --> 01:34:26.101]  And so there was an arrest, like I told you on Friday.
[01:34:26.101 --> 01:34:27.962]  It wasn't made up to promote a film.
[01:34:27.962 --> 01:34:30.562]  Oh, Jones is doing this to promote a film.
[01:34:30.562 --> 01:34:31.923]  No, that's not what was going on.
[01:34:33.029 --> 01:34:34.330]  I think the film was done for a while.
[01:34:34.330 --> 01:34:36.571]  They were just waiting and kept tinkering with it.
[01:34:36.571 --> 01:34:38.171]  So I think the arrest finally got it out.
[01:34:38.171 --> 01:34:39.492]  That's really what happened.
[01:34:39.492 --> 01:34:43.074]  But, Tori, you were getting into the weirdness of all of this.
[01:34:43.074 --> 01:34:46.295]  And, I mean, this is a huge story right now.
[01:34:46.295 --> 01:34:49.017]  Shadowgate on your YouTube's got like 2 million views.
[01:34:49.017 --> 01:34:51.058]  Last time I checked, it's on Bandot Video.
[01:34:51.058 --> 01:34:53.239]  It's up there, got 600,000 views.
[01:34:53.239 --> 01:34:54.499]  So the film's getting seen.
[01:34:54.499 --> 01:34:55.980]  I think it overall has a good message.
[01:34:55.980 --> 01:34:57.641]  Like you said, you're one of the main people.
[01:34:57.641 --> 01:34:59.201]  Millie, the evidence is great.
[01:34:59.201 --> 01:35:00.062]  It's a well done film.
[01:35:00.342 --> 01:35:06.024]  I'm not putting the guy down that says with no evidence that Roger Stone is the commander of everything.
[01:35:06.024 --> 01:35:06.984]  It's just not true.
[01:35:06.984 --> 01:35:07.644]  It's not shown.
[01:35:07.644 --> 01:35:13.106]  Just because there's one thing in a film doesn't mean it's overall not a good film.
[01:35:13.106 --> 01:35:15.787]  We just have to obviously say that's not true.
[01:35:15.787 --> 01:35:17.988]  So what do you think the big story really is here?
[01:35:19.244 --> 01:35:25.286]  Well, okay, so I don't think that's what Bergie meant, but anyway, here's the thing.
[01:35:25.286 --> 01:35:32.008]  When we were working on this for a very long time, as you know, she's been dropping a lot of this stuff over the past few months.
[01:35:32.008 --> 01:35:44.212]  From the Kentucky elections, that came straight to her, probably because they knew that she was working with me on that, because I had gone up against the elections again with the election meddling back in 2016.
[01:35:45.672 --> 01:35:52.376]  So, you know, all of this was unfolding and like you said, we were tweaking it, we were adding, we were putting.
[01:35:52.376 --> 01:35:56.939]  Now, July 20th was the day we were really, she was going to drop it.
[01:35:56.939 --> 01:35:59.621]  But, you know, then the file corrupted.
[01:35:59.621 --> 01:36:03.083]  And then after that, her internet was just not working at all.
[01:36:03.083 --> 01:36:03.503]  At all.
[01:36:03.503 --> 01:36:05.324]  It was snail movement.
[01:36:05.324 --> 01:36:07.826]  So everything had to be edited offline.
[01:36:08.386 --> 01:36:11.871]  So the minute she connected to the internet, right?
[01:36:11.871 --> 01:36:15.235]  That is when she ceded the file to me and started to upload.
[01:36:15.235 --> 01:36:16.917]  That's when the police knocked on the door.
[01:36:16.917 --> 01:36:18.839]  That's when they were coming.
[01:36:18.839 --> 01:36:23.085]  And you know, I warned her last week after she dropped the trailer.
[01:36:23.085 --> 01:36:25.267]  I said, look, if you don't drop this within the next few days,
[01:36:26.008 --> 01:36:33.895]  There's going to be issues because they're all going to start bringing in Edward Snowden into the picture so they can get hold of the narrative.
[01:36:33.895 --> 01:36:34.775]  She says, no, no.
[01:36:34.775 --> 01:36:35.676]  And what do we see?
[01:36:35.676 --> 01:36:43.983]  A lot of Edward Snowden coming into the picture because it's so predictable when you've created these programs and these operations to just see it.
[01:36:43.983 --> 01:36:45.364]  So blow and behold.
[01:36:45.364 --> 01:36:51.469]  I think Edward Snowden should be given a pardon and I think Julian Assange should as well.
[01:36:52.526 --> 01:36:54.928]  Julian Assange is not the same as Snowden.
[01:36:54.928 --> 01:36:57.211]  Julian Assange is a journalist.
[01:36:57.211 --> 01:37:00.173]  He shouldn't even be in jail.
[01:37:00.173 --> 01:37:00.714]  Period.
[01:37:00.714 --> 01:37:01.335]  End of story.
[01:37:01.335 --> 01:37:02.616]  He should have been in the U.S.
[01:37:02.616 --> 01:37:08.562]  If anyone ever looks at the actual indictment against Julian Assange, they know it has no legs in court.
[01:37:08.562 --> 01:37:09.463]  Absolutely no legs.
[01:37:09.463 --> 01:37:10.203]  Absolutely.
[01:37:10.203 --> 01:37:11.184]  I agree with you on that.
[01:37:11.184 --> 01:37:12.566]  Go back to Roger though.
[01:37:14.127 --> 01:37:15.729]  Because Roger's been prosecuted a lot.
[01:37:15.729 --> 01:37:23.556]  He got over 100 parlor messages watching the film and watching what happened on my show Friday, taking it that he's this kingpin with General Jones.
[01:37:23.556 --> 01:37:25.518]  He's never met General Jones.
[01:37:25.518 --> 01:37:30.502]  So I'm just saying we need to repudiate that part or Roger's going to go wild.
[01:37:30.502 --> 01:37:33.465]  And I was trying to get him earlier today not to do that.
[01:37:33.465 --> 01:37:35.967]  I mean, you understand Roger's a good guy.
[01:37:35.967 --> 01:37:36.908]  Let me tell you something, Alex.
[01:37:36.908 --> 01:37:39.811]  I've been working on Roger's case for a very long time.
[01:37:40.718 --> 01:37:44.523]  And I found out how he was framed with his jury.
[01:37:44.523 --> 01:37:45.885]  I told him that when I interviewed him.
[01:37:45.885 --> 01:37:46.526]  No, I know.
[01:37:46.526 --> 01:37:47.227]  Tori, you're great.
[01:37:47.227 --> 01:37:48.368]  You exposed a bunch of election fraud.
[01:37:48.368 --> 01:37:51.292]  I'm just saying, Roger cannot hardly send an email.
[01:37:51.292 --> 01:37:52.554]  He's worse than I am.
[01:37:52.554 --> 01:37:55.037]  He is not running some giant internet command base.
[01:37:55.798 --> 01:37:58.660]  No, he's not.
[01:37:58.660 --> 01:37:59.961]  He did nothing wrong.
[01:37:59.961 --> 01:38:01.502]  I adore Roger Stone.
[01:38:01.502 --> 01:38:02.322]  No, I know you did.
[01:38:02.322 --> 01:38:03.303]  You did a good job of the film.
[01:38:03.303 --> 01:38:04.424]  So let's just move forward.
[01:38:04.424 --> 01:38:06.585]  Let's worry about then what's coming next.
[01:38:06.585 --> 01:38:07.426]  Well, here's the thing.
[01:38:07.426 --> 01:38:08.306]  It's the mystery.
[01:38:08.306 --> 01:38:13.450]  Why did the police ham-fistedly not even know they wanted Millie, but they wanted Gavin?
[01:38:13.450 --> 01:38:15.851]  People thought it was fake because they were so unprofessional.
[01:38:15.851 --> 01:38:17.272]  I couldn't believe it, but it was real.
[01:38:17.272 --> 01:38:18.213]  What is going on then?
[01:38:19.105 --> 01:38:23.907]  Alex, I kid you not, when that happened, I called Patrick and I was like, is this an IIA?
[01:38:23.907 --> 01:38:27.588]  Like, did someone like hijack and pretend this can't be a real arrest?
[01:38:27.588 --> 01:38:28.508]  They didn't even have a warrant.
[01:38:28.508 --> 01:38:31.389]  They were asking if it was green papers, like what's going on?
[01:38:31.389 --> 01:38:32.949]  And nothing was on the system.
[01:38:32.949 --> 01:38:34.550]  Here's where the curious part happens.
[01:38:34.990 --> 01:38:48.114]  And I recorded part of a call with Millie's permission, uh, you know, and I promised that I would omit all private identifying information, uh, that they changed, they changed the indictment after they detained them.
[01:38:48.114 --> 01:38:51.015]  The indictment clearly said burglary.
[01:38:51.015 --> 01:38:58.617]  And then after the fact, the whole Ohio justice system went dark and suddenly it pops up as robbery next.
[01:38:59.195 --> 01:39:01.076]  And it's like, wait a minute, so is it burglary?
[01:39:01.076 --> 01:39:03.138]  Okay, so that's, that's huge.
[01:39:03.138 --> 01:39:03.578]  Yeah, I know.
[01:39:03.578 --> 01:39:07.440]  Because I agree, I've never seen them not tell somebody when they're being arrested what it is.
[01:39:07.440 --> 01:39:08.681]  They said, we don't know.
[01:39:08.681 --> 01:39:10.722]  That's why people thought it was fake.
[01:39:10.722 --> 01:39:11.063]  I know.
[01:39:11.063 --> 01:39:14.745]  You get, Tori, why I'm freaked out, because I can usually see the angles.
[01:39:14.745 --> 01:39:17.607]  I'm, I don't know what, I'm actually confused right now.
[01:39:19.271 --> 01:39:20.672]  That makes two of us.
[01:39:20.672 --> 01:39:29.594]  But what Millie, I can tell you, was excited about was the fact that this video, aside from on my YouTube page, now that link is actually banned by Twitter.
[01:39:29.594 --> 01:39:31.835]  You're not allowed to share my YouTube video.
[01:39:31.835 --> 01:39:36.516]  But it's been reproduced so it's all over the internet in all languages.
[01:39:36.516 --> 01:39:40.217]  The whole world is watching this because this is applicable globally.
[01:39:40.217 --> 01:39:42.438]  Remember, this is a global syndicate.
[01:39:42.438 --> 01:39:46.259]  It's a private global syndicate that houses everybody's
[01:39:46.559 --> 01:39:47.139]  We're good to go.
[01:40:09.565 --> 01:40:11.871]  I mean, Roger's the worst technical person on earth.
[01:40:11.871 --> 01:40:13.295]  I'm not even defending Roger.
[01:40:13.295 --> 01:40:17.366]  It's just like saying... That's why I went off the deep end.
[01:40:17.366 --> 01:40:17.546]  Sorry.
[01:40:18.317 --> 01:40:19.457]  Yeah, no, that's okay.
[01:40:19.457 --> 01:40:23.399]  I mean, you have to re-watch the video a few times to understand exactly what it's saying.
[01:40:23.399 --> 01:40:25.779]  I think everyone sees it with different points of view.
[01:40:25.779 --> 01:40:27.020]  It's like paintings.
[01:40:27.020 --> 01:40:41.904]  Now, Haley actually put out an article on my page, on Tori Says, where it has embedded the audio from Millie Weaver during our phone call and what we were discussing, where she said, what's crazy is the paperwork said burglary, and then by the time they booked us, it had changed to robbery.
[01:40:42.444 --> 01:40:56.862]  So that is a big problem, and as I've been digging into this prosecutor, he has connections with Wexner, with Ricoh, that Ricoh arrest that just happened in Ohio with over 60 million dollars with all these, you know... And the judge got a DWI, right?
[01:40:57.816 --> 01:41:00.719]  Well, um, their judge is Judge Becky.
[01:41:00.719 --> 01:41:01.240]  I don't know.
[01:41:01.240 --> 01:41:02.301]  I'm looking at the prosecutor.
[01:41:02.301 --> 01:41:04.704]  Like, he's dirty everywhere.
[01:41:04.704 --> 01:41:06.105]  Like, everywhere.
[01:41:06.105 --> 01:41:07.927]  So, um, that should be coming out.
[01:41:07.927 --> 01:41:09.109]  So let me ask this question.
[01:41:09.109 --> 01:41:10.530]  The film's out.
[01:41:10.530 --> 01:41:13.353]  You arrest somebody or set them up before it comes out.
[01:41:13.353 --> 01:41:15.235]  Why bust her right when it's coming out?
[01:41:16.036 --> 01:41:17.977]  I mean, if I wanted to make a film big, that's what I would do.
[01:41:34.745 --> 01:41:40.408]  Their normal router internet, where Millie was ready, was clicking to put it on her YouTube, you know, because it's a 10 gig file.
[01:41:40.408 --> 01:41:41.328]  It takes a while.
[01:41:41.328 --> 01:41:42.809]  That's when they arrived.
[01:41:42.809 --> 01:41:45.370]  And it looked like the sheriffs didn't know what they were doing.
[01:41:45.370 --> 01:41:47.671]  They were disheveled.
[01:41:47.671 --> 01:41:49.932]  All they knew is that they needed to round them up.
[01:41:49.932 --> 01:41:51.153]  They were on phone calls.
[01:41:51.153 --> 01:41:54.895]  Like, it's as if they, you know, the minute they connected to the internet, it was over.
[01:41:54.895 --> 01:41:56.375]  They wanted to shut it down.
[01:41:56.375 --> 01:41:57.636]  That's exactly what happened.
[01:41:58.439 --> 01:42:00.881]  So the timing, I don't care what anyone says.
[01:42:00.881 --> 01:42:05.105]  Well sure, if you're going to send people in to do something illegal, you don't tell them why they're there.
[01:42:05.105 --> 01:42:08.268]  That's why they're like, we don't know why we're here, we're just supposed to arrest you.
[01:42:08.268 --> 01:42:10.970]  I mean, I agree, that is crazy.
[01:42:10.970 --> 01:42:12.752]  And Millie feels like that too.
[01:42:12.752 --> 01:42:15.074]  All her rights have been taken away, look.
[01:42:17.503 --> 01:42:19.846]  Through one person's words.
[01:42:19.846 --> 01:42:32.420]  So Alex, if I want to, I can go down to my local police, say whatever I want about you, and they'll get a secret grand jury indictment with no... But her mother said, it's a public statement, that she said drop the charges.
[01:42:32.420 --> 01:42:35.583]  They got in a fight and our cell phone broke three months ago.
[01:42:35.583 --> 01:42:37.906]  I mean... It wasn't even a fight.
[01:42:38.777 --> 01:42:47.251]  It was the second time they caught her recording, you know, documents they had out, and serial numbers, and computers, and logs.
[01:42:47.251 --> 01:42:48.012]  That's what she was doing.
[01:42:48.012 --> 01:42:49.374]  So wait, they think they're mothers?
[01:42:49.374 --> 01:42:50.456]  Ha ha ha!
[01:42:50.456 --> 01:42:51.498]  Ha ha!
[01:42:51.498 --> 01:42:52.339]  Ha ha!
[01:42:52.339 --> 01:42:53.200]  This is getting crazy!
[01:42:56.015 --> 01:43:01.657]  The New World Order is a planetary corporate plan for world government.
[01:43:01.657 --> 01:43:04.919]  But world government is only the control grid.
[01:43:04.919 --> 01:43:12.462]  Now, inner members of the cult are told that they are going to transcend and become gods and attain immortality.
[01:43:12.462 --> 01:43:19.485]  But the price for that is to carry out the orderly extermination of all carbon-based life forms.
[01:43:19.485 --> 01:43:21.726]  That's why they say carbon is bad.
[01:43:21.726 --> 01:43:24.907]  They are rewriting the entire genetic code of the planet.
[01:43:25.467 --> 01:43:27.308]  They are playing God.
[01:43:27.308 --> 01:43:37.214]  They believe they have been inspired by interdimensional entities that are giving them advanced technology to carry out this transformation.
[01:43:37.214 --> 01:43:42.517]  I know this sounds insane, but if you read the writings of the Globalist, it's all on record.
[01:43:42.517 --> 01:43:43.617]  You have been warned.
[01:43:44.938 --> 01:43:49.400]  You have been given the information to say no to this plan.
[01:43:49.400 --> 01:43:52.981]  This is the end of all life on Earth as we know it.
[01:43:52.981 --> 01:43:56.142]  This is the alien takeover of Earth.
[01:43:56.142 --> 01:44:05.006]  Well, we're six months into the COVID-19 lockdown, and now Democrat leaders are calling for people to be charged with attempted murder if they don't wear the mask of the symbol.
[01:44:05.086 --> 01:44:05.186]  Yes.
[01:44:23.593 --> 01:44:24.253]  Joe Biden.
[01:44:24.253 --> 01:44:31.557]  And they're saying, oh, we think we're going to lose, but we're going to have the Democrat states secede, claiming that Joe Biden's won the popular vote.
[01:44:31.557 --> 01:44:36.040]  And we are then going to set up our own country and ask the military to remove Trump.
[01:44:36.040 --> 01:44:38.601]  This is officially in the New York Times.
[01:44:38.601 --> 01:44:39.942]  And I don't just believe the New York Times.
[01:44:39.942 --> 01:44:43.904]  I've been telling you for over a year, this is their plan from other statements they've made.
[01:44:43.904 --> 01:44:49.027]  And then Atlantic Monthly, the Washington Post, the Financial Times of London, the Council on Foreign Relations.
[01:44:49.187 --> 01:44:50.348]  This is their plan.
[01:44:50.348 --> 01:44:51.968]  We've got 80 days left to stop it.
[01:44:51.968 --> 01:44:53.089]  What are you going to do?
[01:44:53.089 --> 01:44:53.989]  I'm serious, folks.
[01:44:53.989 --> 01:44:56.810]  This is the time to save the country.
[01:44:56.810 --> 01:45:01.972]  Attention, attention, attention to anyone that still wants to live in a free country.
[01:45:01.972 --> 01:45:11.776]  The New World Order, CHICOM Globalist Syndicate is making its move to implode the dollar and thrust the United States into a civil war by contesting the election.
[01:45:11.776 --> 01:45:15.038]  They are openly wargaming this at the highest levels of the Democratic Party.
[01:45:15.578 --> 01:45:20.004]  Nancy Pelosi and others have gone on television and said they will contest the election.
[01:45:20.004 --> 01:45:20.905]  Trump is going.
[01:45:20.905 --> 01:45:27.955]  They will hold a separate inauguration for Biden and Kamala Harris and that anyone challenging that will be called a racist.
[01:45:27.955 --> 01:45:30.458]  They will then trigger race riots and violence.
[01:45:30.458 --> 01:45:32.801]  They've already beta tested around the country.
[01:45:33.562 --> 01:45:36.224]  We are not living in normal times.
[01:45:36.224 --> 01:45:43.690]  When these type of things happen in history, people are usually caught flat-footed because they can't believe they're living in such a criminal era.
[01:45:43.690 --> 01:45:44.611]  We are.
[01:45:44.611 --> 01:45:50.796]  We are living in the period where this criminal globalist syndicate that's been feeding on America is being exposed and removed.
[01:45:50.796 --> 01:45:54.439]  Now is the time for all good men and women to come to the aid of the country.
[01:45:54.439 --> 01:45:55.940]  Spread the word now, Paul Reveres!
[01:45:57.079 --> 01:46:00.923]  You can really break civilizations down into two types.
[01:46:00.923 --> 01:46:03.747]  Predatory and non-predatory.
[01:46:03.747 --> 01:46:07.331]  Or oppressive, conquest-based, or renaissance-based.
[01:46:07.331 --> 01:46:14.879]  And of course, different types of civilizations and countries and political systems of history, at the present, are mixes of the two.
[01:46:15.896 --> 01:46:21.400]  But with globalism, it is a post-human ideology.
[01:46:21.400 --> 01:46:37.774]  So it's scientifically geared to be oppressive, and the rationale is social Darwinism, that the ruling class are elites, and because they're in power, they have a right to rule over you, poison you, dumb you down, sterilize you, and kill you.
[01:46:37.774 --> 01:46:41.237]  So all the people wearing masks, like outside at the park and stuff,
[01:46:41.957 --> 01:46:48.704]  Are living in a total hoax and think their act of submission is an act of working for the common good in a collective?
[01:46:48.704 --> 01:46:49.345]  No.
[01:46:49.345 --> 01:46:52.468]  It's a sign that you're a slave who will take the forced inoculations.
[01:46:52.468 --> 01:46:59.576]  The federal government and Yale are studying the forced inoculations right now.
[01:46:59.576 --> 01:47:02.159]  You're listening to the Alex Jones Show.
[01:47:07.814 --> 01:47:21.499]  Welcome back, I'm Alex Jones, your host.
[01:47:21.499 --> 01:47:24.101]  Final segment, The David Knight.
[01:47:24.101 --> 01:47:25.341]  8 a.m.
[01:47:25.341 --> 01:47:26.702]  tomorrow morning, I'll kick it off.
[01:47:26.702 --> 01:47:28.102]  I'll be back 11 a.m.
[01:47:28.102 --> 01:47:30.143]  central to 3 p.m.
[01:47:30.143 --> 01:47:32.664]  And then, of course, Owen Schroeder in the War Room comes up after that.
[01:47:34.548 --> 01:48:00.228]  So, you know, I was thinking this, and I talked to Robert Barnes on Friday, he's a smart lawyer, I respect his views, and he's like, either it's locals thinking that normal news gathering is illegal because the media is saying WikiLeaks is illegal, or it's just a tragedy of errors and, you know, false reporting or whatever, or it's a deeper state group wanting to bring up a new Snowden slash
[01:48:01.530 --> 01:48:06.753]  Julian Assange type story and burn some folks.
[01:48:06.753 --> 01:48:12.876]  As a way to take the air out of the room from Trump giving a pardon to Julian Assange or Snowden.
[01:48:12.876 --> 01:48:21.780]  And our guest Tori that co-hosts with Billy Weaver on some of her shows and helped work on this film Shadowgate that is free and is posted at band.video.
[01:48:21.780 --> 01:48:25.062]  You can find it for now on YouTube but most of these things get taken down.
[01:48:25.987 --> 01:48:33.112]  But regardless, I just hope you share it and look at it for yourself, even though I'm not saying all of it's 100% that unaccurate, because I know Roger Stone doesn't work for General Jones.
[01:48:33.112 --> 01:48:33.932]  That doesn't matter.
[01:48:33.932 --> 01:48:39.936]  The point is the overall information in the film is accurate about media manipulation, the things that are going on, the things that are happening.
[01:48:39.936 --> 01:48:52.504]  But Tori, you were getting in there as we went to break into the larger picture and what you think's behind this and where you think this is going, because people see the coincidence of Millie releasing a film on a day
[01:48:53.581 --> 01:48:58.264]  And then that's the day she got arrested, but see, she was having technical problems.
[01:48:58.264 --> 01:49:08.931]  When the film finally went through, you said to you and to others, that's what triggered whatever the alert was to send the police out, who don't seem to know why they're there, and they're like, wait, arrest him?
[01:49:08.931 --> 01:49:11.012]  Okay, we're getting Gavin Wintz, her husband.
[01:49:11.012 --> 01:49:12.193]  Oh, Millie Weaver too?
[01:49:12.193 --> 01:49:13.194]  Yeah, we're gonna get you.
[01:49:13.194 --> 01:49:17.717]  Because they're on the phone going, okay, we're getting Gavin Wintz, he's here.
[01:49:17.717 --> 01:49:18.797]  Oh, you want Millie Weaver too?
[01:49:18.797 --> 01:49:19.998]  Well, that's not on the warrant.
[01:49:19.998 --> 01:49:21.819]  You can't see it, ma'am, sorry.
[01:49:21.819 --> 01:49:22.320]  It does.
[01:49:23.180 --> 01:49:25.321]  That's why it looks fake to people.
[01:49:25.321 --> 01:49:29.264]  Even though they're in the jailhouse, it's admitted it's going on.
[01:49:29.264 --> 01:49:34.948]  That's why this is so crazy that it was something watching the digital lines.
[01:49:34.948 --> 01:49:41.012]  And I guess they think, well, the crime's committed once the film's uploaded, but there's nothing classified in it.
[01:49:41.012 --> 01:49:42.833]  They're charging him with something else.
[01:49:42.833 --> 01:49:44.214]  How do you decipher all of that?
[01:49:45.327 --> 01:49:53.253]  Okay, something that people don't know is that I'm the only one that got the file from the back end right as they were moving up on the internet.
[01:49:53.253 --> 01:49:55.534]  So they went to the more mirrored one.
[01:49:55.534 --> 01:50:05.701]  And something else they don't know is that her brother was also arrested who was on the telephone with me while I had paused my program online on air to talk to him.
[01:50:05.701 --> 01:50:07.082]  And he was like, they're all getting arrested.
[01:50:07.082 --> 01:50:08.963]  I said, don't let them take their phones.
[01:50:08.963 --> 01:50:09.964]  Hold on to their phones.
[01:50:09.964 --> 01:50:11.045]  And then they arrested him too.
[01:50:11.685 --> 01:50:15.586]  And not only that, the power was cut from the house.
[01:50:15.586 --> 01:50:21.607]  So, thank God, you know, I was writing Gavin, hey, I'm going on air, I want you to click send.
[01:50:21.607 --> 01:50:25.128]  Show me where it's at on the send through our seed network.
[01:50:25.128 --> 01:50:27.069]  And he showed it to me and that was it.
[01:50:27.069 --> 01:50:29.309]  And it was at 60% and I was happy.
[01:50:29.309 --> 01:50:32.510]  Ten minutes later, they were arrested, their power was cut.
[01:50:33.250 --> 01:50:34.431]  The power was cut.
[01:50:34.431 --> 01:50:36.092]  So there's a lot more... Okay, that's huge.
[01:50:36.092 --> 01:50:37.613]  The power was cut.
[01:50:37.613 --> 01:50:41.256]  So this isn't about just arresting people and they know there's going to be media.
[01:50:41.256 --> 01:50:42.677]  That's why the cops were being nice.
[01:50:42.677 --> 01:50:43.498]  They cut the power.
[01:50:43.498 --> 01:50:45.359]  That's huge.
[01:50:45.359 --> 01:50:46.880]  Yeah, and it was only for a bit.
[01:50:46.880 --> 01:50:53.545]  Once they drove off with them, they turned it back on, which would disrupt any conveyance of information, shut down computers, right?
[01:50:53.545 --> 01:50:55.247]  That would kill an upload.
[01:50:55.247 --> 01:50:55.947]  Yeah, it would.
[01:50:55.947 --> 01:50:57.628]  And I was the only one that got the upload.
[01:50:57.628 --> 01:50:58.649]  The only one.
[01:50:58.649 --> 01:51:00.410]  So, Tori, you don't like to speculate.
[01:51:00.410 --> 01:51:00.811]  I don't either.
[01:51:02.193 --> 01:51:04.114]  What do you as a smart lady involved in all this?
[01:51:04.114 --> 01:51:05.894]  I've had you as a guest several times the last few years.
[01:51:05.894 --> 01:51:06.274]  I know you are.
[01:51:06.274 --> 01:51:07.454]  You're a great lady.
[01:51:07.454 --> 01:51:10.055]  What do you think's really going on here?
[01:51:10.055 --> 01:51:18.197]  Okay, like I said, I told Millie the minute I started seeing Edward Snowden on the lips of everyone, I was like, uh-oh, this is mitigation.
[01:51:18.197 --> 01:51:20.858]  Now, we can disagree, Alex, because I adore you.
[01:51:20.858 --> 01:51:27.720]  You've kept me companies in the most weirdest armpits of the world that I've been to listening to you for years, just so you know.
[01:51:27.720 --> 01:51:29.040]  So I'm a huge fan of yours.
[01:51:29.720 --> 01:51:31.522]  But we can disagree on this.
[01:51:31.522 --> 01:51:34.684]  Julian Assange is not in the same boat as Snowden.
[01:51:34.684 --> 01:51:43.971]  Snowden actually caused, created that twin stream so that they can stream out everybody's information over to Europe to these private companies.
[01:51:43.971 --> 01:51:48.615]  The only reason he whistle blew is because he realized just how disposable he was.
[01:51:48.615 --> 01:51:53.179]  I think Snowden is not a pure creature as Assange.
[01:51:53.179 --> 01:51:57.462]  I mean, I hear what you're saying, but I'm not in the camp of Snowden.
[01:51:58.621 --> 01:52:05.056]  He should get immunity if he blows the whistle and says that Obama put him there because that's exactly who directed this.
[01:52:05.056 --> 01:52:05.897]  Let's be clear.
[01:52:06.750 --> 01:52:07.390]  Okay?
[01:52:07.390 --> 01:52:09.351]  Because those of us that know, know.
[01:52:09.351 --> 01:52:15.512]  And I've received communications from people that are still within agencies saying, whoa, I can't believe you did this.
[01:52:15.512 --> 01:52:17.173]  So this is going to all come out.
[01:52:17.173 --> 01:52:20.354]  This is why when they were asking President Trump, oh, what do you think about Snowden?
[01:52:20.354 --> 01:52:21.214]  And he said, I don't know.
[01:52:21.214 --> 01:52:22.174]  Some people are saying this.
[01:52:22.174 --> 01:52:23.595]  Some people, we don't know.
[01:52:23.595 --> 01:52:28.816]  The thing is, maybe we can give him immunity to talk and point the fingers because he was registered.
[01:52:28.816 --> 01:52:34.778]  Unlike Snowden, myself or Berge do not get afforded any whistleblower protections.
[01:52:34.778 --> 01:52:35.218]  He does.
[01:52:36.132 --> 01:52:38.975]  He does because he was directly paid by their payroll.
[01:52:38.975 --> 01:52:41.317]  It wasn't a third removed.
[01:52:41.317 --> 01:52:46.942]  So the story of Snowden has been glamour, you know, perfume, tutus, and lipstick.
[01:52:46.942 --> 01:52:50.505]  Sure, you're talking about Oliver Stone making a movie, all of it.
[01:52:51.653 --> 01:52:53.735]  Well, it's all glorified.
[01:52:53.735 --> 01:52:54.795]  It's not the truth.
[01:52:54.795 --> 01:53:00.439]  The truth is, he went in there to hijack the NSA stream and reinforce this twinning of streams.
[01:53:00.439 --> 01:53:08.445]  So every single piece of data that we speak, text, pictures, whatever you want, is housed at the NSA, is shipped off overseas.
[01:53:08.445 --> 01:53:09.486]  And he did that.
[01:53:09.486 --> 01:53:11.147]  Let's be clear on what he did.
[01:53:11.147 --> 01:53:13.609]  And then he came out saying, oh, they're copying your messages.
[01:53:13.609 --> 01:53:14.790]  Yeah, they're copying everything.
[01:53:14.790 --> 01:53:15.811]  It's not just Verizon.
[01:53:15.811 --> 01:53:18.553]  Okay, well, I'm not disagreeing with you, but I'm not seeing the proof that he's
[01:53:19.133 --> 01:53:23.276]  He, how would he control the whole architecture to put everything overseas?
[01:53:23.276 --> 01:53:24.637]  You didn't have to put the architecture.
[01:53:24.637 --> 01:53:30.942]  That's a gigantic, I don't, click the buttons, but who sets up the giant server factories?
