[00:00.000 --> 00:28.000]  this Wednesday.
[1:46:53.480 --> 1:47:17.480]  And that's all we ever have to know is that God is in charge.
[1:47:17.480 --> 1:47:26.480]  The story's bigger than just Owen Shroyer, an InfoWars reporter, arrested in D.C. last week, giving his exclusive statement right now.
[1:47:26.480 --> 1:47:39.480]  The story's about the prisons in America versus what's on the border, what the media claims is happening to the immigrants.
[1:47:39.480 --> 1:47:46.480]  We've got the countdown happening right now, the virus being released, we're only recovering it.
[1:47:46.480 --> 1:47:51.480]  So the trial of the president that continues tomorrow will be covering why.
[1:47:51.480 --> 1:48:05.480]  But describe D.C. jail for people versus Elijah Cummings, rest in hell, bitching about kids six years ago under Obama, not having proper diapers.
[1:48:05.480 --> 1:48:21.480]  So I was actually stunned at the state of the central block in the Washington, D.C. jails where they held me for overnight, more than 24 hours, because the average Democrat goes down to an illegal immigrant facility
[1:48:21.480 --> 1:48:31.480]  and if they see a dead bug or if they see, you know, a pillow that's not fluffed or a fence, God forbid, all hell breaks loose, they raise hell, they have to get the funds, they have to demonize,
[1:48:31.480 --> 1:48:40.480]  activate the ACLU, activate the SPLC, activate everybody, oh my gosh, the poor illegal immigrants in their free facilities, they're better than most daycares in this country.
[1:48:40.480 --> 1:48:49.480]  If the average liberal Democrat saw the condition that the central block D.C. jail was in, they would be appalled.
[1:48:49.480 --> 1:48:54.480]  Now, I'm not even sitting here trying to say, oh, they need to have flank, you know, luxurious jail cells. My point is that...
[1:48:54.480 --> 1:48:55.480]  You're just reporting what you saw.
[1:48:55.480 --> 1:48:57.480]  American citizens get dirt.
[1:48:57.480 --> 1:49:00.480]  And if you're a Democrat, though, and you see something from a legal...
[1:49:00.480 --> 1:49:02.480]  Well, tell them what it was like.
[1:49:02.480 --> 1:49:17.480]  All right, so this is... I've been to jail a few times in my life. I'm not proud of it. I'm not gonna say I'm not or am proud of this last thing, but I've never been to a jail where they don't give you either a pillow, a blanket, or a pad to lay on.
[1:49:17.480 --> 1:49:26.480]  First one I've ever seen where they don't give you anything, you just lay on a metal sheet. Your cell, you could try to count the cockroaches, but there'll be too many to count.
[1:49:26.480 --> 1:49:33.480]  You turn your head, you turn your head, you're gonna see 30 live cockroaches running around. You're gonna see 30 dead cockroaches just belly up.
[1:49:33.480 --> 1:49:38.480]  And you're gonna see 30 dead cockroaches just blood and guts smeared all over the wall, all over your bed.
[1:49:38.480 --> 1:49:42.480]  Like, nobody's cleaned the facilities in decades. And this is what you sleep on.
[1:49:42.480 --> 1:49:45.480]  See, this is a planet cockroach.
[1:49:45.480 --> 1:49:56.480]  And again, if those type of facilities were seen at an illegal immigration facility, it would be like, you know, stop everything, stop the presses, burn the White House down, like we have to do something for these non-Americans.
[1:49:56.480 --> 1:49:59.480]  Meanwhile, the facilities are like glistening, like...
[1:49:59.480 --> 1:50:03.480]  Oh, they're better than the average public school at the... the average illegal immigration facility.
[1:50:03.480 --> 1:50:05.480]  So you're inside this hellhole.
[1:50:05.480 --> 1:50:13.480]  And where I was, they put the worst in D.C. And, you know, when I got out...
[1:50:13.480 --> 1:50:15.480]  We're wearing a piece of tape over your mouth.
[1:50:15.480 --> 1:50:18.480]  Because I had a piece of tape over my mouth and I had a piece of paper.
[1:50:18.480 --> 1:50:31.480]  And let me just say this, Alex, because when I got arrested, the security guards at the Capitol Building were basically like, we support your cause, we like your content, we like InfoWars, we like Alex Jones.
[1:50:31.480 --> 1:50:35.480]  What's your guys doing is great. And I'm like, well, you know, you just arrested me.
[1:50:35.480 --> 1:50:38.480]  You know, you guys are the ones that let them do it all day long.
[1:50:38.480 --> 1:50:43.480]  So I don't even want to sit here and talk trash on these poor guys. And then this guy who arrested me is first arrest ever.
[1:50:43.480 --> 1:50:46.480]  Ironically enough, the two times I've been arrested in D.C. is their first arrest ever.
[1:50:46.480 --> 1:50:57.480]  So they get in and my estimation is that they basically get run by the only Democrat in the police force when they get into processing.
[1:50:57.480 --> 1:51:02.480]  Because all the other cops are like, yeah, we're all Republicans here, we're all conservatives, we all love Trump.
[1:51:02.480 --> 1:51:08.480]  I'm like, well, you guys are the ones arresting me. So I mean, who am I really going to sit here and point fingers at?
[1:51:08.480 --> 1:51:15.480]  But then, Alex, on the official arrest document, and again, the arresting officer is just like, oh, I don't know what I'm doing.
[1:51:15.480 --> 1:51:20.480]  The processing officer comes in and says, the victim of this crime is society.
[1:51:20.480 --> 1:51:24.480]  So they literally have on document that society is a victim of me.
[1:51:24.480 --> 1:51:32.480]  And if you were and if you're at the event, Alex, and you can see the videos, they're at band.videoininfowars.com on all the stories we put out.
[1:51:32.480 --> 1:51:36.480]  The crowd is cheering me on. The crowd is literally cheering me on.
[1:51:36.480 --> 1:51:41.480]  I was having all kinds of people come up and shake my hand and take pictures, say how much they love me and everything.
[1:51:41.480 --> 1:51:42.480]  Who ordered him to do this?
[1:51:42.480 --> 1:51:47.480]  So who ordered him to do it? But more than anything, why, why do they just have to lie?
[1:51:47.480 --> 1:51:50.480]  Why do the D.C. police have to go along with a lie?
[1:51:50.480 --> 1:51:52.480]  Why do these security guards have to go along with a lie?
[1:51:52.480 --> 1:51:55.480]  Is it just because they want to keep their job? Are they just yes men?
[1:51:55.480 --> 1:51:59.480]  And again, I ended up talking to these guys. They're good men, but why are you taking illegal orders?
[1:51:59.480 --> 1:52:04.480]  You know the removed Trump protesters are out there all the time for hours on end, 40 demonstrators minimum.
[1:52:04.480 --> 1:52:09.480]  I was one man, the whole crowd was behind me, and you still arrested me.
[1:52:09.480 --> 1:52:16.480]  So why are you sitting here putting out a report saying that society was a victim of my quote unquote demonstration that was silent and peaceful
[1:52:16.480 --> 1:52:20.480]  and a fraction of the size of the one that was there just days before?
[1:52:20.480 --> 1:52:23.480]  It was just shows because the deep state runs everything.
[1:52:23.480 --> 1:52:25.480]  And these people will all be fired if they don't do it.
[1:52:25.480 --> 1:52:28.480]  And like you said, they apologize to you later.
[1:52:28.480 --> 1:52:32.480]  Why does everyone follow the order at a certain point? It's got to stop.
[1:52:32.480 --> 1:52:36.480]  And so that's like, I would ask this question, what is the order you won't follow?
[1:52:36.480 --> 1:52:41.480]  Because they could just ignore you out there or they could have just walked me out of the building.
[1:52:41.480 --> 1:52:45.480]  If they had to give me out, they could have just walked me out like they do to James Fonda.
[1:52:45.480 --> 1:52:49.480]  But no, they had to put the cuffs on me because they were told to do it.
[1:52:49.480 --> 1:52:51.480]  But Nadler.
[1:52:51.480 --> 1:52:58.480]  Well, I think we've got as I mean, you know, the legal proceedings are ongoing with the litigation.
[1:52:58.480 --> 1:53:06.480]  But we've got some pretty shocking developments that when I told no one, I was like, hey, man, I think I think Nadler, someone from the Democrats was like, yeah, make sure he's arrested.
[1:53:06.480 --> 1:53:07.480]  Because I'm standing outside.
[1:53:07.480 --> 1:53:10.480]  This is during the congressional Nadler hearing.
[1:53:10.480 --> 1:53:11.480]  And I'm staying outside.
[1:53:11.480 --> 1:53:13.480]  The cops want to let me go, but they had to keep holding me there.
[1:53:13.480 --> 1:53:14.480]  I wasn't even in cuffs.
[1:53:14.480 --> 1:53:15.480]  They were just told you to hold them.
[1:53:15.480 --> 1:53:16.480]  Wait, wait, wait.
[1:53:16.480 --> 1:53:21.480]  I was like, yeah, I think my my theory was, yeah, Nadler said, go arrest him.
[1:53:21.480 --> 1:53:26.480]  And then it comes out like they're trying to ban me from the Capitol grounds that can only come from Congress.
[1:53:26.480 --> 1:53:28.480]  So I mean, they're there.
[1:53:28.480 --> 1:53:35.480]  Look, and this is what I was saying earlier, Alex, they the reason why they attack Alex Jones, the reason why they attack inforrs, the reason why they arrest.
[1:53:35.480 --> 1:53:38.480]  Oh, and Troy is because we're the ones banging our heads against the wall.
[1:53:38.480 --> 1:53:42.480]  The reason why they go against Trump, he's the one banging his head against the wall inside the Oval Office.
[1:53:42.480 --> 1:53:52.480]  My point is, if we don't start standing up for one another in the moment of the fight, which would be the security guard saying, you know what?
[1:53:52.480 --> 1:53:53.480]  We're not going to arrest him.
[1:53:53.480 --> 1:53:54.480]  What are you going to do?
[1:53:54.480 --> 1:53:55.480]  Fire me.
[1:53:55.480 --> 1:53:56.480]  The police officer saying, you know what?
[1:53:56.480 --> 1:54:00.480]  We're not going to take a mental block and people go, oh, don't worry.
[1:54:00.480 --> 1:54:02.480]  The Senate trial is failing.
[1:54:02.480 --> 1:54:03.480]  It's an illegal trial.
[1:54:03.480 --> 1:54:04.480]  Exactly.
[1:54:04.480 --> 1:54:05.480]  The whole thing's a damn fraud.
[1:54:05.480 --> 1:54:08.480]  We had a certain point because, you know, they're already settled.
[1:54:08.480 --> 1:54:09.480]  We're going to have more impeachments now.
[1:54:09.480 --> 1:54:11.480]  Oh, they're never going to stop.
[1:54:11.480 --> 1:54:17.480]  And again, though, not only is the impeachment illegal, no one is even following anymore.
[1:54:17.480 --> 1:54:18.480]  Nobody's even watching.
[1:54:18.480 --> 1:54:20.480]  The ratings have crashed.
[1:54:20.480 --> 1:54:21.480]  I mean, it's a total joke.
[1:54:21.480 --> 1:54:25.480]  And you get these, these Adam shifts and everybody coming up here, puffing up their chests.
[1:54:25.480 --> 1:54:26.480]  Oh, look at me.
[1:54:26.480 --> 1:54:28.480]  The cameras are on me.
[1:54:28.480 --> 1:54:33.480]  Oh, I'll get that Trump this time for the fourth straight year of not being able to get him.
[1:54:33.480 --> 1:54:34.480]  We'll find him.
[1:54:34.480 --> 1:54:38.480]  And the average person that just doesn't know any better just sees it going on and thinks it must be legit.
[1:54:38.480 --> 1:54:45.480]  They don't know how corrupt that dirt bag Adam ship is hanging out with Ed Buck with over those dead bodies in his basement.
[1:54:45.480 --> 1:54:46.480]  I mean, my goodness.
[1:54:46.480 --> 1:54:48.480]  You can't make it up.
[1:54:48.480 --> 1:54:50.480]  You can't make this up.
[1:54:50.480 --> 1:55:00.480]  Well, you know, as well as anybody, if you want to, if you have any doubt that there's a deep state, if you have any doubt that there's a shadow government, if you have any doubt about this corruption, just try to fight it for one day.
[1:55:00.480 --> 1:55:02.480]  Just stand up to it one day.
[1:55:02.480 --> 1:55:03.480]  And see what happens.
[1:55:03.480 --> 1:55:07.480]  And even Trump, I mean, Trump knew it was corrupt and he even got in.
[1:55:07.480 --> 1:55:10.480]  He said, I can't believe it's like, I didn't believe it was this bad.
[1:55:10.480 --> 1:55:12.480]  I mean, even for me, I'm sitting out.
[1:55:12.480 --> 1:55:13.480]  I did not expect to get arrested.
[1:55:13.480 --> 1:55:14.480]  I mean, I really didn't.
[1:55:14.480 --> 1:55:16.480]  I mean, I went there.
[1:55:16.480 --> 1:55:20.480]  Let me ask you this.
[1:55:20.480 --> 1:55:22.480]  What do they pull next?
[1:55:22.480 --> 1:55:25.480]  Because, you know, they're going to pull some more stuff here.
[1:55:25.480 --> 1:55:33.480]  Well, what they're trying to do right now, as far as the Trump thing is concerned, they're rolling out John Bolton's new book.
[1:55:33.480 --> 1:55:40.480]  So it's just, it's the same, it's the same playbook, Alex. Oh, roll out a book conveniently timed to put wind behind the sails of this.
[1:55:40.480 --> 1:55:42.480]  Look at the book by John Bolton.
[1:55:42.480 --> 1:55:43.480]  Oh, yeah.
[1:55:43.480 --> 1:55:48.480]  And then, you know, conservative neo consul say, well, John Bolton is a respectable, admirable person.
[1:55:48.480 --> 1:55:52.480]  So you need to read and check out this book and then they'll bring it up on the impeachment trial.
[1:55:52.480 --> 1:56:01.480]  So really what's going on here, Alex, you have public publicly funded anti-Trump advertising happening 24 seven.
[1:56:01.480 --> 1:56:02.480]  That's what this impeachment is.
[1:56:02.480 --> 1:56:06.480]  It's publicly funded anti-Trump advertising 24 seven.
[1:56:06.480 --> 1:56:08.480]  But Roger, we all warned him.
[1:56:08.480 --> 1:56:10.480]  I mean, look at John Bolton.
[1:56:10.480 --> 1:56:14.480]  I mean, well, and that's bringing him in your midst is not a good move.
[1:56:14.480 --> 1:56:15.480]  That's another point, too.
[1:56:15.480 --> 1:56:17.480]  I mean, look at, it's just, that's the thing, too.
[1:56:17.480 --> 1:56:19.480]  When does Trump take action, too?
[1:56:19.480 --> 1:56:24.480]  I mean, when does Trump finally turn the screws on these people and say, enough is enough?
[1:56:24.480 --> 1:56:25.480]  I've had enough.
[1:56:25.480 --> 1:56:31.480]  I mean, you look at Roger Stone, you look at Michael Flynn, you look at Alex Jones, you look at Owen Troy, you can go down the list, ladies and gentlemen.
[1:56:31.480 --> 1:56:33.480]  When do we finally see some justice?
[1:56:33.480 --> 1:56:35.480]  When do we see some action?
[1:56:35.480 --> 1:56:37.480]  When does a bar take action?
[1:56:37.480 --> 1:56:43.480]  When does Trump stand up for these people by name in a, you know, I don't know what's going through Trump's head.
[1:56:43.480 --> 1:56:45.480]  He's obviously got an election coming up.
[1:56:45.480 --> 1:56:48.480]  He's obviously very busy dealing with the globalists and trying to be president of the United States.
[1:56:48.480 --> 1:56:51.480]  But I mean, my God, I can't get the globalist office back.
[1:56:51.480 --> 1:56:52.480]  Okay, I can't do it.
[1:56:52.480 --> 1:56:53.480]  Only he can do that.
[1:56:53.480 --> 1:56:59.480]  Well, plus, if somebody shoot at me and misses, pow, pow, pow, my bullets, I don't go, well, they missed.
[1:56:59.480 --> 1:57:00.480]  I'm not going to worry about it.
[1:57:00.480 --> 1:57:01.480]  Oh, that's fine.
[1:57:01.480 --> 1:57:02.480]  Keep shooting.
[1:57:02.480 --> 1:57:03.480]  Okay, great.
[1:57:03.480 --> 1:57:04.480]  They missed a bunch.
[1:57:04.480 --> 1:57:05.480]  You can't let them keep shooting.
[1:57:05.480 --> 1:57:06.480]  It's un-American.
[1:57:06.480 --> 1:57:07.480]  It's illegal.
[1:57:07.480 --> 1:57:08.480]  It's BS.
[1:57:08.480 --> 1:57:09.480]  That's what I'm saying.
[1:57:09.480 --> 1:57:14.480]  Well, I think America is obviously getting tired of the impeachment scam.
[1:57:14.480 --> 1:57:20.480]  The question is going to be, when will America rise up like they did in Virginia on Monday?
[1:57:20.480 --> 1:57:21.480]  That's what we need.
[1:57:21.480 --> 1:57:22.480]  And that was beautiful.
[1:57:22.480 --> 1:57:23.480]  All right.
[1:57:23.480 --> 1:57:26.480]  You'll be back tomorrow at 3 p.m. central with the war room.
[1:57:26.480 --> 1:57:27.480]  I'm Alex Jones.
[1:57:27.480 --> 1:57:28.480]  Love it.
[1:57:28.480 --> 1:57:31.480]  David Knight, 8 a.m. central info wars.com.
[1:57:31.480 --> 1:57:33.480]  The only power it has is you.
[1:57:33.480 --> 1:57:35.480]  You are the info war.
[1:57:35.480 --> 1:57:36.480]  Spread those links.
[1:57:36.480 --> 1:57:37.480]  We salute you.
[1:57:37.480 --> 1:57:38.480]  Great job to the crew.
[1:57:38.480 --> 1:57:42.480]  Pray for folks in China around the world with this Corona virus.
[1:57:42.480 --> 1:57:44.480]  Pray for people to be healed.
[1:57:44.480 --> 1:57:47.480]  If they were to keep it for the store now.
[1:57:47.480 --> 1:57:48.480]  infowarstore.com.
[1:57:48.480 --> 1:57:55.480]  We have a new product, and we got several thousand of these in, and they're going to sell out in a few days at the rate we're selling them.
[1:57:55.480 --> 1:58:00.480]  I want to thank the listeners for getting it, but this really is a game changing toothpaste.
[1:58:00.480 --> 1:58:06.480]  And it doesn't compete with super blue that's four to five of colloidal silver and iodine and fluoride free.
[1:58:06.480 --> 1:58:08.480]  The adult or the children's.
[1:58:08.480 --> 1:58:12.480]  These are both excellent toothpaste concentrates that don't have fillers.
[1:58:12.480 --> 1:58:13.480]  People love it.
[1:58:13.480 --> 1:58:21.480]  This is a whitening toothpaste that also has the above sea coral calcium that also cleans but also re mineralizes the teeth.
[1:58:21.480 --> 1:58:27.480]  Then it has the patented silver salt, silver in it to knock out the bacteria that cause ginsivitis.
[1:58:27.480 --> 1:58:28.480]  This is all proven.
[1:58:28.480 --> 1:58:29.480]  You can make claims of this.
[1:58:29.480 --> 1:58:41.480]  But I have to tell you, no one has a toothpaste this good for knocking out the bacteria, the viruses, and cleaning the teeth in a healthy way that doesn't strip away the enamel.
[1:58:41.480 --> 1:58:42.480]  So we're really proud of it.
[1:58:42.480 --> 1:58:44.480]  It funds the operation infowarstore.com.
[1:58:44.480 --> 1:58:46.480]  And that's why we're still on air.
[1:58:46.480 --> 1:58:47.480]  Thanks to you.
[1:58:47.480 --> 1:58:54.480]  Allergies, dander, asthma, germs, toxins.
[1:58:54.480 --> 1:58:58.480]  There are many reasons why we need to think about what is really in the air around us.
[1:58:58.480 --> 1:59:03.480]  We may not be able to stop breathing, but we can control what's in the air we breathe.
[1:59:03.480 --> 1:59:11.480]  The revolutionary Alexa pure breeze air filtration system is a powerful ally in the fight against the dangerous toxins and viruses in the air.
[1:59:11.480 --> 1:59:19.480]  Powerful, quiet, and effective, the breeze uses a four step purification process to help you breathe easier and cleaner.
[1:59:19.480 --> 1:59:22.480]  Similar systems could cost hundreds to even thousands of dollars.
[1:59:22.480 --> 1:59:28.480]  But the Alexa pure breeze air purification is the best and most affordable bar none.
[1:59:28.480 --> 1:59:36.480]  The breeze in the ion cluster patented technology used in the system, eliminate up to 99.97% of airborne contaminants.
[1:59:36.480 --> 1:59:41.480]  Get the Alexa pure breeze today and save big on a world class air filtration system for your home.
[1:59:41.480 --> 1:59:43.480]  Don't keep breathing toxic or dangerous air.
[1:59:43.480 --> 2:00:07.480]  Get this special today at InfoWarsStore.com.
