[00:00:17.441 --> 00:00:18.583]  Things are bad.
[00:27:23.701 --> 00:27:33.355]  The globalists can try to be heartless devil whispers that commit rituals of all sorts of horrible crimes, try to get away from the humanity, but really they can't escape the laws of the universe.
[00:27:33.355 --> 00:27:38.142]  They may train themselves to commit heinous crimes and not feel it themselves, but
[00:27:38.963 --> 00:27:44.488]  The repercussions of what they commit always comes back on them and their families and the very structure itself.
[00:27:44.488 --> 00:27:46.610]  Wealth is created by loving God.
[00:27:46.610 --> 00:27:48.831]  Wealth is created by having a connection to God.
[00:27:48.831 --> 00:27:51.614]  God is the source of all creation, all success, all power.
[00:27:51.614 --> 00:27:54.176]  If you deny that, you'll be destroyed.
[00:27:54.176 --> 00:28:00.942]  The miraculous properties of turmeric have been admired and even worshipped for thousands of years by ancient civilizations.
[00:28:01.522 --> 00:28:04.904]  With modern science, we know why turmeric is so popular.
[00:28:04.904 --> 00:28:11.909]  Its antioxidant effect, its anti-inflammatory effect, everything it does is simply amazing.
[00:28:11.909 --> 00:28:15.951]  And most turmerics out there are simply food products.
[00:28:15.951 --> 00:28:21.495]  They're 3-5% curcuminoid, but we have body's ultimate turmeric formula.
[00:28:22.415 --> 00:28:22.515]  Yeah.
[00:28:44.232 --> 00:28:45.033]  I think so.
[00:28:54.659 --> 00:28:56.920]  Talk about tomorrow's news today.
[00:28:56.920 --> 00:29:00.082]  This is all very transparent when you war game it out.
[00:29:00.082 --> 00:29:05.746]  Six months ago, Infowars predicted that the mail-in ballots would be used to steal the election from Trump.
[00:29:05.746 --> 00:29:13.791]  They would simply pause the voting at night and then have an unlimited number that they had in reserve to bring forward in battleground states to secure the victory.
[00:29:13.791 --> 00:29:14.931]  And now that happened.
[00:29:14.931 --> 00:29:19.954]  Now what else did I predict a few months ago and again last week and again last night, all on record?
[00:29:19.954 --> 00:29:22.056]  That when Joe Biden was president-elect,
[00:29:22.916 --> 00:29:23.597]  We're good to go.
[00:29:56.809 --> 00:29:59.437]  You're listening to The Alex Jones Show.
[00:30:20.694 --> 00:30:25.596]  We are witnessing a giant psychological operation against the United States and against the world.
[00:30:25.596 --> 00:30:36.179]  The very same voting machine systems being used in the key battleground states are used in third world countries to ensure that they never get out from under the yoke of their oppressive regimes.
[00:30:36.179 --> 00:30:42.281]  This is the iron fist hidden inside the velvet glove of technocracy.
[00:30:42.281 --> 00:30:43.501]  I am your host, Alex Jones.
[00:30:43.501 --> 00:30:44.342]  Thank you for joining us.
[00:30:44.342 --> 00:30:48.243]  I'm about to lay out the reality of where we are.
[00:30:49.926 --> 00:30:54.127]  There is complete evidence of election fraud, massive amounts of it.
[00:30:54.127 --> 00:30:55.827]  We'll go over a lot of it.
[00:30:55.827 --> 00:31:00.148]  It's being released, the algorithms, the numbers, the facts, how it's being done.
[00:31:00.148 --> 00:31:11.591]  We have the eyewitnesses at the grassroots who also witnessed what was unfolding in Georgia, in Michigan, in Pennsylvania, in Arizona, and other areas.
[00:31:11.591 --> 00:31:17.672]  But let me show you this first before I hit Georgia, which is the key domino, which is wobbling back and forth, about to fall.
[00:31:21.584 --> 00:31:29.525]  Newsom rebuked by court for use of executive power amid COVID-19.
[00:31:29.525 --> 00:31:35.306]  Just like federal and state courts have rebuked the Michigan dictator or the New York dictator.
[00:31:35.306 --> 00:31:35.966]  And what did he do?
[00:31:35.966 --> 00:31:39.367]  Well, a lot of stuff he did.
[00:31:39.367 --> 00:31:50.969]  Judge issues final ruling, declares Governor Newsom's abuse of power unconstitutional in mandating that counties only have mail-in ballots so they can engage in massive fraud.
[00:31:52.930 --> 00:31:55.771]  Governor Newsom overstepped his power with executive order on election.
[00:31:55.771 --> 00:31:57.212]  California judge rules.
[00:31:57.212 --> 00:32:00.854]  San Francisco Chronicle.
[00:32:00.854 --> 00:32:03.976]  Court declares Governor Newsom's abuse of power unconstitutional.
[00:32:03.976 --> 00:32:11.920]  And all they do on NPR and every local station is parrot the same thing over and over and over again.
[00:32:11.920 --> 00:32:14.041]  And whether you're in Germany or whether you're in California,
[00:32:16.220 --> 00:32:19.142]  It doesn't matter if it's a state of the union or a place in Europe.
[00:32:19.142 --> 00:32:20.163]  It's the same message.
[00:32:20.163 --> 00:32:23.144]  It's just one more really hardcore lockdown for four to five months.
[00:32:23.144 --> 00:32:25.786]  You can't leave your house, period.
[00:32:25.786 --> 00:32:30.229]  And then we might let you go out, but you still got to wear a mask and take inoculations.
[00:32:30.229 --> 00:32:31.910]  And the mask never come off.
[00:32:31.910 --> 00:32:32.891]  Fauci said it.
[00:32:32.891 --> 00:32:34.372]  Folks, the chains are going on.
[00:32:34.372 --> 00:32:39.835]  And if you put up with a second lockdown twice as long, there'll be another, another till you're locked down all the time.
[00:32:39.835 --> 00:32:43.658]  Because if you actually go to the Debo script, the people are freaking out.
[00:32:43.658 --> 00:32:45.379]  I've had so many famous people call me.
[00:32:46.621 --> 00:32:49.182]  National talk show host, I'll leave it at that.
[00:32:49.182 --> 00:32:50.162]  You name it.
[00:32:50.162 --> 00:32:51.882]  And just say, wow, how did you know this?
[00:32:51.882 --> 00:32:52.962]  They're admitting Great Reset.
[00:32:52.962 --> 00:32:54.883]  They're admitting it's to destroy the world economy.
[00:32:54.883 --> 00:32:56.783]  They're admitting it's an authoritarian takeover.
[00:32:56.783 --> 00:32:57.984]  Yeah.
[00:32:57.984 --> 00:32:59.604]  Yeah.
[00:32:59.604 --> 00:33:09.886]  And now the head White House doctor says, you must rise up.
[00:33:09.886 --> 00:33:10.926]  Yeah.
[00:33:10.926 --> 00:33:13.127]  All this compliance is meant to kill your business.
[00:33:14.582 --> 00:33:18.207]  These businesses think, no, no, I comply, I won't get sued for COVID.
[00:33:18.207 --> 00:33:21.492]  You're saying you have liability for the flu or pneumonia?
[00:33:21.492 --> 00:33:23.956]  It's all an exaggerated fraud.
[00:33:23.956 --> 00:33:25.238]  There's a real virus.
[00:33:25.238 --> 00:33:28.323]  Bill Gates made it so he can own it so everybody gets infected.
[00:33:30.022 --> 00:33:31.843]  99.9% don't even get sick.
[00:33:31.843 --> 00:33:32.664]  It doesn't matter.
[00:33:32.664 --> 00:33:33.664]  Now you're guilty.
[00:33:33.664 --> 00:33:36.886]  And oh, the test says you don't have it now, but you might later.
[00:33:36.886 --> 00:33:41.188]  And oh, it reinfects, and so there's no, and so the vaccine won't even work.
[00:33:41.188 --> 00:33:42.629]  Your world is over!
[00:33:42.629 --> 00:33:45.030]  Because our little computer tester says you've got it!
[00:33:48.114 --> 00:33:55.236]  Imagine a Doctor Who episode where the Daleks are all these little robots rolling around like R2-D2 saying, exterminate, exterminate.
[00:33:55.236 --> 00:33:58.557]  But instead they said, hello my friend, I'm here to test you for the COVID.
[00:33:58.557 --> 00:34:00.177]  Oh, sorry, you've got it.
[00:34:00.177 --> 00:34:02.538]  You've got to go away.
[00:34:02.538 --> 00:34:05.139]  And now they actually in Japan and Europe have Daleks.
[00:34:05.139 --> 00:34:07.359]  They look just like Daleks, right out of Doctor Who.
[00:34:07.359 --> 00:34:09.380]  Whoever designed it copied a Dalek.
[00:34:09.380 --> 00:34:12.441]  And they come up and stick a swab up your nose.
[00:34:12.441 --> 00:34:15.982]  And if you don't, an inner hatch opens up and a gun comes out.
[00:34:15.982 --> 00:34:17.062]  I'm not kidding, it's on the news.
[00:34:18.035 --> 00:34:21.938]  Now they have drones with guns telling you, don't leave your homes, don't leave your homes.
[00:34:21.938 --> 00:34:23.039]  This is the dystopia.
[00:34:23.039 --> 00:34:29.785]  So, I showed you that, the nexus point of the illegality of this, but the Democrats don't care what judges say.
[00:34:29.785 --> 00:34:32.648]  They just keep going.
[00:34:32.648 --> 00:34:34.429]  This is the most dangerous time ever.
[00:34:34.429 --> 00:34:37.912]  So, I showed you Newsom, now let me show you this.
[00:34:37.912 --> 00:34:39.994]  And this is the big story.
[00:34:39.994 --> 00:34:41.275]  Lawsuit.
[00:34:41.275 --> 00:34:45.379]  Georgia Secretary of State signed illegal deal with Democrats
[00:34:46.789 --> 00:35:00.873]  Challenging how ballots are processed, allowing them to be processed after, and allowing mail-in ballots to be counted without actual proof or signatures being confirmed, and it just goes on from there.
[00:35:00.873 --> 00:35:10.696]  And it's in the agreement that the governor did with Hillary Clinton's lawyer, Mark Elias, they have the agreement, it's linked right here, to do this.
[00:35:10.696 --> 00:35:12.677]  So think about that.
[00:35:12.677 --> 00:35:16.558]  Just like Pennsylvania, just like California, just like Georgia.
[00:35:18.959 --> 00:35:23.101]  And so they were going to try to certify the vote Saturday.
[00:35:23.101 --> 00:35:26.522]  The legislature is putting pressure on the governor to call an emergency legislative session.
[00:35:26.522 --> 00:35:30.644]  That's the power of the legislature.
[00:35:30.644 --> 00:35:36.046]  They can then block this and invalidate this and be able to get into a real recount, but they can't.
[00:35:36.046 --> 00:35:40.008]  So now they've moved the clock back to Thursday.
[00:35:40.008 --> 00:35:43.369]  Everyone must go to the capital of Georgia now.
[00:35:45.100 --> 00:35:47.622]  And you must surround the governor's mansion now.
[00:35:47.622 --> 00:35:48.222]  I'm coming.
[00:35:48.222 --> 00:35:50.103]  I'll be there.
[00:35:50.103 --> 00:35:52.925]  And I'm bringing Roger Stone, and I'm bringing a bunch of other people.
[00:35:52.925 --> 00:35:54.386]  That's what I'm doing behind the scenes.
[00:35:54.386 --> 00:36:06.213]  And I'm calling the damn White House, and I'm telling Trump he needs to go and get on a frickin' airplane, and land at the capital of Georgia, and go into the governor's mansion, and stop sitting there letting his lawyers do it.
[00:36:06.213 --> 00:36:11.477]  We need to see people power, and this will do it.
[00:36:11.477 --> 00:36:11.617]  So,
[00:36:13.792 --> 00:36:14.933]  Alan Dershowitz is right.
[00:36:14.933 --> 00:36:16.735]  Say what you want about him, he's a top lawyer.
[00:36:16.735 --> 00:36:19.939]  They're going to win the Pennsylvania suit, but it'll be already certified.
[00:36:19.939 --> 00:36:21.301]  They don't even care.
[00:36:21.301 --> 00:36:29.831]  Pennsylvania allowed votes after the date of the election.
[00:36:29.831 --> 00:36:33.595]  Michigan locked the place down and put plywood up and brought in the illegal votes.
[00:36:33.595 --> 00:36:34.316]  They've been caught!
[00:36:36.328 --> 00:36:36.948]  And it's illegal.
[00:36:36.948 --> 00:36:38.789]  Now let me give you the rest of the stuff.
[00:36:38.789 --> 00:36:40.170]  Just some of the stuff in the stack.
[00:36:40.170 --> 00:36:43.111]  Then we've got video clips and I'll do a great reset start of the next hour.
[00:36:43.111 --> 00:36:45.552]  Which is the group above all this.
[00:36:45.552 --> 00:36:50.154]  And it's the big 35,000 foot view instead of the 10 foot view here.
[00:36:50.154 --> 00:36:52.436]  Look at these headlines.
[00:36:52.436 --> 00:36:57.798]  Wisconsin.
[00:36:57.798 --> 00:36:59.599]  Wisconsin.
[00:36:59.599 --> 00:37:02.380]  Lawsuit filed to remove nearly 800,000 ballots due to illegal votes.
[00:37:08.223 --> 00:37:13.185]  And it just goes on and on with what's unfolding.
[00:37:13.185 --> 00:37:24.428]  WikiLeaks, Soros-linked voting machines used in most battleground states were used to rig the 2004 Venezuelan elections.
[00:37:24.428 --> 00:37:28.770]  86% of Trump voters say Biden did not legitimately win the election.
[00:37:28.770 --> 00:37:31.050]  Does it matter what mainstream media says?
