[00:00:13.112 --> 00:00:19.157]  Ladies and gentlemen,
[00:27:47.433 --> 00:27:49.535]  Senator Blumenthal's like, good, get it done quicker.
[00:27:53.311 --> 00:27:58.052]  And they're doing it to everybody now.
[00:27:58.052 --> 00:28:10.556]  Down to Facebook announcing that they're experimenting getting rid of likes because they don't like the fact that you can tell people as a human what you like.
[00:28:10.556 --> 00:28:11.696]  Talk about tyranny!
[00:28:11.696 --> 00:28:16.598]  Someone in a prison can, through the bars, up or down their fingers.
[00:28:16.598 --> 00:28:19.799]  Or can boo if they don't get their lunch or dinner.
[00:28:20.469 --> 00:28:28.983]  But you won't have the rights of a prisoner in a maximum security prison!
[00:28:28.983 --> 00:28:34.431]  And these arrogant technocrats believe they've already broken away from humanity and we're in the post-human world!
[00:28:35.345 --> 00:28:36.286]  Megalomania.
[00:28:36.286 --> 00:28:43.513]  Their Reich will not last a thousand years, it will not last a hundred years, it will not last twenty years.
[00:28:43.513 --> 00:28:49.079]  When they establish their world government, it will last one year!
[00:28:49.079 --> 00:28:53.904]  And four million people will be killed during that period, so saith the Lord!
[00:28:57.836 --> 00:29:03.580]  Finally, there's a way for you to get into the blockchain, the hottest financial sector without all the speculation.
[00:29:03.580 --> 00:29:08.683]  Now, enjoy a 27% annualized payment each month without the ups and downs of Bitcoin.
[00:29:08.683 --> 00:29:16.409]  Seen on programs broadcast on Fox Business News, blockchain data centers offer an equipment leasing program in the explosive digital asset marketplace.
[00:29:16.409 --> 00:29:24.294]  Inspired by entrepreneurs who sold picks and shovels during the gold rush, the money is in the mining equipment used to manufacture dozens of critical digital assets.
[00:29:24.454 --> 00:29:26.255]  Not a security IPO or note.
[00:29:26.255 --> 00:29:35.758]  Blockchain data centers have a proven turnkey equipment sale leaseback program with a 27% annualized lease payment deposited into your bank account each month.
[00:29:35.758 --> 00:29:36.599]  Don't miss this one.
[00:29:36.599 --> 00:29:37.899]  Stake your claim today.
[00:29:37.899 --> 00:29:38.179]  Call 800-600-3388.
[00:29:38.179 --> 00:29:38.519]  That's 800-600-3388.
[00:29:38.519 --> 00:29:40.600]  These valuable lease contracts won't last long.
[00:29:40.600 --> 00:29:40.920]  Call now 800-600-3388.
[00:29:40.920 --> 00:29:40.960]  800-600-3388.
[00:29:51.145 --> 00:29:52.790]  Equipment offered poses a financial risk to owners.
[00:29:52.790 --> 00:29:54.515]  Consult with financial professionals before purchasing.
[00:29:54.515 --> 00:29:57.023]  Not an offer to buy or sell a security which requires an offering document.
[00:29:58.749 --> 00:30:01.491]  This is Paul Judson for What's Up with Summit.News and Action 7 News.
[00:30:01.491 --> 00:30:02.552]  We're here in Hong Kong.
[00:30:02.552 --> 00:30:05.074]  This is Savannah Hernandez for InfoWars.com.
[00:30:05.074 --> 00:30:09.096]  I'm reporting to you from Hong Kong where I'm joined by reporter Greg Rees for the next week.
[00:30:09.096 --> 00:30:11.919]  This is Greg Rees for InfoWars.com in Hong Kong.
[00:30:11.919 --> 00:30:16.782]  Our recent trip to Hong Kong was a new achievement for InfoWars.com.
[00:30:16.782 --> 00:30:24.828]  Despite being the most banned broadcast in the free world, we continue to win because of our great, strong, loyal audience.
[00:30:24.828 --> 00:30:27.570]  We have Dan Lyman covering InfoWars Europe.
[00:30:28.050 --> 00:30:30.571]  Paul Joseph Watson in the UK.
[00:30:30.571 --> 00:30:34.153]  Millie Weaver and Caitlin Bennett in the American heartland.
[00:30:34.153 --> 00:30:41.315]  And from Austin, Texas, a team of reporters and crew ready to be dispatched wherever the story is going down.
[00:30:41.315 --> 00:30:45.037]  We are not done winning, and with your support, we will keep winning.
[00:30:45.037 --> 00:30:46.477]  We have to keep winning!
[00:30:46.477 --> 00:30:47.758]  We have to win more!
[00:30:47.958 --> 00:30:50.300]  Go to Infowarestore.com.
[00:30:50.300 --> 00:30:59.187]  You have gone to Infowarestore.com and gotten books and films, supplements and t-shirts, and water filtration, air filtration, and things you'd need!
[00:30:59.187 --> 00:31:04.611]  Super Mel Vitality is already in the top three of our best sellers for the six years we've had it.
[00:31:05.331 --> 00:31:13.477]  It is a award-winning formula produced in Utah by one of the top herbal companies in the nation that we've been private labeling.
[00:31:13.477 --> 00:31:14.758]  It is cold-pressed.
[00:31:14.758 --> 00:31:21.202]  It takes at least three times the herbs that are wild-crafted and organic to be able to produce this.
[00:31:21.202 --> 00:31:22.363]  It's not boiled.
[00:31:22.363 --> 00:31:23.164]  It's not heated.
[00:31:23.164 --> 00:31:24.325]  It's never been dried.
[00:31:24.325 --> 00:31:26.847]  It's taken from fresh herbs.
[00:31:26.847 --> 00:31:29.548]  That's why it's so strong.
[00:31:29.548 --> 00:31:32.971]  That's why it's so effective for libido, stamina, and energy.
[00:31:33.291 --> 00:31:47.279]  And I'm so excited about Supermelo Vitality and Carnivore 30 that I'm offering you, with every order of Supermelo Vitality, a 25% off a free bottle of Carnivore Digestive Enzyme.
[00:31:47.279 --> 00:31:53.543]  We're going to sell out of this very quickly, but it's an offer so that you experience how amazing both these products are.
[00:31:53.543 --> 00:31:57.906]  Secure yours at InfoWarsStore.com today or InfoWarsLife.com.
[00:31:58.846 --> 00:32:03.211]  Banned.video is the answer to censorship.
[00:32:03.211 --> 00:32:18.230]  Banned.video is the answer for libertarians, conservatives, nationalists, pro-gun, pro-life, pro-human individuals to have their own platform where videos banned by YouTube, Facebook, and Twitter are still available.
[00:32:18.710 --> 00:32:20.411]  We've launched it, ladies and gentlemen.
[00:32:20.411 --> 00:32:21.772]  It's now live.
[00:32:21.772 --> 00:32:23.734]  Band.Video.
[00:32:23.734 --> 00:32:31.058]  Band.Video isn't just going to be a home for Alex Jones or David Knight or Owen Schroer or Paul Watson band videos.
[00:32:31.058 --> 00:32:48.350]  We are building it to be a place where band memes are able to be posted and where a growing list of freedom-loving contributors are able to have a home free from being shut down, free from being censored, free from being silenced by big tech, the Chi-coms, the Hollywood scum, and the globalists.
[00:32:48.891 --> 00:32:51.113]  Freedom of speech has a home.
[00:32:51.113 --> 00:32:53.636]  It's called Band.Video.
[00:32:53.636 --> 00:33:01.305]  America and the world is fighting back against tyranny at Band.Video.
[00:33:01.305 --> 00:33:03.969]  You're listening to the Alex Jones Show.
[00:33:17.728 --> 00:33:20.173]  Waging war on corruption.
[00:33:20.173 --> 00:33:22.899]  It's Alex Jones.
[00:33:22.899 --> 00:33:26.687]  I'm Alex Jones, your host.
[00:33:27.947 --> 00:33:31.910]  We're here live every Monday through Friday from 11 a.m.
[00:33:31.910 --> 00:33:32.430]  to 3 p.m.
[00:33:32.430 --> 00:33:32.710]  Central.
[00:33:32.710 --> 00:33:34.411]  I come back Sundays 4 to 6 p.m.
[00:33:34.411 --> 00:33:40.975]  We kick off the live shows here every weekday morning with a powerful transmission with David Knight, The David Knight Show.
[00:33:40.975 --> 00:33:42.576]  Of course, after I go off at 3 p.m.
[00:33:42.576 --> 00:33:49.501]  Central, Owen Troyer knocking out of the park with The War Room and new shows to be announced just here in the next four or five days.
[00:33:49.501 --> 00:33:50.942]  So get ready for that.
[00:33:50.942 --> 00:33:52.503]  Infowars.com, Newswars.com.
[00:33:53.243 --> 00:33:59.105]  So I've kind of set the table the last couple segments with some of the history, the basic facts.
[00:33:59.105 --> 00:34:12.369]  There is an arms race, you could say, for who will control the technocracy, what company can get its robot in your house that spies on you and tracks you and sells data on you.
[00:34:13.963 --> 00:34:20.508]  And which robot can get you to use it as an assistant to buy the products directly from that robot?
[00:34:20.508 --> 00:34:23.191]  That's what Amazon's whole model is.
[00:34:23.191 --> 00:34:26.453]  This isn't on the plastic bags they give you at Whole Foods.
[00:34:26.453 --> 00:34:28.455]  It's owned by Amazon.
[00:34:28.455 --> 00:34:33.919]  Hey, when you eat avocados, tell Alexa, Alexa, I need avocados.
[00:34:33.919 --> 00:34:37.082]  That's all part of the Alexa training.
[00:34:37.082 --> 00:34:38.403]  But Alexa's training you.
[00:34:39.685 --> 00:34:41.667]  And it's come out what I told you years ago.
[00:34:41.667 --> 00:34:48.033]  All these companies, going back to Google Assist five years ago, are listening and are watching and are selling your data.
[00:34:48.033 --> 00:34:49.795]  And of course, people are listening.
[00:34:49.795 --> 00:34:52.237]  It's incredibly valuable.
[00:34:52.237 --> 00:34:54.199]  They're recording everything in live time.
[00:34:54.199 --> 00:34:55.560]  Transcripts are created.
[00:34:55.560 --> 00:34:57.642]  Then they simply search keywords.
[00:34:58.877 --> 00:35:04.140]  I control F. That was 20 years ago, 30 years ago, then I say technology with these systems.
[00:35:04.140 --> 00:35:07.261]  Now, AI tells them which areas to look at.
[00:35:07.261 --> 00:35:08.062]  It's all highlighted.
[00:35:08.062 --> 00:35:09.943]  And then they wish to hear the actual audio.
[00:35:09.943 --> 00:35:13.725]  I've talked to people that work there at Amazon and Google.
[00:35:13.725 --> 00:35:19.287]  You just click on the word at the point it starts playing the audio from that point.
[00:35:19.287 --> 00:35:21.348]  And a lot of these have video now.
[00:35:21.348 --> 00:35:22.309]  A lot of these assistants.
[00:35:22.309 --> 00:35:26.131]  So they click it and it's all there on the timeline.
[00:35:27.500 --> 00:35:30.581]  And then they report on bugs, glitches, problems.
[00:35:30.581 --> 00:35:33.443]  And so here's my message to the President.
[00:35:33.443 --> 00:35:38.485]  Mr. President, I understand that the architecture of the world is a technocracy.
[00:35:38.485 --> 00:35:41.826]  I understand that 50 years ago it was decided to build this.
[00:35:41.826 --> 00:35:43.367]  I understand that everything's wired into it.
[00:35:43.367 --> 00:35:50.030]  I understand now it's a race between us and the Chinese and a few corporations for who will have the most powerful AI.
[00:35:51.775 --> 00:35:57.502]  That is a trap, and I'll use the Lord of the Rings analogy, the allegory, but we have mainline historical ones.
[00:35:57.502 --> 00:36:03.990]  You've got the rings handed out that have all these powers to the men, to the dwarves, to the elves.
[00:36:03.990 --> 00:36:07.875]  But, of course, in the dark, one ring is forged to rule them.
[00:36:08.632 --> 00:36:10.474]  And in the darkness, bind them.
[00:36:10.474 --> 00:36:12.456]  And all of these things have backdoors.
[00:36:12.456 --> 00:36:16.621]  All of these things are older technologies that are already obsolete that were given.
[00:36:16.621 --> 00:36:22.368]  And there's way more advanced systems that are admitted to, and many that aren't admitted to, that are taking place and going on.
[00:36:22.368 --> 00:36:25.492]  It's like I told you 25 years ago about human-animal clones.
[00:36:25.492 --> 00:36:26.453]  That was in the literature.
[00:36:26.453 --> 00:36:27.053]  It was going on.
[00:36:27.822 --> 00:36:28.483]  Okay?
[00:36:28.483 --> 00:36:29.945]  And it said 20 years before.
[00:36:29.945 --> 00:36:36.335]  So that's 45 years ago, MIT admits human-animal clones in the test tube.
[00:36:36.335 --> 00:36:40.360]  Obviously, they put them inside cows and gestated them and grew them, and that's now admitted as well.
[00:36:43.795 --> 00:36:45.718]  Everything's 30, 40 years advanced.
[00:36:45.718 --> 00:36:53.367]  And as the singularity accelerates, I call it a cascade of singularities, sub-singularities, but I do believe in the singularity.
[00:36:53.367 --> 00:36:54.789]  Not in this dimension, but higher dimensions.
[00:36:54.789 --> 00:36:56.351]  It'll take a lot longer than they're saying.
[00:36:56.351 --> 00:36:59.735]  But there will be chain reaction singularities that cause major disruptions.
