[00:00:17.922 --> 00:00:20.244]  It's Tuesday, July 6th.
[00:25:16.204 --> 00:25:26.313]  But then, the managers come and go, wait a minute, we're missing hundreds and hundreds of bottles of saline, but with all the vaccines here, what's going on?
[00:25:27.859 --> 00:25:31.161]  And then they say, oh, come back, you didn't get your shot.
[00:25:31.161 --> 00:25:33.483]  That's one of the main reasons this is going on.
[00:25:33.483 --> 00:25:37.946]  Because again, higher-ups aren't taking the real thing.
[00:25:37.946 --> 00:25:40.148]  The lower-downs figure that out and go, well, hell, I'm not doing it.
[00:25:40.148 --> 00:25:41.749]  Remember what happened a few months ago?
[00:25:41.749 --> 00:25:48.594]  They testified in Congress, half the CDC and NIH had not taken the vaccine.
[00:25:48.594 --> 00:25:50.395]  More than half the medical workers in the U.S.
[00:25:50.395 --> 00:25:51.636]  and National News won't take it.
[00:25:51.636 --> 00:25:55.639]  Because they know the doctor won't take it, the nurse won't take it, but you need to.
[00:25:57.443 --> 00:25:59.545]  So there's your answer on that front.
[00:25:59.545 --> 00:26:02.187]  I got a bunch of other news I'm going to hit next hour.
[00:26:02.187 --> 00:26:02.708]  U.S.
[00:26:02.708 --> 00:26:06.631]  Army directs commands to prep for mandatory COVID shots for troops.
[00:26:06.631 --> 00:26:06.932]  The U.S.
[00:26:06.932 --> 00:26:13.978]  Army is prepping to enforce mandatory coronavirus vaccinations for service members from the beginning of September, according to an Army Times report.
[00:26:14.710 --> 00:26:28.821]  The report published Saturday notes the Army has directed command to prepare to administer mandatory COVID-19 vaccines as early as September 1st, pending full, full Food and Drug Administration licensure!
[00:26:28.821 --> 00:26:32.124]  Oh my goodness!
[00:26:32.124 --> 00:26:34.185]  Somebody show everybody on Twitter and Instagram!
[00:26:34.185 --> 00:26:37.027]  Oh Alex Jones is such a liar!
[00:26:37.027 --> 00:26:39.009]  Dr. Paul is such a liar!
[00:26:39.009 --> 00:26:40.330]  It's approved!
[00:26:40.330 --> 00:26:41.891]  It's been tested!
[00:26:41.891 --> 00:26:42.632]  It's safe!
[00:26:44.312 --> 00:26:45.493]  No, it's not!
[00:26:45.493 --> 00:26:53.740]  And they did it in open air so they could then not have an official count of the real dead, which are pouring in now.
[00:26:53.740 --> 00:27:04.268]  10-year-olds, 13-year-olds, 18-year-olds, 16-year-olds, football players, cricket players dying, getting sick, rock and roll stars dying, getting sick, young people, old people, people collapsing.
[00:27:04.984 --> 00:27:10.910]  Multiple members of the same cricket team collapsing after they were inoculated a few days before.
[00:27:10.910 --> 00:27:12.292]  Having convulsions.
[00:27:12.292 --> 00:27:16.456]  People convulsing at the inoculation centers.
[00:27:16.456 --> 00:27:19.399]  It goes on and on and on.
[00:27:19.399 --> 00:27:21.481]  All of it is at InfoWars.com.
[00:27:21.481 --> 00:27:23.783]  Big text meeting of an emergency session.
[00:27:23.783 --> 00:27:27.007]  We got that article to try to learn how to suppress us.
[00:27:27.777 --> 00:27:34.139]  They're going to come out with new tools to shut you up so you can't warn people, so they can block real treatments, give you deadly shots, and kill you.
[00:27:34.139 --> 00:27:35.139]  They're eugenicists.
[00:27:35.139 --> 00:27:36.880]  They're greedy globalists.
[00:27:36.880 --> 00:27:42.542]  They believe they can only have super yachts and consume if they pay back to the world by killing useless eaters.
[00:27:42.542 --> 00:27:44.322]  I say they're useless eaters.
[00:27:44.322 --> 00:27:46.463]  I say they're the ones that need to get out of the way.
[00:27:46.463 --> 00:27:48.263]  I say they're the ones that need to die.
[00:27:48.263 --> 00:27:50.224]  Not us!
[00:27:50.224 --> 00:27:51.004]  We'll be right back.
[00:27:51.004 --> 00:27:51.604]  Stay with us.
[00:27:51.604 --> 00:27:52.204]  I'm Alex Jones.
[00:27:52.204 --> 00:27:53.045]  InfoWars.com.
[00:28:01.051 --> 00:28:02.192]  Granny Do-Right.
[00:28:02.192 --> 00:28:02.992]  Granny Do-Right.
[00:28:02.992 --> 00:28:04.173]  Thanks for holding her on the air.
[00:28:04.173 --> 00:28:04.633]  Go ahead.
[00:28:04.633 --> 00:28:05.174]  Hi, Alex.
[00:28:05.174 --> 00:28:07.775]  First of all, let me say I love your products.
[00:28:07.775 --> 00:28:18.502]  I am a granny, and for all the senior citizens out there that may have spent a lifetime in the sun like me, I was loaded up with sunspots, or age spots, as they're lovingly called.
[00:28:18.502 --> 00:28:24.505]  But since taking Urex 2 for the last couple of years, my skin is just really gorgeous, actually.
[00:28:24.505 --> 00:28:25.506]  People think I'm 55 years old.
[00:28:27.787 --> 00:28:35.489]  And I was already taking your other supplements, but I thought, you know, well, maybe that's what I need to do, because I just thought it was a hopeless situation.
[00:28:35.489 --> 00:28:44.251]  But when I started taking it, I mean, it doesn't happen immediately, but, you know, over a period of time, I started noticing, okay, you know, this is a ticket.
[00:28:44.251 --> 00:28:45.071]  This is working.
[00:28:45.071 --> 00:28:46.071]  This is wonderful.
[00:28:46.071 --> 00:28:50.592]  You know, I don't have to put on Dermablend anymore, you know.
[00:28:50.592 --> 00:28:55.253]  So anyway, it worked wonderfully, and it really has totally cleared up my skin.
[00:28:57.439 --> 00:29:02.401]  I'm recording this on July 4th, 2021.
[00:29:02.401 --> 00:29:04.121]  America's birthday.
[00:29:04.121 --> 00:29:11.983]  And I want to thank all the listeners who've fought so hard to try to keep this republic free and also keep the rest of the world free from the clutches of the globals.
[00:29:11.983 --> 00:29:14.004]  Without you, we wouldn't have come so far.
[00:29:14.004 --> 00:29:15.344]  And now the world's really listening to us.
[00:29:15.344 --> 00:29:18.445]  They know that our research, our understanding, is dead on.
[00:29:18.445 --> 00:29:20.246]  And so just because you've been awake for a long time,
[00:29:20.826 --> 00:29:22.948]  Doesn't mean that InfoWars is important.
[00:29:22.948 --> 00:29:27.592]  It's more important than ever, because now we can reach out to people that are ready to hear the truth.
[00:29:27.592 --> 00:29:30.355]  So please help keep us on the air and get great products at the same time.
[00:29:30.355 --> 00:29:33.357]  We have score-wide free shipping for July 4th and double pay for your points.
[00:29:33.357 --> 00:29:36.220]  We're going to extend it for a couple more days in the middle of the week.
[00:29:36.220 --> 00:29:39.202]  And we have 60% off on X3.
[00:29:39.202 --> 00:29:40.784]  It's so good for your body.
[00:29:40.784 --> 00:29:42.085]  50% off for X2.
[00:29:42.085 --> 00:29:43.566]  They're both excellent.
[00:29:43.566 --> 00:29:44.507]  They're both different formulas.
[00:29:44.947 --> 00:29:46.468]  Well, all the big box stores are making record profits.
[00:29:46.468 --> 00:29:47.468]  So is Amazon.
[00:29:47.468 --> 00:29:51.711]  Because they designed the global shutdown to destroy small and medium-sized businesses.
[00:29:51.711 --> 00:29:52.851]  And it is wreaking havoc in the supply chain.
[00:30:12.982 --> 00:30:27.639]  Thousands and thousands of small companies have completely shut down and others are struggling to stay open because they can't get raw materials, whether it's for food, whether it's for medicine, whether it's for supplements, whether it's for textiles, whatever the product is.
[00:30:28.420 --> 00:30:29.480]  You see it in the news.
[00:30:29.480 --> 00:30:35.202]  It is record-level supply chain breakdowns because the global has shut down the world economy for more than a year.
[00:30:35.202 --> 00:30:37.383]  Now they're trying to bring the shutdown back again.
[00:30:37.383 --> 00:30:42.204]  In fact, in areas like India and areas of Africa, the shutdown is ongoing.
[00:30:42.204 --> 00:30:45.145]  It's killing those people in massive numbers.
[00:30:45.145 --> 00:30:50.746]  So, Impulse Wars doesn't have a lot of our best-selling products in anymore for 6, 7, 8 months because of this.
[00:30:50.746 --> 00:30:56.848]  So to make up a shortfall, please buy t-shirts, books, films, things like that at impulsewarsstore.com and please try to keep us on the air.
[00:30:59.861 --> 00:31:12.045]  You're listening to The Alex Jones Show.
[00:31:12.045 --> 00:31:13.506]  Day after day
[00:31:18.717 --> 00:31:21.678]  Ladies and gentlemen, thank you for joining us today.
[00:31:48.260 --> 00:32:13.589]  We're now 33 minutes, 45 seconds into this Tuesday, July 6th broadcast, and I want to address the controversy that the struggling, back-of-the-line, basement-dwelling Brian Stelter and his salacious-crumb sidekick Oliver Darcy have been trying to create.
[00:32:13.589 --> 00:32:17.391]  They pushed heavily to have me de-platformed, and they are the mouth of
[00:32:18.496 --> 00:32:24.580]  Jeff Zucker, it's admitted, it's come out in Project Veritas reports and others that he tells them specifically what to say.
[00:32:24.580 --> 00:32:26.481]  They load up their teleprompters.
[00:32:26.481 --> 00:32:35.646]  And so when you see Brian Stelter and he comes off like a puppet, like a Humpty Dumpty, get the clown crossover.
[00:32:35.646 --> 00:32:41.890]  And you wonder why he and Oliver Darcy are so disingenuous.
[00:32:42.765 --> 00:32:55.112]  But at the same time, so powerful, and that when they call for somebody to be deplatformed, Twitter, Facebook, all of them just click their heels and do it, it's because CNN takes the lead in propaganda, and that's really a corporate agreement.
[00:32:55.112 --> 00:33:00.155]  That is the mouth of Jeff Zucker saying to do that.
[00:33:00.155 --> 00:33:10.801]  But imagine being so incredibly disconnected from reality, like Brian, at the Clown Stelter, that if you go to his photos,
[00:33:12.364 --> 00:33:21.111]  That he publicly puts out himself as glamour shots, that he puts on his own PR pages, it's a joke!
[00:33:21.111 --> 00:33:39.447]  And I've said this before, I'll say it again, if I was in central casting for a director that was trying to find an actor that just radiated evil, corruption, and the destruction of children, I mean, I have to say, he looks like, in my mind,
[00:33:40.189 --> 00:33:43.131]  What in hell a child molester would look like.
[00:33:43.131 --> 00:33:48.634]  Like you die, you go to hell, you're there for murder or whatever, and you're in a fiery cell with somebody, and what are you here for?
[00:33:48.634 --> 00:34:09.465]  Oh, I'm Brian Stelter, I'm a... And I'm not saying he's a child molester, I'm just saying, who would hire someone who just radiates, I'm a fraud, I'm a liar, I'm your enemy, I'm a scammer, and then hold that little creature up, it's puppet, and then speak through it, and then ban free speech in America and call yourself a good person.
[00:34:12.037 --> 00:34:13.438]  He's the worst thing on CNN.
[00:34:13.438 --> 00:34:17.420]  Brian Williams is the worst thing on MSNBC.
[00:34:17.420 --> 00:34:23.183]  And, of course, he's their fact-checker over there when he's not saying he was shot down in helicopters.
[00:34:23.183 --> 00:34:27.985]  I mean, I've had Brian Williams fact-check me.
[00:34:27.985 --> 00:34:34.628]  That's like having Hitler sit as the chief judge of the Nuremberg trials after World War II.
[00:34:34.628 --> 00:34:36.609]  I mean, it's that crazy.
[00:34:36.609 --> 00:34:39.351]  So, I'm going to play part of this whole piece.
[00:34:39.351 --> 00:34:41.732]  It went on for like 15 minutes, but I'm just going to play like four minutes of it.
[00:34:42.615 --> 00:34:46.459]  But just remember, everything they're saying is a fraud.
