[00:00.000 --> 00:13.360]  That's 928-308-0408, or you can order online at GetTheT.com.
[1:46:57.720 --> 1:47:12.720]  Doing nothing doesn't make the debt go away. Become debt-free in 90 days guaranteed. Call DebtCrisisSolutions now for a free consultation at 718-615-0123. That's 718-615-0123.
[1:47:12.720 --> 1:47:36.720]  Or visit them online at DebtCrisisSolutions.com. That's DebtCrisisSolutions.com today.
[1:47:36.720 --> 1:47:45.720]  Just to briefly get into this and then back into your calls, Bill Press, Fairness Doctrine will remedy conservative media conspiracy.
[1:47:45.720 --> 1:47:54.720]  That's a quote. He wrote an article for The Washington Post saying there's no free market and talk radio today. Only the exclusive, tightly held, conservative media conspiracy.
[1:47:54.720 --> 1:48:03.720]  But that isn't conservative media. That's fake conservative media saying there's no new world order, no CFR, no such thing as a trilateral commission.
[1:48:03.720 --> 1:48:07.720]  Making fun of real conservatives like Barry Goldwater who warned us.
[1:48:07.720 --> 1:48:12.720]  And they don't have a total monopoly. You can go out and buy a radio station. You can get on it.
[1:48:12.720 --> 1:48:17.720]  No, the station he's on got zero ratings, and so they're changing formats.
[1:48:17.720 --> 1:48:23.720]  Bill Press' show, it's in the article, didn't even get zero ratings.
[1:48:23.720 --> 1:48:34.720]  And so he's whining and complaining, but then last week he had on Senator Stabenow and she agreed they're going to have the FCC start restricting what you can and can't do on talk radio.
[1:48:34.720 --> 1:48:41.720]  But they're going to leave all the big fake Republicans on who were there to pacify conservatives and bring in the new world order.
[1:48:41.720 --> 1:48:44.720]  It'll be people like me they go after. Pretty disgusting.
[1:48:44.720 --> 1:48:49.720]  Okay, who was it I was just talking to last? It was on the no fly list. Was it Jim?
[1:48:49.720 --> 1:48:56.720]  Jim in Texas, so you're now on a no fly list, which is going to be a no buy list.
[1:48:56.720 --> 1:49:00.720]  Two million are on it in England, over a million in the U.S. and I have a crime list.
[1:49:00.720 --> 1:49:03.720]  No judge, no jury, you're supposedly a terrorist. Why don't they go and rush you?
[1:49:03.720 --> 1:49:08.720]  No, it's just you won't be able to buy or sell through the new Homeland Security System.
[1:49:08.720 --> 1:49:10.720]  You'll have to swipe your card even if you're paying cash.
[1:49:10.720 --> 1:49:14.720]  And this is what people want. They want to be slaves, Jim. Go ahead.
[1:49:14.720 --> 1:49:23.720]  Oh, yeah, I mean, you know, all I did was just a little bit of research, you know, to try to try to find out if there's any truth to, you know, corporate controlled media.
[1:49:23.720 --> 1:49:33.720]  And just through doing that, you know, I all of a sudden out of the blue, first time I fly since I do that, I'm now on the federal no fly list.
[1:49:33.720 --> 1:49:38.720]  Well, yeah, they want that message out to everybody. Hey, don't do anything to us and you're not getting food.
[1:49:38.720 --> 1:49:41.720]  You're not going to fly or not. But listen, it may not be that with you.
[1:49:41.720 --> 1:49:48.720]  There's a lot of people whose name is similar to somebody's. But the point is it's all a load of bull.
[1:49:48.720 --> 1:49:52.720]  It doesn't protect us from terrorists. The government staged the terror attacks.
[1:49:52.720 --> 1:49:59.720]  And all it allows them to do is set the precedent that they can just, in a Kafka-esque way, just say we're all guilty.
[1:49:59.720 --> 1:50:06.720]  Yeah, and you know, and I did some research on being on that list. Like you said, it may not be me.
[1:50:06.720 --> 1:50:13.720]  And that's what they told me all the way. They looked at me with great suspicion. And what is called as a false positive.
[1:50:13.720 --> 1:50:15.720]  That's what they say.
[1:50:15.720 --> 1:50:20.720]  Yeah, but what's going to happen is they're going to lose their bank account to those little idiots working there.
[1:50:20.720 --> 1:50:24.720]  Let them love their petty power. Their bosses are going to hurt them real bad.
[1:50:24.720 --> 1:50:29.720]  See, that's the good news in all of this. They may be able to bring this country down.
[1:50:29.720 --> 1:50:33.720]  But all the scum that helped them is going to get hurt by their bosses.
[1:50:33.720 --> 1:50:36.720]  And all of you are going to cry for mommy. A lot of you already are.
[1:50:36.720 --> 1:50:39.720]  Why don't you wake up and fight back now before it's too late?
[1:50:39.720 --> 1:50:40.720]  Or keep being suckers.
[1:50:40.720 --> 1:50:43.720]  William N. Austin, you're on the air.
[1:50:43.720 --> 1:50:48.720]  Hey, Alex, I want to say that I think there's a good chance.
[1:50:48.720 --> 1:50:51.720]  Go ahead.
[1:50:51.720 --> 1:50:59.720]  Alex, I want to say there's a good chance that we're going to see maybe a multiple gunman attacker situation like in Pakistan.
[1:50:59.720 --> 1:51:03.720]  So they can justify going after everyone's guns.
[1:51:03.720 --> 1:51:06.720]  Well, I mean, the evidence is clear, and it's even in mainstream foreign news,
[1:51:06.720 --> 1:51:09.720]  that that Mumbai attack a few months ago was a stage deal.
[1:51:09.720 --> 1:51:12.720]  Right, right, right. And that's, you know, exactly what I mean.
[1:51:12.720 --> 1:51:14.720]  And I think they're going to blame it on possible.
[1:51:14.720 --> 1:51:18.720]  Hey, Aaron Zelman's a mainline head at the Jews' Preservation of Farms ownership.
[1:51:18.720 --> 1:51:21.720]  And he says he thinks the Obama people are going to stage a mass shooting here.
[1:51:21.720 --> 1:51:26.720]  Right, that's what I'm saying. That's what I think we're going to see next here as the false flag attack.
[1:51:26.720 --> 1:51:31.720]  Oh, yeah, the FBI and CIA are saying Muslims are going to shoot up shopping malls, but you watch.
[1:51:31.720 --> 1:51:33.720]  Well, I think it'll be globalist dressed up like Muslims.
[1:51:33.720 --> 1:51:36.720]  They caught British SAS and Iraq running around.
[1:51:36.720 --> 1:51:41.720]  I think there's a good chance that they'll blame it on, you know, constitutionalist right-wings, maybe even neo-Nazis.
[1:51:41.720 --> 1:51:46.720]  Oh, they're already claiming that there's white al-Qaeda everywhere working with al-Qaeda.
[1:51:46.720 --> 1:51:54.720]  Well, and we're also seeing a revillification of, you know, militia types and extremists in the media and popular culture.
[1:51:54.720 --> 1:52:01.720]  Yeah, that's anybody that doesn't like them to take their farm or ranch or their bank account or you don't like being able to not buy and sell because you're on the global list.
[1:52:01.720 --> 1:52:04.720]  You know, oh, you want some food, you're a terrorist.
[1:52:04.720 --> 1:52:10.720]  Right, right. So people I just think need to be real vigil and ready for anything to go down around them.
[1:52:10.720 --> 1:52:15.720]  I agree. Rampaging to the calls. Chris in Kentucky. Welcome, Chris.
[1:52:15.720 --> 1:52:19.720]  Yeah, thanks, Alex. I'll make it real quick and repress for time.
[1:52:19.720 --> 1:52:27.720]  Yeah, you were talking about the ice storms that we had. We had a lot of Kentucky National Guards in rural counties on the news parading with their cameras,
[1:52:27.720 --> 1:52:32.720]  walking on people's properties without permission, seeing how they're doing and kind of looking around.
[1:52:32.720 --> 1:52:38.720]  And this conditioning is making me sick. I mean, I'm not saying that the Kentucky National Guard is bad, but the problem...
[1:52:38.720 --> 1:52:42.720]  There's no longer a Kentucky National Guard under the new restructuring.
[1:52:42.720 --> 1:52:45.720]  It's completely federal and they've openly announced the governor's having no power.
[1:52:45.720 --> 1:52:49.720]  Yeah, and they had a clips of roadblocks and one National Guard says,
[1:52:49.720 --> 1:52:54.720]  if we have any desirables that act up out here, we have a place to take them. And I know what that meant.
[1:52:54.720 --> 1:53:00.720]  Wow, I'd love to have footage of that. Yeah, no, no. They've got Marines out all over the country running DUI checkpoints.
[1:53:00.720 --> 1:53:06.720]  And they go, what? You're against stopping drunks? And they've now announced that in Northcom, they're going to be on the streets,
[1:53:06.720 --> 1:53:12.720]  but helping at Carrex. You're not against the Army helping at Carrex. See how they're conditioning us?
[1:53:12.720 --> 1:53:18.720]  Exactly. Exactly. And if you have those listeners out there who've never got the police state 2000, the police state to take over,
[1:53:18.720 --> 1:53:22.720]  look at those. Before 9-11, they were talking about terrorism in those films.
[1:53:22.720 --> 1:53:28.720]  I know it's my documentaries. I appreciate it. Great call. Let's talk to Josh in North Carolina. Go ahead, Josh.
[1:53:28.720 --> 1:53:35.720]  Hey, Alex. How are you doing? So I have something of very vital importance to bring everyone's attention.
[1:53:35.720 --> 1:53:44.720]  If you go to whitehouse.gov and the top link under the briefing room and you check out the blog, the article posted on Friday
[1:53:44.720 --> 1:53:50.720]  reads, Working with Faith. And basically, I'll sum it up for you really quick for time's sake,
[1:53:50.720 --> 1:54:00.720]  Obama announced that they will be creating a new White House faith-based and neighborhood partnership position under his cabinet.
[1:54:00.720 --> 1:54:04.720]  Basically, this ties into the whole thing that you've been saying about how they...
[1:54:04.720 --> 1:54:09.720]  Oh, no, no, no. Sir, in the FEMA camp, in the FEMA camp legislation, they've already built the camps.
[1:54:09.720 --> 1:54:17.720]  It says they're going to merge local police, the clergy under HR 645, and you'll have local block clergy that lead you to the camp
[1:54:17.720 --> 1:54:22.720]  and come and knock on your door and ask you if you're a terrorist. Okay. I'm at whitehouse.gov.
[1:54:22.720 --> 1:54:29.720]  Right. On whitehouse.gov, you go to the briefing room and then click on the blog.
[1:54:29.720 --> 1:54:37.720]  And Friday's article, Working with Faith, he announced that there is now going to be a president and actual executive order
[1:54:37.720 --> 1:54:44.720]  establishing, I'm reading it worth the work, executive order establishing the new White House office of faith-based...
[1:54:44.720 --> 1:54:48.720]  That's right. They're taking over everything. And again, I have the bill.
[1:54:48.720 --> 1:54:53.720]  It says that the clergy will lead us to the camps. Here it is. I'm there. Working with faith.
[1:54:53.720 --> 1:54:59.720]  Exactly. And it says people trust them, communities rely on them, and we will help them.
[1:54:59.720 --> 1:55:05.720]  See, they're imploding the economy, knowing things are going to break down, decades quietly setting this up,
[1:55:05.720 --> 1:55:09.720]  and it says everything you're saying right here. Precisely. Exactly.
[1:55:09.720 --> 1:55:15.720]  It says helping people get new jobs, figuring out the role of faith-based organizations to combat global climate change.
[1:55:15.720 --> 1:55:21.720]  So, see, the new religion will be taxing humans. Humans are bad, only having one child.
[1:55:21.720 --> 1:55:25.720]  That's, oh my gosh, it's just... I mean, I know all this, but to see him doing it...
[1:55:25.720 --> 1:55:34.720]  Put it out in public. He put it out in public on Friday. This is, as we all know, as you know, a blatant violation of the First Amendment of the Bill of Rights.
[1:55:34.720 --> 1:55:35.720]  And of course...
[1:55:35.720 --> 1:55:41.720]  Separation of church and state, but let's expand on that. The Democrat... Folks, this is...
[1:55:41.720 --> 1:55:50.720]  They are announcing force compulsory draft, 18 to 24. That's there. It's all happening, folks. It's all happening.
[1:55:50.720 --> 1:55:52.720]  Exactly. Exactly.
[1:55:52.720 --> 1:55:56.720]  Okay, I've got to get Kurt Nemo, Paul Watson, or Steve Watson to do an article on this immediately.
[1:55:56.720 --> 1:55:59.720]  But again, it's in the FEMA camp article.
[1:55:59.720 --> 1:56:03.720]  Right. Right. I mean, because they've talked about it in the bills that you've mentioned.
[1:56:03.720 --> 1:56:07.720]  Well, look at this. Defense Department announced a civilian expeditionary force.
[1:56:07.720 --> 1:56:11.720]  A new Pentagon arm, just as big, just as strong, domestically to spy on Americans.
[1:56:11.720 --> 1:56:19.720]  That's Obama's own words. All these Obama zombies on power trips, angry at any of us who don't want to go along with their new world order.
[1:56:19.720 --> 1:56:26.720]  Man, they're really going for it, man. And Limbaugh and Hannity, they're not going to tell you all this stuff.
[1:56:26.720 --> 1:56:29.720]  Or they'll tell you the Republicans are going to save you and they're going to bring the same deal.
[1:56:29.720 --> 1:56:36.720]  The good news is all these yuppies who've been laughing at me and who've helped this happen, they're going to lose everything they've got.
[1:56:36.720 --> 1:56:41.720]  Just understand, we're all going to get hurt in this, but at least the scum is going to get hurt, too.
[1:56:41.720 --> 1:56:45.720]  Now, a lot of the scums are going to try to join this to get power.
[1:56:45.720 --> 1:56:51.720]  Imagine every control freak, every nobody who can't build a business, who can't run a company, who never creates anything.
[1:56:51.720 --> 1:56:59.720]  They're all going to have their own little uniforms on power trips with all these roid head cops who've been in Iraq confiscating guns, killing 1.3 million.
[1:56:59.720 --> 1:57:03.720]  They're all coming home to America to drink our country's blood down.
[1:57:03.720 --> 1:57:08.720]  Oh, it's sick. And you're not a patriot if you don't turn your guns into the military.
[1:57:08.720 --> 1:57:18.720]  Oh, no, it's ridiculous. Oh, man. I mean, Jesus, and the average population are so dumbed down and so conditioned that they think that this is a good thing.
[1:57:18.720 --> 1:57:20.720]  There's even a video of him announcing it.
[1:57:20.720 --> 1:57:21.720]  Yes.
[1:57:21.720 --> 1:57:23.720]  This guy's doing like 20 videos a day.
[1:57:23.720 --> 1:57:24.720]  Uh-huh.
[1:57:24.720 --> 1:57:26.720]  He is the pitch man.
[1:57:26.720 --> 1:57:28.720]  You should check this out.
[1:57:28.720 --> 1:57:33.720]  Well, I guarantee you, all these preachers they name here are the head guys over each region.
[1:57:33.720 --> 1:57:41.720]  Like Dr. Ararto Chavez, Ph.D., President, CEO, Mexican American Cultural Center, San Antonio Sex, I mean, it's just all here.
[1:57:41.720 --> 1:57:45.720]  Dr. William J. Shaw, President, National Baptist Convention, USA.
[1:57:45.720 --> 1:57:48.720]  And they're, oh my gosh, hardcore, hardcore.
[1:57:48.720 --> 1:57:49.720]  Exactly.
[1:57:49.720 --> 1:57:51.720]  Hey, that's the kind of tips we need.
[1:57:51.720 --> 1:57:52.720]  And we don't have enough writers.
[1:57:52.720 --> 1:57:53.720]  Write an article.
[1:57:53.720 --> 1:57:55.720]  Email it to airininfowars.com.
[1:57:55.720 --> 1:57:56.720]  Get them posted.
[1:57:56.720 --> 1:57:57.720]  Help us.
[1:57:57.720 --> 1:57:59.720]  We're fighting as hard as we can and spread the word.
[1:57:59.720 --> 1:58:05.720]  The American people can defend this, we can defend the Republic, we can expose this hoax and defeat the New World Order.
[1:58:05.720 --> 1:58:06.720]  God bless you all.
[1:58:06.720 --> 1:58:35.720]  Check out TheObamaDeception.net.
[1:58:36.720 --> 1:58:39.720]  Thanks again to the listeners at GCNLive.com.
[1:59:06.720 --> 1:59:08.720]  We'll see you in the next video.
[1:59:36.720 --> 1:59:38.720]  Thanks again to the listeners at GCNLive.com.
