[00:00:02.927 --> 00:00:03.608]  Is the U.S.
[00:25:36.462 --> 00:25:40.584]  Let's sit there and preside over the destruction of this nation.
[00:25:40.584 --> 00:25:45.326]  And they all just go along with it, because they're not innovative, they can't build their own system.
[00:25:45.326 --> 00:25:48.947]  All they know how to do is say, yes, yes, yes, yes, yes, yes, yes.
[00:25:48.947 --> 00:25:55.570]  And all our corrupt leaders can do is say, yes, yes, yes, yes, yes, to the Communist Chinese and every other evil organization.
[00:25:55.570 --> 00:25:58.011]  Until there is no bottom to how far we could fall.
[00:26:00.988 --> 00:26:20.713]  I know, starting three years ago, my parents got kicked off their insurance they'd had for 30 years, that they never even used, and it doubled in prices, and then it tripled, and then everybody else right down the line, including people that are right above the poverty line, are getting the fines, up to $5,000 a year for not having it.
[00:26:20.713 --> 00:26:25.454]  And the employers are getting it, and you go in to try to get the insurance.
[00:26:27.278 --> 00:26:30.480]  Because thanks to Obamacare, GCN had insurance for some people.
[00:26:30.480 --> 00:26:32.882]  I had it there for like 18 years.
[00:26:32.882 --> 00:26:33.702]  Got rid of it.
[00:26:33.702 --> 00:26:36.724]  So I went out and got my own insurance and it was way higher.
[00:26:36.724 --> 00:26:39.226]  And now they're telling me in letters it's gonna go up more.
[00:26:39.226 --> 00:26:42.568]  And so I've gone out and shopped around.
[00:26:42.568 --> 00:26:50.453]  And no matter what I do, I'm gonna pay a lot more.
[00:26:50.453 --> 00:26:55.917]  It's the gullibility of the Democrat voter
[00:26:57.293 --> 00:27:01.876]  Lord knows the Republicans are gullible as well, but the Democrats are a whole other animal.
[00:27:01.876 --> 00:27:13.443]  I've told the story many times, but used to, I would go swim almost every day when it was warm enough at one of the biggest freshwater pools in the country called Martin Springs in downtown Austin.
[00:27:13.443 --> 00:27:20.847]  Everybody knew who I was out there, and they had a lot of lifeguards, sometimes as many as 20 on duty.
[00:27:20.847 --> 00:27:23.949]  And right before Obamacare was being rammed through,
[00:27:25.549 --> 00:27:32.194]  I was in the paper and stuff, fighting it, and it was how I was so racist and evil, because this was a black man, and I didn't want him to succeed.
[00:27:32.194 --> 00:27:36.096]  I mean, this is just crazy talk.
[00:27:36.096 --> 00:27:43.201]  And I remember the people that worked there started getting grumpy towards me and not talking to me, which was fine.
[00:27:43.201 --> 00:27:52.568]  And then as soon as Obamacare went through and they all got cut to part-time, and they didn't get the free health care they'd been promised, they all, I mean, when I say all, I mean dozens of people came over.
[00:27:53.516 --> 00:27:55.697]  And apologize to me.
[00:27:55.697 --> 00:28:00.698]  And including city workers that would go there and swim, because it's like the government hangout.
[00:28:00.698 --> 00:28:03.239]  And go, my God, I'm being cut.
[00:28:03.239 --> 00:28:04.239]  My prices are going up.
[00:28:04.239 --> 00:28:13.902]  And then, I don't really go to the hospital, but if I get an infection, or I think I pull a muscle, I go to one of these clinics.
[00:28:13.902 --> 00:28:21.085]  I've been going to the same one for 20 years, because I know the doctors and people that work there, and their listeners.
[00:28:21.085 --> 00:28:22.285]  And I'll sit there in the waiting room,
[00:28:24.241 --> 00:28:29.789]  For like an hour, like you do sometimes when you go to a clinic, and I watch all these old women go up to the counter.
[00:28:29.789 --> 00:28:33.754]  For some reason, the first time I went in after Obamacare went in, it was mainly old black women.
[00:28:33.754 --> 00:28:35.236]  For whatever reason we're in this clinic, I was going to.
[00:28:35.236 --> 00:28:40.684]  And they'd walk over and they'd be getting their checkup or getting their medicine and they'd be like, but that's not right, it used to be.
[00:28:41.747 --> 00:28:42.967]  It used to be $40, it's $180.
[00:28:42.967 --> 00:28:45.728]  And they'd be whispering, they'd be like, why?
[00:28:45.728 --> 00:28:47.609]  And I'd be turning the TV down so I could listen.
[00:28:47.609 --> 00:28:49.370]  And they'd be like, why?
[00:28:49.370 --> 00:28:52.071]  And they'd say, we're sorry ma'am, it's the Affordable Care Act.
[00:28:52.071 --> 00:28:54.352]  It's not us, it's just what it is now.
[00:28:54.352 --> 00:28:55.532]  It's gonna hurt me.
[00:28:55.532 --> 00:29:00.054]  And who was really hurting was me.
[00:29:00.054 --> 00:29:01.454]  See, I care.
[00:29:01.454 --> 00:29:04.775]  I don't want to screw over some old lady.
[00:29:04.775 --> 00:29:06.876]  But let me tell you something.
[00:29:06.876 --> 00:29:08.997]  You read these WikiLeaks, what Hillary thinks about you,
[00:29:10.106 --> 00:29:15.568]  You basement dwelling baristas, you underemployed dumbass scum.
[00:29:15.568 --> 00:29:18.909]  She's gonna rule you and suck what you got right out.
[00:29:18.909 --> 00:29:21.790]  This is a woman that steals everything, everywhere she goes.
[00:29:21.790 --> 00:29:23.191]  A kleptocrat.
[00:29:23.191 --> 00:29:25.412]  She's a kleptomaniac.
[00:29:25.412 --> 00:29:28.913]  I mean, and I harp on that because that's confirmed and admitted.
[00:29:28.913 --> 00:29:31.654]  She wants to hurt you.
[00:29:31.654 --> 00:29:34.575]  And she's going to hurt you bad.
[00:29:34.575 --> 00:29:36.516]  You think you've been hurt so far?
[00:29:36.516 --> 00:29:38.557]  The breaking of this country has just begun.
[00:29:39.790 --> 00:29:45.294]  They want to make you a permanent, dumbed-down, poor people to control.
[00:29:45.294 --> 00:29:48.696]  They want permanent peons.
[00:29:48.696 --> 00:29:49.777]  Peons.
[00:29:49.777 --> 00:29:51.138]  Serfs on the land.
[00:29:51.138 --> 00:29:52.539]  We're on the march.
[00:29:52.539 --> 00:29:55.061]  The empire's on the run.
[00:29:55.061 --> 00:29:57.763]  Alex Jones and the GCN Radio Network.
[00:30:01.857 --> 00:30:05.940]  Hey there, this is Joe Biggs with InfoWars.com with a fun and exciting report by The Sun.
[00:30:05.940 --> 00:30:07.621]  He virtually rubbed my crotch.
[00:30:07.621 --> 00:30:10.343]  Woman sexually assaulted in virtual reality.
[00:30:10.343 --> 00:30:15.327]  The VR Virgin was trying out the new technology for the first time with a game called Weaver.
[00:30:15.327 --> 00:30:20.090]  When a man using the pseudonym BigBro442 virtually groped her.
[00:30:20.250 --> 00:30:22.191]  We have decided not to name the woman.
[00:30:22.191 --> 00:30:27.334]  She wrote, In between a wave of zombies and demons to shoot down, I was hanging out next to Big Bro 442.
[00:30:27.334 --> 00:30:33.937]  Suddenly, Big Bro 442's disembodied helmet faced me dead on, and he started virtually rubbing my chest.
[00:30:33.937 --> 00:30:40.081]  The woman's first foray into virtual reality started off well as the experience won me over, lock, stock, and barrel.
[00:30:40.081 --> 00:30:44.843]  But just after three minutes in the virtual world, Big Bro 442 showed up and ruined everything.
[00:30:44.843 --> 00:30:45.484]  The woman cried,
[00:30:46.397 --> 00:30:46.898]  Brain Force!
[00:31:02.461 --> 00:31:03.682]  It's completely different.
[00:31:03.682 --> 00:31:04.903]  Try a bottle of it.
[00:31:04.903 --> 00:31:06.484]  Rob Dew joins us.
[00:31:06.484 --> 00:31:09.606]  You worked, I guess, like 20 plus hours.
[00:31:09.606 --> 00:31:10.706]  Tell us what brain force did.
[00:31:10.706 --> 00:31:11.687]  I'd been working all day.
[00:31:11.687 --> 00:31:14.129]  I took a couple hours off coaching basketball.
[00:31:14.129 --> 00:31:15.550]  I get in here at 830.
[00:31:15.550 --> 00:31:17.471]  I was kind of run down.
[00:31:17.471 --> 00:31:19.232]  You know, I just didn't feel like I was going to make it.
[00:31:19.392 --> 00:31:21.273]  And I really wanted to do a good job on the interview.
[00:31:21.273 --> 00:31:23.114]  I got my bottle of Brain Force right there.
[00:31:23.114 --> 00:31:24.155]  I popped two of them.
[00:31:24.155 --> 00:31:26.436]  And about 20 minutes later, it's like, bing!
[00:31:26.436 --> 00:31:28.237]  Everything just kind of clears up.
[00:31:28.237 --> 00:31:29.898]  It's got four and a half stars.
[00:31:29.898 --> 00:31:31.239]  People really love it.
[00:31:31.239 --> 00:31:31.819]  Read about it.
[00:31:31.819 --> 00:31:35.661]  Find out why third-party nutraceutical sites give it such high praise.
[00:31:35.661 --> 00:31:40.924]  Because it really does have the best organic-based systems that will blow your socks off.
[00:31:41.124 --> 00:31:45.165]  I haven't pulled an all-nighter like that in a while, but I probably could not have done it without Brain Force.
[00:31:45.165 --> 00:31:51.307]  I went home about 6.45 this morning, took three hours of sleep, got up, took two more Brain Force and came in.
[00:31:51.307 --> 00:31:57.228]  You will find Brain Force and other game-changing products at InfoWarsLife.com or call 888-253-3139.
[00:32:01.471 --> 00:32:10.837]  You know, in the coming election, no matter who gets in, one of the biggest issues nobody's talking about in the debates or anywhere is the vulnerability of the power grid.
[00:32:10.837 --> 00:32:13.719]  The potential for power grid chaos.
[00:32:13.719 --> 00:32:21.904]  EMP, cyber warfare, not to mention dangerous weather, hurricanes, ice storms, all a very real threat to our grid.
[00:32:21.904 --> 00:32:24.826]  My friends, chaos is already here, and it's gonna get a lot worse.
[00:32:25.086 --> 00:32:31.150]  That's why I believe that all my listeners need to have a way to produce their own supply of backup electricity.
[00:32:31.150 --> 00:32:35.072]  Now I've got the perfect power solar generator system at my house.
[00:32:35.072 --> 00:32:36.953]  The Solutions From Science system.
[00:32:36.953 --> 00:32:39.454]  Simply put, this thing is amazing.
[00:32:39.454 --> 00:32:41.936]  Solutions From Science only makes the best equipment.
[00:32:41.936 --> 00:32:44.717]  Go to PowerGridChaos.com.
[00:32:44.717 --> 00:32:47.759]  That's PowerGridChaos.com to check it out.
[00:32:47.759 --> 00:32:48.840]  Now this is key.
[00:32:48.840 --> 00:32:50.000]  Right now, get 70% off
[00:32:51.141 --> 00:32:54.442]  They're top of the line, perfect power solar generator.
[00:32:54.442 --> 00:32:56.442]  This is the one I use in my home.
[00:32:56.442 --> 00:33:14.487]  Go to powergridchaos.com and get 70% off.
[00:33:14.487 --> 00:33:18.428]  If you are receiving this transmission, you are the resistance.
[00:33:19.887 --> 00:33:28.769]  Live from the Infowars.com studios, it's Alex Jones.
[00:33:28.769 --> 00:33:43.312]  I've got stacks of news about health departments failing because of all the new diseases, the flesh-eating bacteria, the TB, the STDs, even the leprosy.
[00:33:43.312 --> 00:33:46.293]  The country has been deactivated.
[00:33:48.049 --> 00:33:53.033]  The switches of our life support are being flipped off.
[00:33:53.033 --> 00:34:00.300]  The deindustrialization, the only way to bring down the United States, is now being implemented.
[00:34:00.300 --> 00:34:06.645]  And it's being done by people who we have in triplicate, via WikiLeaks and other sources.
[00:34:06.645 --> 00:34:13.091]  It's being done by people that are engaged in this activity consciously.
[00:34:13.091 --> 00:34:16.034]  Now I want to go over Obamacare and the latest developments with that.
[00:34:17.261 --> 00:34:20.062]  But I want to explain to everybody.
[00:34:20.062 --> 00:34:21.342]  We have the WikiLeaks.
[00:34:21.342 --> 00:34:24.143]  We have Ezekiel Emanuel.
[00:34:24.143 --> 00:34:27.824]  We have the Congressional Testimony.
[00:34:27.824 --> 00:34:36.607]  They always wanted to throw out the old crop of doctors that made the United States have the best healthcare system in the world.
[00:34:36.607 --> 00:34:45.150]  So that you would adopt the socialist model where there's a doctor on every corner, but there's no MRI machines, there's no drugs, there's no treatment.
[00:34:46.817 --> 00:34:47.658]  You hurt your knee?
[00:34:47.658 --> 00:34:48.798]  Here's a cane.
[00:34:48.798 --> 00:34:49.459]  Going blind?
[00:34:49.459 --> 00:34:52.701]  Here's a cane.
[00:34:52.701 --> 00:34:53.302]  Got the flu?
[00:34:53.302 --> 00:34:57.785]  Go home and die.
[00:34:57.785 --> 00:35:02.108]  And this is what Big Pharma wants that runs healthcare.
[00:35:02.108 --> 00:35:03.629]  So this is their plan.
[00:35:03.629 --> 00:35:05.030]  This is their modus operandi.
[00:35:05.030 --> 00:35:07.112]  And understand something.
[00:35:07.112 --> 00:35:08.353]  That's not our opinion.
[00:35:08.353 --> 00:35:09.573]  I'm going to show you the WikiLeaks.
