[00:00.000 --> 00:11.800]  Waging war on corruption.
[01:30:15.740 --> 01:30:20.160]  It's a new do-it-yourself home security system that is completely wireless.
[01:30:20.160 --> 01:30:23.120]  Go to getsimplysafe.com.
[01:30:23.120 --> 01:30:25.600]  Simply Safe is independent and off the grid.
[01:30:25.600 --> 01:30:30.040]  It runs on battery power, so even if the grid goes down, you are protected.
[01:30:30.040 --> 01:30:34.800]  It's completely customizable, so you can use it in your home, business, boat, trailer,
[01:30:34.800 --> 01:30:36.760]  storage unit, or shed.
[01:30:36.760 --> 01:30:39.160]  Getsimplysafe.com.
[01:30:39.160 --> 01:30:43.980]  Simply Safe is also ridiculously easy to install yourself in under 20 minutes, so there's
[01:30:43.980 --> 01:30:46.400]  no need to let a stranger into your home.
[01:30:46.400 --> 01:30:50.480]  If you move or need to relocate, you can take the system with you wherever you go.
[01:30:50.480 --> 01:30:54.440]  You aren't always at home, but Simply Safe will stand guard, protecting your property
[01:30:54.440 --> 01:30:57.440]  24 hours a day, seven days a week.
[01:30:57.440 --> 01:31:00.320]  Again, that's getsimplysafe.com.
[01:31:00.320 --> 01:31:02.200]  Introducing Pro1.
[01:31:02.200 --> 01:31:05.840]  All of your filtration in one system, portable, on the go.
[01:31:05.840 --> 01:31:10.420]  No more do you have two or three filters to just reduce sodium fluoride.
[01:31:10.420 --> 01:31:15.880]  You have a system that cuts out the sodium fluoride and up to 95% of hydrofluorosolicic
[01:31:15.880 --> 01:31:16.880]  acid.
[01:31:16.880 --> 01:31:21.480]  Advanced manufacturing technology combines silver impregnated white ceramic with new
[01:31:21.480 --> 01:31:26.420]  aqua medics advanced media for removal of fluoride and other heavy metals, all in one
[01:31:26.420 --> 01:31:27.420]  filter element.
[01:31:27.420 --> 01:31:32.480]  It is the only one that does it, and out of the gates, we have it discounted at 10% off
[01:31:32.480 --> 01:31:34.000]  with promo code water.
[01:31:34.000 --> 01:31:41.440]  This is the only system that in one unit helps reduce or remove pesticides, herbicides, chloramines,
[01:31:41.440 --> 01:31:47.120]  ammonia and chlorine, hydrofluorosolicic acid, the most common form of fluoride not covered
[01:31:47.120 --> 01:31:51.320]  by other fluoride filter brands, and sodium hexafluorosilicate.
[01:31:51.320 --> 01:31:56.440]  Get your Pro Pure with the new Pro1 filters today at infowarskstore.com or by calling
[01:31:56.440 --> 01:32:00.000]  888-253-3139.
[01:32:00.000 --> 01:32:05.160]  Cal-Bend Soap Company can save you thousands of dollars and give you good old fashioned
[01:32:05.160 --> 01:32:10.280]  real soap that is triple concentrated and made from the highest quality vegetable and
[01:32:10.280 --> 01:32:11.800]  coconut oils.
[01:32:11.800 --> 01:32:21.320]  See them on the web, www.5starsoap.com or call 1-800-340-7091 for a free catalog and
[01:32:21.320 --> 01:32:23.200]  buy American made products.
[01:32:23.200 --> 01:32:28.320]  Order the sampler, a one to two month supply, or get a one to two year supply of soaps for
[01:32:28.320 --> 01:32:29.920]  all your cleaning needs.
[01:32:29.920 --> 01:32:33.440]  You're getting soap products twice as good as what you're using now.
[01:32:33.440 --> 01:32:38.160]  This is an amazing deal and you will love the way real soap makes your skin feel.
[01:32:38.160 --> 01:32:45.280]  Call 1-800-340-7091 or visit www.5starsoap.com.
[01:32:45.280 --> 01:32:50.120]  Alex and his staff have used these earth friendly pure soaps for years.
[01:32:50.120 --> 01:33:01.880]  See them on the web, www.5starsoap.com or call 1-800-340-7091 for a catalog.
[01:33:01.880 --> 01:33:09.440]  Coast to Coast, direct from Austin, you're listening to the Alex Jones Broadcasting Network.
[01:33:09.440 --> 01:33:23.080]  Live from Austin, Texas, broadcasting worldwide, it's Alex Jones.
[01:33:23.080 --> 01:33:28.280]  It certainly is my friends, briefly here we are expanding our news gathering operation,
[01:33:28.280 --> 01:33:34.040]  getting more reporters, producing films, we have the nightly news weeknights 7 o'clock
[01:33:34.040 --> 01:33:41.440]  central info wars news.com or prisonblinded.tv and we are just going 110% in the face of
[01:33:41.440 --> 01:33:45.640]  tyranny because we have a chance of really hitting flashpoint, jump point, and waking
[01:33:45.640 --> 01:33:47.680]  this country and the world up.
[01:33:47.680 --> 01:33:50.320]  And as America goes, so goes the rest of the world.
[01:33:50.320 --> 01:33:53.720]  They used to say, as Texas goes, so goes the nation.
[01:33:53.720 --> 01:33:58.840]  Well as Texas goes, so goes America, and as America goes, so goes the world, because we're
[01:33:58.840 --> 01:34:02.400]  not perfect, but compared to other countries, we've had a bigger share of freedom and that's
[01:34:02.400 --> 01:34:04.200]  why we've been so successful.
[01:34:04.200 --> 01:34:08.760]  5% of the world's population had half the wealth, bringing collectivism, we're now about
[01:34:08.760 --> 01:34:10.880]  30% of the world's wealth in just 20 years.
[01:34:10.880 --> 01:34:13.680]  We need to reverse that now.
[01:34:13.680 --> 01:34:19.420]  And we sell the very best books, videos, t-shirts, documentaries, pro second amendment info,
[01:34:19.420 --> 01:34:22.680]  you name it, infowarsstore.com.
[01:34:22.680 --> 01:34:27.120]  We have the keep or not to keep written by Pastor Chuck Baldwin and Tim Baldwin as constitutional
[01:34:27.120 --> 01:34:30.840]  lawyer son, very powerful book to give anti-gun preachers.
[01:34:30.840 --> 01:34:31.840]  They're being brainwashed.
[01:34:31.840 --> 01:34:34.720]  We have the pro gun come and take it t-shirts.
[01:34:34.720 --> 01:34:37.160]  We have Richard Belzer's new book, Hit List.
[01:34:37.160 --> 01:34:40.360]  We have all the books on vaccines and how deadly they are.
[01:34:40.360 --> 01:34:44.360]  Just I don't know, it's gotta be 1000 items, shortwave radios, the lowest prices.
[01:34:44.360 --> 01:34:48.420]  And Pro Pure Water Filter is the best, it's what I use, what I researched, and I went
[01:34:48.420 --> 01:34:49.920]  out and got as a sponsor.
[01:34:49.920 --> 01:34:54.700]  The best stainless steel gravity fed filters anywhere, the lowest price, 10% off with promo
[01:34:54.700 --> 01:34:56.800]  code WATER.
[01:34:56.800 --> 01:35:01.360]  Promo code WATER at infowarsstore.com, or when you call the toll free number, tell them
[01:35:01.360 --> 01:35:05.360]  that you get 10% off all the water filtration, but also the live straw, the Pro Pure, you
[01:35:05.360 --> 01:35:09.580]  name it, 888-253-3139.
[01:35:09.580 --> 01:35:13.300]  And we get our message of liberty out the old fashioned way.
[01:35:13.300 --> 01:35:15.920]  We sell and promote things we believe in.
[01:35:15.920 --> 01:35:21.280]  And if you believe in our message and our products, you voluntarily buy them and fund
[01:35:21.280 --> 01:35:22.280]  us.
[01:35:22.280 --> 01:35:25.800]  We're not the IRS taking it and giving it to the private Federal Reserve or MSNBC and
[01:35:25.800 --> 01:35:30.120]  stimulus money to then come out and attack the family in the Second Amendment.
[01:35:30.120 --> 01:35:35.060]  So vote with your dollars today, infowarsstore.com.
[01:35:35.060 --> 01:35:38.760]  And vote with your mouth and your email and your Facebook and your Twitter, what you're
[01:35:38.760 --> 01:35:39.760]  doing.
[01:35:39.760 --> 01:35:43.840]  There's a reason we're reaching, I don't wanna say how many people a week, it sounds insane.
[01:35:43.840 --> 01:35:45.600]  The point is we're reaching a lot of people.
[01:35:45.600 --> 01:35:51.200]  I'm really asking for it too, let me tell you, 888-253, hey, nobody can say at the end
[01:35:51.200 --> 01:35:56.480]  of this, I didn't stand up for liberty though, 888-253-3139.
[01:35:56.480 --> 01:35:59.560]  Nobody can say I kiss the devil's stinking rump either.
[01:35:59.560 --> 01:36:07.120]  Anyways, 888-253-3139, ladies and gentlemen, to support the Infowar.
[01:36:07.120 --> 01:36:13.160]  And you can get 11 memberships in Operation Awaking the Sleeping Giant, 11 memberships
[01:36:13.160 --> 01:36:17.800]  for 5.95 a month, that's each month, that's 55 cents per person.
[01:36:17.800 --> 01:36:22.840]  One membership can be used by 11 people simultaneously to see the nightly news, all the films, download
[01:36:22.840 --> 01:36:25.120]  them, see the video or the radio show.
[01:36:25.120 --> 01:36:28.680]  If you're not a member of prisonplanet.tv, what is keeping you?
[01:36:28.680 --> 01:36:33.080]  And if you are a member, what's keeping you from giving gift cards with a username passcode
[01:36:33.080 --> 01:36:35.600]  you can share with everybody?
[01:36:35.600 --> 01:36:41.160]  Prisonplanet.tv, all right, that's enough, boom, just midair refueling and the expansion
[01:36:41.160 --> 01:36:42.160]  of the operation here.
[01:36:42.160 --> 01:36:46.840]  I wanna play these clips and go to our guest on this, and then Adam Kokesh locked up, he's
[01:36:46.840 --> 01:36:52.040]  at a marijuana legalization rally, whether you support that or not, only 6% of Americans
[01:36:52.040 --> 01:36:55.080]  say lock up marijuana smokers.
[01:36:55.080 --> 01:36:58.720]  He was arrested, they singled him out because he's a pro-Second Amendment guy.
[01:36:58.720 --> 01:37:02.420]  We're gonna break that down with our guest, his producers, here in a moment from their
[01:37:02.420 --> 01:37:03.920]  TV studio.
[01:37:03.920 --> 01:37:14.080]  But first off, let's finish this clip of Michael Moore, the host of the show, had just said
[01:37:14.080 --> 01:37:18.680]  there on Bill Maher's program that it's treason to not do what Obama wants.
[01:37:18.680 --> 01:37:23.280]  And then Moore says we hate America because we don't wanna just bring in 30 million people
[01:37:23.280 --> 01:37:27.400]  and give them free welfare and bankrupt the country and hand in our guns.
[01:37:27.400 --> 01:37:31.640]  And then he says Americans wanna not have guns, and in fake polls they've got.
[01:37:31.640 --> 01:37:34.640]  They've sold hundreds of millions of guns the last few years, everybody's getting into
[01:37:34.640 --> 01:37:35.640]  guns.
[01:37:35.640 --> 01:37:40.080]  You're losing the culture war, scum, so they declare they're winning it in a giant hoax,
[01:37:40.080 --> 01:37:41.080]  here it is.
[01:37:41.080 --> 01:37:42.080]  No, they hate America.
[01:37:42.080 --> 01:37:44.160]  You hate America, you piece of crap.
[01:37:44.160 --> 01:37:48.500]  Yeah, I think these conservatives and right wingers, really, for as much as they say they
[01:37:48.500 --> 01:37:52.120]  love this country, they hate it, they hate the government.
[01:37:52.120 --> 01:37:53.120]  Back it up again.
[01:37:53.120 --> 01:37:57.920]  Man, you read the Declaration of Independence, the Bill of Rights Constitution, it sounds
[01:37:57.920 --> 01:38:01.680]  like Alex Jones and Ron Paul, okay?
[01:38:01.680 --> 01:38:06.300]  Not you, you read what the Soviets and the Nazis did politically.
[01:38:06.300 --> 01:38:10.240]  It sounds like you, Pig Moore, Pig Morris, whatever you wanna call it.
[01:38:10.240 --> 01:38:12.920]  I mean, you make me sick what a liar you are.
[01:38:12.920 --> 01:38:17.760]  Just the outrageousness of an anti-American piece of crap like you, excuse me, I'm trying
[01:38:17.760 --> 01:38:18.960]  to control myself.
[01:38:18.960 --> 01:38:22.720]  Yeah, he has bodyguards, it's on video back in 2004.
[01:38:22.720 --> 01:38:24.560]  He's out in the street in New York, go up, talk to him.
[01:38:24.560 --> 01:38:27.560]  I'm like 10 feet away, they elbow me out, elbow the guy right back.
[01:38:27.560 --> 01:38:30.560]  They're like groaning back top like, yeah, you think I'm one of these people?
[01:38:30.560 --> 01:38:33.840]  You're gonna punch me and not get it back, you scum?
[01:38:33.840 --> 01:38:38.880]  That guy's got six bodyguards with guns, but he doesn't think you have a right to own them.
[01:38:38.880 --> 01:38:39.880]  It's a piece of trash.
[01:38:39.880 --> 01:38:42.480]  Let's go back to the liar, go back to him.
[01:38:42.480 --> 01:38:44.560]  No, they hate America.
[01:38:44.560 --> 01:38:45.560]  That's really what it is.
[01:38:45.560 --> 01:38:46.560]  They hate America.
[01:38:46.560 --> 01:38:47.560]  Hate you?
[01:38:47.560 --> 01:38:50.360]  Yeah, I think these conservatives and right wingers, really, for as much as they say they
[01:38:50.360 --> 01:38:54.120]  love this country, they hate it, they hate the government, they hate-
[01:38:54.120 --> 01:38:56.640]  I hate globalists like you who've taken it over.
[01:38:56.640 --> 01:39:00.600]  No, well, it shouldn't be, the government's supposed to be of, by, and for the people,
[01:39:00.600 --> 01:39:01.600]  right?
[01:39:01.600 --> 01:39:02.600]  But it's not.
[01:39:02.600 --> 01:39:03.600]  Why is the government-
[01:39:03.600 --> 01:39:06.120]  But it persecutes people with tax records, you piece of trash.
[01:39:06.120 --> 01:39:09.800]  It does, Mike, it got taken over by a Kenyan socialist, that's why.
[01:39:09.800 --> 01:39:12.040]  That's why we need our guns.
[01:39:12.040 --> 01:39:13.040]  From Cincinnati.
[01:39:13.040 --> 01:39:15.360]  Yeah, we might have to take over the government.
[01:39:15.360 --> 01:39:16.360]  Yeah.
[01:39:16.360 --> 01:39:19.640]  Listen, here, here's the good news.
[01:39:19.640 --> 01:39:21.640]  I'm not as depressed about this.
[01:39:21.640 --> 01:39:22.640]  It's all lies.
[01:39:22.640 --> 01:39:23.800]  We're going to our guests.
[01:39:23.800 --> 01:39:26.480]  It's all lies.
[01:39:26.480 --> 01:39:31.920]  Obama has seven czars that have quoted Mao Tse Tung, that's the biggest mass murder in
[01:39:31.920 --> 01:39:32.920]  history.
[01:39:32.920 --> 01:39:37.020]  I mean, it's these creepy weirdo authoritarians who just said it's tyranny not to do what
[01:39:37.020 --> 01:39:42.840]  they want, but that they're not tyrannical, that it's treason not to do what they want.
[01:39:42.840 --> 01:39:48.320]  And then he's such a liar, they later say the healthcare law is cutting healthcare costs
[01:39:48.320 --> 01:39:51.440]  in half, when it's doubled it, that's even the White House admits it.
[01:39:51.440 --> 01:39:53.400]  They just think you're stupid.
[01:39:53.400 --> 01:39:54.400]  They're not liberals.
[01:39:54.400 --> 01:39:57.800]  I'm a real liberal, folks, who want to use a Thomas Jefferson term.
[01:39:57.800 --> 01:40:01.580]  Yeah, I'm an extreme right winger nowadays, because all the terms are scrambled.
[01:40:01.580 --> 01:40:05.080]  Let's go back to this piece of trash.
[01:40:05.080 --> 01:40:07.200]  Let's go back to the clip here of Michael Moore.
[01:40:07.200 --> 01:40:08.720]  They hate America.
[01:40:08.720 --> 01:40:09.720]  That's really what it is.
[01:40:09.720 --> 01:40:10.720]  They hate America?
[01:40:10.720 --> 01:40:14.520]  Yeah, I think these conservatives and right wingers really, for as much as they say they
[01:40:14.520 --> 01:40:16.360]  love this country, they hate it.
[01:40:16.360 --> 01:40:17.560]  They hate the government.
[01:40:17.560 --> 01:40:18.560]  They hate people.
[01:40:18.560 --> 01:40:20.960]  But those are two different things, aren't they?
[01:40:20.960 --> 01:40:21.960]  No.
[01:40:21.960 --> 01:40:22.960]  Well, it shouldn't be.
[01:40:22.960 --> 01:40:25.220]  The government's supposed to be of, by, and for the people, right?
[01:40:25.220 --> 01:40:26.220]  That's the line.
[01:40:26.220 --> 01:40:29.080]  Obama's like, don't worry about the government, it's the people.
[01:40:29.080 --> 01:40:30.080]  There's no tyranny.
[01:40:30.080 --> 01:40:35.160]  The government does, Mike, have got taken over by a Kenyan socialist, that's why we
[01:40:35.160 --> 01:40:36.160]  need our guns.
[01:40:36.160 --> 01:40:37.160]  From Cincinnati.
[01:40:37.160 --> 01:40:39.840]  There's a southern accent, he's a bigot.
[01:40:39.840 --> 01:40:40.840]  He's a bigot.
[01:40:40.840 --> 01:40:43.720]  Listen, here, here's the good news.
[01:40:43.720 --> 01:40:46.960]  That piece of trash thinks he's better than everybody.
[01:40:46.960 --> 01:40:53.600]  As all the polls show, the next generation coming up, they don't agree with any of this
[01:40:53.600 --> 01:40:54.600]  nonsense.
[01:40:54.600 --> 01:40:55.600]  They got five times the cancer rate.
[01:40:55.600 --> 01:40:56.600]  You've done a good job on them.
[01:40:56.600 --> 01:40:57.600]  They don't give any guns to young people.
[01:40:57.600 --> 01:40:58.600]  They're totally brain damaged.
[01:40:58.600 --> 01:40:59.600]  They're not bigots.
[01:40:59.600 --> 01:41:00.600]  They're not haters.
[01:41:00.600 --> 01:41:01.600]  Right.
[01:41:01.600 --> 01:41:03.600]  81% of young adults support gay marriage.
[01:41:03.600 --> 01:41:04.600]  They support legalization.
[01:41:04.600 --> 01:41:05.600]  Less religious?
[01:41:05.600 --> 01:41:06.600]  Less, yes.
[01:41:06.600 --> 01:41:07.600]  Oh, it's Obama arresting all the pot smokers.
[01:41:07.600 --> 01:41:08.600]  I can't hear any more of it.
[01:41:08.600 --> 01:41:09.600]  Shut it down.
[01:41:09.600 --> 01:41:10.600]  Come on.
[01:41:10.600 --> 01:41:11.600]  All right, I'm going to our guest.
[01:41:11.600 --> 01:41:12.600]  I appreciate him holding.
[01:41:12.600 --> 01:41:14.480]  We're going to break here in a minute or two.
[01:41:14.480 --> 01:41:22.240]  Joining us are Lucas Jewell and one of the other hosts there of the show, pardon me?
[01:41:22.240 --> 01:41:23.240]  Darryl Young.
[01:41:23.240 --> 01:41:25.600]  We're just going to go to you after the break.
[01:41:25.600 --> 01:41:29.080]  We'll go to you after the break that way because I didn't know we were going to have two guests
[01:41:29.080 --> 01:41:32.960]  on and that's great, but I'm going to get these names straight on a piece of paper when
[01:41:32.960 --> 01:41:34.160]  I come back after this break.
[01:41:34.160 --> 01:41:42.320]  We're going to find out exactly what has gone on with Adam Kokesh, again, who is a talk
[01:41:42.320 --> 01:41:44.480]  show host and a frequent guest of the show.
[01:41:44.480 --> 01:41:49.320]  I don't cheerlead him having an armed march on Washington because I know they're going
[01:41:49.320 --> 01:41:53.040]  to try to set something up and I know how the media will spin it, but I also understand
[01:41:53.040 --> 01:41:57.780]  their right to have an armed march on Washington when the Supreme Court has ruled their anti-gun
[01:41:57.780 --> 01:42:04.420]  laws are unconstitutional there inside of DC.
[01:42:04.420 --> 01:42:05.420]  So it's civil disobedience.
[01:42:05.420 --> 01:42:09.840]  Now, the police chief said famously a week ago, I'll arrest Kokesh and these people.
[01:42:09.840 --> 01:42:15.120]  We will allow protesting, which is civil disobedience, but we won't allow people with guns.
[01:42:15.120 --> 01:42:16.760]  Only the government can have guns.
[01:42:16.760 --> 01:42:20.020]  Civil disobedience is violating a law that's unconstitutional.
[01:42:20.020 --> 01:42:24.960]  You're violating the law arresting peaceful protesters in DC all the time and not allowing
[01:42:24.960 --> 01:42:25.960]  it.
[01:42:25.960 --> 01:42:29.820]  So she's like, I'll allow unarmed protesters, which you don't normally do because you're
[01:42:29.820 --> 01:42:35.060]  a color of law thug, but you won't allow other people to do that.
[01:42:35.060 --> 01:42:37.420]  So again, they just think everybody's stupid.
[01:42:37.420 --> 01:42:44.560]  Civil disobedience was black people saying I'm not going to sit at the lunch counter.
[01:42:44.560 --> 01:42:50.940]  You know, at the black restaurant only or the black bathroom when it doesn't exist.
[01:42:50.940 --> 01:42:51.940]  That's the parking lot.
[01:42:51.940 --> 01:42:55.460]  I'm going to come into the so-called white restaurants and I'm going to order food at
[01:42:55.460 --> 01:43:00.600]  lunch, which was against the law, or I'm going to sit at the front of the bus.
[01:43:00.600 --> 01:43:05.640]  A little over a year ago, I began to do a lot of research into why, even if I had a
[01:43:05.640 --> 01:43:07.940]  good sized meal, that I was still starving.
[01:43:07.940 --> 01:43:12.760]  And my research led me to a well-known fact that most of the soils that we grow our crops
[01:43:12.760 --> 01:43:16.920]  on here in the United States and across the industrialized world are almost completely
[01:43:16.920 --> 01:43:22.480]  depleted of almost all of the key minerals and trace elements that our bodies need to
[01:43:22.480 --> 01:43:25.660]  rebuild themselves, fight off cancer and be healthy.
[01:43:25.660 --> 01:43:31.980]  I then searched out the best vitamin and mineral company out there and discovered Young Jevity.
[01:43:31.980 --> 01:43:36.120]  The Young Jevity products are designed to give you the real nutrition you need.
[01:43:36.120 --> 01:43:39.960]  And once you've got that, you don't have to eat as much to be satisfied.
[01:43:39.960 --> 01:43:46.340]  I've lost 37 pounds in two months, simply getting the vitamins and minerals I need.
[01:43:46.340 --> 01:43:47.780]  Check it out for yourself.
[01:43:47.780 --> 01:43:48.780]  It's incredible.
[01:43:48.780 --> 01:43:54.680]  Go to Infowarsteam.com today and order your first canister of Beyond Tangy Tangerine complete
[01:43:54.680 --> 01:43:57.900]  multivitamin mineral complex dietary supplement.
[01:43:57.900 --> 01:44:01.080]  That's Infowarsteam.com.
[01:44:01.080 --> 01:44:06.700]  With health threats on the rise such as West Nile virus, MRSA, CRE and now the new bird
[01:44:06.700 --> 01:44:11.300]  flu recently discovered in China, there has never been a more crucial time to support
[01:44:11.300 --> 01:44:13.680]  your immune system.
[01:44:13.680 --> 01:44:17.800]  Supernatural Silver is a revolutionary new silver solution that is clinically shown to
[01:44:17.800 --> 01:44:23.300]  be several hundred times more effective than colloidal or ionic silver and is powerful
[01:44:23.300 --> 01:44:26.660]  enough to help protect you and your family.
[01:44:26.660 --> 01:44:31.180]  Supernatural Silver is scientifically supported, highly effective and perfect for everyday
[01:44:31.180 --> 01:44:33.580]  use inside the body as well as out.
[01:44:33.580 --> 01:44:37.660]  The Science Digest Journal says silver is our mightiest germ fighter.
[01:44:37.660 --> 01:44:43.420]  It is virtually non-toxic and is emerging as a wonder of modern medicine.
[01:44:43.420 --> 01:44:47.460]  Supernatural Silver is the number one choice of thousands for improved health and immune
[01:44:47.460 --> 01:44:48.580]  system support.
[01:44:48.580 --> 01:44:54.460]  To find out how Supernatural Silver can change your life, go to SupernaturalSilver.com and
[01:44:54.460 --> 01:44:59.700]  use the promo code SPRING2013 for 20% off and like us on Facebook.
[01:44:59.700 --> 01:45:04.460]  You may be arrested and or subject to other police action.
[01:45:04.460 --> 01:45:05.700]  Tyranny is here.
[01:45:05.700 --> 01:45:09.620]  The grim future foretold in 1984 has become reality.
[01:45:09.620 --> 01:45:12.020]  It really says that the state is God.
[01:45:12.020 --> 01:45:16.560]  The United States is now recognized globally as one of the most oppressive police states
[01:45:16.560 --> 01:45:17.800]  on earth.
[01:45:17.800 --> 01:45:22.620]  This film conclusively proves the existence of a secret network of FEMA camps now being
[01:45:22.620 --> 01:45:24.460]  expanded nationwide.
[01:45:24.460 --> 01:45:28.620]  This documentary exposes how the continuity of government program has established an all
[01:45:28.620 --> 01:45:30.560]  powerful shadow state.
[01:45:30.560 --> 01:45:34.580]  Police State 4 chronicles the sickening depths to which our republic has fallen.
[01:45:34.580 --> 01:45:41.020]  Prepare to enter the secretive world of emergency dictatorship, body scanners, sound cams, citizen
[01:45:41.020 --> 01:45:44.840]  spies, stage terror and cameras on every street corner.
[01:45:44.840 --> 01:45:48.340]  It's only the beginning of the New World Order's hellish plan.
[01:45:48.340 --> 01:45:50.380]  The police state isn't coming.
[01:45:50.380 --> 01:45:51.380]  It's here.
[01:45:51.380 --> 01:46:00.100]  Secure your copy today at Infowars.com or see it online in the highest quality at prisonplanet.tv.
[01:46:00.100 --> 01:46:02.020]  Introducing Pro One.
[01:46:02.020 --> 01:46:05.620]  All of your filtration in one system portable on the go.
[01:46:05.620 --> 01:46:10.200]  No more do you have two or three filters to just reduce sodium fluoride.
[01:46:10.200 --> 01:46:15.580]  You have a system that cuts out the sodium fluoride and up to 95% of hydrofluorosolicic
[01:46:15.580 --> 01:46:16.580]  acid.
[01:46:16.580 --> 01:46:21.260]  Advanced manufacturing technology combines silver impregnated white ceramic with new
[01:46:21.260 --> 01:46:26.180]  aqua medics advanced media for removal of fluoride and other heavy metals all in one
[01:46:26.180 --> 01:46:27.180]  filter element.
[01:46:27.180 --> 01:46:32.240]  It is the only one that does it and out of the gates we have it discounted at 10% off
[01:46:32.240 --> 01:46:33.780]  with promo code water.
[01:46:33.780 --> 01:46:41.260]  This is the only system that in one unit helps reduce or remove pesticides, herbicides, chloramines,
[01:46:41.260 --> 01:46:46.900]  ammonia and chlorine, hydrofluorosolicic acid, the most common form of fluoride not covered
[01:46:46.900 --> 01:46:51.100]  by other fluoride filter brands and sodium hexafluorosilicate.
[01:46:51.100 --> 01:47:01.940]  Get your Pro Pure with a new Pro One filter today at Infowarsstore.com or by calling 888-253-3139.
[01:47:01.940 --> 01:47:05.420]  Coast to coast direct from Austin.
[01:47:05.420 --> 01:47:16.180]  You're listening to the Alex Jones Broadcasting Network.
[01:47:16.180 --> 01:47:18.700]  He aligns himself with the truth.
[01:47:18.700 --> 01:47:21.620]  But it's time for you to choose a side.
[01:47:21.620 --> 01:47:26.820]  You're listening to Alex Jones.
[01:47:26.820 --> 01:47:27.820]  All right, final segment.
[01:47:27.820 --> 01:47:30.620]  I appreciate our guests joining us.
[01:47:30.620 --> 01:47:33.180]  The Adam versus the man radio TV show.
[01:47:33.180 --> 01:47:37.300]  Only 6% of Americans think marijuana possession should be punished with jail time.
[01:47:37.300 --> 01:47:45.780]  A new Reason Roop poll put out by Reason magazine found and look, I'm not a big marijuana guy.
[01:47:45.780 --> 01:47:48.900]  George Soros promotes it cuz he wants to dumb the public down.
[01:47:48.900 --> 01:47:53.820]  It's kind of one of the few liberal things actual establishment people can push.
[01:47:53.820 --> 01:47:56.180]  It's like yeah, gay marriage, have your marijuana.
[01:47:56.180 --> 01:48:00.420]  But libertarians have been saying decriminalize it forever cuz it's just used to put peaceful
[01:48:00.420 --> 01:48:01.900]  people in prison.
[01:48:01.900 --> 01:48:04.500]  Now you know who Adam Kokesh is, a lot of you.
[01:48:04.500 --> 01:48:08.740]  He's a talk show host who says he's gonna have an armed march peacefully on DC as, like
[01:48:08.740 --> 01:48:11.860]  I just said, like black people sitting at the front of the bus saying I'm not gonna
[01:48:11.860 --> 01:48:12.860]  sit at the back of the bus.
[01:48:12.860 --> 01:48:17.540]  If the Supreme Court said you can have loaded arrivals in DC, why can't we march five years
[01:48:17.540 --> 01:48:20.260]  later after that with the rivals?
[01:48:20.260 --> 01:48:23.940]  Others have said this will be used as a provocateur and start some type of big event.
[01:48:23.940 --> 01:48:26.420]  I don't think the establishment wants that to happen.
[01:48:26.420 --> 01:48:30.620]  But I did warn Kokesh on and off air, I said they're gonna come after you.
[01:48:30.620 --> 01:48:37.020]  Now he was in another city doing a marijuana demonstration and they singled him out and
[01:48:37.020 --> 01:48:38.600]  tackled him and arrested him.
[01:48:38.600 --> 01:48:42.020]  And now to tell us what they're charging him with, what's happening, here it is.
[01:48:42.020 --> 01:48:45.940]  Philadelphia police arrest marijuana activist at peaceful demonstration.
[01:48:45.940 --> 01:48:51.340]  And joining us are Lucas Jewell, his producer, and his podcast producer, Darrell Young.
[01:48:51.340 --> 01:48:55.900]  Gentlemen, you've got the floor for the balance of this segment, I appreciate you coming on.
[01:48:55.900 --> 01:48:59.300]  Looks to me, I like on the video, that they singled him out.
[01:48:59.300 --> 01:49:00.300]  What happened there?
[01:49:00.300 --> 01:49:01.900]  Thank you for having us, brother.
[01:49:01.900 --> 01:49:06.180]  Now for starters, this is our fifth rally that we had for Smoke Down.
[01:49:06.180 --> 01:49:10.220]  So for them to come and attack us now, there had to have been a reason.
[01:49:10.220 --> 01:49:14.900]  But we originally arrived in Philadelphia for our end of federal rally, which started
[01:49:14.900 --> 01:49:16.340]  about 12 o'clock.
[01:49:16.340 --> 01:49:21.200]  So as us arriving in Philadelphia early, we noticed by the Liberty Bell where we normally
[01:49:21.200 --> 01:49:26.820]  host the Smoke Down rallies that they had a fence gate around the area where we normally
[01:49:26.820 --> 01:49:31.660]  stand and promote our peaceful Smoke Down rally.
[01:49:31.660 --> 01:49:34.380]  And earlier in the day, there was massive police there.
[01:49:34.380 --> 01:49:39.700]  And I guess there was a officer that had, how should I phrase it, like a stack of paperwork.
[01:49:39.700 --> 01:49:44.540]  So my assumption is, hey, are those paperwork of people that they're gonna be looking for
[01:49:44.540 --> 01:49:45.540]  in advance?
[01:49:45.540 --> 01:49:50.220]  Because we had never seen this area gated off as it was that day.
[01:49:50.220 --> 01:49:55.180]  So we walked around, asked all of the hosts of the event, did they request this gate to
[01:49:55.180 --> 01:49:56.980]  be surrounded the area?
[01:49:56.980 --> 01:49:57.980]  Nobody had any information.
[01:49:57.980 --> 01:50:01.060]  No, they put it up as a non-escape thing for their prey.
[01:50:01.060 --> 01:50:02.420]  Yes, sir.
[01:50:02.420 --> 01:50:07.380]  And on the gate, it did state, this area is for a rally for people that's gonna be smoking
[01:50:07.380 --> 01:50:08.700]  a controlled substance.
[01:50:08.700 --> 01:50:14.700]  And nobody that hosted the event knew any information about this gate.
