[00:00:03.863 --> 00:00:06.544]  First, congratulations.
[00:26:14.247 --> 00:26:17.590]  One of the top facilities in Utah that we have the special proprietary blend made.
[00:26:18.422 --> 00:26:25.848]  Where they cold press it, takes three to four to five times, depending on the batch, of the herbs to make it, and it's really living.
[00:26:25.848 --> 00:26:27.449]  It's like a fine wine.
[00:26:27.449 --> 00:26:30.431]  It's next-level stamina, libido, energy, very, very strong.
[00:26:30.431 --> 00:26:32.192]  Good for men and women.
[00:26:32.192 --> 00:26:35.875]  We have superfemale Vitality, a similar formula, but a lot of women like this, but others are female.
[00:26:35.875 --> 00:26:37.176]  It works for both men and women.
[00:26:37.176 --> 00:26:42.220]  It's 50% off, back in stock, for a limited time, at that price, at infowarestore.com.
[00:26:43.801 --> 00:26:49.624]  And we've also got some of the other great products back in, like this baby everybody should get.
[00:26:49.624 --> 00:26:52.605]  Living Defense and X2 is back!
[00:26:52.605 --> 00:26:56.187]  X2, the ultimate deep-earth crystal source of iodine.
[00:26:56.187 --> 00:27:10.673]  Imagine a dystopic novel or a dystopic science fiction movie where if you've had a cold, you can be locked up in your home, you can be taken away, you can be forcibly inoculated with drugs that masquerade as vaccines that actually change your very DNA.
[00:27:10.673 --> 00:27:12.394]  Well, that's where we are in the year 2020.
[00:27:13.414 --> 00:27:17.357]  Global government, the United Nations, all these authoritarian groups admit they're doing it.
[00:27:17.357 --> 00:27:24.882]  They even admit that they're doing it for power and control and that they're not even worried about COVID-19.
[00:27:24.882 --> 00:27:27.284]  That's what Klaus Schwab and others have said.
[00:27:27.284 --> 00:27:28.685]  Think about how insane that is.
[00:27:28.685 --> 00:27:30.627]  Oh, and big tech's got to track you.
[00:27:30.627 --> 00:27:31.287]  They've got to trace you.
[00:27:31.287 --> 00:27:32.188]  They've got to control you.
[00:27:32.188 --> 00:27:34.349]  You've got to have apps leave your house.
[00:27:34.349 --> 00:27:34.930]  Why?
[00:27:34.930 --> 00:27:37.432]  You've got to have secret police come disappear you because
[00:27:38.212 --> 00:27:45.020]  My God, this thing has one-tenth of one percent chance of killing you if you're debilitated and have cancer or a heart attack.
[00:27:45.020 --> 00:27:46.661]  This is their takeover.
[00:27:46.661 --> 00:27:48.984]  Imagine on America's death certificate.
[00:27:48.984 --> 00:27:51.507]  Killed by the fear of the common cold.
[00:27:51.507 --> 00:27:52.608]  Yeah, that's fear-mongering.
[00:27:52.608 --> 00:27:53.329]  That's mind control.
[00:27:55.410 --> 00:27:57.791]  The post-industrial world.
[00:27:57.791 --> 00:28:07.053]  That's what George Herbert Walker Bush signed on to at the Rio de Janeiro Agenda 21 conference back in 1992.
[00:28:07.053 --> 00:28:11.554]  Now they've launched Agenda 2030, which is a post-industrial world.
[00:28:11.554 --> 00:28:17.415]  Klaus Schwab of the Davos Group, Trudeau, the Prime Minister of Canada, they're all on record saying the Great Reset is Agenda 2030.
[00:28:20.276 --> 00:28:23.299]  Well, you might want to find out what Agenda 2030 is.
[00:28:23.299 --> 00:28:26.422]  It is the destruction of society as we know it.
[00:28:26.422 --> 00:28:28.384]  It is making the population poor.
[00:28:28.384 --> 00:28:34.289]  By design, so we can be controlled with a medical technocracy over you and your family.
[00:28:34.289 --> 00:28:37.612]  They are destroying civilization, rebuild it, and they're dystopic.
[00:28:38.573 --> 00:28:39.935]  Image.
[00:28:39.935 --> 00:28:43.879]  We are fighting this at Infowars.com and Newswars.com.
[00:28:43.879 --> 00:28:51.006]  We are fighting for a pro-human future and we need you to get the facts, to research it and share it with others and join the fight.
[00:28:51.006 --> 00:28:51.907]  God bless you.
[00:28:51.907 --> 00:28:54.149]  Visit us, spread the word at Infowars.com.
[00:28:55.475 --> 00:28:57.236]  The Resistance, not video.
[00:29:09.728 --> 00:29:18.712]  Infowars.com, Newswars.com, Ban.video, and hundreds of other URLs we've launched have been banned.
[00:29:18.712 --> 00:29:24.414]  That's why every month we launch a new URL before they ban it.
[00:29:24.414 --> 00:29:27.836]  But Soros and Bill Gates and the globalists are on our tail.
[00:29:28.636 --> 00:29:33.301]  But the new website is TheResistance.Video.
[00:29:33.301 --> 00:29:35.242]  TheResistance.Video.
[00:29:35.242 --> 00:29:39.686]  They're trying to block us because the truth is powerful and can defeat them.
[00:29:39.686 --> 00:29:50.316]  So the new URL that links right to Band.Video and all of our videos and all of our documentaries and all the special reports and all the suppressed information is at TheResistance.Video.
[00:29:50.316 --> 00:29:51.237]  Share the link.
[00:29:51.237 --> 00:29:52.819]  TheResistance.Video.
[00:29:52.819 --> 00:29:53.840]  TheResistance.Video.
[00:29:57.754 --> 00:30:08.285]  You're listening to the Alex Jones Show.
[00:30:08.285 --> 00:30:10.947]  Waging war on corruption.
[00:30:10.947 --> 00:30:16.093]  It's Alex Jones coming to you live from the front lines of the InfoWar.
[00:30:34.547 --> 00:30:48.932]  We'll meet again, don't know where, don't know when, but I know we'll meet again some sunny day.
[00:30:54.301 --> 00:31:17.458]  Keep smiling through Just like you always do Till the blue skies drive the dark clouds far away And will you please say hello To the folks that I know
[00:31:19.210 --> 00:31:34.255]  Tell them that I won't be long and they'll be happy to know that as you saw me go I was singing this song.
[00:31:34.255 --> 00:31:38.737]  We'll meet again, don't know where.
[00:31:40.243 --> 00:31:49.728]  Don't know when, but I know we'll meet again some sunny day.
[00:31:49.728 --> 00:31:53.090]  You want a piece of me?
[00:31:53.090 --> 00:31:55.211]  You got it!
[00:31:55.211 --> 00:31:58.153]  Yeah, we'll meet again.
[00:31:58.153 --> 00:32:08.479]  I don't know where, and I don't know when, but I do know that we'll meet again some sunny day.
[00:32:09.557 --> 00:32:14.859]  Give me the keys to daylight, that's all I need.
[00:32:14.859 --> 00:32:18.060]  So honey, keep on smiling through.
[00:32:18.060 --> 00:32:24.182]  Just like you always do.
[00:32:24.182 --> 00:32:34.186]  Till the blue skies drive the dark clouds far away.
[00:32:34.186 --> 00:32:38.508]  And would you please say hello, to all the folks that I know.
[00:32:39.935 --> 00:32:44.536]  And tell them I won't be long.
[00:32:44.536 --> 00:32:53.538]  They'll be happy to know that as you saw me go, I was singing this song.
[00:32:53.538 --> 00:33:00.600]  We'll meet again, don't know where.
[00:33:01.844 --> 00:33:10.596]  Don't know when, but I know we'll meet again some sunny day.
[00:33:20.433 --> 00:33:23.695]  Wow, that's a powerful video that our own Darren McBrain put together.
[00:33:23.695 --> 00:33:26.617]  Again, for radio listeners, you've got to hear a great Johnny Cash song.
[00:33:26.617 --> 00:33:27.978]  I want to go to your phone calls now.
[00:33:27.978 --> 00:33:29.099]  I am your host, Alex Jones.
[00:33:29.099 --> 00:33:34.703]  We've got Steve, we've got Rick, we've got Danny, we've got Scott, Austin, Charles, Robert, Kevin, and so many others.
[00:33:34.703 --> 00:33:45.091]  Austin's mother teaches nursing, got the Pfizer COVID vaccine, he's got a report to give us, and then we've got a wife is a doctor, hospitals raking in millions on COVID.
[00:33:45.811 --> 00:33:58.556]  I don't just have to believe Robert, even USA Today says $53,000 on top of what you get paid by the insurance or whatever, or by their payment, when you've got a COVID patient, you intubate.
[00:33:58.556 --> 00:34:06.419]  When you intubate, you get higher death rates, but there are 75 people, I kept saying 77, I don't know why, the statistic, as of a few days ago when I covered it, 77
[00:34:08.476 --> 00:34:10.116]  Was the number I said.
[00:34:10.116 --> 00:34:19.899]  75 is what the CDC reported and the Austin American Station reported in the town I live of almost 2 million people in the hospital with COVID.
[00:34:19.899 --> 00:34:20.219]  75.
[00:34:20.219 --> 00:34:25.661]  And they're saying the hospitals are full, everyone's dead, run for the hills, my God, don't ever leave your house again!
[00:34:26.544 --> 00:34:42.728]  But then all the ministers and all the governors and the prime ministers and the mayors, they all get caught in the Caribbean and on golf courses and at parties and at topless bars because they're partying their asses off laughing at us!
[00:34:42.728 --> 00:34:44.428]  Excuse me, I'm ranting.
[00:34:44.428 --> 00:34:47.609]  Austin in Missouri, you're on the air, sir.
[00:34:47.609 --> 00:34:48.789]  Thank you so much for calling.
[00:34:48.789 --> 00:34:51.350]  Tell us what the intel you've got.
[00:34:51.350 --> 00:34:53.450]  Hey Alex, thanks so much for taking my call.
[00:34:53.450 --> 00:34:55.591]  I hope everybody's having a good New Year's Eve.
[00:34:56.575 --> 00:34:58.616]  Yeah, you touched on it a little bit earlier, Alex.
[00:34:58.616 --> 00:35:02.377]  My mother, she teaches nursing at a Division I university in Tennessee.
[00:35:02.377 --> 00:35:07.218]  I won't go too much further into that, just because I do want to protect her identity.
[00:35:07.218 --> 00:35:10.219]  But she has been in the nursing field for over 25 years.
[00:35:10.219 --> 00:35:17.261]  She has her doctorate, she teaches nursing, and she works in the emergency room here in the COVID unit.
[00:35:17.936 --> 00:35:22.986]  And Alex, she did receive the Pfizer vaccine, the first shot, about a week and a half ago.
[00:35:22.986 --> 00:35:27.374]  And she did let me know that she's due up for that second shot.
[00:35:27.374 --> 00:35:28.136]  And that is the
[00:35:28.618 --> 00:35:33.419]  The injection that has been causing a lot of issues, from what I understand, is that second shot, Alex.
[00:35:33.419 --> 00:35:36.520]  Because as of right now, she feels fine.
[00:35:36.520 --> 00:35:38.160]  Lord bless her soul.
[00:35:38.160 --> 00:35:41.281]  But that second shot has been what has been raising concerns.
[00:35:41.281 --> 00:35:52.524]  Now we know why with the Pfizer, according to Wolfgang Wudar, who's a prestigious scientist and heads up an EU advisory commission, and his associate that signed onto it, the former chief science officer at Pfizer,
[00:35:53.624 --> 00:36:04.509]  That the mRNA goes in, starts taking over your cells, and in a few weeks, then your body has an autoimmune response when you get injected the next time that's very violent.
[00:36:04.509 --> 00:36:12.253]  And Gates is talking about five shots, and many experts believe that you will have a large portion of people die by the fourth or fifth shot.
[00:36:12.253 --> 00:36:14.074]  What does your mother, who's a nurse's nurse, think?
[00:36:15.575 --> 00:36:32.703]  Well, you know, early on in the whole COVID thing, Alex, you know, she was very open about how the hospitals were being incentivized to house COVID patients to, you know, they were getting huge, huge amounts of money, Alex, just for innovating COVID patients.
[00:36:32.703 --> 00:36:35.725]  But they weren't nearly as busy as they were trying to make people believe.
[00:36:35.725 --> 00:36:41.468]  I mean, there were evenings where my mother would come home, supposed to be coming home midnight, 1 a.m., and she would come home 8 or 9 p.m.
[00:36:41.468 --> 00:36:44.029]  because it was just a slower night at the emergency room.
[00:36:44.454 --> 00:36:45.955]  But Alex, she just has a great heart.
[00:36:45.955 --> 00:36:47.036]  She wants to help people.
[00:36:47.036 --> 00:36:51.119]  And at the beginning, she kind of understood that this was a little bit bigger of a hoax.
[00:36:51.119 --> 00:36:59.665]  But I believe now that these nurses are starting to get these vaccines and they're kind of, you know, they're at the risk of losing their jobs to deny this vaccine.
[00:36:59.665 --> 00:37:06.990]  And for people like my mother who have been in the medical field for 25 years, who teach nursing and who, you know, are in the field,
[00:37:07.478 --> 00:37:14.923]  The cost of them not signing on and drinking the Kool-Aid and taking the vaccines are, you know, they will lose their livelihoods, Alex.
[00:37:14.923 --> 00:37:16.264]  No, I totally understand.
[00:37:16.264 --> 00:37:18.165]  It's killing yourself to live.
[00:37:18.165 --> 00:37:22.107]  It's a cult where they make you do this to yourself to have a job or they pressure you into it.
[00:37:22.107 --> 00:37:27.331]  And once they have the enforcers, the nurses, the doctors, the police are made to do it, they'll make us do it.
[00:37:27.331 --> 00:37:32.074]  That's why we've got to stand with the nurses, the majority of which in polls say they do not want the vaccines.
[00:37:32.074 --> 00:37:33.595]  Thank you so much and God bless you, Austin.
[00:37:34.215 --> 00:37:35.976]  Let's talk to Robert in California.
[00:37:35.976 --> 00:37:36.896]  His wife's a doctor.
[00:37:36.896 --> 00:37:40.897]  Says hospitals raking in millions per hospital on COVID.
[00:37:40.897 --> 00:37:43.238]  Tell us about it, Robert.
[00:37:43.238 --> 00:37:44.458]  Hi, Alex.
[00:37:44.458 --> 00:37:48.580]  Yeah, she's a physician in Southern California at a hospital.
