[00:00:09.150 --> 00:00:13.339]  All right.
[00:24:19.791 --> 00:24:23.355]  That'll make you forget about everybody that got cancer from cancer viruses and vaccines.
[00:24:23.355 --> 00:24:33.046]  Now they move on with this fear and then trick you to waive your rights and take something that is admittedly made in a lab, that Bill Gates and Fauci funded, the gain of function.
[00:24:33.867 --> 00:24:36.951]  Six years ago, it was huge news and a scandal.
[00:24:36.951 --> 00:24:50.446]  They were doing it at Chapel Hill, North Carolina, so they paid in 11 programs to move it to the Wuhan facility, where they could do it illegally, because the Chinese communists have absolutely no bottom to them.
[00:24:50.446 --> 00:24:53.449]  And they got their, quote, super soldiers over there with all this gene therapy.
[00:24:53.449 --> 00:24:54.831]  This is insane.
[00:24:56.462 --> 00:24:59.224]  And so now we figured out how they're running this operation.
[00:24:59.224 --> 00:25:05.489]  And I'm going to lay it out here today, but ladies and gentlemen, they finally have to start killing us.
[00:25:05.489 --> 00:25:07.991]  They said they want to get rid of 95% of everybody.
[00:25:07.991 --> 00:25:10.133]  They said they first want to depopulate the third world.
[00:25:10.133 --> 00:25:14.577]  This is how they're doing it, rolling it out, claiming it's for this virus.
[00:25:16.089 --> 00:25:29.572]  But what really happens is, when you read the medical literature on the mRNA vaccines, it goes in and turns your immune system off, and actually gets it where you will then accept similar viruses, which obviously they're going to be releasing.
[00:25:29.572 --> 00:25:30.472]  That's what the scientists are saying.
[00:25:30.472 --> 00:25:32.433]  They're going, this isn't even going to protect you.
[00:25:32.433 --> 00:25:33.933]  Why the hell are they doing this?
[00:25:33.933 --> 00:25:35.193]  It makes no sense.
[00:25:35.193 --> 00:25:37.214]  Top scientists are like, this will kill you.
[00:25:37.214 --> 00:25:38.674]  This is the road to destruction.
[00:25:38.674 --> 00:25:39.574]  This is biblical.
[00:25:39.574 --> 00:25:40.575]  Do not do this.
[00:25:40.575 --> 00:25:41.815]  What the hell is going on here?
[00:25:42.375 --> 00:25:46.118]  And they go, conspiracy theories, fake news, no one's gotten sick, no one's had a problem.
[00:25:46.118 --> 00:25:50.943]  Meanwhile, 20 dead here, 6 dead here, 59 dead here, hundreds, thousands sick over here.
[00:25:52.059 --> 00:26:01.329]  And now the British government, one week into the shot, says, we've got to have resuscitation centers, because the babies are dying, kids are dying, people are falling down, they're having convulsions.
[00:26:01.329 --> 00:26:05.333]  And the doctors are saying, just get tough, roll your sleeve up, the government, the spokespersons are.
[00:26:05.333 --> 00:26:09.557]  The other doctors are saying, this is crazy, this is way worse than the so-called disease.
[00:26:09.557 --> 00:26:11.339]  And now, what did the British government say?
[00:26:11.339 --> 00:26:13.422]  Oh, do not take it if you're pregnant?
[00:26:14.266 --> 00:26:20.872]  If you have any autoimmune problems, if you have any allergic problems in your body, or if you are under 16.
[00:26:20.872 --> 00:26:26.017]  So now, they're saying, don't even give it to young people, ladies and gentlemen.
[00:26:26.017 --> 00:26:29.701]  Because, ladies and gentlemen, they tell you, you gotta take it.
[00:26:29.701 --> 00:26:34.986]  They have all the big banks announced, all the airlines announced, the restaurants announced, you have to have a QR code, the GG Ping announced.
[00:26:35.930 --> 00:26:37.451]  We're under Chinese control.
[00:26:37.451 --> 00:26:39.233]  You've got to take these vaccines to live your life.
[00:26:39.233 --> 00:26:41.154]  You've got to take this to be able to get on a plane.
[00:26:41.154 --> 00:26:45.477]  And then they tell you later, by the way, this could kill your ass and it's got HIV in it.
[00:26:45.477 --> 00:26:47.339]  It has HIV in it.
[00:26:47.339 --> 00:26:48.880]  It has HIV in it.
[00:26:48.880 --> 00:26:50.361]  It has HIV in it.
[00:26:50.361 --> 00:26:51.822]  It has HIV in it.
[00:26:51.822 --> 00:26:54.144]  It doesn't just have the delivery system.
[00:26:54.144 --> 00:26:55.185]  It's got AIDS.
[00:26:55.345 --> 00:27:09.352]  The Pope came out yesterday and announced a global government corporate alliance to redistribute wealth and create a planetary universal income, which of course the United Nations and global corporations will control through the apps on your phone and finally a chip under your skin.
[00:27:09.352 --> 00:27:11.353]  It's all now completely official.
[00:27:11.353 --> 00:27:16.156]  Part of the UN Great Reset of the Davos Group and Klaus Schwab.
[00:27:16.756 --> 00:27:24.069]  All officially written about in hundreds of books by Schwab and Rockefeller Foundation, all the rest of them, agenda 21, agenda 2030, it's here.
[00:27:24.069 --> 00:27:29.458]  And only gets worse, like being fed into a wood chipper, or a meat grinder, until you reject it all.
[00:27:31.255 --> 00:27:37.576]  And the rejection starts with realizing it's a spiritual battle, good versus evil, and stopping abortion.
[00:27:37.576 --> 00:27:39.757]  We must start valuing human life again.
[00:27:39.757 --> 00:27:46.639]  We must start saying that we are not expendable, that we are not disposable, that we are essential.
[00:27:46.639 --> 00:27:49.399]  Until we do that, we are all slaves.
[00:27:49.399 --> 00:27:52.820]  We must stand up and declare our basic God-given human rights now.
[00:27:55.709 --> 00:27:59.372]  We are witnessing a perfect dichotomy of psychological warfare.
[00:27:59.372 --> 00:28:09.058]  The United Nations, the big corporations, the globalists, big tech and big pharma are all pushing the COVID as the most deadly thing in history, even though statistically, it's a very weak flu or cold.
[00:28:09.058 --> 00:28:12.340]  But if you are deficient, then you can actually die from it.
[00:28:12.340 --> 00:28:14.942]  That's why you see somebody dying inside the nursing homes.
[00:28:14.942 --> 00:28:25.269]  Meanwhile, all these top scientists and researchers and former Pfizer head medical officers have come out and said that the COVID-19 vaccine, especially the mRNA ones, are basically
[00:28:25.669 --> 00:28:25.949]  I think so.
[00:29:06.209 --> 00:29:10.512]  Now it's easier than ever to have Band.Video on your iPhone.
[00:29:10.512 --> 00:29:13.994]  Simply go to Band.Video with your Safari browser.
[00:29:13.994 --> 00:29:17.275]  Then you click the Share button at the bottom of the screen.
[00:29:17.275 --> 00:29:20.818]  When the menu comes up, you simply click Add to Home Screen.
[00:29:20.818 --> 00:29:23.079]  It will then ask you to name the app.
[00:29:23.079 --> 00:29:24.480]  I suggest Band.Video.
[00:29:25.140 --> 00:29:30.604]  You will now have BAN.VIDEO app on your home screen, despite the fact that Tim Cook tried to stop it.
[00:29:30.604 --> 00:29:39.090]  The globalists think you're lazy, but by taking a little bit of action, you can override them, have the app, and then tell others about it so they can get the app.
[00:29:39.090 --> 00:29:46.936]  So it's up to you whether you want to defy big tech and click the share buttons below on your email, on Facebook, on Twitter, on YouTube, however you want.
[00:29:46.936 --> 00:29:48.617]  Be sure and share BAN.VIDEO.
[00:29:57.961 --> 00:30:03.323]  You're listening to The Alex Jones Show.
[00:30:03.323 --> 00:30:11.865]  If you are receiving this transmission, you are the resistance.
[00:30:28.445 --> 00:30:36.709]  Live from the InfoWars.com studios, it's Alex Jones.
[00:30:36.709 --> 00:30:43.372]  Alright, this globalist bio-attack on humanity is only one part of the attack.
[00:30:43.372 --> 00:30:47.695]  There's the psychological effect and how they plan to manage the death.
[00:30:47.695 --> 00:30:51.537]  And a lot of this is not in books, it is not in white papers.
[00:30:51.537 --> 00:30:53.337]  Because they'll go 95%, 98%, 99% in white papers.
[00:30:56.894 --> 00:31:03.624]  About saying what their plan is and what they're doing, but they leave out small little final incriminating places of
[00:31:04.892 --> 00:31:07.415]  What they're actually doing, but but everything's there.
[00:31:07.415 --> 00:31:08.395]  It's like a jigsaw puzzle.
[00:31:08.395 --> 00:31:18.806]  There's a thousand pieces and three pieces are not been put in place yet, but you already see what it is, but you can already see what the three pieces are going to show and it's so scary.
[00:31:18.806 --> 00:31:22.309]  You don't want to put pieces into place.
[00:31:22.309 --> 00:31:28.736]  Well, I saw this 20 plus years ago reading their own reports and I could see the final pieces
[00:31:30.148 --> 00:31:32.290]  I mean, they said we want to get rid of 95% of people.
[00:31:32.290 --> 00:31:34.411]  We ought to put stuff in vaccines.
[00:31:34.411 --> 00:31:37.393]  We put fluoride in the water to lower their IQ, lower fertility.
[00:31:37.393 --> 00:31:38.434]  We want to break up the family.
[00:31:38.434 --> 00:31:41.296]  I mean, they were saying they were doing this to us.
[00:31:41.296 --> 00:31:47.680]  They just didn't say, by the way, your municipal water supply that buys that toxic fluoride, that's to lower your IQ.
[00:31:47.680 --> 00:31:49.802]  They just said, yeah, we put fluoride in your water to lower your IQ.
[00:31:50.981 --> 00:31:53.543]  Bertrand Russell, John P. Holdren.
[00:31:53.543 --> 00:31:56.085]  John P. Holdren was the White House Science Czar of Obama.
[00:31:56.085 --> 00:32:02.591]  Well, he wrote, again, the year I was born, in 1974, about putting fluoride in the water to lower your IQ and fertility.
[00:32:02.591 --> 00:32:19.605]  So, they've been doing this a long time, and they're recruiting more scientists, they're recruiting more bureaucrats, they're recruiting more corporations that, hey, there are too many people, the Earth's being hurt, we've got to go ahead and sterilize people and dumb them down, make them controllable, so we can save the planet.
[00:32:20.526 --> 00:32:24.489]  That's the old Plato argument, 2,300 years old.
[00:32:24.489 --> 00:32:33.977]  It leads through Malthus and Galton and the Wedgwoods and the Huxleys and Darwin and then into H.G.
[00:32:33.977 --> 00:32:46.667]  Wells and then into Bertrand Russell and then of course into Aldous Huxley and then of course, you know, that Adolf Hitler and the Soviets and different schools of dictatorship.
[00:32:46.667 --> 00:32:47.848]  Remember the clip we played yesterday?
[00:32:48.871 --> 00:32:55.256]  Of the Prime Minister of Canada saying, I admire, to a group of women, dictatorship.
[00:32:55.256 --> 00:33:03.543]  And he said, I admire Xi Jinping and China because they have the best basic dictatorship to empower us, the dictators.
[00:33:03.543 --> 00:33:07.306]  You're like, but that's, that's an authoritarian, that's an illiberal statement.
[00:33:07.306 --> 00:33:10.688]  That's the opposite of what Thomas Jefferson, a true liberal, would say.
[00:33:10.688 --> 00:33:12.249]  More freedom.
[00:33:12.249 --> 00:33:12.670]  Less state.
[00:33:14.213 --> 00:33:17.456]  But see, we're now at the point of revelation of the method.
[00:33:17.456 --> 00:33:21.959]  We're now at the point of leaving beta, entering real operations.
[00:33:21.959 --> 00:33:24.581]  So if you just tuned in, listen to me again carefully.
[00:33:24.581 --> 00:33:35.809]  The Sydney Morning Herald, the BBC, they're all reporting, like a little minor footnote, kind of like you're in an office meeting, you gotta pass gas, you gotta just do it and hope nobody notices it was you.
[00:33:35.809 --> 00:33:37.590]  Neither smelt it, dealt it.
[00:33:37.590 --> 00:33:39.452]  I don't mean to use a childish joke here.
[00:33:40.441 --> 00:33:45.584]  They are just going, okay, yeah, I might kill you and I might give you a neurologic disorder, and okay.
[00:33:45.584 --> 00:33:50.107]  All right, you test positive for HIV when you take this vaccine.
[00:33:50.107 --> 00:33:55.970]  And ladies and gentlemen, every single person that takes either the regular vaccine, attenuated COVID-19,
[00:33:57.193 --> 00:33:58.754]  Which is just a dead virus.
[00:33:58.754 --> 00:34:00.875]  Doesn't replicate, but your body learns how to beat it.
[00:34:00.875 --> 00:34:02.617]  Still can cause an autoimmune response.
