[00:00.000 --> 00:26.000]  You want to stop tyranny? Well so does he. Live from the Infowars.com studios, it's Alex Jones.
[01:41:32.120 --> 01:41:42.120]  It isn't because the president hasn't done things that exactly line up, as we pointed out time and time again, as many people pointed out, exactly line up with the articles of impeachment with Richard Nixon.
[01:41:42.120 --> 01:41:53.120]  You know, Richard Nixon was never accused of doing a burglary. What he was accused of was covering up the criminal actions of his subordinates, thereby making those criminal actions his own.
[01:41:53.120 --> 01:42:02.120]  He covered up and blocked investigations into criminal actions. And we've had the Obama administration do this over and over and over again.
[01:42:02.120 --> 01:42:18.120]  Yet they will not impeach him. They won't even impeach a delusional judge who brags about being the emperor of Galveston and the Lion King and saying it's good to be the king, essentially quoting Mel Brooks out of the history of the world.
[01:42:18.120 --> 01:42:27.120]  He did the Louis XVI thing. They won't even impeach a guy like that. So how do we think they're going to move against someone that is really powerful like the president?
[01:42:27.120 --> 01:42:37.120]  Now I want to switch and go back to ISIS. And we're going to do that right after the break. Of course, we had Alex Jones breaking down for us live in the last hour, as well as with a special report.
[01:42:37.120 --> 01:42:46.120]  What's really gone on in ISIS? And I want to take a call from Tom and Dallas. And he's talking about how Marines have been training ISIS over there.
[01:42:46.120 --> 01:42:59.120]  So we're going to be right back. Stay tuned with that call.
[01:43:17.120 --> 01:43:26.120]  I just received my male vitality about three days ago and I must say that was good stuff.
[01:43:26.120 --> 01:43:39.120]  We have developed what I believe is the ultimate non-GMO organic super male vitality formula. Super male vitality by Info Wars Life is so powerful that I only take half the recommended dose.
[01:43:39.120 --> 01:43:46.120]  I jump out of bed ready to fight these criminals every day. I look forward to waking up and taking my super male vitality and get the day started.
[01:43:46.120 --> 01:43:52.120]  It's not just the super male vitality. All the products in InfoWarsLife.com are simply amazing.
[01:43:52.120 --> 01:44:00.120]  Visit InfoWarsLife.com today to secure your super male vitality and other powerful products from InfoWarsLife.
[01:44:00.120 --> 01:44:10.120]  Hi, I'm Dr. Edward Groot. It took me 20 years of searching the globe to find the deposit of the highest purity iodine available.
[01:44:10.120 --> 01:44:21.120]  The new survival shield X2 is mined from 7 to 10,000 feet below the earth in pristine, environmentally clean conditions.
[01:44:21.120 --> 01:44:31.120]  The iodine crystals we use are extracted from an ancient 300 million plus year old deposit deep in the earth.
[01:44:31.120 --> 01:44:39.120]  It's the strongest nascent iodine on the market today. It delivers 650 micrograms per drop.
[01:44:39.120 --> 01:44:43.120]  Experience the new formula. Experience the ancient purity.
[01:44:43.120 --> 01:44:50.120]  Shield your family. Survival Shield X2. Available now at InfoWarsLife.com.
[01:44:50.120 --> 01:44:59.120]  X2 from InfoWarsLife.com or call toll 3-888-253-3139.
[01:45:20.120 --> 01:45:27.120]  I say so what? There's a battle going on out there right now. The ammunition is information and the soldiers are you.
[01:45:27.120 --> 01:45:31.120]  It's time to transform your game from passive listener to active participant.
[01:45:31.120 --> 01:45:37.120]  We from Scotland have had our skin in this game for the greater part of the last thousand years and I'm still fighting.
[01:45:37.120 --> 01:45:40.120]  If we don't all stand up right now, we're going to lose everything.
[01:45:40.120 --> 01:45:46.120]  The InfoWarsLife.com is worldwide. Tell your friends about InfoWars and let them know that InfoWars doesn't print bull.
[01:45:46.120 --> 01:45:50.120]  It's real journalism and news backed up by documented fact.
[01:45:50.120 --> 01:45:57.120]  Step up and take your friends and family to InfoWars.com, PrisonPlanet.tv and PlanetInfoWars.com.
[01:45:57.120 --> 01:46:25.120]  The truth will set them free.
[01:46:25.120 --> 01:46:34.120]  The InfoWarsLife Silver Bullet Silver is so powerful that it is concentrated into a two ounce bottle and it's not recommended for extended continual use.
[01:46:34.120 --> 01:46:36.120]  This is not a low grade formula.
[01:46:36.120 --> 01:46:43.120]  We are working with one of the top laboratory manufacturers in the United States to bring you the best form of colloidal silver.
[01:46:43.120 --> 01:46:50.120]  Using electrical processes within a base of deionized water for your preparedness storage or your home kitchen.
[01:46:50.120 --> 01:47:01.120]  Purchase your bottle of InfoWarsLife.com Silver Bullet Colloidal Silver today and find other amazing supplements at InfoWarsLife.com.
[01:47:01.120 --> 01:47:10.120]  Coast to coast, direct from Austin. You're listening to the Alex Jones Broadcasting Network.
[01:47:10.120 --> 01:47:25.120]  He aligns himself with the truth and it's time for you to choose a side. You're listening to Alex Jones.
[01:47:25.120 --> 01:47:28.120]  Welcome back to the Alex Jones Show. I'm David Knight here in the studio.
[01:47:28.120 --> 01:47:31.120]  We've got several people who have been holding for quite a while.
[01:47:31.120 --> 01:47:39.120]  I want to try to get to everybody. These four at least I think we can get to Tom in Dallas, David in Austin, Mark in California and Richard in Austin.
[01:47:39.120 --> 01:47:42.120]  I'll try to get hold of all of you in this segment.
[01:47:42.120 --> 01:47:44.120]  Let's go to Tom in Dallas.
[01:47:44.120 --> 01:47:47.120]  Tom, you had something about Marines training ISIS.
[01:47:47.120 --> 01:47:53.120]  Yeah, David. If you go on the 23rd, and I have two points, there's something after this one.
[01:47:53.120 --> 01:48:02.120]  If you go to the 23rd Mu, which is the 24th Marine Expeditionary Unit on their website, it's been up for two years telling that they've been in Jordan doing it.
[01:48:02.120 --> 01:48:04.120]  It's right there on the Internet.
[01:48:04.120 --> 01:48:10.120]  Wow. Are you in the military?
[01:48:10.120 --> 01:48:16.120]  I was in the Marine Corps 20 years ago, so I looked at these web pages just to see what's going on.
[01:48:16.120 --> 01:48:23.120]  23rd Mu got a resume and then the 34th is out of Okinawa. They're the main ones, but they're composite units.
[01:48:23.120 --> 01:48:30.120]  But it's right there. Anyway, number two, this is something that's very simple, David, and I'm sure it'll be close to your heart.
[01:48:30.120 --> 01:48:33.120]  I can't believe anybody else hasn't thought of this up to now.
[01:48:33.120 --> 01:48:40.120]  Section two of the Constitution is the one that delineates the power of the president, the vice president, et cetera, et cetera.
[01:48:40.120 --> 01:48:48.120]  Now, all of these agencies that we have problems with, the IRS, the FBI, the CNA, et cetera, are all under the executive branch.
[01:48:48.120 --> 01:48:57.120]  With you, we have a constitutional convention to appear, article two of the Constitution, and then just have each one of the governors,
[01:48:57.120 --> 01:49:03.120]  and something comes up that used to be the president's side, you just have to have 26 governors sign it.
[01:49:03.120 --> 01:49:12.120]  That way we eliminate the executive branch, we eliminate the IRS, we eliminate Homeland Security, all of the things that are violating our constitutional rights.
[01:49:12.120 --> 01:49:17.120]  I think we need to get a movement to appeal article two of the Constitution.
[01:49:17.120 --> 01:49:25.120]  I agree with you. I think that we have seen our Congress essentially abdicate all of its power over to these different bureaucracies
[01:49:25.120 --> 01:49:28.120]  because they now have the power to essentially write laws.
[01:49:28.120 --> 01:49:35.120]  They create the bureaucracy and then they give that bureaucracy the right to create laws, to have a police force,
[01:49:35.120 --> 01:49:40.120]  to have a quote-unquote court system where you don't have jury trial, where you don't have the presumption of innocence,
[01:49:40.120 --> 01:49:46.120]  but they haul you in, they assess the fine, you're guilty until you prove your innocence to these different agencies,
[01:49:46.120 --> 01:49:49.120]  and it is totally out of control. Very good suggestion.
[01:49:49.120 --> 01:49:55.120]  Give us that site once more. You said that where we could see them training ISIS again, because they have a bad connection.
[01:49:55.120 --> 01:50:02.120]  It's the website of the 21st, 24th New Marine Expeditionary Unit. Just look it up on Google.
[01:50:02.120 --> 01:50:06.120]  It'll come up, it has their little field, and it'll tell everything they've been doing for two years.
[01:50:06.120 --> 01:50:09.120]  21st, New out of Lejeune.
[01:50:09.120 --> 01:50:12.120]  All right, great. We've got it up on the site right now.
[01:50:12.120 --> 01:50:18.120]  Thank you for the tip. That's Tom and Dallas. Let's go to David in Austin.
[01:50:18.120 --> 01:50:19.120]  David, go ahead.
[01:50:19.120 --> 01:50:23.120]  Hey, David, how are you? Hey, I have two things I wanted to hit on real quick.
[01:50:23.120 --> 01:50:28.120]  One of them is kind of unrelated to your topic today. There's a guy named Mark Passio.
[01:50:28.120 --> 01:50:31.120]  He has a show called What on Earth is Happening?
[01:50:31.120 --> 01:50:36.120]  He used to be a high priest in the Church of Sin. He's since left it and renounced it,
[01:50:36.120 --> 01:50:44.120]  and he has deep, cold knowledge, way deeper than Mark Dice's knowledge of the cult of secret societies.
[01:50:44.120 --> 01:50:47.120]  You guys should definitely have him on the show. His name is Mark Passio.
[01:50:47.120 --> 01:50:53.120]  The other thing I wanted to hit on is that here in Austin, we had a big rally against the Israeli government.
[01:50:53.120 --> 01:50:57.120]  With all these liberals coming out to protest against the Israeli government.
[01:50:57.120 --> 01:51:07.120]  But where are these same people protesting when there's Christians being crucified and beheaded all over Syria and Iraq in the thousands?
[01:51:07.120 --> 01:51:11.120]  It's just barbarous what's happening over there, but nobody is speaking out.
[01:51:11.120 --> 01:51:18.120]  He seems quite disturbed and terrified. They should be outside of a small group of libertarians.
[01:51:18.120 --> 01:51:23.120]  It just doesn't seem like the world is taken aback by it in a way that they should be.
[01:51:23.120 --> 01:51:29.120]  Absolutely. Well, I mean, these people, as Alex has pointed out, as we've said here repeatedly, these really are bad guys.
[01:51:29.120 --> 01:51:33.120]  They really are crucifying people. They really are killing people.
[01:51:33.120 --> 01:51:38.120]  They never use good people to accomplish their globalist objectives.
[01:51:38.120 --> 01:51:41.120]  Let's take a look at what happened in Nicaragua.
[01:51:41.120 --> 01:51:48.120]  They took out the, I'm sorry, Panama. They took out Noriega and then they put in their own guy, okay?
[01:51:48.120 --> 01:51:53.120]  And I'm sorry, they took out Torrijos. I'll get within a second.
[01:51:53.120 --> 01:51:58.120]  They took out Torrijos, then they put in Noriega, and then you hear them talking about strongmen Noriega.
[01:51:58.120 --> 01:52:05.120]  Now, he was a bad guy, but they love to use these kinds of people so that when they want to remove that guy,
[01:52:05.120 --> 01:52:09.120]  they've got a long record of a rap sheet of what they've been doing, and so that's what they do.
[01:52:09.120 --> 01:52:12.120]  They do that with individuals. They do that with groups.
[01:52:12.120 --> 01:52:16.120]  They use one corrupt group, one group of terrorists to take out these people,
[01:52:16.120 --> 01:52:20.120]  and then they go in and declare war on that group, that second group of terrorists, and take them out,
[01:52:20.120 --> 01:52:24.120]  telling everybody the truth about them, saying, this is a murderous group.
[01:52:24.120 --> 01:52:30.120]  They are crucifying people in the streets. Yet, who created this group? Who trained this group?
[01:52:30.120 --> 01:52:34.120]  Just as Tom was telling us just before that, they've been training ISIS for a long time.
[01:52:34.120 --> 01:52:38.120]  They've been training and posing with pictures of terrorists in Syria for a long time.
[01:52:38.120 --> 01:52:45.120]  That was what was going on in Benghazi. They were transferring weapons to these guys, taking down Gaddafi.
[01:52:45.120 --> 01:52:50.120]  They have essentially turned all of Libya into a terrorist training ground.
[01:52:50.120 --> 01:52:55.120]  That's what's going on with our foreign policy, and unless people take a step back and look at this
[01:52:55.120 --> 01:52:59.120]  and realize what we're doing, we're not going to be helping anyone.
[01:52:59.120 --> 01:53:05.120]  It's the American government that is fomenting this chaos and these wars, and we are not necessarily
[01:53:05.120 --> 01:53:09.120]  going to help anything by riding in there on a white horse and starting to shoot even more people.
[01:53:09.120 --> 01:53:13.120]  We have to take a step back. We have to get our government under control,
[01:53:13.120 --> 01:53:17.120]  and we're not going to do that as long as we get scared into every war that comes along.
[01:53:17.120 --> 01:53:23.120]  Let's go to Richard in Austin. Richard, go ahead.
[01:53:23.120 --> 01:53:25.120]  Richard, are you there?
[01:53:25.120 --> 01:53:30.120]  Go ahead, you're live on air.
[01:53:30.120 --> 01:53:33.120]  Hey, Richard? Hey, Richard, are you there?
[01:53:33.120 --> 01:53:38.120]  Okay, let's go to Mark in California. Mark.
[01:53:38.120 --> 01:53:40.120]  Hello? Hey, how you doing?
[01:53:40.120 --> 01:53:45.120]  You want to talk about filming the police? Go ahead.
[01:53:45.120 --> 01:53:46.120]  Yeah, this is Richard in Austin.
[01:53:46.120 --> 01:53:51.120]  Oh, Richard, okay, go ahead. You want to talk about rank and file militaries? Go ahead, Richard.
[01:53:51.120 --> 01:53:56.120]  Right, because you guys have done all you can do really to alert the world of what's going on.
[01:53:56.120 --> 01:54:00.120]  We all know what the backgrounds of the Dick Cheney's and Obama's are.
[01:54:00.120 --> 01:54:04.120]  We know their entire objective is to bring us all to our knees.
[01:54:04.120 --> 01:54:09.120]  But at the end of the day, sir, if we don't start demanding that all our troops who have decided to come home
[01:54:09.120 --> 01:54:15.120]  and commit suicide in front of their wife and kids, if we don't demand that they start standing up against
[01:54:15.120 --> 01:54:21.120]  the chain of command that put them to do all these things that they've been doing overseas,
[01:54:21.120 --> 01:54:24.120]  then we don't start doing that. You guys do a good job of doing it.
[01:54:24.120 --> 01:54:27.120]  But the other callers have to do it. Their family members got to do it.
[01:54:27.120 --> 01:54:35.120]  It's got to be a movement like the same one they had with the bonus army back in 1917 or wherever it was.
[01:54:35.120 --> 01:54:36.120]  Yes, yes.
[01:54:36.120 --> 01:54:39.120]  They had to start standing up and stop acting like children.
[01:54:39.120 --> 01:54:45.120]  I understand they're hurt that they're really hurt.
[01:54:45.120 --> 01:54:52.120]  They're broke because they realize what they've been doing like Pat Tillman discovered was really inhuman stuff.
[01:54:52.120 --> 01:54:55.120]  There's a way to redeem that, isn't there?
[01:54:55.120 --> 01:55:01.120]  We just had the anniversary of the Valkyrie plot to try to assassinate Hitler.
[01:55:01.120 --> 01:55:03.120]  That was back in July 20th.
[01:55:03.120 --> 01:55:11.120]  They reported on that in the news. They pointed out that now the German government uses that as an example to teach the
[01:55:11.120 --> 01:55:17.120]  German people that when you have a leader that gives you illegal orders, that gives you immoral orders,
[01:55:17.120 --> 01:55:22.120]  it tells you to do the wrong thing. You have a duty and an obligation to oppose that.
[01:55:22.120 --> 01:55:28.120]  Just as all of the American people have a duty and an obligation to oppose tyranny,
[01:55:28.120 --> 01:55:34.120]  they oppose a government that is breaking the law, that is violating people's rights, that is murdering people.
[01:55:34.120 --> 01:55:37.120]  That's what the Declaration of Independence was about.
[01:55:37.120 --> 01:55:38.120]  It lays that out.
[01:55:38.120 --> 01:55:41.120]  It's got four that clauses in it.
[01:55:41.120 --> 01:55:45.120]  It says that we hold these truths to be self-evident, that all men are created equal,
[01:55:45.120 --> 01:55:48.120]  that they're endowed by their creator with certain inalienable rights,
[01:55:48.120 --> 01:55:51.120]  that governments are created to establish those rights,
[01:55:51.120 --> 01:55:57.120]  and that when government violates those rights, we have a duty and a right to alter or abolish that government.
[01:55:57.120 --> 01:56:02.120]  We have to look at our government and not fall into this Romans 13 mentality that,
[01:56:02.120 --> 01:56:06.120]  hey, if it's the government, we need to trust it, that it will always do the right thing,
[01:56:06.120 --> 01:56:08.120]  or that it's established by God if you're a Christian.
[01:56:08.120 --> 01:56:16.120]  I find it very encouraging to see that now only 13% of the people trust the government to always do the right thing.
[01:56:16.120 --> 01:56:19.120]  We should never be that naive about any institution.
[01:56:19.120 --> 01:56:24.120]  We should always be reforming these institutions because whenever you've got a lot of power,
[01:56:24.120 --> 01:56:27.120]  you are going to draw people to that power.
[01:56:27.120 --> 01:56:31.120]  You're going to draw a lot of the wrong people to that power,
[01:56:31.120 --> 01:56:33.120]  just as if you had a big stash of money.
[01:56:33.120 --> 01:56:36.120]  You're going to draw thieves to that stash of money.
[01:56:36.120 --> 01:56:38.120]  Well, when you put a lot of power in Washington,
[01:56:38.120 --> 01:56:43.120]  you're going to draw the wrong kinds of people who are enticed and seduced by that power,
[01:56:43.120 --> 01:56:45.120]  who will do anything to get to that power.
[01:56:45.120 --> 01:56:49.120]  We have to watch them like hawks, and that means all of us,
[01:56:49.120 --> 01:56:52.120]  not just the people who are in government, but especially the people in government.
[01:56:52.120 --> 01:56:57.120]  And if we cannot reform ourselves, if we've got a Congress who won't impeach judges,
[01:56:57.120 --> 01:57:02.120]  who rape women, if we've got a Congress that won't impeach a president,
[01:57:02.120 --> 01:57:06.120]  who drone strikes American citizens abroad without due process,
[01:57:06.120 --> 01:57:09.120]  who violates the laws, who spies on American citizens,
[01:57:09.120 --> 01:57:12.120]  that was one of the articles of impeachment against Richard Nixon,
[01:57:12.120 --> 01:57:17.120]  that he used the CIA and other intelligence agencies to spy on his own citizens.
[01:57:17.120 --> 01:57:21.120]  That was nothing compared to what's going on with the NSA today.
[01:57:21.120 --> 01:57:23.120]  We have to be able to reform that.
[01:57:23.120 --> 01:57:25.120]  We have to step up and say,
[01:57:25.120 --> 01:57:28.120]  we're not going to take it any longer, and I agree with you,
[01:57:28.120 --> 01:57:30.120]  but it's not just the people in government.
[01:57:30.120 --> 01:57:33.120]  It's the people outside of the government who have to get involved in this,
[01:57:33.120 --> 01:57:37.120]  who have to care enough to purge this corruption out of our government.
[01:57:37.120 --> 01:57:38.120]  Well, that's it for today.
[01:57:38.120 --> 01:57:39.120]  We're going to be back tomorrow at 11.
[01:57:39.120 --> 01:57:43.120]  Actually, Alex Jones will be here live in Studio 11 Central.
[01:57:43.120 --> 01:57:45.120]  Join us then.
[01:57:45.120 --> 01:57:53.120]  I'm David Hall, founder of Diamond Gusset,
[01:57:53.120 --> 01:57:58.120]  where we are proud of our 100% grown and sown American-made jeans.
[01:57:58.120 --> 01:58:01.120]  Whether you're out for dinner, working on the farm, or on the road,
[01:58:01.120 --> 01:58:06.120]  Diamond Gusset Jeans offers a full spectrum of style and sizes for any occasion.
[01:58:06.120 --> 01:58:11.120]  Our loyal customers enable us to continue sponsoring Liberty Media outlets.
[01:58:11.120 --> 01:58:16.120]  Use promo code FREEDOM to receive a 15% discount at gusset.com.
[01:58:16.120 --> 01:58:20.120]  In Liberty, David Hall, Diamond Gusset Jean Company.
[01:58:20.120 --> 01:58:24.120]  The government's Department of Homeland Security is buying up loads of ammo.
[01:58:24.120 --> 01:58:28.120]  At the same time, they're restricting civilians' rights to own and purchase firearms.
[01:58:28.120 --> 01:58:30.120]  Can you put two and two together?
[01:58:30.120 --> 01:58:35.120]  Infidel Body Armor can stop every round, including hollow points and 308 sniper rounds.
[01:58:35.120 --> 01:58:38.120]  Is reasonably priced and fully legal.
[01:58:38.120 --> 01:58:46.120]  But for how long, go to infidelbodyarmor.com, spelled I-N-F-I-D-E-L body armor dot com.
[01:58:46.120 --> 01:58:50.120]  Infidel Body Armor just won't quit.
[01:58:50.120 --> 01:58:54.120]  I began to get into iodine a few years ago because it was helping me and my family so much
[01:58:54.120 --> 01:58:56.120]  get healthy and detoxified.
[01:58:56.120 --> 01:59:01.120]  Most people know that iodine deficiency has been a crisis around the world.
[01:59:01.120 --> 01:59:06.120]  Iodine is key to so many of the body's functions, especially the thyroid.
[01:59:06.120 --> 01:59:09.120]  The thyroid discovered a product being developed by Dr. Group.
[01:59:09.120 --> 01:59:14.120]  You now know it as survival shield, true nascent iodine that your body can really absorb.
[01:59:14.120 --> 01:59:18.120]  Then, about a year ago, he said, listen, if you think this is powerful,
[01:59:18.120 --> 01:59:22.120]  I'm going to come out with rare earth, deep earth crystals.
[01:59:22.120 --> 01:59:26.120]  And the results that I personally have had have been life changing.
[01:59:26.120 --> 01:59:31.120]  Nobody else has got iodine based on these pure crystals, ladies and gentlemen.
[01:59:31.120 --> 01:59:36.120]  This is innovating, and the best part is it helps fund infowars.com, the radio show,
[01:59:36.120 --> 01:59:40.120]  the TV show, the whole media operation promoting true libertarian ideas.
[01:59:40.120 --> 01:59:44.120]  For a limited time, experience the ancient power of survival shield X2.
[01:59:44.120 --> 02:00:02.120]  Thank you.
