[00:00.000 --> 00:11.520]  You are listening to an Infowars.com frontline report.
[33:28.120 --> 33:35.120]  Live from Austin, Texas, broadcasting worldwide, it's Alex Jones.
[33:35.120 --> 33:47.120]  Ladies and gentlemen, we have over-the-top bombshell news right now.
[33:47.120 --> 33:57.120]  Less than 24 hours into the tragic mass shooting in Florida at the high school there.
[33:57.120 --> 34:07.120]  We have eyewitness reports on video of seniors and students like Alexa Meadnick,
[34:07.120 --> 34:13.120]  saying that she heard shots going off on the other side down the hallway on the other side of the building,
[34:13.120 --> 34:18.120]  and then there was the reported shooter, Nicholas Cruz, that she knew,
[34:18.120 --> 34:21.120]  and she knew it had been expelled the year before,
[34:21.120 --> 34:26.120]  and she said, boy, I'd expect you to be the person involved in the mass shooting,
[34:26.120 --> 34:29.120]  and he said it wasn't him, and that she could hear the shooting going off.
[34:29.120 --> 34:37.120]  I've already played that clip twice since the broadcast started 34 minutes ago.
[34:37.120 --> 34:41.120]  Then we've been contacted, and we've seen his ID, we've checked his social media,
[34:41.120 --> 34:43.120]  he is who he says he is.
[34:43.120 --> 34:45.120]  He's Jalen Martin.
[34:45.120 --> 34:47.120]  He is a senior.
[34:47.120 --> 34:49.120]  We can show you his YouTube channel.
[34:49.120 --> 35:00.120]  Jalen Martin has reported to us that four weeks ago there was a Secret Service SWAT team drill at the school for some reason.
[35:00.120 --> 35:05.120]  He'd already asked why it was going on, and then he now has talked to the faculty
[35:05.120 --> 35:09.120]  and has some very interesting developments to go over.
[35:09.120 --> 35:14.120]  Now, why is this so important?
[35:14.120 --> 35:19.120]  We're not saying the Secret Service, the local police, or anybody are involved in this.
[35:19.120 --> 35:26.120]  If there is a cover-up or multiple shooters, as witnesses are saying, credible witnesses,
[35:26.120 --> 35:36.120]  we're saying this because if they run drills, it's used by criminal groups who order the drill
[35:36.120 --> 35:40.120]  or who are able to use the drill as a cover for later operations.
[35:40.120 --> 35:45.120]  So many times false flags are accompanied by a drill before and generally on the day of.
[35:45.120 --> 35:55.120]  And Jalen Martin, a senior at Majority Stoneman Douglas High School, again just about 40 minutes north of Miami,
[35:55.120 --> 36:00.120]  is joining us, but the context here is the background.
[36:00.120 --> 36:05.120]  KHOU Matt Muzel was in Florida covering the big baseball tryouts.
[36:05.120 --> 36:11.120]  He's the top sports reporter on KHOU, very respected channel, top channel in Houston.
[36:11.120 --> 36:17.120]  And we're now getting reports that other people said that there were shootings on both ends of the building going on.
[36:17.120 --> 36:22.120]  Now, just like Vegas, it turned out that top acoustics experts listened to the audio
[36:22.120 --> 36:25.120]  and there were multiple shooters, and now they are looking into multiple shooters
[36:25.120 --> 36:27.120]  and they admit there's been some type of cover-up.
[36:27.120 --> 36:31.120]  And there was this big Saudi Arabian military conference happening that weekend,
[36:31.120 --> 36:34.120]  and Paddock was a gun runner and he had gone to the Middle East.
[36:34.120 --> 36:40.120]  We broke all that the day after, just like we're covering all this the day after.
[36:40.120 --> 36:46.120]  So I'm just setting the table there that we don't just go into things and say,
[36:46.120 --> 36:50.120]  oh, it's a false flag, oh, it's fake.
[36:50.120 --> 36:54.120]  Sometimes stuff is exactly like they say, and we are saying real people were shot.
[36:54.120 --> 37:00.120]  The media will of course say that I say no one's shot, that's a hoax they always put out because they're fake news.
[37:00.120 --> 37:04.120]  They're also saying Trump blamed the victims, there's no such tweets, no such statements.
[37:04.120 --> 37:08.120]  CNN, MSNBC, they're all lying.
[37:08.120 --> 37:12.120]  So joining us for this segment and the next is Jaylen Martin.
[37:12.120 --> 37:13.120]  We appreciate his courage.
[37:13.120 --> 37:17.120]  Reaching out to us as a listener and getting us a student ID and all his info.
[37:17.120 --> 37:19.120]  And so here he joins a senior at the high school.
[37:19.120 --> 37:23.120]  First, I want to give him my condolences for any friends he may have lost or what happened.
[37:23.120 --> 37:27.120]  So you've got the floor of this segment and the next, and longer if you need it,
[37:27.120 --> 37:35.120]  to talk about what happened, your view, the Secret Service, the SWAT drill, what faculty told you,
[37:35.120 --> 37:40.120]  did you know or ever talk to Nicholas Cruz, the reported lone gunman,
[37:40.120 --> 37:46.120]  aka Tim McVeigh, aka Lee Harvey Oswald, and did you talk, did you know this fellow?
[37:46.120 --> 37:48.120]  Thank you for joining us, Jaylen.
[37:48.120 --> 37:50.120]  Yes, Alex.
[37:50.120 --> 37:54.120]  So I'd like to start off with saying I don't know Nick,
[37:54.120 --> 37:57.120]  but I've possibly seen him around.
[37:57.120 --> 38:01.120]  You know, there's a lot of oddball people that you meet in high school.
[38:01.120 --> 38:07.120]  But I just want to jump into four weeks ago when the Secret Service stuff started happening.
[38:07.120 --> 38:11.120]  So it was sort of like a random thing.
[38:11.120 --> 38:14.120]  I think it happened like right after a weekend or something.
[38:14.120 --> 38:19.120]  The teachers, every single one of them was instructed to tell us like this drill,
[38:19.120 --> 38:25.120]  where are the drill, and every single day they would tell us.
[38:25.120 --> 38:28.120]  And then I talked to one of my teachers.
[38:28.120 --> 38:35.120]  In fact, it was the same teacher that I ended up being with yesterday when all of this went down.
[38:35.120 --> 38:41.120]  And he said that the Secret Service came in training them on what the new safety protocols would be.
[38:41.120 --> 38:45.120]  And I don't understand why the Secret Service was the ones who were doing it,
[38:45.120 --> 38:51.120]  because I would think that, you know, firefighters or police officers would be the ones to do this.
[38:51.120 --> 38:54.120]  And so I kind of disregarded it.
[38:54.120 --> 38:57.120]  Fast forward to yesterday.
[38:57.120 --> 39:03.120]  We had a drill, because regularly we have to have drills now, because of, you know, protocol thing.
[39:03.120 --> 39:08.120]  We had a drill in the second period, you know, eight, nine or something like that.
[39:08.120 --> 39:11.120]  It was like nine to ten to eleven or something like that.
[39:11.120 --> 39:16.120]  And then fast forward again to later in the day we hear the fire alarm.
[39:16.120 --> 39:21.120]  Everyone was confused, because we already had a fire drill today.
[39:21.120 --> 39:23.120]  Why was the fire alarm going off again?
[39:23.120 --> 39:26.120]  That's what everyone was like wondering.
[39:26.120 --> 39:28.120]  So we all just went outside.
[39:28.120 --> 39:30.120]  We stood there for like one minute.
[39:30.120 --> 39:32.120]  Within one minute, there were like four police cars there.
[39:32.120 --> 39:35.120]  My teacher was standing there, because he didn't know what was happening.
[39:35.120 --> 39:36.120]  No one did.
[39:36.120 --> 39:38.120]  He thought it was a fire drill.
[39:38.120 --> 39:43.120]  And then eventually he was like, okay, let's go, because everyone was shifting fast.
[39:43.120 --> 39:48.120]  And I mean, there's like 3,000 kids there. Everyone was shifting away from the school.
[39:48.120 --> 39:52.120]  So within like the next three minutes, there had to have been like at least 50 cars there.
[39:52.120 --> 39:57.120]  I kept telling people around me, okay, this is not anything serious until I see a helicopter.
[39:57.120 --> 40:03.120]  And within like a few more minutes, I ended up seeing a helicopter, but I got reports from people around me.
[40:03.120 --> 40:07.120]  They were telling me, oh, this is a code black, which means bomb.
[40:07.120 --> 40:09.120]  That was the new thing that we learned.
[40:09.120 --> 40:12.120]  And then people were like, no, it's code red.
[40:12.120 --> 40:14.120]  It's code red, which means active shooter.
[40:14.120 --> 40:19.120]  So my friend took my phone from me and he used it to call his mom because he didn't have his phone.
[40:19.120 --> 40:21.120]  He thought it was a fire drill.
[40:21.120 --> 40:23.120]  He was just going to leave it in the classroom.
[40:23.120 --> 40:28.120]  So he tried to call his mom and mom answered and he was like, mom, there's an active shooter here.
[40:28.120 --> 40:29.120]  There's an active shooter.
[40:29.120 --> 40:31.120]  A teacher came up out of nowhere and said, don't tell her that.
[40:31.120 --> 40:33.120]  Be quiet. Don't tell anybody.
[40:33.120 --> 40:37.120]  And he was like, shut up. And the teacher walked up, snatched the phone away from it.
[40:37.120 --> 40:38.120]  And it looked like he was going to break my phone.
[40:38.120 --> 40:39.120]  I was like, no, that's my phone.
[40:39.120 --> 40:42.120]  He was like, don't give it back. Don't tell anyone.
[40:42.120 --> 40:46.120]  So after that, we had him like sped up and try to like go through the crowd.
[40:46.120 --> 40:50.120]  Like I've never been so congested with people before.
[40:50.120 --> 40:55.120]  At one point I tried to like turn around and walk back to the school because I wasn't sure what was happening.
[40:55.120 --> 40:58.120]  And I sort of like felt inside like there's nothing wrong.
[40:58.120 --> 41:00.120]  What could I do to stop this?
[41:00.120 --> 41:03.120]  I didn't push forward and push forward.
[41:03.120 --> 41:08.120]  Excuse me. You're telling me that after it starts coming out that there's an active shooter code red,
[41:08.120 --> 41:11.120]  you're overhearing all this 50 police cars helicopter.
[41:11.120 --> 41:13.120]  You were pushed back in the school.
[41:13.120 --> 41:16.120]  No, no, no. I was pushed away from the school.
[41:16.120 --> 41:19.120]  I was trying to go back. I wasn't sure what was happening.
