[00:00:00.049 --> 00:00:00.409]  Firearms!
[01:34:18.930 --> 01:34:27.533]  Only some rural areas and the really bigger cities that have places that specialize in that have the jackass milk, the donkey milk, which is the very best.
[01:34:27.533 --> 01:34:37.636]  The problem is, though, the regulators force them to then pasteurize the goat's milk, pasteurize the donkey milk, and so then babies, it's been boiled, it's been cooked.
[01:34:38.391 --> 01:34:45.075]  It's had all the live enzymes killed, and so then most babies can't hold that down, just like they can't hold down cow's milk.
[01:34:45.075 --> 01:34:49.057]  Did you know cows don't even release the same type of milk they released 100 years ago from breeding?
[01:34:49.057 --> 01:34:55.581]  There was a few percentage points of cows that had a different type of milk, a thinner milk, and it's like blood types.
[01:34:55.581 --> 01:34:57.522]  You can go pull it all up, all the specifics.
[01:34:58.668 --> 01:35:01.349]  It's similar to that to where this other type of milk.
[01:35:01.349 --> 01:35:03.549]  Cow milk used to be a lot better for you than it is now.
[01:35:03.549 --> 01:35:05.890]  And I've seen all the major studies on this pull them up.
[01:35:05.890 --> 01:35:09.731]  By the 50s they made all the major dairies pasteurized.
[01:35:09.731 --> 01:35:10.411]  Now what did that do?
[01:35:10.411 --> 01:35:12.312]  Before you had to make sure the milk's clean.
[01:35:12.312 --> 01:35:13.012]  You ever milk cows?
[01:35:13.012 --> 01:35:14.592]  I have.
[01:35:14.592 --> 01:35:16.173]  You go in there and of the cow,
[01:35:17.046 --> 01:35:25.151]  You're putting the nozzles on there, the cow kicks something over, or cow manure gets into the feed, you've got to dump all that milk out.
[01:35:25.151 --> 01:35:26.832]  You've got to keep all that stuff clean.
[01:35:26.832 --> 01:35:40.121]  But with pasteurization, they can just pump the blood, the filth, that's what there's blood and pus, because they over milk these cows, into there, then they just boil it all and cook it all down, the manure and everything, in there.
[01:35:40.121 --> 01:35:42.963]  Like they give you rotten beef now, their answer is, radiate it.
[01:35:44.321 --> 01:35:47.942]  They give you rotten lunch meat, starts killing a bunch of people.
[01:35:47.942 --> 01:35:52.064]  Five, six years ago, they say, we'll just spray bacteria-eating viruses.
[01:35:52.064 --> 01:35:53.004]  Oh, don't believe me?
[01:35:53.004 --> 01:35:55.125]  Google that.
[01:35:55.125 --> 01:35:57.845]  Viruses sprayed on meat.
[01:35:57.845 --> 01:35:58.566]  Print that for me.
[01:35:58.566 --> 01:36:02.047]  Who's this computer in here in Britain, for some reason?
[01:36:02.047 --> 01:36:03.367]  I want to read that on there before I leave.
[01:36:03.367 --> 01:36:04.147]  I'm gonna go to your calls.
[01:36:04.147 --> 01:36:06.848]  It's just that... See, they won't even let you have that.
[01:36:06.848 --> 01:36:12.070]  They won't even let you... But see, there's one milk supply they can't stop, and that's you, the mother.
[01:36:12.907 --> 01:36:19.535]  Though they try to have these lactation classes and threaten the mothers, when the nurse comes in when the baby's born, maybe you should put them on formula.
[01:36:19.535 --> 01:36:20.836]  You don't know what you're doing.
[01:36:20.836 --> 01:36:25.902]  Not telling you the baby's weak and always, you know, sometimes it takes two days to nurse, but they're designed to do that.
[01:36:25.902 --> 01:36:27.324]  It's a purification process.
[01:36:27.324 --> 01:36:33.611]  A lot of studies show they shouldn't even be, other than some colostrum, right when they're first born, be eating for a couple days.
[01:36:34.628 --> 01:36:35.989]  They're supposed to lose weight.
[01:36:35.989 --> 01:36:38.491]  Sometimes 10% of their body weight, they tell you that's abnormal.
[01:36:38.491 --> 01:36:42.454]  In some areas of the country, more than half the children are being born by cesarean.
[01:36:42.454 --> 01:36:44.275]  See, they're institutionalizing everything.
[01:36:44.275 --> 01:36:45.656]  You can't have a baby normally.
[01:36:45.656 --> 01:36:47.558]  You can't give them your own milk.
[01:36:47.558 --> 01:36:49.899]  It's all social engineering and control.
[01:36:49.899 --> 01:36:51.200]  Oh, you just found it instantly.
[01:36:51.200 --> 01:36:54.022]  FDA okays bacteria-eating viruses to treat meat.
[01:36:54.022 --> 01:36:58.546]  MSNBC, Associated Press, preparation targets microbes that kill hundreds of people a year.
[01:36:59.352 --> 01:36:59.832]  Well, they don't.
[01:36:59.832 --> 01:37:01.373]  And this came out in 2006.
[01:37:01.373 --> 01:37:03.055]  It's now sprayed on most meats.
[01:37:03.055 --> 01:37:10.180]  And they don't tell you is that it's thousands of times higher than the regular amount of these viruses that normally do kill bacteria.
[01:37:10.180 --> 01:37:11.200]  They say it's natural.
[01:37:11.200 --> 01:37:16.664]  They don't tell you they breed these in giant vaccine tanks with other viruses and bacteria and have been linked to a bunch of deaths.
[01:37:16.664 --> 01:37:17.925]  Ah, there it is for you.
[01:37:17.925 --> 01:37:19.126]  Everything I say is documented.
[01:37:19.126 --> 01:37:21.128]  I remember that article from two and a half years ago.
[01:37:21.128 --> 01:37:22.969]  I have a near photographic memory.
[01:37:22.969 --> 01:37:25.431]  Alright, let's go ahead and talk to David in Washington.
[01:37:25.431 --> 01:37:27.352]  David, thanks for holding her on the air worldwide.
[01:37:28.095 --> 01:37:28.995]  Hey, Alex Jones.
[01:37:28.995 --> 01:37:29.856]  Great show, man.
[01:37:29.856 --> 01:37:30.776]  Thank you.
[01:37:30.776 --> 01:37:32.576]  Yeah, I appreciate it.
[01:37:32.576 --> 01:37:37.538]  Hey, uh, I did drink my mom's milk.
[01:37:37.538 --> 01:37:41.259]  Pretty soon they'll say that means you're with Al-Qaeda.
[01:37:41.259 --> 01:37:42.819]  But I did have bacon and eggs, though.
[01:37:42.819 --> 01:37:46.120]  It's not too long ago.
[01:37:46.120 --> 01:37:51.782]  My point is, everything we do, the way we speak, everything we believe we are, was implanted into us by the marketers.
[01:37:52.341 --> 01:37:53.243]  Yeah, for sure.
[01:37:53.243 --> 01:37:54.004]  I've been pretty dumbed down.
[01:38:00.464 --> 01:38:01.264]  About a year ago.
[01:38:01.264 --> 01:38:02.305]  Well, television does that.
[01:38:02.305 --> 01:38:10.948]  There are hundreds of studies that watching more than four hours of TV above the age of 60 massively increases, five-fold in one study, seven-fold in another study I saw, Alzheimer's.
[01:38:10.948 --> 01:38:14.109]  Because your brain mass starts dying at age 30.
[01:38:14.109 --> 01:38:17.090]  You start losing about 40,000 brain cells a day.
[01:38:17.090 --> 01:38:18.470]  Some studies say 35,000, some say 50,000.
[01:38:18.470 --> 01:38:21.711]  But you start losing tens of thousands of brain cells a day.
[01:38:21.711 --> 01:38:26.453]  But you have new neural pathways being constantly formed by doing new activities, researching music.
[01:38:26.633 --> 01:38:31.095]  But when you just watch and spectate, watching television, it causes long-term brain damage.
[01:38:31.095 --> 01:38:31.836]  Check it out for yourself.
[01:38:31.836 --> 01:38:32.216]  I'm sorry.
[01:38:32.216 --> 01:38:33.196]  Oh, oh!
[01:38:33.196 --> 01:38:33.757]  Google!
[01:38:33.757 --> 01:38:34.297]  No, no, no!
[01:38:34.297 --> 01:38:34.577]  Stop!
[01:38:34.577 --> 01:38:34.817]  Stop!
[01:38:34.817 --> 01:38:35.718]  Let's do it again!
[01:38:35.718 --> 01:38:37.319]  Google!
[01:38:37.319 --> 01:38:39.480]  Television watching contributes to Alzheimer's.
[01:38:39.480 --> 01:38:40.480]  Sorry, go ahead, sir.
[01:38:40.480 --> 01:38:41.401]  No, I believe you.
[01:38:41.401 --> 01:38:42.101]  I turned off my TV.
[01:38:42.101 --> 01:38:44.862]  Whereas your mind could be burning with energy and knowledge.
[01:38:44.862 --> 01:38:47.404]  Instead, you just watch PCS!
[01:38:47.404 --> 01:38:48.304]  Go ahead, I'm sorry.
[01:38:48.304 --> 01:38:49.485]  I watch a little C-SPAN.
[01:38:49.485 --> 01:38:51.546]  I watch a little C-SPAN.
[01:38:51.546 --> 01:38:53.387]  And I am turning 30 next year.
[01:38:53.387 --> 01:38:54.527]  But I am.
[01:38:54.527 --> 01:38:55.448]  I've been dumbed down.
[01:38:56.364 --> 01:39:01.085]  And I've been awake ever since my stroke that I had a year ago.
[01:39:01.085 --> 01:39:03.666]  I've tuned in to you and listened to Ron Paul.
[01:39:03.666 --> 01:39:04.946]  MSG causes strokes.
[01:39:04.946 --> 01:39:07.147]  I'm sorry, go ahead.
[01:39:07.147 --> 01:39:08.527]  I don't know.
[01:39:08.527 --> 01:39:25.551]  I don't have too much stress, but... Anyway, I called to actually have you break down the New World Order, but you've been doing that, and so I don't want to, you know, have you... I guess I want you to do that even more, to break it down even more, but I just kind of have a question.
[01:39:26.686 --> 01:39:32.134]  I'm wondering when you think an actual revolt will take place?
[01:39:38.073 --> 01:39:49.025]  The psychological warfare experts have been training us not to have outrage, with more and more crazy announcements like, Mercury's good for you, on the news, and poison toys from China is good.
[01:39:49.025 --> 01:39:51.068]  That's a quote, CNBC.
[01:39:51.068 --> 01:39:54.652]  Or, you know, so what if the government's killing children?
[01:39:54.652 --> 01:39:57.235]  The head of the CPS in Oklahoma said that the other day, I played it on the
[01:39:57.635 --> 01:39:59.256]  Yeah, totally.
[01:40:13.934 --> 01:40:15.814]  It's just like a gospel.
[01:40:15.814 --> 01:40:18.495]  I mean, the breakdown of the New World Order.
[01:40:18.495 --> 01:40:20.556]  You just can't hear it enough, man.
[01:40:20.556 --> 01:40:22.316]  I love it every time you break it down.
[01:40:22.316 --> 01:40:27.377]  Look, it's international private... I appreciate your call.
[01:40:27.377 --> 01:40:33.859]  It's international private corporations combining their forces to destroy nations, bankrupt countries so they can consolidate power.
[01:40:34.745 --> 01:40:35.406]  Yes, hello, Jones.
[01:40:35.406 --> 01:40:35.846]  Yes, hello, Jones.
[01:40:35.846 --> 01:40:36.226]  You hear me?
[01:40:45.914 --> 01:40:46.655]  Yes, okay.
[01:40:46.655 --> 01:40:49.937]  First of all, I would like to thank you for your show.
[01:40:49.937 --> 01:40:53.639]  You don't have to worry about being dumbed down because you're quite intelligent.
[01:40:53.639 --> 01:41:01.885]  I'd also like to say that, you know, your staff, God bless you and your staff for the show that you bring to the nation.
[01:41:01.885 --> 01:41:04.847]  You basically carry this nation, you know, on your back.
[01:41:04.847 --> 01:41:10.951]  And very few people in the world, you know, in the United States, basically, understand that.
[01:41:10.951 --> 01:41:14.393]  But all in all, right, this stuff you're talking about
[01:41:15.836 --> 01:41:24.240]  Ben-Gurion, back in the early fifties, talked about how he wanted to get India and Pakistan to engage each other because it was a threat.
[01:41:24.240 --> 01:41:37.365]  Yeah, that's been official Israeli policy since Ben-Gurion, and that's actually in the news today, is to get India and Pakistan to fight each other, and Israel has been caught funding militant groups to kill Hindus to start that.
[01:41:37.365 --> 01:41:39.626]  I don't know if Israel's involved in this one.
[01:41:39.626 --> 01:41:42.447]  It looks more like ISI through CIA.
[01:41:43.860 --> 01:41:44.721]  Yeah.
[01:41:44.721 --> 01:41:51.885]  And one thing is, can you imagine, I mean, I'm sure you can, but very few people can't.
[01:41:51.885 --> 01:42:00.750]  You know, India and Pakistan engaging each other, two nuclear, you know, two nuclear states, nuclear powers.
[01:42:00.750 --> 01:42:04.933]  The gorge, the blood, the suffering that would actually be
[01:42:07.982 --> 01:42:14.487]  Did you hear me a month ago and a week ago say that they're going to stage something between Pakistan and India?
[01:42:15.396 --> 01:42:20.120]  I mean exactly what I said happened, because they think the public's dumb.
[01:42:20.120 --> 01:42:23.343]  Obama's people said they were going to go into Pakistan.
[01:42:23.343 --> 01:42:25.064]  Well, they've got to have an excuse to do it.
[01:42:25.064 --> 01:42:26.886]  And this is all in the beginning.
[01:42:26.886 --> 01:42:35.653]  Well, the thing is that you've been following, you've been following, you know, you've been following this organization, this conspiracy, for a long time.
[01:42:35.653 --> 01:42:37.935]  So you basically, you don't even have to do what I did.
[01:42:44.118 --> 01:42:47.760]  By the way, speak of the devil, BBC, TV watching makes you obese.
[01:42:47.760 --> 01:42:56.585]  He didn't find the one about Alzheimer's, but it says, uh, compare with other sedentary behaviors, sitting on your butt, TV watching is associated with lower resting metabolic rate.
[01:42:56.585 --> 01:42:58.026]  So you have a lower metabolic rate.
[01:42:58.630 --> 01:43:02.994]  Watching TV than you do sitting in a chair doing nothing, reading a book.
[01:43:02.994 --> 01:43:03.715]  Why?
[01:43:03.715 --> 01:43:05.317]  I'll answer that question when we get back.
[01:43:05.317 --> 01:43:05.977]  God bless you, sir.
[01:43:05.977 --> 01:43:06.738]  I appreciate your call.
[01:43:06.738 --> 01:43:09.000]  All right, we'll talk to Steven.
[01:43:09.000 --> 01:43:09.781]  We'll talk to Peter.
[01:43:09.781 --> 01:43:10.522]  We'll talk to Mark.
[01:43:10.522 --> 01:43:11.723]  We'll talk to Ian.
[01:43:11.723 --> 01:43:14.205]  In fact, Ian, when we get back, stay with me.
[01:43:14.205 --> 01:43:16.207]  But I'll tell you why.
[01:43:16.207 --> 01:43:21.873]  Watching TV, this is government study, gives you a lower metabolic rate
[01:43:22.552 --> 01:43:24.753]  Then sitting still reading a book.
[01:43:24.753 --> 01:43:25.593]  Why?
[01:43:25.593 --> 01:43:27.213]  The answer when we get back.
[01:43:27.213 --> 01:43:31.295]  Stay with us.
[01:43:31.295 --> 01:43:46.139]  Now that the election is over and the shock is beginning to wear off, Ready Reserve Foods, in an effort to get as many Americans prepared for the promised changes of the new administration and to help you and your family survive the global economic crash, Ready Reserve is offering the pre-inauguration special.
[01:43:46.759 --> 01:43:53.985]  Between now and January 20th, 2009, all food units U1 through U7 are being offered at wholesale prices.
[01:43:53.985 --> 01:43:55.846]  That's a 33% savings.
[01:43:55.846 --> 01:43:59.549]  A year's supply of meals starts as low as 73 cents per meal.
[01:43:59.549 --> 01:44:08.776]  Ready Reserve Food offers only the highest quality dehydrated food, packed in double enameled cans in an inert nitrogen atmosphere, allowing a 15 plus year shelf life.
[01:44:09.256 --> 01:44:15.621]  Ready Reserve has been manufacturing since 1972, giving them the freedom to offer you amazing savings.
[01:44:15.621 --> 01:44:18.844]  Great tasting Ready Reserve foods at wholesale prices.
[01:44:18.844 --> 01:44:21.886]  Order now at ReadyReserveFoods.com or call today, 1-800-453-2202.
[01:44:21.886 --> 01:44:22.106]  That's 1-800-453-2202.
[01:44:30.067 --> 01:44:32.508]  Imagine feeling totally helpless.
[01:44:32.508 --> 01:44:38.792]  Imagine thinking and hearing clearly, but unable to move as the ground rises to meet you.
[01:44:38.792 --> 01:44:48.377]  Imagine the pain of a thousand needles as your body is invaded, locked, and hammered by 50,000 volts of the latest in taser technology.
[01:44:48.377 --> 01:44:56.181]  If this sounds scary, imagine how it would feel for anyone attempting to victimize a friend, loved one, or even yourself.
[01:44:56.181 --> 01:44:57.662]  FortressTactical.com
[01:44:57.842 --> 01:44:58.222]  I don't know.
[01:45:12.847 --> 01:45:13.267]  We're good.
[01:45:30.982 --> 01:45:33.224]  How much food do you have in your fridge?
[01:45:33.224 --> 01:45:36.307]  How long would it last in the event of a nationwide crisis?
[01:45:36.307 --> 01:45:40.932]  SurvivalGearSource.com is America's number one source for survival kits and supplies.
[01:45:40.932 --> 01:45:42.453]  SurvivalGearSource.com.
[01:45:42.453 --> 01:45:45.396]  SurvivalGearSource.com is everything you need to be prepared.
[01:45:45.396 --> 01:45:48.138]  Get your storable food at SurvivalGearSource.com.
[01:45:48.138 --> 01:45:51.261]  We've supplied thousands of Americans with our ready-to-eat meals.
[01:45:51.261 --> 01:45:53.063]  Sealed, portable, and will last for years.
[01:45:53.063 --> 01:45:55.464]  Get your portable flameless ovens for cooking.
[01:45:55.464 --> 01:45:57.885]  Get your ultra-portable survival kits now.
[01:45:57.885 --> 01:46:01.547]  Tailored for 1, 4, 10, or even the 100-person deluxe kit.
[01:46:01.547 --> 01:46:12.433]  Prepare for nuclear and bioterrorism with a complete terror protection kit, including gas masks, bio-suits, potassium iodate, a solar hand-crank flashlight, radio, cell phone charger, and much more.
[01:46:13.428 --> 01:46:14.309]  Order by phone at 877-231-1925.
[01:46:14.309 --> 01:46:14.590]  That's 877-231-1925.
[01:46:14.590 --> 01:46:15.951]  Or go to survivalgearsource.com.
[01:46:15.951 --> 01:46:20.977]  Use coupon code GCN and receive a free Patriot Bar with every order.
[01:46:20.977 --> 01:46:22.640]  Survivalgearsource.com.
[01:46:29.748 --> 01:46:36.731]  If I had something to spray on my license plate that would block off the camera, you bet your bubba bring it on!
[01:46:36.731 --> 01:46:39.152]  KETV Newswatch 7.
[01:46:39.152 --> 01:46:43.354]  It will render a license plate unreadable to the red light cameras.
[01:46:43.354 --> 01:46:44.655]  We are under the microscope.
[01:46:44.655 --> 01:46:48.476]  Red light cameras and speed cameras are in place to make money, not for your safety.
[01:46:48.476 --> 01:46:52.038]  But you don't have to be defenseless against these unconstitutional devices.
[01:46:52.038 --> 01:46:55.300]  Have a fighting chance with SprayYourPlate.com's Photoblocker.
[01:46:55.300 --> 01:46:56.340]  This revolutionary product
[01:46:56.340 --> 01:46:56.600]  I think so.
[01:47:18.660 --> 01:47:19.120]  1-800-276-9601.
[01:47:19.120 --> 01:47:25.563]  That's 1-800-276-9601.
[01:47:25.563 --> 01:47:26.884]  Don't give your money to the state.
[01:47:26.884 --> 01:47:27.704]  Spray your plate.
[01:47:27.704 --> 01:47:34.548]  And when the cameras flash, you'll save some cash.
[01:47:34.548 --> 01:47:42.972]  You're listening to GCN, the Genesis Communications Radio Network.
[01:47:42.972 --> 01:47:45.613]  Alright folks, final segment.
[01:47:45.613 --> 01:47:47.934]  I'm gonna jam in a whole bunch of your phone calls here at the end.
[01:47:48.715 --> 01:47:54.996]  We googled television watching Alzheimer's.
[01:47:54.996 --> 01:47:56.497]  4,700 articles came up.
[01:47:56.497 --> 01:48:02.418]  Here's just one of the brain and cognition from a major university.
[01:48:02.418 --> 01:48:10.039]  The relationships between television viewing and midlife and the development of Alzheimer's disease in a case-controlled study.
[01:48:10.039 --> 01:48:17.581]  And this is, again, a major international study conducted by a whole bunch of universities in coordination.
[01:48:18.832 --> 01:48:22.335]  Now, I had to go in there and help them Google that.
[01:48:22.335 --> 01:48:26.137]  What they pulled up was something totally separate, but I can speak to that as well.
[01:48:26.137 --> 01:48:27.758]  TV watching makes you obese.
[01:48:27.758 --> 01:48:28.599]  BBC.
[01:48:28.599 --> 01:48:29.119]  Google that.
[01:48:29.119 --> 01:48:30.741]  You can go read it right now.
[01:48:30.741 --> 01:48:34.083]  Scientists have come up with proof that watching television can be bad for your health.
[01:48:34.083 --> 01:48:36.405]  It increases diabetes, obesity, all this.
[01:48:36.405 --> 01:48:41.668]  And it says, Dr. Who said he was not surprised that watching television seemed to have such a powerful effect.
[01:48:41.668 --> 01:48:48.253]  Compare with other sedentary behaviors, like reading a book, TV watching is associated with lower resting metabolic rate.
[01:48:49.146 --> 01:48:51.493]  Okay, now, why is that?
[01:48:51.493 --> 01:48:54.583]  Well, we have studies on that, and we know exactly why that happens.
[01:48:55.313 --> 01:49:04.038]  Because of the wavelength and the flicker rate, on average, it takes about 45 minutes for an adult, even less for a child, to first become hypnotized by television.
[01:49:04.038 --> 01:49:06.779]  Once that happens, it takes a matter of seconds.
[01:49:06.779 --> 01:49:10.041]  Ever caught yourself hours go by, you're drooling watching TV?
[01:49:10.041 --> 01:49:14.844]  It puts you into a lower brain wave, into a sleeping mode.
[01:49:14.844 --> 01:49:20.927]  Now, for some reason, video games, long play video games, where you focus the added concentration
[01:49:21.307 --> 01:49:25.910]  Brings you into a near-death state of oxygen narcosis.
[01:49:25.910 --> 01:49:32.115]  They don't know why, but the brain stops delivering oxygen and you begin simulated death.
[01:49:32.115 --> 01:49:32.735]  Oh, don't believe me?
[01:49:32.735 --> 01:49:33.395]  Google it!
[01:49:33.395 --> 01:49:34.236]  Don't believe me, Paul?
[01:49:34.236 --> 01:49:34.876]  Google it!
[01:49:34.876 --> 01:49:35.917]  Hundreds of studies on that.
[01:49:35.917 --> 01:49:38.059]  People, that's why they're dying playing video games.
[01:49:38.059 --> 01:49:39.520]  And they know all of this.
[01:49:39.520 --> 01:49:44.823]  Because they actually tune the television screens to the most devastating wavelengths.
[01:49:44.823 --> 01:49:48.566]  Got a friend high up in the UT psychology department gave me a tour one time.
[01:49:49.378 --> 01:49:51.560]  Half the thing was all about just flicker rates.
[01:49:51.560 --> 01:49:56.864]  They got these monkeys with wires in their heads and they implant them and they've got flickering screens.
[01:49:56.864 --> 01:49:57.965]  The Pentagon's funding it.
[01:49:57.965 --> 01:49:59.807]  DARPA, just how to control the monkey.
[01:49:59.807 --> 01:50:01.348]  And that testing is for you.
[01:50:01.348 --> 01:50:02.369]  How to devastate.
[01:50:02.369 --> 01:50:04.371]  How to militarily hard hit ya.
[01:50:04.371 --> 01:50:07.533]  You're under military attack, ladies and gentlemen.
[01:50:07.533 --> 01:50:08.755]  You need to understand that.
[01:50:08.755 --> 01:50:12.818]  This is highly compartmentalized and not even classified.
[01:50:13.726 --> 01:50:15.407]  Hey, you can just laugh at me all day if you want.
[01:50:15.407 --> 01:50:16.987]  This is how a human's supposed to act.
[01:50:16.987 --> 01:50:19.328]  You yell and scream about your football team losing or winning.
[01:50:19.328 --> 01:50:22.809]  I yell and scream about discovering this.
[01:50:22.809 --> 01:50:26.391]  But here it is, ladies and gentlemen.
[01:50:26.391 --> 01:50:28.731]  A study from 2005, and there are hundreds of them.
[01:50:28.731 --> 01:50:31.232]  You can go read them all for yourself right now, if you care.
[01:50:31.232 --> 01:50:34.714]  Okay, let's go ahead now and go to your calls.
[01:50:34.714 --> 01:50:35.394]  Stephen in New York.
[01:50:35.394 --> 01:50:37.194]  I'm going to give each of you about a minute because I want to get to everybody.
[01:50:37.194 --> 01:50:38.995]  Stephen, go ahead.
[01:50:38.995 --> 01:50:41.336]  I'd like to get your opinion on some info I
[01:50:42.057 --> 01:50:45.760]  I remember about Pakistan, the situation there.
[01:50:45.760 --> 01:50:57.587]  First, I remember when Marianne in Islamabad was bombed, and Zardari was giving a speech, and I was like, seeing that he was smirking, I didn't even take that into account.
[01:50:57.587 --> 01:51:08.995]  And then, I read a story some months after that, it was the commander of CENTCOM, Petraeus, he was talking to some ambassadors, an AP story, and they were just grinning, grinning like it was nothing.
[01:51:09.938 --> 01:51:10.940]  Well, remember about a month ago?
[01:51:23.052 --> 01:51:33.143]  They were having an agreement to do something, I think it was bombings, and then after that, you remember the story, U.S.
[01:51:33.143 --> 01:51:37.948]  had tasked the Pakistani government to do the drone airstrikes?
[01:51:37.948 --> 01:51:38.228]  Yes.
[01:51:38.228 --> 01:51:41.632]  And then I'm like, I'm just thinking, it just seems very strange.
[01:51:41.632 --> 01:51:44.655]  No, no, that's what the Pakistani government just staged.
[01:51:45.035 --> 01:51:55.076]  You know, just like Hitler and World War II and all the other wars... Yeah, the Pakistani government is saying that their intelligence agencies are run by the U.S., not our government, people that control us.
[01:51:55.885 --> 01:52:03.188]  And that they have staged the attack on India as a pretext for the main government to be overthrown by Pakistani intelligence controlled by the West.
[01:52:03.188 --> 01:52:15.133]  Yes, but it seems like at a level, whatever is going to happen in Pakistan, it seems like both sides are on the same team as always, but... Absolutely great points, good to hear from you, wish we could talk for an hour.
[01:52:15.133 --> 01:52:17.894]  Ian in Texas, you're on the air, go ahead.
[01:52:17.894 --> 01:52:18.774]  Hey Alex, how's it going?
[01:52:18.774 --> 01:52:19.014]  Good.
[01:52:19.014 --> 01:52:23.196]  Yeah, I heard you talking about Open Carrier earlier, I just wanted to call in and talk about that.
[01:52:24.029 --> 01:52:27.852]  Um, actually started the petition here in Texas about a year ago.
[01:52:27.852 --> 01:52:29.994]  Yeah, we need Vermont style carry.
[01:52:29.994 --> 01:52:31.816]  No classes, no nothing.
[01:52:31.816 --> 01:52:33.817]  You know, the Second Amendment's in force.
[01:52:33.817 --> 01:52:35.919]  Crime rates implode.
[01:52:35.919 --> 01:52:36.960]  Accidents implode.
[01:52:36.960 --> 01:52:39.682]  We need citizens carrying firearms now.
[01:52:39.682 --> 01:52:40.102]  Exactly.
[01:52:40.102 --> 01:52:42.524]  I mean, we can't let our Second Amendment be ignored.
[01:52:42.524 --> 01:52:47.328]  Yeah, they turn a right into a privilege, and a privilege is something that can be revoked.
[01:52:47.328 --> 01:52:47.708]  Exactly.
[01:52:47.708 --> 01:52:50.110]  The state makes us jump through all these loopholes.
[01:52:50.110 --> 01:52:53.273]  A license is an authorization to do something that would be illegal.
[01:52:53.877 --> 01:52:56.978]  Yeah, it's a right, not a permission.
[01:52:56.978 --> 01:53:06.343]  I've been getting a lot of support with OpenCarrier.org, and we're raising over $10,000, got all these billboards up and everything.
[01:53:06.343 --> 01:53:07.143]  Hey, you know what, Trey?
[01:53:07.143 --> 01:53:07.904]  Let's get this guy on.
[01:53:07.904 --> 01:53:10.845]  I'm going to put you on hold, and we're going to get your name and number.
[01:53:10.845 --> 01:53:13.466]  By the way, before I forget, I want to get Lindsey Williams back on this week.
[01:53:13.466 --> 01:53:16.447]  I had a bunch of brainstorming about guests I want on and then never told you.
[01:53:18.695 --> 01:53:19.135]  Oh, here it is.
[01:53:19.135 --> 01:53:19.655]  Perspectives.
[01:53:19.655 --> 01:53:21.796]  This is your brain on video games.
[01:53:21.796 --> 01:53:24.337]  This is out of CNET News.
[01:53:24.337 --> 01:53:29.159]  Scientists are adding fresh fuel to the debate over video games and violence.
[01:53:29.159 --> 01:53:36.882]  And, uh... Yeah, and it goes into the brain, going into the oxygen state.
[01:53:36.882 --> 01:53:38.462]  Let's go ahead and take another call here.
[01:53:38.462 --> 01:53:39.703]  Let's get his name and number.
[01:53:39.703 --> 01:53:41.743]  I've heard about what you're doing, Ian, so I want to have you on.
[01:53:41.743 --> 01:53:42.804]  Peter in California.
[01:53:42.804 --> 01:53:43.804]  You're on the air.
[01:53:43.804 --> 01:53:45.045]  Welcome.
[01:53:45.045 --> 01:53:45.505]  Hey, Alex.
[01:53:45.505 --> 01:53:45.945]  You there?
[01:53:45.945 --> 01:53:46.205]  Yes, sir.
[01:53:47.159 --> 01:54:05.289]  Yes, I don't think you realize that Posse Comitatus was violated at the Ronald Reagan Library two days before President's Day 1993, where the Secret Service and MI5 had secured the area, and the Simi Valley Fire Department just rolled up and said, well, we have authority.
[01:54:05.289 --> 01:54:07.250]  We're going to roll through and stuff.
[01:54:07.250 --> 01:54:09.071]  There was really no need for them to roll through.
[01:54:10.000 --> 01:54:22.988]  Well, Posse Comitatus, the 1878 law, barring military engaging in law enforcement actions, has been systematically eroded covertly, but now Secretary of Defense Gates has openly announced they're abolishing the National Guard and federalizing it under NORTHCOM.
[01:54:22.988 --> 01:54:28.332]  They're going to station regular army for law enforcement activities on the streets of every city in the United States.
[01:54:28.332 --> 01:54:30.093]  CBS News Associated Press last week.
[01:54:30.879 --> 01:54:41.666]  What happened is this fire truck started to roll forward to go through and with that MI5 pulled an automatic weapon on the Simi Valley Fire Department.
[01:54:41.666 --> 01:54:51.933]  Well they used Russians MI6 and Israelis and French Source Newsweek to kill the Davidians when they firebombed that place in 1993.
[01:54:51.933 --> 01:54:56.276]  So yes, foreign troops can come take part in this action, but citizens are slaves.
[01:54:56.276 --> 01:54:57.017]  Great point.
[01:54:57.017 --> 01:54:58.858]  I'm moving fast to get into everybody here.
[01:54:58.858 --> 01:55:00.699]  Mark in Florida, you're on the air worldwide.
[01:55:01.900 --> 01:55:04.443]  Hi Alex, good to talk with you again.
[01:55:04.443 --> 01:55:08.948]  The thing I'm interested in hearing about is secrecy in government.
[01:55:08.948 --> 01:55:20.520]  What role do you think, as an ongoing thing, that secrecy should play in government since it's obviously been so abused by the National Security Act in 1947?
[01:55:23.791 --> 01:55:26.753]  Well, we've gone way past that now to answer your question.
[01:55:26.753 --> 01:55:35.159]  Now they've transferred more than two-thirds of intelligence gathering against the American people to private corporations and mercenary groups that are violating the Fourth Amendment.
[01:55:35.159 --> 01:55:42.985]  And so, yes, the national security state operating with total anonymity, unlimited funding, bringing in the drugs, is now just taking the whole country over.
[01:55:42.985 --> 01:55:43.985]  Go ahead.
[01:55:43.985 --> 01:55:45.967]  Now, we're all human beings, Alex.
