[00:00:01.350 --> 00:00:03.072]  News moves fast here.
[00:24:05.914 --> 00:24:13.598]  Yes, I believe that Israel, I believe Israel was in a, that is, elements of their intelligence agencies were in support roles.
[00:24:13.598 --> 00:24:23.984]  I do not believe Israel ran the entire attacks or was in operational control, but I believe Israel, that is, Shin Bet Massad, was in a support role, as was MI6.
[00:24:23.984 --> 00:24:26.225]  Right, because Massoud in Ottawa,
[00:24:27.100 --> 00:24:29.522]  The evidence has come out.
[00:24:29.522 --> 00:24:34.127]  People got confused two weeks ago when I said, I'm sick of hearing that Israel carried the attacks out.
[00:24:34.127 --> 00:24:35.228]  No, they didn't.
[00:24:35.228 --> 00:24:38.031]  And then I stated they are involved in terrorism in Israel.
[00:24:38.031 --> 00:24:40.353]  They've been caught carrying out false flags worldwide.
[00:24:40.353 --> 00:24:42.695]  I believe they were in a support role.
[00:24:42.695 --> 00:24:46.398]  But to say just Israel did it is impossible.
[00:24:46.398 --> 00:24:46.739]  Right.
[00:24:46.739 --> 00:24:50.042]  But then we also, yeah, I agree with the extent there, but then we also have the
[00:24:50.282 --> 00:24:51.463]  I just think about this in general.
[00:24:51.463 --> 00:24:53.284]  Multicultural societies, it only creates conflict.
[00:25:15.080 --> 00:25:23.147]  And I agree with you, it's just tearing this country apart, and what we're going to have to do is eventually get back to some type of homogeneous society.
[00:25:23.147 --> 00:25:26.129]  If that takes a secessionist movement or something.
[00:25:26.129 --> 00:25:27.570]  Well, I appreciate your call.
[00:25:27.570 --> 00:25:29.692]  Sir, that's what the Little Reconquistas are saying.
[00:25:29.692 --> 00:25:32.294]  They want a secessionist society.
[00:25:32.294 --> 00:25:35.597]  They want to be in an enclave, and it's called the Southwest and Beyond.
[00:25:35.597 --> 00:25:37.278]  They want White South.
[00:25:37.278 --> 00:25:38.379]  They are the racists.
[00:25:38.379 --> 00:25:39.780]  That's what's so incredible.
[00:25:39.780 --> 00:25:41.261]  They want what Hitler wanted.
[00:25:41.261 --> 00:25:44.384]  They want a purely Hispanic homeland.
[00:25:44.924 --> 00:25:52.691]  And they want, quote, whites to go back to Europe, but the same global bankers have opened up Europe to the tens of millions of foreigners there.
[00:25:52.691 --> 00:25:55.013]  And they're saying whites get out of Europe.
[00:25:55.013 --> 00:26:03.840]  Now, if it was, say, you know, Arabs in Europe that had all the money, and whites never lived there, it'd be whites invading control by the bankers, trying to break down the country.
[00:26:03.840 --> 00:26:07.824]  It's whoever is middle class must be brought down by the New World Order.
[00:26:09.568 --> 00:26:10.669]  That is what's happening.
[00:26:10.669 --> 00:26:12.230]  That is what's going on.
[00:26:12.230 --> 00:26:17.895]  That is the reality of what we face right now.
[00:26:17.895 --> 00:26:19.276]  And we're not playing checkers here.
[00:26:19.276 --> 00:26:22.519]  We're playing chess, as a caller used to say here on the broadcast.
[00:26:22.519 --> 00:26:23.120]  And it's true.
[00:26:23.120 --> 00:26:26.002]  We're playing chess here.
[00:26:26.002 --> 00:26:27.303]  There's no debating it.
[00:26:27.303 --> 00:26:31.707]  It's three-dimensional, full-spectrum dominance warfare.
[00:26:31.707 --> 00:26:34.089]  Psychological, physical, the whole nine yards.
[00:26:37.967 --> 00:26:40.350]  Look at how the media spins a racial attack.
[00:26:40.350 --> 00:26:42.573]  We'll come back, take more calls, more on the Pentagon.
[00:26:42.573 --> 00:26:43.454]  It's all coming up.
[00:26:43.454 --> 00:26:46.177]  Oh, it's unbelievable.
[00:26:57.236 --> 00:26:58.916]  Hey folks, Alex Jones here.
[00:26:58.916 --> 00:27:02.138]  And the behavior of our police is a reflection of our government.
[00:27:02.138 --> 00:27:06.100]  One look in the mirror and we know our country is entering a high-tech police state.
[00:27:06.100 --> 00:27:10.683]  Here's just a sample from my documentary film, Police State 2 The Takeover.
[00:27:10.683 --> 00:27:14.545]  In downtown Seattle today, the First Amendment ended.
[00:27:14.545 --> 00:27:16.186]  The civil emergency was created by the police.
[00:27:16.186 --> 00:27:19.910]  Why have police attacked people on the street indiscriminately?
[00:27:19.910 --> 00:27:24.775]  The medical bills are going to be enormous for me.
[00:27:24.775 --> 00:27:28.018]  You see them here with their hands cupped behind their backs.
[00:27:28.018 --> 00:27:31.362]  They are being led into the Sandpoint Brig.
[00:27:31.362 --> 00:27:37.488]  The neighbors in that area of Sandpoint Naval Air Station were shocked to hear that the old brig was being reopened.
[00:27:38.008 --> 00:27:42.210]  This information is absolutely vital for all freedom lovers in the United States.
[00:27:42.210 --> 00:27:43.971]  Order your video today.
[00:27:43.971 --> 00:27:45.012]  Call toll-free at 888-253-3139.
[00:27:45.012 --> 00:27:47.553]  The number to order to take over again is 888-253-3139.
[00:27:47.553 --> 00:27:48.753]  Or go to my website, InfoWars.com.
[00:27:56.637 --> 00:28:04.425]  Get the new Berkey Battery Adapter, an inexpensive yet long-term backup power supply for your Berkey Light LED system.
[00:28:04.425 --> 00:28:15.335]  The Berkey's LED lamps are unique because, incredibly, they have an average life of over 11 years of continuous use and are so bright they can be spotted for more than a mile in the dark.
[00:28:15.555 --> 00:28:15.895]  We're good to go!
[00:28:32.077 --> 00:28:32.757]  That's right.
[00:28:32.757 --> 00:28:40.160]  Incredibly, your emergency light will operate every night for over two weeks for the price of four small AA batteries.
[00:28:40.160 --> 00:28:44.442]  Be prepared for unexpected emergencies and get the Berkey Battery Adapter.
[00:28:44.442 --> 00:28:48.924]  Complete with on-off switch for only $10 by calling New Millennium at 888-803-4438.
[00:28:48.924 --> 00:28:49.424]  That's toll-free, 888-803-4438.
[00:28:58.504 --> 00:29:04.672]  Herbal Healer Academy is the global supplier of the finest natural medicine that you may need in these troubled times.
[00:29:04.672 --> 00:29:07.115]  We specialize in keeping you alive and healthy.
[00:29:07.115 --> 00:29:13.483]  We provide outstanding products like ECAC, colloidal silver 500 parts per million, olive leaf extract,
[00:29:13.803 --> 00:29:14.444]  We're good to go!
[00:29:43.306 --> 00:29:46.567]  We have been working hard since 1988 to save the remnant.
[00:29:46.567 --> 00:30:05.313]  That's HerbalHealer.com, your website for safe, effective natural alternatives and education.
[00:30:05.313 --> 00:30:06.333]  Judicial Watch.
[00:30:08.064 --> 00:30:10.345]  To obtain September 11th Pentagon video at 1 p.m.
[00:30:10.345 --> 00:30:15.867]  today, Department of Defense responds to judicial watch freedom, Information Act request, and related lawsuit.
[00:30:15.867 --> 00:30:20.829]  Now, they'll normally release absolutely nothing, and this is so staged, this stinks to high heaven.
[00:30:21.474 --> 00:30:29.257]  Judicial Watch, the public interest group that investigates and prosecutes government corruption, announced today that the Department of Defense will release a videotape to Judicial Watch at 1 p.m.
[00:30:29.257 --> 00:30:34.139]  this afternoon that allegedly shows American Airlines Flight 77 striking the Pentagon on September 11, 2001.
[00:30:34.139 --> 00:30:39.341]  The Department of Defense is releasing the videotape in response to the Judicial Watch Freedom of Information Act request and related lawsuit.
[00:30:39.341 --> 00:30:43.082]  This is a response to your December 14, 2004 Freedom of Information Act request.
[00:30:44.395 --> 00:31:01.347]  For your appeal of March 27, 2005 and complaint filed in the United States District Court for the District of Columbia wrote William Kamer, Chief of the Department of Defense Office of Freedom of Information, now that the trial of Zacharias Massali is over we are able to complete your request and provide the video.
[00:31:01.907 --> 00:31:03.489]  I need listeners all right now.
[00:31:03.489 --> 00:31:07.853]  I'm trying to get a hold of my wife so at home she can record it on the TV.
[00:31:07.853 --> 00:31:09.014]  Record one channel.
[00:31:09.014 --> 00:31:11.056]  Here at the office we're trying to record two channels.
[00:31:11.056 --> 00:31:14.019]  I need everybody to record every news channel there is.
[00:31:14.019 --> 00:31:14.699]  Pick a different one.
[00:31:14.699 --> 00:31:17.782]  Pick CNBC, MSNBC, Fox.
[00:31:17.782 --> 00:31:19.724]  Record it because different things may be on there.
[00:31:19.724 --> 00:31:20.885]  It may only be aired once.
[00:31:20.885 --> 00:31:22.827]  Sometimes these people screw up.
[00:31:23.536 --> 00:31:30.741]  Now we've got some big border gaps coming on, two Texas sheriffs, but I'm going to limit them to about 10 minutes a piece, and then Congressman Bonilla is scheduled as well.
[00:31:30.741 --> 00:31:35.003]  This is another huge issue we're tracking and covering.
[00:31:35.003 --> 00:31:41.547]  It is so important now more than ever, 9-11 is the foundational event of the globalists, what they're using to bring this tyranny in.
[00:31:41.547 --> 00:31:45.990]  I hope you'll join me coming up in Los Angeles the 24th and 25th of June.
[00:31:45.990 --> 00:31:47.471]  Get your tickets before they're all gone.
[00:31:48.257 --> 00:31:50.858]  There's a thousand tickets available, and we're now sold 30% of them.
[00:31:50.858 --> 00:31:52.959]  And they're going to go quick.
[00:31:52.959 --> 00:31:54.220]  Go to InfoWars.com.
[00:31:54.220 --> 00:31:58.041]  The tickets are as low as $34 a piece when you get multiple tickets.
[00:31:58.041 --> 00:31:59.402]  That's InfoWars.com.
[00:31:59.402 --> 00:32:01.803]  Link through the secure online ticketing service or call 1-888-253-3139.
[00:32:01.803 --> 00:32:02.643]  That's 888-253-3139.
[00:32:02.643 --> 00:32:05.225]  They can answer all your questions.
[00:32:05.225 --> 00:32:08.266]  They can mail you a physical ticket if you ordered over the phone.
[00:32:15.621 --> 00:32:17.222]  Or, you can order online.
[00:32:17.222 --> 00:32:18.603]  We will email you your ticket.
[00:32:18.603 --> 00:32:20.103]  You just get a wristband once you get there.
[00:32:20.103 --> 00:32:22.144]  There's going to be incredible guests.
[00:32:22.144 --> 00:32:24.785]  There's going to be a lot of people there.
[00:32:24.785 --> 00:32:27.767]  Dr. Bob Bowman, former head of the Star Wars program.
[00:32:27.767 --> 00:32:32.609]  We're going to have Professor Steven Jones focusing on the controlled demolitions.
[00:32:32.609 --> 00:32:33.209]  The physicists.
[00:32:33.209 --> 00:32:35.250]  We're going to have Professor Jim Fetzer.
[00:32:35.250 --> 00:32:40.133]  We're going to have so many other great people and surprise guests.
[00:32:40.133 --> 00:32:42.634]  That is coming up June 24th, 25th.
[00:32:42.634 --> 00:32:43.454]  Get your tickets now.
[00:32:43.454 --> 00:32:44.675]  Don't delay or you'll be sorry.
[00:32:45.899 --> 00:32:49.842]  At the same time, get my 9-11 film, Martial Law.
[00:32:49.842 --> 00:32:51.343]  I'm sorry we don't cover the Pentagon.
[00:32:51.343 --> 00:32:54.405]  We focus on everything that can be totally proven.
[00:32:54.405 --> 00:32:59.249]  Incontrovertible evidence of government involvement in the attacks and how they did it.
[00:32:59.249 --> 00:33:02.231]  And the hijackers being government agents.
[00:33:02.231 --> 00:33:04.293]  It's all documented.
[00:33:04.293 --> 00:33:07.755]  Martial Law, the film that needs to be seen.
[00:33:07.755 --> 00:33:11.498]  The 9-11 documentary that puts all the pieces together.
[00:33:11.498 --> 00:33:12.859]  That names names.
[00:33:12.859 --> 00:33:14.300]  That calls Cheney out.
[00:33:15.237 --> 00:33:16.158]  Others don't do that.
[00:33:16.158 --> 00:33:17.680]  They namby-pamby.
[00:33:17.680 --> 00:33:19.341]  You need to get Martial Law.
[00:33:19.341 --> 00:33:20.722]  You need to get Road to Tyranny.
