[00:00.000 --> 00:05.000]  Government cover-ups. You want answers? Well, so does he.
[35:09.000 --> 35:13.000]  School fluoride program ensuring a lasting smile.
[35:13.000 --> 35:21.000]  Now the American Dental Association, after all these lawsuits had to admit that fluoride actually rots your teeth from the inside out.
[35:21.000 --> 35:28.000]  Dental fluorosis, it causes bone fractures. The National Kidney Association admits it, nothing like it, attacking the kidneys.
[35:28.000 --> 35:34.000]  It attacks all the other glands associated with diabetes, cancer. It's just unbelievable.
[35:34.000 --> 35:41.000]  And they've known this for over 100 years. The Nazis used it in death camps at about three parts per million.
[35:41.000 --> 35:44.000]  School fluoride program ensuring a lasting smile.
[35:44.000 --> 35:55.000]  The self-applied fluoride and education rinsing program called SAFER is a preventative service that has been successfully implemented in many New York school districts for more than 20 years.
[35:55.000 --> 36:00.000]  Folks, I am 34 years old. This was going on when I was five in Dallas.
[36:00.000 --> 36:17.000]  Participating children ages six and older use 10 milliliters or five milliliters of 0.2 sodium fluoride solution to rinse for one minute in the classroom.
[36:17.000 --> 36:39.000]  Participation by children too young to rinse and are in head start programs or kindergarten, chew a daily fluoride tablet, or use daily fluoride drops for the prevention of tooth decay, as if they're not getting enough in the water and their toothpaste, even if you believe the official story.
[36:39.000 --> 36:52.000]  God help us. Now, I meant to do the math during the break. What is, John, you got a calculator? What do you call 0.2?
[36:52.000 --> 37:06.000]  Now, I found other programs that are 0.5, 0.3. I'm going to read those because if it was, you know, 1%, it would be 1%, but it's 0.2.
[37:06.000 --> 37:26.000]  I know that's millions of times higher than one part per million that the government recommends for our teeth health, which has incredible 20 point on average major studies, IQ reduction, comparing communities right next to each other, those that fluoridate, those that don't.
[37:26.000 --> 37:32.000]  What is the, that's two parts per thousand, isn't it?
[37:32.000 --> 37:45.000]  So we're talking two parts per thousand sodium fluoride solution versus one part per million, and it's daily.
[37:45.000 --> 38:01.000]  Now, no one ever told me fluoride, sodium fluoride was bad. No one ever told me that it isn't just sodium fluoride that by federal law and state law, it's the toxic waste with hundreds of chemicals from fertilizer, manufacturing, and aluminum purification.
[38:01.000 --> 38:11.000]  And the nuclear weapons uranium purification program. That's when it first started in the 50s because they had big spills in Tennessee and everywhere else that were killing people and causing problems.
[38:11.000 --> 38:21.000]  They said, oh, we don't have to store it. It's not a toxic waste. We're going to put it in the water, but diluted. It's, it's, it's, it's a valuable nutrient, which is true.
[38:21.000 --> 38:34.000]  You need very small levels of calcium fluoride for your body. It's like you need very small amounts of arsenic and cyanide. And it is in plants and vegetables and it is in the air and it is in the dirt.
[38:34.000 --> 38:44.000]  It just, what is it, parts per billion? You can go pull the studies up. I've read so many, they all kind of blur together.
[38:44.000 --> 38:54.000]  The program targets children who do not have access to community water fluoridation, who do not have access to dental care, who live in rural areas and who live at below the priority level. Perfect eugenics.
[38:54.000 --> 39:05.000]  See, that's their, now now, I was in Dallas, yet a lower middle class elementary school. That's why my parents moved to rock walls. I go to better government schools.
[39:05.000 --> 39:15.000]  But it was a lower middle class and oh, it was about half black kids. And you bet I looked into it. It targets poor children.
[39:15.000 --> 39:32.000]  The government had given two and five parts per thousand fluoride to the lily white. They just get their one to two parts per million, which gives you a good head thumping as well.
[39:32.000 --> 39:42.000]  But I remember they come out with those red pills and come out with those washes and man, they tell me to one of those and man, a headache laying back in the chair.
[39:42.000 --> 39:51.000]  I wouldn't know who I was for two days. And then I remember being about 10 years old and having my dad clean my teeth twice a year and he's a good guy. He's not evil.
[39:51.000 --> 39:57.000]  He believes in the system. He believes in the dental association. He's not a bad guy. So he thinks they wouldn't lie.
[39:57.000 --> 40:03.000]  Now he knows the truth and has all freaked out and has researched it as a lot of other dentists, that top dentist have gone public now.
[40:03.000 --> 40:12.000]  Just type in dentist against fluoride. I mean, they made the dental association say don't do it for children. It's poisonous.
[40:12.000 --> 40:16.000]  And I remember going in having to clean my teeth and he said, okay, come over here to the sink. Here's a fluoride treatment.
[40:16.000 --> 40:27.000]  I remember taking a shot of that, gargling it, spitting it out and man, I'd get in the car. And again, this wasn't placebo because my whole life I would never really put two and two together.
[40:27.000 --> 40:35.000]  When I was real little, I would kind of associate it with it. But later I just wasn't thinking about it and I'd take it and get a headache and drive home in the car.
[40:35.000 --> 40:39.000]  My dad remembers it. Just lay back and fall asleep with a horrible headache.
[40:39.000 --> 40:49.000]  I remember my whole life brushing my teeth and getting a headache right after it, getting a stomach ache. It says on the back, if you swallow a pea size, call poison control.
[40:49.000 --> 41:02.000]  Look at your toothpaste. Now, there are not hundreds. There are thousands of government studies going back to the 20s, 30s, 40s, 50s, 60s, 70s, 80s, right through to now.
[41:02.000 --> 41:23.000]  Admitting, admitting that it eats holes in your brain. It destroys your bones. It calcifies your arteries and all of your major glands and just savages the delicate flesh tissues of the filters in the kidneys.
[41:23.000 --> 41:37.000]  Savages the liver. It is a savage chemical attack. Pulitzer Prize winning book on World War II documents in Nuremberg trials that they put fluoride in the water to make the slaves docile.
[41:37.000 --> 41:43.000]  So you don't want a chip in your body, a chip in your wife. I agree. But how about the fluoride?
[41:43.000 --> 41:53.000]  Because even if you don't drink the fluoridated water, when you drink that coffee from the store, you drink that tea, you're getting it. When you're breathing the hot fumes, you get even more than from drinking it.
[41:53.000 --> 42:02.000]  Very deadly. The chlorine alone, massive cancers, thousands of studies, the chlorine you're drinking, the breakdown products of chlorine are even worse.
[42:02.000 --> 42:22.000]  School districts or public health professionals interested in the program should contact Department's Bureau of Dental Health to determine if they qualify. For more information, contact Elizabeth Whitman, RN, Public Health Program Nurse, Bureau of Dental Health, and then it's got our phone number in New York.
[42:22.000 --> 42:26.000]  Now that's the first one that pops up when you type in school fluoride program.
[42:26.000 --> 42:35.000]  Next is Colorado and then Texas and then Florida. Colorado School Fluoride Mouth Rents Program.
[42:35.000 --> 43:04.000]  Colorado, welcome to and then it goes into how it is wonderful for the children. And I remember them showing us little films too. They'd bring in the, you get real happy when they roll in the film and they'd put the film reel on and show you a film about your teeth and little happy cartoon character that drinks fluoride and then, man, it was like drinking a half gallon of Jack Daniels when you're a little baby, when you're five years old.
[43:04.000 --> 43:15.000]  Went into there, imagine how smart I'd be. Imagine how smart you'd be if they hadn't throttled our little brains.
[43:15.000 --> 43:35.000]  You know, they got all these studies about how blacks test scores are so bad. Well, part of it, you know, people always joked about the lead paint chips, but those inner cities, boy, they down the Mexicans and blacks and poor white throats, they just dump these pills and bubble gum and drinks and oh, it's so good.
[43:35.000 --> 43:54.000]  Two parts per thousand. Is that a one part per million? No debating that that is absolute poisoning. Now, I'm sure this nurse means well that I mentioned around the program. She believes the system's good.
[43:54.000 --> 44:10.000]  Probably a nice person. Colorado School fluoride mouth rinse program. Another segment of the fluoride program is the school mouth rinse program. The purpose of the school fluoride mouth rinse program is to provide a safe and effective preventative method producing dental decay.
[44:10.000 --> 44:24.000]  While not as effective as the community water fluoridation program, and where communities are too small or do not have access to optimal levels of fluoride and community water. These, by the way, I've looked it up. They're doing this where they fluoridate. This is just pure bull.
[44:24.000 --> 44:42.000]  The school fluoride mouth rinse program helps prevent tooth decay in grade school children grades one to six right during that key brain growth period for roughly the same cost per person in the community as for the CWEP, but only reaching approximately one quarter of the population.
[44:42.000 --> 44:55.000]  Oh, it only gets one quarter. Children rinse once a week with one minute in the classroom and then spit out the fluoride, which is absorbed into the glands that are right underneath the tongue. I would add that's where you're supposed to take a lot of medicines, folks.
