[00:00.000 --> 00:14.000]  🎵
[22:30.000 --> 22:32.000]  they are the whores of the whores
[22:32.000 --> 22:34.000]  all of them and it's all coming out
[22:34.000 --> 22:36.000]  but as I and Cernovich
[22:36.000 --> 22:38.000]  said here last week
[22:38.000 --> 22:40.000]  why is all this breaking so big now
[22:40.000 --> 22:42.000]  we said our gut is
[22:42.000 --> 22:44.000]  the very media outlets that covered it up
[22:44.000 --> 22:46.000]  like the New York Times are now breaking it
[22:46.000 --> 22:48.000]  to minimize it
[22:48.000 --> 22:50.000]  and make it about
[22:50.000 --> 22:52.000]  simply hitting on women
[22:52.000 --> 22:54.000]  and cheating on his wife
[22:54.000 --> 22:56.000]  this in pedophile devil worship
[22:56.000 --> 22:58.000]  central Hollywood
[22:58.000 --> 23:00.000]  and the Clintons are still silent
[23:00.000 --> 23:02.000]  but now we know
[23:02.000 --> 23:04.000]  ladies and gentlemen
[23:04.000 --> 23:06.000]  it's women saying he raped them
[23:08.000 --> 23:10.000]  and that's what it's all about when you make women
[23:10.000 --> 23:12.000]  come in and see you showering
[23:12.000 --> 23:14.000]  and make it all about you
[23:14.000 --> 23:16.000]  serious pervert behavior
[23:18.000 --> 23:20.000]  it's trying to creep women out
[23:20.000 --> 23:22.000]  and then forcing yourself on them
[23:24.000 --> 23:26.000]  it's
[23:26.000 --> 23:28.000]  cucking the women
[23:28.000 --> 23:30.000]  so now the New Yorker magazine
[23:30.000 --> 23:32.000]  from aggressive overtures to sexual assault
[23:32.000 --> 23:34.000]  Harry Weinstein's accusers
[23:34.000 --> 23:36.000]  tell their stories
[23:36.000 --> 23:38.000]  and here's the deal
[23:38.000 --> 23:40.000]  whether it's true or not and I tend to believe it
[23:40.000 --> 23:42.000]  with the Hollywood slime types
[23:42.000 --> 23:44.000]  it's all part of the same slime bucket
[23:44.000 --> 23:46.000]  and it's what everybody wallowed into
[23:46.000 --> 23:48.000]  so it's a bunch of vampires
[23:48.000 --> 23:50.000]  eating each other
[23:50.000 --> 23:52.000]  I mean there's some truth to
[23:52.000 --> 23:54.000]  hey you know what you're getting into
[23:54.000 --> 23:56.000]  when you go to Hollywood
[23:56.000 --> 23:58.000]  it's like walking down the alley
[23:58.000 --> 24:00.000]  in the worst part of town at midnight
[24:00.000 --> 24:02.000]  and getting freaked out when you get mugged
[24:02.000 --> 24:04.000]  but still the muggers are more to blame
[24:04.000 --> 24:06.000]  they actually carried out the criminal act
[24:06.000 --> 24:08.000]  now some of the young
[24:08.000 --> 24:10.000]  16 year old girls that watch TV all day
[24:10.000 --> 24:12.000]  think they're going to be movie stars
[24:12.000 --> 24:14.000]  they go oh yeah come to California you're going to be movie stars
[24:14.000 --> 24:16.000]  know what you're going to be is a crack whore
[24:16.000 --> 24:18.000]  and when they're done using you up they're going to put you in a snuff film
[24:18.000 --> 24:20.000]  for European consumption
[24:20.000 --> 24:22.000]  they're going to torture you to death
[24:22.000 --> 24:24.000]  because the truth is
[24:24.000 --> 24:26.000]  the child porn stuff is just mid-level
[24:26.000 --> 24:28.000]  the torture porn
[24:28.000 --> 24:30.000]  the murder porn
[24:30.000 --> 24:32.000]  well that's king in Hollywood
[24:34.000 --> 24:36.000]  there were hundreds of VHS tapes
[24:36.000 --> 24:38.000]  caught being shipped about
[24:38.000 --> 24:40.000]  30 years ago out of Italy
[24:40.000 --> 24:42.000]  it was a big national Italian television show
[24:42.000 --> 24:44.000]  exposed it to Hollywood
[24:44.000 --> 24:46.000]  and men were paying
[24:46.000 --> 24:48.000]  $50,000 a piece for the VHS tapes
[24:48.000 --> 24:50.000]  only
[24:50.000 --> 24:52.000]  a few of them again sent out
[24:54.000 --> 24:56.000]  of toddlers being raped
[24:56.000 --> 24:58.000]  and then having their brains blown out afterwards
[25:00.000 --> 25:02.000]  just thought you might want to know what these folks are into
[25:02.000 --> 25:04.000]  so if you think hitting on
[25:04.000 --> 25:06.000]  women at restaurants
[25:06.000 --> 25:08.000]  and having a different girlfriend every day
[25:08.000 --> 25:10.000]  is what this is all about thinking in
[25:10.000 --> 25:12.000]  of course they're going after him
[25:12.000 --> 25:14.000]  too full
[25:14.000 --> 25:16.000]  to cover up the really big stuff
[25:16.000 --> 25:18.000]  and to make it
[25:18.000 --> 25:20.000]  about a men's war on women
[25:20.000 --> 25:22.000]  and sell the west has a rape culture
[25:22.000 --> 25:24.000]  when Islam doesn't
[25:24.000 --> 25:26.000]  and created bigger war between the sexes
[25:26.000 --> 25:28.000]  before they level their guns on
[25:28.000 --> 25:30.000]  Trump
[25:30.000 --> 25:32.000]  so everybody knows the left's hypocritical
[25:32.000 --> 25:34.000]  and protecting the Clintons
[25:34.000 --> 25:36.000]  that's why the smarter left is now turning
[25:36.000 --> 25:38.000]  on the Clintons they're going to destroy the Clintons
[25:38.000 --> 25:40.000]  they're going to destroy Weinstein
[25:40.000 --> 25:42.000]  and then they're going to roll women out that say
[25:42.000 --> 25:44.000]  Trump raped them and there'll be such a
[25:44.000 --> 25:46.000]  furor and such a fury
[25:46.000 --> 25:48.000]  that this will be the scandal
[25:48.000 --> 25:50.000]  they believe will bring down Trump
[25:50.000 --> 25:52.000]  it all crystallized this morning
[25:52.000 --> 25:54.000]  I was reading all the news and looking at it
[25:54.000 --> 25:56.000]  and watch it's going to happen
[25:56.000 --> 25:58.000]  because I'm bright-eyed
[25:58.000 --> 26:00.000]  bushy tailed
[26:00.000 --> 26:02.000]  and I've already seen their playbooks before
[26:02.000 --> 26:04.000]  and part of this is the chai comms
[26:04.000 --> 26:06.000]  who are trying to buy up the
[26:06.000 --> 26:08.000]  foreign Islamic owned
[26:08.000 --> 26:10.000]  connections and control
[26:10.000 --> 26:12.000]  Miramax's film studio
[26:12.000 --> 26:14.000]  Weinstein wasn't playing
[26:14.000 --> 26:16.000]  along but his brother wanted to do it, that's known
[26:16.000 --> 26:18.000]  and so you just
[26:18.000 --> 26:20.000]  take him off, take control of the company
[26:20.000 --> 26:22.000]  have a big controversy
[26:22.000 --> 26:24.000]  distract everybody from the stuff that was already
[26:24.000 --> 26:26.000]  going to come out to begin with
[26:28.000 --> 26:30.000]  and then turn it against
[26:30.000 --> 26:32.000]  Trump and I
[26:32.000 --> 26:34.000]  had already thought that this morning and then sure enough
[26:34.000 --> 26:36.000]  I saw the headlines
[26:36.000 --> 26:38.000]  from all the usual suspects in Hollywood
[26:38.000 --> 26:40.000]  okay Weinstein's bad but
[26:40.000 --> 26:42.000]  Trump's worse, he's an abuser
[26:42.000 --> 26:44.000]  he's a rapist
[26:44.000 --> 26:46.000]  and they always misrepresent what I've said
[26:46.000 --> 26:48.000]  about this on the Joe Rogan podcast
[26:48.000 --> 26:50.000]  even in my family court deal
[26:50.000 --> 26:52.000]  they edited it and played a clip of where
[26:52.000 --> 26:54.000]  we said it's terrible what Trump said
[26:54.000 --> 26:56.000]  I wouldn't say it or do it
[26:56.000 --> 26:58.000]  but it's not like you're jumping out of the bushes grabbing women
[26:58.000 --> 27:00.000]  he's saying if a woman's climbing up on top of you
[27:00.000 --> 27:02.000]  you can grab them
[27:02.000 --> 27:04.000]  they're that aggressive
[27:04.000 --> 27:06.000]  so it's uncouth, it's not a good thing for a father to do
[27:06.000 --> 27:08.000]  we all agreed, Joe Rogan and myself any bravo
[27:08.000 --> 27:10.000]  that was a five minute discussion
[27:10.000 --> 27:12.000]  it was edited down to saying it's not rape
[27:12.000 --> 27:14.000]  if a woman's already coming on to you
[27:14.000 --> 27:16.000]  to grab them because they're grabbing you
[27:16.000 --> 27:18.000]  I mean is it rape when a woman grabs you?
[27:18.000 --> 27:20.000]  because if that's the case, man I've been raped a lot
[27:20.000 --> 27:22.000]  a lot
[27:22.000 --> 27:24.000]  no it's not, if it's consensual it's there
[27:24.000 --> 27:26.000]  then if they say no don't do that
[27:26.000 --> 27:28.000]  don't push it, it's still not good for a father
[27:28.000 --> 27:30.000]  a married guy to do, it's wrong
[27:30.000 --> 27:32.000]  but it's not rape
[27:32.000 --> 27:34.000]  and then that turns into, oh Alex Jones is defending
[27:34.000 --> 27:36.000]  Trump's rape
[27:36.000 --> 27:38.000]  it's not rape
[27:38.000 --> 27:40.000]  if you're on a
[27:40.000 --> 27:42.000]  tour bus bragging to your buddy, man I'm so popular now
[27:42.000 --> 27:44.000]  women throw themselves on me
[27:44.000 --> 27:46.000]  you can do whatever you want
[27:46.000 --> 27:48.000]  yeah, that's the whole point
[27:48.000 --> 27:50.000]  and I don't like it
[27:50.000 --> 27:52.000]  and that was Trump ten years ago, eleven years ago
[27:52.000 --> 27:54.000]  and he's apologized for it
[27:54.000 --> 27:56.000]  a lot, but most importantly he's delivered
[27:56.000 --> 27:58.000]  on what he said he would do
[27:58.000 --> 28:00.000]  politically to a great extent
[28:00.000 --> 28:02.000]  Steven Bannon
[28:02.000 --> 28:04.000]  and Info Wars and Drudge and all of us together
[28:04.000 --> 28:06.000]  doing a great job trying to keep the Republicans
[28:06.000 --> 28:08.000]  on the straight and narrow and we come back
[28:08.000 --> 28:10.000]  we'll get into that in the big North Korean news
[28:10.000 --> 28:12.000]  but
[28:12.000 --> 28:14.000]  Bannon, myself, everybody are declaring war
[28:14.000 --> 28:16.000]  Info War
[28:16.000 --> 28:18.000]  on the Republic of Establishment
[28:18.000 --> 28:20.000]  their numero uno enemy
[28:20.000 --> 28:22.000]  they're the ones working with the Democrats
[28:22.000 --> 28:24.000]  making the agenda to make America free and great again
[28:24.000 --> 28:26.000]  they are target number one
[28:26.000 --> 28:28.000]  the Democrats have pulled some briar patch
[28:28.000 --> 28:30.000]  stuff where
[28:30.000 --> 28:32.000]  they over give a little bit of money against the candidates
[28:32.000 --> 28:34.000]  you know, we agree with Bannon
[28:34.000 --> 28:36.000]  to take them out, that's to make conservatives
[28:36.000 --> 28:38.000]  think Bannon's a Democrat
[28:38.000 --> 28:40.000]  and to think, oh we better be against Bannon
[28:40.000 --> 28:42.000]  because the Democrats have teamed up with him
[28:42.000 --> 28:44.000]  that's total, please don't throw me in that
[28:44.000 --> 28:46.000]  briar patch, that's exactly
[28:46.000 --> 28:48.000]  what they want, so that's more shill operations
[28:48.000 --> 28:50.000]  by them, we'll be back
[28:50.000 --> 28:52.000]  and if the Democratic Party says army must be ready
[28:52.000 --> 28:54.000]  for military options on North Korea
[28:54.000 --> 28:56.000]  we learn more and more about what that
[28:56.000 --> 29:24.000]  is
[29:24.000 --> 29:26.000]  this essential mineral is necessary
[29:26.000 --> 29:28.000]  in order to produce thyroid hormones
[29:28.000 --> 29:30.000]  which influence every cell
[29:30.000 --> 29:32.000]  tissue and organ in the body
[29:32.000 --> 29:34.000]  with inadequate thyroid hormones
[29:34.000 --> 29:36.000]  you may experience slow metabolism
[29:36.000 --> 29:38.000]  lethargy, weight gain and overall brain fog
[29:38.000 --> 29:40.000]  survival shield x2
[29:40.000 --> 29:42.000]  and bio true selenium
[29:42.000 --> 29:44.000]  work together to support the systems
[29:44.000 --> 29:46.000]  in your body
[29:46.000 --> 29:48.000]  take control of your chemistry today
[29:48.000 --> 29:50.000]  with this super combo
[29:50.000 --> 29:52.000]  discover the power of survival shield
[29:52.000 --> 29:54.000]  x2 and bio true selenium
[29:54.000 --> 30:23.000]  at infowarslife.com
[30:24.000 --> 30:26.000]  the pure organic plant extracts
[30:26.000 --> 30:28.000]  are concentrated containing
[30:28.000 --> 30:30.000]  antibacterial properties that work well
[30:30.000 --> 30:32.000]  to help tone gums and freshen your breath
[30:32.000 --> 30:34.000]  this antiseptic mouthwash
[30:34.000 --> 30:36.000]  is a concentrated formula
[30:36.000 --> 30:38.000]  you will need to dilute 1 part mouthwash
[30:38.000 --> 30:40.000]  to 10 parts water
[30:40.000 --> 30:42.000]  Emmerich's Essentials mouthwash is a great addition
[30:42.000 --> 30:44.000]  to your daily brushing routine
[30:44.000 --> 30:46.000]  it is effective yet gentle enough
[30:46.000 --> 30:48.000]  for the most sensitive gums
[30:48.000 --> 30:50.000]  and canker sores
[30:50.000 --> 30:52.000]  go organic today with Emmerich's Essentials
[30:52.000 --> 30:54.000]  visit infowarsstore.com
[30:54.000 --> 30:56.000]  to learn more
[30:56.000 --> 31:24.000]  at infowarsstore.com
[31:26.000 --> 31:28.000]  to not just have concentrated bone broth
[31:28.000 --> 31:30.000]  from chicken
[31:30.000 --> 31:32.000]  but 7 other superfood ingredients
[31:32.000 --> 31:34.000]  known for cleansing
[31:34.000 --> 31:36.000]  and supercharging the body
[31:36.000 --> 31:38.000]  at the same time
[31:38.000 --> 31:40.000]  info wars isn't just fighting the globalist
[31:40.000 --> 31:42.000]  we're getting results
[31:42.000 --> 31:44.000]  and we're expanding in the face
[31:44.000 --> 31:46.000]  of the complete media assault
[31:46.000 --> 31:48.000]  and winning because of your support
[31:48.000 --> 31:50.000]  caveman is back in stock
[31:50.000 --> 31:52.000]  people absolutely love it
[31:52.000 --> 31:54.000]  so please secure your caveman today
[31:54.000 --> 31:56.000]  go to cavemanlife.com
[31:56.000 --> 31:58.000]  or by calling toll free
[31:58.000 --> 32:00.000]  triple A 253 3139
[32:00.000 --> 32:02.000]  it's not just our water we need to filter
