[00:00:01.033 --> 00:00:10.420]  Prepare yourself for a talk radio experience like no other.
[01:35:21.949 --> 01:35:25.850]  And no, the right and the left is really how they keep most people in the dark.
[01:35:25.850 --> 01:35:31.591]  You know, most people saw this administration, they thought, oh, it's the right wing that's doing this to us.
[01:35:31.591 --> 01:35:39.653]  So when the right wing tells you that global warming is a myth, people automatically think, oh, they must be lying, you know, because they've lied about everything else.
[01:35:39.653 --> 01:35:43.354]  But in fact, you know, they're like, oh, well, big oil, of course, is on their side.
[01:35:43.354 --> 01:35:45.015]  They're lobbying for them.
[01:35:45.015 --> 01:35:50.576]  Well, in fact, both sides do tell you a little bit of truth, but they oppose each other and they make the truth
[01:35:51.192 --> 01:36:01.982]  Seems so absurd and obscene that only somebody who was on the right wing and a supporter of big oil would ever believe that global warming wasn't real, right?
[01:36:01.982 --> 01:36:08.608]  Why don't we just play the first five minutes of the Great Global Warming Swindle and let you guys decide for yourself.
[01:36:08.608 --> 01:36:10.911]  Infowars.com, PrisonPlanet.tv.
[01:36:10.911 --> 01:36:13.893]  We've done articles about it, but let's play it on the radio.
[01:36:13.893 --> 01:36:14.494]  Let's do it.
[01:36:14.494 --> 01:36:15.375]  Great Global Warming Swindle.
[01:36:17.324 --> 01:36:20.807]  When people say, we don't believe in global warming, I say, no, I believe in global warming.
[01:36:20.807 --> 01:36:24.249]  I don't believe that human CO2 is causing that warming.
[01:36:24.249 --> 01:36:27.211]  A few years ago, if you would ask me, I would tell you it's CO2.
[01:36:27.211 --> 01:36:27.491]  Why?
[01:36:27.491 --> 01:36:34.156]  Because just like everyone else in the public, I listened to what the media had to say.
[01:36:34.156 --> 01:36:39.180]  Each day, the news reports grow more fantastically apocalyptic.
[01:36:39.180 --> 01:36:43.222]  Politicians no longer dare to express any doubt about climate change.
[01:36:43.222 --> 01:36:45.144]  There is such intolerance.
[01:36:46.155 --> 01:36:48.156]  Of any dissenting voice.
[01:36:48.156 --> 01:36:51.876]  Are some of the worst climate criminals on the planet.
[01:36:51.876 --> 01:36:59.578]  This is the most politically incorrect thing possible, is to doubt this climate change orthodoxy.
[01:36:59.578 --> 01:37:02.359]  Global warming has gone beyond politics.
[01:37:02.359 --> 01:37:04.639]  It is a new kind of morality.
[01:37:04.639 --> 01:37:10.761]  The Prime Minister is back from his holidays, unrepentant and unembarrassed about yet another long-haul destination.
[01:37:13.428 --> 01:37:23.951]  Yet, as the frenzy over man-made global warming grows shriller, many senior climate scientists say the actual scientific basis for the theory is crumbling.
[01:37:23.951 --> 01:37:31.453]  There were periods, for example, in Earth's history when we had three times as much CO2 as we have today, or periods when we had ten times as much CO2 as we have today.
[01:37:31.453 --> 01:37:36.475]  And if CO2 has a large effect on climate, then you should see it in the temperature reconstruction.
[01:37:37.953 --> 01:37:44.097]  If we look at climate through the geological time frame, we would never suspect CO2 as a major climate driver.
[01:37:44.097 --> 01:37:51.221]  None of the major climate changes in the last thousand years can be explained by CO2.
[01:37:51.221 --> 01:37:53.802]  We can't say that CO2 will drive climate.
[01:37:53.802 --> 01:37:57.684]  It certainly never did in the past.
[01:37:57.684 --> 01:38:05.529]  I've often heard it said that there is a consensus of thousands of scientists on the global warming issue and that humans are causing a catastrophic change to the climate system.
[01:38:06.633 --> 01:38:10.716]  Well, I am one scientist, and there are many that simply think that is not true.
[01:38:10.716 --> 01:38:14.239]  Man-made global warming is no ordinary scientific theory.
[01:38:14.239 --> 01:38:22.586]  This morning, the Intergovernmental Panel on Climate Change made up of... It is presented in the media as having the stamp of authority of an impressive international organization.
[01:38:22.586 --> 01:38:28.872]  ...from the IPCC... The United Nations Intergovernmental Panel on Climate Change, or IPCC.
[01:38:30.020 --> 01:38:33.503]  The IPCC, like any UN body, is political.
[01:38:33.503 --> 01:38:37.187]  The final conclusions are politically driven.
[01:38:37.187 --> 01:38:41.791]  This claim that the IPCC is the world's top 1,500 or 2,500 scientists
[01:38:46.129 --> 01:38:49.191]  You look at the bibliographies of the people and it's simply not true.
[01:38:49.191 --> 01:38:51.932]  There are quite a number of non-scientists.
[01:38:51.932 --> 01:39:01.077]  And to build the number up to 2,500 they have to start taking reviewers and government people and so on, anyone who ever came close to them.
[01:39:01.077 --> 01:39:04.199]  And none of them are asked to agree.
[01:39:04.199 --> 01:39:05.960]  Many of them disagree.
[01:39:05.960 --> 01:39:10.082]  Those people who are specialists but don't agree with the polemic
[01:39:10.905 --> 01:39:11.826]  Alright, let's pull it right there.
[01:39:36.983 --> 01:39:54.832]  And it is pure propaganda and I encourage people to go check that out on the web or get a hard copy of it because it's instrumental in showing the trends of climate change on the earth, you know, prior to us being blamed for too much CO2.
[01:39:54.832 --> 01:40:00.895]  Like the guy said, you know, there were times on the earth that CO2 was three times as prevalent and ten times as prevalent.
[01:40:00.895 --> 01:40:04.577]  Yet the trends don't show that the heat wave went up.
[01:40:04.577 --> 01:40:06.538]  The truth is that the sun is heating up
[01:40:07.225 --> 01:40:15.027]  Uh, it's got a lot more sunspots going on, and overall, you know, in certain regions, the temperature's going up.
[01:40:15.027 --> 01:40:15.727]  You're gonna have it.
[01:40:15.727 --> 01:40:17.387]  It's, it's, it's cyclic.
[01:40:17.387 --> 01:40:21.068]  It's real climate change from nature.
[01:40:21.068 --> 01:40:22.448]  Nature!
[01:40:22.448 --> 01:40:32.510]  What a, what a, uh, huge concept that nature really still exists, and, um, you know, it has a draw on our lives.
[01:40:32.510 --> 01:40:35.031]  That man doesn't control everything.
[01:40:35.655 --> 01:40:42.000]  I know there are some listeners out there that feel like, you know, people are using harp to control all the weather everywhere.
[01:40:42.000 --> 01:40:43.041]  I'm not one of those guys.
[01:40:43.041 --> 01:40:45.943]  I mean, obviously, harp is an interesting thing to look into.
[01:40:45.943 --> 01:40:50.526]  I would say that it's definitely utilized in some cases.
[01:40:50.526 --> 01:40:54.289]  But the earth is nature's force.
[01:40:54.289 --> 01:41:02.375]  And I don't think we're going to be able to, you know, cool the earth or heat the earth through us spraying a can of hairspray.
[01:41:03.357 --> 01:41:07.562]  Or, you know, launching a bottle of WD-40 with a little CO2 in it.
[01:41:07.562 --> 01:41:09.925]  It's absolute nonsense.
[01:41:09.925 --> 01:41:15.451]  You know, the way that chlorofluorocarbons were demonized when I was a kid.
[01:41:15.451 --> 01:41:16.993]  I mean, I sat down in class...
[01:41:17.677 --> 01:41:21.840]  And we would watch documentary after documentary with celebrity after celebrity.
[01:41:21.840 --> 01:41:29.665]  The one that really struck me the most was the one with Whoopi Goldberg and Ted Danson and the guy who played Vinnie Delpino on Doogie Howser.
[01:41:29.665 --> 01:41:31.366]  They're all telling me, oh no!
[01:41:31.366 --> 01:41:33.927]  And this is when I'm like 10 years old.
[01:41:33.927 --> 01:41:39.491]  In 15 years, you're not going to be able to go outside unless you have a hazmat suit on.
[01:41:39.491 --> 01:41:40.992]  I mean, I'm literally watching this stuff.
[01:41:41.826 --> 01:41:51.828]  You know, and they're encouraging you, oh, you've got to stop behaving this way, and we've got to go after people, and people have to be responsible for how, for their carbon footprint.
[01:41:51.828 --> 01:41:56.869]  And now ABC has a, what was it, abcsplanetslayer.com or something?
[01:41:56.869 --> 01:41:59.670]  They had a little cartoon pig for your kids.
[01:41:59.670 --> 01:42:06.851]  And it showed that the pig and, uh, I think another farm animal gave up less, uh,
[01:42:08.211 --> 01:42:14.857]  Less of a carbon footprint, and that really your allotted amount of carbon, you should be dead at one and a half.
[01:42:14.857 --> 01:42:16.318]  About 18 months.
[01:42:16.318 --> 01:42:18.680]  That should be your allotted carbon footprint.
[01:42:18.680 --> 01:42:20.662]  And there's blood on it, spattered over.
[01:42:20.662 --> 01:42:24.005]  Just type in, you know, ABC News Carbon Footprint.
[01:42:24.005 --> 01:42:28.488]  I'm sure you'll get the Infowars.com or PrisonPlanet.tv article.
[01:42:28.488 --> 01:42:33.733]  And that's disgusting to me because, you know, first of all, my little sister, who's
[01:42:35.206 --> 01:42:36.427]  Uh, 13 years old.
[01:42:36.427 --> 01:42:37.508]  She's on the web.
[01:42:37.508 --> 01:42:39.249]  You know, she's been on the web for years.
[01:42:39.249 --> 01:42:45.013]  Uh, I would say that most of her entertainment is now coming from the web and not so much television.
[01:42:45.013 --> 01:42:46.854]  And she sees things like this.
[01:42:46.854 --> 01:42:58.102]  And now I have a four-year-old niece who, amazingly enough, she's very well-spoken, she's very web-savvy, and she's on these websites, you know, playing Dora the Explorer or whatever.
[01:42:58.102 --> 01:43:01.404]  And she's subject to these same modes of propaganda.
[01:43:02.119 --> 01:43:18.692]  I would hate to have to explain to my four-year-old niece why she should have been blown up two and a half years ago in a pig box, because she used her allotted amount of carbon credits.
[01:43:18.692 --> 01:43:21.814]  And Lord knows if that's where we'll reach at one point.
[01:43:21.814 --> 01:43:22.114]  Who knows?
[01:43:22.114 --> 01:43:24.756]  Maybe we won't even have to pay a carbon tax at one point.
[01:43:24.756 --> 01:43:31.902]  You'll be allotted a lot of the number of carbon credits throughout your lifetime, and then when you use those carbon credits, you'll be exterminated.
[01:43:32.608 --> 01:43:34.410]  It'll be like Logan's Run.
[01:43:34.410 --> 01:43:36.111]  That's what we're headed towards.
[01:43:36.111 --> 01:43:37.352]  You know?
[01:43:37.352 --> 01:43:43.677]  They've been soft-killing us for years with the vaccinations and their little backdoor eugenics programs.
[01:43:43.677 --> 01:43:45.999]  I'm here to tell you folks, the Nazis never really lost.
[01:43:45.999 --> 01:43:47.200]  They relocated here.
[01:43:47.200 --> 01:43:48.041]  Okay?
[01:43:48.041 --> 01:43:49.342]  Project Paperclip.
[01:43:49.342 --> 01:43:50.723]  Look into it.
[01:43:50.723 --> 01:43:53.385]  We harnessed many a Nazi scientist.
[01:43:53.385 --> 01:43:58.950]  We brought him into our intelligence organizations, our space programs, our
[01:43:59.494 --> 01:44:03.457]  CIA, backdoor programs, OSS and the CIA.
[01:44:03.457 --> 01:44:06.619]  They're the ones that are behind things like MKUltra.
[01:44:06.619 --> 01:44:15.425]  By the way, there are a bunch of Vietnam vets in the news this week suing over the mind control programs that the government put them through.
[01:44:15.425 --> 01:44:16.125]  Okay?
[01:44:16.125 --> 01:44:17.966]  So, you don't believe in MKUltra?
[01:44:17.966 --> 01:44:19.387]  Oh, really?
[01:44:19.387 --> 01:44:23.510]  Well, there's only all these declassified documents and then the serious documents got destroyed.
[01:44:23.510 --> 01:44:25.592]  They only had hearings in Congress.
[01:44:25.592 --> 01:44:26.652]  But it doesn't exist.
[01:44:26.652 --> 01:44:27.633]  The government would never hurt us.
[01:44:28.424 --> 01:44:34.491]  The Tuskegee experiments, where they gave black pilots syphilis just to see what it would do.
[01:44:34.491 --> 01:44:37.474]  Well, that's the stuff that's public, okay?
[01:44:37.474 --> 01:44:41.418]  And there are a lot of backdoor things that we still do not know about.
[01:44:41.418 --> 01:44:45.343]  I hate to tell you, but Paperclip has not been fully declassified.
[01:44:45.343 --> 01:44:48.967]  Most of the most disgusting things are probably hidden from the public.
[01:44:49.804 --> 01:44:50.344]  Not probably.
[01:44:50.344 --> 01:44:51.785]  They are hidden from the public.
[01:44:51.785 --> 01:44:55.026]  You know, the Nazis just did everything out in the open.
[01:44:55.026 --> 01:45:03.709]  And then when they had their trials, they pointed to institutes like the Carnegie Institute and the Rockefellers saying, well, we were just trying to clean up the population like you had said.
[01:45:03.709 --> 01:45:06.130]  We were just following your model.
[01:45:06.130 --> 01:45:09.692]  Well, that model is still here and alive and well.
[01:45:09.692 --> 01:45:15.974]  And, you know, I'm not a huge Reverend Wright fan, you know, who was ostracized by the Obama campaign.
[01:45:15.974 --> 01:45:18.415]  The moment he spoke a little bit of truth in the media,
[01:45:19.958 --> 01:45:24.923]  But he's dead on when he talks about HIV being a bioweapon.
[01:45:24.923 --> 01:45:25.885]  Come on.
[01:45:25.885 --> 01:45:27.506]  Really?
[01:45:27.506 --> 01:45:28.507]  You don't know?
[01:45:28.507 --> 01:45:29.268]  Check it out.
[01:45:29.268 --> 01:45:31.150]  Just look at the history of it.
[01:45:31.150 --> 01:45:34.394]  I thank you for joining us over here at KLBJ at the Sunday Show.
[01:45:34.394 --> 01:45:35.455]  I am Jason Bermas.
[01:45:35.455 --> 01:45:41.021]  Remember you can get all of my films and all of Alex Jones' films over at Infowars.com and PrisonPlanet.tv.
[01:45:45.185 --> 01:45:46.226]  Hi, this is Ted Anderson.
[01:45:46.226 --> 01:45:48.387]  Did you miss your favorite shows on GCN today?
[01:45:48.387 --> 01:45:56.394]  Thanks to the continued support of our listeners, subscribers, and sponsors, we are proud to bring the GCN audience a new and exciting way to listen called On Demand.
[01:45:56.394 --> 01:46:02.438]  Available on GCNlive.com, On Demand plays each show continuously until the next time the show goes live.
[01:46:02.438 --> 01:46:03.559]  It's simple to use.
[01:46:03.559 --> 01:46:08.263]  Just go to GCNlive.com, click on the On Demand button, and find your favorite shows.
[01:46:08.263 --> 01:46:09.223]  Don't get discouraged.
[01:46:09.223 --> 01:46:10.925]  Get On Demand, free!
[01:46:10.925 --> 01:46:13.767]  Thanks again to the listeners at GCNlive.com.
[01:46:14.690 --> 01:46:16.291]  Wondering about your retirement portfolio?
[01:46:16.291 --> 01:46:20.814]  Is your financial advisor experienced enough to combat rising interest rates, taxes, inflation?
[01:46:20.814 --> 01:46:24.937]  Stop guessing and go to the expert, Robert Chapman of The International Forecaster.
[01:46:24.937 --> 01:46:29.320]  With 45 years of experience and concise investment recommendations, who needs sugar-coated excuses?
[01:46:29.320 --> 01:46:31.902]  Get the cold, hard facts and a proven investment strategy.
[01:46:31.902 --> 01:46:35.964]  For a free introductory copy to The International Forecaster, call 877-479-8178 or go to theinternationalforecaster.com.
[01:46:35.964 --> 01:46:36.264]  That's 877-479-8178.
[01:46:36.264 --> 01:46:36.304]  877-479-8178.
[01:46:44.819 --> 01:46:45.073]  You're...
