[00:00:01.000 --> 00:00:03.000]  InfoWars, tomorrow's news, today.
[00:20:10.000 --> 00:20:13.000]  That's not that big a hole to get out of, okay?
[00:20:13.000 --> 00:20:14.000]  We were back in the black a little bit.
[00:20:14.000 --> 00:20:16.000]  I'm like, oh, we're going to be able to hire some crew back
[00:20:16.000 --> 00:20:19.000]  and send reporters to the border and send reporters to this and that.
[00:20:19.000 --> 00:20:20.000]  That's not going to happen.
[00:20:20.000 --> 00:20:24.000]  Nothing's going to happen other than Infowars shutting down
[00:20:24.000 --> 00:20:26.000]  and then I work somewhere else and do the show,
[00:20:26.000 --> 00:20:28.000]  but it will take a while to build it back up.
[00:20:28.000 --> 00:20:32.000]  We have a brain trust here and archives and work.
[00:20:32.000 --> 00:20:34.000]  In this key battle, the enemy will see it as a major victory
[00:20:34.000 --> 00:20:36.000]  if they're able to shut us down.
[00:20:36.000 --> 00:20:39.000]  And so please, we have gone through so much together.
[00:20:39.000 --> 00:20:42.000]  Make the decision to keep us on air now against the globalists.
[00:20:42.000 --> 00:20:43.000]  It's a no-brainer.
[00:20:43.000 --> 00:20:44.000]  Infowarsstore.com.
[00:20:44.000 --> 00:20:46.000]  I want to thank those of you that supported us in the past.
[00:20:46.000 --> 00:20:49.000]  Go to Infowarsstore2 and just make a donation,
[00:20:49.000 --> 00:20:51.000]  and you can make it one time or recurring.
[00:20:51.000 --> 00:20:53.000]  You have a little profile there.
[00:20:53.000 --> 00:20:54.000]  Cancel anytime.
[00:20:54.000 --> 00:20:58.000]  Every 15 days, every month, every three months, every six months,
[00:20:58.000 --> 00:21:02.000]  up to nine months, you can go in and every month or every week,
[00:21:02.000 --> 00:21:04.000]  whenever you want, you program it.
[00:21:04.000 --> 00:21:07.000]  You just click it and make a donation.
[00:21:07.000 --> 00:21:08.000]  So please do that as well.
[00:21:08.000 --> 00:21:10.000]  That way we get 95% of it after credit card fees
[00:21:10.000 --> 00:21:13.000]  instead of making 20%, 30%, 40% like we do on the products.
[00:21:13.000 --> 00:21:14.000]  But these really are amazing products.
[00:21:14.000 --> 00:21:16.000]  The big July 4 sale is going on right now.
[00:21:16.000 --> 00:21:19.000]  This is such a critical platform in the fight against the new world order.
[00:21:19.000 --> 00:21:20.000]  The enemy is out in the open.
[00:21:20.000 --> 00:21:21.000]  We're vindicated.
[00:21:21.000 --> 00:21:22.000]  People are listening more than ever.
[00:21:22.000 --> 00:21:25.000]  But in this major recession, going into depression,
[00:21:25.000 --> 00:21:27.000]  and with supply chain breakdowns, I know it's hard.
[00:21:27.000 --> 00:21:29.000]  I know times are tough.
[00:21:29.000 --> 00:21:30.000]  So thank you for your support.
[00:21:30.000 --> 00:21:32.000]  But whatever you do, pray for the broadcast
[00:21:32.000 --> 00:21:34.000]  and share the articles and the videos.
[00:21:34.000 --> 00:21:37.000]  That you can do for free, and that's just as important as keeping us on air.
[00:21:37.000 --> 00:21:39.000]  So however God leaves you in your heart to support us,
[00:21:39.000 --> 00:21:42.000]  please support us now, and I thank you from the bottom of my heart.
[00:21:42.000 --> 00:21:43.000]  God bless you.
[00:21:43.000 --> 00:21:46.000]  Now let's get into some of the good news,
[00:21:46.000 --> 00:21:48.000]  and then I'm going to get into the really sick news
[00:21:48.000 --> 00:21:49.000]  because it's got to be covered.
[00:21:49.000 --> 00:21:52.000]  I've been seeing this stuff for about a week,
[00:21:52.000 --> 00:21:54.000]  and I mean it's going on all the time,
[00:21:54.000 --> 00:21:57.000]  but Pride Month's been going on for quite a while,
[00:21:57.000 --> 00:21:59.000]  and in the last week I've not covered it.
[00:21:59.000 --> 00:22:03.000]  And so this morning I got up and I started going back
[00:22:03.000 --> 00:22:06.000]  and looking at what we didn't cover late last week and this week.
[00:22:06.000 --> 00:22:10.000]  And it's staggeringly bad and staggeringly evil,
[00:22:10.000 --> 00:22:12.000]  but the good news is people are waking up and saying no.
[00:22:12.000 --> 00:22:15.000]  So that's coming up next segment.
[00:22:15.000 --> 00:22:18.000]  And viewer discretion is advised, okay?
[00:22:18.000 --> 00:22:22.000]  This is what's being shown to babies, to 2-year-olds, to 5-year-olds,
[00:22:22.000 --> 00:22:24.000]  and we're not showing you the worst stuff, okay,
[00:22:24.000 --> 00:22:26.000]  because we're not going to do it.
[00:22:26.000 --> 00:22:28.000]  Plus I don't have time to blur out all this stuff.
[00:22:28.000 --> 00:22:31.000]  So it's very hard to show one of these pedo parades
[00:22:31.000 --> 00:22:34.000]  where they're not shaking their genitals in 2-year-olds' faces.
[00:22:34.000 --> 00:22:38.000]  And they have the children marching in front of them like captives.
[00:22:38.000 --> 00:22:40.000]  It's just so horrible.
[00:22:40.000 --> 00:22:42.000]  But we have to know this is going on to stop it.
[00:22:42.000 --> 00:22:45.000]  The good news is America and the world is waking up and is rejecting it.
[00:22:45.000 --> 00:22:47.000]  So we'll give you the latest news on the boycotts,
[00:22:47.000 --> 00:22:49.000]  where that all is next segment.
[00:22:49.000 --> 00:22:52.000]  But let's get into some good news here.
[00:22:52.000 --> 00:22:56.000]  President Trump is an imperfect vessel like I am and like you are.
[00:22:56.000 --> 00:22:57.000]  He's been through hell.
[00:22:57.000 --> 00:22:59.000]  The enemy, the New World Order, the globalists
[00:22:59.000 --> 00:23:01.000]  are throwing everything they've got at him
[00:23:01.000 --> 00:23:03.000]  with state-level and federal indictments.
[00:23:03.000 --> 00:23:06.000]  Now they've got new January 6th indictments ready for Trump.
[00:23:07.000 --> 00:23:09.000]  Claiming he commanded me to attack the Capitol.
[00:23:09.000 --> 00:23:11.000]  Yes, they're trying to indict me.
[00:23:11.000 --> 00:23:13.000]  That's a 20-page Washington Post article.
[00:23:13.000 --> 00:23:15.000]  It's preposterous. It's insane.
[00:23:15.000 --> 00:23:18.000]  Trump thought he was going to speak at a stage that was set up
[00:23:18.000 --> 00:23:20.000]  on the northeast side of the Capitol.
[00:23:20.000 --> 00:23:22.000]  You know the rest of history.
[00:23:22.000 --> 00:23:24.000]  The D.C. police dressed as Antifa.
[00:23:24.000 --> 00:23:27.000]  I mean, along with Antifa, dressed as patriots.
[00:23:27.000 --> 00:23:29.000]  And then got a few fools to follow him in, broke in.
[00:23:29.000 --> 00:23:31.000]  Congress people have the video.
[00:23:31.000 --> 00:23:33.000]  That's all coming out. It's insane.
[00:23:33.000 --> 00:23:35.000]  It's a lot worse than just Ray Epps.
[00:23:36.000 --> 00:23:37.000]  That's coming up as well.
[00:23:37.000 --> 00:23:40.000]  But the reason they hate Trump is because he's so hardcore
[00:23:40.000 --> 00:23:43.000]  and he's taking them on and now understands the deep state.
[00:23:43.000 --> 00:23:47.000]  Something he didn't understand six-plus years ago
[00:23:47.000 --> 00:23:48.000]  when he first got in.
[00:23:48.000 --> 00:23:50.000]  Now he knows I was right when I warned him.
[00:23:50.000 --> 00:23:52.000]  Now he understands how to beat him.
[00:23:52.000 --> 00:23:54.000]  And it shows that the attacks on Trump
[00:23:54.000 --> 00:23:56.000]  have only made him go up in the polls
[00:23:56.000 --> 00:23:59.000]  where he's now 35, 40 points ahead of DeSantis.
[00:23:59.000 --> 00:24:02.000]  Where he's now 25, 30 points ahead of Biden.
[00:24:02.000 --> 00:24:05.000]  RFK, and now most polls, is ahead of Biden.
[00:24:05.000 --> 00:24:08.000]  So it shows the people are hungry for real leadership.
[00:24:08.000 --> 00:24:11.000]  Trump came out and said some really nice things about RFK.
[00:24:11.000 --> 00:24:12.000]  He said he respects RFK Jr.
[00:24:12.000 --> 00:24:16.000]  and believes Biden will refuse to debate him.
[00:24:16.000 --> 00:24:19.000]  Went on to say he's a good man who has a good heart
[00:24:19.000 --> 00:24:21.000]  and who is trying to do good.
[00:24:21.000 --> 00:24:24.000]  So RFK sounds like Alex Jones, RFK Jr.
[00:24:24.000 --> 00:24:25.000]  Trump does.
[00:24:25.000 --> 00:24:26.000]  It's not about me getting the credit.
[00:24:26.000 --> 00:24:28.000]  It's about we told you the truth.
[00:24:28.000 --> 00:24:31.000]  We were the fulcrum, the center point to educate others.
[00:24:32.000 --> 00:24:35.000]  And our worldview was the most accurate.
[00:24:35.000 --> 00:24:37.000]  And so that's why the enemy wants us off air.
[00:24:37.000 --> 00:24:40.000]  So we don't discover the next enemy plan
[00:24:40.000 --> 00:24:41.000]  and get it out to the world.
[00:24:41.000 --> 00:24:43.000]  Because people didn't really listen and believe me
[00:24:43.000 --> 00:24:45.000]  30 years ago, 29 years ago.
[00:24:45.000 --> 00:24:47.000]  They listen now.
[00:24:47.000 --> 00:24:49.000]  They know I'm not playing games now.
[00:24:49.000 --> 00:24:51.000]  And the good people in the military listen.
[00:24:51.000 --> 00:24:53.000]  And the good people in the Justice Department listen.
[00:24:53.000 --> 00:24:56.000]  And we're a rallying cry for federal judges
[00:24:56.000 --> 00:24:59.000]  and federal marshals and good FBI agents.
[00:24:59.000 --> 00:25:01.000]  And the good people in the government
[00:25:01.000 --> 00:25:04.000]  that are forming a coalition inside the government
[00:25:04.000 --> 00:25:05.000]  to resist this tyranny.
[00:25:05.000 --> 00:25:08.000]  It didn't magically exist like a few people said before,
[00:25:08.000 --> 00:25:09.000]  but now it's actually forming.
[00:25:09.000 --> 00:25:12.000]  And it's forming around this broadcast and President Trump.
[00:25:12.000 --> 00:25:14.000]  So Trump's bigger than just himself.
[00:25:14.000 --> 00:25:16.000]  It's that movement and the fact that globalists
[00:25:16.000 --> 00:25:18.000]  stole the election from him.
[00:25:18.000 --> 00:25:20.000]  So Trump is our focal point now.
[00:25:20.000 --> 00:25:23.000]  That's why I'm supporting him 100 million percent
[00:25:23.000 --> 00:25:25.000]  for president.
[00:25:25.000 --> 00:25:26.000]  He's going to be persecuted.
[00:25:26.000 --> 00:25:27.000]  We're going to be persecuted with him.
[00:25:27.000 --> 00:25:29.000]  All right, but let's go to a few of these clips.
[00:25:29.000 --> 00:25:32.000]  Here is Trump really taking it to the New World Order.
[00:25:32.000 --> 00:25:34.000]  This is the final battle.
[00:25:34.000 --> 00:25:37.000]  With you at my side, we will demolish the deep state.
[00:25:37.000 --> 00:25:40.000]  We will expel the warmongers from our government.
[00:25:40.000 --> 00:25:42.000]  We will drive out the globalists.
[00:25:42.000 --> 00:25:46.000]  We will cast out the communists, Marxists, and fascists.
[00:25:46.000 --> 00:25:49.000]  And we will throw off the sick political class
[00:25:49.000 --> 00:25:51.000]  that hates our country.
[00:25:51.000 --> 00:25:54.000]  We will rout the fake news media.
[00:25:54.000 --> 00:25:57.000]  And we will defeat crooked Joe Biden.
[00:25:57.000 --> 00:26:00.000]  We will liberate America from these villains
[00:26:00.000 --> 00:26:03.000]  once and for all.
[00:26:15.000 --> 00:26:19.000]  And I will sign a law prohibiting child sexual mutilation
[00:26:19.000 --> 00:26:22.000]  in all 50 states.
[00:26:22.000 --> 00:26:24.000]  Prohibited.
[00:26:26.000 --> 00:26:30.000]  And on day one, I will reinstate the Trump ban
[00:26:30.000 --> 00:26:33.000]  on transgenders in the military.
[00:26:35.000 --> 00:26:37.000]  We had it banned.
[00:26:37.000 --> 00:26:39.000]  Because our warriors should be focused
[00:26:39.000 --> 00:26:42.000]  on crushing American enemies,
[00:26:42.000 --> 00:26:44.000]  on being strong,
[00:26:44.000 --> 00:26:48.000]  on having the image of being strong.
[00:26:48.000 --> 00:26:49.000]  They have to be powerful.
[00:26:49.000 --> 00:26:50.000]  They have to be strong.
[00:26:50.000 --> 00:26:53.000]  Especially when you see what's happening in the world today.
[00:26:53.000 --> 00:26:57.000]  Not catering to radical gender ideology.
[00:27:01.000 --> 00:27:03.000]  Now, that's powerful on the good side.
[00:27:03.000 --> 00:27:04.000]  That's pure truth.
[00:27:04.000 --> 00:27:06.000]  That scares the enemy so bad.
[00:27:06.000 --> 00:27:07.000]  Their facade, their bullying,
[00:27:07.000 --> 00:27:09.000]  the insanity of chopping little boys' genitals off
[00:27:09.000 --> 00:27:10.000]  and little girls' breasts off,
[00:27:10.000 --> 00:27:13.000]  and having weird men in dresses say,
[00:27:13.000 --> 00:27:14.000]  I'm an admiral.
[00:27:14.000 --> 00:27:16.000]  Your children must have their genitals cut off
[00:27:16.000 --> 00:27:17.000]  or they'll commit suicide.
[00:27:17.000 --> 00:27:19.000]  When the National Institutes of Health showed
[00:27:19.000 --> 00:27:20.000]  it's cutting the genitals off
[00:27:20.000 --> 00:27:22.000]  that makes them commit suicide.
[00:27:22.000 --> 00:27:23.000]  I've never been suicidal,
[00:27:23.000 --> 00:27:24.000]  but if somebody cut my genitals off
[00:27:24.000 --> 00:27:27.000]  and then put a giant plastic object in me
[00:27:27.000 --> 00:27:29.000]  to never let the wound heal,
[00:27:29.000 --> 00:27:30.000]  I'd probably kill myself.
[00:27:30.000 --> 00:27:32.000]  I mean, folks, folks.
[00:27:32.000 --> 00:27:33.000]  If I had my,
[00:27:33.000 --> 00:27:35.000]  if I was a girl and had my forearms
[00:27:35.000 --> 00:27:36.000]  and part of my thighs cut off
[00:27:36.000 --> 00:27:39.000]  to make a giant stinking artificial male member
[00:27:39.000 --> 00:27:41.000]  that rots and falls off,
[00:27:41.000 --> 00:27:42.000]  almost always within months,
[00:27:42.000 --> 00:27:43.000]  always within years,
[00:27:43.000 --> 00:27:45.000]  with a piece of PVC pipe through it.
[00:27:45.000 --> 00:27:47.000]  Folks, I'm not joking.
[00:27:47.000 --> 00:27:48.000]  I'd probably commit suicide.
