[00:00.000 --> 00:26.000]  You want to stop tyranny well so does he live from the infowars.com studios it's Alex Jones
[42:07.000 --> 42:16.000]  You think they just have reports of women where Weinstein tries to force women into a watching in a shower.
[42:16.000 --> 42:26.000]  You really think you really think that.
[42:26.000 --> 42:38.000]  He's into the revulsion. See, there's something a lot sweeter than just in his little spider brain than degrading women and we all know it.
[42:38.000 --> 42:44.000]  You can take one look at this man. You can take one look at Dennis Astor.
[42:44.000 --> 42:51.000]  You can take one look at any of them and they always have that same little piggy look in the eye.
[42:51.000 --> 42:58.000]  They always got the look. They always love their father Satan.
[43:21.000 --> 43:28.000]  They love the people to alter or to abolish it and to institute new government.
[43:28.000 --> 43:35.000]  Independence isn't a day. It's a mindset, an attitude that says I will not be your dependent. I will not be your slave.
[43:35.000 --> 43:41.000]  Dependence and slavery is a chain that is forged link by link with gradual infringements.
[43:41.000 --> 43:46.000]  When you trade your liberty for safety, to that extent you become their slave.
[43:46.000 --> 43:51.000]  The slaves are never safe. You won't get rich by being a slave.
[43:51.000 --> 43:56.000]  Guard your liberty, regard with suspicion anyone who tries to take it.
[43:56.000 --> 44:19.000]  From I'm David Dye.
[44:26.000 --> 44:36.000]  We need to be able to keep up the pace. Our natural mixture harnesses the power of ten known ingredients to let your body relax and get the sleep you need.
[44:36.000 --> 44:46.000]  Wake up refreshed and take on the day. Info Wars Life wants to bring you a sleep support formula that goes above and beyond other leading brands at an affordable price.
[44:46.000 --> 44:50.000]  Get the sleep you deserve and experience the power of knockout.
[44:50.000 --> 44:58.000]  Head on over to infowarslife.com and say goodbye to fatigue. That's infowarslife.com.
[45:21.000 --> 45:28.000]  Discover and try a bag of the Patriot Blend 100% organic coffee at infowarslife.com.
[45:28.000 --> 45:35.000]  This coffee gives you a long, smooth pick me up for hours without the headaches and heartburn that so many other coffees give me personally.
[45:35.000 --> 45:42.000]  Hands down, this is my favorite coffee and it's taken us years to secure connections directly to the Chiapas Mexican farmers.
[45:42.000 --> 45:50.000]  Drop by the site today, order a bag or two and I don't think you're going to be disappointed. Available in original or with our immune support infusion blend.
[45:50.000 --> 45:56.000]  You will be supporting a free press all the while enjoying a truly great tasting cup of my favorite coffee.
[45:56.000 --> 46:12.000]  Available at infowarslife.com.
[46:27.000 --> 46:35.000]  Super mail vitality and so many others with its unique delivery system and proprietary manufacturing process designed for maximize effects.
[46:35.000 --> 46:41.000]  This formula is the platinum standard of multivitamin mineral products and this part is most important.
[46:41.000 --> 46:48.000]  The ingredients in vitamin mineral fusion are either plant derived or of the highest quality lab standard.
[46:48.000 --> 46:54.000]  That means it's clean. That means it's pure and rest secured. You're finding the tip of the spear in the info war.
[46:54.000 --> 47:01.000]  That's infowarslife.com and vitamin mineral fusion. Take action now before we sell out.
[47:01.000 --> 47:30.000]  You're listening to the Alex Jones show.
[47:30.000 --> 47:45.000]  We now take you live to the Central Texas Command Center in the heart of the resistance.
[47:45.000 --> 47:50.000]  You're listening to Alex Jones.
[47:50.000 --> 48:03.000]  In the 50s and 60s and 70s folks were into radicals. It was the devil. The devil was going to jump the buses with the motorcycle.
[48:03.000 --> 48:07.000]  The devil was the astronaut and the devil was the cowboy.
[48:07.000 --> 48:15.000]  The devil isn't a trailblazer ladies and gentlemen. The devil swindles you and leaves you starving to death in the desert.
[48:15.000 --> 48:27.000]  The devil steals your soul, steals your will. The devil likes to grab kids out of their backyards and make them beg for mommy for a couple months till they give up.
[48:27.000 --> 48:32.000]  That's right. That's what psychopaths always want is people giving up.
[48:32.000 --> 48:42.000]  Going through total horror and then giving up, giving up on God, surrendering to evil.
[48:42.000 --> 48:51.000]  That's the liqueur. That's the melange. That's the spice. That's the essence.
[48:51.000 --> 48:55.000]  That's the very blood that they're looking for.
[48:55.000 --> 49:15.000]  A man, a Harvey Weinstein or his vampire wife. Let's put this vampire on television. Ms. Chapman. Ms. Chapman. I mean another plastic rubber, nothing. That is just the front person for him to be the married man with two children.
[49:15.000 --> 49:28.000]  He had no idea what was going on. The poor lady. What if we looked perfect like her? Wouldn't it be amazing?
[49:28.000 --> 49:37.000]  Can you imagine how soulless that woman is going to climb into bed with that circus clown?
[49:37.000 --> 49:48.000]  Harvey Weinstein. And the big joke in Hollywood was about how everybody's got to sleep with Harvey if he wanted to be in the movies.
[49:48.000 --> 49:59.000]  And then if he didn't think bad, well, if he didn't submit, he'd come after you. And so would Matt Damon, the big virtue signaler that says we should all take refugees in but doesn't take one.
[49:59.000 --> 50:11.000]  Or Ben Afflank or any of these other people. I mean, it's gone from a halfway watch a movie to now. I can't watch any of them. None of the new movies.
[50:11.000 --> 50:19.000]  I got to go watch old classics because they had their own problems, but they weren't just weaponized evil.
[50:19.000 --> 50:32.000]  Now, Matt's put together a powerful video. We're going to air next hour if we take calls of Hollywood making jokes about Weinstein in the past and drudgerport.com is linked to one of Paul Watson's articles breaking all this down.
