[00:00:01.616 --> 00:00:03.397]  We are on the march.
[01:35:07.828 --> 01:35:09.209]  We've had multiple reports of that.
[01:35:09.209 --> 01:35:12.532]  But now it's openly stated in USA Today.
[01:35:12.532 --> 01:35:15.774]  And here's a quote from the scientist who's freaking out about it.
[01:35:15.774 --> 01:35:18.336]  I'm not trying to be an alarmist, he said.
[01:35:18.336 --> 01:35:22.979]  We can make predictions, we can do models, but unless you have results, how will we know if it's safe?
[01:35:24.756 --> 01:35:26.757]  And last July, this is in the U.S.
[01:35:26.757 --> 01:35:35.962]  today admitting this, Tokyo Electric Power Company, TEPCO, which operates the plant, acknowledged for the first time that the reactor was leaking contaminated underground water into the ocean.
[01:35:35.962 --> 01:35:37.363]  Yes, last July.
[01:35:37.363 --> 01:35:51.671]  Now, let's look back to 2012, in an article that I wrote in May, specifically talking about how just they admitted that the radiation exceeded two and a half times the amount that they originally stated, and they admitted that they lied.
[01:35:52.318 --> 01:36:03.521]  Fukushima plant operators are now admitting that the Fukushima radiation levels admitted from the disaster exceeds almost two and a half times the initial estimate produced by Japanese safety regulators.
[01:36:03.521 --> 01:36:14.184]  Study revealed that significantly more radioactive waste was released into the atmosphere as a result of the Fukushima explosion that many nuclear experts previously told the public.
[01:36:14.184 --> 01:36:18.445]  And it goes on to say that the operating company deliberately concealed this information
[01:36:19.065 --> 01:36:21.468]  Two percent ended up on land.
[01:36:21.468 --> 01:36:24.691]  Twenty percent also fell on other areas of land.
[01:36:24.691 --> 01:36:27.274]  And the remainder went into the Pacific Ocean.
[01:36:27.274 --> 01:36:29.897]  So, yeah, obviously it's already here.
[01:36:29.897 --> 01:36:31.098]  Obviously.
[01:36:31.098 --> 01:36:36.163]  You know, it carries over the wind, it's bioaccumulated in the food supply.
[01:36:36.724 --> 01:36:54.355]  What's really sad about this is that they were saying, don't worry, there's nothing to be alarmed about, it's okay, to the sailors who were on the USS Reagan, and we see that they were exposed to such high levels of radiation that there was no concern to be had about that, that now we're seeing immediate threats to their health.
[01:36:54.355 --> 01:36:59.018]  It's going to be much more difficult for the population to connect the dots
[01:36:59.778 --> 01:37:08.044]  For the general population exposed to lower levels, but it will have an effect on Americans through bioaccumulation, through this exposure.
[01:37:08.044 --> 01:37:13.148]  It just may be in the number of cancer deaths that people have 5 years, 10 years, 20 years down the road.
[01:37:13.148 --> 01:37:18.733]  It'll be very hard to tag it to that like we've tagged it with the sailors on board that ship.
[01:37:18.733 --> 01:37:19.774]  But they were deceived.
[01:37:19.774 --> 01:37:21.435]  They were lied to about that.
[01:37:21.435 --> 01:37:25.278]  And now we see that they're already having tremendous health effects on over 100 sailors.
[01:37:25.538 --> 01:37:30.681]  I brought this up because this is yet another example of us saying in 2011 what's happening.
[01:37:30.681 --> 01:37:32.822]  Obama denying everything, saying it's fine.
[01:37:32.822 --> 01:37:38.025]  All the so-called experts in the government saying it's fine, while the actual private experts say it's a big disaster.
[01:37:38.025 --> 01:37:39.766]  And now it's coming, they say, in April.
[01:37:39.766 --> 01:37:40.166]  It'll be here.
[01:37:40.546 --> 01:37:45.670]  They also said a couple months ago that, you know, it was already coming, skyrocketing rates that we tested and everything like that.
[01:37:45.670 --> 01:37:46.871]  But I wanted to mention that.
[01:37:46.871 --> 01:37:49.173]  I'm just glad, you know, that we know what's going on.
[01:37:49.173 --> 01:37:50.834]  They're not going to tell you about nascent iodine.
[01:37:50.834 --> 01:37:51.955]  They're not going to tell you about any of that.
[01:37:51.955 --> 01:37:52.276]  That's right.
[01:37:52.276 --> 01:37:56.439]  It's up to you to do your own research, look up nascent iodine, check out the information.
[01:37:56.439 --> 01:37:59.922]  Also, you know, kelp and various forms of kelp, everything like that.
[01:37:59.922 --> 01:38:02.744]  But just prepare yourself because we were right.
[01:38:02.744 --> 01:38:04.526]  Government was lying to you once again.
[01:38:04.526 --> 01:38:09.149]  But if you find, you know, care in listening to the government lies, that's on you.
[01:38:09.810 --> 01:38:12.652]  They're not going to tell you what the risks are.
[01:38:12.652 --> 01:38:18.237]  And as you pointed out, they're not going to tell you what you can do to protect yourself, to protect your family.
[01:38:18.237 --> 01:38:24.742]  We tell people that, and it's the way we support this operation, but it is also, you have to take action yourself.
[01:38:25.502 --> 01:38:29.184]  And, you know, it's something that nobody else is going to do that for you.
[01:38:29.184 --> 01:38:31.384]  They're not going to take the fluoride out of the water.
[01:38:31.384 --> 01:38:38.267]  They're not going to tell you that fluoride is the way to protect your health from radiation exposure.
[01:38:38.267 --> 01:38:41.468]  Sorry, not fluoride, I said iodine is the way to do that.
[01:38:43.189 --> 01:38:44.191]  Look at it yourself.
[01:38:44.191 --> 01:38:49.237]  You have to do what's in your interest and your family's interest and it's a win-win situation if you do that.
[01:38:49.237 --> 01:38:56.026]  But if you just trust the government, their story is going to be constantly evolving, constantly lying to you about the risks.
[01:38:56.026 --> 01:38:56.607]  Exactly.
[01:38:56.607 --> 01:38:57.588]  And that's the bottom line.
[01:38:57.588 --> 01:38:58.930]  If you want to listen to the government, that's fine.
[01:38:59.170 --> 01:39:03.291]  If you want to do your own research, look up nascent iodine, look up other alternatives, that's on you.
[01:39:03.291 --> 01:39:08.553]  But the reality is that the Fukushima radiation we told you about in 2011, now, what's today?
[01:39:08.553 --> 01:39:14.515]  You know, USA Today, March 9th, saying, yeah, radiation might be coming to the West Coast.
[01:39:14.755 --> 01:39:16.997]  Well, this has been going on now for three years.
[01:39:16.997 --> 01:39:20.040]  And they talk about the head of the Nuclear Regulatory Agency.
[01:39:20.040 --> 01:39:22.161]  That's who Obama was quoting.
[01:39:22.161 --> 01:39:31.750]  Well, the head of the Nuclear Regulatory Agency has now said that they need to shut down all American reactors because they share the same design flaw as Fukushima does.
[01:39:31.750 --> 01:39:33.471]  So he's very concerned about that.
[01:39:33.471 --> 01:39:36.494]  It's not just the risk that we're exposed to from Fukushima.
[01:39:37.074 --> 01:39:43.319]  It's the risk that we're exposed to from all these other plants that are much much closer to us that are here in the United States.
[01:39:43.319 --> 01:39:52.907]  And it's also not just a risk of the plants exploding from something catastrophic like an earthquake or like a flood or something like we've seen with Three Mile Island or Chernobyl.
[01:39:52.907 --> 01:39:54.088]  It's also the risk that
[01:39:54.989 --> 01:40:01.316]  The storage pools are going to have a breakdown, and that's what we saw at Fukushima as well.
[01:40:01.316 --> 01:40:07.282]  And so we have a nuclear waste problem that is just as dangerous as the operation of the reactors.
[01:40:07.282 --> 01:40:16.672]  And the problem is, is that we can't trust the American companies and the American government to tell us the truth about this any more than we can trust the Japanese companies and the Japanese government to tell us the truth.
[01:40:16.752 --> 01:40:22.035]  Well, the bottom line is I encourage everyone to check out Infowarslife.com and read about the nasal iodine for yourself.
[01:40:22.035 --> 01:40:24.016]  I didn't bring it up, but you've been thinking about it.
[01:40:24.016 --> 01:40:25.657]  Honestly, it's on the top of drudge.
[01:40:25.657 --> 01:40:31.380]  Scientists test West Coast for Fukushima radiation, ordering to be tested.
[01:40:31.380 --> 01:40:36.003]  Meanwhile, Washington is shutting off its radiation detection.
[01:40:36.003 --> 01:40:37.104]  We have none happening now.
[01:40:37.104 --> 01:40:39.025]  We have none planned as far as radiation detection.
[01:40:39.847 --> 01:40:43.208]  Uh, says the Communications Director for the Washington State Department.
[01:40:43.208 --> 01:40:45.369]  And they're just gonna let it happen, you know?
[01:40:45.369 --> 01:40:46.249]  Washington doesn't care.
[01:40:46.249 --> 01:40:48.190]  They say the bulk of it's probably gonna hit Washington.
[01:40:48.190 --> 01:40:50.370]  They don't even have radiation testing going on.
[01:40:50.370 --> 01:40:52.451]  California does, it's concerned.
[01:40:52.451 --> 01:40:53.991]  We've got a couple of minutes before we go to break.
[01:40:53.991 --> 01:40:55.432]  Let's, let's take some calls, Anthony.
[01:40:55.432 --> 01:40:56.692]  Uh, we got Chris in Indiana.
[01:40:56.692 --> 01:41:01.454]  You wanted to say something about CPAC and Rand Paul?
[01:41:01.454 --> 01:41:04.135]  Mr. Knight, Mr. Gucciardi, honor to talk to both of you.
[01:41:04.135 --> 01:41:06.555]  What did you- Honor to talk to you.
[01:41:06.555 --> 01:41:07.015]  Great talking to you.
[01:41:07.015 --> 01:41:08.596]  What did you want to say about CPAC and Rand Paul?
[01:41:09.636 --> 01:41:22.368]  Well, about the Rand Paul speech, look, what he addressed to the, what I call the National Socialist Agency, he said, quote, cell phones are none of your damn business.
[01:41:22.368 --> 01:41:25.171]  Which he means business, if you ask me.
[01:41:25.171 --> 01:41:26.412]  Yes, that's right.
[01:41:26.412 --> 01:41:28.815]  We need to get angry about that, don't we?
[01:41:28.815 --> 01:41:30.016]  Yeah, we need to get angry about that.
[01:41:30.016 --> 01:41:32.898]  You know, when people laugh about that and just use it as a joke,
[01:41:33.598 --> 01:41:35.499]  I think we should be beyond that by now.
[01:41:35.499 --> 01:41:40.780]  We should be having some outrage, some indignation like Rand Paul had about that.
[01:41:40.780 --> 01:41:41.760]  You're right about that.
[01:41:41.760 --> 01:41:48.082]  And people laughed at Ted Cruz's jokes, but people gave Rand Paul a round of applause for that quote.
[01:41:48.082 --> 01:41:58.986]  And I'm wondering, I'm predicting right now, Rand Paul vs. Hillary Clinton 2016 on the Republican and Democratic ticket, respectively.
[01:41:58.986 --> 01:42:03.287]  And will people wake up and finally vote pro-liberty is the real question.
[01:42:04.468 --> 01:42:05.589]  Yeah, it'll be very interesting.
[01:42:05.589 --> 01:42:08.190]  It'll be an interesting matchup if that happens.
[01:42:08.190 --> 01:42:17.937]  Ron Paul to Rand Paul, and Rand Paul might just have enough power behind getting alternative reality in there with the real conservative movement to potentially do it.
[01:42:17.937 --> 01:42:18.777]  Absolutely.
[01:42:18.777 --> 01:42:20.498]  Let's go to RJ in Oklahoma.
[01:42:20.498 --> 01:42:21.519]  Thank you, Chris.
[01:42:21.519 --> 01:42:24.361]  He wanted to talk about electoral victories not being enough, you said?
[01:42:25.620 --> 01:42:29.045]  Yes, it's going to be pretty tough.
[01:42:29.045 --> 01:42:31.909]  I've been in this business for 20 years.
[01:42:31.909 --> 01:42:36.775]  I'm an Oath Keeper, Tea Party Coordinator.
[01:42:36.775 --> 01:42:40.641]  By the way, David Yu and Anthony Hathoff, you're doing a phenomenal job.
[01:42:41.069 --> 01:42:41.690]  Well, thanks.
[01:42:41.690 --> 01:42:43.732]  What do you think it's going to take, though?
[01:42:43.732 --> 01:42:45.014]  Go ahead and tell us.
[01:42:45.014 --> 01:42:46.796]  We've got just a few seconds and we'll come back to you.
[01:42:46.796 --> 01:42:47.657]  We'll hold you over the break.
[01:42:47.657 --> 01:42:48.738]  But what do you think it's going to take?
[01:42:48.738 --> 01:42:50.860]  What do you think it's going to take?
[01:42:50.860 --> 01:42:53.764]  The first thing we have, we must have revival.
[01:42:53.764 --> 01:42:57.688]  And I appreciate the spiritual output that I hear on the show.
[01:42:57.688 --> 01:42:58.569]  All right, hang on.
[01:42:58.569 --> 01:42:59.370]  We're going to be right back.
[01:43:00.467 --> 01:43:09.550]  Alex Jones here to tell you about how you can help spread liberty worldwide, while also enjoying what I have found to be the best tasting, 100% organic coffee on the planet.
[01:43:09.550 --> 01:43:17.653]  For more than a decade, my favorite coffee has come from the high mountains of southern Mexico, where the Chiapas farmers grow their unique shade-grown Arabica beans.
[01:43:17.933 --> 01:43:22.819]  We have now managed to secure these sought-after beans in a highly customized blend.
[01:43:22.819 --> 01:43:29.627]  Discover and try a bag of the Patriot Blend 100% Organic Coffee at Infowarslife.com.
[01:43:29.627 --> 01:43:36.715]  This coffee gives you a long, smooth pick-me-up for hours without the headaches and heartburn that so many other coffees give me personally.
[01:43:36.775 --> 01:43:38.677]  Hands down, this is my favorite coffee.
[01:43:38.677 --> 01:43:43.803]  And it's taken us years to secure connections directly to the Chiapas Mexican farmers.
[01:43:43.803 --> 01:43:48.288]  Drop by the site today, order a bag or two, and I don't think you're going to be disappointed.
[01:43:48.288 --> 01:43:51.532]  Available in original or with our immune support infusion blend.
[01:43:51.732 --> 01:43:57.977]  We will be supporting a free press, all the while enjoying a truly great tasting cup of my favorite coffee.
[01:43:57.977 --> 01:44:00.539]  Available at Infowarslife.com.
[01:44:00.539 --> 01:44:03.862]  Globalist social engineers are not just targeting us with propaganda.
[01:44:03.862 --> 01:44:06.283]  They are manipulating our genetics.
[01:44:06.283 --> 01:44:14.530]  We are being targeted at every level by estrogen mimickers that lower our testosterone and other hormones and natural compounds that the body needs.
[01:44:14.870 --> 01:44:30.952]  After consulting top doctors, nutritionists, pharmacists, and others, we have developed what I believe is the ultimate non-GMO organic super male vitality formula sourced from powerful organic herbs and then concentrated for maximum potency.
[01:44:31.192 --> 01:44:39.238]  Super Mel Vitality was developed to activate your body's own natural processes instead of using synthetic chemicals.
[01:44:39.238 --> 01:44:45.582]  Super Mel Vitality by InfoWarsLife is so powerful that I only take half the recommended dose.
[01:44:45.582 --> 01:44:54.329]  For a limited time, we are offering 15% off Super Mel Vitality at InfoWarsLife.com to introduce you to this powerful supplement.
[01:44:54.329 --> 01:44:58.492]  Visit InfoWarsLife.com today to secure your Super Mel Vitality.
[01:44:58.492 --> 01:44:59.352]  InfoWarsLife.com
[01:45:00.393 --> 01:45:11.080]  In the last 50 years, iodine has been phased out of our staple foods and replaced with the halogen bromine, a practice now banned in nations around the world.
[01:45:11.080 --> 01:45:13.142]  Guess what else is in the halogen family?
[01:45:13.142 --> 01:45:14.022]  Fluoride!
[01:45:14.022 --> 01:45:15.963]  Ladies and gentlemen, Alex Jones here.
[01:45:15.963 --> 01:45:22.528]  In 1924, the federal government did the right thing and encouraged salt producers to add iodine.
[01:45:22.528 --> 01:45:27.451]  It's the good halogen on the periodic table, and the results are on record.
[01:45:27.451 --> 01:45:30.213]  Reports documented a 15-point IQ index.
[01:45:30.913 --> 01:45:33.755]  In areas that had previously been deficient in iodine.
[01:45:33.755 --> 01:45:36.176]  Bottom line, iodine is important.
[01:45:36.176 --> 01:45:39.118]  Unbound, clean, in a glycerin base.
[01:45:39.118 --> 01:45:42.619]  Nascent Iodine was the answer for myself and my family.
[01:45:42.619 --> 01:45:47.682]  You will find Survival Shield Nascent Iodine exclusively at InfoWarsLife.com.
[01:45:47.682 --> 01:45:53.145]  InfoWarsLife Survival Shield Nascent Iodine isn't just for emergencies.
[01:45:53.145 --> 01:45:54.346]  I take it every day.
[01:45:54.346 --> 01:45:56.367]  That's InfoWarsLife.com.
[01:45:56.367 --> 01:45:57.207]  Or call toll-free 888-253-9000.
[01:46:00.350 --> 01:46:02.252]  Introducing Pro-1.
[01:46:02.252 --> 01:46:05.896]  All of your filtration in one system, portable, on the go.
[01:46:05.896 --> 01:46:10.441]  No more do you have two or three filters to just reduce sodium fluoride.
[01:46:10.441 --> 01:46:13.585]  You have a system that cuts out the sodium fluoride and up to 95%
[01:46:14.625 --> 01:46:27.534]  95% of hydrofluorosilicic acid advanced manufacturing technology combines silver impregnated white ceramic with new aquamedics advanced media for removal of fluoride and other heavy metals all in one filter element.
[01:46:27.534 --> 01:46:30.216]  It is the only one that does it and out of the gates!
[01:46:30.396 --> 01:46:34.017]  We have it discounted at 10% off with promo code WATER.
[01:46:34.017 --> 01:46:51.320]  This is the only system that in one unit helps reduce or remove pesticides, herbicides, chloramines, ammonia and chlorine, hydrofluorosilicic acid, the most common form of fluoride not covered by other fluoride filter brands, and sodium hexafluorosilicate.
[01:46:51.320 --> 01:46:56.641]  Get your ProPure with the new Pro1 filters today at InfoWarsTore.com or by calling 888-253-3139.
[01:47:01.420 --> 01:47:08.589]  Coast to coast, direct from Austin, you're listening to the Alex Jones Broadcasting Network.
[01:47:08.589 --> 01:47:20.043]  Defending the republic from enemies foreign and domestic, it's Alex Jones!
[01:47:26.226 --> 01:47:27.546]  Welcome back to the Alex Jones Show.
[01:47:27.546 --> 01:47:31.167]  I'm David Knight, filling in for Alex here in the studio, and I'm joined with Anthony Gucciardi.
[01:47:31.167 --> 01:47:37.849]  We're taking your calls, but I just want to remind you that this hour of the Alex Jones Show is brought to you by MyPatriotSupply.
[01:47:37.849 --> 01:47:45.292]  And we're seeing attacks on our freedoms like never before, but we can secure our independence by breaking free from the confines of their systems of control.
[01:47:45.292 --> 01:47:49.153]  The path to liberty starts with attaining a level of self-reliance.
[01:47:49.713 --> 01:47:56.920]  My Patriot Supply is a home of a wide array of survival products, including the Patriot Pantry line of emergency food storage products.
[01:47:56.920 --> 01:48:01.203]  Patriot Pantry is delicious, nutritious, and it prepares in minutes.
[01:48:01.203 --> 01:48:06.068]  Patriot Pantry offers amazing variety, great taste, and is packaged to last up to 25 years.
[01:48:07.389 --> 01:48:15.872]  Visit MyPatriotSupply.com slash Alex today to experience their top-rated customer service, top quality products, and their incredibly reasonable prices.
[01:48:15.872 --> 01:48:19.874]  The products you need, the service you expect, and the price you can afford.
[01:48:19.874 --> 01:48:24.235]  Visit MyPatriotSupply.com forward slash Alex today.
[01:48:24.235 --> 01:48:27.637]  And we were just talking before the break to RJ in Oklahoma.
[01:48:27.637 --> 01:48:31.158]  RJ, you said you didn't think that electoral victories were enough.
[01:48:31.158 --> 01:48:33.159]  What do you think it's going to take to roll this back?
[01:48:34.768 --> 01:48:42.594]  Well, again, I think the first thing is a spiritual awakening, and I believe it's slowly coming.
[01:48:42.594 --> 01:48:44.796]  I'm encouraged by things that I'm seeing.
[01:48:44.796 --> 01:48:51.902]  You know, Jesus said to seek first the kingdom and His righteousness, and then all these things will be added to you.
[01:48:51.902 --> 01:49:02.511]  And so along the lines of, you know, revival, it's important to be hooked up where there's not typically in a conventional church, there's so many things that aren't happening that
[01:49:05.539 --> 01:49:09.102]  By the way, there's a website where I could share that, I guess.
[01:49:09.102 --> 01:49:13.986]  It might direct some people that are... Sure, give that to us real quickly and then I've got a comment.
[01:49:13.986 --> 01:49:14.426]  Go ahead.
[01:49:14.426 --> 01:49:16.148]  Give us your website and then I want to comment on that.
[01:49:17.179 --> 01:49:20.884]  It's rjbarnett.wordpress.com.
[01:49:20.884 --> 01:49:21.605]  Okay.
[01:49:21.605 --> 01:49:22.867]  Yeah, I think you're exactly right.
[01:49:22.867 --> 01:49:31.177]  And you know, I was looking at this article that just came out the last few days about this homeless Jesus statue and the debate that came up around that.
[01:49:31.177 --> 01:49:35.042]  I think what they were trying to get to people is the idea that
[01:49:35.743 --> 01:49:38.347]  We do really have individual responsibilities.
[01:49:38.347 --> 01:49:43.574]  I think we have, for too long, you know, they say that if you've only got a hammer, everything looks like a nail.
[01:49:43.574 --> 01:49:50.684]  And I think both for people who are trying to put forward a socialist agenda, as well as, unfortunately for many Christians,
[01:49:51.545 --> 01:50:17.344]  They only see the government as being an effective solution and so the government is their hammer and they see everything as a nail that needs to be hammered with the government whether it's keeping people off of drugs or helping them out when they hit bumpy times in their life or they get addicted to drugs they want to hammer everybody with the government rather than taking things on and and not trusting not turning this over to an institution whether it's the government or whether some big
[01:50:18.231 --> 01:50:36.060]  National charity because those institutions just don't work and there's no connection there It's an easy thing for people to not take the individual responsibility to go out there and engage other people and and help them on a one-to-one basis and part of that is is Helping them to understand what's being done to them, isn't it Anthony?
[01:50:36.360 --> 01:50:42.804]  They've taken it so far now that they're going after church groups that feed the homeless and confiscating their food and kicking them off the park.
[01:50:42.804 --> 01:50:43.324]  Yes.
[01:50:43.324 --> 01:50:54.091]  Or in the case of one individual, he's going around with his family, his kids and everything, spending a couple thousand dollars a month on his own food, walking around on the streets, giving homeless people food.
[01:50:54.091 --> 01:50:57.813]  And he just says something nice, like maybe gives them a small Bible or something like that.
[01:50:57.813 --> 01:50:58.973]  That's unacceptable.
[01:50:58.973 --> 01:51:01.255]  That is evil in the eyes of the state.
[01:51:01.855 --> 01:51:11.464]  And I just, I think we need to, as Christians, we need to kind of check ourselves and see if, on some of these things that we think are important, like the war on drugs, for example.
[01:51:11.464 --> 01:51:14.767]  You know, Christians don't want to see people addicted to alcohol.
[01:51:14.767 --> 01:51:16.308]  They don't want to see them addicted to drugs.
[01:51:16.308 --> 01:51:18.150]  So we had alcohol prohibition.
[01:51:18.150 --> 01:51:19.851]  Now we got the war on drugs.
[01:51:19.851 --> 01:51:22.093]  Can they take a look at some of these things and say, you know what?
[01:51:22.794 --> 01:51:27.516]  Marijuana really does help some people who are sick and they use it medically.
[01:51:27.516 --> 01:51:36.359]  Can we just have the compassion not to throw people in jail for lifetime imprisonment because of mandatory minimums that keep them in and let violent criminals out?
[01:51:36.359 --> 01:51:39.420]  Can we have that kind of compassionate conservatism?
[01:51:39.420 --> 01:51:51.104]  A conservatism that doesn't try to put compassion, run it through the government, run it through these big institutions that don't have any compassion, but rather have it on an individual level and not be so trusting of government to be the
[01:51:51.724 --> 01:51:53.426]  Only instrument that we have in our bag.
[01:51:53.426 --> 01:51:56.890]  Well, it's Christian to not want the CIA drug-running heroin.
[01:51:56.890 --> 01:51:57.170]  Yes.
[01:51:57.170 --> 01:51:58.672]  You know, that's the war on drugs.
[01:51:58.672 --> 01:51:59.233]  Yes.
[01:51:59.233 --> 01:52:00.134]  It's a delusion.
[01:52:00.134 --> 01:52:06.441]  It's a lie that it's Christian to somehow support this war on drugs or somehow support all this government bureaucratic insanity.
[01:52:06.561 --> 01:52:07.601]  The same thing with prohibition.
[01:52:07.601 --> 01:52:09.022]  It just led to more alcohol.
[01:52:09.022 --> 01:52:11.383]  We need to abolish the war on drugs 100%.
[01:52:11.383 --> 01:52:11.903]  Yes.
[01:52:11.903 --> 01:52:13.903]  Because the government is not your big daddy.
[01:52:13.903 --> 01:52:16.344]  It's not going to provide for you and keep you safe.
[01:52:16.344 --> 01:52:20.665]  Ultimately, actually, what's not Christian is treating the government as God.
[01:52:20.665 --> 01:52:21.466]  That's right.
[01:52:21.466 --> 01:52:21.886]  You know what I mean?
[01:52:21.886 --> 01:52:22.166]  That's right.
[01:52:22.646 --> 01:52:23.467]  That's right.
[01:52:23.467 --> 01:52:36.552]  I identify as a follower of, you know, of God and everything, and one thing I'm not going to do is sit back and ask the government to go around and arrest people that are smoking less than, you know, a gram of pot or something in California.
[01:52:36.552 --> 01:52:38.033]  That has nothing to do with anything.
[01:52:38.033 --> 01:52:42.295]  But even if we got rid of the war on drugs, less people would statistically use drugs.
[01:52:42.295 --> 01:52:50.699]  So overall, we're relying too much on the Big Daddy system, and that's why it's come to the point now where you can't even feed the homeless or you go to jail if you try to give them food for Thanksgiving.
[01:52:50.939 --> 01:52:51.680]  Yes, that's right.
[01:52:51.680 --> 01:52:56.062]  It's also up to us to support the communities and churches that are feeding the homeless.
[01:52:56.062 --> 01:52:57.063]  I've done that personally.
[01:52:57.063 --> 01:53:00.565]  We need to support those who are being prosecuted to feed the homeless ourselves.
[01:53:00.565 --> 01:53:05.489]  Just like uploading ourselves with guns to Facebook to protest that, we need to go out and feed the homeless more.
[01:53:05.489 --> 01:53:07.490]  And even get involved on an individual basis.
[01:53:07.490 --> 01:53:12.633]  You know, I think we're going to know that we've had revival come to... It's not revival when we do certain things.
[01:53:12.633 --> 01:53:15.815]  It's revival when our perspective has changed on things.
[01:53:15.815 --> 01:53:19.398]  And as we saw with the original American Revolution, it was preceded by a spiritual revival.
[01:53:19.918 --> 01:53:31.514]  We will know that that has happened when we see people start to take responsibility for themselves, for their families, for their neighbors, and not try to use the government as a hammer to beat each other over the head with it.
[01:53:31.514 --> 01:53:35.239]  And stop morally judging everyone off of crazy, you know, foundations.
[01:53:35.239 --> 01:53:36.100]  Everyone is a sinner.
[01:53:36.520 --> 01:53:37.741]  Everyone has done things.
[01:53:37.741 --> 01:53:42.526]  But at the end of the day, if we're fighting and we're passionate for justice and reality and truth and God, that is power.
[01:53:42.526 --> 01:53:43.907]  That is how we defeat the enemy.
[01:53:43.907 --> 01:53:44.207]  That's right.
[01:53:44.207 --> 01:53:46.029]  It's not about morally judging other people.
[01:53:46.029 --> 01:53:46.589]  That's right.
[01:53:46.589 --> 01:53:49.312]  It's about taking care of each other.
[01:53:49.312 --> 01:53:53.716]  Andrew in Pennsylvania, you had something about winning and the TSA lawsuits.
[01:53:53.716 --> 01:53:54.637]  What's your opinion on that?
[01:53:55.911 --> 01:54:02.552]  Well, the real reason you can't win TSA lawsuits is not because the TSA is viewed as necessary for safety.
[01:54:02.552 --> 01:54:12.415]  The reason you can't win TSA lawsuits is because your airline tickets refer to you as passengers, and that's legally defined as a commercial term.
[01:54:12.415 --> 01:54:18.816]  And since you're in commerce, the government has authority to regulate you to the point where they can take away your right to not be searched without a warrant.
[01:54:19.217 --> 01:54:25.835]  And in order to solve this problem, we would need to change the word passenger into the word traveler, which does not have any legal definition.
[01:54:25.835 --> 01:54:27.460]  That's commerce specific.
[01:54:28.168 --> 01:54:32.472]  Well, you know, the other way that the TSA is winning their lawsuits... Well, he's just a slave.
[01:54:32.472 --> 01:54:33.813]  That's a good way to put it.
[01:54:33.813 --> 01:54:37.737]  The other way that they're winning their lawsuits is by basically censoring the truth.
[01:54:37.737 --> 01:54:41.940]  We had John Corbett, who has been at the forefront of these TSA lawsuits.
[01:54:41.940 --> 01:54:43.622]  He's probably sued them more than anybody else.
[01:54:43.622 --> 01:54:50.548]  He had a video that showed that their naked body scanners were totally ineffective if you had weapons just on the side of your body.
[01:54:50.548 --> 01:54:54.091]  But in his latest lawsuit, which I believe, Anthony, is still in play,
[01:54:55.202 --> 01:55:12.417]  They mistakenly published on Pacer.gov, which is where all of the lawsuits are supposed to be published, they mistakenly published up there that they realized as of 2011 that there was no terrorist threats against airports or airplanes, but they redacted that.
[01:55:12.417 --> 01:55:14.919]  They allowed him to see these documents during discovery.
[01:55:14.919 --> 01:55:15.719]  He referred to it.
[01:55:16.480 --> 01:55:16.901]  We're good to go.
[01:55:33.160 --> 01:55:38.863]  That would constrain the TSA to treating us like human beings again, like the Constitution requires them to.
[01:55:38.863 --> 01:55:44.206]  And so they blackmailed the state, Texas, and the Senate.
[01:55:44.206 --> 01:55:44.987]  They backed out.
[01:55:44.987 --> 01:55:51.591]  And of course, our Lieutenant Governor, who was a lifelong CIA guy before he became Lieutenant Governor, he was alongside
[01:55:52.151 --> 01:55:53.472]  Bringing that down, wasn't he, Anthony?
[01:55:53.472 --> 01:56:01.901]  I like the 4 foot 5, 300 pound TSA agents that treat me like a literal slave, and I think that's good, and I think it's good that they've never stopped a terrorist, ever.
[01:56:01.901 --> 01:56:02.181]  Right.
[01:56:02.181 --> 01:56:09.488]  And every single time where an engineer novice tries to put a weapon inside, a faulty weapon inside of their coat or whatever they can get through every single time.
[01:56:10.149 --> 01:56:24.496]  I like the fact that if you ask them about their radiation naked body scanners, they'll tell you they're perfectly safe, even though in the 90s, a commission on radiation found that back then, when they were using them in isolated cases, it was causing hundreds of cases of cancer, isolated in the 90s.
[01:56:24.496 --> 01:56:25.977]  Who knows how many it is now?
[01:56:25.977 --> 01:56:26.577]  I like all that.
[01:56:27.097 --> 01:56:35.688]  So I think the TSA is good, and I think cancer from their naked body skinners, which by the way they put pregnant women now through and little kids and stuff, I think that's good.
[01:56:35.688 --> 01:56:41.916]  And I think passenger is a perfect term, it's closer to slave I think, but you know overall they're definitely keeping us safe.
[01:56:42.383 --> 01:56:44.904]  Well, you know, it's just how they control us.
[01:56:44.904 --> 01:56:52.327]  It's another one of these techniques of control, just like we were talking about spying on people, wanting to know if their propaganda through the media is working.
[01:56:52.327 --> 01:56:53.308]  They need that feedback.
[01:56:53.308 --> 01:56:55.469]  They need to be able to monitor us everywhere.
[01:56:55.469 --> 01:56:57.370]  They need to look at all of our metadata.
[01:56:57.370 --> 01:56:58.690]  And this is also a part of this.
[01:56:58.690 --> 01:56:59.971]  This is slave training.
[01:56:59.971 --> 01:57:04.012]  I can put my hands on you at any time, and there's nothing you can do about it.
[01:57:04.012 --> 01:57:04.913]  And if you let me do that,
