[00:00:01.596 --> 00:00:02.618]  It's official.
[00:25:18.658 --> 00:25:24.380]  So, what are they going to do about Trump 10, 15, 20 points ahead in different polls?
[00:25:25.280 --> 00:25:27.161]  What are they going to do when everybody's waking up?
[00:25:27.201 --> 00:25:28.682]  Well, they'll pull the damn plug.
[00:25:29.830 --> 00:25:34.595]  And Obama got the kill switch in, look it up, I told you about it years before it was official, because I had sources.
[00:25:35.496 --> 00:25:44.845]  And before he left office, Obama got the kill switch in, but what it means is, there'll still be the internet, but cyber attackers from China or Russia, or now, MAGA,
[00:25:46.460 --> 00:26:00.808]  They will use the internet to keep hacking the bridges, and the ferries, and the air traffic controllers, and the gas pipelines, and the highway signs, and the hospital machines, and just total disaster, and they show you all these movies, get ready for it.
[00:26:01.609 --> 00:26:08.933]  But if we cut everybody's internet off, you'll still have internet, but you can only then get approved channels.
[00:26:10.334 --> 00:26:11.214]  And they even war game it.
[00:26:11.254 --> 00:26:12.615]  At first, it's just the White House.
[00:26:13.680 --> 00:26:20.244]  Your cell phone, your computer, you can't get anything but what they say.
[00:26:21.964 --> 00:26:33.131]  Narrative control, not enough to lock in your house in a lockdown and force feed your brainwashing for years and make you work at home and telecommute so they can spy on what you're doing when you're on the Zoom with their AI.
[00:26:33.651 --> 00:26:34.491]  That was just a war game.
[00:26:35.172 --> 00:26:36.112]  This is total.
[00:26:37.033 --> 00:26:39.314]  And this is what you need to take over the communications during
[00:26:41.064 --> 00:26:42.745]  A soft coup going into a hot coup.
[00:26:43.526 --> 00:26:45.907]  So they're swinging from the chandeliers.
[00:26:45.927 --> 00:26:52.892]  They're running around like chickens with their heads cut off, telling you the cyber attack is imminent.
[00:26:54.573 --> 00:26:57.435]  And with no proof, it's the Russians.
[00:26:58.175 --> 00:27:03.218]  But now they're even saying, oh, China has launched major attacks that are ongoing.
[00:27:04.079 --> 00:27:08.762]  Oh, maybe China ransomed the East Coast pipeline that caught up a few years ago.
[00:27:14.241 --> 00:27:16.922]  But who's really shutting off thousands of pipelines?
[00:27:18.222 --> 00:27:21.062]  Thousands of the spurs and links?
[00:27:21.703 --> 00:27:22.283]  Who won't let us?
[00:27:22.323 --> 00:27:27.924]  Who's trying to shut down the Canadian pipeline we've had since the 70s that supplies most of the central part of the country?
[00:27:29.464 --> 00:27:36.586]  Who shut down the Keystone pipeline that was going to massively cut our gas prices and produce tens of millions of barrels of gasoline a day?
[00:27:38.226 --> 00:27:38.746]  The globalists.
[00:27:39.627 --> 00:27:41.207]  Who's telling you they want to shut off the fuel?
[00:27:42.321 --> 00:27:44.802]  And then they go, oh, it's the Russians, yeah.
[00:27:45.242 --> 00:27:47.343]  Oh, yeah, the Russians blew up Nord Stream 2, right?
[00:27:49.504 --> 00:27:50.544]  No, they didn't.
[00:27:53.366 --> 00:27:54.586]  They didn't blow up Nord Stream 2.
[00:27:54.826 --> 00:27:57.587]  The globalists did.
[00:27:57.987 --> 00:28:05.751]  And if the Russians were doing any of this, I've never been to Russia, I would be their enemy so fast it'd make your head spin.
[00:28:05.791 --> 00:28:07.051]  But that's just not true, folks.
[00:28:08.072 --> 00:28:11.353]  The Russians are the excuse to take use for all this crap.
[00:28:13.268 --> 00:28:14.508]  Did the Russians get rid of our border?
[00:28:15.048 --> 00:28:16.369]  Did the Russians ship in the fentanyl?
[00:28:16.889 --> 00:28:18.669]  Did the Russians have drag queen pedophile time?
[00:28:18.889 --> 00:28:22.190]  Did the Russians put satanic Baphomet idols in the state capitals?
[00:28:22.950 --> 00:28:26.171]  Did they abort 68 million Americans, half of them black?
[00:28:27.671 --> 00:28:29.011]  Did the Russians ship in the cocaine?
[00:28:29.031 --> 00:28:29.972]  No, that was the CIA.
[00:28:30.592 --> 00:28:34.993]  We have a ruthless, insane group of criminals that have hijacked the government.
[00:28:35.313 --> 00:28:37.533]  And they're destroying the world around us.
[00:28:37.573 --> 00:28:39.914]  And we can stop them because the Great Awakening is here.
[00:28:39.994 --> 00:28:41.134]  So we got a lot on that.
[00:28:42.472 --> 00:28:46.814]  And the WEFO, the imminent attack, it's gonna shut down civilization.
[00:28:47.214 --> 00:28:49.755]  Meanwhile, we have IMF, World Bank, WEF videos.
[00:28:49.975 --> 00:28:56.537]  How great it was during a lockdown, how good it was for the Earth, and we need more lockdowns, but those damn Russians are gonna put us in a lockdown!
[00:28:56.557 --> 00:29:02.900]  When I say this, I mean it from the very bottom of my heart.
[00:29:04.062 --> 00:29:08.186]  I want to say thank you to all the viewers and listeners for supporting the broadcast over the years.
[00:29:08.667 --> 00:29:15.154]  We together have changed the world at an incredible level and I want to salute the crew as well and all of our sponsors and supporters.
[00:29:15.594 --> 00:29:19.618]  Ladies and gentlemen, wow, the fight has really been joined with a globalist.
[00:29:20.639 --> 00:29:28.144]  And as we go into 2024, the most important election in world history, it is now more important than ever to get around the censors and override the globalists.
[00:29:28.164 --> 00:29:29.845]  So keep spreading the word about the broadcast.
[00:29:30.265 --> 00:29:31.426]  Keep sharing the articles and videos.
[00:29:31.826 --> 00:29:34.727]  Keep praying for the broadcast and our reporters and the crew.
[00:29:35.108 --> 00:29:42.272]  And shop at infowarestore.com, where for Christmas, we have the biggest sales of the year, double Patriot points, store-wide free shipping,
[00:29:42.612 --> 00:29:59.602]  Up to 60% off on products like BrainForce Plus, BrainForce Ultra, TurboForce is back in stock, X2 is back in stock, VasoBeats is back in stock, Body's Ultimate Turmeric Formula, it's all there, my new book, The Great Awakening, do your Christmas shopping there, get great products and fund the info war, thank you.
[00:30:00.343 --> 00:30:03.584]  If you ever take one piece of my advice,
[00:30:04.585 --> 00:30:05.786]  It's got a bottle of X2.
[00:30:06.547 --> 00:30:10.831]  It's been sold out for over a year because we wouldn't cut corners and because it's so hard to produce.
[00:30:11.231 --> 00:30:15.695]  We finally have a limited run back in supply at infowarestore.com.
[00:30:17.056 --> 00:30:19.838]  So many people have serious issues.
[00:30:20.099 --> 00:30:21.220]  Look at the UN's own numbers.
[00:30:21.680 --> 00:30:27.085]  Billions have cognitive disabilities because they do not have true nascent iodine in their bodies.
[00:30:27.625 --> 00:30:30.007]  Most of the other iodine is bound to other heavy metals or
[00:30:30.868 --> 00:30:33.029]  Bound to other elements so you don't download it.
[00:30:33.629 --> 00:30:38.631]  But this is pure atomic certified iodine.
[00:30:39.211 --> 00:30:42.313]  X2 is now back in stock, discounted.
[00:30:42.633 --> 00:30:45.814]  So I'm giving Thanksgiving right now for this product being here.
[00:30:46.154 --> 00:30:51.256]  It funds the Infowar, but I guarantee you, you take this for a few weeks, you will feel the difference.
[00:30:51.417 --> 00:30:52.217]  It is amazing.
[00:30:52.537 --> 00:30:54.178]  It's the Missing Link X2.
[00:30:54.658 --> 00:30:56.579]  Back in stock at the end of 2023 at InfowarStore.com.
[00:30:56.599 --> 00:30:56.619]  X2.
[00:31:00.493 --> 00:31:14.148]  Finally, after close to a year, in early November, where I'm cutting this ad, we finally got one of our flagship products back in stock, Ultra 12, the highest quality vitamin B12 organic.
[00:31:14.748 --> 00:31:19.654]  You take it out of the tongue, so you get better absorption of the body through your blood vessels, and what it does,
[00:31:19.974 --> 00:31:20.274]  We're good.
[00:31:38.135 --> 00:31:43.119]  It's available from a top lab that we private label it through at InfoWarStore.com.
[00:31:43.679 --> 00:31:51.385]  Ultra 12, vitamin B12, taken sublingually, now back in stock at InfoWarStore.com.
[00:31:51.826 --> 00:31:53.967]  Or you can call toll free and order it as well, 888-253-3139.
[00:31:54.088 --> 00:31:55.589]  And Ultra 12 funds the InfoWar as well.
[00:32:00.092 --> 00:32:04.397]  The InfoWars Live Silver Bullet Colloidal Silver has finally returned!
[00:32:04.597 --> 00:32:12.627]  To celebrate this powerful product's long-awaited homecoming, we're slashing $10 off the asking price, passing the savings on to you!
[00:32:12.987 --> 00:32:19.715]  Silver Bullet is the answer to Alex's extensive search for a powerful colloidal silver product that utilizes high
[00:32:19.735 --> 00:32:24.917]  High quality processes that has applications for both preparedness and regular use.
[00:32:25.237 --> 00:32:36.162]  Concentrated to 30 parts per million in a pure base of deionized water, this survival silver is the perfect fit for you and your family's routine and emergency supply.
[00:32:36.462 --> 00:32:42.004]  Baloidal silver is an amazing natural product that can assist your body's many healing processes.
[00:32:42.304 --> 00:32:50.370]  Do a deep dive, research the possibilities of colloidal silver yourself, and don't miss out on this limited time offer of $10 off.
[00:32:50.530 --> 00:32:54.393]  Try InfoWars Life Silver Bullet Colloidal Silver today.
[00:32:54.593 --> 00:32:58.937]  Available right now at InfoWarsStore.com.
[00:33:01.218 --> 00:33:07.123]  Leading a frontal assault on the lies of the New World Order, it's Alex Jones.
[00:33:11.256 --> 00:33:11.703]  Oh, yeah.
[00:33:21.297 --> 00:33:23.419]  Waging war on corruption.
[00:33:23.960 --> 00:33:29.085]  It's Alex Jones, coming to you live from the front lines of the Infowar.
[00:33:47.777 --> 00:33:48.858]  Tuesday Live!
[00:33:48.978 --> 00:33:49.659]  It's official.
[00:33:49.679 --> 00:33:52.521]  New World Order puppet Zelensky has officially lost the war.
[00:33:52.541 --> 00:33:58.146]  Globalists prepare to trigger massive cyber attacks to accelerate planetary destabilization.
[00:33:59.487 --> 00:34:02.189]  And when you read the Drudge Report headlines, Z for defeat.
[00:34:03.630 --> 00:34:05.271]  Biden AIDS package risk collapse.
[00:34:05.392 --> 00:34:08.094]  Ukraine on cusp of losing the war.
[00:34:08.114 --> 00:34:10.476]  Here's the headline here before Drudge changed it.
[00:34:11.724 --> 00:34:12.445]  A little while ago.
[00:34:12.905 --> 00:34:18.649]  So Jack Posobiec, former Naval Intelligence, great patriot, one of the most prolific journalists, the smartest people out there about what's happening.
[00:34:18.709 --> 00:34:21.190]  I wanted to get you on and ask you to come on this morning.
[00:34:21.210 --> 00:34:22.491]  We were talking at like 6 a.m.
[00:34:22.511 --> 00:34:29.416]  via text about we're talking about devil worshipers, how they're out in the open, how it's a fight between good versus evil, a spiritual war.
[00:34:29.436 --> 00:34:30.656]  We were going to talk about that.
[00:34:30.697 --> 00:34:31.377]  We'll do that in a minute.
[00:34:31.777 --> 00:34:32.318]  But first,
[00:34:33.118 --> 00:34:47.835]  When you've got Drudge, which we now know got leased off to the Globalist, the mouth of the establishment, and I love Drudge so much for the great work he did, it's hard to even say that, it's just true, when the mouth of Soron is saying it's Zelensky lost, that's
[00:34:48.175 --> 00:34:55.139]  They're trying to set him up now, as you said yesterday, as the fall guy for NATO's failure, because they never want to admit they got defeated.
[00:34:55.599 --> 00:35:01.502]  Now they're admitting that Zelensky got defeated, though the Secretary of Defense says they're going to triple munitions.
[00:35:01.862 --> 00:35:11.527]  They said it's going to be a 10-year war, but if they can't get Ukrainians to go fight it, even if there's plenty of money, if all the Ukrainian men who can fight are dead, then it's checkmate unless U.S.
[00:35:11.547 --> 00:35:12.127]  troops go in.
[00:35:12.367 --> 00:35:15.769]  That's a lot, Jack Passova, but give us your gestalt on that.
[00:35:16.929 --> 00:35:20.854]  No, Alex, I mean, look, this is what you and I discussed yesterday here on the program.
[00:35:21.314 --> 00:35:30.645]  When you look at that Drudge headline, and if the team can pull that up again, go look at the Drudge headline right now, because Drudge has really become this mouth of the globalists.
[00:35:30.665 --> 00:35:31.225]  There you go.
[00:35:32.006 --> 00:35:35.090]  What you're looking at is the three-act movie.
[00:35:35.510 --> 00:35:40.734]  The three-act movie of the first act, Russia has invaded the hero, right?
[00:35:40.754 --> 00:35:45.097]  The hero's journey, Joseph Campbell, they're deprogramming Joseph Campbell on the American people.
[00:35:45.137 --> 00:35:47.939]  So they're running this play for the media psyop of this.
