[00:00:05.214 --> 00:00:06.834]  Wednesday, October 12, 2016.
[00:24:27.483 --> 00:24:37.471]  And it's the non-talking point media, that's only a handful of groups, that now has more viewers and listeners than all the giant spectrum of mainstream media that's falling apart.
[00:24:37.471 --> 00:24:43.757]  And their answer, as they fall apart, is to get the wagons closer together.
[00:24:43.757 --> 00:24:45.338]  To centralize the control even more.
[00:24:45.338 --> 00:24:46.939]  I have a stack of WikiLeaks after the break.
[00:24:46.939 --> 00:24:49.101]  I'm going to go over that to show that.
[00:24:49.101 --> 00:24:50.122]  The latest ones.
[00:24:50.122 --> 00:24:51.103]  Total control.
[00:24:51.103 --> 00:24:55.827]  When she's on CNN, when she's on MSNBC, there is a teleprompter behind the reporter.
[00:24:57.745 --> 00:24:59.666]  He's asking prepared questions.
[00:24:59.666 --> 00:25:02.086]  She is responding in a totally scripted event.
[00:25:02.086 --> 00:25:03.387]  We already knew that from the emails.
[00:25:03.387 --> 00:25:06.108]  Now it comes out that the whole thing's scripted.
[00:25:06.108 --> 00:25:07.868]  Word for word.
[00:25:07.868 --> 00:25:09.829]  Actors, actresses at her events.
[00:25:09.829 --> 00:25:11.530]  Fake town halls.
[00:25:11.530 --> 00:25:16.051]  When she does have real ones, people show up behind her with Bill Clinton rape shirts.
[00:25:16.051 --> 00:25:17.832]  Obama goes out in public yesterday.
[00:25:17.832 --> 00:25:23.373]  Three people, over 20 minutes, pop up and say Bill Clinton's a rapist and expose it.
[00:25:23.373 --> 00:25:24.774]  He then goes into the whole diatribe that
[00:25:27.717 --> 00:25:29.577]  Oh, this demonization campaign.
[00:25:29.577 --> 00:25:36.139]  This talk show host you wouldn't name, but everybody in the news is seeing your name, Alex Jones, says I'm literally a demon and stink.
[00:25:36.139 --> 00:25:39.079]  Well, I mean, I asked him, why are there always flies landing on you and Hillary?
[00:25:39.079 --> 00:25:41.240]  And they said, we don't know what it is, but they both smell.
[00:25:41.240 --> 00:25:42.320]  And they didn't say sulfur.
[00:25:42.320 --> 00:25:46.281]  They actually said like, like S.H., you know what?
[00:25:46.281 --> 00:25:53.342]  I don't know what's going on with you people, but hey, Mao Zedong reportedly stunk so bad, even when he was young.
[00:25:53.342 --> 00:25:54.603]  Look it up.
[00:25:54.603 --> 00:25:55.503]  Linen.
[00:25:55.503 --> 00:25:56.163]  Totally stunk.
[00:25:59.445 --> 00:26:03.388]  These people just, I guess they don't care about anybody, so they don't even take baths or something, I don't know.
[00:26:03.388 --> 00:26:09.212]  The point is, is that she funds jihadis worldwide, because hundreds of thousands of Christians, that's demonic.
[00:26:09.212 --> 00:26:13.195]  They fund abortuaries selling 8th and 9th month baby parts.
[00:26:13.195 --> 00:26:15.316]  They keep babies alive while they butcher them.
[00:26:15.316 --> 00:26:16.237]  They try to cover up that.
[00:26:16.237 --> 00:26:21.281]  Obama hates bitter clingers on the Bible and the guns.
[00:26:23.490 --> 00:26:27.733]  The most interesting part is they say, how dare them become so mean and vitriolic.
[00:26:27.733 --> 00:26:30.236]  They say we're doing that because we're losing.
[00:26:30.236 --> 00:26:33.298]  No, we defeated you trying to block the Tea Party Liberty Movement.
[00:26:33.298 --> 00:26:34.559]  It's surging, you know it.
[00:26:34.559 --> 00:26:36.441]  You actually admit that in your internal WikiLeaks.
[00:26:36.441 --> 00:26:38.082]  We covered it yesterday.
[00:26:38.082 --> 00:26:41.385]  They admit we're winning, they're losing.
[00:26:41.385 --> 00:26:41.885]  So what do they do?
[00:26:41.885 --> 00:26:43.146]  They say we're being mean.
[00:26:43.146 --> 00:26:48.871]  You say that half of the Trump supporters are deplorable racists.
[00:26:48.871 --> 00:26:51.333]  Then you say I'm racist with no history or no statement of that.
[00:26:52.435 --> 00:26:59.880]  You then say, your surrogates on CNN, MSNBC, ABC say actually all Trump supporters are deplorable.
[00:26:59.880 --> 00:27:04.864]  Trump supporters are attacked nationwide, physically.
[00:27:04.864 --> 00:27:10.608]  Trump towers are firebombed, vandalized on a weekly basis.
[00:27:10.608 --> 00:27:13.050]  You call us all sorts of horrible names.
[00:27:13.050 --> 00:27:17.853]  You say we don't support Obamacare, that's a giant screwjob.
[00:27:17.853 --> 00:27:21.135]  That we're racists.
[00:27:21.135 --> 00:27:21.896]  All of that's okay.
[00:27:23.755 --> 00:27:25.255]  All that's okay.
[00:27:25.255 --> 00:27:29.656]  But then we stand up for ourselves, and you again try to dictate the rules.
[00:27:29.656 --> 00:27:39.938]  So this is about a facade media that has almost no viewers, no listeners, getting together and just creating the hoax.
[00:27:39.938 --> 00:27:51.721]  The only power they have is that they are so lock-stepped, so they put out the exact same talking point, and even people don't trust mainstream media when they see it in a hundred newspapers and ten different networks, all said the same way,
[00:27:52.793 --> 00:27:58.317]  And they've got MSNBC, CNN, ABC, NBC, CBS going, Bill Clinton never settled sexual assault cases.
[00:27:58.317 --> 00:28:02.500]  Bill Clinton never, even though he settled like four of them, people start questioning.
[00:28:02.500 --> 00:28:05.223]  Kind of like, there is no death panel on Obamacare.
[00:28:05.223 --> 00:28:06.363]  It is free.
[00:28:06.363 --> 00:28:10.186]  You can keep your doctor.
[00:28:10.186 --> 00:28:12.268]  And then people started getting the fines.
[00:28:12.268 --> 00:28:12.969]  The price went up.
[00:28:13.868 --> 00:28:22.352]  You learned it was a screw job, and then they were so arrogant, Gruber and others, the architects, would go on C-SPAN and say, thank God the public's so dumb.
[00:28:22.352 --> 00:28:39.901]  Now they have celebrations on Charlie Rose's show, saying, thank God they're so dumb, we told them you can get your doctor, and all the sick little lawyers in a club, these young punk lawyers that help write it, brag to Rose that they helped screw the American people, because they don't think you watch Charlie Rose.
[00:28:41.860 --> 00:28:47.024]  They want, criminals want to celebrate the criminal action in their own criminal organization.
[00:28:47.024 --> 00:28:47.705]  This is criminology.
[00:28:47.705 --> 00:28:56.032]  So that's why there's all these videos of the head of the State Department spokesperson, you know, saying, ha ha ha, thank God we're so corrupt, they're so dumb.
[00:28:56.032 --> 00:29:03.258]  That's why you see Gruber sing, and it's why you see these celebrations, is because, we played the videos last week, is because they want to rub it into you.
[00:29:03.258 --> 00:29:06.941]  Remember the top WikiLeaks, from their top advisor,
[00:29:08.086 --> 00:29:19.513]  To Hillary, Mr. Ivey, he says, as I've mentioned, we've all been quite content to demean government, drop civics, and in general conspire to produce unaware and compliant citizenry, he writes.
[00:29:19.513 --> 00:29:20.614]  He's serious.
[00:29:20.614 --> 00:29:24.837]  He goes, and the unawareness remains strong, but compliance is obviously fading rapidly.
[00:29:26.693 --> 00:29:30.116]  The problem demands some serious, serious thinking and not just poll driven.
[00:29:30.116 --> 00:29:31.877]  We want demographically inspired messaging.
[00:29:31.877 --> 00:29:32.898]  That means race war.
[00:29:32.898 --> 00:29:36.240]  And that's come out in the Soros emails.
[00:29:36.240 --> 00:29:37.822]  So now you understand.
[00:29:37.822 --> 00:29:39.843]  They're sinking, they're imploding.
[00:29:39.843 --> 00:29:47.549]  Their only move now is to try to steal the election and start all sorts of civil war, class war in America.
[00:29:47.549 --> 00:29:49.571]  A 1917 operation.
[00:29:49.571 --> 00:29:50.952]  We're on the march.
[00:29:50.952 --> 00:29:53.494]  The empire's on the run.
[00:29:53.494 --> 00:29:56.176]  Alex Jones and the GCN Radio Network.
[00:30:00.083 --> 00:30:03.367]  Hey, it's another story by the Lord of the Flies, Hillary Clinton.
[00:30:03.367 --> 00:30:08.214]  Hillary worried about jihadists entering with refugees in private speech.
[00:30:08.214 --> 00:30:10.296]  I'm not loving it.
[00:30:10.296 --> 00:30:11.618]  Duh, we could have told you that.
[00:30:11.618 --> 00:30:16.004]  In a private 2000 speech, Hillary Clinton worried about the risk of jihadists entering Jordan.
[00:30:16.104 --> 00:30:19.907]  With legitimate refugees because they can't possibly vet all those refugees.
[00:30:19.907 --> 00:30:21.308]  Yeah, we know you can't vet them all.
[00:30:21.308 --> 00:30:27.394]  And yet, you want to allow 55,000 Syrians to come in annually unvetted.
[00:30:27.394 --> 00:30:40.225]  But you're going to go to this private luncheon and tell them that it's probably a bad idea to take in refugees because of the fact there could be some extremists that get in there and then come over here to America and possibly chop off our heads.
[00:30:40.225 --> 00:30:41.786]  We've been saying that since day one.
[00:30:41.906 --> 00:30:43.006]  We need to secure the border!
[00:30:43.006 --> 00:30:50.869]  We need someone like Donald Trump to come in here and make America great again, because the Clintons have done nothing but fail their entire political career, and I'm sick and tired of it.
[00:30:50.869 --> 00:30:55.370]  So November 8th, get your butt to the polls, go out there, vote, make America great again.
[00:30:55.370 --> 00:30:56.591]  Let's secure those borders.
[00:30:56.591 --> 00:30:59.632]  This has been Joe Biggs with InfoWars.com.
[00:30:59.932 --> 00:31:06.477]  We're selling a product, DNA Force, that is the very best nutraceutical that we can produce.
[00:31:06.477 --> 00:31:09.699]  Dr. Griff, you took years for you to develop DNA Force for us.
[00:31:09.699 --> 00:31:15.283]  It's been something that I've been working on for a long time, Alex, because I think it's very, very important.
[00:31:15.283 --> 00:31:21.407]  What the aging process is, is when the cell replicates, we lose a little bit of our telomeres.
[00:31:21.407 --> 00:31:24.690]  Telomeres are the little cups on the end of our chromosomes.
[00:31:24.690 --> 00:31:26.131]  And when it runs out, you start dying?
[00:31:26.331 --> 00:31:30.634]  We chose the PQQ because it has over 175 different clinical trials.
[00:31:30.634 --> 00:31:33.575]  It's one of the most effective substances in the world.
[00:31:33.575 --> 00:31:35.256]  It works like an antioxidant.
[00:31:35.256 --> 00:31:38.698]  It works to repair nerve growth factor.
[00:31:38.698 --> 00:31:41.300]  So this is a formula to deliver the maximum amount.
[00:31:41.300 --> 00:31:42.360]  It's in powder form.
[00:31:42.360 --> 00:31:45.062]  We have so many five-star reviews.
[00:31:45.062 --> 00:31:46.363]  I take this.
[00:31:46.363 --> 00:31:47.764]  This is the product that I take.
[00:31:47.764 --> 00:31:49.725]  InputWorksLife.com and the profit we make.
[00:31:50.545 --> 00:31:51.345]  We fight the Globals.
[00:31:51.345 --> 00:31:52.486]  We fight the New World Order.
[00:31:52.486 --> 00:31:58.168]  Secure your DNA Force today at InfoWarsLive.com or call toll-free 888-253-3139.
[00:31:58.168 --> 00:32:01.929]  Brain Force, it's completely different.
[00:32:01.929 --> 00:32:03.129]  Try a bottle of it.
[00:32:03.129 --> 00:32:04.730]  Rob Due joins us.
[00:32:04.730 --> 00:32:07.831]  You worked, I guess, like 20 plus hours.
[00:32:07.831 --> 00:32:08.911]  Tell us what Brain Force did.
[00:32:08.911 --> 00:32:09.911]  I'd been working all day.
[00:32:09.911 --> 00:32:12.372]  I took a couple hours off coaching basketball.
[00:32:12.372 --> 00:32:13.793]  I get in here at 830.
[00:32:13.793 --> 00:32:15.693]  I was kind of run down.
[00:32:15.693 --> 00:32:17.414]  You know, I just didn't feel like I was gonna make it.
[00:32:17.614 --> 00:32:19.515]  And I really wanted to do a good job on the interview.
[00:32:19.515 --> 00:32:21.337]  I got my bottle of Brain Force right there.
[00:32:21.337 --> 00:32:22.397]  I popped two of them.
[00:32:22.397 --> 00:32:26.460]  And about 20 minutes later, it's like everything just kind of clears up.
[00:32:26.460 --> 00:32:28.121]  It's got four and a half stars.
[00:32:28.121 --> 00:32:29.462]  People really love it.
[00:32:29.462 --> 00:32:30.063]  Read about it.
[00:32:30.063 --> 00:32:33.905]  Find out why third-party nutraceutical sites give it such high praise.
[00:32:33.905 --> 00:32:39.169]  Because it really does have the best organic-based systems that will blow your socks off.
[00:32:39.369 --> 00:32:43.392]  I haven't pulled an all-nighter like that in a while, but I probably could not have done it without BrainForce.
[00:32:43.392 --> 00:32:49.535]  I went home about 6.45 this morning, took three hours of sleep, got up, took two more BrainForce and came in.
[00:32:49.535 --> 00:32:55.559]  You will find BrainForce and other game-changing products at InfoWarsLife.com or call 888-253-3139.
[00:32:55.559 --> 00:32:56.340]  It's Wednesday, October 12, 2016.
[00:33:08.716 --> 00:33:12.737]  Only 26 days left in the final countdown.
[00:33:12.737 --> 00:33:15.298]  Election 2016.
[00:33:15.298 --> 00:33:18.019]  Americanism vs. Globalism.
[00:33:18.019 --> 00:33:20.120]  You're listening to the Alex Jones Show.
[00:33:20.120 --> 00:33:22.020]  Broadcasting from Austin, Texas.
[00:33:22.020 --> 00:33:24.981]  Worldwide.
[00:33:24.981 --> 00:33:27.042]  Now, we are not gonzo journalism.
