[00:00:07.332 --> 00:00:08.773]  9VoltLight.com.
[01:53:32.438 --> 01:53:39.821]  When's a good time to call and talk to you and try to look at some calendars and figure out when it's good, say, four or five months in the future to get you to Austin, Texas?
[01:53:39.821 --> 01:53:43.122]  Okay, well, tomorrow's fine, or Monday's fine.
[01:53:43.122 --> 01:53:45.704]  Okay, I'll call you tomorrow, because I'm going to be out of town a little bit next week.
[01:53:45.704 --> 01:53:47.964]  Jason Burns is going to be sitting in for a few days.
[01:53:47.964 --> 01:53:50.826]  But I will call you, what, in the evening?
[01:53:50.826 --> 01:53:52.226]  Yeah, that'd be great.
[01:53:52.226 --> 01:53:53.967]  Well, David, we really appreciate your time.
[01:53:53.967 --> 01:53:55.908]  DavidIke.com, folks, check it out there.
[01:53:55.908 --> 01:53:56.988]  Great materials.
[01:53:56.988 --> 01:53:59.109]  And we appreciate everything you're doing, David.
[01:53:59.109 --> 01:53:59.569]  Thanks, Alex.
[01:53:59.569 --> 01:54:00.450]  Same to you.
[01:54:00.450 --> 01:54:00.750]  You bet.
[01:54:00.750 --> 01:54:01.090]  Take care.
[01:54:02.051 --> 01:54:02.711]  Yeah, cheers.
[01:54:02.711 --> 01:54:08.435]  There goes David Icke from the United Kingdom joining us for the last hour and 40 minutes.
[01:54:08.435 --> 01:54:09.216]  Okay.
[01:54:09.216 --> 01:54:10.477]  What is the surprise today?
[01:54:10.477 --> 01:54:14.359]  Well, it's not Alex Jones' Tyranny Crusher 1.
[01:54:14.359 --> 01:54:17.201]  This was the first time we ever did an eBay item.
[01:54:17.201 --> 01:54:20.363]  And the reason we did it is because people are like, well, this megaphone's broken.
[01:54:20.363 --> 01:54:21.104]  We bought a new one.
[01:54:21.104 --> 01:54:22.364]  You've had this one for all these years.
[01:54:22.364 --> 01:54:24.926]  It's in the movie, A Scanner Darkly, that they rotoscoped.
[01:54:24.926 --> 01:54:26.127]  That's really me and the bullhorn in there.
[01:54:26.127 --> 01:54:28.088]  We're going to play a clip of that in a moment.
[01:54:30.583 --> 01:54:32.884]  This is the surprise, surprise coming up in a minute.
[01:54:32.884 --> 01:54:35.524]  Tyranny Crusher 1, you know, should we get it fixed?
[01:54:35.524 --> 01:54:38.005]  Like a $125 megaphone, or should we sell it?
[01:54:38.005 --> 01:54:39.386]  And obviously it's a fundraiser.
[01:54:39.386 --> 01:54:44.187]  We're not saying the megaphone, just as a megaphone, is worth $3,500.
[01:54:44.187 --> 01:54:46.468]  I think it's the latest bid on there for it.
[01:54:46.468 --> 01:54:47.188]  We opened it up at $1,500.
[01:54:47.188 --> 01:54:52.669]  There is Tyranny Crusher 1 on the PrisonPlanet.tv screen.
[01:54:52.669 --> 01:54:57.871]  This is, and then I saw disinfo shills on the comments on that article going, how dare you try to make money?
[01:54:58.576 --> 01:55:09.847]  Again, when the establishment taxes our money and uses it against us, I'm not supposed to try to fund things so I have a good mic to get the voice out there well, to give you a good, you know, show of information, to have these guests on, to have a producer to schedule it.
[01:55:09.847 --> 01:55:11.668]  I mean, it's asinine.
[01:55:11.668 --> 01:55:16.293]  And so because the establishment's criticizing me for trying to fund this operation,
[01:55:17.609 --> 01:55:20.891]  Which is like a pea shooter against their propaganda, but having a great effect.
[01:55:20.891 --> 01:55:21.752]  You know what?
[01:55:21.752 --> 01:55:24.934]  Just because of you establishment, folks, go ahead and send me checks.
[01:55:24.934 --> 01:55:28.157]  You want to donate $100, $1,000, $5, whatever.
[01:55:28.157 --> 01:55:32.219]  You have my word that 95% of that money that comes in here will be used.
[01:55:32.219 --> 01:55:38.284]  The other 5% for me to live and wear this on TV so it goes across well to folks and all the rest of it.
[01:55:38.284 --> 01:55:40.065]  Because it's my whole passion.
[01:55:40.789 --> 01:55:46.272]  As if we can't have a political or sociological passion and then fund our operation, or we can't sell our books.
[01:55:46.272 --> 01:55:53.015]  But everybody else in the establishment, they can sell their books and get $10 million a year to read off a teleprompter on the nightly news.
[01:55:53.015 --> 01:55:55.056]  There's no teleprompter here, ladies and gentlemen.
[01:55:55.056 --> 01:56:00.319]  This is my heart and soul, and my intellect, and my research, and the guests we bring you here, and all the people we build up.
[01:56:00.319 --> 01:56:02.420]  So, you know what?
[01:56:02.420 --> 01:56:03.721]  I want to see $50,000 bid for Tyranny Crusher 1.
[01:56:06.363 --> 01:56:08.504]  I mean, I know we got some big donors out there.
[01:56:08.504 --> 01:56:13.787]  I mean, you know what, because we're going to use... In fact, I'll use 100% of Tyranny Crusher 1's money.
[01:56:13.787 --> 01:56:19.571]  100% of Tyranny Crusher 1's money, because we spent over 100 grand on this little studio, and folks, that's cheap.
[01:56:19.571 --> 01:56:20.932]  They're like, well, that's expensive.
[01:56:20.932 --> 01:56:23.393]  We have the cheapest switcher they make that's new.
[01:56:23.393 --> 01:56:25.054]  20-something grand, you know, and the cameras and all of it.
[01:56:25.763 --> 01:56:27.685]  We're trying to really develop and expand this.
[01:56:27.685 --> 01:56:29.946]  It's having a huge effect now with just this new look.
[01:56:29.946 --> 01:56:31.327]  It's not even that fancy.
[01:56:31.327 --> 01:56:36.411]  Instead of the videos on YouTube, each one every day, getting 10,000 views a day, it's like 60, 70, 100,000 views per video.
[01:56:36.411 --> 01:56:38.192]  I mean, it's getting crazy.
[01:56:38.192 --> 01:56:39.713]  All because of presentation.
[01:56:39.713 --> 01:56:51.302]  I'm going to have professional lighting people and folks come in with just a basic two-camera shoot for a news program separate from this, but I looked at the books, even after the money bomb, and moving into this new office, we don't even have the money for that.
[01:56:52.052 --> 01:56:53.613]  So, it comes down to that.
[01:56:53.613 --> 01:57:02.980]  So, all those COINTELPRO that are so angry, or people that are just jealous of the work we're doing, don't understand this is life and death, go in there and let's bid Tyranny Crusher 1 up all the way.
[01:57:04.471 --> 01:57:10.056]  Let's get it done, ladies and gentlemen, because this is a fundraiser for free speech and what we're doing here.
[01:57:10.056 --> 01:57:11.377]  Let's see how high it'll go.
[01:57:11.377 --> 01:57:12.678]  It closes out next Wednesday.
[01:57:12.678 --> 01:57:19.424]  Let's go ahead and play a clip from Scanner Darkly where you see Tyranny Crusher 1 and Alex Jones.
[01:57:19.424 --> 01:57:24.929]  When we post this video, people put links up saying I'm making it up, I'm not even in Scanner Darkly or Waking Life.
[01:57:24.929 --> 01:57:28.932]  Folks, that's COINTELPRO on the site saying I wasn't in Scanner Darkly.
[01:57:28.932 --> 01:57:31.194]  I don't talk about it that much, so I guess they just can't believe it.
[01:57:32.134 --> 01:57:42.458]  Uh, or that a film I'm in this year is the top selection at South by Southwest, but I'll... I'll leave that as a side issue.
[01:57:42.458 --> 01:57:45.960]  Uh, and coming up at, uh, what's the one up in, uh, Utah?
[01:57:45.960 --> 01:57:46.900]  That big one.
[01:57:46.900 --> 01:57:47.380]  Side issue.
[01:57:47.380 --> 01:57:49.961]  The point is we're having huge effects, and that's what we should.
[01:57:49.961 --> 01:57:51.062]  We should be ready for success.
[01:57:51.062 --> 01:57:52.162]  We should be ready for victory.
[01:57:52.162 --> 01:57:53.663]  Let's go ahead and play this clip from A Scanner Darkly.
[01:57:54.494 --> 01:57:56.855]  Where did Substance D come from?
[01:57:56.855 --> 01:57:58.456]  Why can't we stop it?
[01:57:58.456 --> 01:58:03.978]  The bigger this war gets, the more freedoms we lose, the more Substance D is on our streets!
[01:58:14.921 --> 01:58:19.024]  Hi, this is Ted Anderson introducing a new way to listen to GCN on your cell phone.
[01:58:19.024 --> 01:58:25.029]  If you own a smartphone like Blackberry, iPhone, or Arnold G1, there's a free application called Flycast.
[01:58:25.029 --> 01:58:31.093]  Simply download, install, and within minutes you'll be listening to your favorite GCN shows from the convenience of your phone.
[01:58:31.093 --> 01:58:36.437]  Go to GCNlive.com, download the Flycast application, and begin listening in a whole new way.
[01:58:36.437 --> 01:58:39.059]  The place to go to is GCNlive.com.
[01:58:39.059 --> 01:58:42.562]  Again, that's GCNlive.com, application, Flycast.
[01:58:43.942 --> 01:58:47.705]  Are taxes, food, energy, housing, medical, forcing Americans into poverty?
[01:58:47.705 --> 01:58:53.729]  Is free enterprise flawed, or is our monetary system forcing us into perpetual debt, ensuring inflation and higher taxes?
[01:58:53.729 --> 01:58:56.270]  The answers are in Griffin's book, The Creature from Jekyll Island.
[01:58:56.270 --> 01:58:59.873]  Ron Paul states, it's what every American needs to know about the Fed and central banking.
[01:58:59.873 --> 01:59:01.454]  Hi, Ted Anderson, I will give a U.S.
[01:59:01.454 --> 01:59:03.515]  silver dollar to everyone who purchases this book.
[01:59:03.515 --> 01:59:06.077]  Call 800-686-2237.
[01:59:06.077 --> 01:59:07.978]  It's critical to be made aware of the system.
[01:59:07.978 --> 01:59:08.879]  Get your copy today, 800-686-2237.
[01:59:08.879 --> 01:59:09.059]  That's 800-686-2237.
[01:59:14.202 --> 01:59:15.884]  Alex Jones here with a question.
[01:59:15.884 --> 01:59:17.625]  What does humidity mean to you?
[01:59:17.625 --> 01:59:20.308]  Most people think of hot and sticky summer days.
[01:59:20.308 --> 01:59:25.453]  But many people are beginning to realize that humidity can be a valuable source of pure drinking water.
[01:59:25.453 --> 01:59:28.636]  That's why I'd like you to visit acolablue.com.
[01:59:28.636 --> 01:59:32.139]  Acolablue is a state-of-the-art atmospheric water generator.
[01:59:32.532 --> 01:59:45.085]  Producing purified drinking water from the humidity in the air using reverse osmosis and a five-stage carbon and UV light filtration system which produces great tasting water at an unbeatable price.
[01:59:45.085 --> 01:59:47.407]  Finally, drinking water that you control.
[01:59:47.407 --> 01:59:48.829]  I use one every day.
[01:59:48.829 --> 01:59:54.514]  Say goodbye to expensive water delivery services and storing five-gallon bottles of water in your home.
[01:59:54.514 --> 02:00:00.060]  The Ecola Blue 28 is shipped right to your home ready to make close to seven gallons a day right out of the
