[00:00.000 --> 00:11.000]  Defending the Republic from enemies, foreign, and domestic, it's Alex Jones.
[36:02.000 --> 36:19.000]  Oh, sorry, approved two days later. Imagine the evil of George Soros betting against the economy and trying to drive it down. These other globalists. And then when we talk about it, they turn that around into snake oil.
[36:19.000 --> 36:31.000]  But I don't even sell hydroxychloroquine. It's a drug. But what did I tell you two weeks ago? Doctors, it's now coming out. Before it was approved, we're giving people quinine,
[36:31.000 --> 36:41.000]  which is what they put in the drug. That's called a tonic. Again, none of these are 100% a cure or any of this. No one ever said that.
[36:41.000 --> 36:48.000]  But it's like, if you don't have vitamin C, you die. If you don't have Zink, you die. And that's how crazy these globalists have gotten. But they're failing.
[36:48.000 --> 37:00.000]  Notice now, despite that, people are learning. Just as Mike Adams said when he was on a few days ago, he said the good news is if Trump just promotes Z-Pak and hydroxychloroquine and Zink,
[37:00.000 --> 37:08.000]  like the medical doctors are saying all over the world, China, Europe, Mexico, everywhere, incredible recovery rates. But I think of it.
[37:08.000 --> 37:16.000]  The doctors we've had some on are trying to get it. And the FDA is blocking it. It's all being hoarded by government.
[37:16.000 --> 37:24.000]  And corporations, it's insane. We're going to go to Mike Adams here, naturalnews.com, Alan Jones, them fours.com.
[37:24.000 --> 37:30.000]  But remember and never forget how wicked the Democrats are. The Governor Cuomo and all these other governors said in the last two weeks,
[37:30.000 --> 37:41.000]  we'll take your license or arrest you if you, they were banning tweets of Laura Ingram and Balasaro this week because he said hydroxychloroquine is 90% effective in studies.
[37:41.000 --> 37:47.000]  That's in the damn news. A president can't read a news article out of Europe.
[37:47.000 --> 37:59.000]  So how big tech is censoring during this is a whole other story. But the reason Mike Adams joins us, he'll get into solutions a lot of know in the fourth hour that he's hosting, is Trump coming out.
[37:59.000 --> 38:07.000]  And let's just play that clip again as we go to Mike Adams here. Trump says prepare for hard days ahead. Here's what the president had to say.
[38:07.000 --> 38:19.000]  We're at war with a deadly virus. Success in this fight will require the full absolute measure of our collective strength, love and devotion. Very important.
[38:19.000 --> 38:29.000]  Each of us has the power through our own choices and actions to save American lives and rescue the most vulnerable among us.
[38:29.000 --> 38:38.000]  That's why we really have to do what we all know is right. I want every American to be prepared for the hard days that lie ahead.
[38:38.000 --> 38:49.000]  We're going to go through a very tough two weeks. And then hopefully, as the experts are predicting, as I think a lot of us are predicting after having studied it so hard,
[38:49.000 --> 38:56.000]  you're going to start seeing some real light at the end of the tunnel, but this is going to be a very painful, very, very painful two weeks.
[38:56.000 --> 39:04.000]  Okay, so a month ago they were talking about 80,000. Your original projection was at 80,000 five weeks ago before that.
[39:04.000 --> 39:11.000]  Then they went to 100 to 200,000. Now they're at 250. Mike, give us the latest and why they're starting to up the numbers after lowering them before.
[39:11.000 --> 39:20.000]  Well, they're following the mathematics of where this goes. And my projections are currently between 45 and 90,000 deaths by the end of July.
[39:20.000 --> 39:27.000]  The White House is currently estimating 100,000 to 240,000. But look, Alex, the solution is right in front of us.
[39:27.000 --> 39:35.000]  The solution I am convinced now is more masks, more zinc for everybody, vitamin D3, and more testing.
[39:35.000 --> 39:42.000]  I believe with those four elements in place, I mean nationwide emergency production of zinc and give it out for free to everybody.
[39:42.000 --> 39:50.000]  Flood the country with zinc, with proper recommendations for proper dosing. I think we could get America back to work by the end of April.
[39:50.000 --> 39:52.000]  I think we could end the lockdowns. And if we don't...
[39:52.000 --> 40:00.000]  Well, that's the problem is they don't teach, as you know, medical doctors with degrees more than a few weeks on nutrition.
[40:00.000 --> 40:05.000]  I've talked a lot of nutritionists. I'm getting different numbers, but I've talked to a few medical doctors and they tell me they're looking into it too.
[40:05.000 --> 40:10.000]  But a lot of doctors are saying 250 milligrams if you already have it daily, which over time could be toxic for the kidneys.
[40:10.000 --> 40:14.000]  But they say a lot of other people say, well, maybe take 50 to 100 milligrams a day. What are you doing?
[40:14.000 --> 40:21.000]  25. I'm just doing 25 milligrams a day and eating healthy foods. And I think that's all you need, really.
[40:21.000 --> 40:25.000]  I mean, maybe people who are deficient could take more, but most people are getting almost zero.
[40:25.000 --> 40:28.000]  And so there's a chronic zinc deficiency in our population.
[40:28.000 --> 40:38.000]  And I think really this COVID-19 disease is really a chronic zinc deficiency disease that is exploited by a virus which otherwise would not be very harmful to people
[40:38.000 --> 40:44.000]  if they had sufficient levels of zinc and vitamin D3, which also protects the respiratory system against tuberculosis, for example.
[40:44.000 --> 40:53.000]  So this is really, if Trump does not tell America to turn to nutrition here, we're going to have lockdowns and then the lockdowns will end.
[40:53.000 --> 40:58.000]  And then we'll have a second wave of lockdowns and then a third wave of lockdowns all the way up to the vaccine.
[40:58.000 --> 41:03.000]  And then what if the vaccine fails because it's the wrong strain? We're going to end up getting murdered.
[41:03.000 --> 41:11.000]  Our country, our economy is going to get murdered. Our people are going to die by the hundreds of thousands if we wait on Big Pharma to rescue us with a failed vaccine.
[41:11.000 --> 41:18.000]  We need to use what we have right now, which includes hydroxychloroquine and zinc and vitamin D3 and masks.
[41:18.000 --> 41:26.000]  And by the way, Mike, notice how hysterical the mainstream media has been for three weeks attacking presidents, Fox News hosts, myself, you, everybody.
[41:26.000 --> 41:31.000]  If we just go, oh, look, because folks that don't know, I have the zinc right here from the NIH.
[41:31.000 --> 41:39.000]  If you don't have it, you'll die. It says it has for cell function and it says it's the most critical for your health and autoimmune to stop viruses.
[41:39.000 --> 41:47.000]  It says it on the damn NIH, but then media matters and sorrows are literally going after anyone that says zinc. These people are monsters.
[41:47.000 --> 41:56.000]  And the CDC wants more people to die. That's very clear. The CDC continues to say that masks don't work and the WHO says masks don't work.
[41:56.000 --> 42:02.000]  Look, masks do work, but masks by themselves are not quite enough. You need a population that's got better nutrition.
[42:02.000 --> 42:09.000]  You need to solve about two key nutritional deficiencies in the population. Then you could end the lockdown.
[42:09.000 --> 42:10.000]  Everybody can get back to work.
[42:10.000 --> 42:16.000]  For people that don't know, folks, it's called essential. You don't have zinc, you die in about four or five months.
[42:16.000 --> 42:20.000]  Okay, I've looked the numbers up. Same thing with vitamin C. It's called scurvy.
[42:20.000 --> 42:24.000]  Okay, and scurvy's made a comeback because some people don't get any real vitamin C.
[42:24.000 --> 42:29.000]  Mike Adams is our gasnaturalnews.com. He'll be covering all this in detail without me interrupting.
[42:29.000 --> 42:33.000]  In the fourth hour today, believe me, you want to tune into that. And we're going to look at this.
[42:33.000 --> 42:38.000]  But more and more, the medical doctors are going, yeah, people are zinc deficient, vitamin D deficient.
[42:38.000 --> 42:43.000]  And folks, you don't need to spend anything on that. The sun's out. Go out and get sun.
