[00:00.000 --> 00:24.000]  Crashing through the lies and disinformation, it's Alex Jones on the GCN radio network.
[01:42:50.560 --> 01:42:53.480]  The problem is, they're going to go with the socialists because that's who brought them
[01:42:53.480 --> 01:42:54.480]  in.
[01:42:54.480 --> 01:42:55.480]  So that's why I'm against it.
[01:42:55.480 --> 01:42:56.480]  It's a weapon system.
[01:42:56.480 --> 01:43:00.520]  When cells become toxic, they die early and aging sets in.
[01:43:00.520 --> 01:43:05.760]  No one has put together a formula that focuses directly on brain health, nerve growth factors,
[01:43:05.760 --> 01:43:08.920]  and optimizing your cellular energy at the same time.
[01:43:08.920 --> 01:43:14.200]  Just one of the key compounds, BiopQQ, is backed by major clinical studies.
[01:43:14.200 --> 01:43:16.720]  You want the best that's out there at the lowest price anywhere?
[01:43:16.720 --> 01:43:18.800]  We now have the synergistic solution.
[01:43:18.800 --> 01:43:45.520]  Secure your DNA force today at infowarslife.com or call toll-free 888-253-3139.
[01:43:45.520 --> 01:43:50.080]  You can find more details on this amazing new filter and free shipping at infowarsstore.com
[01:43:50.080 --> 01:43:56.520]  or call 888-253-3139 to order your ProMax shower filter from ProPure today.
[01:43:56.520 --> 01:43:57.520]  Hey, everyone.
[01:43:57.520 --> 01:44:01.360]  Pharmacist Ben Fuchs here, host of The Bright Side, and as many of you know, I'm on a mission
[01:44:01.360 --> 01:44:03.640]  to help Americans get and stay healthy.
[01:44:03.640 --> 01:44:05.920]  You've all heard the shocking statistics.
[01:44:05.920 --> 01:44:10.520]  Despite spending trillions of dollars in healthcare, nearly $10,000 per man, woman, and child in
[01:44:10.520 --> 01:44:16.000]  this country, obesity, diabetes, cancer, heart disease, and autoimmune illnesses are rampant.
[01:44:16.000 --> 01:44:19.280]  One out of three or four people is dealing with some kind of health challenge, and everyone
[01:44:19.280 --> 01:44:21.880]  knows at least one person with a degenerative disease.
[01:44:21.880 --> 01:44:25.120]  If you are dealing with a health challenge, or if you're healthy and want to maintain
[01:44:25.120 --> 01:44:29.080]  your vigor and longevity, and you're looking for a convenient, easy way to incorporate
[01:44:29.080 --> 01:44:33.640]  nutritional raw materials into your day-to-day lives to guarantee that your body is getting
[01:44:33.640 --> 01:44:37.800]  the fundamental nutrients, the 90 essential vitamins, minerals, fats, and amino acids
[01:44:37.800 --> 01:44:39.760]  that needs to do its healing work.
[01:44:39.760 --> 01:44:43.320]  You need to check out infowarsteam.com.
[01:44:43.320 --> 01:44:45.160]  Give your body the gift of good nutrition.
[01:44:45.160 --> 01:44:47.640]  Head over to infowarsteam.com.
[01:44:47.640 --> 01:44:49.480]  Your body will be very grateful.
[01:44:49.480 --> 01:44:52.640]  On the web at infowarsteam.com.
[01:44:52.640 --> 01:44:57.760]  That's infowarsteam.com.
[01:44:57.760 --> 01:45:02.200]  Your liver can be full of fatty deposits, built up toxins, and even dangerous objects known
[01:45:02.200 --> 01:45:03.400]  as liver stones.
[01:45:03.400 --> 01:45:08.240]  We worked with the top developers in the field of detox to take tried and true herbs
[01:45:08.240 --> 01:45:13.120]  and other compounds, known to safely cleanse the liver, and fuse it with the latest research
[01:45:13.120 --> 01:45:17.640]  and technological development on concentrating these ingredients to give you the maximum
[01:45:17.640 --> 01:45:18.640]  effect.
[01:45:18.640 --> 01:45:22.560]  Livershield is the only liver support product in the market that uses a patented, spy-gir-rex
[01:45:22.560 --> 01:45:26.120]  blend of powerful organic herbs that support detoxification.
[01:45:26.120 --> 01:45:30.400]  And when you visit infowarsteam.com, see the instructional video on how to do a six-day
[01:45:30.400 --> 01:45:31.400]  liver detox.
[01:45:31.400 --> 01:45:35.160]  This isn't a game, and let me tell you, the results are dramatic.
[01:45:35.160 --> 01:45:39.400]  Livershield is totally organic and made of the safest high-quality herbs.
[01:45:39.400 --> 01:45:43.640]  But that said, you need to consult your physician before you do the full detox.
[01:45:43.640 --> 01:45:47.720]  Livershield can also be used daily by itself for overall upkeep at liver.
[01:45:47.720 --> 01:45:52.920]  Secure your liver shield today exclusively at infowarsteam.com for the lowest price available.
[01:45:52.920 --> 01:45:58.760]  That's infowarsteam.com, or call 888-253-3139.
[01:45:58.760 --> 01:46:02.520]  Thousands of years ago, there was a basic form of chivalry.
[01:46:02.520 --> 01:46:07.400]  Our ancestors would hear the drums of war, giving the warriors of the tribe a chance
[01:46:07.400 --> 01:46:10.240]  to organize and prepare a defense.
[01:46:10.240 --> 01:46:16.480]  Sixty years ago, when foreign air forces were approaching filled with bombs, they had drums
[01:46:16.480 --> 01:46:19.000]  of their own, air raid sirens.
[01:46:19.000 --> 01:46:23.440]  But in the 21st century, there were silent weapons for quiet war.
[01:46:23.440 --> 01:46:27.960]  Pathogens added to the food and water, and to the lining of plastics that destroy our
[01:46:27.960 --> 01:46:33.000]  vitality, turn off our hormones, and accelerate our journey towards death.
[01:46:33.000 --> 01:46:36.400]  I personally counter this onslaught with Anthroplex.
[01:46:36.400 --> 01:46:44.440]  Anthroplex is designed with known, organic, concentrated herbs to create the basic foundation
[01:46:44.440 --> 01:46:47.720]  to normal metabolic activity inside the human body.
[01:46:47.720 --> 01:46:50.640]  Discover why Anthroplex has turned so many heads today.
[01:46:50.640 --> 01:46:55.520]  It's time for us to take our bodies back into our own hands, and it starts at infowarsteam.com
[01:46:55.520 --> 01:47:01.800]  with Anthroplex.
[01:47:01.800 --> 01:47:17.800]  You're listening to the Alex Jones Show.
[01:47:17.800 --> 01:47:45.040]  What separates us from the global of social engineers is that we celebrate humanity.
[01:47:45.040 --> 01:47:49.640]  We celebrate the animating contest of freedom.
[01:47:49.640 --> 01:47:53.920]  Everything the system is about is about ending that, and telling you you're bad, telling
[01:47:53.920 --> 01:47:59.280]  you you're ugly, unless you buy into their hive, collective, and do what they say, then
[01:47:59.280 --> 01:48:02.600]  you'll be rewarded.
[01:48:02.600 --> 01:48:08.760]  Know my friends, we fundamentally know that's a fraud, and that system is coming to an end.
[01:48:08.760 --> 01:48:13.840]  We've got six or seven callers here left, and I want to get to Bill, Kevin, Prophet
[01:48:13.840 --> 01:48:15.680]  Black, Chris, and Laurel.
[01:48:15.680 --> 01:48:17.560]  Let's go to each of them right now.
[01:48:17.560 --> 01:48:19.280]  Bill in Illinois, you're on the air.
[01:48:19.280 --> 01:48:20.280]  Thanks for calling.
[01:48:20.280 --> 01:48:21.280]  Hey, thanks, Alex.
[01:48:21.280 --> 01:48:24.440]  Just want to make a quick comment here.
[01:48:24.440 --> 01:48:30.400]  The debate last Saturday night where with Trump and Jeb Bush, when he was saying he lied
[01:48:30.400 --> 01:48:36.040]  about the Iraq war, 9-11, all that stuff, that was as shocking a debate, and I compare
[01:48:36.040 --> 01:48:37.200]  it to one other debate.
[01:48:37.200 --> 01:48:39.400]  Do you know which one I'm talking about?
[01:48:39.400 --> 01:48:40.400]  Here's Morgan.
[01:48:40.400 --> 01:48:41.400]  Here's Morgan.
[01:48:41.400 --> 01:48:42.400]  Yes.
[01:48:42.400 --> 01:48:44.880]  To me, those are very comparable debates.
[01:48:44.880 --> 01:48:45.880]  No, that's it.
[01:48:45.880 --> 01:48:48.000]  Like, I'm not playing by your rules.
[01:48:48.000 --> 01:48:49.000]  You're a fraud.
[01:48:49.000 --> 01:48:55.960]  How dare you say I'm a cuck when the Congress admits that Saudi Arabia ran the attacks.
[01:48:55.960 --> 01:48:57.680]  I'm not bad for reporting facts.
[01:48:57.680 --> 01:48:58.680]  Shut up.
[01:48:58.680 --> 01:48:59.680]  I'm done.
[01:48:59.680 --> 01:49:00.680]  I don't care if you act like it.
[01:49:00.680 --> 01:49:04.880]  And they had everybody booing, and everybody paid to do it, and it blew up in their face.
[01:49:04.880 --> 01:49:05.880]  That's the whole point.
[01:49:05.880 --> 01:49:06.880]  Exactly.
[01:49:06.880 --> 01:49:11.080]  It's time to just overturn the chessboard and say it's a fraud, we're done playing
[01:49:11.080 --> 01:49:12.080]  games.
[01:49:12.080 --> 01:49:16.160]  Let me tell you, the elite is shaking in their boots.
[01:49:16.160 --> 01:49:21.280]  They are literally urinating in their pants right now, so I ask you, what do you think
[01:49:21.280 --> 01:49:26.480]  they're going to pull next to get out of this?
[01:49:26.480 --> 01:49:28.160]  Like you say, it's going to be a false flake.
[01:49:28.160 --> 01:49:32.600]  ISIS is going to be a false flake somewhere, that's my opinion.
[01:49:32.600 --> 01:49:35.880]  And they'll be heroes because they brought ISIS into attack us.
[01:49:35.880 --> 01:49:39.040]  No one in the media will ask, why'd you bring them in and then let them attack us?
[01:49:39.040 --> 01:49:44.840]  You're heroes because they blew up a building and you took the conservatives rights away
[01:49:44.840 --> 01:49:46.240]  and arrested them.
[01:49:46.240 --> 01:49:50.640]  You banned free speech like Europe because you brought the Muslims in and you're a hero.
[01:49:50.640 --> 01:49:56.000]  Notice how they've suspended common sense, where Haland and Merkel are called heroes
[01:49:56.000 --> 01:50:00.440]  because they brought in millions of people that are shooting, murdering, and raping.
[01:50:00.440 --> 01:50:04.280]  I mean, how weird is that?
[01:50:04.280 --> 01:50:11.080]  The problem I have is there's still some people that don't believe that Trump should
[01:50:11.080 --> 01:50:13.080]  have called Bush a liar the other night.
[01:50:13.080 --> 01:50:18.120]  And there's a big group of people out there like that out there, that's what scares me.
[01:50:18.120 --> 01:50:24.680]  Yeah, and they're called dumbasses, excuse my French, and they're called idiots, and
[01:50:24.680 --> 01:50:26.220]  they're called camp followers.
[01:50:26.220 --> 01:50:31.160]  They think whoever the establishment person is, if they kiss that ring, they're part
[01:50:31.160 --> 01:50:34.080]  of the in-group when they're nothing but idiots.
[01:50:34.080 --> 01:50:36.960]  They're like folks that believe the Nigerian emails.
[01:50:36.960 --> 01:50:42.680]  I just got a Nigerian text message yesterday about Prince Boo Boo wants to give me a million
[01:50:42.680 --> 01:50:44.080]  dollars and I give him $5,000.
[01:50:44.080 --> 01:50:48.680]  And then you tell people, you know, hey, don't give Prince Boo Boo money.
[01:50:48.680 --> 01:50:49.680]  You'll never get it back.
[01:50:49.680 --> 01:50:50.680]  They go, shut up.
[01:50:50.680 --> 01:50:51.680]  You're jealous.
[01:50:51.680 --> 01:50:55.520]  I finally hit the big time and Prince Boo Boo wants me if they're like lottery ticket
[01:50:55.520 --> 01:51:02.280]  buyers, these Bernie and Hillary and Jeb Bush supporters, they're idiots and they make
[01:51:02.280 --> 01:51:03.280]  me sick.
[01:51:03.280 --> 01:51:04.280]  That's your brother.
[01:51:04.280 --> 01:51:07.560]  Let's go ahead and talk to Kevin in Wisconsin.
[01:51:07.560 --> 01:51:08.560]  You're on the air.
[01:51:08.560 --> 01:51:09.560]  Go ahead.
[01:51:09.560 --> 01:51:10.560]  Hello, Eric.
[01:51:10.560 --> 01:51:11.560]  Alex.
[01:51:11.560 --> 01:51:12.560]  Yes, sir.
[01:51:12.560 --> 01:51:13.560]  Welcome.
[01:51:13.560 --> 01:51:17.520]  I want to tell you I'm 1776 all the way.
[01:51:17.520 --> 01:51:21.080]  And my question is about China and Russia.
[01:51:21.080 --> 01:51:28.560]  Now we understand that there may be a world war started in the Middle East, but are they
[01:51:28.560 --> 01:51:32.280]  in on it or is it us pushing our agenda?
[01:51:32.280 --> 01:51:34.680]  You know, Russia is an oligarchy.
[01:51:34.680 --> 01:51:37.040]  It's run by corrupt combines.
[01:51:37.040 --> 01:51:41.080]  The public for a thousand years was under basically royal families.
[01:51:41.080 --> 01:51:44.560]  It was invaded by the Muslims, the Huns, everybody else.
[01:51:44.560 --> 01:51:52.400]  Russia is very rough, very tough, very primitive because it's been attacked so much.
[01:51:52.400 --> 01:51:58.080]  And our government, our government put the communists in there to wreck that country
[01:51:58.080 --> 01:52:02.280]  and enslave those people and kill 30, 40 percent of their population and tend to take them
[01:52:02.280 --> 01:52:03.280]  down.
[01:52:03.280 --> 01:52:05.320]  The British Empire did, but the U.S. government was involved as well.
[01:52:05.320 --> 01:52:06.640]  It's a great crime.
[01:52:06.640 --> 01:52:08.840]  And now the Russians have thrown the globalist out.
[01:52:08.840 --> 01:52:10.080]  They've kicked the oligarchs out.
[01:52:10.080 --> 01:52:13.640]  They've arrested the Rothschild front people that's come out in court.
[01:52:13.640 --> 01:52:18.880]  And so now Russia is under full attack and is trying to implement anti-globalist operations.
[01:52:18.880 --> 01:52:22.200]  They are actually getting rid of socialism, collectivism.
[01:52:22.200 --> 01:52:24.040]  They hate communism.
[01:52:24.040 --> 01:52:28.400]  It's a right-wing propaganda lie in America that Russia is secretly still communist.
[01:52:28.400 --> 01:52:29.640]  It's not true.
[01:52:29.640 --> 01:52:37.080]  Russia is on its knees bleeding to death, trying to stand up and bound the wounds.
[01:52:37.080 --> 01:52:39.080]  Russia's dying just like we are.
[01:52:39.080 --> 01:52:44.280]  And Russia, unlike any other European country or Japan, is trying to survive.
[01:52:44.280 --> 01:52:50.120]  And so Russia's putting up a fight in the face of just absolute pure evil.
[01:52:50.120 --> 01:52:55.600]  So if Trump wins, it's a good thing because he wants to work with Putin.
[01:52:55.600 --> 01:52:59.040]  Yeah, and that's because Trump is not fundamentally evil.
[01:52:59.040 --> 01:53:03.000]  Trump goes with common sense that we're not going to back ISIS to kill a bunch of Christians
[01:53:03.000 --> 01:53:04.000]  in Syria.
[01:53:04.000 --> 01:53:05.920]  We're not going to have a war with Russia for no reason.
[01:53:05.920 --> 01:53:07.160]  Trump wants to build things.
[01:53:07.160 --> 01:53:08.160]  He's not perfect.
[01:53:08.160 --> 01:53:13.320]  But he wants jobs and prosperity and helicopters and money and spaceships and humans.
[01:53:13.320 --> 01:53:14.320]  Humans are first.
[01:53:14.320 --> 01:53:15.840]  The globalists hate humans.
[01:53:15.840 --> 01:53:17.360]  They want world government.
[01:53:17.360 --> 01:53:18.560]  They think they're God.
[01:53:18.560 --> 01:53:19.560]  They're psychopaths.
[01:53:19.560 --> 01:53:24.120]  They want to deform us and jack with the food and mutate everything.
[01:53:24.120 --> 01:53:26.400]  Russia's banned GMO.
[01:53:26.400 --> 01:53:28.280]  You tune into Russian TV now.
[01:53:28.280 --> 01:53:31.760]  It's like I'm hosting it and it's not that I'm something special.
[01:53:31.760 --> 01:53:34.680]  I'm just human resistance.
[01:53:34.680 --> 01:53:37.320]  I'm someone smart enough to study it and decide to resist it.
[01:53:37.320 --> 01:53:38.320]  I love people.
[01:53:38.320 --> 01:53:40.200]  I love my kids.
[01:53:40.200 --> 01:53:43.520]  I love people in Japan and people in Mexico and people in Russia.
[01:53:43.520 --> 01:53:44.680]  I love people all over the world.
[01:53:44.680 --> 01:53:45.680]  I hate tyrants.
[01:53:45.680 --> 01:53:46.680]  I hate psychopaths.
[01:53:46.680 --> 01:53:51.560]  And the reason I get tears in my eyes, I think about this is because I have so much energy
[01:53:51.560 --> 01:53:52.920]  to assault the enemy.
[01:53:52.920 --> 01:53:55.280]  I want to tear them, limb from limb.
[01:53:55.280 --> 01:53:56.480]  I want to meet them.
[01:53:56.480 --> 01:53:57.640]  I'm sick of them.
[01:53:57.640 --> 01:53:59.000]  I'm ready to fight them.
[01:53:59.000 --> 01:54:00.720]  I'm ready to stand against them.
[01:54:00.720 --> 01:54:02.240]  I believe in humanity.
[01:54:02.240 --> 01:54:05.320]  I'm not a parasite that gets off on dumbing people down.
[01:54:05.320 --> 01:54:07.560]  I'm not a parasite that wants to hurt people.
[01:54:07.560 --> 01:54:11.920]  I want to crush the enemy and I will crush the enemy and you have to crush the enemy
[01:54:11.920 --> 01:54:16.560]  and we will crush them and then we'll stop fighting over resources like we always had
[01:54:16.560 --> 01:54:19.600]  to do before because humanity is transcending that.
[01:54:19.600 --> 01:54:25.960]  We have the resources and the ideas to do anything once we decide to do it.
[01:54:25.960 --> 01:54:29.880]  There is no limit to what we're about to inherit, but we have to take God's promise
[01:54:29.880 --> 01:54:31.160]  and take that in our hands.
[01:54:31.160 --> 01:54:32.160]  God bless you.
[01:54:32.160 --> 01:54:33.240]  I appreciate your call.
[01:54:33.240 --> 01:54:37.040]  And the reason I'm like this now is because everything is aligning.
[01:54:37.040 --> 01:54:38.960]  Evil is coming out of the pit of hell.
[01:54:38.960 --> 01:54:40.520]  Good is rising up against it.
[01:54:40.520 --> 01:54:43.400]  We are in the most epic time in human history right now.
[01:54:43.400 --> 01:54:45.360]  Things are going to get insane.
[01:54:45.360 --> 01:54:51.120]  And I know full well Obama went for two minutes to Scalia's funeral to pray like a buzzard
[01:54:51.120 --> 01:54:53.800]  over it and then we have to call the enemies out.
[01:54:53.800 --> 01:54:55.280]  We have to not be afraid of them.
[01:54:55.280 --> 01:54:57.800]  We don't have to be afraid of what they'll do to our bodies.
[01:54:57.800 --> 01:55:03.600]  I am not afraid of these people at all even though they've done things to me that make
[01:55:03.600 --> 01:55:06.960]  it to the point where I'm the only person that can take care of my children.
[01:55:06.960 --> 01:55:08.080]  They have persecuted me.
[01:55:08.080 --> 01:55:09.080]  They have attacked me.
[01:55:09.080 --> 01:55:12.320]  They have done things you couldn't even believe if I told you and it doesn't matter.
[01:55:12.320 --> 01:55:15.600]  Jesus is in God's hands.
[01:55:15.600 --> 01:55:16.600]  It's in God's hands.
[01:55:16.600 --> 01:55:20.760]  And I put myself in God's hands right now because it's God that's going to deliver us
[01:55:20.760 --> 01:55:23.000]  from this.
[01:55:23.000 --> 01:55:27.000]  And I just want people to break free of the satanic evil and to stand up against it.
[01:55:27.000 --> 01:55:28.000]  I'm out of time.
[01:55:28.000 --> 01:55:29.000]  I don't know.
[01:55:29.000 --> 01:55:32.400]  I don't have time to go to the black prophet or prophet black and Chris everybody else.
[01:55:32.400 --> 01:55:38.200]  And I just think it's best now that I stop this transmission because if you get their
[01:55:38.200 --> 01:55:39.440]  numbers we can call them back tomorrow.
[01:55:39.440 --> 01:55:40.440]  They come on the show.
[01:55:40.440 --> 01:55:43.680]  They get numbers but you know we have our own phone system here that's a different phone
[01:55:43.680 --> 01:55:45.320]  system during the weekday show.
[01:55:45.320 --> 01:55:55.080]  Genesis runs it but I get tears in my eyes because it's so humbling to be in the presence
[01:55:55.080 --> 01:56:02.360]  of God that when you face evil, when you admit that evil is real, when you set your will
[01:56:02.360 --> 01:56:09.280]  and your soul against it, it's like opening a doorway and that's when God comes in.
[01:56:09.280 --> 01:56:15.720]  And when I'm inspired, when I understand the enemy, when I have these epiphanies, I know
[01:56:15.720 --> 01:56:22.520]  it's revelation and it's humbling to be in the presence of God.
[01:56:22.520 --> 01:56:23.960]  I don't cry because I'm sad.
[01:56:23.960 --> 01:56:26.040]  I don't cry because I'm even fearful.
[01:56:26.040 --> 01:56:32.820]  I cry for tears of joy for what our future progeny will experience in this animating
[01:56:32.820 --> 01:56:34.320]  contest of liberty.
[01:56:34.320 --> 01:56:36.240]  And I'm a God fearing person.
[01:56:36.240 --> 01:56:37.240]  I know God's real.
[01:56:37.240 --> 01:56:42.760]  I don't fear you, you can kill my body but here you can kill my soul and I only hope
[01:56:42.760 --> 01:56:53.640]  that I can be worthy enough to be strong and pure in the face of the enemy.
[01:56:53.640 --> 01:56:55.640]  And I've experienced prophets.
[01:56:55.640 --> 01:57:01.920]  I've seen what God's done to my enemies and I've seen God open the way over and over
[01:57:01.920 --> 01:57:06.440]  again for my work and do things that it's just incredible.
[01:57:06.440 --> 01:57:11.240]  And I feel sorry for my enemies because anyone that ever actually tries to hurt me or attack
[01:57:11.240 --> 01:57:16.440]  me instantly has horrible things happen to them.
[01:57:16.440 --> 01:57:18.440]  That's why I also know God's real.
[01:57:18.440 --> 01:57:22.640]  You're only alive once but you're spiritless forever.
[01:57:22.640 --> 01:57:24.520]  This is the test.
[01:57:24.520 --> 01:57:27.560]  This body is only a suit.
[01:57:27.560 --> 01:57:29.520]  Choose which side you're on.
[01:57:29.520 --> 01:57:31.280]  Third world war is upon us.
[01:57:31.280 --> 01:57:32.280]  World government.
[01:57:32.280 --> 01:57:35.680]  It's going to get bad before it gets better.
[01:57:35.680 --> 01:57:44.440]  As we go through this storm, I see a parting in the clouds, the sun and the island past
[01:57:44.440 --> 01:58:06.400]  that point.
