[00:00.000 --> 00:11.640]  Waging war on corruption.
[01:26:27.380 --> 01:26:32.620]  guys telling women they can't be on the street in America let's go to a current police officer
[01:26:32.620 --> 01:26:38.000]  in Maryland named Tom he's saying he's a police officer Tom what is your view on this maybe
[01:26:38.000 --> 01:26:43.500]  I'm an extremist maybe we shouldn't have free speech well good afternoon Alex I'm a retired
[01:26:43.500 --> 01:26:49.060]  police officer and it's despicable the kinds of things that I hear that you and your staff
[01:26:49.060 --> 01:26:57.220]  have undergone you spoke earlier today in the show about behavior that to me and those
[01:26:57.220 --> 01:27:03.500]  that I served with absolutely dishonorable and outrageous to hear those types of things
[01:27:03.500 --> 01:27:08.140]  what I haven't heard you report on and I'm very interested in though are the number of
[01:27:08.140 --> 01:27:12.980]  internal affairs complaints that you and your street team have filed against the various
[01:27:12.980 --> 01:27:17.700]  officers in these various departments it is important to file these even if you don't
[01:27:17.700 --> 01:27:23.780]  think you'll get a satisfactory outcome because at the very least you're getting these reports
[01:27:23.780 --> 01:27:28.460]  one record just like if you're tracking crime no no you're right and and and I always say
[01:27:28.460 --> 01:27:32.420]  we should be tougher with people I myself have a soft heart and don't even want to get
[01:27:32.420 --> 01:27:37.420]  them in trouble because I know the dirt bags according to them at South by Southwest ordered
[01:27:37.420 --> 01:27:41.180]  it my only concern I went and talked to him and some of them apologized later and posed
[01:27:41.180 --> 01:27:45.460]  for photos they said look we were ordered to and they're like little kids you know the
[01:27:45.460 --> 01:27:49.980]  cops I knew growing up you know in Dallas were like tough guys and stuff I don't get
[01:27:49.980 --> 01:27:55.100]  how and would never do something like that but but I I hear your point about make about
[01:27:55.100 --> 01:28:00.120]  doing that so there at least there's a record of it you've got to file the complaint even
[01:28:00.120 --> 01:28:04.700]  if you feel like you don't want to give someone in trouble it's got to go on record it's not
[01:28:04.700 --> 01:28:10.180]  necessarily going to cost someone their job but it's the first line of defense and stopping
[01:28:10.180 --> 01:28:13.860]  this sort of behavior why do you think America is getting like this are they getting ready
[01:28:13.860 --> 01:28:21.660]  to really pull the plug I hope that's not the case I think that as with any situation
[01:28:21.660 --> 01:28:28.100]  where you have an organization that has power you're going to have them pushing the limits
[01:28:28.100 --> 01:28:34.900]  and you have to have on the reverse side and that's push back push back you've got to have
[01:28:34.900 --> 01:28:40.140]  that push back exactly yeah I mean free people are free because they stand up the reason
[01:28:40.140 --> 01:28:44.100]  we have freedom is our ancestors stood up anything else you'd like to add sir I'll leave
[01:28:44.100 --> 01:28:50.780]  you with this I think the more peaceful pushback and dialogue that we Liberty minded folks
[01:28:50.780 --> 01:28:56.860]  can engage in the less likely we'll have of any type of implosion that so many I agree
[01:28:56.860 --> 01:29:01.620]  we're going to talk about that when we come back more call straight ahead Alex Jones here
[01:29:01.620 --> 01:29:06.680]  with a message to fellow freedom lovers the prognosis for the entire planetary economic
[01:29:06.680 --> 01:29:12.580]  system runs from bad to worse the globalist model is to shut down societies and starve
[01:29:12.580 --> 01:29:17.260]  patriots out until they acquiesce to the global takeover that's why we've assembled the most
[01:29:17.260 --> 01:29:22.740]  vital and important preparedness items at info wars shop.com these are items that I
[01:29:22.740 --> 01:29:28.620]  did research on that I personally use we've got the life straw so you can turn fetid water
[01:29:28.620 --> 01:29:33.940]  into safe water anywhere you go the kator hand crank generator to charge up key equipment
[01:29:33.940 --> 01:29:38.540]  during power outages are out in the field strategic relocation third edition by Joel
[01:29:38.540 --> 01:29:44.000]  scousum when disaster strikes by Matthew Stein thorough safe used by Homeland Security to
[01:29:44.000 --> 01:29:49.800]  protect yourself during any radiological event and crank shortwave am FM radios everything
[01:29:49.800 --> 01:29:54.060]  that we've researched and found to be the best is available at info war shop.com and
[01:29:54.060 --> 01:29:59.300]  your purchase makes our info war possible we're getting prepared are you in full wars
[01:29:59.300 --> 01:30:05.340]  shop.com you prepare by purchasing gold food and firearms but if you don't have a home
[01:30:05.340 --> 01:30:09.940]  security system and you're missing a critical weapon in your arsenal for home protection
[01:30:09.940 --> 01:30:15.260]  when you're sleeping or away from home who's watching out for intruders check out simply
[01:30:15.260 --> 01:30:21.220]  safe it's a new do-it-yourself home security system that is completely wireless go to get
[01:30:21.220 --> 01:30:27.260]  simply safe calm simply safe is independent and off the grid it runs on battery power
[01:30:27.260 --> 01:30:32.420]  so even if the grid goes down you're protected it's completely customizable so you can use
[01:30:32.420 --> 01:30:39.900]  it in your home business boat trailer storage unit or shed get simply safe calm simply safe
[01:30:39.900 --> 01:30:44.740]  is also ridiculously easy to install yourself in under 20 minutes so there's no need to
[01:30:44.740 --> 01:30:49.100]  let a stranger into your home if you move or need to relocate you can take the system
[01:30:49.100 --> 01:30:54.220]  with you wherever you go you aren't always at home but simply safe will stand guard protecting
[01:30:54.220 --> 01:31:01.300]  your property 24 hours a day seven days a week again that's get simply safe.com introducing
[01:31:01.300 --> 01:31:07.400]  pro one all of your filtration in one system portable on the go no more do you have two
[01:31:07.400 --> 01:31:12.420]  or three filters to just reduce sodium fluoride you have a system that cuts out the sodium
[01:31:12.420 --> 01:31:18.900]  fluoride and up to 95% of hydrofluorosolic acid advanced manufacturing technology combines
[01:31:18.900 --> 01:31:24.340]  silver impregnated white ceramic with new aqua medics advanced media for removal of
[01:31:24.340 --> 01:31:29.180]  fluoride and other heavy metals all in one filter element it is the only one that does
[01:31:29.180 --> 01:31:34.620]  it and out of the gates we have a discounted at 10% off with promo code water this is the
[01:31:34.620 --> 01:31:41.740]  only system that in one unit helps reduce or remove pesticides herbicides chloramines
[01:31:41.740 --> 01:31:47.420]  ammonia and chlorine hydrofluorosolic acid the most common form of fluoride not covered
[01:31:47.420 --> 01:31:52.860]  by other fluoride filter brands and sodium hexafluorosilicate get your pro pure with
[01:31:52.860 --> 01:31:58.860]  a new pro one filter today at info war store.com or by calling 888-253-3139 you may be arrested
[01:31:58.860 --> 01:32:08.660]  and or subject to other police action tyranny is here the grim future foretold in 1984 has
[01:32:08.660 --> 01:32:14.100]  become reality it really says that the state is god the united states is now recognized
[01:32:14.100 --> 01:32:19.420]  globally as one of the most impressive police states on earth this film conclusively proves
[01:32:19.420 --> 01:32:25.260]  the existence of a secret network of fema camps now being expanded nationwide this documentary
[01:32:25.260 --> 01:32:30.420]  exposes how the continuity of government program has established an all-powerful shadow state
[01:32:30.420 --> 01:32:35.260]  police state four chronicles the sickening depths to which our republic has fallen prepare
[01:32:35.260 --> 01:32:41.120]  to enter the secretive world of emergency dictatorship body scammers sound cannons citizen
[01:32:41.120 --> 01:32:46.580]  spies stage terror and cameras on every street corner it's only the beginning of the new
[01:32:46.580 --> 01:32:52.780]  world order's hellish plan the police state isn't coming it's here secure your copy today
[01:32:52.780 --> 01:33:02.820]  at info wars.com or see it online in the highest quality at prison planet.tv coast to coast
[01:33:02.820 --> 01:33:10.700]  direct from austin you're listening to the alex jones broadcasting network network from
[01:33:10.700 --> 01:33:19.700]  the front lines of the information war it's alex jones all right we had a ton of callers
[01:33:19.700 --> 01:33:24.020]  that were police and i guess they got busy in their squad cars they all hung up we had
[01:33:24.020 --> 01:33:27.500]  a couple open lines well i'm gonna open the phone system up that's how our system works
[01:33:27.500 --> 01:33:34.860]  i'm gonna open it up right now if any police can get in 877-789 alex 877-789-2539 but i'm
[01:33:34.860 --> 01:33:39.300]  gonna just go to general calls right now and see what you're calling in about i mean obviously
[01:33:39.300 --> 01:33:45.020]  i've thrown a lot of news here the eu is a private consortium for private banks trying
[01:33:45.020 --> 01:33:50.420]  to set up a bank of the world and global taxes and they arbitrarily exempt themselves from
[01:33:50.420 --> 01:33:56.140]  their own laws and are now taking at least 10 out of people's bank accounts in cyprus
[01:33:56.140 --> 01:34:03.360]  arbitrarily right off the top to bail out themselves and they've created 1.5 quadrillion
[01:34:03.360 --> 01:34:09.080]  worldwide many many times all the real wealth in the world in fact real wealth worldwide
[01:34:09.080 --> 01:34:15.080]  it's not estimated to even be 100 trillion but they created 1.5 quadrillion i mean bernie
[01:34:15.080 --> 01:34:20.340]  madoff created 1.5 quadrillion you'd arrest him or if ken laye did of enron but they do
[01:34:20.340 --> 01:34:24.460]  it and it's like well that's the end of it we've infected everything so now you've got
[01:34:24.460 --> 01:34:29.420]  to do whatever we say and then it's designed to not even prop it up that's what's crazy
[01:34:29.420 --> 01:34:35.980]  uh let's go ahead and go to your phone call so who's up first here in line okay yeah let's
[01:34:35.980 --> 01:34:46.500]  go to uh let's go to mark in texas mark you're on the air go ahead mark in texas yeah mark
[01:34:46.500 --> 01:34:52.780]  you want to talk go ahead brother uh i'm in ohio but that's okay i've got a heat pump
[01:34:52.780 --> 01:34:59.780]  that uh i got i got a patent took four and a half years to get it and um they're just
[01:34:59.780 --> 01:35:03.780]  keeping it quiet i've talked to the department of energy for three years almost straight
[01:35:03.780 --> 01:35:10.980]  seven people retired that i talked to i talked to the state uh jobs ohio and then i called
[01:35:10.980 --> 01:35:18.820]  channel four and channel four come april has put off this uh broadcast for six months put
[01:35:18.820 --> 01:35:25.180]  out the broadcast saying what they have they just they taped it this is a heat pump i haven't
[01:35:25.180 --> 01:35:29.660]  named it i changed the heat pump it's i gotta be honest i can't understand what you're talking
[01:35:29.660 --> 01:35:37.380]  about maybe i'm stupid explain to me what you're talking about i'm talking about a patent
[01:35:37.380 --> 01:35:44.140]  that i have that i've took to the state and the energy department of energy nobody's even
[01:35:44.140 --> 01:35:48.980]  bothered to look at it people talks about everybody's on the news we're looking for
[01:35:48.980 --> 01:35:56.620]  new energy sources it saves roughly 45 percent and bro you do better calling me and sending
[01:35:56.620 --> 01:36:01.060]  me a breakdown of your patent or whatever because talking about it here on air i mean
[01:36:01.060 --> 01:36:05.780]  it's just no listen i hear you i appreciate your call you need to mail me that information
[01:36:05.780 --> 01:36:09.940]  i can't just sit here and talk about you've got a patent and it's it's in oio and it's
[01:36:09.940 --> 01:36:13.460]  a federal patent and you know whatever we don't really screen calls but this is just
[01:36:13.460 --> 01:36:17.460]  all over the map i'm gonna go to louis in pennsylvania now we probably got the calls
[01:36:17.460 --> 01:36:22.860]  out of order let's see if louis is in pennsylvania louis where you calling from yeah i'm calling
[01:36:22.860 --> 01:36:29.660]  from pennsylvania but yeah i wanted to call um we're referring to a youtube video that
[01:36:29.660 --> 01:36:36.460]  i saw the other day okay about about this guy in australia right he was holding a flint
[01:36:36.460 --> 01:36:41.820]  a flintlock right before he was talking about all the new gun laws being proposed over here
[01:36:41.820 --> 01:36:46.540]  in the u.s and he was saying that he doesn't agree with them and he was talking about how
[01:36:46.540 --> 01:36:51.540]  they took all the guns in australia oh no no first they took the semi-auto saying that's
[01:36:51.540 --> 01:36:57.620]  all they wanted then they took uh the bolt action and now they've set to ban single shots
[01:36:57.620 --> 01:37:02.980]  yes they're banning guns everywhere they've done this and then they deny that they want
[01:37:02.980 --> 01:37:09.020]  our guns uh louis yeah and he was talking about how a lot of the guns were from former
[01:37:09.020 --> 01:37:14.860]  military and they cried like when they took them all and crushed them and stuff that they
[01:37:14.860 --> 01:37:19.380]  that they had those guns all around the world and by the way the violent crime rate roughly
[01:37:19.380 --> 01:37:23.860]  tripled you can pull this up uh in the 15 years since they banned the guns and did you
[01:37:23.860 --> 01:37:28.740]  know the real crocodile dundee the guy that was based on was a real person he wouldn't
[01:37:28.740 --> 01:37:33.260]  give up his rifles the swat team came to his house and tried to kill him and he killed
[01:37:33.260 --> 01:37:38.020]  two of the cops and they killed him they've killed over a thousand aussies you can pull
[01:37:38.020 --> 01:37:42.980]  it up in u.s newspapers reported on it during the gun confiscation they will do it they've
[01:37:42.980 --> 01:37:49.020]  done it before and the un treaty is set for this month john carrey's backing it the secretary
[01:37:49.020 --> 01:37:54.560]  of state and they say that they want the civilian abolition of gun ownership abolition means
[01:37:54.560 --> 01:38:00.020]  the banning god bless you absolutely louis great point about how the globalists have
[01:38:00.020 --> 01:38:06.380]  control of chicago and new york total gun ban they want our guns by the way the nra
[01:38:06.380 --> 01:38:12.340]  president has come out uh there's a video up at info wars.com he went on fox news no
[01:38:12.340 --> 01:38:17.080]  he's executive director not the president wayne lapierre and has pointed out that the
[01:38:17.080 --> 01:38:22.620]  white house internally is freaking out that their gun grab has backfired and are hoping
[01:38:22.620 --> 01:38:26.900]  for another event to reverse it and that's what diane feinstein has said that's what
[01:38:26.900 --> 01:38:31.340]  michael morris said don't worry there'll be more events let's show the images of the dead
[01:38:31.340 --> 01:38:37.180]  kids to end the second amendment their goal as she said before mr and mrs america get
[01:38:37.180 --> 01:38:43.660]  ready to hand them in is to ban our guns as an act of domination i mean diane feinstein
[01:38:43.660 --> 01:38:47.680]  is the queen of insider trading she went to congress worth a couple hundred thousand dollars
[01:38:47.680 --> 01:38:52.540]  twenty years ago the senate and is now worth some estimates are 150 mil most are below
[01:38:52.540 --> 01:38:59.740]  100 mil about 80 mil her husband's a billionaire and got oh man it's it's bad uh let's go ahead
[01:38:59.740 --> 01:39:06.660]  let's talk to ryan and ryan is calling from texas uh so uh what you calling about today
[01:39:06.660 --> 01:39:15.180]  ryan hey alex hey buddy what's on your mind today i'm i'm great go ahead so you're a police
[01:39:15.180 --> 01:39:21.060]  officer currently that's correct um uh what i wanted to talk to you about actually was
[01:39:21.060 --> 01:39:27.540]  the tip-off i got back in october regarding the whole ammo shortage i have a buddy of
[01:39:27.540 --> 01:39:33.300]  mine he's an ffl dealer i got a call from him in october this is exactly what he told
[01:39:33.300 --> 01:39:37.380]  me he said i just had an fbi client of mine call up to order 30,000 rounds of two two
[01:39:37.380 --> 01:39:42.220]  three he questioned him he said it's a big order i can fill it but why do you need so
[01:39:42.220 --> 01:39:46.380]  much and he said this he said within a couple of months you won't be able to purchase it
[01:39:46.380 --> 01:39:49.500]  or it's going to be so expensive you won't be able to get your hands on it something's
[01:39:49.500 --> 01:39:54.620]  going down he wasn't sure what it was but he said that it had something to do with the
[01:39:54.620 --> 01:39:58.780]  obama presidency either he's going to declare martial law or he's going to try to confiscate
[01:39:58.780 --> 01:40:03.420]  guns and it's going to be back in october well again i happen to know a lot of federal
[01:40:03.420 --> 01:40:07.140]  firearms dealers let's leave it at that i happen to know some of the biggest manufacturers
[01:40:07.140 --> 01:40:13.380]  of firearms and ammunition the nra said over a year ago that well this was in the news
[01:40:13.380 --> 01:40:17.140]  people remember i mean it's no secret they said obama will try to ban guns we've been
[01:40:17.140 --> 01:40:21.660]  told now they've released that internal justice department memo two weeks ago where that was
[01:40:21.660 --> 01:40:26.620]  their plan even before the election and then new memos after and isn't it magic that all
[01:40:26.620 --> 01:40:33.820]  these perfect things happen but even fbi folks didn't know why their regional directors told
[01:40:33.820 --> 01:40:38.940]  them get ammo because the shortages even for police and federal agents they don't know
[01:40:38.940 --> 01:40:44.100]  where the two billion rounds are going there are shortages even for federal law enforcement
[01:40:44.100 --> 01:40:48.580]  no one knows where it's going now some of it hasn't even been delivered yet it's like
[01:40:48.580 --> 01:40:54.540]  it's designed to just absolutely throw a shoe into things and create shortages go ahead
[01:40:54.540 --> 01:40:59.340]  now that you're exactly right and the thing is that we've been told the same thing but
[01:40:59.340 --> 01:41:03.380]  way after that you know pick up on your own personal supply because our sergeants won't
[01:41:03.380 --> 01:41:07.340]  even address it you ask them about the shortage they won't even talk about it it's one of
[01:41:07.340 --> 01:41:11.500]  those things where you know they ignore the man behind the curtain type things are they
[01:41:11.500 --> 01:41:16.940]  being ordered to do that because i was asked by a cia uh asset i'll just leave it at that
[01:41:16.940 --> 01:41:22.020]  who well i shouldn't go any further than that uh it's an analyst for the cia who happens
[01:41:22.020 --> 01:41:26.100]  to be a talk show host i'll just leave it at that he said that he's interviewed a bunch
[01:41:26.100 --> 01:41:30.940]  of congressmen on and off air and they just flatly deny to him and that even when he's
[01:41:30.940 --> 01:41:36.420]  talking to cia liaisons they they say that doesn't exist even though it exists they've
[01:41:36.420 --> 01:41:41.220]  been ordered to say it doesn't exist and that's only done on warfare fronts that's what gibbs
[01:41:41.220 --> 01:41:46.180]  talked about you only blatantly lie even when you know it's a known lie when it's part of
[01:41:46.180 --> 01:41:51.720]  a military northcom operation if it's domestic and that's illegal so i mean what's your take
[01:41:51.720 --> 01:41:58.500]  on that well exactly that's exactly what the denasi propaganda so he said was tell a lie
[01:41:58.500 --> 01:42:02.860]  tell it big enough and tell it enough so people will believe it as far as our sergeants go
[01:42:02.860 --> 01:42:06.060]  they won't even get into why they won't talk about it because they don't even admit that
[01:42:06.060 --> 01:42:13.180]  it's real now you're absolutely right and i don't even know what to say uh at this point
[01:42:13.180 --> 01:42:20.740]  um i don't know what to say at this point it's it's just so crazy and and again even
[01:42:20.740 --> 01:42:25.780]  people in government are compartmentalized and don't know what's going on but separately
[01:42:25.780 --> 01:42:31.140]  it's hiding in plain view it's it's very bizarre this whole man behind the curtain thing and
[01:42:31.140 --> 01:42:34.740]  it's got and look the whole government's not bad there are people in every government level
[01:42:34.740 --> 01:42:38.580]  who are good americans who are upset about what's happening there are people in the eu that are good
[01:42:38.580 --> 01:42:41.940]  members of their country that don't like what's happening all right thank you for the call sir
[01:42:41.940 --> 01:42:46.020]  be safe wherever you're at okay we'll be right back and i'm just going to give each caller one
[01:42:46.020 --> 01:42:52.740]  minute like 12 callers online right now we're coming right back to you on the other side i'm
[01:42:52.740 --> 01:43:02.100]  alex jones and the news website while it's still up is infowars.com if you're listening you know
[01:43:02.100 --> 01:43:06.900]  your basic freedoms are being threatened every day if you're listening you know the economy is
[01:43:06.900 --> 01:43:12.740]  not getting better you know gas and food prices are skyrocketing now is the time to get prepared
[01:43:12.740 --> 01:43:17.460]  for years we've told you about our friends at e foods direct they have the best tasting long-term
[01:43:17.460 --> 01:43:23.060]  storable food on the planet this food will taste just as great 25 years from now as it does tonight
[01:43:23.060 --> 01:43:28.100]  a long-term food supply allows you to freeze the cost and the availability of the one thing you
[01:43:28.100 --> 01:43:34.340]  need most be prepared and get your supply from e foods direct right now is the best time to stock
[01:43:34.340 --> 01:43:39.780]  up and save hundreds of dollars with free shipping on all food supplies give yourself peace of mind
[01:43:39.780 --> 01:43:48.420]  and be prepared act now and call 800-409-5633 or visit efoods direct.com slash alex get free
[01:43:48.420 --> 01:43:56.180]  shipping on all orders for a limited time call 800-409-5633 or go to efoods direct.com slash
[01:43:56.180 --> 01:44:03.460]  alex you can bet your life on e foods direct now that we have moved into the winter season
[01:44:03.460 --> 01:44:06.820]  there is an increased need to support our immunity and health
[01:44:06.820 --> 01:44:11.620]  at silver lungs we are committed to meeting your needs by providing a full selection of
[01:44:11.620 --> 01:44:17.540]  silver based products our most popular silver based products are the 32 ounce nano silver
[01:44:17.540 --> 01:44:23.300]  solutions our two ounce nano silver nasal applicators as well as our all natural silver
[01:44:23.300 --> 01:44:30.820]  soaps just released is our 100 percent natural silver gel our new silver gel is not based on
[01:44:30.820 --> 01:44:36.180]  synthetic gelling agents which quickly evaporate and leave the silver at the surface but rather
[01:44:36.180 --> 01:44:41.300]  we have formulated our silver gel using the natural skin nourishing chemistry of aloe vera
[01:44:41.300 --> 01:44:47.140]  to quickly penetrate and nourish the skin while delivering the silver more effectively visit
[01:44:47.140 --> 01:44:54.500]  www.silverlungs.com and click on our store page to find what silver based products are best for you
[01:44:55.540 --> 01:45:02.900]  that's www.silverlungs.com devastating events like earthquakes tornadoes floods hurricanes
[01:45:02.900 --> 01:45:07.860]  or the threat of martial law have highlighted the need for americans to prepare for emergencies
[01:45:07.860 --> 01:45:13.700]  as a result millions are stockpiling food gold and weapons but how will these items help if you
[01:45:13.700 --> 01:45:19.940]  or one of your loved ones becomes ill supernatural silver is the ultimate tool to prepare you for a
[01:45:19.940 --> 01:45:26.180]  medical emergency supernatural silver is a natural antibiotic that is uniquely effective against
[01:45:26.180 --> 01:45:33.620]  bacteria viruses moles and fungus and is remarkable for wound care taken internally or used topically
[01:45:33.620 --> 01:45:40.340]  it can help keep you safe from deadly pathogens supernatural silver has over 500 different uses
[01:45:40.340 --> 01:45:46.020]  and a long-term shelf life making it the number one choice of preppers across the country to find
[01:45:46.020 --> 01:45:52.660]  out how this amazing new technology can help you be prepared go to www.supernaturalsilver.com
[01:45:52.660 --> 01:45:59.060]  use the promo code prepared for 20% off your entire order and like us on facebook
[01:46:00.260 --> 01:46:06.020]  you prepare by purchasing gold food and firearms but if you don't have a home security system then
[01:46:06.020 --> 01:46:10.900]  you're missing a critical weapon in your arsenal for home protection when you're sleeping or away
[01:46:10.900 --> 01:46:16.660]  from home who's watching out for intruders check out simply safe it's a new do-it-yourself home
[01:46:16.660 --> 01:46:23.940]  security system that is completely wireless go to getsimplysafe.com simply safe is independent
[01:46:23.940 --> 01:46:29.380]  and off the grid it runs on battery power so even if the grid goes down you are protected
[01:46:29.380 --> 01:46:35.300]  it's completely customizable so you can use it in your home business boat trailer storage unit or
[01:46:35.300 --> 01:46:42.100]  shed getsimplysafe.com simply safe is also ridiculously easy to install yourself in under
[01:46:42.100 --> 01:46:47.460]  20 minutes so there's no need to let a stranger into your home if you move or need to relocate
[01:46:47.460 --> 01:46:52.100]  you can take the system with you wherever you go you aren't always at home but simply safe
[01:46:52.100 --> 01:46:57.700]  will stand guard protecting your property 24 hours a day seven days a week again that's
[01:46:57.700 --> 01:47:07.620]  getsimplysafe.com coast to coast direct from austin you're listening to the alex jones broadcasting
[01:47:07.620 --> 01:47:19.540]  network network i have sworn upon the altar of god eternal hostility against every form of tyranny
[01:47:19.540 --> 01:47:29.140]  over the mind of man thomas jefferson it's alex jones on the gcn radio network all i know is this
[01:47:29.140 --> 01:47:33.140]  government worldwide is running around like a chicken with its head cut off digging in buying
[01:47:33.140 --> 01:47:38.020]  weapons trying to take on their domestic populations like some type of foreign occupying
[01:47:38.020 --> 01:47:43.140]  army and i'm just desperately trying to speak out and say no to it like the former police officer
[01:47:43.140 --> 01:47:48.180]  retired police officer said peaceful pushback pointing out that it's happening that will cause
[01:47:48.180 --> 01:47:52.820]  a debate that neutralizes it but you let them get all this in place and then stage some event
[01:47:53.380 --> 01:47:58.500]  to get the average bureaucrat to go along with it with the official story whatever they're going to
[01:47:58.500 --> 01:48:03.380]  pull they're going to win we get the word out or we're in deep trouble got a bunch of police on
[01:48:03.380 --> 01:48:08.260]  hold got a former police officer about those big underground bases they're building under national
[01:48:08.260 --> 01:48:12.900]  security and the ozarks that have even been on the news uh just a lot of amazing stuff we're
[01:48:12.900 --> 01:48:19.140]  going to your calls right now joe texas police uh you're on the air go ahead sir how you doing
[01:48:19.140 --> 01:48:23.860]  today alex pretty good i was listening to you talk about austin and i'm going to tell you right now
[01:48:23.860 --> 01:48:29.140]  i've been a police officer since 1974 i'm still an active police officer first thing i swore to
[01:48:29.140 --> 01:48:34.180]  do when i became a police officer and every tech every texas police officer does this is you swear
[01:48:34.180 --> 01:48:40.180]  to uphold the constitution of the united states those officers should have disobeyed and refused
[01:48:40.180 --> 01:48:47.300]  to follow any orders that violated the constitution and those big thugs from south by southwest they
[01:48:47.300 --> 01:48:51.620]  should have been arrested by those officers out there for bothering your employees that's all
[01:48:51.620 --> 01:48:55.460]  there is to it yeah well they said they were with south by southwest and they went and got
[01:48:55.460 --> 01:48:59.940]  the cops and the guys ran off but i mean it just shows first people couldn't believe it till we
[01:48:59.940 --> 01:49:04.340]  showed the video and photos online and i don't blame the public for thinking it wasn't true
[01:49:04.340 --> 01:49:09.460]  i mean how has it gotten to the point where some corporation can order the police around
[01:49:10.500 --> 01:49:15.860]  well they're not going to order me around nothing nor any of the officers or the deputies that work
[01:49:15.860 --> 01:49:21.140]  for my agency and i think you'll find that the majority of police officers in texas will tell
[01:49:21.140 --> 01:49:26.020]  a big organization to take a hike we've we've got a pair okay we've got some intestinal well
[01:49:26.020 --> 01:49:30.420]  no i found that in most areas i don't know how they got away with it uh what do you think about
[01:49:30.420 --> 01:49:36.020]  the billions of bullets that are public but that they're denying well i mean they can't take our
[01:49:36.020 --> 01:49:39.940]  guns they they're not gonna be able to take our guns away so they're gonna take the bullets
[01:49:40.980 --> 01:49:46.660]  that's what it is they took me three weeks to find a store that had a box of 38 specials
[01:49:46.660 --> 01:49:53.540]  for my off-duty weapon amazing all right good to hear from you joe be safe uh let's talk to uh
[01:49:53.540 --> 01:50:00.340]  robert who is um i guess nypd and uh you're on the air go ahead robert thanks for holding
[01:50:03.700 --> 01:50:06.660]  he's listening to the radio delayed he should come in in about 10 seconds
[01:50:07.780 --> 01:50:13.380]  do you hang up all right put him on hold till he comes back because i'm going to talk to him
[01:50:13.380 --> 01:50:21.620]  uh let's okay let's go to uh spence uh listening um we're gonna go spence you're on the air you're
[01:50:21.620 --> 01:50:26.180]  a miss a former missouri police officer what's your info on the underground base is being built
[01:50:26.180 --> 01:50:32.180]  there on the ozarks hey alex uh actually i'm a former uh deputy out of boone county arkansas
[01:50:32.180 --> 01:50:38.580]  but uh as you know i moved up this way just to kind of get away from sure but uh i still have
[01:50:38.580 --> 01:50:43.940]  quite a few friends that are our deputies and you know in the police force and so forth and
[01:50:43.940 --> 01:50:48.900]  a lot of them through this area you know have you know watched what's been happening you know with
[01:50:48.900 --> 01:50:55.060]  the uh underground and stuff of course the ozarks are just honeycomb with uh caves a lot of
[01:50:55.060 --> 01:51:03.940]  underground uh bunkers and uh and so forth but uh you know it's it there's a lot of activity
[01:51:03.940 --> 01:51:09.620]  that's going on uh just up you know you and uh jesse ventura i think you know did a little
[01:51:09.620 --> 01:51:14.900]  special in this house that's up this way and uh the underground bunkers that are up near the
[01:51:14.900 --> 01:51:21.380]  springfield missouri area and then recently we found out that fema purchased the uh underground
[01:51:21.380 --> 01:51:26.900]  uh storage facility out of branson missouri oh yeah no i i i consulted on jesse ventura's tv
[01:51:26.900 --> 01:51:31.700]  show one of the episodes this year and they they confirm with the local police and others that it's
[01:51:31.700 --> 01:51:38.100]  the nsa the cia and that the guy that runs the house that's 72 000 square feet the new york
[01:51:38.100 --> 01:51:42.820]  times reported on it a behemoth vacation home rises in the ozarks it's built with like two
[01:51:42.820 --> 01:51:48.580]  foot thick concrete walls and they've confirmed it's a command base on top of underground bases
[01:51:49.300 --> 01:51:55.140]  obviously one guy from the nsa doesn't own it and that is one of the alternate governments now
[01:51:55.140 --> 01:52:03.060]  outside of norad in uh colorado springs colorada and camp david and site are uh in maryland and
[01:52:03.060 --> 01:52:07.700]  the question is what are they getting ready for out there uh the intel i've got is they've been
[01:52:07.700 --> 01:52:14.500]  moving anti-personnel weapons in which you don't have those to fight the russians in an icbm attack
[01:52:14.500 --> 01:52:21.700]  you move uh armored vehicles underground to defend it from some type of uh uprising and that is
[01:52:21.700 --> 01:52:26.260]  reportedly one of the safest areas in the country what do you think's happening i think that uh this
[01:52:26.260 --> 01:52:33.700]  is a safe haven you know it's right center in the middle part of the country and uh you know with
[01:52:33.700 --> 01:52:41.780]  some of the subs that they have that uh mal had out of uh korea you know they've got those new
[01:52:41.780 --> 01:52:46.980]  electric subs that can actually come close to the united states that's right the missile they can't
[01:52:46.980 --> 01:52:50.740]  quite make it right dead center of the state no they pull up and launch cruise missiles that's
[01:52:50.740 --> 01:52:53.940]  right matter of fact i don't know if you know but you can pull up on youtube there was a missile
[01:52:53.940 --> 01:52:58.500]  that was launched um oh no no no i mean even the former head of nasa came out and said that's an
[01:52:58.500 --> 01:53:04.900]  icbm the u.s tested one off their coast so they they detonated one with conventional munitions
[01:53:04.900 --> 01:53:09.780]  off san diego what was that three years ago yeah i think so it was uh and it was plainly you know
[01:53:09.780 --> 01:53:15.220]  they said it was a ups plane that uh yeah you know they didn't look at it yeah that was a submarine
[01:53:15.220 --> 01:53:19.060]  launch that's right not an icbm you're right it was launched by a sub about 10 miles off the coast
[01:53:19.060 --> 01:53:23.460]  good to hear from you yeah no it's on record that they're building bases all over the place
[01:53:24.100 --> 01:53:29.300]  and they've got black ops all over that area the ozarks and they've been getting in locals faces
