[00:00.000 --> 00:19.000]  Info Wars. Tomorrow's news. Today.
[36:52.000 --> 36:59.000]  You'll go along with anything. And yeah, target sells books like let's summon demons.
[36:59.000 --> 37:04.000]  And I got a copy of the book. It's a very serious black magic, very, very dangerous stuff.
[37:04.000 --> 37:10.000]  And that's what's going on. So this is a brutal assault on our children.
[37:10.000 --> 37:25.000]  They're not just assaulting them in the womb. They're not just assaulting them with poison shots or GMO or 5G. They're assaulting them to go out of their very innocence and have the state set up a sexual relationship with them about the future of their gender.
[37:25.000 --> 37:27.000]  And that leads us to this.
[37:27.000 --> 37:47.000]  Allison Simpson, who works for the UPMC Children's Hospital, that's the Children's Hospital of Pittsburgh, describes the possibility of uterine transplants from live donors being given to men who are trying to become women.
[37:47.000 --> 37:51.000]  Now, let me tell you how this sick part swapping operation works.
[37:51.000 --> 38:02.000]  There aren't just tens of thousands of cases a year in the U.S. alone and it's exponentially going up of 10, 12, 13, 14 year old girls having double mastectomies because they want to be a boy.
[38:02.000 --> 38:14.000]  Women are now having their uteruses removed because they quote want to be a man and then they wear plastic genitals in their pants.
[38:14.000 --> 38:17.000]  This is a big push and they're teaching kids about it in school.
[38:17.000 --> 38:22.000]  But now they're starting and it's already begun, uterine transplants.
[38:22.000 --> 38:33.000]  Uteruses are being cut out of women who don't want to be women and they're being stuck in the guts of men, even though they're not designed for it.
[38:33.000 --> 38:44.000]  Their penises and genitals are being removed and they're putting in false vaginas and there's, there it is, the Penn Medicine, Penn Uterus Transplant Program.
[38:44.000 --> 38:51.000]  Uterine transplant trials welcomes its first baby.
[38:51.000 --> 39:07.000]  So this is mad scientist stuff out of a Hellraiser novel and now men are going to start getting uterine transplants so they can say they're women and the taxpayers are going to pay for it.
[39:07.000 --> 39:15.000]  While they tell people go ahead and just kill yourself in places like California and places like Toronto and places like London, places like Berlin.
[39:15.000 --> 39:20.000]  Oh, we don't have money for your spinal surgery for a 55 year old veteran.
[39:20.000 --> 39:22.000]  Why don't you just kill yourself?
[39:22.000 --> 39:28.000]  Society doesn't want your need you, but oh, you need a $80,000 uterus transplant?
[39:28.000 --> 39:37.000]  Oh, you want to say you're a woman so you can live in the prison for your sex crime of raping another woman because you're a woman.
[39:37.000 --> 39:44.000]  You're really a man and now you're going to go rape women and get them pregnant or have sex with them and we got to have headlines like two women had a baby.
[39:44.000 --> 39:48.000]  This is beyond occult and they know exactly what they're doing.
[39:48.000 --> 39:49.000]  Here's a few of the clips.
[39:49.000 --> 39:50.000]  There's two of them.
[39:50.000 --> 39:56.000]  Let's just play them back to back of the spokesperson there at the UPMC Children's Hospital.
[39:56.000 --> 39:58.000]  So this is the bioethicist over your children.
[39:58.000 --> 39:59.000]  Here it is.
[39:59.000 --> 40:06.000]  One area that had not been looked at before in any serious way was could the donors be live donors?
[40:06.000 --> 40:17.000]  Because in the original study, it was the conclusion was that they would have to be cadaver based donors or from individuals who were no longer alive.
[40:17.000 --> 40:18.000]  Right.
[40:18.000 --> 40:23.000]  So live donation has been something the community has talked about for decades.
[40:23.000 --> 40:28.000]  It was really seen as magical thinking.
[40:28.000 --> 40:36.000]  This would be a live donation from a person who was assigned female at birth but identified as a transgender man.
[40:36.000 --> 40:39.000]  And they said, well, you know, I have these parts.
[40:39.000 --> 40:40.000]  I don't want them.
[40:40.000 --> 40:41.000]  You want them.
[40:41.000 --> 40:42.000]  You need them.
[40:42.000 --> 40:44.000]  So what if I gave them to you?
[40:44.000 --> 40:46.000]  How would that work?
[40:46.000 --> 40:50.000]  And apparently based on their research, this is actually viable.
[40:50.000 --> 41:04.000]  Anecdotally, many but not all transgender women, especially those who transition younger in life, have expressed an interest in having children in a way that is congruent for their own bodies.
[41:04.000 --> 41:07.000]  But it was still surprising to see the data.
[41:07.000 --> 41:10.000]  It was a fairly large study as transgender studies go.
[41:10.000 --> 41:13.000]  182 transgender women.
[41:13.000 --> 41:19.000]  60% of which were aged in the ideal 20 to 29 age range.
[41:19.000 --> 41:21.000]  And most had no children.
[41:21.000 --> 41:25.000]  94% indicated they had a desire for children.
[41:25.000 --> 41:26.000]  All right, let's stop right there.
[41:26.000 --> 41:27.000]  I want to go to the next clip.
[41:27.000 --> 41:42.000]  Allison, who is a man who says that she's a woman, totally out of their mind, but running a program targeting children, goes into their personal story of wanting to have a baby.
[41:42.000 --> 41:44.000]  So we want to pay people not to have children.
[41:44.000 --> 41:45.000]  We're attacking families.
[41:45.000 --> 41:46.000]  We're going after them.
[41:46.000 --> 41:53.000]  But we need to spend taxpayer money to give men uteruses.
[41:53.000 --> 41:55.000]  Here it is.
[41:55.000 --> 42:06.000]  I actually transitioned as a transgender youth 30 years ago at a time when we didn't even use the word transgender very much.
[42:06.000 --> 42:23.000]  And I kept a diary and about five years ago I looked back on that diary and I was actually surprised to see that one of the biggest considerations I had at the age of 20 was the potential for pregnancy.
[42:23.000 --> 42:29.000]  And I wrote in that diary, well, I'll give the medical community 20 years.
[42:29.000 --> 42:32.000]  I'm sure they'll figure it out by then.
[42:32.000 --> 42:40.000]  30 years later, one of the main reasons I do the work I do is a desire to push us in that direction.
[42:40.000 --> 42:49.000]  And the data now supports that this is something that members of my community desperately want if it were offered.
[42:49.000 --> 42:50.000]  Now, they have record suicides.
[42:50.000 --> 42:54.000]  What they need is more mad scientists to be cut on more, cut more children's genitals off.
[42:54.000 --> 42:55.000]  This is a death cult.
[42:55.000 --> 42:56.000]  We'll be right back.
[42:56.000 --> 43:00.000]  Stay with us.
[43:00.000 --> 43:02.000]  Info Wars is winning.
[43:02.000 --> 43:04.000]  Info Wars is reaching more people than ever.
[43:04.000 --> 43:07.000]  We were supposed to be off the air months and months and months ago.
[43:07.000 --> 43:10.000]  Mainstream media told you, but it's not true.
[43:10.000 --> 43:12.000]  They told you we were going to be shut down.
[43:12.000 --> 43:14.000]  They told you we owed a billion and a half dollars.
[43:14.000 --> 43:15.000]  None of that's true.
[43:15.000 --> 43:17.000]  It's all being appealed.
[43:17.000 --> 43:19.000]  They want you to think Info Wars is dead.
[43:19.000 --> 43:26.000]  But if you simply stand up and support Info Wars, we've got years and years of appeals and we will not be taken off the air.
[43:26.000 --> 43:29.000]  But if they can convince you that we've been shut down, they're going to win.
[43:29.000 --> 43:32.000]  Don't let the globalists sigh up you and your family.
[43:32.000 --> 43:36.000]  Go to infowarstore.com and get incredible products, supplements, books, films, t-shirts.
[43:36.000 --> 43:37.000]  You name it.
[43:37.000 --> 43:42.000]  Then fund the Info War and empower your life and let the globalists know their sigh up has not worked.
[43:42.000 --> 43:44.000]  Thanks for keeping us on air.
[43:44.000 --> 43:52.000]  Take action at infowarstore.com today because the only people that can take us off the air is you, the viewers and listeners.
[43:52.000 --> 43:54.000]  The majority of you have not been sigh up.
[43:54.000 --> 44:00.000]  But some of you have. Do not let the globalists brainwash you. Go to infowarstore.com and keep us on air.
