[00:00.000 --> 00:04.740]  Gavin McInnis is back with his all-new online network, FreeSpeech.tv.
[39:01.740 --> 39:16.740]  And so we got the documents two years ago, almost years ago in January of 2018. But they were for 2015, where Obama tried to cause martial law by stirring up race riots with Antifa, white Antifa going out into black areas.
[39:16.740 --> 39:22.740]  And the media would hype up a police shooting and try to get a riot that would go nationwide.
[39:22.740 --> 39:31.740]  It didn't work, but that's the plan again. And that's why you see Biden and others going out and saying Trump has never said white supremacy is bad.
[39:31.740 --> 39:34.740]  That old hoax.
[39:34.740 --> 39:45.740]  And that's why you see this hysteria and our reporters are catching hysteria on the ground. We've got video of it.
[39:45.740 --> 39:55.740]  In fact, let's go to Joe Biden just yesterday saying that Trump has never decried white supremacy.
[39:55.740 --> 40:01.740]  And then we show the facts. Here it is.
[40:01.740 --> 40:16.740]  When is he ever taken? When he never said a negative thing about a white supremacist? Have you heard him say that? I haven't.
[40:16.740 --> 40:22.740]  When you say the party is self-destructing, what do you see as the biggest problem with the reform party right now?
[40:22.740 --> 40:29.740]  Well, you've got David Duke just joined. A bigot, a racist, a problem. I mean, this is not exactly the people you want in your party.
[40:29.740 --> 40:35.740]  So are you prepared right now to make a clear and unequivocal statement renouncing the support of all white supremacists?
[40:35.740 --> 40:37.740]  Of course I am. Of course I am.
[40:37.740 --> 40:46.740]  What times do I have to reject? I've rejected David Duke. I've rejected the KKK, the Ku Klux Klan.
[40:46.740 --> 40:52.740]  The neo-Nazis and the white nationalists, because they should be condemned totally.
[40:52.740 --> 41:11.740]  Racism is evil, and those who cause violence in its name are criminals and thugs, including the KKK, neo-Nazis, white supremacists, and other hate groups that are repugnant to everything we hold dear as Americans.
[41:11.740 --> 41:19.740]  In one voice, our nation must condemn racism, bigotry, and white supremacy.
[41:19.740 --> 41:24.740]  So again, a total and complete hoax, a total and complete lie.
[41:24.740 --> 41:29.740]  They kept saying you've never said that you disagree with David Duke, and they had clips in the 90s saying it.
[41:29.740 --> 41:32.740]  And then he said it hundreds of times, and finally he said, look, I know what you're doing.
[41:32.740 --> 41:37.740]  I just, he'd be at the same press conference, and he'd do it three times.
[41:37.740 --> 41:43.740]  They'd go, you've never decried David Duke, and he'd go, I just did it two minutes ago, but I'm here to clip this out. God, you're a liar.
[41:43.740 --> 41:50.740]  These people are unbelievable.
[41:50.740 --> 42:01.740]  Now, let's go to CNN commentator saying that the Republicans going into the secret fake impeachment star chamber were like a KKK mob.
[42:01.740 --> 42:05.740]  What this is, is all anti-white stuff being pushed to the left. Here it is.
[42:05.740 --> 42:16.740]  President Trump was happy with it. He tweeted, thank you to House Republicans for being tough, smart, and understanding, and in detail, the greatest witch hunt in American history.
[42:16.740 --> 42:21.740]  This is a disgraceful stunt. I'll go further than Essie would go.
[42:21.740 --> 42:30.740]  And I'll say this looks like a clan group that is assembled outside of a jail trying to get the sheriff to let them in so they could deliver their own justice against somebody who's inside.
[42:30.740 --> 42:35.740]  It's not a good look for our democracy. It's not a good look for the Republican Party.
[42:35.740 --> 42:41.740]  That is total inversion. This is a unlawful, violating due process lynching of Trump.
[42:41.740 --> 42:47.740]  To coup. But oh, he's not supposed to use that word, but now, oh, they came to lynch the Democrats.
[42:47.740 --> 42:51.740]  Total inversion of reality. We come back. Millie Weber's follow report.
[42:51.740 --> 42:59.740]  Twenty minutes of the most crazed, hateful leftists going insane you've ever seen, and a lot of them are black. They're buying the propaganda.
[42:59.740 --> 43:05.740]  The left's trying to trigger a race war in this country. That's what Soros is funding. He should be locked up. He's a criminal.
[43:29.740 --> 43:37.740]  Drink the fluoride. Don't visit infowarstore.com and get the good halogen. I mean the bad halogen.
[43:37.740 --> 43:47.740]  Iodine, don't give it to yourself, your husband, your wife, your children. Just drink the fluoride and plunge into subservience.
[43:47.740 --> 43:58.740]  We don't want to compete with you. Just drink the fluoride. Don't learn about how deadly it is and whatever you do. Don't support Alex Jones.
[43:58.740 --> 44:07.740]  Remember, I'm speaking with a soft voice, so I'm a liberal. I wouldn't let Namble have access to your children.
[44:07.740 --> 44:12.740]  Please listen to this information because it can save your life and it can save the life of others.
[44:12.740 --> 44:20.740]  There couldn't be more critical information for your physical body. God's more important when it comes to your soul, but this is most important when it comes to your body.
[44:20.740 --> 44:33.740]  People didn't know that you put motor oil in a car's oil container to lube the engine. They might be able to be conned and think you put salt water in it, but it would seize up the engine pretty much instantly.
[44:33.740 --> 44:46.740]  Well, if they put fluoride in the human body, it causes cancer, dumbs us down and destroys fertility. If you put the good halogen in the body, high quality iodine, it's like putting good high quality motor oil in the car that's supposed to run on it.
[44:46.740 --> 44:53.740]  It's that simple. Find out about the iodine conspiracy at m4store.com and find out what the globalists hope that you do not research this information.
[44:53.740 --> 44:59.740]  Ladies and gentlemen, whatever you do, research iodine deficiency. It's the key to everything.
[44:59.740 --> 45:09.740]  And then go and take advantage of the 60% off combo with our two different types of high quality iodine and biotrystallinium at m4store.com today.
[45:09.740 --> 45:21.740]  Here are the facts. Iodine raises IQ and across the board makes you more healthy in thousands of top studies, including the American Medical Journal.
[45:21.740 --> 45:29.740]  Every type of fluoride lowers IQ, massively increases cancer and destroys fertility. That's the facts.
[45:29.740 --> 45:35.740]  Learn about the iodine conspiracy. And then once you've learned about it, protect yourself and your family.
[45:35.740 --> 45:41.740]  The reason I'm so hot on this is the globalists put the fluoride in the water while making sure we don't get the iodine.
[45:41.740 --> 45:47.740]  In China, they put the iodine in the water and ban the fluoride because they've already got their people under their control.
[45:47.740 --> 45:55.740]  The globalists are targeting us here. Please go to m4store.com, experience iodine and biotrystallinium that goes with it together.
[45:55.740 --> 46:01.740]  And then once you see the great results, warn others. This is the Achilles Hill of the globalist. It's a win-win situation.
[46:01.740 --> 46:08.740]  The only way you lose is not taking action. Take action now.
[46:08.740 --> 46:15.740]  Now, what I'm about to say is incredibly obvious and I'm not talking down to any of the viewers or any of the listeners. I'm just taking the facts.
[46:15.740 --> 46:22.740]  I own a chainsaw. I've had it since I was in college. And it's a great good old chainsaw and I've used it probably 500 times.
[46:22.740 --> 46:29.740]  But a few times I've forgotten to oil it and it seizes up really quick and I feel like an idiot for not oiling it.
[46:29.740 --> 46:36.740]  Now, imagine if somebody told me to put, let's say, super glue in the oil container on it, it would seize up forever.
[46:36.740 --> 46:42.740]  But only an evil person would do that. Well, fluorides like putting super glue in a chainsaw, it's going to make it seize up.
[46:42.740 --> 46:46.740]  And that's why they put it in the water and they admit they're doing it to hurt you and your family.
[46:46.740 --> 46:53.740]  Yes, they're really evil. Iodine is like putting oil in the chainsaw to help with the gasoline lubrication. It's that simple.
[46:53.740 --> 46:59.740]  I know you understand this, but let's warn other people before it's too late. It's part of the iodine conspiracy.
[46:59.740 --> 47:03.740]  Find out more at m4store.com and take action against the globalist.
[47:03.740 --> 47:27.740]  Carbon's everywhere on this planet. It's almost like we're carbon-based life forms.
[47:33.740 --> 47:39.740]  m4store.com Studios, it's Alex Jones.
