[00:00:00.817 --> 00:00:02.922]  We are drugged out!
[00:28:51.323 --> 00:28:54.044]  And we know there's victory if you simply stand up and are conscious.
[00:28:54.044 --> 00:28:56.905]  We're trying to get people to come out of the trance.
[00:28:56.905 --> 00:28:58.225]  Come out of the trance.
[00:28:58.225 --> 00:28:59.285]  Wake up!
[00:28:59.285 --> 00:29:04.047]  If you like alkaline water, or know someone that does, you're going to love the Dillon Living Water Bottle.
[00:29:04.047 --> 00:29:08.408]  It creates alkaline water on the go, while reducing plastic waste and saving you money.
[00:29:08.408 --> 00:29:16.350]  Made with surgical-grade stainless steel, the Dillon Bottle increases the pH up to 9 to deliver both alkaline and antioxidant water anywhere you want it.
[00:29:16.610 --> 00:29:19.954]  Alkaline water is healthier, tastes better, and can even boost energy.
[00:29:19.954 --> 00:29:24.659]  The Dillon Bottle makes it easy and affordable to be healthy and achieve optimal hydration.
[00:29:24.659 --> 00:29:27.502]  Get your Dillon Bottle today at DYLN.CO.
[00:29:27.502 --> 00:29:29.365]  That's DYLN.CO.
[00:29:29.365 --> 00:29:30.806]  You have been lied to.
[00:29:31.587 --> 00:29:33.328]  My name is Kevin Shipp.
[00:29:33.328 --> 00:29:36.030]  I'm a former decorated CIA officer.
[00:29:36.030 --> 00:29:41.354]  Finally, someone has come out and written what I think is the best ex-mose on the shadow government ever.
[00:29:41.354 --> 00:29:47.039]  We're in a constitutional crisis, and our government is now being run and ruled by a shadow government.
[00:29:47.039 --> 00:29:50.481]  We gotta get this out, because just because you're awake, folks, doesn't mean other people are.
[00:29:50.481 --> 00:29:53.583]  This is critical to get, to read, to give to the library, to give to the church.
[00:29:53.583 --> 00:29:56.305]  Get them right now at KillingUncleSamBook.com.
[00:29:56.305 --> 00:29:57.767]  KillingUncleSamBook.com.
[00:30:00.202 --> 00:30:07.894]  Do you realize that when you spread the links from Infowars.com, when you spread the videos, you are changing the world?
[00:30:07.894 --> 00:30:08.355]  It's you!
[00:30:09.474 --> 00:30:11.656]  That has defeated Hillary and the globalists.
[00:30:11.656 --> 00:30:20.365]  It is you, the info warriors across the planet, that stood against the bullying, that stood against the peer pressure, that stood against the threats, that have now changed the world.
[00:30:20.365 --> 00:30:24.970]  And that's why you've been on the team, supporting us, praying for us, and spreading the word.
[00:30:24.970 --> 00:30:26.411]  You are the info war.
[00:30:26.411 --> 00:30:29.935]  And now, because of their intensifying censorship, it's more important than ever
[00:30:30.615 --> 00:30:32.115]  We are the renaissance, and we are winning!
[00:31:00.143 --> 00:31:10.754]  We've taken thousands of years of known research and put it together with our own four years of seeking and testing to find the very best systems that God gave us through Mother Nature to detoxify the body.
[00:31:10.754 --> 00:31:12.816]  That's why I'm introducing Z-SHIELD.
[00:31:12.816 --> 00:31:15.679]  Toxic Metal and Chemical Defense Support.
[00:31:15.679 --> 00:31:17.161]  It's made in the USA.
[00:31:17.161 --> 00:31:20.304]  It's filled with known compounds from nature that are
[00:31:20.524 --> 00:31:23.967]  Absolutely associated with detoxifying the body and it supports the info war.
[00:31:23.967 --> 00:31:26.069]  It is a classical 360 win.
[00:31:26.069 --> 00:31:35.777]  This is the formula that I personally have been taking for over a year and now we believe we have come as close to perfection when it comes to a detoxifier as you can possibly get.
[00:31:35.777 --> 00:31:48.347]  You owe it to yourself, you owe it to your family, and you owe it to the future of this country and the world that patriots stay as healthy and as clean and as focused as you can be because we need you, the remnant of America, to
[00:31:48.507 --> 00:31:48.907]  We're good to go.
[00:32:00.276 --> 00:32:07.404]  Nourish a probiotic-friendly environment in your gut with Prebiotic Fiber by InfoWars Life.
[00:32:07.404 --> 00:32:19.777]  Help the good bacteria thrive and support overall digestive health with our specially formulated Prebiotic Fiber, a mixture of clinically studied and organic acacia, fruit, and flax fiber.
[00:32:20.478 --> 00:32:31.562]  Prebiotic fiber is soluble fiber that ferments in the gut to help feed good bacteria, which helps you digest food, absorb nutrients, and even support your immune system.
[00:32:31.562 --> 00:32:38.325]  InfoWars Life's cutting-edge formula only brings you the highest quality, organic, and clinically studied ingredients.
[00:32:38.945 --> 00:32:53.593]  Cheap prebiotic fibers are used up only at the beginning of the colon, but our premium organic acacia fiber is slowly digested by the good bacteria throughout the entire colon for maximum prebiotic effect.
[00:32:53.593 --> 00:32:56.194]  Head to InfoWarsLife.com or call 1-888-253-3139.
[00:32:56.194 --> 00:32:57.755]  You're listening to the Alex Jones Show!
[00:33:16.383 --> 00:33:24.813]  Discover trends and global developments years before they happen right here on the Alex Jones Show!
[00:33:26.551 --> 00:33:32.696]  All right, we've got incredible news on the ongoing moves to impeach Rosenstein in Congress.
[00:33:32.696 --> 00:33:33.397]  We've got Trump.
[00:33:33.397 --> 00:33:37.741]  Can you guys reprint me his tweet, please, coming out last week, saying that shadowbanning is illegal.
[00:33:37.741 --> 00:33:38.481]  They're looking into it.
[00:33:38.481 --> 00:33:41.424]  There's new developments on that front.
[00:33:41.424 --> 00:33:47.128]  Economist, very respected economist, says CNN is fueling a civil war.
[00:33:47.128 --> 00:33:48.790]  Well, they're calling for that.
[00:33:48.790 --> 00:33:51.852]  It's all coming up.
[00:33:51.852 --> 00:33:54.595]  There's so much I'm going to be getting to hear today.
[00:33:57.318 --> 00:34:05.665]  And then we're also going to have an expert on how the globalists are funding radical jihad generation.
[00:34:05.665 --> 00:34:11.869]  Got a bunch of videos of Imams up on Infowars.com calling for a new invasion of Europe.
[00:34:11.869 --> 00:34:16.473]  Well, it's already happened under the EU.
[00:34:16.473 --> 00:34:21.037]  It's incredible that that footage is coming up as well.
[00:34:21.037 --> 00:34:24.719]  Also, a Michael Snyder article that's up on Infowars.com and Newswars.com.
[00:34:26.821 --> 00:34:30.883]  10 signs that America is in much worse trouble than we thought.
[00:34:30.883 --> 00:34:32.904]  And Trump knows that and desperately trying to fix things.
[00:34:32.904 --> 00:34:38.067]  But let me just say this briefly before I get into the rest of the news.
[00:34:38.067 --> 00:34:50.934]  When I say I would have been even more pro-Trump if I knew all this was going to happen, despite the fact that I've been incredibly censored and attacked and persecuted, it's because it's the proof of how good Trump is.
[00:34:50.934 --> 00:34:54.896]  It isn't some sick relationship where I just support the president no matter what.
[00:34:56.112 --> 00:35:08.203]  It's that I've been persecuted and lied about just like he has, and I've experienced next-level lies and next-level demonization.
[00:35:08.203 --> 00:35:15.069]  And it's incredible.
[00:35:15.069 --> 00:35:21.414]  And there's many examples of this, but here's one that's back in the news this week, and I saw it all over the news, not even looking.
[00:35:21.414 --> 00:35:21.714]  I mean, CNN.
[00:35:25.376 --> 00:35:43.560]  MSNBC, every hour, just thousands of articles just saying Jones has been blocked on YouTube and on Facebook for bullying a child and child endangerment.
[00:35:43.560 --> 00:35:48.601]  To the point I've had multiple members of my family call me the last five, six days and say, Alex, it's weird.
[00:35:48.601 --> 00:35:51.002]  They say you bullied a child and child endangerment.
[00:35:51.002 --> 00:35:52.362]  They don't say any details.
[00:35:52.362 --> 00:35:52.642]  Usually
[00:35:53.442 --> 00:35:57.283]  There's a police reporter, they say, you know, at this, and I go, I know, oh, you picked that up.
[00:35:57.283 --> 00:35:58.103]  They go, yeah.
[00:35:58.103 --> 00:35:59.003]  Is that fake news?
[00:35:59.003 --> 00:36:02.004]  And I go, yeah, it's totally fake.
[00:36:02.004 --> 00:36:04.965]  We linked a month ago, or a month and a half ago, to an ABC News story.
[00:36:04.965 --> 00:36:13.307]  In another state, some kid, it's an eight-minute video, some 11-year-old, they said, was punching adults in the face.
[00:36:13.307 --> 00:36:15.588]  And finally, he punches one adult in the face four times.
[00:36:15.588 --> 00:36:16.848]  The adult pushes him down.
[00:36:16.848 --> 00:36:19.509]  We covered that over a month and a half ago, like everybody else did.
[00:36:21.112 --> 00:36:22.653]  So we know the flag video it is.
[00:36:22.653 --> 00:36:24.913]  Well, we have the upload date and we have it on our computers.
[00:36:24.913 --> 00:36:27.574]  We went and looked and we're like, whoa!
[00:36:27.574 --> 00:36:33.316]  Then they did another child endangerment and it's Muslims pushing a kid on the railroad tracks.
[00:36:33.316 --> 00:36:37.977]  But the kid doesn't get run over and that had been even on CNN.
[00:36:37.977 --> 00:36:41.939]  And then they said, oh, well, you made fun of and you bullied transsexuals.
[00:36:41.939 --> 00:36:45.640]  And that footage is what they called a drag queen festival.
[00:36:46.815 --> 00:36:52.665]  In Austin, with young, and we won't show you the footage or we'll be totally banned, but see, that's how they're already winning.
[00:36:52.665 --> 00:36:55.309]  So I'm getting the point, I'm gonna have to go ahead and show the footage and then do the lawsuits.
[00:36:56.340 --> 00:37:03.925]  And it's little kids, two-year-olds, putting money in the g-string of big, fat men with purple wigs shaking their butts in children's faces.
[00:37:03.925 --> 00:37:18.074]  I don't care if it's a drag queen, a guy, a woman, a baboon, you know, anything or anybody shaking their butt in a kid's face, pole dancing, when a kid puts money in their g-string.
[00:37:18.074 --> 00:37:22.137]  It's sexualization of children.
[00:37:22.137 --> 00:37:24.759]  So, that's what's going on here.
[00:37:25.903 --> 00:37:33.409]  But what's crazy is they won't show you in the thousands of articles what I said or did.
[00:37:33.409 --> 00:37:42.655]  And then they began to say things in Forbes and in local TV stations, you name it.
[00:37:42.655 --> 00:37:44.076]  They would begin to show
[00:37:52.762 --> 00:38:04.195]  Headlines that said that I had threatened David Hogg, the anti-gun crusader, to poison his water.
[00:38:04.195 --> 00:38:09.401]  No, David Hogg went on C-SPAN and said I'm a con man because I sell water filters.
[00:38:11.380 --> 00:38:20.743]  And that isn't it strange, he said, Jones says there's a lot of poison in the water, and then he has an ad for water filters, as if that's some oblique deception, or some secret sales job.
[00:38:20.743 --> 00:38:25.684]  No, it's called straight up, straight shooting, that's my tactic, the truth.
[00:38:25.684 --> 00:38:28.545]  Hey, there's hundreds of chemicals in the average water table.
[00:38:28.545 --> 00:38:32.246]  The biggest thing you do for you and your family is get high quality, gravity-fed water filters.
[00:38:32.246 --> 00:38:36.648]  We sell a spectrum of five different companies that have the best testing out there.
[00:38:37.901 --> 00:38:39.603]  Some are better at this, some are better at that.
[00:38:39.603 --> 00:38:45.268]  At InfoWarsTore.com, it's totally, hey, there's poison in the water in most areas.
[00:38:45.268 --> 00:38:47.070]  There's glyphosates, you name it.
