[00:00:13.977 --> 00:00:18.842]  Defending the Republic from enemies foreign and domestic.
[01:35:20.353 --> 01:35:26.417]  It's the Democrats funding people throwing acid on folks and cutting women's genitals off and throwing gays off buildings.
[01:35:26.417 --> 01:35:27.778]  It's called Al-Qaeda and ISIS.
[01:35:28.558 --> 01:35:38.063]  So this is just incredible how many false flags they've been caught in, and they want to make it absolutely illegal to question their events, and that's why they're coming after InfoWars.com.
[01:35:38.063 --> 01:35:39.483]  But this is a big deal.
[01:35:39.483 --> 01:35:44.406]  The police now say that these guys have told them everything, that it was totally staged, open and shut case.
[01:35:44.406 --> 01:35:45.766]  Tomorrow's news today.
[01:35:45.766 --> 01:35:48.288]  Back to Owen Schroer and Roger Stone.
[01:35:48.288 --> 01:35:49.508]  InfoWars.com.
[01:35:49.508 --> 01:35:50.829]  Tomorrow's news today.
[01:35:52.239 --> 01:35:56.401]  And again, as Alex said, this is why they want us censored, ladies and gentlemen.
[01:35:56.401 --> 01:35:58.182]  This is why they want us censored.
[01:35:58.182 --> 01:36:02.864]  And hey, we were the ones that told you they were going to try to remove the president with the 25th Amendment.
[01:36:02.864 --> 01:36:06.046]  We were the ones that told you Trump's going to declare a national emergency at the southern border.
[01:36:06.046 --> 01:36:09.107]  We gave you the exact date.
[01:36:09.107 --> 01:36:14.910]  And so they can't have us out there when they're trying to control the narrative.
[01:36:14.910 --> 01:36:17.171]  Because if you notice,
[01:36:18.453 --> 01:36:30.759]  The media has such a control of the narrative that just last week, six police officers shot a black man in his car who was allegedly just sitting there sleeping.
[01:36:30.759 --> 01:36:32.741]  Did the media cover that?
[01:36:32.741 --> 01:36:34.121]  Nope!
[01:36:34.121 --> 01:36:35.062]  Ask yourself why?
[01:36:35.062 --> 01:36:36.963]  Why was there no outrage for that individual?
[01:36:37.805 --> 01:36:48.452]  Ask yourself why the shooting that happened on Friday in Aurora, Illinois didn't have national media swarming that event, making it a big national news story for 48 hours.
[01:36:48.452 --> 01:36:51.695]  Because the media decides the narrative.
[01:36:51.695 --> 01:36:57.098]  The media decides which mass shooting gets all the attention and then gets to control the narrative.
[01:36:57.098 --> 01:36:58.660]  The media decides...
[01:36:59.591 --> 01:37:03.153]  What crime gets all the attention and gets to control the narrative?
[01:37:03.153 --> 01:37:12.419]  Not the literally hundreds, if not thousands of attacks, hate crime attacks against Trump supporters, myself included, that never makes national news.
[01:37:12.419 --> 01:37:17.042]  No, it's the fake Jussie Smollett hate crime that makes the news.
[01:37:17.042 --> 01:37:19.503]  And so that's how they control the narrative.
[01:37:19.503 --> 01:37:25.767]  They can't have InfoWars here battling that narrative, beating that narrative, getting Trump in office instead of their
[01:37:27.543 --> 01:37:28.685]  We're good to go.
[01:37:41.846 --> 01:37:49.452]  Really, five years ago, committing to the game plan to go fully independent and only rely on this audience for funding.
[01:37:49.452 --> 01:37:57.658]  Because if it wasn't for Alex Jones switching that gear and having that foresight, who knows where InfoWars would be at, ladies and gentlemen.
[01:37:57.658 --> 01:38:05.543]  But because we rely on your support at InfoWarsStore.com, we're still here today, we're still live on this Sunday, and really because of God and your prayers.
[01:38:08.271 --> 01:38:17.738]  The smart thing that Alex did was he put products and items and supplements at InfoWarsStore.com that everybody wants, everybody needs.
[01:38:17.738 --> 01:38:20.060]  Let's talk about stuff you need.
[01:38:20.060 --> 01:38:21.902]  You need a water filter in your house.
[01:38:21.902 --> 01:38:22.942]  You need it, folks.
[01:38:22.942 --> 01:38:25.024]  You need to filter your water.
[01:38:25.024 --> 01:38:27.986]  We have water filters at InfoWarsStore.com.
[01:38:27.986 --> 01:38:31.029]  Probably five, ten different kinds of water filters.
[01:38:31.029 --> 01:38:32.029]  Maybe more than that.
[01:38:32.029 --> 01:38:32.670]  Pick your own.
[01:38:32.670 --> 01:38:33.731]  Pick which one you want.
[01:38:33.731 --> 01:38:35.952]  Pick which one works best for you and your place.
[01:38:36.877 --> 01:38:37.498]  Water filters.
[01:38:37.498 --> 01:38:38.318]  What else do you need?
[01:38:38.318 --> 01:38:39.979]  You take showers, right?
[01:38:39.979 --> 01:38:45.583]  Okay, well, we've got shampoo, body wash, all natural, all organic ingredients.
[01:38:45.583 --> 01:38:46.684]  It's at Infowarsstore.com.
[01:38:46.684 --> 01:38:48.486]  Do you brush your teeth?
[01:38:48.486 --> 01:38:54.110]  You've got toothpaste, toothbrushes, multiple different kinds at Infowarsstore.com.
[01:38:54.110 --> 01:38:58.893]  That's just an example of some stuff that you need that you can find at Infowarsstore.com.
[01:38:58.893 --> 01:39:00.815]  Well, how about just some stuff you want?
[01:39:02.299 --> 01:39:14.368]  I personally am somebody that always has protein bars in my pantry, always boxes of them, because it's a nice treat to grab, you know, when you're on the go, when you're on the run, you don't have time to sit down, or you're about to go work out and you need a little something before the gym.
[01:39:14.368 --> 01:39:14.769]  Perfect!
[01:39:14.769 --> 01:39:16.610]  You grab one, you go.
[01:39:16.610 --> 01:39:19.052]  Well, now we've got protein bars at InfoWareStore.com.
[01:39:19.052 --> 01:39:22.595]  These are just released, and you can actually get two boxes right now for 40% off.
[01:39:24.156 --> 01:39:31.718]  So, two boxes of the InfoWars Life Protein Bar for 40% off right now at InfoWarsStore.com.
[01:39:31.718 --> 01:39:32.918]  How about energy boosts?
[01:39:32.918 --> 01:39:34.979]  Everybody's into energy drinks and energy supplements.
[01:39:34.979 --> 01:39:45.902]  We've got the brand new TurboForce at InfoWarsStore.com, which if you get TurboForce, you can then get 50% off BrainForce Plus, which we're currently running low on.
[01:39:45.902 --> 01:39:51.083]  So, I'm not sure how much longer this deal is going to be around for the 50% off BrainForce Plus when you purchase TurboForce.
[01:39:52.708 --> 01:39:57.410]  But it's your support at InfoWarsTore.com that makes everything possible.
[01:39:57.410 --> 01:40:02.071]  And I know that Alex is just chomping at the bit to expand, folks.
[01:40:02.071 --> 01:40:04.772]  I know that he's just chomping at the bit to expand.
[01:40:04.772 --> 01:40:09.193]  But quite frankly, it's impossible with the current circumstances.
[01:40:09.193 --> 01:40:20.497]  But if everybody listening to today's broadcast went to InfoWarsTore.com and just bought a tube of toothpaste and a toothbrush, or just bought two boxes of protein bars, if everyone that listened
[01:40:22.867 --> 01:40:30.135]  If everyone that listened went and spent $50, $100, $200 at Infowarsstore.com today, Alex would expand tomorrow.
[01:40:31.141 --> 01:40:42.611]  He'd come in, he'd come in so high off the fact that the audience has his back that much, he'd come in so high off the fact that you just put that much fuel in his tank, he'd blast it all off to the next level.
[01:40:42.611 --> 01:40:43.612]  Because that's what he does.
[01:40:43.612 --> 01:40:45.273]  I've witnessed it firsthand, folks.
[01:40:45.273 --> 01:40:52.419]  Just look at the expansion that you've seen at InfoWars just in the last three years since we went major viral getting Trump elected.
[01:40:52.419 --> 01:40:54.121]  I mean, if you really want to look
[01:40:54.941 --> 01:41:01.866]  At the growth curve of InfoWars and the popularity curve of InfoWars, it was always on the same trajectory.
[01:41:01.866 --> 01:41:15.075]  And then once the Trump campaign started in 2015, it's like our trajectory went so high, we almost did like a loop and then went back up.
[01:41:15.075 --> 01:41:18.017]  And so that's why they had to censor us.
[01:41:18.017 --> 01:41:23.140]  Anytime we would go live on YouTube, we'd be the most viewed thing on YouTube, on like five different channels.
[01:41:23.140 --> 01:41:23.941]  They had to erase us off.
[01:41:26.371 --> 01:41:32.195]  Anytime Alex Jones would go do something live in the streets with a bullhorn, and we'd put it on Twitter, get millions of views.
[01:41:32.195 --> 01:41:33.916]  They had to erase it.
[01:41:33.916 --> 01:41:38.400]  They just erased all of our pages off Facebook.
[01:41:38.400 --> 01:41:39.861]  So fine!
[01:41:39.861 --> 01:41:41.642]  They don't want us on their platforms?
[01:41:41.642 --> 01:41:42.322]  Fine.
[01:41:42.322 --> 01:41:43.963]  We get it, they hate free speech.
[01:41:43.963 --> 01:41:46.145]  They know that our politics defeats theirs.
[01:41:46.145 --> 01:41:47.806]  They want to enslave you, we want to free you.
[01:41:47.806 --> 01:41:48.707]  Fine, so they erase us.
[01:41:48.707 --> 01:41:50.548]  They're tyrants, they're dictators, they're authoritarians.
[01:41:50.548 --> 01:41:52.269]  We get it, we know it, we called them out.
[01:41:52.269 --> 01:41:54.071]  That's why they censored us.
[01:41:54.071 --> 01:41:55.552]  So if you're sick of the censorship,
[01:41:56.423 --> 01:42:07.745]  If you're sick of Soros paying hundreds of millions of dollars determining courts in this country, Congress in this country, social movements in this country, go to Infowarsstore.com and support us, folks.
[01:42:07.745 --> 01:42:08.405]  Now, here's the deal.
[01:42:08.405 --> 01:42:25.269]  In the next segment, I'm going to try to get to as much news as possible, and then I'm telling you, this report from Greg Reese that I'm going to air in the conclusion of today's Alex Jones Show is so bombshell, I want everyone to download it and re-upload it to your YouTube channel.
[01:42:26.716 --> 01:42:38.706]  This is a video that needs to get viewed 20 million times to strike fear in the heart of the deep state human traffickers, folks.
[01:42:38.706 --> 01:42:40.327]  Trump's targeting them.
[01:42:40.327 --> 01:42:43.270]  You're seeing thousands of arrests, coast to coast, happening.
[01:42:43.270 --> 01:42:45.211]  No one's reporting on it.
[01:42:45.211 --> 01:42:51.617]  It's all happening, and he declared a national emergency, kicking the whole thing off, and nobody even noticed it.
[01:42:51.617 --> 01:42:55.300]  InfoWars did, and we've got the bombshell report on the other side of this break.
[01:42:57.796 --> 01:43:07.101]  The globalists know that if they suppress the good halogen and pump the environment full of the bad halogens, fluoride, chlorine, bromine, you name it, that it lowers IQ.
[01:43:07.101 --> 01:43:09.963]  It literally dumbs the population down.
[01:43:09.963 --> 01:43:16.007]  And on our quest to bring our listeners and viewers the best iodine in the world, we've gone through two permutations.
[01:43:16.687 --> 01:43:22.933]  First, seaweed-based iodine that was pretty good but hard to source, and the Globals tried to block us getting a supply of it.
[01:43:22.933 --> 01:43:29.238]  So we discovered deep-earth crystals of pure nascent iodine and brought you X2 that's been incredible.
[01:43:29.238 --> 01:43:36.164]  Now, due to the Establishment trying to block that, we did more research and secured more of the deep-earth crystals of nascent iodine.
[01:43:37.305 --> 01:43:50.328]  Chemists, scientists, and others showed us the research that by combining it with three other compounds, two forms of iodine and vitamin C, it supercharges it and makes it even more bioavailable.
[01:43:50.328 --> 01:43:54.589]  Ladies and gentlemen, if you want to research it, you want to see it, it's an incredible discovery.
[01:43:54.589 --> 01:43:57.290]  X3, now available at mpullerslife.com.
[01:43:57.930 --> 01:44:05.615]  At InfoWars, we're always looking for the very best, best-selling, highest-rated products that we can then private label and sell.
[01:44:05.615 --> 01:44:18.984]  Well, there is a national company who has FDA approval to sell their wound gel that is the strongest out there, and we private label it, and we sell it for $10 less online than they sell it at CVS and Walgreens.
[01:44:18.984 --> 01:44:23.887]  We also have another product, also produced by the same company, Immune Gargle.
[01:44:23.887 --> 01:44:27.450]  We've been selling a lot of the wound gel and a lot of the Immune Gargle.
[01:44:28.050 --> 01:44:37.178]  We're gonna go from full price to 40% off on both of these best-selling products right now at InfoWarsLife.com and InfoWarsTore.com.
[01:44:37.178 --> 01:44:39.920]  This is a limited-time Immune Boost Special.
[01:44:39.920 --> 01:44:47.106]  Get Super Blue, Silver Immune Gargle, and Super Silver Wound Dressing for 40% off at InfoWarsTore.com.
[01:44:47.106 --> 01:44:50.248]  Again, this is a limited-time Immune Boost Special.
[01:44:50.248 --> 01:44:56.774]  Get Super Blue, Silver Immune Gargle, and Super Silver Wound Dressing for 40% off at InfoWarsTore.com.
[01:44:58.365 --> 01:45:01.968]  InfoWars Life is bringing you a breakthrough in modern medicine.
[01:45:01.968 --> 01:45:03.730]  Introducing Pollen Block.
[01:45:03.730 --> 01:45:15.019]  We have found an extraordinary new, natural way to alleviate seasonal distress symptoms, including promoting clear nasal and sinus passageways, eye comfort, and respiratory function.
[01:45:15.780 --> 01:45:24.944]  In the 1960s, researchers in France noticed that people who ate certain quail eggs experienced less seasonal immune and inflammatory responses.
[01:45:24.944 --> 01:45:30.767]  They began studying this effect in published trials, and decades later, we now have the fruit of this research.
[01:45:30.767 --> 01:45:36.029]  A fast-acting, chewable tablet that helps alleviate seasonal distress symptoms.
[01:45:36.029 --> 01:45:38.270]  Pollen Block is natural and effective.
[01:45:38.630 --> 01:45:40.351]  It is not an antihistamine.
[01:45:40.351 --> 01:45:50.358]  In fact, current research has found that it actually acts by blocking the activity of tryptase, which is an enzyme that amplifies immune and inflammatory responses in the body.
[01:45:50.358 --> 01:45:53.000]  Go outside and enjoy the air you breathe.
[01:45:53.000 --> 01:45:57.703]  Head to Infowarslife.com and grab a pack of our Pollen Block chewable tablets.
[01:46:01.041 --> 01:46:04.062]  When it comes to rebuilding your energy, convenience is key.
[01:46:04.062 --> 01:46:10.504]  While coffee, candy and other sugary products can give you a short boost, the crash can leave you more tired than ever.
[01:46:10.504 --> 01:46:25.968]  Turbo Force from Info Wars Life is a powerful mix-in energy packet that utilizes vitamins, amino acids and extracts used for hundreds of years to provide you focus, clarity and a boost of energy on the go.
[01:46:25.968 --> 01:46:29.709]  Simply take a packet, mix it into the indicated amount of water and enjoy!
[01:46:31.519 --> 01:46:39.586]  With 14 servings per box for a two-week or more supply, this is the formula to stock up on whenever you need a boost.
[01:46:39.586 --> 01:46:45.991]  Perfect for work, in the car, or at home, TurboForce is the ultimate answer to a sluggish day.
[01:46:45.991 --> 01:46:48.012]  Don't let your day slow you down.
[01:46:48.012 --> 01:46:50.835]  Perk up with TurboForce at infowarrestore.com.
[01:47:01.324 --> 01:47:16.854]  You're listening to The Alex Jones Show.
[01:47:16.854 --> 01:47:18.035]  You found it.
[01:47:18.035 --> 01:47:20.096]  The tip of the spear.
[01:47:20.096 --> 01:47:23.258]  It is The Alex Jones Show with Owen Troyer.
[01:47:27.359 --> 01:47:39.962]  So, I'm gonna talk about this one more time, I'm gonna move on to getting some other news, and then I've just got a bombshell report from Gregory's that we're gonna air, and I need you to take action and upload this video to your YouTube channel, share it everywhere.
[01:47:39.962 --> 01:47:42.862]  It needs 20 million views, ladies and gentlemen.
[01:47:42.862 --> 01:47:46.243]  This is how we can get victory over these bastards.
[01:47:46.243 --> 01:47:47.563]  These bastards, man!
[01:47:47.563 --> 01:47:50.704]  They're frickin' running kids, folks!
[01:47:50.704 --> 01:47:51.204]  Excuse me.
[01:47:53.709 --> 01:48:01.535]  So, the entire media confab runs with the Jesse Smollett hate crime hoax.
[01:48:01.535 --> 01:48:03.537]  But who covered this story?
[01:48:03.537 --> 01:48:06.639]  Which I give credit to my friend Andrew Kerr for helping break this.
[01:48:06.639 --> 01:48:08.040]  He's over at the Daily Caller.
[01:48:08.040 --> 01:48:12.864]  DC Antifa leader charged with ethnic intimidation related to attack on Marines.
[01:48:12.864 --> 01:48:22.591]  So this DC Antifa leader, freeloader, DC Antifa freeloader, Joseph Alcoff, also known as Chepe,
[01:48:23.925 --> 01:48:25.446]  Chepe!
[01:48:25.446 --> 01:48:26.927]  Yeah, okay.
[01:48:26.927 --> 01:48:28.469]  Okay, Chepe.
[01:48:28.469 --> 01:48:30.490]  He gets charged.
[01:48:30.490 --> 01:48:31.271]  17 charges.
[01:48:31.271 --> 01:48:32.291]  Aggravated assault.
[01:48:32.291 --> 01:48:33.372]  Ethnic intimidation.
[01:48:33.372 --> 01:48:34.273]  Conspiracy.
[01:48:34.273 --> 01:48:36.094]  Terrorist threats.
[01:48:36.094 --> 01:48:36.815]  Robbery.
[01:48:36.815 --> 01:48:38.376]  Inflicting bodily injury.
[01:48:38.376 --> 01:48:40.758]  Where was all the coverage of this?
[01:48:40.758 --> 01:48:42.799]  Where was the coverage of this man's victims?
[01:48:42.799 --> 01:48:44.301]  Where was Good Morning America?
[01:48:44.301 --> 01:48:45.201]  Where was CNN?
[01:48:45.201 --> 01:48:46.262]  Where's Brian Stelter?
[01:48:46.262 --> 01:48:47.023]  Where's S.E.
[01:48:47.023 --> 01:48:47.503]  Cupp?
[01:48:47.503 --> 01:48:49.284]  Where's Brooke Baldwin?
[01:48:49.284 --> 01:48:49.905]  Nowhere.
[01:48:51.305 --> 01:48:54.507]  Like I said, folks, the media controls the narrative.
[01:48:54.507 --> 01:48:55.948]  That's their job.
[01:48:55.948 --> 01:48:57.810]  That's why they have to have Infowars off air.
[01:48:57.810 --> 01:48:59.451]  So, you know, a D.C.
[01:48:59.451 --> 01:49:05.195]  Antifa leader actually gets charged, caught, all the evidence is out, engaging in terrorism and hate crimes.
[01:49:05.195 --> 01:49:06.796]  Nobody covers it.
[01:49:06.796 --> 01:49:13.901]  But Jesse Smollett cries on Good Morning America, stages a hate crime, and it's national news.
[01:49:13.901 --> 01:49:16.543]  And who knows if people... I was actually on Twitter during the break.
[01:49:18.407 --> 01:49:21.329]  There's people actually denying that it happened.
[01:49:21.329 --> 01:49:22.990]  Conservatives are like, wow.
[01:49:22.990 --> 01:49:25.993]  Turns out the Smollett hate crime was just a big hoax.
[01:49:25.993 --> 01:49:28.775]  And liberals are on there like, how dare you?
[01:49:28.775 --> 01:49:29.675]  How dare you?
[01:49:29.675 --> 01:49:33.098]  It's like, yeah, how dare I do research and know what's going on?
[01:49:33.098 --> 01:49:36.080]  Oh my gosh.
[01:49:36.080 --> 01:49:38.702]  So the Democrats want to confiscate the guns.
[01:49:38.702 --> 01:49:40.344]  We covered that.
[01:49:40.344 --> 01:49:40.424]  Oh.
[01:49:41.497 --> 01:49:44.158]  Anthony Weiner gets out of prison early.
[01:49:44.158 --> 01:49:45.259]  Hmm.
[01:49:45.259 --> 01:49:46.760]  Isn't that just nice?
[01:49:46.760 --> 01:50:02.087]  Good ol' Anthony Weiner that, you know, married to Hillary Clinton's top aide, Huma Abedin, and gets caught sexually harassing and sexting minors.
[01:50:02.087 --> 01:50:02.767]  Hmm.
[01:50:02.767 --> 01:50:03.248]  Hmm.
[01:50:03.248 --> 01:50:03.668]  Hmm.
[01:50:03.668 --> 01:50:04.848]  Hmm.
[01:50:04.848 --> 01:50:06.029]  Long before L.A.
[01:50:06.029 --> 01:50:07.950]  City Hall, or City Hall was
[01:50:10.151 --> 01:50:12.372]  Infested with rats, L.A.
[01:50:12.372 --> 01:50:14.932]  has struggled with the rise of typhus.
[01:50:14.932 --> 01:50:18.013]  So typhus is in California.
[01:50:18.013 --> 01:50:19.854]  Typhus, ladies and gentlemen.
[01:50:19.854 --> 01:50:23.915]  Maxine Waters calls for rallies across America to send a message to Trump, no fake emergency.
[01:50:23.915 --> 01:50:26.336]  So now Maxine Waters is calling for more domestic violence.
[01:50:26.336 --> 01:50:26.976]  That's nice.
[01:50:26.976 --> 01:50:28.316]  That's great from a congresswoman.
[01:50:28.316 --> 01:50:32.638]  They're going to be protesting apparently all day tomorrow on President's Day.
[01:50:32.638 --> 01:50:36.319]  So I think that means I think I need to go out in a MAGA hat and shoot a video.
[01:50:36.319 --> 01:50:36.719]  I don't know.
[01:50:37.856 --> 01:50:40.158]  Biden says America is an embarrassment.
[01:50:40.158 --> 01:50:40.938]  No, you're an embarrassment.
[01:50:40.938 --> 01:50:45.621]  I hope you run for president because then everybody's going to see those videos of you groping children.
[01:50:45.621 --> 01:50:47.222]  Cannot wait.
[01:50:47.222 --> 01:50:50.284]  Kamala Harris puts on a jacket, makes national news.
[01:50:50.284 --> 01:50:53.487]  The Democrats are about to eat themselves in the 2020 campaign process.
[01:50:53.487 --> 01:50:54.327]  Just get ready for that.
[01:50:54.327 --> 01:50:55.228]  They already are.
[01:50:55.228 --> 01:50:58.830]  Politico says, how does a straight white male Democrat run for president?
[01:50:58.830 --> 01:51:00.731]  So they're already eating their own.
[01:51:00.731 --> 01:51:04.854]  Nancy Pelosi wishes you a happy Thanksgiving yesterday.
[01:51:04.854 --> 01:51:05.475]  Thank you, Nancy.
[01:51:06.437 --> 01:51:13.183]  And in response to Ocasio-Cortez's new Green Deal, I want to propose some legislation here on air.
[01:51:13.183 --> 01:51:14.904]  And I know I'm not in government, but you know what?
[01:51:14.904 --> 01:51:18.087]  I think that this should go right to the top, ladies and gentlemen.
[01:51:18.087 --> 01:51:20.789]  And I want thousands of page reports on this.
[01:51:20.789 --> 01:51:24.052]  I want a whole big thing, maybe even declare a national emergency on this.
[01:51:24.052 --> 01:51:31.559]  In fact, just like we need to fight climate change.
[01:51:31.559 --> 01:51:33.520]  Just like we need to get that damn climate change, folks.
[01:51:33.520 --> 01:51:33.861]  We'll get it.
[01:51:34.984 --> 01:51:39.507]  I want to fight giant meteors in space.
[01:51:39.507 --> 01:51:42.548]  I think we need to fight giant meteors in space.
[01:51:42.548 --> 01:51:47.451]  Because a giant meteor in space, hurtling towards Earth right now, could destroy us tomorrow.
[01:51:47.451 --> 01:51:57.557]  So, if we're freaked out about climate change, which has been going on for billions of years, and is totally out of our control, let's freak out about giant meteors.
[01:51:57.557 --> 01:52:01.139]  So, who knows how many giant meteors could be out there on a trajectory towards Earth right now?
[01:52:02.520 --> 01:52:03.020]  Who knows?
[01:52:03.020 --> 01:52:03.881]  There could be hundreds.
[01:52:03.881 --> 01:52:05.262]  One could hit Earth tomorrow.
[01:52:05.262 --> 01:52:06.624]  What am I going to do?
[01:52:06.624 --> 01:52:09.827]  Why is America not freaked out about giant meteors?
[01:52:11.192 --> 01:52:18.555]  So somebody with a little guts in Congress needs to step up and fight these giant meteors that are hurtling towards Earth before we fight climate change.
[01:52:18.555 --> 01:52:24.977]  Alright folks, you need to go to Infowars.com, National Emergency, Trump's Executive Orders to Destroy Deep State Criminal Comball.
[01:52:24.977 --> 01:52:30.039]  You need to download this video, you need to share this video, you need to tell friends and family about this video.
[01:52:30.039 --> 01:52:34.401]  Here's the devastating report from Greg Reese.
[01:52:34.401 --> 01:52:37.482]  The National Emergencies Act was enacted September 14th, 1976.
[01:52:41.476 --> 01:52:51.300]  The purpose was to regulate the number of laws granting special powers to the executive branch in times of national emergency.
[01:52:51.300 --> 01:53:02.144]  Congress can undo an emergency declaration with either a joint resolution and the president's signature or with two-thirds majority vote.
[01:53:02.144 --> 01:53:10.528]  As of February 2019, 59 national emergencies have been declared and more than 30 remain in effect.
[01:53:12.890 --> 01:53:18.753]  Six national emergencies declared by Bill Clinton are still in effect.
[01:53:18.753 --> 01:53:23.816]  Eleven declared by George W. Bush are still in effect.
[01:53:23.816 --> 01:53:26.477]  And ten by Barack Obama are still in effect.
[01:53:28.208 --> 01:53:46.151]  President Donald Trump has declared three national emergencies already, and the so-called resistance has hardly mentioned them at all, including the national emergency with respect to blocking the property of persons involved in serious human rights abuse or corruption.
[01:53:47.418 --> 01:53:52.540]  Which was signed on the first winter solstice of his presidency on December 21st, 2017.
[01:53:52.540 --> 01:54:07.648]  The president therein declared that the United States seeks to impose tangible and significant consequences on those who commit serious human rights abuse or engage in corruption.
[01:54:07.648 --> 01:54:14.411]  And specifically targeted 13 individuals worldwide involved in international human trafficking.
[01:54:15.538 --> 01:54:19.042]  Otherwise known as slavery.
[01:54:19.042 --> 01:54:24.787]  The mainstream media let this national emergency go mostly unnoticed.
[01:54:24.787 --> 01:54:27.309]  Why?
[01:54:27.309 --> 01:54:33.696]  If one were to look into these 13 names, they would find several connections to the Clintons and the Clinton Foundation.
[01:54:36.983 --> 01:54:48.170]  Since the declaration of this national emergency in 2017, hundreds of arrests have been made and thousands of victims have been freed from bondage.
[01:54:48.170 --> 01:54:52.112]  And the corrupt legacy media has been utterly silent about it.
[01:54:54.352 --> 01:55:12.796]  And now, President Trump has announced to declare a national emergency on the southern border, to bring an end to the United Nations disastrous replacement migration program, and to bring law and order to the entrenched black market economy of drugs and human trafficking.
[01:55:12.796 --> 01:55:22.018]  Of all national emergencies declared since 1976, this one stands out as perhaps the most important for national security.
[01:55:23.644 --> 01:55:31.631]  Securing our borders only stands to hurt the criminal elements that have been exploiting the system for years.
[01:55:31.631 --> 01:55:41.920]  And so naturally, the criminal cabal of deep state politicians and their establishment-run media are all desperately trying to stop it.
[01:55:41.920 --> 01:55:44.262]  For InfoWars.com, this is Greg Reese.
[01:55:46.460 --> 01:55:55.667]  Ladies and gentlemen, you need to go to InfoWars.com right now and go to this video, National Emergency Trump's Executive Order to Destroy Deep State Criminal Cabal.
[01:55:55.667 --> 01:56:02.872]  I mean, take that video, download it, upload it to your YouTube channel, and put 100 different titles on it.
[01:56:02.872 --> 01:56:04.313]  Upload to 100 different YouTube channels.
[01:56:04.313 --> 01:56:04.594]  Title it,
[01:56:05.314 --> 01:56:06.155]  QAnon.
[01:56:06.155 --> 01:56:07.316]  Trump set to remove Clinton.
[01:56:07.316 --> 01:56:08.818]  I mean, put everything on there!
[01:56:08.818 --> 01:56:16.105]  This report needs to be seen millions of times, ladies and gentlemen, and especially right now while they're making a huge deal out of the national emergency.
[01:56:16.105 --> 01:56:17.867]  You use that as a keyword.
[01:56:17.867 --> 01:56:18.928]  Use Q as a keyword.
[01:56:18.928 --> 01:56:20.430]  Use Alex Jones as a keyword.
[01:56:20.430 --> 01:56:21.871]  Use Infowars as a keyword.
[01:56:21.871 --> 01:56:22.512]  Use it all.
[01:56:22.512 --> 01:56:24.174]  Use President Trump as a keyword.
[01:56:24.174 --> 01:56:25.015]  Get this out!
[01:56:26.448 --> 01:56:29.449]  This is why they don't want us to control the narrative, ladies and gentlemen.
[01:56:29.449 --> 01:56:36.291]  They want you talking about Trump's national emergency at the southern border so that they can lie about it and call him a racist and all this bullcrap.
[01:56:36.291 --> 01:56:45.653]  They don't want you talking about President Trump targeting human traffickers, many of which have direct, direct relationships to the Clintons.
[01:56:45.653 --> 01:56:46.494]  I mean, my God.
[01:56:49.178 --> 01:56:51.260]  Just look at Laura Silsby, ladies and gentlemen.
[01:56:51.260 --> 01:56:52.581]  Just look at the WikiLeaks.
[01:56:52.581 --> 01:56:54.602]  Just look at all the deaths around the Clintons.
[01:56:54.602 --> 01:56:56.223]  What do you think goes on here, folks?
[01:56:56.223 --> 01:56:58.125]  Let's not be naive, okay?
[01:56:58.125 --> 01:56:59.205]  Let's not be naive.
[01:57:00.049 --> 01:57:01.410]  We've ID'd, okay?
[01:57:01.410 --> 01:57:03.691]  We've ID'd the major criminals in this country.
[01:57:03.691 --> 01:57:04.391]  We've ID'd them.
[01:57:04.391 --> 01:57:04.952]  We've got them.
[01:57:04.952 --> 01:57:06.112]  We've got their names.
[01:57:06.112 --> 01:57:07.153]  We know who they are.
[01:57:07.153 --> 01:57:11.655]  We've reported them to you, and that's why they want to shut down right here at Infowars.com.
[01:57:11.655 --> 01:57:13.957]  So, you want to know why they hate President Trump?
[01:57:13.957 --> 01:57:18.239]  You want to know why Nancy Pelosi and Chuck Schumer and the rest of the Democrats are panicked over President Trump?
[01:57:18.239 --> 01:57:21.221]  Because he wants to stop human trafficking!
[01:57:21.221 --> 01:57:25.143]  Now ask yourself why, and ask yourself why they want you domesticated.
[01:57:26.172 --> 01:57:28.293]  What are you going to do about mass human trafficking?
[01:57:28.293 --> 01:57:31.915]  What are you going to do about hate crime hoaxes?
[01:57:31.915 --> 01:57:34.817]  What are you going to do about hoaxes against white men in this country?
[01:57:34.817 --> 01:57:37.198]  What are you going to do about hoaxes against Donald Trump?
[01:57:37.198 --> 01:57:41.660]  What are you going to do about a fake Russian collusion investigation costing us millions of dollars?
[01:57:41.660 --> 01:57:43.041]  What are you going to do about that?
[01:57:43.041 --> 01:57:45.282]  Nothing if you're a domesticated slave!
[01:57:45.282 --> 01:57:46.863]  Everything if you're alive!
[01:57:49.710 --> 01:57:52.812]  At its regular price, it's a little over $3.
[01:57:52.812 --> 01:57:55.954]  When we have it discounted, it's about $2.50 a piece.
[01:57:55.954 --> 01:58:01.677]  Comparable bars are between $5 and $7 a piece at Whole Foods.
[01:58:01.677 --> 01:58:03.078]  This is high-end.
[01:58:03.078 --> 01:58:06.339]  When you get one box, you get them at basically $3.
[01:58:06.339 --> 01:58:10.422]  You get them for $2.50 or so when you get it at the current launch discount.
