[00:00:05.111 --> 00:00:06.632]  Ladies and gentlemen,
[00:25:03.096 --> 00:25:12.964]  Just like drug gangs in South America and Central America give people tiny dosages of scopolamine out of Devil's Breath plant, and
[00:25:14.295 --> 00:25:24.238]  They can drive a car perfectly, they can do mathematics, they can, you know, they're not impaired, except they have no free will.
[00:25:24.238 --> 00:25:27.999]  It's basically truth serum.
[00:25:27.999 --> 00:25:39.962]  When you're on truth serum, scopolamine, folks, and they've got some other drugs they can mix in with that are even more advanced, it's not that you just tell the truth, you do whatever you're told.
[00:25:41.072 --> 00:25:43.413]  You do whatever you're told.
[00:25:43.413 --> 00:25:51.216]  And then the naive public, it's kind of like weather engineering, has been going around happening for over 100 years, high tech the last 30.
[00:25:51.216 --> 00:25:55.017]  We told you about Stanford Research Institute, all of it.
[00:25:55.017 --> 00:25:58.758]  Certifying they could control hurricanes and create them and kill them.
[00:25:58.758 --> 00:26:01.099]  Back in 1967, it was already certified.
[00:26:01.099 --> 00:26:03.520]  I covered this when it was still classified.
[00:26:11.036 --> 00:26:16.423]  And it's so frustrating to then see comments going, Alex Jones believes they can control the weather.
[00:26:16.423 --> 00:26:19.146]  It's the same thing with mind control.
[00:26:19.146 --> 00:26:20.287]  It's the same thing.
[00:26:20.287 --> 00:26:30.200]  And I see it over and over again with Major Hassan, with Theodore Kaczynski, the Unabomber, with James Holmes, the brilliant PhD science student.
[00:26:31.440 --> 00:26:34.182]  In a classified, restricted program.
[00:26:34.182 --> 00:26:38.305]  They always come out of these same programs because this is where they recruit them.
[00:26:38.305 --> 00:26:40.026]  This is where they set them up.
[00:26:40.026 --> 00:26:41.447]  Again, I'm going to say this.
[00:26:41.447 --> 00:26:47.512]  If the government would stage fast and furious, it's killed thousands conservatively to blame the Second Amendment.
[00:26:47.512 --> 00:26:56.759]  If there are thousands of declassified instances of our troops being given chemical, biological, and radiological dosages to kill them in many cases,
[00:26:58.405 --> 00:27:06.529]  And the UN's caught shooting kids up with cancer viruses, sterilants, and live pathogens, like polio.
[00:27:06.529 --> 00:27:24.539]  And in the military for thousands of years, you'll send in a small contingent of cavalry or ground forces to draw out the enemy, knowing that thousands of your troops, in some famous cases, would all be killed, so that you could draw the enemy out to where you wanted them to run a pincer attack against them in many cases.
[00:27:25.572 --> 00:27:33.294]  I mean, the military mind is, I'm gonna kill a thousand of my best troops to draw out the enemy so that we don't lose this whole battle and lose 20,000.
[00:27:33.294 --> 00:27:39.516]  See, you're not thinking from an elitist perspective.
[00:27:39.516 --> 00:27:41.277]  So you're like, how could they go to that theater?
[00:27:41.277 --> 00:27:48.959]  How could they have the witness to say multiple shooters, tear gas canisters, or smoke bombs from both sides, from opposite directions?
[00:27:48.959 --> 00:27:49.920]  Somebody let him in.
[00:27:49.920 --> 00:27:50.840]  No, it was somebody else.
[00:27:51.778 --> 00:27:52.779]  And then the M.O.
[00:27:52.779 --> 00:27:53.400]  and the U.N.
[00:27:53.400 --> 00:27:55.522]  treaty, the motive coming up, all of this.
[00:27:55.522 --> 00:27:57.203]  They're real mass shootings.
[00:27:57.203 --> 00:28:00.386]  When they happen, they get almost no attention.
[00:28:00.386 --> 00:28:03.329]  There have been real chemical plants blown up by real terrorists.
[00:28:03.329 --> 00:28:11.377]  There are a lot of actually real events where crazy people and criminal groups and criminal groups shaking down companies and espionage.
[00:28:11.377 --> 00:28:14.100]  Espionage goes on all the time.
[00:28:14.100 --> 00:28:15.241]  Financial sabotage.
[00:28:20.911 --> 00:28:24.274]  Real terror attacks you don't hear about.
[00:28:24.274 --> 00:28:26.656]  It's the fake ones you do.
[00:28:26.656 --> 00:28:32.040]  Because the globalists have a rule when they're not really doing something, they don't want it to be discussed, they don't want it to be a big deal.
[00:28:32.040 --> 00:28:37.304]  You know, there have been cases of whole police stations shot up and five, six cops killed in just the last year and a half.
[00:28:37.304 --> 00:28:38.605]  You never hear about it on the news.
[00:28:38.605 --> 00:28:39.706]  Minor footnote.
[00:28:39.706 --> 00:28:43.529]  Because they don't want real terror attacks being discussed.
[00:28:46.564 --> 00:28:52.950]  Well, they've got a big... See, again, and the frustration is there's thousands of points here, literally.
[00:28:52.950 --> 00:28:55.212]  I want to get your take on this.
[00:28:55.212 --> 00:29:01.298]  If you agree with me, if you disagree, I'm not... I'm not saying that it was a staged event.
[00:29:01.298 --> 00:29:04.341]  I'm saying my gut says that and all the evidence points in that direction.
[00:29:05.089 --> 00:29:10.271]  I'm not saying you're bad if you think he was just on psychotropic drugs, which is a form of mind control itself.
[00:29:10.271 --> 00:29:13.032]  You take hallucinogenic drugs, like he was taking over-the-counter.
[00:29:13.032 --> 00:29:19.974]  I mean, not over-the-counter, but prescription, which are over-the-counter, but not over-the-counter in the classic sense.
[00:29:19.974 --> 00:29:23.695]  You take those, it puts you into a suggestive state.
[00:29:23.695 --> 00:29:25.896]  You play video games, watch violent movies.
[00:29:25.896 --> 00:29:27.837]  A certain percentage of people are going to go cuckoo.
[00:29:29.082 --> 00:29:31.524]  Like Sergeant Bales over in Afghanistan.
[00:29:31.524 --> 00:29:33.506]  He was on a bunch of those drugs.
[00:29:33.506 --> 00:29:39.451]  Oh, here, let's put you on a psychotropic that can make you go psychotic and then send you... Yeah, yeah, I mean, that's a good idea.
[00:29:39.451 --> 00:29:42.973]  So, I mean, we got articles up, people saying that's what they think at InfoWars.com.
[00:29:42.973 --> 00:29:44.054]  That's fine.
[00:29:44.054 --> 00:29:49.959]  As for me, this has all the earmarks of a very sophisticated black op.
[00:29:49.959 --> 00:29:51.360]  We're on the march.
[00:29:51.360 --> 00:29:53.882]  The Empire's on the run.
[00:29:53.882 --> 00:29:56.565]  Alex Jones and the GCN Radio Network.
[00:30:00.558 --> 00:30:06.062]  Sick of the globalist eugenicist control freaks adding poison to your water and laughing as you get sick and die?
[00:30:06.062 --> 00:30:08.484]  Start purifying your water with ProPure.
[00:30:08.484 --> 00:30:17.592]  My friends, I've done a lot of research and the best gravity filter out there bar none is ProPure and it's available discounted at InfoWars.com.
[00:30:17.592 --> 00:30:21.034]  Its filters are silver impregnated to prevent bacterial growth.
[00:30:21.034 --> 00:30:22.716]  There's no priming required.
[00:30:22.716 --> 00:30:24.997]  It's NSF 42 certified.
[00:30:24.997 --> 00:30:27.039]  Optional fluoride filters can reduce fluoride
[00:30:27.039 --> 00:30:27.519]  We're good to go.
[00:30:55.652 --> 00:30:59.454]  You can also call to order.
[00:30:59.454 --> 00:31:00.535]  888-253-3139.
[00:31:00.535 --> 00:31:03.557]  Alex Jones here with a message to fellow freedom lovers.
[00:31:03.557 --> 00:31:08.560]  The prognosis for the entire planetary economic system runs from bad to worse.
[00:31:08.560 --> 00:31:15.745]  The globalist model is to shut down societies and starve patriots out until they acquiesce to the global takeover.
[00:31:15.885 --> 00:31:21.510]  That's why we've assembled the most vital and important preparedness items at InfoWarsShop.com.
[00:31:21.510 --> 00:31:25.534]  These are items that I did research on, that I personally use.
[00:31:25.534 --> 00:31:30.258]  We've got the LifeStraw, so you can turn fetid water into safe water anywhere you go.
[00:31:30.258 --> 00:31:35.483]  The KTOR Hand Crank Generator, to charge up key equipment during power outages or out in the field.
[00:31:35.743 --> 00:31:38.966]  Strategic Relocation 3rd Edition by Joel Skousen.
[00:31:38.966 --> 00:31:41.468]  When Disaster Strikes by Matthew Stein.
[00:31:41.468 --> 00:31:46.232]  Therosafe used by Homeland Security to protect yourself during any radiological event.
[00:31:46.232 --> 00:31:49.115]  Hand-cranked shortwave AM FM radios.
[00:31:49.115 --> 00:31:56.321]  Everything that we've researched and found to be the best is available at InfoWarshop.com and your purchase makes our Info War possible.
[00:31:56.321 --> 00:31:57.603]  We're getting prepared.
[00:31:57.603 --> 00:31:58.263]  Are you?
[00:31:58.263 --> 00:31:59.044]  InfoWarshop.com
[00:32:02.501 --> 00:32:10.625]  If you want an American company with American products made by Americans, here is the Cal Ben Soap Company.
[00:32:10.625 --> 00:32:14.686]  Alex and his staff have used these pure soap products for years.
[00:32:14.686 --> 00:32:21.990]  These all-natural soaps are made from the highest quality vegetable and coconut oils that are earth-friendly and safe.
[00:32:21.990 --> 00:32:24.811]  See them on the web at 5starsoap.com.
[00:32:25.011 --> 00:32:29.855]  Or call 800-340-7091 for a free catalog.
[00:32:29.855 --> 00:32:35.801]  Buy the 1 to 2 month sample package and enjoy soaps that are twice as good as what you're using now.
[00:32:35.801 --> 00:32:41.206]  Or save big with a 1 to 2 year supply of soaps for all your cleaning needs.
[00:32:41.206 --> 00:32:43.187]  This is an amazing deal.
[00:32:43.187 --> 00:32:48.432]  You can save thousands of dollars and you will love the way real soap makes you feel.
[00:32:48.432 --> 00:32:51.575]  See them on the web at 5starsoap.com or call
[00:32:51.795 --> 00:32:53.020]  Call 800-340-7091 for a free catalog.
[00:33:25.683 --> 00:33:33.410]  We saw a lot of acts of heroism by men protecting their girlfriends.
[00:33:33.410 --> 00:33:38.735]  We saw a 13-year-old step in front of a bullet for a smaller child.
[00:33:41.667 --> 00:33:46.171]  We also have a video up at InfoWars.com, How to Stop a Massacre.
[00:33:46.171 --> 00:33:50.474]  Surveillance video reveals simple, low-cost solution that works everywhere.
[00:33:50.474 --> 00:33:55.158]  You must send this Mike Adams story out to everybody.
[00:33:55.158 --> 00:34:03.625]  In fact, I'm going to Twitter that out on our official Twitter during the next break when I get a chance to at Twitter.com forward slash RealAlexJones.
[00:34:07.076 --> 00:34:13.778]  We also are going to play the footage and analyze it here for radio listeners of Anaheim Police go on rampage against citizens.
[00:34:13.778 --> 00:34:18.299]  I saw the article yesterday by Lou Rockwell at Infowars.com.
[00:34:18.299 --> 00:34:23.100]  And I didn't even watch the video until this morning.
[00:34:23.100 --> 00:34:29.822]  And when you see police purposefully with rubber bullets up close, shotgunning women, when they know it'll kill you.
[00:34:29.822 --> 00:34:31.162]  Kills a lot of people.
[00:34:31.162 --> 00:34:34.783]  They've killed people, you know, at that Red Sox game when they came out of the bar, shot the woman in the face.
[00:34:36.325 --> 00:34:42.430]  And they're shooting people with babies in their arms and coming up to baby carriages and shooting at them.
[00:34:42.430 --> 00:34:44.432]  And it's really bizarre.
[00:34:44.432 --> 00:34:52.218]  I've seen this a lot, like in Pittsburgh, the G20, when a woman, two older women come out of a store with shopping bags.
[00:34:52.218 --> 00:34:58.063]  They would just randomly show up in Pittsburgh and say, you're not allowed to be out during the daytime here, just to crack some heads.
[00:34:58.063 --> 00:35:00.625]  It was all a big drill to see what they could get cops to do.
[00:35:00.625 --> 00:35:03.548]  And cops in Darth Vader outfits, these clown outfits,
[00:35:04.619 --> 00:35:09.162]  Well, I guess they hide who they are so they can act like the, you know, cowards I guess they, you know, they are.
[00:35:09.162 --> 00:35:13.025]  Release police dogs on old women and they're biting them and the cops are getting off on it.
[00:35:13.025 --> 00:35:18.648]  I mean, I just can't imagine wanting to go find some old women with shopping bags and release a police dog on them.
[00:35:18.648 --> 00:35:22.071]  And then I'm not patriotic because I'm not into that.
[00:35:22.071 --> 00:35:23.912]  I guess I'm not patriotic to the devil.
