[00:00.000 --> 00:02.000]  You've got it
[01:28:32.400 --> 01:28:34.400]  They will want you to go along
[01:28:34.400 --> 01:28:36.400]  To get along
[01:28:36.400 --> 01:28:38.400]  Stay there, incredible, let's come back with solutions
[01:28:38.400 --> 01:28:40.400]  And more and break down how it's going to affect us
[01:28:40.400 --> 01:28:42.400]  In the future, you think it's bad now
[01:28:42.400 --> 01:28:44.400]  You ain't seen nothing yet
[01:28:44.400 --> 01:28:46.400]  I'm going to play you what they're showing
[01:28:46.400 --> 01:28:48.400]  In the U.S. and England
[01:28:48.400 --> 01:28:50.400]  Where they show them that every
[01:28:50.400 --> 01:28:52.400]  Fast of your life
[01:28:52.400 --> 01:28:54.400]  Is going to be controlled
[01:28:54.400 --> 01:28:56.400]  It is unbelievable criminality
[01:28:56.400 --> 01:28:58.400]  Stay with us
[01:29:00.400 --> 01:29:02.400]  A little over a year ago
[01:29:02.400 --> 01:29:04.400]  I began to do a lot of research into
[01:29:04.400 --> 01:29:06.400]  Why, even if I had a pretty good size
[01:29:06.400 --> 01:29:08.400]  Meal that I was still starving
[01:29:08.400 --> 01:29:10.400]  And my research led me to a well-known fact
[01:29:10.400 --> 01:29:12.400]  That most of the soils that we grow
[01:29:12.400 --> 01:29:14.400]  Our crops on here in the United States
[01:29:14.400 --> 01:29:16.400]  Across the industrialized world
[01:29:16.400 --> 01:29:18.400]  Are almost completely depleted
[01:29:18.400 --> 01:29:20.400]  Of almost all of the key minerals
[01:29:20.400 --> 01:29:22.400]  And trace elements that our bodies need
[01:29:22.400 --> 01:29:24.400]  To rebuild themselves, fight off cancer
[01:29:24.400 --> 01:29:26.400]  And be healthy
[01:29:26.400 --> 01:29:28.400]  I then searched out the best
[01:29:28.400 --> 01:29:30.400]  Vitamin and mineral company out there
[01:29:30.400 --> 01:29:32.400]  And discovered Young Jevity
[01:29:32.400 --> 01:29:34.400]  The Young Jevity products are designed
[01:29:34.400 --> 01:29:36.400]  To give you the real nutrition you need
[01:29:36.400 --> 01:29:38.400]  And once you've got that
[01:29:38.400 --> 01:29:40.400]  You don't have to eat as much to be satisfied
[01:29:40.400 --> 01:29:42.400]  I've lost 37 pounds
[01:29:42.400 --> 01:29:44.400]  In two months
[01:29:44.400 --> 01:29:46.400]  Simply getting the vitamins and minerals I need
[01:29:46.400 --> 01:29:48.400]  Check it out for yourself
[01:29:48.400 --> 01:29:50.400]  It's incredible
[01:29:50.400 --> 01:29:52.400]  Go to InfowarsTeam.com today
[01:29:52.400 --> 01:29:54.400]  And order your first canister of
[01:29:54.400 --> 01:29:56.400]  Beyond Tangy Tangerine
[01:29:56.400 --> 01:29:58.400]  Complete Multivitamin Mineral Complex Dietary Supplement
[01:29:58.400 --> 01:30:14.400]  Go to InfowarsTeam.com
[01:30:28.400 --> 01:30:30.400]  And here's the best part
[01:30:30.400 --> 01:30:32.400]  These seeds have not been genetically modified
[01:30:32.400 --> 01:30:34.400]  In any way
[01:30:34.400 --> 01:30:36.400]  And you actually get enough seeds
[01:30:36.400 --> 01:30:38.400]  To plant a full acre crisis garden
[01:30:38.400 --> 01:30:40.400]  So visit them today at
[01:30:40.400 --> 01:30:42.400]  SurvivalSeedBank.com
[01:30:42.400 --> 01:30:44.400]  Or give them a call at
[01:30:44.400 --> 01:30:48.400]  877-327-0365
[01:30:48.400 --> 01:30:52.400]  That's 877-327-0365
[01:30:52.400 --> 01:30:54.400]  Remember, in a real crisis
[01:30:54.400 --> 01:30:56.400]  Non-hybrid seeds are the ultimate barter item
[01:30:56.400 --> 01:30:58.400]  This is Alex Jones for
[01:30:58.400 --> 01:31:27.400]  SurvivalSeedBank.com
[01:31:28.400 --> 01:31:30.400]  The use of a new can device is
[01:31:30.400 --> 01:31:32.400]  Needed to deliver your silver solutions
[01:31:32.400 --> 01:31:34.400]  Directly to key target areas
[01:31:34.400 --> 01:31:36.400]  This includes the eyes
[01:31:36.400 --> 01:31:38.400]  Ears, nose, lungs
[01:31:38.400 --> 01:31:40.400]  Topically to the skin
[01:31:40.400 --> 01:31:42.400]  And orally for the digestive system
[01:31:42.400 --> 01:31:44.400]  Be sure to watch our new 7-minute video tour
[01:31:44.400 --> 01:31:46.400]  Of the Silver Lungs System
[01:31:46.400 --> 01:31:49.400]  At www.silverlungs.com
[01:31:49.400 --> 01:31:52.400]  To learn more about how the Silver Lungs System works
[01:31:52.400 --> 01:31:54.400]  As well, we are always ready to answer
[01:31:54.400 --> 01:31:56.400]  Any questions you may have
[01:31:56.400 --> 01:32:00.440]  That's www.silverlungs.com.
[01:32:00.440 --> 01:32:03.400]  I've been telling you about eFoods Direct for a while now.
[01:32:03.400 --> 01:32:06.040]  Here are my top 10 reasons to stock up on food
[01:32:06.040 --> 01:32:07.080]  from eFoods Direct.
[01:32:07.080 --> 01:32:10.080]  Number 10, the food I get from eFoods Direct tastes great.
[01:32:10.080 --> 01:32:12.960]  Number nine, the eFoods meals are easy to prepare.
[01:32:12.960 --> 01:32:15.000]  Eight, eFoods Direct delivers the food
[01:32:15.000 --> 01:32:16.280]  right to my front door.
[01:32:16.280 --> 01:32:19.280]  Seven, most of these meals cost less than $2.
[01:32:19.280 --> 01:32:22.360]  Six, with their large variety, I can eat it every day.
[01:32:22.360 --> 01:32:25.200]  Five, I always have access to high quality
[01:32:25.200 --> 01:32:26.320]  delicious food.
[01:32:26.320 --> 01:32:28.800]  Number four, eFoods products don't spoil,
[01:32:28.800 --> 01:32:30.280]  so I never waste any food.
[01:32:30.280 --> 01:32:33.680]  Three, eFoods uses only safe, healthy ingredients.
[01:32:33.680 --> 01:32:36.120]  Number two, I have my own food supply
[01:32:36.120 --> 01:32:37.960]  and don't depend on the grocery store.
[01:32:37.960 --> 01:32:40.960]  And the number one reason I promote eFoods Direct
[01:32:40.960 --> 01:32:44.240]  is they build special offers just for my listeners.
[01:32:44.240 --> 01:32:46.400]  Folks, don't wait, get prepared now.
[01:32:46.400 --> 01:32:48.360]  We all need to be self-sufficient.
[01:32:48.360 --> 01:32:51.840]  Call eFoods Direct at 800-409-5633
[01:32:51.840 --> 01:32:53.440]  and ask for the Alex Jones Special.
[01:32:53.440 --> 01:32:57.040]  Call eFoods Direct at 800-409-5633
[01:32:57.040 --> 01:32:59.680]  or eFoodsDirect.com forward slash Alex.
[01:33:01.600 --> 01:33:05.160]  Coast to coast, direct from Austin.
[01:33:05.160 --> 01:33:08.800]  You're listening to the Alex Jones Broadcasting Network.
[01:33:08.800 --> 01:33:09.640]  Network.
[01:33:11.120 --> 01:33:14.120]  ["Eat the Food Direct"]
[01:33:14.120 --> 01:33:19.120]  ["Eat the Food Direct"]
[01:33:19.120 --> 01:33:23.520]  Everybody knows that the days are loaded.
[01:33:23.520 --> 01:33:28.240]  Everybody rolls with their fingers crossed.
[01:33:28.240 --> 01:33:32.280]  Everybody knows the war is over.
[01:33:32.280 --> 01:33:38.600]  On screen, we have a map showing, according to the UN
[01:33:38.600 --> 01:33:42.360]  documents, over half the US off limits to humans.
[01:33:42.360 --> 01:33:44.040]  This is what they want by 2020.
[01:33:44.040 --> 01:33:46.960]  This map is from, what, 1993?
[01:33:46.960 --> 01:33:48.080]  And they are freaking out.
[01:33:48.080 --> 01:33:50.320]  Of course, foreign megacorporations
[01:33:50.320 --> 01:33:52.080]  don't want your county and city and state
[01:33:52.080 --> 01:33:54.360]  having the authority or even your own federal government.
[01:33:54.360 --> 01:33:56.360]  So they've taken over your nation.
[01:33:56.360 --> 01:33:58.200]  Look what's happening in Europe now.
[01:33:58.200 --> 01:34:00.920]  Even Time Magazine says they've been captured and conquered
[01:34:00.920 --> 01:34:04.200]  by Goldman Sachs through fraud.
[01:34:04.200 --> 01:34:05.640]  Instead of going to jail like Bernie Madoff,
[01:34:05.640 --> 01:34:08.000]  they take over the world.
[01:34:08.000 --> 01:34:09.880]  And we're going to have Rosa Corey, who's with us
[01:34:09.880 --> 01:34:12.200]  for the rest of the hour, but this is a shorter show
[01:34:12.200 --> 01:34:14.280]  as a different clock on Sunday.
[01:34:14.280 --> 01:34:16.800]  She's going to be back Thursday for an hour and a half
[01:34:16.800 --> 01:34:18.000]  to go over even more of this.
[01:34:18.000 --> 01:34:20.440]  But I just want to back up everything she's saying.
[01:34:20.440 --> 01:34:23.400]  Now, in Australia and in the US, I've
[01:34:23.400 --> 01:34:27.400]  seen video games they have in public school, even ABC News
[01:34:27.400 --> 01:34:29.840]  covered this, where little animals die.
[01:34:29.840 --> 01:34:32.400]  Bunny rabbits die and get their heads chopped off.
[01:34:32.400 --> 01:34:35.240]  If you breathe, carbon hurts them.
[01:34:35.240 --> 01:34:37.480]  And so the little kids cry and learn to hate themselves
[01:34:37.480 --> 01:34:39.560]  and learn how great suicide is.
[01:34:39.560 --> 01:34:40.880]  I'm not kidding.
[01:34:40.880 --> 01:34:43.280]  But they also show school children in England.
[01:34:43.280 --> 01:34:44.720]  And they have similar videos here.
[01:34:44.720 --> 01:34:46.360]  Well, you saw the video last year where
[01:34:46.360 --> 01:34:47.600]  are you going to cut your carbon footprint?
[01:34:47.600 --> 01:34:48.680]  And the kids say no.
[01:34:48.680 --> 01:34:50.320]  So they blow the kids up in the class.
[01:34:50.320 --> 01:34:51.680]  Remember that?
[01:34:51.680 --> 01:34:55.440]  If you didn't see it, just type in green ads show kids
[01:34:55.440 --> 01:34:57.440]  exploding.
[01:34:57.440 --> 01:34:59.320]  It's all an anti-human agenda.
[01:34:59.320 --> 01:35:03.320]  But here's one of more than 10 videos they show children.
[01:35:03.320 --> 01:35:05.240]  And you think it's a joke, but this is everything
[01:35:05.240 --> 01:35:06.640]  sustainable development does.
[01:35:06.640 --> 01:35:09.360]  This is not a joke made to make them look bad.
[01:35:09.360 --> 01:35:12.560]  This is a video made by London Guardian
[01:35:12.560 --> 01:35:14.200]  and Association of the British Government
[01:35:14.200 --> 01:35:15.360]  for sustainability.
[01:35:15.360 --> 01:35:17.240]  Here it is.
[01:35:17.240 --> 01:35:19.240]  Oh, hi.
[01:35:19.240 --> 01:35:21.520]  I'm so glad you're on time.
[01:35:21.520 --> 01:35:24.000]  I'm V. I'm looking forward to showing you
[01:35:24.000 --> 01:35:26.560]  around Planned Oppolis today.
[01:35:26.560 --> 01:35:28.680]  My husband works from home.
[01:35:28.680 --> 01:35:31.200]  He's a virtual engineer working in one of the city's
[01:35:31.200 --> 01:35:32.880]  desalination plants.
[01:35:32.880 --> 01:35:35.960]  He controls the robots who do all the important maintenance.
[01:35:35.960 --> 01:35:40.920]  I think he basically plays computer games for a living.
[01:35:40.920 --> 01:35:42.240]  You ready to go?
[01:35:42.240 --> 01:35:44.960]  Have you got your calorie card open on your smartphone?
[01:35:44.960 --> 01:35:48.120]  I registered your visit with Slick Travel Corp the other day,
[01:35:48.120 --> 01:35:51.480]  so they've allotted you a journey time to match mine.
[01:35:51.480 --> 01:35:53.720]  It makes so much sense, doesn't it?
[01:35:53.720 --> 01:35:56.760]  Switch off brain and go to work.
[01:35:56.760 --> 01:35:58.760]  With this many people around, I'm glad there's
[01:35:58.760 --> 01:36:01.760]  a mega computer in charge.
[01:36:01.760 --> 01:36:04.880]  We're so lucky our kids were allocated to school quite
[01:36:04.880 --> 01:36:07.280]  early in my practice, so I can drop them off on the way.
[01:36:07.280 --> 01:36:09.040]  It saves on my calorie ration.
[01:36:09.040 --> 01:36:10.560]  Well, it won't be long until the little darlings
[01:36:10.560 --> 01:36:12.320]  get their career announcements.
[01:36:12.320 --> 01:36:14.440]  They've been working so hard, so I'm
[01:36:14.440 --> 01:36:16.320]  sure they'll get something good.
[01:36:16.320 --> 01:36:18.320]  What if there's anything wrong with fixing carbon
[01:36:18.320 --> 01:36:20.640]  scrubbers for a living or anything?
[01:36:20.640 --> 01:36:22.360]  Are you hungry?
[01:36:22.360 --> 01:36:25.160]  Let's pop to the market as we pass.
[01:36:25.160 --> 01:36:28.320]  Right, what's on the menu this month?
[01:36:28.320 --> 01:36:29.760]  No, not meat.
[01:36:29.760 --> 01:36:32.040]  It's not your birthday.
[01:36:32.040 --> 01:36:35.160]  The Global Food Council are doing a really good job
[01:36:35.160 --> 01:36:36.920]  of keeping food production going.
[01:36:36.920 --> 01:36:39.600]  All right, let's stop right there as our guest is here.
[01:36:39.600 --> 01:36:43.480]  There are 20 or 30 I haven't counted of these videos.
[01:36:43.480 --> 01:36:47.640]  And the families aren't allowed to live in single-parent homes.
[01:36:47.640 --> 01:36:48.560]  No meats allowed.
[01:36:48.560 --> 01:36:50.680]  You're not allowed to have a car.
[01:36:50.680 --> 01:36:54.360]  And this is all officially what the UN and our own government
[01:36:54.360 --> 01:36:56.120]  says they're setting up.
[01:36:56.120 --> 01:36:59.080]  You have to understand, people see these videos
[01:36:59.080 --> 01:37:00.120]  and they think this is a joke.
[01:37:00.120 --> 01:37:02.080]  No, this is what they're showing kids.
[01:37:02.080 --> 01:37:04.760]  So you're an adult and have formed your own opinions back
[01:37:04.760 --> 01:37:05.840]  when we were more free.
[01:37:05.840 --> 01:37:07.880]  For a child, they just watch this and think, well,
[01:37:07.880 --> 01:37:09.440]  that's normal.
[01:37:09.440 --> 01:37:12.040]  Just like kids growing up under Hitler thought it was normal.
[01:37:12.040 --> 01:37:14.360]  Or kids under the Aztecs thought cutting people's hearts
[01:37:14.360 --> 01:37:15.280]  out was normal.
[01:37:15.280 --> 01:37:17.160]  Going back to our guest, please continue.
[01:37:17.160 --> 01:37:19.160]  Rosa Corey, author and researcher,
[01:37:19.160 --> 01:37:23.200]  exposing Agenda 21, this total revolution against humanity
[01:37:23.200 --> 01:37:26.680]  by the bureaucratic, tyrant eugenics class.
[01:37:26.680 --> 01:37:29.440]  You said, well, you know what?
[01:37:29.440 --> 01:37:33.120]  The truth is the environmental movement has been hijacked.
[01:37:33.120 --> 01:37:35.760]  And you're seeing this in your schools, for instance,
[01:37:35.760 --> 01:37:38.640]  with outcome-based education.
[01:37:38.640 --> 01:37:41.920]  You'll see asset-based community development.
[01:37:41.920 --> 01:37:43.280]  That's coming your way.
[01:37:43.280 --> 01:37:44.600]  Wait till you see that.
[01:37:44.600 --> 01:37:47.280]  That's a questionnaire that you're going to fill out
[01:37:47.280 --> 01:37:51.760]  that's going to get you to do mandatory volunteering.
[01:37:51.760 --> 01:37:53.760]  Now, last time I thought about that,
[01:37:53.760 --> 01:37:57.760]  mandatory volunteering sounds a lot like slavery to me.
[01:37:57.760 --> 01:38:00.320]  But you see that volunteering is not
[01:38:00.320 --> 01:38:01.880]  going to be volunteering anymore.
[01:38:01.880 --> 01:38:05.240]  You'll be required to volunteer in order
[01:38:05.240 --> 01:38:08.800]  to get your kid into Little League,
[01:38:08.800 --> 01:38:14.000]  to be able to maybe work closer to home, to get your food.
[01:38:14.000 --> 01:38:17.360]  You'll be required in order to be a good citizen.
[01:38:17.360 --> 01:38:19.440]  Oh, Obama has said, to graduate high school,
[01:38:19.440 --> 01:38:20.320]  you'll have to do it.
[01:38:20.320 --> 01:38:22.280]  And it's going to be domestic military.
[01:38:22.280 --> 01:38:24.760]  That's civilian core, yeah.
[01:38:24.760 --> 01:38:26.360]  This is it, exactly.
[01:38:26.360 --> 01:38:27.720]  You don't have to look far.
[01:38:27.720 --> 01:38:29.040]  If you, you know, these are things
[01:38:29.040 --> 01:38:31.520]  that it used to be, well, if you got busted doing something
[01:38:31.520 --> 01:38:33.080]  minor, you were going to pick up trash
[01:38:33.080 --> 01:38:34.000]  by the side of the road.
[01:38:34.000 --> 01:38:36.040]  That's mandatory volunteering.
[01:38:36.040 --> 01:38:38.160]  But now you find that if you're in school,
[01:38:38.160 --> 01:38:40.760]  you want to go to a good school, you're
[01:38:40.760 --> 01:38:45.600]  going to have to do some time working for nonprofits, right?
[01:38:45.600 --> 01:38:47.520]  So who's getting your free time?
[01:38:47.520 --> 01:38:50.640]  Who's getting your time for free for nothing, the nonprofits?
[01:38:50.640 --> 01:38:53.080]  These are public-private partnerships
[01:38:53.080 --> 01:38:56.960]  that you are going to be volunteering mandatory for.
[01:38:56.960 --> 01:38:59.600]  And they're the NGOs competing with the free market,
[01:38:59.600 --> 01:39:02.480]  just like people working for $0.25 an hour in the prisons
[01:39:02.480 --> 01:39:05.080]  are competing and shutting down our society.
[01:39:05.080 --> 01:39:05.480]  Right.
[01:39:05.480 --> 01:39:08.280]  And your tax dollars are going to fund all of this.
[01:39:08.280 --> 01:39:11.200]  You know, this is what happens with, for instance,
[01:39:11.200 --> 01:39:16.200]  redevelopment funds are going to pay for subsidized housing
[01:39:16.200 --> 01:39:18.320]  that is for-profit housing.
[01:39:18.320 --> 01:39:20.760]  So these are developers who are making money
[01:39:20.760 --> 01:39:24.120]  and they're using your property tax dollars to do it.
[01:39:24.120 --> 01:39:26.160]  So this is an entire program.
[01:39:26.160 --> 01:39:27.240]  It's a huge plan.
[01:39:27.240 --> 01:39:30.200]  It's a global plan implemented locally.
[01:39:30.200 --> 01:39:32.920]  And it's using your transportation dollars,
[01:39:32.920 --> 01:39:36.920]  your property tax dollars, your income tax dollars
[01:39:36.920 --> 01:39:38.240]  to make this happen.
[01:39:38.240 --> 01:39:41.080]  And it's all about taking away your independence,
[01:39:41.080 --> 01:39:43.120]  taking away your food independence,
[01:39:43.120 --> 01:39:47.560]  your private property rights, your educational system.
[01:39:47.560 --> 01:39:49.240]  It's a whole life plan.
[01:39:49.240 --> 01:39:51.360]  And it is happening right now.
[01:39:51.360 --> 01:39:52.840]  You don't have to look far.
[01:39:52.840 --> 01:39:54.840]  You can fight it right in your town.
[01:39:54.840 --> 01:39:57.320]  That's where you should fight it, locally,
[01:39:57.320 --> 01:39:59.800]  because that's where these plans are coming up.
[01:39:59.800 --> 01:40:03.160]  You'll find these regional plans right there in your city.
[01:40:03.160 --> 01:40:08.040]  You want to stand up and say, no, we will not be regionalized.
[01:40:08.040 --> 01:40:09.760]  We will not be delfied.
[01:40:09.760 --> 01:40:14.720]  We will not allow our money to go for these plans that
[01:40:14.720 --> 01:40:16.640]  are just going to sink our economy
[01:40:16.640 --> 01:40:20.080]  and drive us further into debt and into foreclosures.
[01:40:20.080 --> 01:40:22.600]  So less of us will own property and we'll
[01:40:22.600 --> 01:40:26.160]  have to move into those high-density developments.
[01:40:26.160 --> 01:40:29.280]  Remember three years ago when the Copenhagen documents came
[01:40:29.280 --> 01:40:31.040]  out and it was designed to reduce population
[01:40:31.040 --> 01:40:33.760]  and shut down the third world, and so it didn't pass?
[01:40:33.760 --> 01:40:36.200]  Schwarzenegger was in USA today, and now he
[01:40:36.200 --> 01:40:37.800]  leads the group for the UN.
[01:40:37.800 --> 01:40:39.040]  He said, don't worry.
[01:40:39.040 --> 01:40:42.160]  We implement at city, county, and state level.
[01:40:42.160 --> 01:40:43.240]  And that's what they're doing.
[01:40:43.240 --> 01:40:46.720]  And they sweep into town, buy off your politicians.
[01:40:46.720 --> 01:40:48.960]  They can buy them so cheap, a couple million
[01:40:48.960 --> 01:40:50.520]  to the National Planning Commission.
[01:40:50.520 --> 01:40:51.400]  And it's over.
[01:40:51.400 --> 01:40:53.640]  They fly them for steak dinners in New York.
[01:40:53.640 --> 01:40:54.880]  It's over.
[01:40:54.880 --> 01:40:56.640]  Or they give their wife or husband a job.
[01:40:56.640 --> 01:40:57.280]  It's over.
[01:40:57.280 --> 01:41:01.600]  And they just literally sign us over to these crooks.
[01:41:01.600 --> 01:41:04.840]  Yeah, well, what they'll do is they actually
[01:41:04.840 --> 01:41:07.360]  develop candidates for office right out
[01:41:07.360 --> 01:41:09.200]  of your neighborhood associations.
[01:41:09.200 --> 01:41:10.320]  They call you.
[01:41:10.320 --> 01:41:14.200]  They bring you in to show buy-in in a local community,
[01:41:14.200 --> 01:41:16.520]  and then they identify the good Germans.
[01:41:16.520 --> 01:41:18.400]  And they move them up the ladder.
[01:41:18.400 --> 01:41:20.720]  We have to call a halt to this.
[01:41:20.720 --> 01:41:23.320]  I don't want people to feel that they are helpless,
[01:41:23.320 --> 01:41:25.040]  that they can't fight this, because we
[01:41:25.040 --> 01:41:28.080]  are fighting it all across the nation, all of us.
[01:41:28.080 --> 01:41:29.960]  Oh, yeah, the globalist to fit the panic button.
[01:41:29.960 --> 01:41:32.240]  Now, I'm not for lying.
[01:41:32.240 --> 01:41:34.960]  But in some cases, when there's election fraud,
[01:41:34.960 --> 01:41:36.560]  there's covert ops.
[01:41:36.560 --> 01:41:38.600]  I think a lot of us should be public.
[01:41:38.600 --> 01:41:41.080]  But I think some people, business folks and others,
[01:41:41.080 --> 01:41:43.520]  should play along with these enemies,
[01:41:43.520 --> 01:41:45.840]  because they are like a foreign power that's infiltrated.
[01:41:45.840 --> 01:41:47.760]  And we should infiltrate their groups
[01:41:47.760 --> 01:41:50.240]  and act like the most hardcore corporate fascist,
[01:41:50.240 --> 01:41:52.240]  laugh at the public, call them scum,
[01:41:52.240 --> 01:41:54.440]  because I've seen the locals do this when they don't know
[01:41:54.440 --> 01:41:55.320]  we're watching.
[01:41:55.320 --> 01:41:57.280]  And they'll actually put you in as mayor,
[01:41:57.280 --> 01:41:58.800]  then you could turn on them.
[01:41:58.800 --> 01:42:00.480]  Do you think that's a good operation?
[01:42:00.480 --> 01:42:01.800]  I don't know.
[01:42:01.800 --> 01:42:04.400]  But I do take their seminars, and I
[01:42:04.400 --> 01:42:06.320]  read all of their documentation.
[01:42:06.320 --> 01:42:09.000]  And this is what you want to do is educate yourself.
[01:42:09.000 --> 01:42:12.240]  Because once people recognize that this is not
[01:42:12.240 --> 01:42:15.400]  a conspiracy theory, it's a fact, and it's happening,
[01:42:15.400 --> 01:42:17.720]  you can get people on board quickly.
[01:42:17.720 --> 01:42:20.040]  And this is happening across the United States.
[01:42:20.040 --> 01:42:22.680]  I'm going all over the US and speaking to groups,
[01:42:22.680 --> 01:42:26.560]  and people are ready and willing to get up and stop this.
[01:42:26.560 --> 01:42:28.240]  And we will win this.
[01:42:28.240 --> 01:42:29.520]  We will win this.
[01:42:29.520 --> 01:42:30.520]  We can do it.
[01:42:30.520 --> 01:42:32.200]  We're going to stop this in our country,
[01:42:32.200 --> 01:42:34.800]  because we can't allow this to continue.
[01:42:34.800 --> 01:42:36.680]  We are losing our rights.
[01:42:36.680 --> 01:42:37.240]  Incredible.
[01:42:37.240 --> 01:42:38.840]  Let's break down how we're winning
[01:42:38.840 --> 01:42:41.800]  and more of what life will look like in the compact cities
[01:42:41.800 --> 01:42:45.000]  and rural areas, how they plan to shut us down.
[01:42:45.000 --> 01:42:46.640]  I want to go over that.
[01:42:46.640 --> 01:42:47.520]  Just amazing.
[01:42:47.520 --> 01:42:48.960]  And I want you to come to Austin,
[01:42:48.960 --> 01:42:50.840]  because as you know, we're under attack.
[01:42:50.840 --> 01:42:53.080]  Maybe we should fly you out here and have you here in studio,
[01:42:53.080 --> 01:42:54.640]  and then have you speak to the locals,
[01:42:54.640 --> 01:42:56.680]  because we've got a great activist community that
[01:42:56.680 --> 01:43:01.280]  loves liberty, because you, Rose, are doing great.
[01:43:01.280 --> 01:43:02.440]  I had tried everything.
[01:43:02.440 --> 01:43:04.800]  I'd cut back the amount of food I was eating.
[01:43:04.800 --> 01:43:07.880]  I was lifting weights and jogging, but nothing was working.
[01:43:07.880 --> 01:43:10.880]  My body was literally starving for minerals and trace
[01:43:10.880 --> 01:43:12.760]  elements, as well as key vitamins.
[01:43:12.760 --> 01:43:15.400]  And as soon as I had that, I immediately
[01:43:15.400 --> 01:43:18.200]  could eat half of what I was eating previously
[01:43:18.200 --> 01:43:19.600]  and be satisfied.
[01:43:19.600 --> 01:43:22.720]  Now, there are hundreds of great products at InfowarsTeam.com,
[01:43:22.720 --> 01:43:24.760]  but I want to point out the three that
[01:43:24.760 --> 01:43:30.800]  have helped me lose 37 pounds in just two months.
[01:43:30.800 --> 01:43:34.320]  Products like Beyond Tangy Tangerine, Pollen Burst,
[01:43:34.320 --> 01:43:35.280]  and Rebound.
[01:43:35.280 --> 01:43:37.760]  When I started taking the Tangy Tangerine and other products
[01:43:37.760 --> 01:43:41.560]  every day, I lost more than 37 pounds in just two months.
[01:43:41.560 --> 01:43:43.080]  Now, that's results.
[01:43:43.080 --> 01:43:47.480]  I want to challenge my listeners to go to InfowarsTeam.com
[01:43:47.480 --> 01:43:49.920]  and to order just three of their products.
[01:43:49.920 --> 01:43:53.080]  And you will see the changes in the way you look, feel,
[01:43:53.080 --> 01:43:55.520]  and in your appetite almost immediately.
[01:43:55.520 --> 01:43:58.120]  Start your journey to health and wellness today.
[01:43:58.120 --> 01:44:01.200]  InfowarsTeam.com.
[01:44:01.200 --> 01:44:05.160]  When you're out on the road, the last place you want to be
[01:44:05.160 --> 01:44:07.800]  is on the road.
[01:44:07.800 --> 01:44:09.760]  But if the unfortunate happens, you'll
[01:44:09.760 --> 01:44:13.000]  be glad you were wearing diamond gussets.
[01:44:13.000 --> 01:44:17.040]  There's a place down in Tennessee.
[01:44:17.040 --> 01:44:21.680]  Well, they make blue diamond gusset jeans.
[01:44:21.680 --> 01:44:27.280]  They so pride in every stitch, guarantee you love the way
[01:44:27.280 --> 01:44:30.080]  they fit.
[01:44:30.080 --> 01:44:33.520]  They put a diamond gusset in the crotch where you need it
[01:44:33.520 --> 01:44:34.760]  most.
[01:44:34.760 --> 01:44:39.840]  Blue diamond gussets got it, others don't.
[01:44:39.840 --> 01:44:43.760]  We turned jeans inside out, diamond gusset jeans,
[01:44:43.760 --> 01:44:46.640]  made in the USA with unparalleled quality.
[01:44:46.640 --> 01:44:49.360]  Our Defender Motorcycle Jeans combined gusset comfort
[01:44:49.360 --> 01:44:53.240]  with Kevlar protection so you can ride all day with confidence.
[01:44:53.240 --> 01:44:56.000]  Order yours at gusset.com.
[01:44:56.000 --> 01:44:59.120]  Diamond gusset jeans got it, others don't.
[01:45:01.600 --> 01:45:02.160]  Hi, folks.
[01:45:02.160 --> 01:45:03.280]  This is Alex Jones.
[01:45:03.280 --> 01:45:06.400]  I'm looking for people that have the wisdom to spot savings,
[01:45:06.400 --> 01:45:08.520]  opportunity, and recognized risk.
[01:45:08.520 --> 01:45:10.200]  Saving means to make money.
[01:45:10.200 --> 01:45:13.640]  The Calben Pure Soap Company can save you thousands of dollars
[01:45:13.640 --> 01:45:16.040]  and give you good old-fashioned real soaps that
[01:45:16.040 --> 01:45:18.480]  are triple concentrated and twice as good as what you're
[01:45:18.480 --> 01:45:19.600]  using now.
[01:45:19.600 --> 01:45:22.440]  Soaps made from vegetable and coconut oils
[01:45:22.440 --> 01:45:25.800]  that contain no useless dyes, perfumes, deodorants,
[01:45:25.800 --> 01:45:27.240]  or antibacterials.
[01:45:27.240 --> 01:45:30.480]  Your risk is the hundreds of hazardous toxic detergents
[01:45:30.480 --> 01:45:32.960]  that give you rashes, itching sores,
[01:45:32.960 --> 01:45:35.240]  and a tirerating clothing called lint.
[01:45:35.240 --> 01:45:36.640]  If you want something better, if you
[01:45:36.640 --> 01:45:38.360]  want something you've never had before,
[01:45:38.360 --> 01:45:40.480]  you have to do something you've never done before.
[01:45:40.480 --> 01:45:42.640]  Getting a free catalog is easy by calling
[01:45:42.640 --> 01:45:48.600]  800-340-7091 or see Calben on the web at fivestarsoap.com.
[01:45:48.600 --> 01:45:53.600]  Take charge of your health now by calling 800-340-7091
[01:45:53.600 --> 01:45:56.600]  or see Calben on the web at fivestarsoap.com.
[01:46:00.200 --> 01:46:03.560]  A little over a year ago, I began to do a lot of research
[01:46:03.560 --> 01:46:06.600]  into why, even if I had a pretty good-sized meal that I was
[01:46:06.600 --> 01:46:07.480]  still starving.
[01:46:07.480 --> 01:46:10.000]  And my research led me to a well-known fact
[01:46:10.000 --> 01:46:12.800]  that most of the soils that we grow our crops on here
[01:46:12.800 --> 01:46:15.400]  in the United States and across the industrialized world
