[00:00.000 --> 00:03.440]  mainstream media, government cover-ups.
[22:22.180 --> 22:26.100]  The fact is that disease simply cannot exist in an alkaline environment.
[22:26.100 --> 22:30.460]  That accumulates if a person consumes too much acid on a regular basis and doesn't neutralize
[22:30.460 --> 22:31.460]  it.
[22:31.460 --> 22:32.460]  Do your part.
[22:32.460 --> 22:34.940]  Alkalize and supercharge your body now.
[22:34.940 --> 22:39.580]  Alkavision plasma pH drops contain a special mineral salt concentrate that raises the pH
[22:39.580 --> 22:43.740]  of the water you drink up to the pH of 10 with only 10 drops.
[22:43.740 --> 22:50.380]  Order your bottle of Alkavision plasma pH drops now by going directly to alkavision.com.
[22:50.380 --> 22:52.900]  Again that's alkavision.com.
[22:52.900 --> 22:56.980]  Our beloved republic is on her knees, the forces of globalism are destroying national
[22:56.980 --> 23:00.940]  sovereignty worldwide, but in liberty's darkest hour there is hope.
[23:00.940 --> 23:03.980]  The first time in modern history, the people are beginning to wake up.
[23:03.980 --> 23:08.220]  It is essential that patriots worldwide accelerate their fellow man's understanding of the new
[23:08.220 --> 23:09.740]  world order master plan.
[23:09.740 --> 23:13.980]  We have a short time frame to fully awaken and energize the people to meet this threat.
[23:13.980 --> 23:19.140]  In the Info War, PrisonPlanet.tv is a powerful weapon in the battle to regain our freedom.
[23:19.140 --> 23:24.660]  PrisonPlanet.tv is a vault of forbidden information, all 18 of my documentary films can be downloaded
[23:24.660 --> 23:28.860]  or streamed in super high quality, directly to your computer or iPhone and shared with
[23:28.860 --> 23:29.860]  others.
[23:29.860 --> 23:33.940]  Thousands of special video reports from tainted vaccines to martial law can be found in this
[23:33.940 --> 23:38.940]  online video library, by weekly news television broadcast, thousands of exclusive audio interviews
[23:38.940 --> 23:39.940]  and so much more.
[23:39.940 --> 23:45.820]  The Info War is waiting for you to set it free, join PrisonPlanet.tv, burn the info
[23:45.820 --> 23:51.260]  bombs to disc, put them on the file sharing networks, bring down the new world order.
[23:51.260 --> 23:52.260]  PrisonPlanet.tv
[23:52.260 --> 24:18.260]  Before you slip into unconsciousness, I'd like to have another kiss, another flashing
[24:18.260 --> 24:23.260]  light.
[24:23.260 --> 24:30.700]  Alright folks, we are back, it's the Alex Jones show, and I just want to let you know
[24:30.700 --> 24:35.580]  that Alex Jones presents the latest weapon in the Info Warrior arsenal, the 9-Eleven
[24:35.580 --> 24:38.340]  Chronicles Part 1 Truth Rising.
[24:38.340 --> 24:41.940]  This film follows the growing momentum of the 9-Eleven Truth movement as people throughout
[24:41.940 --> 24:45.500]  the world take action against their globalist masters.
[24:45.500 --> 24:49.540]  Not unlike anything you have ever experienced from Alex Jones' Cinema Verite style, this
[24:49.540 --> 24:54.020]  masterpiece not only exposes the mistreatment of our 9-Eleven heroes, but also shows how
[24:54.020 --> 24:58.700]  a growing number of people around the world are questioning the official version of events
[24:58.700 --> 25:00.180]  that day.
[25:00.180 --> 25:03.580]  Featuring interviews with Willie Nelson, Rosie O'Donnell, Jesse Ventura, George Carlin,
[25:03.580 --> 25:08.300]  Martin Sheen, as well as confrontations with many political figures, including Bill Clinton,
[25:08.300 --> 25:11.580]  David Rockefeller, and Arnold Schwarzenegger.
[25:11.580 --> 25:14.380]  And that's just the short list folks, it's a huge list.
[25:14.380 --> 25:20.140]  And we hope to see you there on Saturday and Sunday over at the Alamo Draft House, Saturday
[25:20.140 --> 25:25.300]  screening May 17th is going to be at 4pm, Sunday screening on May 18th is going to be
[25:25.300 --> 25:29.940]  at 7pm, get tickets while you can, Alex is going to be there I believe, as the show is
[25:29.940 --> 25:33.820]  part of the Celebrity Guest Signature series, how lovely.
[25:33.820 --> 25:38.180]  Alright, I said I would take your calls today and let's start doing it, let's go to our
[25:38.180 --> 25:42.260]  first caller of the day, Carl and Montreal, Carl are you with me?
[25:42.260 --> 25:43.260]  Yeah, hi.
[25:43.260 --> 25:44.260]  Hello.
[25:44.260 --> 25:45.740]  Thanks for taking my call.
[25:45.740 --> 25:49.460]  I was listening to your show when it was on weekdays, and I guess you're on Sunday now,
[25:49.460 --> 25:50.460]  right?
[25:50.460 --> 25:51.460]  Yeah, yeah, I am on Sunday.
[25:51.460 --> 25:55.620]  That's right, I do a little radio show on GCN myself, Sunday from 6 to 8 central.
[25:55.620 --> 26:00.100]  Well, I like to see this video, but I'm up here, I'm an American, I've called you before
[26:00.100 --> 26:05.100]  on your show, locked up here at Immigration Detention Center for about a year now, because
[26:05.100 --> 26:09.900]  I was arrested by the Secret Service in the US for about comments, satirical writings
[26:09.900 --> 26:12.900]  and drawings related to the Bush family.
[26:12.900 --> 26:22.340]  My case is on the internet now, I have a website, www.freecarl.com, F-R-E-E-C-A-R-L.com.
[26:22.340 --> 26:28.220]  It talks about my case if anyone's interested or donating to help my legal fund, but I'm
[26:28.220 --> 26:32.180]  kind of a unique situation because I have a lot of people coming from other countries
[26:32.180 --> 26:38.780]  who claim refugee or asylum in Canada, and I've made quite a few conversations with people
[26:38.780 --> 26:45.860]  about 9-11, and it seems people seem to be somewhat receptive here, and I've been using
[26:45.860 --> 26:52.220]  my situation also to talk to my lawyer here in Canada, my immigration lawyer, about 9-11
[26:52.220 --> 26:56.780]  truth, and try to get the word out, even though I'm detained, and I'm trying to do what I
[26:56.780 --> 26:57.780]  can to help you.
[26:57.780 --> 27:00.980]  Now, you're detained still in Canada right now, that's where you are right now?
[27:00.980 --> 27:01.980]  Yes.
[27:01.980 --> 27:02.980]  Okay.
[27:02.980 --> 27:07.220]  And my website has, it's being worked on, but it's forwarded to the other site that
[27:07.220 --> 27:12.820]  has some of my court documents, my lawyer's arguments, and other material, if you look
[27:12.820 --> 27:17.220]  at www.freecarl.com, F-R-E-E-C-A-R-L.com.
[27:17.220 --> 27:18.220]  Yep.
[27:18.220 --> 27:19.220]  All right, folks.
[27:19.220 --> 27:21.820]  Well, you can check that out, and it's freecarl.com.
[27:21.820 --> 27:23.340]  All right, let's go take another call.
[27:23.340 --> 27:24.940]  Let's take Randy in Michigan.
[27:24.940 --> 27:25.940]  Randy, are you there?
[27:25.940 --> 27:26.940]  How's it going?
[27:26.940 --> 27:27.940]  Good, man.
[27:27.940 --> 27:28.940]  How are you doing?
[27:28.940 --> 27:29.940]  I'm not too bad.
[27:29.940 --> 27:33.060]  I was just calling in response to the thing you said about the police harassment.
[27:33.060 --> 27:38.660]  I actually was harassed, it would be yesterday morning, from the Warren, Michigan police.
[27:38.660 --> 27:40.580]  My girlfriend and I were coming back from a show.
[27:40.580 --> 27:45.140]  They pulled us over, police officer approaches each side of the vehicle, tells her to get
[27:45.140 --> 27:46.140]  out of the car.
[27:46.140 --> 27:50.180]  They're like, you know, he says that he shouts it, and I'm like freaking out, you know, and
[27:50.180 --> 27:52.140]  well, anyways, it wasn't that big of a deal.
[27:52.140 --> 27:56.380]  I guess my license plate, it was hard for them to read my license plate because I drive
[27:56.380 --> 28:01.140]  a rusty truck and the tail hitch was blocking a number on the plate.
[28:01.140 --> 28:05.500]  Well, he proceeded, he put me against the truck, you know, he wasn't pushing me, but
[28:05.500 --> 28:07.580]  he searched me, frisked me.
[28:07.580 --> 28:10.900]  They told my girlfriend to get in the cop car, and she's crying because she thinks she's
[28:10.900 --> 28:11.900]  going to get arrested.
[28:11.900 --> 28:13.580]  He goes, I'm not going to arrest you.
[28:13.580 --> 28:14.740]  I'm not going to do it.
[28:14.740 --> 28:19.220]  He's like, I don't got the cuffs out, just chill out, and he's like yelling at her.
[28:19.220 --> 28:22.860]  And anyways, he tells her, you know, you've been drinking, and he flashes the flashlight
[28:22.860 --> 28:26.580]  in her eyes, and you know, for one thing, she's the passenger.
[28:26.580 --> 28:29.220]  Yeah, it doesn't matter if she's been drinking or not.
[28:29.220 --> 28:30.220]  Right.
[28:30.220 --> 28:33.660]  And then like, well, and she's like, I have a lazy eye too, which she does, she's legally
[28:33.660 --> 28:36.580]  blind in one eye, and, and he goes, that doesn't matter.
[28:36.580 --> 28:38.220]  And anyways, they couldn't find anything on me.
[28:38.220 --> 28:40.900]  I knew I have a fourth amendment right in all that.
[28:40.900 --> 28:43.780]  And I said, you know, that whatever, I didn't even stop him from searching my truck because
[28:43.780 --> 28:47.940]  he probably, you know, arrest me for, no, you probably go to jail downtown, right, right
[28:47.940 --> 28:50.140]  away as soon as you start challenging the officers.
[28:50.140 --> 28:53.020]  That's why it's so important, man, to have a camera in your car.
[28:53.020 --> 28:57.940]  I know Alex has posted a couple now where the guy has a hidden camera in his dashboard.
[28:57.940 --> 29:01.380]  He literally tells the guy like five times, no, you can't search my car.
[29:01.380 --> 29:02.820]  There is no probable cause.
[29:02.820 --> 29:06.780]  They just rip him out, cuff him, bring him to jail and search his car anyway.
[29:06.780 --> 29:10.300]  But at least he has that ammunition afterwards and say, look, I didn't ever, I didn't ever
[29:10.300 --> 29:12.100]  give him permission to get in my car.
[29:12.100 --> 29:13.180]  It's my fourth amendment, right?
[29:13.180 --> 29:14.180]  He did it anyway.
[29:14.180 --> 29:16.580]  It was a legal search and seizure, and he brought me to jail.
[29:16.580 --> 29:17.580]  Hang on, Randy.
[29:17.580 --> 29:19.300]  We're going to come back to you on the other side.
[29:19.300 --> 29:45.140]  This is the Alex Jones show.
[29:45.140 --> 29:46.420]  We're on the march.
[29:46.420 --> 29:49.140]  The empire's on the run.
[29:49.140 --> 29:55.140]  Alex Jones and the GCN radio network.
[29:55.140 --> 30:00.180]  Heart disease is on the rise, clogged arteries, high blood pressure and high cholesterol levels
[30:00.180 --> 30:04.020]  may not be fully detected by you, but the symptoms are there.
[30:04.020 --> 30:08.900]  Loss of energy, blood sugar, spikes and drops, poor circulation and irregular heartbeat are
[30:08.900 --> 30:12.500]  just a few of these that can alert you that something is wrong.
[30:12.500 --> 30:17.020]  Here how heart and body extract is making a difference in thousands of people's lives
[30:17.020 --> 30:18.020]  across America.
[30:18.020 --> 30:22.140]  My blood pressure has normalized, my diabetes has totally improved.
[30:22.140 --> 30:25.620]  Everyone is telling me now how much healthier I look, and I'm telling everyone how much
[30:25.620 --> 30:26.620]  healthier I feel.
[30:26.620 --> 30:29.340]  I recommend heart and body extract to everyone.
[30:29.340 --> 30:34.540]  Anybody over 40 in the North American continent should be using this product as a preventive
[30:34.540 --> 30:37.060]  to keep their cardiovascular system healthy.
[30:37.060 --> 30:45.300]  Order your two month supply today by calling 866-295-5305, that's 866-295-5305, or order
[30:45.300 --> 30:54.020]  online hbxtract.com, heart and body extract 866-295-5305, or hbxtract.com.
[31:34.260 --> 31:38.060]  But it wasn't the wind that made the mournful cry, it was a man.
[31:38.060 --> 31:42.140]  A man named Lou Wetzel, the son of a Swiss immigrant.
[31:42.140 --> 31:46.580]  As a young boy, Lou and his brother had been captured and abused by the Indians and made
[31:46.580 --> 31:48.460]  their slave.
[31:48.460 --> 31:54.220]  Eventually he escaped and made a vow and made it his life work to kill Indians.
[31:54.220 --> 32:00.900]  At age 16 he took on three Indian braves with one single shot black powder muzzle loader.
[32:00.900 --> 32:06.100]  But he had a secret weapon like ability that he tried that day, and it worked.
[32:06.100 --> 32:10.260]  No one else had ever tried it or could ever do it, but he did.
[32:10.260 --> 32:13.340]  And from that day forward he killed Indians.
[32:13.340 --> 32:18.580]  He in his lifetime single-handedly killed over 2,000 Indians in the western part of
[32:18.580 --> 32:19.580]  Virginia.
[32:19.580 --> 32:20.580]  How?
[32:20.580 --> 32:26.740]  Hear the rest of that Another Untold Story at AnotherUntoldStory.com.
